,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Starts,Playing Time - Min,90s,Performance - GA,Performance - GA90,Performance - SoTA,Performance - Saves,Performance - Save%,Performance - W,Performance - D,Performance - L,Performance - CS,Performance - CS%,Penalty Kicks - PKatt,Penalty Kicks - PKA,Penalty Kicks - PKsv,Penalty Kicks - PKm,Penalty Kicks - Save%
121,Diego López,es ESP,GK,Espanyol,La Liga,34.0,1981.0,35.0,35.0,3113.0,34.6,38.0,1.1,153.0,117.0,76.5,15.0,9.0,11.0,11.0,31.4,2.0,2.0,0.0,0.0,0.0
122,Jonas Lössl,dk DEN,GK,Mainz 05,Bundesliga,27.0,1989.0,27.0,27.0,2430.0,27.0,46.0,1.7,134.0,88.0,67.9,8.0,5.0,14.0,5.0,18.5,4.0,3.0,1.0,0.0,25.0
123,Andreas Luthe,de GER,GK,Augsburg,Bundesliga,29.0,1987.0,2.0,2.0,180.0,2.0,1.0,0.5,14.0,13.0,92.9,0.0,2.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,
124,Germán Lux,ar ARG,GK,La Coruña,La Liga,34.0,1982.0,25.0,25.0,2205.0,24.5,38.0,1.55,111.0,75.0,67.6,5.0,7.0,13.0,6.0,24.0,2.0,2.0,0.0,0.0,0.0
125,Mike Maignan,fr FRA,GK,Lille,Ligue 1,21.0,1995.0,7.0,6.0,566.0,6.3,7.0,1.11,28.0,21.0,75.0,3.0,0.0,3.0,3.0,50.0,0.0,0.0,0.0,0.0,
126,Anthony Maisonnial,fr FRA,GK,Saint-Étienne,Ligue 1,18.0,1998.0,2.0,1.0,168.0,1.9,2.0,1.07,12.0,10.0,83.3,0.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,
127,Steve Mandanda,fr FRA,GK,Crystal Palace,Premier League,31.0,1985.0,9.0,9.0,810.0,9.0,17.0,1.89,43.0,26.0,60.5,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,
128,Vito Mannone,it ITA,GK,Sunderland,Premier League,28.0,1988.0,9.0,9.0,810.0,9.0,19.0,2.11,59.0,40.0,71.2,1.0,2.0,6.0,2.0,22.2,2.0,2.0,0.0,0.0,0.0
130,Federico Marchetti,it ITA,GK,Lazio,Serie A,33.0,1983.0,17.0,17.0,1485.0,16.5,22.0,1.33,76.0,54.0,72.4,9.0,4.0,4.0,2.0,11.8,5.0,1.0,2.0,2.0,66.7
131,Diego Mariño,es ESP,GK,Sporting Gijón,La Liga,26.0,1990.0,2.0,2.0,180.0,2.0,3.0,1.5,11.0,9.0,81.8,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
132,David Marshall,sct SCO,GK,Hull City,Premier League,31.0,1985.0,16.0,16.0,1440.0,16.0,44.0,2.75,107.0,63.0,65.4,1.0,3.0,12.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0
133,Emiliano Martínez,ar ARG,GK,Arsenal,Premier League,23.0,1992.0,2.0,2.0,180.0,2.0,3.0,1.5,8.0,5.0,75.0,1.0,0.0,1.0,1.0,50.0,1.0,1.0,0.0,0.0,0.0
134,Christian Mathenia,de GER,GK,Hamburger SV,Bundesliga,24.0,1992.0,14.0,14.0,1260.0,14.0,19.0,1.36,58.0,39.0,70.7,5.0,4.0,5.0,3.0,21.4,2.0,2.0,0.0,0.0,0.0
135,Mathieu Michel,fr FRA,GK,Angers,Ligue 1,24.0,1991.0,23.0,23.0,2070.0,23.0,25.0,1.09,69.0,44.0,65.2,11.0,4.0,8.0,8.0,34.8,1.0,1.0,0.0,0.0,0.0
136,Tom Mickel,de GER,GK,Hamburger SV,Bundesliga,27.0,1989.0,1.0,1.0,90.0,1.0,4.0,4.0,9.0,5.0,55.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
137,Simon Mignolet,be BEL,GK,Liverpool,Premier League,28.0,1988.0,28.0,28.0,2520.0,28.0,30.0,1.07,82.0,52.0,65.9,16.0,7.0,5.0,9.0,32.1,4.0,2.0,2.0,0.0,50.0
138,Antonio Mirante,it ITA,GK,Bologna,Serie A,33.0,1983.0,21.0,21.0,1879.0,20.9,32.0,1.53,100.0,68.0,69.0,7.0,4.0,10.0,8.0,38.1,3.0,1.0,1.0,1.0,50.0
139,Jessy Moulin,fr FRA,GK,Saint-Étienne,Ligue 1,30.0,1986.0,6.0,6.0,460.0,5.1,3.0,0.59,26.0,23.0,88.5,3.0,1.0,1.0,2.0,33.3,0.0,0.0,0.0,0.0,
140,Sven Müller,de GER,GK,Köln,Bundesliga,20.0,1996.0,1.0,1.0,90.0,1.0,0.0,0.0,4.0,4.0,100.0,0.0,1.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,
141,Guy N'dy Assembé,cm CMR,GK,Nancy,Ligue 1,30.0,1986.0,23.0,23.0,2043.0,22.7,31.0,1.37,103.0,72.0,73.8,6.0,5.0,12.0,6.0,26.1,5.0,4.0,1.0,0.0,20.0
142,Keylor Navas,cr CRC,GK,Real Madrid,La Liga,29.0,1986.0,27.0,27.0,2430.0,27.0,31.0,1.15,113.0,83.0,73.5,20.0,4.0,3.0,5.0,18.5,2.0,1.0,0.0,1.0,0.0
143,Neto,br BRA,GK,Juventus,Serie A,27.0,1989.0,8.0,7.0,675.0,7.5,2.0,0.27,15.0,13.0,86.7,6.0,1.0,0.0,5.0,71.4,0.0,0.0,0.0,0.0,
144,Manuel Neuer,de GER,GK,Bayern Munich,Bundesliga,30.0,1986.0,26.0,26.0,2340.0,26.0,13.0,0.5,67.0,54.0,80.6,19.0,6.0,1.0,14.0,53.8,0.0,0.0,0.0,0.0,
145,Kristoffer Nordfeldt,se SWE,GK,Swansea City,Premier League,27.0,1989.0,1.0,1.0,90.0,1.0,1.0,1.0,5.0,4.0,80.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
146,Ørjan Nyland,no NOR,GK,Ingolstadt 04,Bundesliga,25.0,1990.0,12.0,11.0,1023.0,11.4,23.0,2.02,62.0,39.0,66.1,0.0,3.0,8.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
147,David Oberhauser,fr FRA,GK,Metz,Ligue 1,25.0,1990.0,1.0,1.0,90.0,1.0,2.0,2.0,4.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
148,Jan Oblak,si SVN,GK,Atlético Madrid,La Liga,23.0,1993.0,30.0,30.0,2651.0,29.4,21.0,0.71,81.0,63.0,77.8,17.0,7.0,6.0,15.0,50.0,4.0,3.0,1.0,0.0,25.0
149,Guillermo Ochoa,mx MEX,GK,Granada,La Liga,31.0,1985.0,38.0,38.0,3420.0,38.0,82.0,2.16,242.0,163.0,66.9,4.0,8.0,26.0,3.0,7.9,4.0,2.0,1.0,1.0,33.3
150,Adrián Ortolá,es ESP,GK,Alavés,La Liga,22.0,1993.0,2.0,2.0,180.0,2.0,1.0,0.5,7.0,6.0,85.7,1.0,1.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,
151,David Ospina,co COL,GK,Arsenal,Premier League,27.0,1988.0,2.0,1.0,143.0,1.6,4.0,2.52,9.0,5.0,55.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
152,Juan Pablo Carrizo,ar ARG,GK,Inter,Serie A,32.0,1984.0,1.0,1.0,90.0,1.0,2.0,2.0,4.0,2.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
153,Fernando Pacheco,es ESP,GK,Alavés,La Liga,24.0,1992.0,36.0,36.0,3240.0,36.0,42.0,1.17,149.0,113.0,74.5,13.0,12.0,11.0,11.0,30.6,6.0,4.0,2.0,0.0,33.3
154,Daniele Padelli,it ITA,GK,Torino,Serie A,30.0,1985.0,2.0,2.0,180.0,2.0,4.0,2.0,7.0,3.0,57.1,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
156,Costel Pantilimon,ro ROU,GK,Watford,Premier League,29.0,1987.0,2.0,0.0,83.0,0.9,4.0,4.34,10.0,6.0,60.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,
157,Alberto Pelagotti,it ITA,GK,Empoli,Serie A,26.0,1989.0,3.0,3.0,270.0,3.0,5.0,1.67,13.0,8.0,61.5,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,
158,Yohann Pelé,fr FRA,GK,Marseille,Ligue 1,33.0,1982.0,38.0,38.0,3420.0,38.0,41.0,1.08,163.0,122.0,76.1,17.0,11.0,10.0,18.0,47.4,2.0,2.0,0.0,0.0,0.0
159,Nauzet Pérez,es ESP,GK,Osasuna,La Liga,31.0,1985.0,13.0,13.0,1170.0,13.0,29.0,2.23,66.0,38.0,57.6,1.0,3.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
160,Mattia Perin,it ITA,GK,Genoa,Serie A,23.0,1992.0,16.0,16.0,1357.0,15.1,19.0,1.26,55.0,36.0,69.1,4.0,5.0,6.0,6.0,37.5,4.0,2.0,1.0,1.0,33.3
161,Denis Petrić,rs SRB,GK,Angers,Ligue 1,28.0,1988.0,9.0,9.0,810.0,9.0,15.0,1.67,32.0,17.0,56.3,1.0,2.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
162,Jordan Pickford,eng ENG,GK,Sunderland,Premier League,22.0,1994.0,29.0,29.0,2610.0,29.0,50.0,1.72,189.0,139.0,74.6,5.0,4.0,20.0,4.0,13.8,2.0,2.0,0.0,0.0,0.0
163,Laurent Pionnier,fr FRA,GK,Montpellier,Ligue 1,34.0,1982.0,25.0,25.0,2250.0,25.0,38.0,1.52,106.0,68.0,67.9,7.0,5.0,13.0,6.0,24.0,4.0,4.0,0.0,0.0,0.0
164,Josip Posavec,hr CRO,GK,Palermo,Serie A,20.0,1996.0,29.0,29.0,2610.0,29.0,63.0,2.17,166.0,103.0,65.1,3.0,6.0,20.0,2.0,6.9,5.0,5.0,0.0,0.0,0.0
165,Jérôme Prior,fr FRA,GK,Bordeaux,Ligue 1,20.0,1995.0,14.0,14.0,1260.0,14.0,21.0,1.5,68.0,47.0,70.6,5.0,5.0,4.0,4.0,28.6,1.0,1.0,0.0,0.0,0.0
166,Christian Puggioni,it ITA,GK,Sampdoria,Serie A,35.0,1981.0,21.0,21.0,1890.0,21.0,35.0,1.67,112.0,77.0,72.3,5.0,7.0,9.0,4.0,19.0,5.0,4.0,1.0,0.0,20.0
167,Rafael,br BRA,GK,Cagliari,Serie A,34.0,1982.0,21.0,19.0,1802.0,20.0,32.0,1.6,105.0,73.0,71.4,9.0,2.0,9.0,3.0,15.8,5.0,2.0,2.0,1.0,50.0
168,Darren Randolph,ie IRL,GK,West Ham,Premier League,29.0,1987.0,22.0,22.0,1980.0,22.0,39.0,1.77,104.0,65.0,65.4,7.0,5.0,10.0,4.0,18.2,5.0,3.0,1.0,1.0,25.0
169,Pepe Reina,es ESP,GK,Napoli,Serie A,33.0,1982.0,37.0,37.0,3330.0,37.0,38.0,1.03,124.0,86.0,71.8,26.0,7.0,4.0,12.0,32.4,4.0,3.0,1.0,0.0,25.0
170,Paul Reulet,fr FRA,GK,Caen,Ligue 1,22.0,1994.0,3.0,2.0,197.0,2.2,8.0,3.65,16.0,8.0,50.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
171,Baptiste Reynet,fr FRA,GK,Dijon,Ligue 1,25.0,1990.0,37.0,37.0,3330.0,37.0,58.0,1.57,198.0,140.0,75.3,8.0,12.0,17.0,9.0,24.3,11.0,9.0,1.0,1.0,10.0
172,Sergio Rico,es ESP,GK,Sevilla,La Liga,22.0,1993.0,35.0,35.0,3150.0,35.0,45.0,1.29,152.0,111.0,72.4,20.0,8.0,7.0,12.0,34.3,4.0,3.0,1.0,0.0,25.0
173,Asier Riesgo,es ESP,GK,Eibar,La Liga,32.0,1983.0,16.0,16.0,1252.0,13.9,19.0,1.37,48.0,32.0,66.7,7.0,3.0,6.0,4.0,25.0,3.0,3.0,0.0,0.0,0.0
174,Rémy Riou,fr FRA,GK,Nantes,Ligue 1,28.0,1987.0,22.0,22.0,1980.0,22.0,34.0,1.55,88.0,54.0,68.2,6.0,6.0,10.0,5.0,22.7,6.0,6.0,0.0,0.0,0.0
175,Roberto,es ESP,GK,Espanyol,La Liga,30.0,1986.0,4.0,3.0,307.0,3.4,12.0,3.52,22.0,10.0,45.5,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
176,Paul Robinson,eng ENG,GK,Burnley,Premier League,36.0,1979.0,3.0,3.0,270.0,3.0,7.0,2.33,19.0,12.0,63.2,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,
177,Joel Robles,es ESP,GK,Everton,Premier League,26.0,1990.0,20.0,19.0,1737.0,19.3,20.0,1.04,80.0,60.0,77.5,12.0,4.0,3.0,10.0,52.6,2.0,2.0,0.0,0.0,0.0
178,Davy Roef,be BEL,GK,La Coruña,La Liga,22.0,1994.0,1.0,1.0,90.0,1.0,0.0,0.0,4.0,4.0,100.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,
179,Sergio Romero,ar ARG,GK,Manchester Utd,Premier League,29.0,1987.0,2.0,2.0,180.0,2.0,0.0,0.0,10.0,10.0,100.0,1.0,1.0,0.0,2.0,100.0,1.0,0.0,1.0,0.0,100.0
180,Rubinho,br BRA,GK,Genoa,Serie A,33.0,1982.0,2.0,2.0,180.0,2.0,8.0,4.0,16.0,8.0,56.3,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
182,Stéphane Ruffier,fr FRA,GK,Saint-Étienne,Ligue 1,29.0,1986.0,31.0,31.0,2790.0,31.0,37.0,1.19,134.0,97.0,73.9,9.0,12.0,10.0,11.0,35.5,4.0,2.0,2.0,0.0,50.0
183,Gerónimo Rulli,ar ARG,GK,Real Sociedad,La Liga,24.0,1992.0,38.0,38.0,3420.0,38.0,53.0,1.39,156.0,108.0,68.6,19.0,7.0,12.0,10.0,26.3,7.0,4.0,1.0,2.0,20.0
184,Mathew Ryan,au AUS,GK,Valencia,La Liga,24.0,1992.0,2.0,2.0,180.0,2.0,5.0,2.5,7.0,4.0,42.9,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,50.0
185,Romain Salin,fr FRA,GK,Guingamp,Ligue 1,32.0,1984.0,1.0,1.0,90.0,1.0,0.0,0.0,3.0,3.0,100.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,
186,Kasper Schmeichel,dk DEN,GK,Leicester City,Premier League,29.0,1986.0,30.0,30.0,2666.0,29.6,47.0,1.59,157.0,110.0,72.0,10.0,7.0,13.0,8.0,26.7,3.0,3.0,0.0,0.0,0.0
187,Alexander Schwolow,de GER,GK,Freiburg,Bundesliga,24.0,1992.0,34.0,34.0,3060.0,34.0,60.0,1.76,165.0,105.0,66.1,14.0,6.0,14.0,6.0,17.6,6.0,4.0,2.0,0.0,33.3
188,Simone Scuffet,it ITA,GK,Udinese,Serie A,20.0,1996.0,6.0,5.0,462.0,5.1,11.0,2.14,28.0,17.0,64.3,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
189,Andrea Seculin,it ITA,GK,Chievo,Serie A,26.0,1990.0,4.0,4.0,360.0,4.0,9.0,2.25,30.0,21.0,70.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,
190,Salvatore Sirigu,it ITA,GK,Osasuna,La Liga,29.0,1987.0,18.0,18.0,1620.0,18.0,51.0,2.83,97.0,49.0,49.5,3.0,3.0,12.0,1.0,5.6,4.0,2.0,1.0,1.0,33.3
191,Salvatore Sirigu,it ITA,GK,Sevilla,La Liga,29.0,1987.0,2.0,2.0,177.0,2.0,3.0,1.53,7.0,5.0,71.4,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
192,Łukasz Skorupski,pl POL,GK,Empoli,Serie A,25.0,1991.0,35.0,35.0,3150.0,35.0,56.0,1.6,199.0,143.0,74.4,8.0,8.0,19.0,10.0,28.6,9.0,5.0,3.0,1.0,37.5
193,Yann Sommer,ch SUI,GK,M'Gladbach,Bundesliga,27.0,1988.0,34.0,34.0,3060.0,34.0,49.0,1.44,146.0,97.0,69.2,12.0,9.0,13.0,10.0,29.4,5.0,4.0,0.0,1.0,0.0
194,David Soria,es ESP,GK,Sevilla,La Liga,23.0,1993.0,1.0,1.0,90.0,1.0,0.0,0.0,2.0,2.0,100.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,
195,Stefano Sorrentino,it ITA,GK,Chievo,Serie A,37.0,1979.0,34.0,34.0,3060.0,34.0,52.0,1.53,158.0,106.0,69.6,12.0,7.0,15.0,10.0,29.4,6.0,4.0,0.0,2.0,0.0
196,Marco Sportiello,it ITA,GK,Fiorentina,Serie A,24.0,1992.0,2.0,2.0,180.0,2.0,4.0,2.0,6.0,2.0,50.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
197,Marco Sportiello,it ITA,GK,Atalanta,Serie A,24.0,1992.0,8.0,8.0,720.0,8.0,14.0,1.75,33.0,19.0,60.6,3.0,2.0,3.0,2.0,25.0,1.0,1.0,0.0,0.0,0.0
198,Tom Starke,de GER,GK,Bayern Munich,Bundesliga,35.0,1981.0,3.0,3.0,270.0,3.0,5.0,1.67,17.0,12.0,76.5,3.0,0.0,0.0,1.0,33.3,2.0,1.0,1.0,0.0,50.0
199,Maarten Stekelenburg,nl NED,GK,Everton,Premier League,33.0,1982.0,19.0,19.0,1683.0,18.7,24.0,1.28,68.0,44.0,66.2,5.0,6.0,8.0,3.0,15.8,3.0,1.0,1.0,1.0,50.0
200,Marco Storari,it ITA,GK,Cagliari,Serie A,39.0,1977.0,15.0,15.0,1256.0,14.0,36.0,2.58,89.0,53.0,62.9,3.0,2.0,9.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0
201,Thomas Strakosha,al ALB,GK,Lazio,Serie A,21.0,1995.0,21.0,20.0,1845.0,20.5,26.0,1.27,86.0,60.0,74.4,12.0,3.0,5.0,6.0,30.0,4.0,4.0,0.0,0.0,0.0
202,Danijel Subašić,hr CRO,GK,Monaco,Ligue 1,31.0,1984.0,36.0,36.0,3240.0,36.0,28.0,0.78,112.0,84.0,76.8,28.0,5.0,3.0,17.0,47.2,4.0,2.0,2.0,0.0,50.0
203,Seydou Sy,sn SEN,GK,Monaco,Ligue 1,20.0,1995.0,1.0,1.0,45.0,0.5,0.0,0.0,1.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
204,Wojciech Szczęsny,pl POL,GK,Roma,Serie A,26.0,1990.0,38.0,38.0,3420.0,38.0,38.0,1.0,154.0,116.0,76.6,28.0,3.0,7.0,14.0,36.8,4.0,2.0,2.0,0.0,50.0
205,Ciprian Tătărușanu,ro ROU,GK,Fiorentina,Serie A,30.0,1986.0,35.0,35.0,3099.0,34.4,51.0,1.48,156.0,105.0,69.9,14.0,10.0,10.0,11.0,31.4,5.0,4.0,0.0,1.0,0.0
206,Marc-André ter Stegen,de GER,GK,Barcelona,La Liga,24.0,1992.0,36.0,36.0,3240.0,36.0,33.0,0.92,154.0,121.0,78.6,27.0,6.0,3.0,13.0,36.1,0.0,0.0,0.0,0.0,
208,Alexis Thébaux,fr FRA,GK,Bastia,Ligue 1,31.0,1985.0,1.0,1.0,90.0,1.0,5.0,5.0,8.0,3.0,37.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
209,Kevin Trapp,de GER,GK,Paris S-G,Ligue 1,26.0,1990.0,24.0,24.0,2123.0,23.6,13.0,0.55,55.0,42.0,78.2,18.0,4.0,2.0,15.0,62.5,2.0,1.0,1.0,0.0,50.0
210,Przemysław Tytoń,pl POL,GK,La Coruña,La Liga,29.0,1987.0,13.0,12.0,1125.0,12.5,23.0,1.84,53.0,31.0,58.5,2.0,5.0,5.0,2.0,16.7,1.0,1.0,0.0,0.0,0.0
211,Sven Ulreich,de GER,GK,Bayern Munich,Bundesliga,27.0,1988.0,5.0,5.0,450.0,5.0,4.0,0.8,16.0,12.0,81.3,3.0,1.0,1.0,2.0,40.0,1.0,1.0,0.0,0.0,0.0
212,Víctor Valdés,es ESP,GK,Middlesbrough,Premier League,34.0,1982.0,28.0,28.0,2520.0,28.0,36.0,1.29,118.0,82.0,72.0,3.0,10.0,15.0,8.0,28.6,3.0,3.0,0.0,0.0,0.0
213,Javi Varas,es ESP,GK,Las Palmas,La Liga,33.0,1982.0,25.0,25.0,2250.0,25.0,47.0,1.88,108.0,68.0,63.0,7.0,5.0,13.0,2.0,8.0,7.0,7.0,0.0,0.0,0.0
214,Ivan Vargić,hr CRO,GK,Lazio,Serie A,29.0,1987.0,1.0,1.0,90.0,1.0,3.0,3.0,6.0,3.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
215,Rémy Vercoutre,fr FRA,GK,Caen,Ligue 1,36.0,1980.0,34.0,34.0,3043.0,33.8,55.0,1.63,144.0,89.0,66.7,9.0,6.0,19.0,8.0,23.5,7.0,7.0,0.0,0.0,0.0
216,Iván Villar,es ESP,GK,Celta Vigo,La Liga,19.0,1997.0,1.0,1.0,90.0,1.0,3.0,3.0,4.0,1.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
217,Thomas Vincensini,fr FRA,GK,Bastia,Ligue 1,22.0,1993.0,3.0,3.0,270.0,3.0,5.0,1.67,26.0,21.0,80.8,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
218,Emiliano Viviano,it ITA,GK,Sampdoria,Serie A,30.0,1985.0,17.0,17.0,1530.0,17.0,20.0,1.18,68.0,48.0,73.5,7.0,5.0,5.0,3.0,17.6,3.0,2.0,1.0,0.0,33.3
219,Michel Vorm,nl NED,GK,Tottenham,Premier League,32.0,1983.0,5.0,4.0,416.0,4.6,2.0,0.43,9.0,7.0,88.9,2.0,3.0,0.0,2.0,50.0,1.0,1.0,0.0,0.0,0.0
220,Roman Weidenfeller,de GER,GK,Dortmund,Bundesliga,35.0,1980.0,7.0,7.0,630.0,7.0,11.0,1.57,28.0,17.0,60.7,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
221,Felix Wiedwald,de GER,GK,Werder Bremen,Bundesliga,26.0,1990.0,25.0,24.0,2209.0,24.5,49.0,2.0,145.0,96.0,70.3,10.0,2.0,13.0,5.0,20.8,8.0,6.0,2.0,0.0,25.0
222,Yoel,es ESP,GK,Eibar,La Liga,27.0,1988.0,25.0,22.0,2116.0,23.5,32.0,1.36,102.0,73.0,70.6,8.0,6.0,8.0,7.0,31.8,3.0,2.0,1.0,0.0,33.3
223,Ron-Robert Zieler,de GER,GK,Leicester City,Premier League,27.0,1989.0,9.0,8.0,754.0,8.4,16.0,1.91,33.0,17.0,51.5,2.0,1.0,5.0,1.0,12.5,0.0,0.0,0.0,0.0,
