,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Pass Types - Live,Pass Types - Dead,Pass Types - FK,Pass Types - TB,Pass Types - Sw,Pass Types - Crs,Pass Types - TI,Pass Types - CK,Corner Kicks - In,Corner Kicks - Out,Corner Kicks - Str,Outcomes - Cmp,Outcomes - Off,Outcomes - Blocks
1487,Stanislav Lobotka,sk SVK,MF,Napoli,Serie A,24.0,1994.0,8.4,639.0,630.0,9.0,9.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,605.0,0.0,3.0
1488,Stanislav Lobotka,sk SVK,MF,Celta Vigo,La Liga,24.0,1994.0,15.4,776.0,761.0,14.0,12.0,1.0,6.0,4.0,0.0,2.0,0.0,1.0,0.0,685.0,1.0,12.0
1489,Jürgen Locadia,nl NED,"FW,MF",Brighton,Premier League,25.0,1993.0,1.0,21.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,4.0
1490,Jürgen Locadia,nl NED,FW,Hoffenheim,Bundesliga,25.0,1993.0,5.9,136.0,124.0,10.0,1.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,96.0,2.0,7.0
1491,Manuel Locatelli,it ITA,MF,Sassuolo,Serie A,21.0,1998.0,28.7,2190.0,2069.0,112.0,78.0,9.0,33.0,64.0,4.0,30.0,17.0,11.0,1.0,1882.0,9.0,21.0
1492,Renan Lodi,br BRA,DF,Atlético Madrid,La Liga,21.0,1998.0,26.6,1241.0,937.0,296.0,8.0,3.0,2.0,87.0,288.0,0.0,0.0,0.0,0.0,914.0,8.0,35.0
1493,Ruben Loftus-Cheek,eng ENG,"MF,FW",Chelsea,Premier League,23.0,1996.0,2.3,133.0,129.0,4.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,119.0,0.0,0.0
1494,Enzo Loiodice,fr FRA,MF,Dijon,Ligue 1,18.0,2000.0,2.1,118.0,113.0,5.0,1.0,0.0,1.0,5.0,0.0,4.0,0.0,3.0,0.0,94.0,0.0,2.0
1495,Kevin Long,ie IRL,DF,Burnley,Premier League,28.0,1990.0,6.3,201.0,199.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,149.0,0.0,4.0
1496,Shane Long,ie IRL,FW,Southampton,Premier League,32.0,1987.0,15.5,402.0,400.0,1.0,0.0,0.0,2.0,19.0,1.0,0.0,0.0,0.0,0.0,210.0,1.0,14.0
1497,Matthew Longstaff,eng ENG,MF,Newcastle Utd,Premier League,19.0,2000.0,6.4,258.0,254.0,3.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,206.0,1.0,4.0
1498,Sean Longstaff,eng ENG,MF,Newcastle Utd,Premier League,21.0,1997.0,15.3,666.0,609.0,56.0,41.0,1.0,11.0,33.0,1.0,12.0,6.0,3.0,0.0,509.0,1.0,16.0
1499,Ademola Lookman,ng NGA,"FW,MF",RB Leipzig,Bundesliga,21.0,1997.0,3.4,149.0,137.0,12.0,1.0,0.0,1.0,14.0,7.0,3.0,1.0,1.0,1.0,110.0,0.0,6.0
1500,Anthony Lopes,pt POR,GK,Lyon,Ligue 1,28.0,1990.0,26.0,821.0,588.0,233.0,45.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,687.0,0.0,0.0
1501,Rony Lopes,pt POR,FW,Sevilla,La Liga,23.0,1995.0,1.5,49.0,44.0,4.0,0.0,0.0,0.0,5.0,0.0,4.0,2.0,1.0,0.0,40.0,1.0,1.0
1502,Rony Lopes,pt POR,FW,Monaco,Ligue 1,23.0,1995.0,0.9,26.0,25.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0
1503,Adrián López,es ESP,FW,Osasuna,La Liga,31.0,1988.0,16.0,505.0,486.0,15.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,350.0,4.0,13.0
1504,David López,es ESP,"DF,MF",Espanyol,La Liga,29.0,1989.0,27.3,1401.0,1349.0,48.0,45.0,1.0,12.0,12.0,3.0,0.0,0.0,0.0,0.0,1113.0,4.0,10.0
1505,Diego López,es ESP,GK,Espanyol,La Liga,37.0,1981.0,35.9,1140.0,701.0,435.0,132.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,666.0,4.0,0.0
1506,Javi López,es ESP,DF,Alavés,La Liga,17.0,2002.0,1.0,30.0,22.0,8.0,0.0,0.0,0.0,5.0,8.0,0.0,0.0,0.0,0.0,18.0,0.0,2.0
1508,Javi López,es ESP,DF,Espanyol,La Liga,33.0,1986.0,15.4,701.0,565.0,135.0,8.0,0.0,1.0,35.0,127.0,0.0,0.0,0.0,0.0,502.0,1.0,12.0
1509,Lluis López,es ESP,DF,Espanyol,La Liga,22.0,1997.0,3.3,245.0,234.0,11.0,7.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,217.0,0.0,4.0
1510,Maxime Lopez,fr FRA,"MF,FW",Marseille,Ligue 1,21.0,1997.0,12.3,899.0,868.0,31.0,13.0,1.0,1.0,23.0,9.0,9.0,3.0,4.0,0.0,789.0,0.0,9.0
1511,Pau López,es ESP,GK,Roma,Serie A,24.0,1994.0,32.0,1052.0,760.0,286.0,78.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,837.0,6.0,1.0
1512,Roberto López,es ESP,"FW,MF",Real Sociedad,La Liga,19.0,2000.0,0.6,44.0,42.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,34.0,0.0,3.0
1513,Unai López,es ESP,MF,Athletic Club,La Liga,23.0,1995.0,19.9,1221.0,1075.0,144.0,65.0,0.0,25.0,101.0,4.0,56.0,18.0,20.0,5.0,1008.0,2.0,14.0
1514,Losada,es ESP,"MF,FW",Celta Vigo,La Liga,17.0,2001.0,0.1,12.0,12.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
1515,Albert Lottin,fr FRA,MF,Bordeaux,Ligue 1,17.0,2001.0,0.5,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0
1516,Imran Louza,ma MAR,"MF,FW",Nantes,Ligue 1,20.0,1999.0,22.3,1155.0,1021.0,126.0,48.0,4.0,17.0,78.0,6.0,55.0,19.0,25.0,1.0,878.0,8.0,9.0
1517,Matteo Lovato,it ITA,DF,Hellas Verona,Serie A,19.0,2000.0,0.1,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1518,Dejan Lovren,hr CRO,DF,Liverpool,Premier League,30.0,1989.0,8.6,683.0,666.0,17.0,14.0,2.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,569.0,0.0,1.0
1519,Eduard Löwen,de GER,MF,Augsburg,Bundesliga,22.0,1997.0,7.5,239.0,201.0,33.0,16.0,0.0,1.0,22.0,0.0,16.0,11.0,4.0,0.0,143.0,5.0,6.0
1520,Eduard Löwen,de GER,MF,Hertha BSC,Bundesliga,22.0,1997.0,3.5,148.0,143.0,5.0,4.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,117.0,0.0,2.0
1521,Matthew Lowton,eng ENG,DF,Burnley,Premier League,30.0,1989.0,17.0,755.0,588.0,162.0,8.0,2.0,6.0,45.0,154.0,0.0,0.0,0.0,0.0,509.0,5.0,14.0
1522,Hirving Lozano,mx MEX,"FW,MF",Napoli,Serie A,24.0,1995.0,11.4,343.0,332.0,9.0,0.0,1.0,0.0,41.0,4.0,4.0,0.0,4.0,0.0,247.0,2.0,20.0
1523,Pol Lozano,es ESP,MF,Espanyol,La Liga,19.0,1999.0,1.9,85.0,84.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,75.0,0.0,1.0
1524,Jan Luca Rumpf,de GER,DF,Paderborn 07,Bundesliga,20.0,1999.0,1.0,53.0,43.0,10.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0
1525,Jean Lucas,br BRA,MF,Lyon,Ligue 1,21.0,1998.0,2.2,149.0,146.0,3.0,3.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,131.0,0.0,1.0
1526,Fabio Lucioni,it ITA,DF,Lecce,Serie A,31.0,1987.0,34.8,1598.0,1502.0,92.0,84.0,0.0,45.0,4.0,8.0,0.0,0.0,0.0,0.0,1349.0,4.0,10.0
1527,José Luis Gayà,es ESP,DF,Valencia,La Liga,24.0,1995.0,22.1,1048.0,845.0,202.0,27.0,2.0,7.0,79.0,175.0,0.0,0.0,0.0,0.0,794.0,1.0,29.0
1528,José Luis Morales,es ESP,"FW,MF",Levante,La Liga,32.0,1987.0,28.0,688.0,656.0,27.0,3.0,6.0,9.0,69.0,16.0,4.0,2.0,1.0,0.0,444.0,5.0,44.0
1529,José Luis Palomino,ar ARG,DF,Atalanta,Serie A,29.0,1990.0,27.6,1384.0,1286.0,93.0,66.0,0.0,5.0,7.0,27.0,0.0,0.0,0.0,0.0,1162.0,5.0,16.0
1530,José Luis Rodríguez,pa PAN,FW,Alavés,La Liga,21.0,1998.0,0.2,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1531,David Luiz,br BRA,DF,Arsenal,Premier League,32.0,1987.0,31.2,1816.0,1697.0,110.0,107.0,12.0,23.0,5.0,3.0,0.0,0.0,0.0,0.0,1537.0,9.0,7.0
1532,Douglas Luiz,br BRA,MF,Aston Villa,Premier League,21.0,1998.0,29.0,1243.0,1173.0,66.0,40.0,4.0,20.0,24.0,7.0,3.0,0.0,1.0,0.0,1010.0,4.0,11.0
1534,Jordan Lukaku,be BEL,DF,Lazio,Serie A,25.0,1994.0,4.4,167.0,141.0,25.0,0.0,0.0,0.0,19.0,25.0,0.0,0.0,0.0,0.0,125.0,1.0,6.0
1535,Romelu Lukaku,be BEL,FW,Inter,Serie A,26.0,1993.0,33.1,807.0,752.0,47.0,0.0,3.0,9.0,24.0,0.0,0.0,0.0,0.0,0.0,554.0,8.0,24.0
1536,Dodi Lukebakio,be BEL,"FW,MF",Hertha BSC,Bundesliga,21.0,1997.0,22.6,620.0,566.0,53.0,9.0,1.0,6.0,56.0,10.0,21.0,11.0,8.0,1.0,463.0,1.0,17.0
1537,Saša Lukić,rs SRB,MF,Torino,Serie A,22.0,1996.0,20.7,827.0,791.0,34.0,20.0,0.0,1.0,23.0,3.0,7.0,3.0,2.0,0.0,699.0,2.0,22.0
1538,Senad Lulić,ba BIH,DF,Lazio,Serie A,33.0,1986.0,17.5,860.0,759.0,97.0,6.0,0.0,11.0,69.0,91.0,0.0,0.0,0.0,0.0,674.0,4.0,25.0
1539,John Lundstram,eng ENG,MF,Sheffield Utd,Premier League,25.0,1994.0,27.3,1245.0,1209.0,27.0,9.0,3.0,33.0,55.0,5.0,3.0,3.0,0.0,0.0,987.0,9.0,17.0
1540,Sebastiano Luperto,it ITA,DF,Napoli,Serie A,22.0,1996.0,5.9,382.0,366.0,15.0,8.0,0.0,1.0,5.0,7.0,0.0,0.0,0.0,0.0,340.0,1.0,1.0
1541,Arnaud Lusamba,cd COD,"MF,FW",Nice,Ligue 1,22.0,1997.0,10.9,443.0,413.0,30.0,11.0,0.0,7.0,11.0,4.0,9.0,1.0,4.0,0.0,371.0,0.0,10.0
1542,Andreas Luthe,de GER,GK,Augsburg,Bundesliga,32.0,1987.0,10.0,416.0,298.0,117.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.0,1.0,1.0
1543,Lyanco,br BRA,DF,Torino,Serie A,22.0,1997.0,13.1,665.0,638.0,26.0,26.0,0.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,563.0,1.0,6.0
1544,Charalambos Lykogiannis,gr GRE,DF,Cagliari,Serie A,25.0,1993.0,14.9,618.0,486.0,130.0,22.0,0.0,8.0,64.0,94.0,14.0,6.0,6.0,0.0,400.0,2.0,21.0
1545,Yann M'Vila,fr FRA,"MF,DF",Saint-Étienne,Ligue 1,29.0,1990.0,21.6,1207.0,1182.0,23.0,22.0,1.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,1034.0,2.0,13.0
1546,Alexis Mac Allister,ar ARG,"MF,FW",Brighton,Premier League,20.0,1998.0,3.9,121.0,97.0,24.0,9.0,0.0,0.0,23.0,0.0,15.0,8.0,5.0,0.0,77.0,0.0,4.0
1547,Darwin Machís,ve VEN,"FW,MF",Granada,La Liga,26.0,1993.0,23.7,584.0,501.0,82.0,24.0,0.0,5.0,141.0,7.0,50.0,29.0,11.0,0.0,350.0,1.0,19.0
1548,Yvann Macon,fr FRA,DF,Saint-Étienne,Ligue 1,20.0,1998.0,1.1,63.0,44.0,19.0,0.0,0.0,2.0,3.0,19.0,0.0,0.0,0.0,0.0,43.0,0.0,2.0
1549,James Maddison,eng ENG,MF,Leicester City,Premier League,22.0,1996.0,29.2,1709.0,1443.0,258.0,85.0,19.0,9.0,221.0,7.0,157.0,54.0,71.0,5.0,1288.0,8.0,29.0
1550,Lisandro Magallán,ar ARG,DF,Alavés,La Liga,25.0,1993.0,13.3,446.0,418.0,28.0,26.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,343.0,0.0,2.0
1551,Francesco Magnanelli,it ITA,MF,Sassuolo,Serie A,34.0,1984.0,15.5,1191.0,1121.0,65.0,63.0,3.0,12.0,4.0,0.0,1.0,0.0,0.0,0.0,1050.0,5.0,7.0
1552,Giangiacomo Magnani,it ITA,DF,Brescia,Serie A,23.0,1995.0,1.3,37.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0
1553,Giangiacomo Magnani,it ITA,DF,Sassuolo,Serie A,23.0,1995.0,1.6,79.0,76.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0
1554,Hugo Magnetti,fr FRA,MF,Brest,Ligue 1,21.0,1998.0,2.6,163.0,161.0,2.0,0.0,0.0,3.0,6.0,2.0,0.0,0.0,0.0,0.0,127.0,0.0,1.0
1555,Harry Maguire,eng ENG,DF,Manchester Utd,Premier League,26.0,1993.0,38.0,2535.0,2453.0,77.0,68.0,1.0,43.0,2.0,9.0,0.0,0.0,0.0,0.0,2192.0,5.0,6.0
1556,Abdallahi Mahmoud,mr MTN,MF,Alavés,La Liga,19.0,2000.0,1.7,38.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0
1557,Riyad Mahrez,dz ALG,"FW,MF",Manchester City,Premier League,28.0,1991.0,21.6,1200.0,1118.0,77.0,12.0,11.0,16.0,89.0,10.0,55.0,29.0,3.0,0.0,1015.0,5.0,21.0
1558,Thiago Maia,br BRA,MF,Lille,Ligue 1,22.0,1997.0,0.5,39.0,36.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0
1560,Arne Maier,de GER,MF,Hertha BSC,Bundesliga,20.0,1999.0,5.9,328.0,315.0,13.0,4.0,0.0,1.0,15.0,1.0,8.0,3.0,5.0,0.0,267.0,0.0,5.0
1561,Habib Maïga,ci CIV,MF,Metz,Ligue 1,23.0,1996.0,25.2,1298.0,1267.0,26.0,17.0,2.0,14.0,53.0,8.0,0.0,0.0,0.0,0.0,1044.0,5.0,23.0
1562,Mike Maignan,fr FRA,GK,Lille,Ligue 1,24.0,1995.0,28.0,765.0,484.0,279.0,79.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,493.0,2.0,1.0
1563,Ainsley Maitland-Niles,eng ENG,DF,Arsenal,Premier League,21.0,1997.0,15.4,1025.0,839.0,185.0,19.0,2.0,4.0,18.0,166.0,0.0,0.0,0.0,0.0,841.0,1.0,11.0
1564,Josh Maja,ng NGA,FW,Bordeaux,Ligue 1,20.0,1998.0,8.2,207.0,189.0,16.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,171.0,2.0,4.0
1565,Abdul Majeed Waris,gh GHA,FW,Strasbourg,Ligue 1,27.0,1991.0,4.1,86.0,85.0,1.0,0.0,2.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,61.0,0.0,2.0
1566,Žan Majer,si SVN,MF,Lecce,Serie A,27.0,1992.0,18.5,745.0,715.0,26.0,9.0,1.0,5.0,26.0,3.0,10.0,0.0,0.0,0.0,592.0,4.0,21.0
1567,Jean-Victor Makengo,fr FRA,MF,Toulouse,Ligue 1,21.0,1998.0,11.0,442.0,436.0,5.0,3.0,2.0,1.0,8.0,1.0,1.0,1.0,0.0,0.0,364.0,1.0,6.0
1568,Nemanja Maksimović,rs SRB,MF,Getafe,La Liga,24.0,1995.0,32.2,742.0,665.0,74.0,23.0,0.0,2.0,8.0,5.0,0.0,0.0,0.0,0.0,520.0,3.0,10.0
1569,Nikola Maksimović,rs SRB,DF,Napoli,Serie A,27.0,1991.0,20.0,1394.0,1345.0,48.0,32.0,0.0,10.0,13.0,12.0,0.0,0.0,0.0,0.0,1291.0,1.0,11.0
1570,Kévin Malcuit,ma MAR,DF,Napoli,Serie A,28.0,1991.0,2.8,172.0,137.0,34.0,3.0,0.0,1.0,13.0,31.0,0.0,0.0,0.0,0.0,138.0,1.0,0.0
1571,Daniel Maldini,it ITA,"FW,MF",Milan,Serie A,17.0,2001.0,0.3,15.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0
1572,Ruslan Malinovskyi,ua UKR,"MF,FW",Atalanta,Serie A,26.0,1993.0,17.1,999.0,905.0,89.0,21.0,5.0,9.0,90.0,9.0,55.0,18.0,31.0,0.0,773.0,5.0,22.0
1573,Yunus Mallı,tr TUR,"MF,FW",Union Berlin,Bundesliga,27.0,1992.0,7.5,205.0,196.0,8.0,0.0,0.0,0.0,10.0,1.0,3.0,3.0,0.0,0.0,144.0,1.0,8.0
1574,Hugo Mallo,es ESP,DF,Celta Vigo,La Liga,28.0,1991.0,21.8,1313.0,1035.0,275.0,35.0,1.0,8.0,85.0,239.0,1.0,0.0,1.0,0.0,993.0,3.0,31.0
1575,Streli Mamba,de GER,FW,Paderborn 07,Bundesliga,25.0,1994.0,16.9,274.0,240.0,33.0,0.0,3.0,1.0,6.0,4.0,0.0,0.0,0.0,0.0,203.0,1.0,11.0
1576,Hianga Mananga Mbock,fr FRA,MF,Brest,Ligue 1,19.0,1999.0,1.6,89.0,88.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0
1577,Vincent Manceau,fr FRA,DF,Angers,Ligue 1,30.0,1989.0,22.0,1347.0,1080.0,265.0,18.0,0.0,5.0,42.0,247.0,0.0,0.0,0.0,0.0,1069.0,2.0,22.0
1578,Gianluca Mancini,it ITA,"DF,MF",Roma,Serie A,23.0,1996.0,30.4,1678.0,1619.0,57.0,46.0,3.0,5.0,2.0,11.0,0.0,0.0,0.0,0.0,1479.0,2.0,11.0
1579,Marco Mancosu,it ITA,"MF,FW",Lecce,Serie A,30.0,1988.0,27.1,882.0,857.0,22.0,9.0,2.0,6.0,45.0,6.0,4.0,1.0,0.0,0.0,658.0,3.0,26.0
1580,Steve Mandanda,fr FRA,GK,Marseille,Ligue 1,34.0,1985.0,26.3,841.0,623.0,218.0,74.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,573.0,0.0,1.0
1581,Reinildo Mandava,mz MOZ,"DF,MF",Lille,Ligue 1,25.0,1994.0,12.3,669.0,563.0,106.0,10.0,0.0,3.0,40.0,96.0,0.0,0.0,0.0,0.0,520.0,0.0,23.0
1582,Aïssa Mandi,dz ALG,DF,Betis,La Liga,27.0,1991.0,28.6,1820.0,1711.0,105.0,89.0,2.0,25.0,3.0,15.0,0.0,0.0,0.0,0.0,1628.0,4.0,12.0
1583,Rolando Mandragora,it ITA,MF,Udinese,Serie A,22.0,1997.0,22.8,971.0,872.0,93.0,44.0,1.0,16.0,51.0,7.0,39.0,21.0,0.0,0.0,789.0,6.0,15.0
1584,Sadio Mané,sn SEN,FW,Liverpool,Premier League,27.0,1992.0,30.5,1170.0,1143.0,23.0,7.0,6.0,11.0,49.0,13.0,1.0,0.0,1.0,0.0,923.0,4.0,27.0
1586,Eliaquim Mangala,fr FRA,DF,Valencia,La Liga,28.0,1991.0,7.5,286.0,278.0,8.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,0.0,0.0
1587,Thomas Mangani,fr FRA,MF,Angers,Ligue 1,32.0,1987.0,20.8,1387.0,1230.0,153.0,73.0,0.0,10.0,134.0,4.0,76.0,28.0,40.0,2.0,1083.0,4.0,12.0
1588,Massimiliano Mangraviti,it ITA,DF,Brescia,Serie A,21.0,1998.0,10.8,447.0,385.0,62.0,19.0,0.0,3.0,9.0,43.0,0.0,0.0,0.0,0.0,362.0,0.0,6.0
1589,Kostas Manolas,gr GRE,DF,Napoli,Serie A,28.0,1991.0,24.2,1510.0,1455.0,52.0,48.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,1384.0,3.0,2.0
1590,Javier Manquillo,es ESP,DF,Newcastle Utd,Premier League,25.0,1994.0,17.8,642.0,517.0,123.0,3.0,0.0,0.0,45.0,120.0,0.0,0.0,0.0,0.0,448.0,2.0,22.0
1591,Giacomo Manzari,it ITA,"FW,MF",Sassuolo,Serie A,18.0,2000.0,0.2,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
1592,Myziane Maolida,fr FRA,"FW,MF",Nice,Ligue 1,20.0,1999.0,7.5,315.0,312.0,3.0,0.0,0.0,1.0,9.0,3.0,0.0,0.0,0.0,0.0,254.0,0.0,4.0
1593,Faitout Maouassa,fr FRA,DF,Rennes,Ligue 1,21.0,1998.0,20.0,1011.0,797.0,212.0,11.0,1.0,2.0,61.0,201.0,0.0,0.0,0.0,0.0,757.0,2.0,20.0
1594,Fernando Marçal,br BRA,DF,Lyon,Ligue 1,30.0,1989.0,9.2,752.0,662.0,89.0,15.0,0.0,4.0,30.0,74.0,0.0,0.0,0.0,0.0,609.0,1.0,6.0
1595,Marcelo,br BRA,DF,Real Madrid,La Liga,31.0,1988.0,14.4,1064.0,935.0,126.0,11.0,2.0,18.0,58.0,115.0,0.0,0.0,0.0,0.0,872.0,3.0,18.0
1596,Marcelo,br BRA,DF,Lyon,Ligue 1,32.0,1987.0,16.7,1171.0,1131.0,38.0,36.0,0.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,997.0,2.0,6.0
1597,Solly March,eng ENG,"FW,MF",Brighton,Premier League,25.0,1994.0,12.7,622.0,532.0,90.0,8.0,1.0,15.0,67.0,63.0,15.0,9.0,4.0,0.0,451.0,0.0,16.0
1598,Gian Marco Ferrari,it ITA,DF,Sassuolo,Serie A,27.0,1992.0,21.1,1492.0,1436.0,54.0,47.0,0.0,4.0,2.0,5.0,0.0,0.0,0.0,0.0,1384.0,2.0,6.0
1599,Óscar de Marcos,es ESP,"DF,FW",Athletic Club,La Liga,30.0,1989.0,6.0,224.0,192.0,31.0,3.0,0.0,0.0,20.0,26.0,2.0,0.0,1.0,0.0,162.0,1.0,8.0
1600,Dario Maresic,at AUT,DF,Reims,Ligue 1,19.0,1999.0,1.0,62.0,61.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0
1601,Miguel Marí,es ESP,MF,Eibar,La Liga,22.0,1997.0,0.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1602,Pablo Marí,es ESP,DF,Arsenal,Premier League,25.0,1993.0,1.3,100.0,99.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0
1603,José María Giménez,uy URU,DF,Atlético Madrid,La Liga,24.0,1995.0,19.5,920.0,847.0,68.0,64.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,784.0,5.0,6.0
1604,Mariano,do DOM,"FW,MF",Real Madrid,La Liga,25.0,1993.0,0.5,14.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
1605,Adrian Mariappa,jm JAM,DF,Watford,Premier League,32.0,1986.0,16.8,615.0,479.0,133.0,5.0,0.0,2.0,22.0,128.0,0.0,0.0,0.0,0.0,426.0,3.0,6.0
1606,Jordan Marié,fr FRA,"MF,FW",Dijon,Ligue 1,27.0,1991.0,2.2,107.0,103.0,4.0,2.0,1.0,1.0,4.0,0.0,2.0,0.0,2.0,0.0,78.0,0.0,4.0
1607,Federico Marigosu,it ITA,MF,Cagliari,Serie A,18.0,2001.0,0.3,14.0,14.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0
1608,Adrián Marín,es ESP,DF,Alavés,La Liga,22.0,1997.0,9.5,361.0,254.0,104.0,14.0,0.0,2.0,18.0,88.0,2.0,0.0,2.0,0.0,245.0,3.0,9.0
1609,Guillermo Maripán,cl CHI,DF,Alavés,La Liga,25.0,1994.0,1.0,12.0,10.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
1610,Guillermo Maripán,cl CHI,DF,Monaco,Ligue 1,25.0,1994.0,19.5,1081.0,1050.0,31.0,29.0,0.0,13.0,4.0,2.0,0.0,0.0,0.0,0.0,949.0,0.0,6.0
1612,Marlon,br BRA,DF,Sassuolo,Serie A,23.0,1995.0,20.2,1468.0,1428.0,39.0,33.0,1.0,10.0,0.0,6.0,0.0,0.0,0.0,0.0,1383.0,1.0,6.0
1613,Omar Marmoush,eg EGY,"MF,FW",Wolfsburg,Bundesliga,20.0,1999.0,0.9,17.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0
1614,Gonzalo Maroni,ar ARG,"MF,FW",Sampdoria,Serie A,20.0,1999.0,2.0,93.0,83.0,10.0,3.0,0.0,1.0,12.0,1.0,6.0,3.0,3.0,0.0,72.0,0.0,5.0
1615,Marquinhos,br BRA,"MF,DF",Paris S-G,Ligue 1,25.0,1994.0,16.4,1309.0,1283.0,23.0,16.0,5.0,12.0,3.0,6.0,0.0,0.0,0.0,0.0,1218.0,3.0,4.0
1616,Bruno Martella,it ITA,DF,Brescia,Serie A,26.0,1992.0,14.1,577.0,466.0,109.0,15.0,0.0,4.0,66.0,91.0,3.0,2.0,0.0,0.0,406.0,2.0,17.0
1617,Roger Martí,es ESP,FW,Levante,La Liga,28.0,1991.0,25.2,453.0,440.0,8.0,0.0,2.0,7.0,18.0,0.0,0.0,0.0,0.0,0.0,283.0,5.0,16.0
1618,Anthony Martial,fr FRA,FW,Manchester Utd,Premier League,23.0,1995.0,29.2,731.0,694.0,34.0,4.0,5.0,0.0,11.0,5.0,0.0,0.0,0.0,0.0,580.0,3.0,26.0
1619,Aarón Martín,es ESP,DF,Mainz 05,Bundesliga,22.0,1997.0,19.9,907.0,633.0,270.0,44.0,1.0,1.0,136.0,167.0,58.0,30.0,28.0,0.0,649.0,4.0,14.0
1620,Daniel Martín,es ESP,GK,Betis,La Liga,21.0,1998.0,5.9,184.0,139.0,44.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,139.0,1.0,1.0
1621,David Martin,eng ENG,GK,West Ham,Premier League,33.0,1986.0,4.8,124.0,61.0,62.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,1.0,0.0
