,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Min,Playing Time - Mn/MP,Playing Time - Min%,Playing Time - 90s,Starts - Starts,Starts - Mn/Start,Starts - Compl,Subs - Subs,Subs - Mn/Sub,Subs - unSub,Team Success - PPM,Team Success - onG,Team Success - onGA,Team Success - +/-,Team Success - +/-90,Team Success - On-Off,Team Success (xG) - onxG,Team Success (xG) - onxGA,Team Success (xG) - xG+/-,Team Success (xG) - xG+/-90,Team Success (xG) - On-Off
741,David Pereira da Costa,pt POR,"MF,FW",Lens,Ligue 1,19.0,2001.0,8.0,158.0,20.0,4.6,1.8,1.0,66.0,0.0,7.0,13.0,18.0,1.63,7.0,6.0,1.0,0.57,0.57,2.6,4.3,-1.7,-1.02,-1.34
742,Diego Costa,es ESP,FW,Atlético Madrid,La Liga,31.0,1988.0,7.0,208.0,30.0,6.1,2.3,2.0,59.0,0.0,5.0,18.0,0.0,2.43,5.0,0.0,5.0,2.16,1.13,5.6,2.6,3.0,1.28,0.93
743,Douglas Costa,br BRA,"MF,FW",Juventus,Serie A,29.0,1990.0,2.0,42.0,21.0,1.2,0.5,0.0,,0.0,2.0,21.0,0.0,2.0,2.0,0.0,2.0,4.29,3.3,0.8,0.5,0.3,0.67,-0.25
744,Douglas Costa,br BRA,"FW,MF",Bayern Munich,Bundesliga,29.0,1990.0,11.0,320.0,29.0,10.5,3.6,3.0,65.0,0.0,8.0,16.0,5.0,2.36,7.0,5.0,2.0,0.56,-1.18,4.4,4.6,-0.2,-0.05,-1.23
745,Hélder Costa,ao ANG,"MF,FW",Leeds United,Premier League,26.0,1994.0,22.0,1156.0,53.0,33.8,12.8,13.0,74.0,5.0,9.0,22.0,10.0,1.27,21.0,23.0,-2.0,-0.16,-0.55,16.4,19.6,-3.3,-0.25,-0.29
746,Jaume Costa,es ESP,"DF,MF",Villarreal,La Liga,32.0,1988.0,14.0,351.0,25.0,10.3,3.9,3.0,60.0,0.0,11.0,15.0,22.0,1.71,5.0,6.0,-1.0,-0.26,-0.75,6.0,5.3,0.7,0.17,-0.22
747,João Paulo Santos Costa,pt POR,GK,Granada,La Liga,24.0,1996.0,0.0,,,,,0.0,,0.0,0.0,,18.0,,,,,,,,,,,
748,Angelo da Costa Júnior,br BRA,GK,Bologna,Serie A,36.0,1983.0,6.0,540.0,90.0,15.8,6.0,6.0,90.0,6.0,0.0,,30.0,0.83,7.0,9.0,-2.0,-0.33,0.04,7.2,8.9,-1.7,-0.29,-0.1
749,Davide Costanzo,it ITA,DF,Napoli,Serie A,18.0,2002.0,0.0,,,,,0.0,,0.0,0.0,,11.0,,,,,,,,,,,
750,David Costas,es ESP,DF,Celta Vigo,La Liga,25.0,1995.0,0.0,,,,,0.0,,0.0,0.0,,8.0,,,,,,,,,,,
751,Charles Costes,fr FRA,MF,Dijon,Ligue 1,17.0,2002.0,1.0,2.0,2.0,0.1,0.0,0.0,,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.26,0.1,0.0,0.1,4.86,5.88
752,Benoît Costil,fr FRA,GK,Bordeaux,Ligue 1,33.0,1987.0,38.0,3420.0,90.0,100.0,38.0,38.0,90.0,38.0,0.0,,0.0,1.18,42.0,56.0,-14.0,-0.37,,43.5,54.9,-11.4,-0.3,
754,Vladimír Coufal,cz CZE,DF,West Ham,Premier League,27.0,1992.0,34.0,3054.0,90.0,89.3,33.9,34.0,90.0,33.0,0.0,,1.0,1.79,57.0,43.0,14.0,0.41,0.17,48.8,44.7,4.0,0.12,-0.55
755,Kalifa Coulibaly,ml MLI,FW,Nantes,Ligue 1,28.0,1991.0,17.0,981.0,58.0,28.7,10.9,11.0,80.0,5.0,6.0,17.0,7.0,1.12,15.0,9.0,6.0,0.55,1.07,14.9,11.4,3.4,0.32,0.61
756,Lassana Coulibaly,ml MLI,MF,Angers,Ligue 1,24.0,1996.0,29.0,1687.0,58.0,49.3,18.7,18.0,82.0,11.0,11.0,20.0,1.0,1.14,20.0,30.0,-10.0,-0.53,-0.12,18.0,23.1,-5.1,-0.27,0.01
757,Mamadou Coulibaly,sn SEN,MF,Udinese,Serie A,21.0,1999.0,3.0,184.0,61.0,5.4,2.0,2.0,90.0,2.0,1.0,4.0,7.0,0.0,0.0,3.0,-3.0,-1.47,-1.11,4.1,1.7,2.4,1.18,1.44
758,Senou Coulibaly,ml MLI,DF,Dijon,Ligue 1,25.0,1994.0,22.0,1934.0,88.0,56.5,21.5,22.0,88.0,19.0,0.0,,6.0,0.59,16.0,45.0,-29.0,-1.35,-0.2,20.8,38.5,-17.8,-0.83,0.44
759,Tanguy Coulibaly,fr FRA,"DF,FW",Stuttgart,Bundesliga,19.0,2001.0,31.0,1506.0,49.0,49.2,16.7,17.0,72.0,2.0,14.0,21.0,1.0,1.35,25.0,32.0,-7.0,-0.42,-0.88,25.2,25.0,0.2,0.01,0.06
760,Thibaut Courtois,be BEL,GK,Real Madrid,La Liga,28.0,1992.0,38.0,3420.0,90.0,100.0,38.0,38.0,90.0,38.0,0.0,,0.0,2.21,67.0,28.0,39.0,1.03,,61.5,37.6,23.9,0.63,
761,Philippe Coutinho,br BRA,"MF,FW",Barcelona,La Liga,28.0,1992.0,12.0,654.0,55.0,19.1,7.3,8.0,70.0,1.0,4.0,25.0,1.0,1.5,14.0,7.0,7.0,0.96,-0.34,14.4,9.6,4.9,0.67,-0.24
762,Conor Coventry,ie IRL,MF,West Ham,Premier League,20.0,2000.0,0.0,,,,,0.0,,,0.0,,7.0,,,,,,,,,,,
763,Nicolas Cozza,fr FRA,DF,Montpellier,Ligue 1,21.0,1999.0,20.0,1369.0,68.0,40.0,15.2,15.0,84.0,7.0,5.0,21.0,17.0,1.4,23.0,28.0,-5.0,-0.33,-0.46,17.2,30.5,-13.3,-0.87,-0.83
764,Alessio Cragno,it ITA,GK,Cagliari,Serie A,26.0,1994.0,34.0,3060.0,90.0,89.5,34.0,34.0,90.0,34.0,0.0,,0.0,0.82,35.0,53.0,-18.0,-0.53,-1.03,41.6,56.4,-14.9,-0.44,-0.51
765,Gian Crespi,it ITA,GK,Crotone,Serie A,19.0,2001.0,1.0,90.0,90.0,2.6,1.0,1.0,90.0,1.0,0.0,,32.0,1.0,0.0,0.0,0.0,0.0,1.27,2.2,0.5,1.7,1.69,2.56
766,Aaron Cresswell,eng ENG,DF,West Ham,Premier League,30.0,1989.0,36.0,3170.0,88.0,92.7,35.2,36.0,88.0,34.0,0.0,,0.0,1.81,60.0,41.0,19.0,0.54,1.98,52.2,42.5,9.7,0.28,1.35
767,Charlie Cresswell,eng ENG,DF,Leeds United,Premier League,17.0,2002.0,0.0,,,,,0.0,,,0.0,,7.0,,,,,,,,,,,
768,Domenico Criscito,it ITA,DF,Genoa,Serie A,33.0,1986.0,23.0,1726.0,75.0,50.5,19.2,20.0,83.0,17.0,3.0,19.0,2.0,1.43,26.0,22.0,4.0,0.21,1.01,20.8,27.1,-6.2,-0.32,0.5
769,Bryan Cristante,it ITA,"DF,MF",Roma,Serie A,25.0,1995.0,34.0,2155.0,63.0,63.0,23.9,22.0,86.0,17.0,12.0,21.0,1.0,1.59,45.0,32.0,13.0,0.54,0.76,41.7,27.7,14.0,0.61,0.24
770,Cristian,es ESP,GK,Valencia,La Liga,22.0,1998.0,0.0,,,,,0.0,,0.0,0.0,,32.0,,,,,,,,,,,
771,Giovanni Crociata,it ITA,DF,Crotone,Serie A,22.0,1997.0,2.0,26.0,13.0,0.8,0.3,0.0,,0.0,2.0,13.0,16.0,0.0,0.0,1.0,-1.0,-3.46,-2.24,0.1,1.3,-1.1,-3.9,-3.13
772,Juan Cruz Armada,es ESP,DF,Osasuna,La Liga,28.0,1992.0,26.0,1962.0,75.0,57.4,21.8,23.0,80.0,15.0,3.0,39.0,10.0,1.15,16.0,29.0,-13.0,-0.6,-0.72,19.3,28.5,-9.1,-0.42,-0.43
773,Juan Cuadrado,co COL,"DF,MF",Juventus,Serie A,32.0,1988.0,30.0,2175.0,73.0,63.6,24.2,26.0,80.0,17.0,4.0,22.0,0.0,2.07,47.0,25.0,22.0,0.91,-0.32,46.2,22.2,23.9,0.99,0.19
774,Andrés Cubas,py PAR,MF,Nîmes,Ligue 1,24.0,1996.0,27.0,2242.0,83.0,65.6,24.9,27.0,83.0,17.0,0.0,,1.0,0.96,25.0,45.0,-20.0,-0.8,0.04,29.0,41.0,-12.0,-0.48,0.2
775,Sergio Cubero Ezcurra,es ESP,MF,Eibar,La Liga,20.0,1999.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.01
776,Cucho,co COL,"FW,MF",Getafe,La Liga,21.0,1999.0,23.0,1466.0,64.0,42.9,16.3,18.0,76.0,5.0,5.0,21.0,0.0,1.09,13.0,17.0,-4.0,-0.25,0.26,12.4,18.3,-5.9,-0.36,-0.36
777,Marc Cucurella,es ESP,MF,Getafe,La Liga,22.0,1998.0,37.0,3244.0,88.0,94.9,36.0,37.0,88.0,31.0,0.0,,0.0,1.03,25.0,38.0,-13.0,-0.36,0.66,32.6,37.3,-4.7,-0.13,0.46
778,Mickaël Cuisance,fr FRA,MF,Marseille,Ligue 1,20.0,1999.0,23.0,1024.0,45.0,29.9,11.4,11.0,71.0,1.0,12.0,20.0,5.0,1.7,19.0,11.0,8.0,0.7,0.74,14.0,11.4,2.6,0.23,0.35
780,Mickaël Cuisance,fr FRA,FW,Bayern Munich,Bundesliga,20.0,1999.0,1.0,18.0,18.0,0.6,0.2,0.0,,0.0,1.0,18.0,0.0,3.0,1.0,0.0,1.0,5.0,3.4,0.1,0.1,0.0,0.19,-0.87
781,Pablo Cuñat,es ESP,GK,Levante,La Liga,18.0,2002.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,
782,Luke Cundle,eng ENG,MF,Wolves,Premier League,18.0,2002.0,0.0,,,,,0.0,,,0.0,,6.0,,,,,,,,,,,
783,Matheus Cunha,br BRA,"FW,MF",Hertha BSC,Bundesliga,21.0,1999.0,27.0,2149.0,80.0,70.2,23.9,25.0,84.0,17.0,2.0,30.0,0.0,1.0,32.0,40.0,-8.0,-0.34,-0.04,30.1,33.7,-3.7,-0.15,0.03
784,Giuseppe Cuomo,it ITA,DF,Crotone,Serie A,22.0,1998.0,13.0,801.0,62.0,23.4,8.9,8.0,85.0,5.0,5.0,25.0,16.0,0.92,8.0,18.0,-10.0,-1.12,0.15,8.9,14.1,-5.2,-0.58,0.28
785,Patrick Cutrone,it ITA,FW,Wolves,Premier League,22.0,1998.0,2.0,25.0,13.0,0.7,0.3,0.0,,0.0,2.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.42,0.4,0.0,0.4,1.6,1.95
786,Patrick Cutrone,it ITA,FW,Fiorentina,Serie A,22.0,1998.0,11.0,196.0,18.0,5.7,2.2,0.0,,0.0,11.0,18.0,2.0,0.91,2.0,6.0,-4.0,-1.84,-1.61,2.9,3.5,-0.6,-0.29,0.16
787,Patrick Cutrone,it ITA,FW,Valencia,La Liga,22.0,1998.0,7.0,108.0,15.0,3.2,1.2,0.0,,0.0,7.0,15.0,5.0,0.29,1.0,1.0,0.0,0.0,0.08,1.4,2.1,-0.7,-0.61,-0.37
788,Wylan Cyprien,fr FRA,MF,Parma,Serie A,25.0,1995.0,13.0,410.0,32.0,12.0,4.6,2.0,90.0,2.0,11.0,21.0,10.0,0.38,2.0,16.0,-14.0,-3.07,-2.18,5.1,10.8,-5.8,-1.27,-0.88
789,Rafael Czichos,de GER,DF,Köln,Bundesliga,30.0,1990.0,28.0,2259.0,81.0,73.8,25.1,26.0,84.0,21.0,2.0,44.0,0.0,0.96,27.0,39.0,-12.0,-0.48,1.09,31.9,34.5,-2.6,-0.1,1.07
790,Lennart-Marten Czyborra,de GER,DF,Genoa,Serie A,21.0,1999.0,17.0,1173.0,69.0,34.3,13.0,15.0,74.0,9.0,2.0,30.0,15.0,1.47,12.0,13.0,-1.0,-0.08,0.32,11.9,17.8,-5.9,-0.45,0.18
791,Szymon Czyż,pl POL,MF,Lazio,Serie A,19.0,2001.0,0.0,,,,,0.0,,0.0,0.0,,4.0,,,,,,,,,,,
792,Giuseppe D'Agostino,it ITA,FW,Napoli,Serie A,17.0,2003.0,0.0,,,,,0.0,,0.0,0.0,,8.0,,,,,,,,,,,
793,Francesco D'Alterio,it ITA,GK,Crotone,Serie A,18.0,2002.0,0.0,,,,,0.0,,0.0,0.0,,2.0,,,,,,,,,,,
794,Danilo D'Ambrosio,it ITA,DF,Inter,Serie A,31.0,1988.0,19.0,699.0,37.0,20.4,7.8,7.0,86.0,6.0,12.0,8.0,13.0,2.47,23.0,11.0,12.0,1.55,0.16,17.2,13.6,3.6,0.46,-0.56
795,Giovanni D'Aprile,it ITA,DF,Crotone,Serie A,15.0,2005.0,0.0,,,,,0.0,,0.0,0.0,,8.0,,,,,,,,,,,
796,Cosimo Marco Da Graca,it ITA,FW,Juventus,Serie A,18.0,2002.0,0.0,,,,,0.0,,0.0,0.0,,7.0,,,,,,,,,,,
797,Jacopo Da Riva,it ITA,MF,Atalanta,Serie A,19.0,2000.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,
798,Damien Da Silva,fr FRA,DF,Rennes,Ligue 1,32.0,1988.0,30.0,2661.0,89.0,77.8,29.6,30.0,89.0,26.0,0.0,,3.0,1.57,39.0,32.0,7.0,0.24,-0.36,37.3,28.7,8.5,0.29,0.15
799,Moanes Dabbur,il ISR,"FW,MF",Hoffenheim,Bundesliga,28.0,1992.0,22.0,999.0,45.0,32.6,11.1,11.0,75.0,2.0,11.0,16.0,7.0,1.18,17.0,12.0,5.0,0.45,0.76,17.9,16.8,1.2,0.11,0.21
800,Bryan Dabo,bf BFA,MF,Benevento,Serie A,28.0,1992.0,25.0,1117.0,45.0,32.7,12.4,12.0,73.0,3.0,13.0,19.0,9.0,0.92,14.0,31.0,-17.0,-1.37,-0.67,17.3,26.0,-8.7,-0.7,-0.12
801,Colin Dagba,fr FRA,DF,Paris S-G,Ligue 1,21.0,1998.0,25.0,1357.0,54.0,39.7,15.1,15.0,78.0,7.0,10.0,19.0,7.0,2.16,38.0,10.0,28.0,1.86,0.55,34.1,19.8,14.3,0.95,-0.14
802,Finn Dahmen,de GER,GK,Mainz 05,Bundesliga,22.0,1998.0,3.0,270.0,90.0,8.8,3.0,3.0,90.0,3.0,0.0,,31.0,1.0,6.0,10.0,-4.0,-1.33,-0.91,4.6,7.1,-2.5,-0.83,-0.85
803,Mahmoud Dahoud,de GER,MF,Dortmund,Bundesliga,24.0,1996.0,21.0,1258.0,60.0,41.1,14.0,15.0,74.0,5.0,6.0,24.0,11.0,2.14,33.0,13.0,20.0,1.43,0.98,24.5,16.7,7.9,0.56,-0.27
804,Leon Dajaku,de GER,FW,Union Berlin,Bundesliga,19.0,2001.0,2.0,37.0,19.0,1.2,0.4,0.0,,0.0,2.0,19.0,4.0,0.5,0.0,1.0,-1.0,-2.43,-2.67,0.2,1.3,-1.0,-2.48,-2.63
806,Vontae Daley Campbell,eng ENG,DF,Leicester City,Premier League,19.0,2001.0,0.0,,,,,0.0,,,0.0,,10.0,,,,,,,,,,,
807,Stuart Dallas,nir NIR,"MF,DF",Leeds United,Premier League,29.0,1991.0,38.0,3409.0,90.0,99.7,37.9,38.0,90.0,36.0,0.0,,0.0,1.55,62.0,53.0,9.0,0.24,8.42,55.0,56.7,-1.8,-0.05,3.72
808,Christian Dalle Mura,it ITA,DF,Fiorentina,Serie A,18.0,2002.0,0.0,,,,,0.0,,0.0,0.0,,3.0,,,,,,,,,,,
809,Diogo Dalot,pt POR,DF,Milan,Serie A,21.0,1999.0,21.0,1090.0,52.0,31.9,12.1,10.0,89.0,9.0,11.0,18.0,14.0,2.1,23.0,13.0,10.0,0.83,-0.06,18.8,16.4,2.4,0.2,-0.63
810,Mikkel Damsgaard,dk DEN,"MF,FW",Sampdoria,Serie A,20.0,2000.0,35.0,1773.0,51.0,51.8,19.7,18.0,75.0,3.0,17.0,24.0,2.0,1.37,25.0,32.0,-7.0,-0.36,-0.63,24.3,33.9,-9.6,-0.49,-0.43
811,Flavius Daniliuc,at AUT,DF,Nice,Ligue 1,19.0,2001.0,23.0,1477.0,64.0,43.2,16.4,15.0,84.0,10.0,8.0,27.0,14.0,1.48,19.0,20.0,-1.0,-0.06,0.03,21.8,23.2,-1.5,-0.09,0.2
812,Danilo,br BRA,"DF,MF",Juventus,Serie A,29.0,1991.0,34.0,2916.0,86.0,85.3,32.4,32.0,88.0,28.0,2.0,52.0,3.0,2.15,69.0,30.0,39.0,1.2,1.2,63.8,34.2,29.5,0.91,-0.07
813,Scott Dann,eng ENG,DF,Crystal Palace,Premier League,33.0,1987.0,15.0,1350.0,90.0,39.5,15.0,15.0,90.0,15.0,0.0,,15.0,1.07,13.0,24.0,-11.0,-0.73,-0.12,15.4,21.1,-5.7,-0.38,0.42
814,Tiago Dantas,pt POR,MF,Bayern Munich,Bundesliga,19.0,2000.0,2.0,69.0,35.0,2.3,0.8,1.0,65.0,0.0,1.0,4.0,10.0,2.0,0.0,0.0,0.0,0.0,-1.65,0.6,0.8,-0.2,-0.26,-1.34
815,Dante,br BRA,DF,Nice,Ligue 1,36.0,1983.0,9.0,774.0,86.0,22.6,8.6,9.0,86.0,8.0,0.0,,0.0,1.89,13.0,10.0,3.0,0.35,0.55,10.4,12.4,-2.0,-0.23,-0.03
816,Andrea Danzi,it ITA,DF,Hellas Verona,Serie A,21.0,1999.0,2.0,104.0,52.0,3.0,1.2,1.0,90.0,1.0,1.0,14.0,11.0,3.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,-0.1,-0.79,-0.69
817,Ebrima Darboe,gm GAM,MF,Roma,Serie A,19.0,2001.0,5.0,323.0,65.0,9.4,3.6,4.0,79.0,1.0,1.0,8.0,7.0,1.4,8.0,4.0,4.0,1.11,0.94,4.3,4.4,-0.1,-0.03,-0.6
818,Márton Dárdai,de GER,"DF,MF",Hertha BSC,Bundesliga,18.0,2002.0,12.0,821.0,68.0,26.8,9.1,9.0,86.0,7.0,3.0,15.0,11.0,1.17,8.0,12.0,-4.0,-0.44,-0.16,10.9,13.0,-2.1,-0.23,-0.09
819,Vladimír Darida,cz CZE,MF,Hertha BSC,Bundesliga,29.0,1990.0,27.0,1903.0,70.0,62.2,21.1,24.0,77.0,9.0,3.0,17.0,3.0,1.0,24.0,36.0,-12.0,-0.57,-0.65,26.3,30.9,-4.6,-0.22,-0.14
820,Karl Darlow,eng ENG,GK,Newcastle Utd,Premier League,29.0,1990.0,25.0,2250.0,90.0,65.8,25.0,25.0,90.0,25.0,0.0,,6.0,1.0,26.0,43.0,-17.0,-0.68,-0.76,23.8,36.9,-13.1,-0.53,-0.39
821,Matteo Darmian,it ITA,DF,Parma,Serie A,30.0,1989.0,3.0,208.0,69.0,6.1,2.3,2.0,90.0,2.0,1.0,28.0,0.0,1.0,1.0,6.0,-5.0,-2.16,-1.07,1.9,3.3,-1.4,-0.6,-0.13
822,Matteo Darmian,it ITA,DF,Inter,Serie A,30.0,1989.0,26.0,1160.0,45.0,33.9,12.9,14.0,72.0,2.0,12.0,13.0,8.0,2.58,21.0,11.0,10.0,0.78,-0.98,18.3,12.5,5.8,0.45,-0.69
823,Jonathan David,ca CAN,FW,Lille,Ligue 1,20.0,2000.0,37.0,2354.0,64.0,68.8,26.2,29.0,76.0,7.0,8.0,18.0,0.0,2.16,48.0,12.0,36.0,1.38,0.95,34.8,16.2,18.6,0.71,0.7
824,Alphonso Davies,ca CAN,DF,Bayern Munich,Bundesliga,19.0,2000.0,23.0,1763.0,77.0,57.6,19.6,22.0,80.0,16.0,1.0,1.0,4.0,2.22,55.0,32.0,23.0,1.17,-1.05,47.3,23.0,24.3,1.24,0.45
825,Ben Davies,wls WAL,DF,Tottenham,Premier League,27.0,1993.0,20.0,1346.0,67.0,39.4,15.0,14.0,90.0,14.0,6.0,14.0,9.0,1.7,21.0,16.0,5.0,0.33,-0.45,18.3,18.8,-0.6,-0.04,-0.23
826,Ben Davies,eng ENG,DF,Liverpool,Premier League,24.0,1995.0,0.0,,,,,0.0,,,0.0,,4.0,,,,,,,,,,,
827,Tom Davies,eng ENG,MF,Everton,Premier League,22.0,1998.0,25.0,1423.0,57.0,41.6,15.8,17.0,79.0,8.0,8.0,9.0,10.0,1.76,18.0,23.0,-5.0,-0.32,-0.5,17.1,23.2,-6.2,-0.39,-0.47
828,Keinan Davis,eng ENG,"FW,MF",Aston Villa,Premier League,22.0,1998.0,15.0,277.0,18.0,8.1,3.1,1.0,90.0,1.0,14.0,13.0,18.0,0.93,5.0,1.0,4.0,1.3,1.16,5.1,2.2,2.9,0.93,0.98
829,Leif Davis,eng ENG,DF,Leeds United,Premier League,20.0,2000.0,2.0,33.0,17.0,1.0,0.4,0.0,,0.0,2.0,17.0,23.0,0.5,1.0,0.0,1.0,2.73,2.54,0.8,1.5,-0.8,-2.11,-2.07
830,Paweł Dawidowicz,pl POL,DF,Hellas Verona,Serie A,25.0,1995.0,30.0,1860.0,62.0,54.4,20.7,22.0,75.0,13.0,8.0,25.0,2.0,1.1,20.0,28.0,-8.0,-0.39,-0.73,27.0,27.6,-0.6,-0.03,0.17
832,Craig Dawson,eng ENG,DF,West Ham,Premier League,30.0,1990.0,22.0,1925.0,88.0,56.3,21.4,22.0,88.0,21.0,0.0,,4.0,1.95,37.0,23.0,14.0,0.65,0.59,34.2,24.1,10.2,0.48,0.68
833,Kevin De Bruyne,be BEL,MF,Manchester City,Premier League,29.0,1991.0,25.0,1997.0,80.0,58.4,22.2,23.0,85.0,17.0,2.0,17.0,4.0,2.24,45.0,17.0,28.0,1.26,-0.19,40.4,18.8,21.5,0.97,-0.07
834,Konrad De La Fuente,us USA,FW,Barcelona,La Liga,19.0,2001.0,0.0,,,,,0.0,,0.0,0.0,,18.0,,,,,,,,,,,
835,Sebastien De Maio,fr FRA,DF,Udinese,Serie A,33.0,1987.0,15.0,853.0,57.0,24.9,9.5,9.0,86.0,7.0,6.0,14.0,18.0,1.13,9.0,15.0,-6.0,-0.63,-0.28,14.6,11.8,2.8,0.29,0.63
836,Davide De Marino,it ITA,DF,Juventus,Serie A,20.0,2000.0,0.0,,,,,0.0,,0.0,0.0,,2.0,,,,,,,,,,,
837,Rodrigo De Paul,ar ARG,MF,Udinese,Serie A,26.0,1994.0,36.0,3201.0,89.0,93.6,35.6,36.0,89.0,33.0,0.0,,0.0,1.03,39.0,56.0,-17.0,-0.48,-0.89,41.8,48.9,-7.0,-0.2,-0.28
838,Mattia De Sciglio,it ITA,DF,Juventus,Serie A,27.0,1992.0,1.0,24.0,24.0,0.7,0.3,0.0,,0.0,1.0,24.0,1.0,3.0,2.0,0.0,2.0,7.5,6.52,1.2,0.4,0.8,3.09,2.18
839,Mattia De Sciglio,it ITA,DF,Lyon,Ligue 1,27.0,1992.0,29.0,1467.0,51.0,42.9,16.3,14.0,80.0,8.0,15.0,23.0,0.0,2.14,33.0,21.0,12.0,0.74,-0.46,29.3,18.4,10.9,0.67,-0.66
840,Lorenzo De Silvestri,it ITA,DF,Bologna,Serie A,32.0,1988.0,29.0,2143.0,74.0,62.7,23.8,25.0,80.0,16.0,4.0,38.0,7.0,1.07,31.0,42.0,-11.0,-0.46,-0.25,32.9,39.8,-7.0,-0.29,-0.22
841,Thibault De Smet,be BEL,DF,Reims,Ligue 1,22.0,1998.0,8.0,496.0,62.0,14.5,5.5,6.0,78.0,2.0,2.0,15.0,28.0,0.88,8.0,7.0,1.0,0.18,0.46,6.3,8.4,-2.1,-0.38,0.37
842,Lucas Deaux,fr FRA,"MF,DF",Nîmes,Ligue 1,31.0,1988.0,25.0,1754.0,70.0,51.3,19.5,19.0,85.0,14.0,6.0,23.0,1.0,0.88,20.0,42.0,-22.0,-1.13,-0.64,22.5,33.7,-11.2,-0.57,-0.05
843,Mathieu Debuchy,fr FRA,DF,Saint-Étienne,Ligue 1,35.0,1985.0,26.0,2103.0,81.0,61.5,23.4,25.0,82.0,20.0,1.0,45.0,0.0,1.5,31.0,24.0,7.0,0.3,1.6,34.4,27.2,7.2,0.31,0.9
844,Valentin Decarpentrie,fr FRA,FW,Monaco,Ligue 1,18.0,2002.0,0.0,,,,,0.0,,,0.0,,1.0,,,,,,,,,,,
845,Grégoire Defrel,mq MTQ,"MF,FW",Sassuolo,Serie A,29.0,1991.0,28.0,1336.0,48.0,39.1,14.8,14.0,65.0,1.0,14.0,30.0,1.0,1.57,30.0,22.0,8.0,0.54,0.54,23.0,17.4,5.6,0.38,0.49
846,Alessandro Deiola,it ITA,MF,Spezia,Serie A,24.0,1995.0,12.0,360.0,30.0,10.5,4.0,4.0,58.0,0.0,8.0,16.0,6.0,0.92,3.0,6.0,-3.0,-0.75,-0.25,4.2,8.1,-3.9,-0.98,-0.55
847,Alessandro Deiola,it ITA,MF,Cagliari,Serie A,24.0,1995.0,12.0,615.0,51.0,18.0,6.8,7.0,77.0,1.0,5.0,15.0,5.0,1.58,6.0,6.0,0.0,0.0,0.51,8.1,10.3,-2.2,-0.32,0.08
848,Romain Del Castillo,fr FRA,"MF,FW",Rennes,Ligue 1,24.0,1996.0,26.0,652.0,25.0,19.1,7.2,5.0,60.0,0.0,21.0,17.0,6.0,1.46,15.0,8.0,7.0,0.97,0.8,10.8,4.5,6.4,0.88,0.77
849,Lorenzo Del Pinto,it ITA,MF,Benevento,Serie A,30.0,1990.0,1.0,11.0,11.0,0.3,0.1,0.0,,0.0,1.0,11.0,10.0,0.0,0.0,1.0,-1.0,-8.18,-7.28,0.0,0.3,-0.3,-2.79,-2.17
850,Isaias Del Pupo,ar ARG,MF,Cagliari,Serie A,17.0,2003.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,
851,Thomas Delaine,fr FRA,"DF,FW",Metz,Ligue 1,28.0,1992.0,24.0,1779.0,74.0,52.0,19.8,19.0,85.0,13.0,5.0,34.0,11.0,1.0,18.0,25.0,-7.0,-0.35,-0.52,21.9,28.9,-7.0,-0.35,-0.46
852,Thomas Delaney,dk DEN,MF,Dortmund,Bundesliga,28.0,1991.0,20.0,1286.0,64.0,42.0,14.3,14.0,79.0,7.0,6.0,30.0,6.0,2.15,32.0,19.0,13.0,0.91,0.1,24.0,19.6,4.4,0.31,-0.72
853,Liam Delap,eng ENG,FW,Manchester City,Premier League,17.0,2003.0,1.0,40.0,40.0,1.2,0.4,0.0,,0.0,1.0,40.0,5.0,0.0,1.0,4.0,-3.0,-6.75,-8.19,0.5,2.1,-1.5,-3.47,-4.52
854,Jonathan Delaplace,fr FRA,DF,Lorient,Ligue 1,34.0,1986.0,18.0,906.0,50.0,26.5,10.1,9.0,83.0,6.0,9.0,18.0,3.0,1.17,12.0,17.0,-5.0,-0.5,-0.03,12.9,12.1,0.7,0.07,0.24
855,Sacha Delaye,fr FRA,MF,Montpellier,Ligue 1,18.0,2002.0,1.0,7.0,7.0,0.2,0.1,0.0,,0.0,1.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.05,0.1,0.0,0.1,0.72,1.1
856,Paul Delecroix,gw GNB,GK,Metz,Ligue 1,31.0,1988.0,0.0,,,,,0.0,,,0.0,,1.0,,,,,,,,,,,
858,Fran Delgado,es ESP,DF,Betis,La Liga,19.0,2001.0,0.0,,,,,0.0,,0.0,0.0,,10.0,,,,,,,,,,,
859,Cristian Dell'Orco,it ITA,DF,Spezia,Serie A,26.0,1994.0,8.0,262.0,33.0,7.7,2.9,2.0,72.0,0.0,6.0,20.0,12.0,0.88,4.0,9.0,-5.0,-1.72,-1.29,3.4,6.8,-3.3,-1.14,-0.71
