,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Starts,Playing Time - Min,Playing Time - 90s,Performance - Gls,Performance - Ast,Performance - G+A,Performance - G-PK,Performance - PK,Performance - PKatt,Performance - CrdY,Performance - CrdR,Expected - xG,Expected - npxG,Expected - xAG,Expected - npxG+xAG,Progression - PrgC,Progression - PrgP,Progression - PrgR,Per 90 Minutes - Gls,Per 90 Minutes - Ast,Per 90 Minutes - G+A,Per 90 Minutes - G-PK,Per 90 Minutes - G+A-PK,Per 90 Minutes - xG,Per 90 Minutes - xAG,Per 90 Minutes - xG+xAG,Per 90 Minutes - npxG,Per 90 Minutes - npxG+xAG
490,Jose Carlos Lazo,ESP,"MF,FW",Espanyol,La Liga,26,1996,10,0,159,1.8,1,1,2,1,0,0,0,0,0.2,0.2,0.2,0.5,2,4,10,0.57,0.57,1.13,0.57,1.13,0.13,0.13,0.26,0.13,0.26
491,Carmona,ESP,"MF,DF",Elche,La Liga,20,2002,9,8,589,6.5,1,0,1,1,0,0,5,1,0.4,0.4,0.1,0.5,8,10,27,0.15,0.00,0.15,0.15,0.15,0.06,0.02,0.08,0.06,0.08
492,Carmona,ESP,DF,Sevilla,La Liga,20,2002,10,5,527,5.9,2,1,3,2,0,0,6,1,0.8,0.8,0.4,1.2,9,11,8,0.34,0.17,0.51,0.34,0.51,0.14,0.06,0.20,0.14,0.20
494,Marco Carnesecchi,ITA,GK,Cremonese,Serie A,22,2000,27,27,2430,27.0,0,1,1,0,0,0,1,0,0.0,0.0,0.2,0.2,0,0,0,0.00,0.04,0.04,0.00,0.04,0.00,0.01,0.01,0.00,0.01
495,Yannick Carrasco,BEL,"DF,MF",Atlético Madrid,La Liga,28,1993,35,26,2317,25.7,7,3,10,6,1,1,2,0,8.0,7.2,4.1,11.3,146,84,264,0.27,0.12,0.39,0.23,0.35,0.31,0.16,0.47,0.28,0.44
496,Dani Carvajal,ESP,DF,Real Madrid,La Liga,30,1992,27,20,1784,19.8,0,2,2,0,0,0,8,1,0.8,0.8,2.0,2.8,22,58,147,0.00,0.10,0.10,0.00,0.10,0.04,0.10,0.14,0.04,0.14
497,Fabio Carvalho,POR,"MF,FW",Liverpool,Premier League,19,2002,13,4,347,3.9,2,0,2,2,0,0,0,0,1.1,1.1,0.1,1.2,9,12,26,0.52,0.00,0.52,0.52,0.52,0.29,0.03,0.31,0.29,0.31
498,Matis Carvalho,POR,GK,Montpellier,Ligue 1,23,1999,2,1,136,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
499,William Carvalho,POR,MF,Betis,La Liga,30,1992,33,31,2438,27.1,3,1,4,3,0,0,6,1,3.1,3.1,1.6,4.7,46,203,52,0.11,0.04,0.15,0.11,0.15,0.11,0.06,0.17,0.11,0.17
500,Nicolo Casale,ITA,DF,Lazio,Serie A,24,1998,29,27,2437,27.1,1,1,2,1,0,0,6,0,0.6,0.6,0.3,0.9,11,70,3,0.04,0.04,0.07,0.04,0.07,0.02,0.01,0.03,0.02,0.03
501,Casemiro,BRA,MF,Manchester Utd,Premier League,30,1992,28,24,2124,23.6,4,3,7,4,0,0,7,2,3.4,3.4,3.1,6.5,14,152,34,0.17,0.13,0.30,0.17,0.30,0.14,0.13,0.28,0.14,0.28
502,Casemiro,BRA,MF,Real Madrid,La Liga,30,1992,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
503,Matty Cash,POL,DF,Aston Villa,Premier League,24,1997,26,20,1820,20.2,0,1,1,0,0,0,4,0,0.2,0.2,0.7,0.9,42,75,57,0.00,0.05,0.05,0.00,0.05,0.01,0.04,0.05,0.01,0.05
504,Tommaso Cassandro,ITA,DF,Lecce,Serie A,22,2000,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
505,Timothy Castagne,BEL,DF,Leicester City,Premier League,26,1995,37,36,3254,36.2,2,3,5,2,0,0,3,0,2.2,2.2,2.6,4.8,39,106,149,0.06,0.08,0.14,0.06,0.14,0.06,0.07,0.13,0.06,0.13
506,Michele Castagnetti,ITA,MF,Cremonese,Serie A,32,1989,27,14,1412,15.7,0,1,1,0,0,0,2,0,0.6,0.6,1.8,2.5,14,120,10,0.00,0.06,0.06,0.00,0.06,0.04,0.12,0.16,0.04,0.16
507,Koen Casteels,BEL,GK,Wolfsburg,Bundesliga,30,1992,34,34,3060,34.0,0,1,1,0,0,0,0,0,0.1,0.1,0.7,0.7,0,2,0,0.00,0.03,0.03,0.00,0.03,0.00,0.02,0.02,0.00,0.02
508,Valentin Castellanos,ARG,FW,Girona,La Liga,23,1998,35,33,2597,28.9,13,0,13,12,1,1,11,0,11.0,10.2,1.7,11.9,30,34,128,0.45,0.00,0.45,0.42,0.42,0.38,0.06,0.44,0.35,0.41
509,Jean-Charles Castelletto,CMR,DF,Nantes,Ligue 1,27,1995,32,30,2568,28.5,0,0,0,0,0,0,3,0,0.7,0.7,0.4,1.2,19,120,20,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04
510,Samu Castillejo,ESP,"FW,MF",Valencia,La Liga,27,1995,25,17,1362,15.1,4,0,4,4,0,0,7,0,2.9,2.9,3.0,5.9,54,76,115,0.26,0.00,0.26,0.26,0.26,0.19,0.20,0.39,0.19,0.39
511,Jonny Castro,ESP,DF,Wolves,Premier League,28,1994,18,14,1261,14.0,1,0,1,1,0,0,3,1,0.3,0.3,1.0,1.3,24,70,46,0.07,0.00,0.07,0.07,0.07,0.02,0.07,0.10,0.02,0.10
512,Gaetano Castrovilli,ITA,MF,Fiorentina,Serie A,25,1997,15,7,718,8.0,2,1,3,2,0,0,3,0,1.2,1.2,1.1,2.3,12,14,16,0.25,0.13,0.38,0.25,0.38,0.15,0.14,0.29,0.15,0.29
513,Danilo Cataldi,ITA,MF,Lazio,Serie A,27,1994,29,26,1921,21.3,0,1,1,0,0,0,5,0,0.2,0.2,1.1,1.4,8,83,14,0.00,0.05,0.05,0.00,0.05,0.01,0.05,0.06,0.01,0.06
514,Catena,ESP,DF,Rayo Vallecano,La Liga,27,1994,35,35,3103,34.5,1,1,2,1,0,0,14,1,1.4,1.4,1.4,2.8,8,119,2,0.03,0.03,0.06,0.03,0.06,0.04,0.04,0.08,0.04,0.08
515,Yoann Cathline,FRA,"FW,MF",Lorient,Ligue 1,20,2002,23,11,1090,12.1,1,1,2,1,0,0,0,0,1.5,1.5,0.7,2.2,46,29,106,0.08,0.08,0.17,0.08,0.17,0.12,0.05,0.18,0.12,0.18
516,Maximiliano Caufriez,BEL,DF,Clermont Foot,Ligue 1,25,1997,26,25,2222,24.7,1,0,1,1,0,0,10,1,0.9,0.9,0.0,0.9,33,92,13,0.04,0.00,0.04,0.04,0.04,0.04,0.00,0.04,0.04,0.04
517,Edinson Cavani,URU,FW,Valencia,La Liga,35,1987,25,20,1449,16.1,5,2,7,3,2,3,6,0,6.0,3.6,1.7,5.3,8,20,53,0.31,0.12,0.43,0.19,0.31,0.37,0.11,0.48,0.22,0.33
518,Dani Ceballos,ESP,MF,Real Madrid,La Liga,25,1996,30,19,1564,17.4,0,4,4,0,0,0,8,0,0.9,0.9,2.1,3.0,60,204,60,0.00,0.23,0.23,0.00,0.23,0.05,0.12,0.17,0.05,0.17
520,Pietro Ceccaroni,ITA,DF,Lecce,Serie A,26,1995,2,0,43,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,0,0,1,0.00,0.00,0.00,0.00,0.00,0.24,0.33,0.58,0.24,0.58
521,Federico Ceccherini,ITA,DF,Hellas Verona,Serie A,30,1992,22,18,1417,15.7,2,0,2,2,0,0,9,1,0.8,0.8,0.2,1.0,25,53,20,0.13,0.00,0.13,0.13,0.13,0.05,0.01,0.06,0.05,0.06
522,Assan Ceesay,GAM,FW,Lecce,Serie A,28,1994,34,20,1812,20.1,6,0,6,5,1,1,2,0,5.1,4.3,0.8,5.1,21,16,111,0.30,0.00,0.30,0.25,0.25,0.25,0.04,0.29,0.21,0.25
523,Emil Ceide,NOR,FW,Sassuolo,Serie A,20,2001,19,5,515,5.7,0,1,1,0,0,0,0,0,0.8,0.8,1.3,2.1,37,19,47,0.00,0.17,0.17,0.00,0.17,0.15,0.23,0.38,0.15,0.38
524,Zeki Celik,TUR,DF,Roma,Serie A,25,1997,24,16,1504,16.7,0,1,1,0,0,0,7,1,0.3,0.3,1.6,1.9,34,67,76,0.00,0.06,0.06,0.00,0.06,0.02,0.09,0.12,0.02,0.12
525,Alex Centelles,ESP,DF,Almería,La Liga,24,1997,15,11,1123,12.5,1,2,3,1,0,0,0,1,0.4,0.4,1.3,1.7,17,35,48,0.08,0.16,0.24,0.08,0.24,0.03,0.11,0.14,0.03,0.14
526,Fabien Centonze,FRA,DF,Nantes,Ligue 1,26,1996,23,19,1689,18.8,0,0,0,0,0,0,4,0,0.7,0.7,0.9,1.6,42,102,125,0.00,0.00,0.00,0.00,0.00,0.04,0.05,0.09,0.04,0.09
527,Michele Cerofolini,ITA,GK,Fiorentina,Serie A,23,1999,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
528,Franco Cervi,ARG,"MF,DF",Celta Vigo,La Liga,28,1994,36,21,1894,21.0,0,4,4,0,0,0,2,1,2.3,2.3,2.7,5.1,45,69,113,0.00,0.19,0.19,0.00,0.19,0.11,0.13,0.24,0.11,0.24
529,Julio Cesar Enciso,PAR,"FW,MF",Brighton,Premier League,18,2004,20,7,806,9.0,4,2,6,4,0,0,1,0,4.0,4.0,1.7,5.7,39,31,74,0.45,0.22,0.67,0.45,0.67,0.45,0.19,0.64,0.45,0.64
530,Julian Chabot,GER,DF,Köln,Bundesliga,24,1998,21,21,1803,20.0,0,2,2,0,0,0,3,0,1.6,1.6,2.0,3.6,5,52,2,0.00,0.10,0.10,0.00,0.10,0.08,0.10,0.18,0.08,0.18
531,Florian Chabrolle,FRA,MF,Ajaccio,Ligue 1,24,1998,7,3,329,3.7,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,14,8,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
532,El Chadaille Bitshiabu,FRA,DF,Paris S-G,Ligue 1,17,2005,13,6,583,6.5,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,1,23,8,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
533,Fares Chaibi,ALG,"FW,MF",Toulouse,Ligue 1,19,2002,36,24,2340,26.0,5,5,10,5,0,0,2,0,5.9,5.9,4.9,10.9,71,101,212,0.19,0.19,0.38,0.19,0.38,0.23,0.19,0.42,0.23,0.42
534,Nathaniel Chalobah,ENG,MF,Fulham,Premier League,27,1994,4,1,12,0.1,0,0,0,0,0,0,0,1,0.1,0.1,0.0,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.71,0.00,0.71,0.71,0.71
535,Trevoh Chalobah,ENG,DF,Chelsea,Premier League,23,1999,25,18,1608,17.9,0,0,0,0,0,0,4,0,0.9,0.9,0.3,1.2,17,71,27,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.06,0.05,0.06
536,Muhammed Cham,AUT,MF,Clermont Foot,Ligue 1,21,2000,38,23,1968,21.9,7,4,11,5,2,2,2,0,6.0,4.4,3.1,7.5,71,106,120,0.32,0.18,0.50,0.23,0.41,0.27,0.14,0.41,0.20,0.34
537,Calum Chambers,ENG,"DF,MF",Aston Villa,Premier League,27,1995,14,2,353,3.9,0,0,0,0,0,0,2,0,0.1,0.1,0.3,0.4,6,16,2,0.00,0.00,0.00,0.00,0.00,0.03,0.07,0.10,0.03,0.10
538,Timothy Chandler,USA,DF,Eint Frankfurt,Bundesliga,32,1990,6,0,86,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,7,6,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
539,Gaetan Charbonnier,FRA,"FW,MF",Auxerre,Ligue 1,33,1988,6,3,254,2.8,1,0,1,1,0,0,1,0,0.6,0.6,0.2,0.7,2,11,18,0.35,0.00,0.35,0.35,0.35,0.21,0.05,0.26,0.21,0.26
540,Brendan Chardonnet,FRA,DF,Brest,Ligue 1,27,1994,30,27,2491,27.7,0,0,0,0,0,0,6,0,1.2,1.2,0.4,1.6,9,80,7,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06
541,Shea Charles,NIR,DF,Manchester City,Premier League,18,2003,1,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
542,Xavier Chavalerin,FRA,MF,Troyes,Ligue 1,31,1991,34,25,2426,27.0,4,2,6,4,0,0,3,0,1.5,1.5,2.3,3.8,18,95,49,0.15,0.07,0.22,0.15,0.22,0.06,0.08,0.14,0.06,0.14
543,Pep Chavarria,ESP,"FW,MF",Rayo Vallecano,La Liga,24,1998,16,2,366,4.1,0,2,2,0,0,0,1,0,0.1,0.1,0.7,0.8,13,19,25,0.00,0.49,0.49,0.00,0.49,0.02,0.17,0.19,0.02,0.19
544,Ivane Chegra,FRA,"MF,FW",Ajaccio,Ligue 1,18,2004,6,1,193,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,7,7,5,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.06,0.01,0.06
546,Pape Cheikh Diop,SEN,MF,Elche,La Liga,24,1997,2,0,37,0.4,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
547,Rayan Cherki,FRA,"MF,FW",Lyon,Ligue 1,18,2003,34,21,1872,20.8,4,6,10,4,0,0,3,0,4.9,4.9,7.2,12.1,133,144,260,0.19,0.29,0.48,0.19,0.48,0.24,0.34,0.58,0.24,0.58
548,Ilyes Cheti,ALG,DF,Angers,Ligue 1,27,1995,6,2,207,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,2,4,7,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07
549,Lucas Chevalier,FRA,GK,Lille,Ligue 1,20,2001,32,32,2880,32.0,0,0,0,0,0,0,1,0,0.0,0.0,0.6,0.6,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
550,Fabio Chiarodia,ITA,DF,Werder Bremen,Bundesliga,17,2005,3,1,66,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
551,Federico Chiesa,ITA,"DF,MF",Juventus,Serie A,24,1997,21,6,852,9.5,2,5,7,2,0,0,2,0,1.5,1.5,2.6,4.1,46,34,88,0.21,0.53,0.74,0.21,0.74,0.15,0.27,0.43,0.15,0.43
552,Ben Chilwell,ENG,"DF,MF",Chelsea,Premier League,25,1996,23,15,1408,15.6,2,2,4,2,0,0,3,0,1.4,1.4,2.2,3.7,43,41,131,0.13,0.13,0.26,0.13,0.26,0.09,0.14,0.23,0.09,0.23
553,Vlad Chiriches,ROU,DF,Cremonese,Serie A,32,1989,16,14,983,10.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,2,18,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
554,Pedro Chirivella,ESP,MF,Nantes,Ligue 1,25,1997,26,25,2028,22.5,0,1,1,0,0,0,1,0,0.8,0.8,1.7,2.5,15,172,22,0.00,0.04,0.04,0.00,0.04,0.04,0.07,0.11,0.04,0.11
555,Joris Chotard,FRA,MF,Montpellier,Ligue 1,20,2001,35,26,2461,27.3,0,6,6,0,0,0,4,0,0.6,0.6,3.5,4.1,8,105,28,0.00,0.22,0.22,0.00,0.22,0.02,0.13,0.15,0.02,0.15
556,Andreas Christensen,DEN,DF,Barcelona,La Liga,26,1996,23,22,1760,19.6,1,1,2,1,0,0,2,0,1.0,1.0,0.5,1.5,18,91,5,0.05,0.05,0.10,0.05,0.10,0.05,0.03,0.08,0.05,0.08
557,Oliver Christensen,DEN,GK,Hertha BSC,Bundesliga,23,1999,33,33,2970,33.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
558,Ryan Christie,SCO,"MF,FW",Bournemouth,Premier League,27,1995,32,22,1834,20.4,1,1,2,1,0,0,2,0,2.8,2.8,2.4,5.1,39,71,71,0.05,0.05,0.10,0.05,0.10,0.14,0.12,0.25,0.14,0.25
559,Carney Chukwuemeka,ENG,"MF,FW",Chelsea,Premier League,18,2003,14,2,354,3.9,0,0,0,0,0,0,0,0,0.4,0.4,0.6,1.0,21,23,21,0.00,0.00,0.00,0.00,0.00,0.10,0.16,0.26,0.10,0.26
560,Samuel Chukwueze,NGA,"FW,MF",Villarreal,La Liga,23,1999,37,27,2339,26.0,6,5,11,6,0,0,1,0,6.5,6.5,4.3,10.8,133,85,261,0.23,0.19,0.42,0.23,0.42,0.25,0.16,0.42,0.25,0.42
561,Darko Churlinov,MKD,FW,Stuttgart,Bundesliga,22,2000,1,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
562,Victor Chust,ESP,DF,Cádiz,La Liga,22,2000,14,10,965,10.7,1,0,1,1,0,0,3,0,0.9,0.9,0.0,1.0,4,22,2,0.09,0.00,0.09,0.09,0.09,0.09,0.00,0.09,0.09,0.09
563,Tolga Cigerci,TUR,MF,Hertha BSC,Bundesliga,30,1992,11,10,672,7.5,0,1,1,0,0,0,2,0,0.2,0.2,0.3,0.5,3,32,2,0.00,0.13,0.13,0.00,0.13,0.03,0.04,0.07,0.03,0.07
564,Yanis Cimignani,FRA,"MF,DF",Ajaccio,Ligue 1,20,2002,8,3,279,3.1,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,3,0,17,0.00,0.00,0.00,0.00,0.00,0.06,0.03,0.09,0.06,0.09
565,Daniel Ciofani,ITA,FW,Cremonese,Serie A,37,1985,32,10,1060,11.8,8,0,8,5,3,4,1,0,5.5,2.3,0.7,2.9,5,10,36,0.68,0.00,0.68,0.42,0.42,0.47,0.06,0.53,0.19,0.25
566,Tio Cipot,SVN,"FW,MF",Spezia,Serie A,19,2003,8,0,139,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,5,5,17,0.00,0.00,0.00,0.00,0.00,0.02,0.08,0.11,0.02,0.11
567,Pathe Ciss,SEN,"MF,DF",Rayo Vallecano,La Liga,28,1994,32,12,1282,14.2,1,0,1,1,0,0,4,0,2.6,2.6,0.3,2.9,10,65,5,0.07,0.00,0.07,0.07,0.07,0.18,0.02,0.20,0.18,0.20
568,Souleymane Cisse,FRA,DF,Clermont Foot,Ligue 1,19,2002,2,0,36,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.11,0.11,0.11
569,Patrick Ciurria,ITA,"DF,MF",Monza,Serie A,27,1995,36,31,2753,30.6,6,5,11,6,0,0,4,0,4.8,4.8,5.5,10.2,67,91,168,0.20,0.16,0.36,0.20,0.36,0.16,0.18,0.34,0.16,0.34
570,Bobby Clark,ENG,MF,Liverpool,Premier League,17,2005,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
572,Alexis Claude-Maurice,FRA,FW,Nice,Ligue 1,24,1998,2,1,64,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,2,1,0.00,0.00,0.00,0.00,0.00,0.12,0.07,0.18,0.12,0.18
573,Alexis Claude-Maurice,FRA,"MF,FW",Lens,Ligue 1,24,1998,20,5,604,6.7,5,3,8,5,0,0,0,0,2.6,2.6,1.3,3.9,11,25,43,0.75,0.45,1.19,0.75,1.19,0.39,0.19,0.58,0.39,0.58
574,Jonathan Clauss,FRA,DF,Marseille,Ligue 1,29,1992,34,32,2590,28.8,2,9,11,2,0,0,1,0,4.2,4.2,8.4,12.6,83,121,240,0.07,0.31,0.38,0.07,0.38,0.15,0.29,0.44,0.15,0.44
575,Carlos Clerc,ESP,"DF,MF",Elche,La Liga,30,1992,32,31,2639,29.3,0,1,1,0,0,0,5,0,0.6,0.6,2.1,2.7,51,107,91,0.00,0.03,0.03,0.00,0.03,0.02,0.07,0.09,0.02,0.09
576,Nathaniel Clyne,ENG,DF,Crystal Palace,Premier League,31,1991,22,19,1640,18.2,0,0,0,0,0,0,3,0,0.0,0.0,0.7,0.7,14,52,29,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04
577,Conor Coady,ENG,DF,Everton,Premier League,29,1993,24,23,2096,23.3,1,1,2,1,0,0,2,0,0.8,0.8,0.3,1.2,4,43,1,0.04,0.04,0.09,0.04,0.09,0.04,0.01,0.05,0.04,0.05
578,Nicolo Cocetta,ITA,DF,Udinese,Serie A,18,2003,1,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
579,Marcus Coco,FRA,"FW,MF",Nantes,Ligue 1,26,1996,26,6,641,7.1,1,0,1,1,0,0,2,0,1.1,1.1,1.1,2.2,23,26,56,0.14,0.00,0.14,0.14,0.14,0.16,0.15,0.31,0.16,0.31
580,Alexandre Coeff,FRA,DF,Auxerre,Ligue 1,30,1992,7,6,586,6.5,0,1,1,0,0,0,0,0,0.1,0.1,0.3,0.4,3,26,9,0.00,0.15,0.15,0.00,0.15,0.01,0.05,0.06,0.01,0.06
581,Jack Colback,ENG,MF,Nott'ham Forest,Premier League,32,1989,11,4,497,5.5,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,5,16,3,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03
582,Seamus Coleman,IRL,DF,Everton,Premier League,33,1988,23,20,1656,18.4,1,0,1,1,0,0,1,0,0.4,0.4,0.9,1.2,13,61,37,0.05,0.00,0.05,0.05,0.05,0.02,0.05,0.07,0.02,0.07
583,David Colina,CRO,"DF,FW",Augsburg,Bundesliga,22,2000,7,0,166,1.8,1,0,1,1,0,0,0,0,0.4,0.4,0.1,0.6,2,6,7,0.54,0.00,0.54,0.54,0.54,0.24,0.07,0.31,0.24,0.31
584,Alex Collado,ESP,MF,Elche,La Liga,23,1999,16,8,729,8.1,1,1,2,1,0,0,1,0,0.6,0.6,1.6,2.2,24,34,43,0.12,0.12,0.25,0.12,0.25,0.08,0.20,0.28,0.08,0.28
585,Diego Collado,ESP,FW,Villarreal,La Liga,21,2001,2,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
586,Omar Colley,GAM,DF,Sampdoria,Serie A,29,1992,16,15,1384,15.4,1,0,1,1,0,0,5,0,1.2,1.2,0.0,1.2,3,33,2,0.07,0.00,0.07,0.07,0.07,0.08,0.00,0.08,0.08,0.08
587,Nathan Collins,IRL,DF,Wolves,Premier League,21,2001,26,19,1814,20.2,0,0,0,0,0,0,2,1,0.2,0.2,0.1,0.3,11,64,5,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.02,0.01,0.02
588,Lorenzo Colombo,ITA,FW,Lecce,Serie A,20,2002,33,18,1515,16.8,5,2,7,4,1,2,4,0,6.2,4.6,1.4,6.1,14,21,119,0.30,0.12,0.42,0.24,0.36,0.37,0.09,0.45,0.27,0.36
589,Andrea Colpani,ITA,MF,Monza,Serie A,23,1999,27,10,948,10.5,4,1,5,4,0,0,1,0,2.1,2.1,1.9,4.1,31,51,69,0.38,0.09,0.47,0.38,0.47,0.20,0.18,0.39,0.20,0.39
590,Levi Colwill,ENG,DF,Brighton,Premier League,19,2003,17,13,1220,13.6,0,2,2,0,0,0,1,0,1.4,1.4,0.5,1.9,16,70,3,0.00,0.15,0.15,0.00,0.15,0.10,0.04,0.14,0.10,0.14
591,Kingsley Coman,FRA,"FW,MF",Bayern Munich,Bundesliga,26,1996,24,16,1409,15.7,8,5,13,8,0,0,2,1,4.6,4.6,5.5,10.1,98,70,296,0.51,0.32,0.83,0.51,0.83,0.29,0.35,0.65,0.29,0.65
592,Eray Comert,SUI,DF,Valencia,La Liga,24,1998,23,19,1672,18.6,1,0,1,1,0,0,5,1,0.5,0.5,0.1,0.6,6,54,1,0.05,0.00,0.05,0.05,0.05,0.03,0.00,0.03,0.03,0.03
593,Santi Comesana,ESP,MF,Rayo Vallecano,La Liga,25,1996,35,29,2451,27.2,3,2,5,3,0,0,6,0,2.5,2.5,2.2,4.7,40,150,58,0.11,0.07,0.18,0.11,0.18,0.09,0.08,0.17,0.09,0.17
594,Andrea Consigli,ITA,GK,Sassuolo,Serie A,35,1987,35,35,3150,35.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
595,Abdu Conte,POR,DF,Troyes,Ligue 1,24,1998,19,15,1315,14.6,1,2,3,1,0,0,0,0,0.6,0.6,2.0,2.6,32,56,91,0.07,0.14,0.21,0.07,0.21,0.04,0.14,0.18,0.04,0.18
596,Andrea Conti,ITA,DF,Sampdoria,Serie A,28,1994,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
598,Lewis Cook,ENG,MF,Bournemouth,Premier League,25,1997,28,18,1720,19.1,0,2,2,0,0,0,4,0,0.2,0.2,2.5,2.8,9,63,10,0.00,0.10,0.10,0.00,0.10,0.01,0.13,0.14,0.01,0.14
599,Steve Cook,ENG,DF,Nott'ham Forest,Premier League,31,1991,12,11,957,10.6,0,0,0,0,0,0,4,0,0.1,0.1,0.6,0.7,1,19,0,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.07,0.01,0.07
600,Liam Cooper,SCO,DF,Leeds United,Premier League,30,1991,18,16,1426,15.8,1,0,1,1,0,0,5,0,1.0,1.0,0.7,1.7,3,47,2,0.06,0.00,0.06,0.06,0.06,0.06,0.05,0.11,0.06,0.11
601,Copete,ESP,DF,Mallorca,La Liga,22,1999,28,27,2206,24.5,1,0,1,1,0,0,7,1,1.0,0.5,0.2,0.7,14,58,3,0.04,0.00,0.04,0.04,0.04,0.04,0.01,0.05,0.02,0.03
602,Diego Coppola,ITA,DF,Hellas Verona,Serie A,18,2003,19,11,1177,13.1,0,0,0,0,0,0,5,0,0.3,0.3,0.0,0.3,9,42,8,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
603,Francis Coquelin,FRA,MF,Villarreal,La Liga,31,1991,16,9,748,8.3,1,0,1,1,0,0,2,0,1.0,1.0,1.0,2.0,11,29,27,0.12,0.00,0.12,0.12,0.12,0.12,0.12,0.24,0.12,0.24
