,Player,Squad,90s,Standard - Gls,Standard - Sh,Standard - SoT,Standard - SoT%,Standard - Sh/90,Standard - SoT/90,Standard - G/Sh,Standard - G/SoT,Standard - Dist,Standard - FK,Standard - PK,Standard - PKatt,Expected - xG,Expected - npxG,Expected - npxG/Sh,Expected - G-xG,Expected - np:G-xG
718,Federico Dimarco,Inter,0.3,0,1,0,0.0,3.33,0.00,0.00,0.0,21.2,0,0,0,0.0,0.0,0.03,0.0,0.0
719,Tristan Dingome,Reims,9.9,0,9,1,11.1,0.91,0.10,0.00,0.00,20.3,0,0,0,0.4,0.4,0.05,-0.4,-0.4
720,Lois Diony,Saint-Étienne,7.4,2,15,7,46.7,2.03,0.95,0.13,0.29,17.2,2,0,0,1.2,1.2,0.08,+0.8,+0.8
721,Issa Diop,West Ham,30.7,3,15,6,40.0,0.49,0.20,0.20,0.50,9.2,0,0,0,1.5,1.5,0.10,+1.5,+1.5
722,Papakouli Diop,Eibar,25.0,1,27,6,22.2,1.08,0.24,0.04,0.17,22.8,0,0,0,1.2,1.2,0.05,-0.2,-0.2
723,Assane Diousse,Saint-Étienne,1.3,0,1,1,100.0,0.75,0.75,0.00,0.00,26.7,0,0,0,0.0,0.0,0.03,0.0,0.0
724,Axel Disasi,Reims,27.0,1,15,2,13.3,0.56,0.07,0.07,0.50,11.5,0,0,0,2.8,2.8,0.19,-1.8,-1.8
725,Tiago Djalo,Lille,7.3,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
726,Djene,Getafe,34.0,0,5,1,20.0,0.15,0.03,0.00,0.00,12.3,0,0,0,0.3,0.3,0.06,-0.3,-0.3
728,Moussa Djenepo,Southampton,10.3,2,20,7,35.0,1.94,0.68,0.10,0.29,18.1,0,0,0,2.4,2.4,0.12,-0.4,-0.4
729,Koffi Djidji,Torino,9.5,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
730,Alexander Djiku,Strasbourg,22.9,1,20,7,35.0,0.87,0.31,0.05,0.14,18.1,0,0,0,2.6,2.6,0.13,-1.6,-1.6
731,Berat Djimsiti,Atalanta,30.9,2,21,5,23.8,0.68,0.16,0.10,0.40,10.3,0,0,0,2.0,2.0,0.10,0.0,0.0
732,Nais Djouahra,Real Sociedad,0.3,0,1,0,0.0,3.10,0.00,0.00,0.0,14.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1
733,Marko Dmitrovic,Eibar,35.0,0,1,1,100.0,0.03,0.03,0.00,0.00,6.4,0,0,0,0.5,0.5,0.47,-0.5,-0.5
734,Matt Doherty,Wolves,31.5,4,35,15,42.9,1.11,0.48,0.11,0.27,11.2,0,0,0,6.9,6.9,0.20,-2.9,-2.9
735,Kasper Dolberg,Nice,21.0,11,42,25,59.5,2.00,1.19,0.26,0.44,13.9,0,0,0,8.1,8.1,0.19,+2.9,+2.9
736,Keagan Dolly,Montpellier,1.6,0,4,3,75.0,2.43,1.82,0.00,0.00,29.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1
737,Jaume Domenech,Valencia,14.7,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
738,Nicolas Dominguez,Bologna,7.8,0,10,1,10.0,1.29,0.13,0.00,0.00,24.2,0,0,0,0.4,0.4,0.04,-0.4,-0.4
739,Giulio Donati,Lecce,19.6,1,9,2,22.2,0.46,0.10,0.11,0.50,23.7,0,0,0,0.3,0.3,0.04,+0.7,+0.7
740,Ji Dong-won,Mainz 05,1.1,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
741,Anastasios Donis,Reims,6.8,0,16,7,43.8,2.36,1.03,0.00,0.00,21.5,0,0,0,1.4,1.4,0.09,-1.4,-1.4
742,Alfredo Donnarumma,Brescia,18.7,7,40,13,32.5,2.14,0.69,0.13,0.38,16.4,0,2,2,6.8,5.2,0.13,+0.2,-0.2
743,Gianluigi Donnarumma,Milan,35.6,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
744,Gabriel Dos Santos,Lille,23.2,1,17,4,23.5,0.73,0.17,0.06,0.25,12.0,0,0,0,1.3,1.3,0.08,-0.3,-0.3
745,Mathieu Dossevi,Toulouse,19.5,1,24,3,12.5,1.23,0.15,0.04,0.33,18.0,1,0,0,1.7,1.7,0.07,-0.7,-0.7
746,Bas Dost,Eint Frankfurt,16.4,8,32,17,53.1,1.95,1.04,0.25,0.47,9.5,0,0,0,7.8,7.8,0.24,+0.2,+0.2
747,Abdoulaye Doucoure,Watford,35.1,4,61,12,19.7,1.74,0.34,0.07,0.33,18.3,0,0,0,5.2,5.2,0.08,-1.2,-1.2
748,Mamadou Doucoure,M'Gladbach,0.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
749,Moussa Doumbia,Reims,19.1,2,44,9,20.5,2.31,0.47,0.02,0.11,22.8,3,1,1,3.4,2.6,0.06,-1.4,-1.6
750,Souleyman Doumbia,Angers,5.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
751,Souleyman Doumbia,Rennes,1.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
752,Tommy Doyle,Manchester City,0.2,0,1,1,100.0,5.63,5.63,0.00,0.00,20.9,0,0,0,0.0,0.0,0.04,0.0,0.0
754,Mohamed Drager,Paderborn 07,16.2,1,14,2,14.3,0.87,0.12,0.07,0.50,21.4,0,0,0,0.6,0.6,0.04,+0.4,+0.4
755,Aleksandar Dragovic,Leverkusen,11.4,0,2,0,0.0,0.17,0.00,0.00,0.0,6.7,0,0,0,0.7,0.7,0.36,-0.7,-0.7
756,Bartlomiej Dragowski,Fiorentina,31.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
757,Julian Draxler,Paris S-G,7.6,0,13,5,38.5,1.71,0.66,0.00,0.00,18.5,0,0,0,1.1,1.1,0.08,-1.1,-1.1
758,Dominick Drexler,Köln,17.6,3,20,8,40.0,1.13,0.45,0.15,0.38,18.9,0,0,0,1.9,1.9,0.10,+1.1,+1.1
759,Danny Drinkwater,Aston Villa,2.9,0,2,0,0.0,0.69,0.00,0.00,0.0,18.3,0,0,0,0.1,0.1,0.06,-0.1,-0.1
760,Danny Drinkwater,Burnley,0.6,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
761,Josip Drmic,Norwich City,7.2,1,14,5,35.7,1.95,0.70,0.07,0.20,13.4,0,0,0,3.1,3.1,0.22,-2.1,-2.1
762,Domingos Duarte,Granada,34.3,3,13,5,38.5,0.38,0.15,0.23,0.60,9.7,0,0,0,1.6,1.6,0.12,+1.4,+1.4
763,Leo Duarte,Milan,4.5,0,3,0,0.0,0.67,0.00,0.00,0.0,9.6,0,0,0,0.4,0.4,0.13,-0.4,-0.4
764,Oscar Duarte,Levante,5.4,0,4,1,25.0,0.74,0.19,0.00,0.00,7.9,0,0,0,0.6,0.6,0.17,-0.6,-0.6
765,Ruben Duarte,Alavés,29.6,0,19,8,42.1,0.64,0.27,0.00,0.00,18.3,0,0,0,1.1,1.1,0.06,-1.1,-1.1
766,Edgaras Dubickas,Lecce,0.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
767,Leo Dubois,Lyon,15.0,0,5,0,0.0,0.33,0.00,0.00,0.0,24.4,0,0,0,0.2,0.2,0.03,-0.2,-0.2
768,Martin Dubravka,Newcastle Utd,38.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
769,Ondrej Duda,Norwich City,8.0,0,10,3,30.0,1.24,0.37,0.00,0.00,22.1,2,0,0,0.5,0.5,0.05,-0.5,-0.5
770,Ondrej Duda,Hertha BSC,5.0,0,7,5,71.4,1.41,1.01,0.00,0.00,21.4,2,0,0,0.5,0.5,0.08,-0.5,-0.5
771,Shane Duffy,Brighton,13.8,1,7,1,14.3,0.51,0.07,0.14,1.00,10.9,0,0,0,1.2,1.2,0.17,-0.2,-0.2
772,Haris Duljevic,Nîmes,5.8,0,14,4,28.6,2.42,0.69,0.00,0.00,24.3,0,0,0,0.6,0.6,0.04,-0.6,-0.6
773,Paul Dummett,Newcastle Utd,13.6,0,2,2,100.0,0.15,0.15,0.00,0.00,20.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1
774,Alfred Duncan,Fiorentina,9.9,1,15,5,33.3,1.52,0.51,0.07,0.20,23.9,0,0,0,0.6,0.6,0.04,+0.4,+0.4
775,Alfred Duncan,Sassuolo,9.4,1,16,3,18.8,1.71,0.32,0.06,0.33,24.5,0,0,0,1.1,1.1,0.07,-0.1,-0.1
776,Lewis Dunk,Brighton,35.9,3,31,10,32.3,0.86,0.28,0.10,0.30,11.8,5,0,0,4.5,4.5,0.15,-1.5,-1.5
777,Erik Durm,Eint Frankfurt,5.7,0,14,3,21.4,2.47,0.53,0.00,0.00,20.4,0,0,0,0.6,0.6,0.04,-0.6,-0.6
778,Riza Durmisi,Nice,1.8,0,1,1,100.0,0.56,0.56,0.00,0.00,27.1,1,0,0,0.1,0.1,0.05,-0.1,-0.1
780,Hugo Duro,Getafe,4.2,1,6,3,50.0,1.43,0.71,0.17,0.33,10.3,0,0,0,0.5,0.5,0.08,+0.5,+0.5
781,Jean-Kevin Duverne,Brest,13.1,0,2,1,50.0,0.15,0.08,0.00,0.00,16.1,0,0,0,0.2,0.2,0.08,-0.2,-0.2
782,Paulo Dybala,Juventus,23.9,11,99,35,35.4,4.13,1.46,0.10,0.29,19.7,10,1,1,9.4,8.6,0.09,+1.6,+1.4
783,Edin Dzeko,Roma,31.7,16,122,46,37.7,3.85,1.45,0.13,0.35,13.8,0,0,0,19.0,19.0,0.16,-3.0,-3.0
784,Blerim Dzemaili,Bologna,7.8,1,16,4,25.0,2.06,0.52,0.06,0.25,23.7,0,0,0,0.5,0.5,0.03,+0.5,+0.5
785,Bruno Ecuele Manga,Dijon,28.0,0,18,0,0.0,0.64,0.00,0.00,0.0,13.7,0,0,0,1.7,1.7,0.09,-1.7,-1.7
786,Simone Edera,Torino,4.4,1,15,7,46.7,3.39,1.58,0.07,0.14,20.0,1,0,0,1.2,1.2,0.08,-0.2,-0.2
787,Ederson,Manchester City,34.1,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
788,John Egan,Sheffield Utd,35.4,2,27,4,14.8,0.76,0.11,0.07,0.50,9.4,0,0,0,2.7,2.7,0.10,-0.7,-0.7
789,Johannes Eggestein,Werder Bremen,5.7,1,15,6,40.0,2.65,1.06,0.07,0.17,18.4,0,0,0,0.7,0.7,0.05,+0.3,+0.3
790,Maximilian Eggestein,Werder Bremen,31.7,1,45,11,24.4,1.42,0.35,0.02,0.09,22.3,0,0,0,2.6,2.6,0.06,-1.6,-1.6
791,Kingsley Ehizibue,Köln,25.9,1,12,4,33.3,0.46,0.15,0.08,0.25,20.5,0,0,0,1.3,1.3,0.10,-0.3,-0.3
792,Albin Ekdal,Sampdoria,26.5,0,16,2,12.5,0.60,0.08,0.00,0.00,21.3,0,0,0,1.5,1.5,0.09,-1.5,-1.5
793,Harvey Elliott,Liverpool,0.1,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
794,Elif Elmas,Napoli,12.6,1,23,8,34.8,1.83,0.63,0.04,0.13,16.6,0,0,0,2.0,2.0,0.09,-1.0,-1.0
795,Ilay Elmkies,Hoffenheim,0.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
796,Ahmed Elmohamady,Aston Villa,11.5,1,5,1,20.0,0.44,0.09,0.20,1.00,11.1,0,0,0,0.2,0.2,0.05,+0.8,+0.8
797,Aritz Elustondo,Real Sociedad,16.8,0,9,1,11.1,0.54,0.06,0.00,0.00,10.4,0,0,0,0.8,0.8,0.08,-0.8,-0.8
798,Nico Elvedi,M'Gladbach,29.1,1,9,1,11.1,0.31,0.03,0.11,1.00,9.2,0,0,0,0.8,0.8,0.09,+0.2,+0.2
799,Rodrigo Ely,Alavés,23.6,2,6,2,33.3,0.25,0.08,0.33,1.00,9.2,0,0,0,1.0,1.0,0.17,+1.0,+1.0
800,Adri Embarba,Espanyol,15.2,2,38,14,36.8,2.49,0.92,0.03,0.07,25.6,12,1,1,3.2,2.4,0.06,-1.2,-1.4
801,Breel Embolo,M'Gladbach,17.2,8,45,18,40.0,2.61,1.05,0.18,0.44,12.4,0,0,1,10.4,9.6,0.22,-2.4,-1.6
802,Emerson,Betis,31.5,3,26,4,15.4,0.82,0.13,0.12,0.75,15.0,0,0,0,1.8,1.8,0.07,+1.2,+1.2
803,Renaud Emond,Nantes,3.2,0,4,1,25.0,1.23,0.31,0.00,0.00,11.7,0,0,0,0.6,0.6,0.16,-0.6,-0.6
804,Alan Empereur,Hellas Verona,9.5,0,2,0,0.0,0.21,0.00,0.00,0.0,14.0,0,0,0,0.1,0.1,0.05,-0.1,-0.1
806,Youssef En-Nesyri,Leganés,15.4,4,40,17,42.5,2.60,1.10,0.10,0.24,15.0,0,0,0,5.0,5.0,0.13,-1.0,-1.0
807,Youssef En-Nesyri,Sevilla,8.8,4,21,8,38.1,2.37,0.90,0.19,0.50,11.6,0,0,0,3.6,3.6,0.17,+0.4,+0.4
808,Bjorn Engels,Aston Villa,16.1,1,8,1,12.5,0.50,0.06,0.13,1.00,7.8,0,0,0,1.0,0.9,0.11,0.0,+0.1
809,Sergi Enrich,Eibar,20.7,1,28,6,21.4,1.35,0.29,0.04,0.17,11.1,0,0,0,3.0,3.0,0.11,-2.0,-2.0
810,Javier Eraso,Leganés,9.1,0,9,3,33.3,0.99,0.33,0.00,0.00,18.2,1,0,0,0.5,0.5,0.06,-0.5,-0.5
811,Christian Eriksen,Tottenham,12.2,2,26,9,34.6,2.13,0.74,0.08,0.22,25.1,7,0,0,1.9,1.9,0.07,+0.1,+0.1
812,Christian Eriksen,Inter,7.8,1,24,9,37.5,3.07,1.15,0.04,0.11,21.1,5,0,0,2.0,2.0,0.12,-1.0,-1.0
813,Gonzalo Escalante,Eibar,18.6,0,21,5,23.8,1.13,0.27,0.00,0.00,15.4,0,0,0,1.7,1.7,0.08,-1.7,-1.7
814,Aaron Escandell,Granada,3.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
815,Sergio Escudero,Sevilla,8.6,1,8,6,75.0,0.93,0.70,0.13,0.17,20.3,0,0,0,0.3,0.3,0.04,+0.7,+0.7
816,Bernardo Espinosa,Espanyol,25.1,3,22,8,36.4,0.88,0.32,0.14,0.38,10.5,0,0,0,2.3,2.3,0.10,+0.7,+0.7
817,Sebastiano Esposito,Inter,2.2,1,10,3,30.0,4.52,1.36,0.00,0.00,19.2,1,1,1,1.8,1.0,0.10,-0.8,-1.0
818,Vicente Esquerdo,Valencia,0.2,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
819,Alexander Esswein,Hertha BSC,2.4,0,2,1,50.0,0.85,0.42,0.00,0.00,32.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1
820,Pervis Estupinan,Osasuna,33.1,1,19,2,10.5,0.57,0.06,0.05,0.50,18.5,1,0,0,1.6,1.6,0.08,-0.6,-0.6
821,Oghenekaro Etebo,Getafe,6.4,1,9,3,33.3,1.42,0.47,0.11,0.33,15.7,0,0,0,0.7,0.7,0.08,+0.3,+0.3
822,Benat Etxebarria,Athletic Club,4.4,0,5,2,40.0,1.14,0.46,0.00,0.00,25.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1
823,Xabier Etxeita,Getafe,16.1,0,6,2,33.3,0.37,0.12,0.00,0.00,12.6,0,0,0,0.4,0.4,0.06,-0.4,-0.4
824,Antony Evans,Paderborn 07,1.7,0,2,1,50.0,1.15,0.58,0.00,0.00,25.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1
825,Jonny Evans,Leicester City,37.6,1,23,8,34.8,0.61,0.21,0.04,0.13,8.4,0,0,0,3.7,3.7,0.16,-2.7,-2.7
826,Edu Exposito,Eibar,25.7,4,32,15,46.9,1.24,0.58,0.09,0.20,25.2,0,1,2,2.7,1.0,0.03,+1.3,+2.0
827,Valentin Eysseric,Hellas Verona,3.9,0,5,1,20.0,1.27,0.25,0.00,0.00,20.7,1,0,0,0.2,0.2,0.05,-0.2,-0.2
828,Valentin Eysseric,Fiorentina,0.5,0,2,1,50.0,4.29,2.14,0.00,0.00,26.5,0,0,0,0.0,0.0,0.02,0.0,0.0
829,Lukasz Fabianski,West Ham,23.5,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
830,Fabinho,Liverpool,23.1,2,12,4,33.3,0.52,0.17,0.17,0.50,28.7,2,0,0,0.4,0.4,0.04,+1.6,+1.6
832,Fabio,Nantes,9.3,0,3,0,0.0,0.32,0.00,0.00,0.0,28.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1
833,Cesc Fabregas,Monaco,10.3,0,10,2,20.0,0.97,0.19,0.00,0.00,21.5,1,0,0,0.5,0.5,0.05,-0.5,-0.5
834,Fabricio,Mallorca,1.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
835,Ralf Fahrmann,Norwich City,0.2,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
836,Faycal Fajr,Getafe,4.5,0,9,3,33.3,2.01,0.67,0.00,0.00,24.6,3,0,0,0.4,0.4,0.04,-0.4,-0.4
837,Luca Falbo,Lazio,0.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
838,Filippo Falco,Lecce,22.4,4,57,22,38.6,2.55,0.98,0.07,0.18,21.9,5,0,0,2.8,2.8,0.05,+1.2,+1.2
839,Eliseo Falcon,Levante,0.8,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
840,Wladimiro Falcone,Sampdoria,2.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
841,Simon Falette,Eint Frankfurt,1.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
842,Iago Falque,Torino,1.1,0,3,2,66.7,2.65,1.76,0.00,0.00,22.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1
843,Iago Falque,Genoa,5.8,2,12,2,16.7,2.08,0.35,0.00,0.00,26.8,2,2,3,2.9,0.6,0.05,-0.9,-0.6
844,Akin Famewo,Norwich City,0.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
845,Andri Fannar Baldursson,Bologna,1.6,0,2,0,0.0,1.26,0.00,0.00,0.0,23.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1
846,Paolo Farago,Cagliari,14.9,1,13,3,23.1,0.87,0.20,0.08,0.33,14.8,0,0,0,1.5,1.5,0.11,-0.5,-0.5
847,Davide Faraoni,Hellas Verona,35.9,5,42,14,33.3,1.17,0.39,0.12,0.36,17.7,0,0,0,4.2,4.2,0.10,+0.8,+0.8
848,Mohamed Fares,SPAL,4.7,0,7,2,28.6,1.50,0.43,0.00,0.00,24.0,0,0,0,0.2,0.2,0.03,-0.2,-0.2
849,Diego Farias,Lecce,9.2,2,23,7,30.4,2.51,0.76,0.09,0.29,20.1,0,0,0,1.7,1.7,0.08,+0.3,+0.3
850,Ansu Fati,Barcelona,11.4,7,33,12,36.4,2.89,1.05,0.21,0.58,15.6,0,0,0,3.8,3.8,0.12,+3.2,+3.2
851,Julien Faussurier,Brest,22.0,2,10,5,50.0,0.45,0.23,0.20,0.40,15.3,0,0,0,0.8,0.8,0.08,+1.2,+1.2
852,Andrea Favilli,Genoa,7.3,0,14,3,21.4,1.91,0.41,0.00,0.00,14.1,0,0,0,1.3,1.3,0.09,-1.3,-1.3
853,Federico Fazio,Roma,13.5,1,4,1,25.0,0.30,0.07,0.25,1.00,8.6,0,0,0,0.5,0.5,0.12,+0.5,+0.5
854,Aleix Febas,Mallorca,18.8,0,8,3,37.5,0.43,0.16,0.00,0.00,21.0,0,0,0,0.4,0.4,0.05,-0.4,-0.4
855,Zouhair Feddal,Betis,15.9,1,10,3,30.0,0.63,0.19,0.10,0.33,12.8,0,0,0,1.0,1.0,0.10,0.0,0.0
856,Ljubomir Fejsa,Alavés,8.7,0,1,0,0.0,0.11,0.00,0.00,0.0,31.5,0,0,0,0.0,0.0,0.02,0.0,0.0
858,Nabil Fekir,Betis,29.3,7,101,40,39.6,3.45,1.36,0.06,0.15,20.7,8,1,1,6.9,6.1,0.06,+0.1,-0.1
859,Felipe,Atlético Madrid,23.4,1,19,5,26.3,0.81,0.21,0.05,0.20,11.9,0,0,0,1.9,1.9,0.10,-0.9,-0.9
860,Luiz Felipe,Lazio,22.5,1,8,1,12.5,0.36,0.04,0.13,1.00,12.0,0,0,0,1.0,1.0,0.13,0.0,0.0
861,Lucas Felippe,Hellas Verona,0.3,0,1,0,0.0,3.21,0.00,0.00,0.0,26.0,0,0,0,0.0,0.0,0.03,0.0,0.0
862,Joao Felix,Atlético Madrid,19.4,6,64,18,28.1,3.30,0.93,0.09,0.33,18.8,2,0,0,7.6,7.6,0.12,-1.6,-1.6
863,Ohis Felix Uduokhai,Augsburg,21.8,0,4,0,0.0,0.18,0.00,0.00,0.0,18.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2
864,Kiko Femenia,Watford,24.9,0,5,1,20.0,0.20,0.04,0.00,0.00,27.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1
865,Zinedine Ferhat,Nîmes,25.0,3,45,13,28.9,1.80,0.52,0.07,0.23,19.2,3,0,0,4.1,4.1,0.09,-1.1,-1.1
866,Bruno Fernandes,Manchester Utd,13.2,8,40,14,35.0,3.04,1.06,0.10,0.29,24.6,7,4,4,6.2,3.0,0.08,+1.8,+1.0
867,Edimilson Fernandes,Mainz 05,16.5,1,23,2,8.7,1.39,0.12,0.04,0.50,26.1,0,0,0,0.8,0.8,0.04,+0.2,+0.2
868,Gedson Fernandes,Tottenham,0.8,0,1,0,0.0,1.32,0.00,0.00,0.0,26.4,0,0,0,0.0,0.0,0.03,0.0,0.0
869,Gelson Fernandes,Eint Frankfurt,8.6,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
870,Matheus Fernandes,Valladolid,1.8,0,3,0,0.0,1.63,0.00,0.00,0.0,11.1,0,0,0,0.5,0.5,0.16,-0.5,-0.5
871,Aitor Fernandez,Levante,36.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
872,Andres Fernandez,Villarreal,4.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
873,Carlos Fernandez,Granada,24.5,10,46,18,39.1,1.88,0.74,0.20,0.50,16.0,3,1,1,9.8,9.0,0.20,+0.2,0.0
874,Federico Fernandez,Newcastle Utd,29.1,2,15,7,46.7,0.52,0.24,0.13,0.29,11.5,0,0,0,1.4,1.4,0.10,+0.6,+0.6
875,Gabriel Fernandez,Celta Vigo,6.2,1,7,3,42.9,1.12,0.48,0.14,0.33,11.3,0,0,0,0.7,0.7,0.09,+0.3,+0.3
876,Joaquin Fernandez,Valladolid,18.4,2,10,4,40.0,0.54,0.22,0.20,0.50,18.0,0,0,0,0.7,0.7,0.07,+1.3,+1.3
877,Fernandinho,Manchester City,26.6,0,17,2,11.8,0.64,0.08,0.00,0.00,14.9,0,0,0,1.0,1.0,0.06,-1.0,-1.0
878,Fernando,Sevilla,29.5,2,15,5,33.3,0.51,0.17,0.13,0.40,10.2,0,0,0,2.6,2.6,0.17,-0.6,-0.6
879,Juan Ferney Otero,Amiens,13.4,1,19,6,31.6,1.42,0.45,0.05,0.17,20.1,1,0,0,2.0,2.0,0.10,-1.0,-1.0
880,Alex Ferrari,Sampdoria,11.2,0,4,1,25.0,0.36,0.09,0.00,0.00,13.5,0,0,0,0.9,0.9,0.22,-0.9,-0.9
881,Facundo Ferreyra,Espanyol,6.4,1,7,5,71.4,1.10,0.78,0.14,0.20,15.7,0,0,0,1.3,1.3,0.18,-0.3,-0.3
882,Jordan Ferri,Montpellier,12.8,0,11,4,36.4,0.86,0.31,0.00,0.00,23.6,0,0,0,0.4,0.4,0.04,-0.4,-0.4
884,Oliver Fink,Düsseldorf,7.5,0,8,0,0.0,1.07,0.00,0.00,0.0,14.7,0,0,0,0.5,0.5,0.06,-0.5,-0.5
885,Alfred Finnbogason,Augsburg,10.7,3,17,7,41.2,1.58,0.65,0.12,0.29,14.0,0,1,1,4.0,3.2,0.19,-1.0,-1.2
886,Roberto Firmino,Liverpool,33.2,9,99,38,38.4,2.98,1.14,0.09,0.24,13.7,0,0,0,14.0,14.0,0.14,-5.0,-5.0
887,Junior Firpo,Barcelona,11.3,1,4,1,25.0,0.36,0.09,0.25,1.00,16.1,0,0,0,0.7,0.7,0.17,+0.3,+0.3
888,John Fleck,Sheffield Utd,28.0,5,31,11,35.5,1.11,0.39,0.16,0.45,20.1,0,0,0,3.1,3.1,0.10,+1.9,+1.9
889,Mark Flekken,Freiburg,10.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
890,Sergio Floccari,SPAL,10.5,1,18,6,33.3,1.72,0.57,0.06,0.17,16.3,0,0,0,1.3,1.3,0.07,-0.3,-0.3
891,Alessandro Florenzi,Roma,11.1,0,14,2,14.3,1.26,0.18,0.00,0.00,25.7,0,0,0,0.5,0.5,0.04,-0.5,-0.5
892,Alessandro Florenzi,Valencia,8.4,0,8,1,12.5,0.96,0.12,0.00,0.00,17.5,0,0,0,0.6,0.6,0.08,-0.6,-0.6
893,Phil Foden,Manchester City,10.0,5,34,14,41.2,3.40,1.40,0.15,0.36,16.8,0,0,0,3.3,3.3,0.10,+1.7,+1.7
894,Mamadou Fofana,Metz,17.6,0,10,0,0.0,0.57,0.00,0.00,0.0,23.2,0,0,0,0.4,0.4,0.04,-0.4,-0.4
895,Seko Fofana,Udinese,25.0,3,46,13,28.3,1.84,0.52,0.07,0.23,23.0,0,0,0,3.4,3.4,0.07,-0.4,-0.4
896,Wesley Fofana,Saint-Étienne,13.5,1,7,1,14.3,0.52,0.07,0.14,1.00,8.4,0,0,0,0.9,0.9,0.13,+0.1,+0.1
897,Youssouf Fofana,Strasbourg,11.2,1,14,4,28.6,1.25,0.36,0.07,0.25,21.4,0,0,0,0.8,0.8,0.06,+0.2,+0.2
898,Youssouf Fofana,Monaco,6.8,0,7,2,28.6,1.03,0.30,0.00,0.00,26.5,0,0,0,0.3,0.3,0.04,-0.3,-0.3
899,Thomas Foket,Reims,27.0,0,8,1,12.5,0.30,0.04,0.00,0.00,18.6,0,0,0,0.5,0.5,0.06,-0.5,-0.5
