,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Total - Cmp,Total - Att,Total - Cmp%,Total - TotDist,Total - PrgDist,Short - Cmp,Short - Att,Short - Cmp%,Medium - Cmp,Medium - Att,Medium - Cmp%,Long - Cmp,Long - Att,Long - Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
1646,Sebastiano Luperto,it ITA,DF,Empoli,Serie A,24.0,1996.0,21.8,821.0,982.0,83.6,16406.0,6050.0,249.0,279.0,89.2,478.0,524.0,91.2,88.0,159.0,55.3,1.0,0.5,0.4,0.5,9.0,56.0,5.0,2.0,76.0
1647,Andreas Luthe,de GER,GK,Union Berlin,Bundesliga,34.0,1987.0,27.0,660.0,1005.0,65.7,19469.0,14518.0,119.0,120.0,99.2,290.0,300.0,96.7,249.0,576.0,43.2,0.0,0.0,0.1,0.0,0.0,26.0,0.0,0.0,0.0
1648,Lyanco,br BRA,DF,Southampton,Premier League,24.0,1997.0,10.1,282.0,397.0,71.0,5428.0,2134.0,94.0,107.0,87.9,158.0,189.0,83.6,25.0,89.0,28.1,0.0,0.1,0.1,-0.1,3.0,25.0,2.0,0.0,18.0
1649,Charalambos Lykogiannis,gr GRE,"DF,FW",Cagliari,Serie A,27.0,1993.0,20.2,460.0,766.0,60.1,8461.0,3808.0,194.0,252.0,77.0,220.0,337.0,65.3,43.0,136.0,31.6,0.0,1.1,1.0,-1.1,12.0,33.0,9.0,7.0,34.0
1650,Yannis M'Bemba,fr FRA,"DF,FW",Nantes,Ligue 1,20.0,2001.0,0.1,4.0,4.0,100.0,51.0,9.0,3.0,3.0,100.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1651,Alexis Mac Allister,ar ARG,"MF,FW",Brighton,Premier League,22.0,1998.0,23.6,858.0,1066.0,80.5,14410.0,4157.0,411.0,473.0,86.9,328.0,370.0,88.6,78.0,133.0,58.6,2.0,1.9,2.6,0.1,31.0,104.0,25.0,2.0,137.0
1652,Deiver Machado,co COL,"DF,MF",Lens,Ligue 1,27.0,1993.0,5.8,211.0,256.0,82.4,3297.0,998.0,100.0,110.0,90.9,96.0,108.0,88.9,8.0,19.0,42.1,1.0,0.9,0.8,0.1,8.0,5.0,5.0,5.0,12.0
1653,Darwin Machís,ve VEN,"MF,FW",Granada,La Liga,28.0,1993.0,15.3,273.0,429.0,63.6,4813.0,1460.0,132.0,157.0,84.1,95.0,143.0,66.4,35.0,78.0,44.9,2.0,2.3,2.7,-0.3,18.0,26.0,18.0,10.0,35.0
1654,Yvann Macon,fr FRA,DF,Saint-Étienne,Ligue 1,22.0,1998.0,17.0,748.0,1002.0,74.7,12088.0,4019.0,404.0,473.0,85.4,260.0,332.0,78.3,59.0,122.0,48.4,0.0,1.4,1.3,-1.4,13.0,62.0,18.0,12.0,70.0
1655,James Maddison,eng ENG,"MF,FW",Leicester City,Premier League,24.0,1996.0,27.3,796.0,1089.0,73.1,13401.0,4128.0,389.0,453.0,85.9,292.0,365.0,80.0,89.0,198.0,44.9,8.0,5.1,3.9,2.9,48.0,82.0,38.0,7.0,136.0
1656,Niki Mäenpää,fi FIN,GK,Venezia,Serie A,36.0,1985.0,16.5,353.0,523.0,67.5,9427.0,6883.0,95.0,96.0,99.0,152.0,156.0,97.4,102.0,265.0,38.5,1.0,0.3,0.3,0.7,1.0,4.0,1.0,0.0,0.0
1657,Pablo Maffeo,es ESP,DF,Mallorca,La Liga,24.0,1997.0,32.7,888.0,1328.0,66.9,14240.0,5931.0,466.0,554.0,84.1,333.0,493.0,67.5,62.0,193.0,32.1,4.0,2.1,3.2,1.9,28.0,30.0,30.0,21.0,53.0
1658,Louis Mafouta,cf CTA,FW,Metz,Ligue 1,27.0,1994.0,5.8,110.0,141.0,78.0,1273.0,190.0,69.0,85.0,81.2,25.0,31.0,80.6,2.0,5.0,40.0,0.0,0.2,0.4,-0.2,2.0,5.0,0.0,0.0,4.0
1659,Giulio Maggiore,it ITA,MF,Spezia,Serie A,23.0,1998.0,31.3,834.0,1123.0,74.3,13492.0,4437.0,421.0,507.0,83.0,332.0,400.0,83.0,59.0,138.0,42.8,3.0,2.4,1.9,0.6,31.0,96.0,28.0,1.0,120.0
1660,Matej Maglica,hr CRO,MF,Stuttgart,Bundesliga,22.0,1998.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1661,Francesco Magnanelli,it ITA,MF,Sassuolo,Serie A,36.0,1984.0,3.0,228.0,255.0,89.4,3913.0,1045.0,111.0,119.0,93.3,85.0,90.0,94.4,24.0,34.0,70.6,0.0,0.0,0.1,0.0,1.0,24.0,1.0,0.0,20.0
1662,Giangiacomo Magnani,it ITA,DF,Hellas Verona,Serie A,25.0,1995.0,5.9,174.0,229.0,76.0,3305.0,1190.0,57.0,69.0,82.6,97.0,119.0,81.5,17.0,31.0,54.8,0.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,12.0
1664,Giangiacomo Magnani,it ITA,DF,Sampdoria,Serie A,25.0,1995.0,2.7,130.0,155.0,83.9,2576.0,927.0,39.0,45.0,86.7,76.0,80.0,95.0,14.0,27.0,51.9,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0
1665,Hugo Magnetti,fr FRA,MF,Brest,Ligue 1,23.0,1998.0,16.3,574.0,684.0,83.9,10444.0,2437.0,228.0,256.0,89.1,247.0,273.0,90.5,73.0,105.0,69.5,1.0,0.8,0.7,0.2,7.0,60.0,8.0,1.0,68.0
1666,Yohann Magnin,fr FRA,"MF,DF",Clermont Foot,Ligue 1,24.0,1997.0,19.1,727.0,904.0,80.4,11703.0,3387.0,374.0,429.0,87.2,265.0,305.0,86.9,59.0,104.0,56.7,0.0,0.6,0.9,-0.6,8.0,65.0,15.0,2.0,79.0
1667,Harry Maguire,eng ENG,DF,Manchester Utd,Premier League,28.0,1993.0,27.9,1353.0,1578.0,85.7,27400.0,9647.0,436.0,476.0,91.6,722.0,792.0,91.2,174.0,265.0,65.7,0.0,0.1,0.6,-0.1,4.0,116.0,2.0,0.0,115.0
1668,Riyad Mahrez,dz ALG,FW,Manchester City,Premier League,30.0,1991.0,16.6,777.0,947.0,82.0,11969.0,2132.0,443.0,486.0,91.2,264.0,313.0,84.3,53.0,102.0,52.0,5.0,4.2,3.8,0.8,39.0,27.0,34.0,6.0,70.0
1669,Arne Maier,de GER,MF,Augsburg,Bundesliga,22.0,1999.0,20.7,609.0,849.0,71.7,11377.0,3577.0,249.0,300.0,83.0,235.0,315.0,74.6,99.0,171.0,57.9,6.0,3.5,3.1,2.5,33.0,55.0,19.0,6.0,83.0
1670,Habib Maïga,ci CIV,MF,Metz,Ligue 1,25.0,1996.0,14.1,458.0,577.0,79.4,7408.0,2251.0,232.0,268.0,86.6,181.0,220.0,82.3,28.0,55.0,50.9,0.0,0.4,0.4,-0.4,10.0,47.0,3.0,1.0,53.0
1671,Mike Maignan,fr FRA,GK,Milan,Serie A,26.0,1995.0,32.0,913.0,1154.0,79.1,24884.0,17336.0,172.0,172.0,100.0,429.0,431.0,99.5,305.0,543.0,56.2,1.0,0.4,0.1,0.6,2.0,36.0,2.0,0.0,1.0
1672,Ainsley Maitland-Niles,eng ENG,MF,Arsenal,Premier League,23.0,1997.0,3.0,106.0,138.0,76.8,1811.0,549.0,46.0,58.0,79.3,54.0,62.0,87.1,6.0,13.0,46.2,0.0,0.3,0.5,-0.3,3.0,16.0,4.0,1.0,15.0
1673,Ainsley Maitland-Niles,eng ENG,DF,Roma,Serie A,23.0,1997.0,5.4,249.0,326.0,76.4,4079.0,1366.0,126.0,142.0,88.7,96.0,122.0,78.7,20.0,41.0,48.8,0.0,0.6,1.0,-0.6,5.0,15.0,6.0,4.0,24.0
1674,Josh Maja,ng NGA,FW,Bordeaux,Ligue 1,22.0,1998.0,0.1,4.0,5.0,80.0,51.0,12.0,3.0,3.0,100.0,1.0,2.0,50.0,0.0,0.0,,0.0,0.1,0.0,-0.1,1.0,0.0,1.0,0.0,1.0
1675,Abdul Majeed Waris,gh GHA,"FW,MF",Strasbourg,Ligue 1,29.0,1991.0,3.6,97.0,132.0,73.5,1324.0,306.0,62.0,75.0,82.7,26.0,35.0,74.3,4.0,7.0,57.1,0.0,0.5,1.1,-0.5,4.0,6.0,3.0,2.0,11.0
1676,Lovro Majer,hr CRO,"MF,FW",Rennes,Ligue 1,23.0,1998.0,20.4,801.0,1052.0,76.1,13554.0,3712.0,383.0,443.0,86.5,298.0,371.0,80.3,87.0,160.0,54.4,8.0,5.2,5.7,2.8,45.0,85.0,30.0,5.0,147.0
1677,Jean-Victor Makengo,fr FRA,MF,Udinese,Serie A,23.0,1998.0,26.1,702.0,843.0,83.3,10197.0,2658.0,404.0,449.0,90.0,232.0,266.0,87.2,32.0,49.0,65.3,3.0,2.2,1.3,0.8,26.0,70.0,15.0,3.0,95.0
1678,Béni Makouana,cg CGO,"FW,MF",Montpellier,Ligue 1,18.0,2002.0,3.6,54.0,80.0,67.5,665.0,144.0,35.0,45.0,77.8,12.0,17.0,70.6,1.0,2.0,50.0,0.0,0.5,0.6,-0.5,4.0,5.0,3.0,1.0,2.0
1679,Nemanja Maksimović,rs SRB,MF,Getafe,La Liga,26.0,1995.0,32.6,661.0,865.0,76.4,9614.0,2172.0,390.0,460.0,84.8,205.0,269.0,76.2,36.0,64.0,56.3,2.0,0.8,1.0,1.2,19.0,47.0,7.0,1.0,51.0
1680,Nikola Maksimović,rs SRB,DF,Genoa,Serie A,29.0,1991.0,12.4,421.0,508.0,82.9,8193.0,3305.0,145.0,165.0,87.9,221.0,244.0,90.6,52.0,88.0,59.1,0.0,0.1,0.1,-0.1,2.0,37.0,1.0,1.0,35.0
1681,Kévin Malcuit,ma MAR,"DF,MF",Napoli,Serie A,30.0,1991.0,3.2,110.0,156.0,70.5,1710.0,723.0,61.0,74.0,82.4,40.0,52.0,76.9,8.0,19.0,42.1,1.0,0.2,0.3,0.8,2.0,7.0,3.0,1.0,11.0
1682,Daniel Maldini,it ITA,MF,Milan,Serie A,19.0,2001.0,1.6,33.0,48.0,68.8,479.0,118.0,20.0,27.0,74.1,12.0,14.0,85.7,1.0,2.0,50.0,0.0,0.1,0.1,-0.1,1.0,1.0,1.0,0.0,3.0
1683,Youssef Maleh,it ITA,MF,Fiorentina,Serie A,22.0,1998.0,11.3,332.0,417.0,79.6,5343.0,1275.0,181.0,207.0,87.4,119.0,144.0,82.6,24.0,40.0,60.0,2.0,1.8,2.0,0.2,14.0,30.0,7.0,4.0,43.0
1684,Donyell Malen,nl NED,FW,Dortmund,Bundesliga,22.0,1999.0,18.7,394.0,542.0,72.7,4863.0,1149.0,241.0,308.0,78.2,95.0,137.0,69.3,13.0,24.0,54.2,3.0,4.1,2.1,-1.1,21.0,19.0,18.0,5.0,39.0
1685,Ruslan Malinovskyi,ua UKR,"MF,FW",Atalanta,Serie A,28.0,1993.0,17.7,669.0,928.0,72.1,11706.0,3601.0,293.0,352.0,83.2,257.0,329.0,78.1,87.0,162.0,53.7,5.0,5.9,5.3,-0.9,45.0,70.0,48.0,6.0,111.0
1686,Hugo Mallo,es ESP,DF,Celta Vigo,La Liga,30.0,1991.0,20.3,934.0,1244.0,75.1,14611.0,5612.0,469.0,524.0,89.5,384.0,516.0,74.4,48.0,126.0,38.1,1.0,2.7,1.9,-1.7,20.0,61.0,23.0,9.0,90.0
1687,Lennard Maloney,us USA,DF,Dortmund,Bundesliga,21.0,1999.0,0.1,13.0,16.0,81.3,267.0,83.0,5.0,5.0,100.0,6.0,6.0,100.0,2.0,5.0,40.0,0.0,0.0,0.1,0.0,1.0,1.0,1.0,1.0,1.0
1688,Mickael Malsa,mq MTQ,MF,Levante,La Liga,25.0,1995.0,12.7,434.0,538.0,80.7,7587.0,2515.0,204.0,229.0,89.1,180.0,202.0,89.1,44.0,84.0,52.4,2.0,1.7,1.1,0.3,10.0,46.0,5.0,0.0,53.0
1690,Giorgi Mamardashvili,ge GEO,GK,Valencia,La Liga,20.0,2000.0,18.0,281.0,498.0,56.4,10131.0,8320.0,36.0,38.0,94.7,105.0,110.0,95.5,138.0,345.0,40.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
1691,Rey Manaj,al ALB,FW,Spezia,Serie A,24.0,1997.0,19.6,329.0,448.0,73.4,4645.0,721.0,197.0,253.0,77.9,109.0,137.0,79.6,10.0,14.0,71.4,0.0,1.2,0.8,-1.2,13.0,25.0,5.0,1.0,29.0
1692,Hianga Mananga Mbock,fr FRA,MF,Brest,Ligue 1,21.0,1999.0,8.9,245.0,275.0,89.1,4207.0,987.0,109.0,122.0,89.3,112.0,120.0,93.3,18.0,23.0,78.3,0.0,0.0,0.2,0.0,1.0,30.0,4.0,0.0,35.0
1693,Vincent Manceau,fr FRA,DF,Angers,Ligue 1,32.0,1989.0,26.2,1412.0,1607.0,87.9,28048.0,11724.0,490.0,521.0,94.0,727.0,789.0,92.1,190.0,265.0,71.7,0.0,0.3,0.3,-0.3,2.0,111.0,2.0,0.0,113.0
1694,Gianluca Mancini,it ITA,DF,Roma,Serie A,25.0,1996.0,32.0,1533.0,1817.0,84.4,29867.0,11118.0,513.0,564.0,91.0,828.0,893.0,92.7,180.0,319.0,56.4,0.0,0.3,0.8,-0.3,6.0,125.0,16.0,2.0,137.0
1695,Leonardo Mancuso,it ITA,FW,Empoli,Serie A,29.0,1992.0,4.7,51.0,77.0,66.2,806.0,180.0,32.0,42.0,76.2,11.0,21.0,52.4,7.0,11.0,63.6,0.0,0.3,0.2,-0.3,3.0,1.0,5.0,1.0,5.0
1696,Steve Mandanda,fr FRA,GK,Marseille,Ligue 1,36.0,1985.0,9.0,327.0,402.0,81.3,7761.0,5343.0,84.0,86.0,97.7,175.0,178.0,98.3,66.0,133.0,49.6,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0
1697,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,La Liga,27.0,1994.0,14.4,559.0,688.0,81.3,8156.0,3401.0,310.0,338.0,91.7,194.0,238.0,81.5,24.0,62.0,38.7,0.0,0.1,0.2,-0.1,3.0,26.0,4.0,0.0,43.0
1698,Reinildo Mandava,mz MOZ,DF,Lille,Ligue 1,27.0,1994.0,16.9,801.0,961.0,83.4,11676.0,4096.0,478.0,512.0,93.4,274.0,326.0,84.0,31.0,71.0,43.7,0.0,0.2,0.6,-0.2,4.0,49.0,4.0,1.0,65.0
1699,Aïssa Mandi,dz ALG,DF,Villarreal,La Liga,29.0,1991.0,15.3,920.0,990.0,92.9,17568.0,6054.0,331.0,353.0,93.8,479.0,499.0,96.0,100.0,117.0,85.5,0.0,0.1,0.1,-0.1,1.0,30.0,1.0,0.0,54.0
1700,Rolando Mandragora,it ITA,MF,Torino,Serie A,24.0,1997.0,14.7,647.0,769.0,84.1,10725.0,3264.0,314.0,343.0,91.5,257.0,295.0,87.1,56.0,91.0,61.5,2.0,2.9,1.7,-0.9,31.0,83.0,11.0,6.0,82.0
1701,Anthony Mandrea,dz ALG,GK,Angers,Ligue 1,24.0,1996.0,10.0,161.0,273.0,59.0,5083.0,3669.0,18.0,18.0,100.0,80.0,81.0,98.8,62.0,172.0,36.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
1702,Sadio Mané,sn SEN,FW,Liverpool,Premier League,29.0,1992.0,31.3,818.0,1100.0,74.4,12061.0,2748.0,460.0,550.0,83.6,274.0,360.0,76.1,44.0,67.0,65.7,2.0,5.2,4.4,-3.2,41.0,63.0,61.0,5.0,130.0
1703,Eliaquim Mangala,fr FRA,DF,Saint-Étienne,Ligue 1,30.0,1991.0,13.1,504.0,594.0,84.8,10020.0,3185.0,137.0,158.0,86.7,300.0,331.0,90.6,57.0,84.0,67.9,0.0,0.0,0.1,0.0,1.0,19.0,1.0,0.0,24.0
1704,Orel Mangala,be BEL,MF,Stuttgart,Bundesliga,23.0,1998.0,20.6,655.0,793.0,82.6,9824.0,2143.0,339.0,388.0,87.4,249.0,281.0,88.6,32.0,50.0,64.0,3.0,2.4,1.2,0.6,29.0,45.0,9.0,0.0,71.0
1705,Thomas Mangani,fr FRA,MF,Angers,Ligue 1,34.0,1987.0,24.4,1165.0,1491.0,78.1,20956.0,6681.0,538.0,618.0,87.1,423.0,520.0,81.3,155.0,256.0,60.5,2.0,1.3,2.3,0.7,28.0,126.0,14.0,4.0,165.0
1706,Ricardo Mangas,pt POR,DF,Bordeaux,Ligue 1,23.0,1998.0,26.1,808.0,1057.0,76.4,13923.0,5183.0,358.0,424.0,84.4,350.0,443.0,79.0,74.0,120.0,61.7,1.0,0.6,1.5,0.4,16.0,47.0,14.0,1.0,89.0
1707,Kostas Manolas,gr GRE,DF,Napoli,Serie A,30.0,1991.0,3.5,223.0,234.0,95.3,4147.0,1502.0,86.0,88.0,97.7,114.0,119.0,95.8,22.0,24.0,91.7,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,13.0
1708,Javier Manquillo,es ESP,DF,Newcastle Utd,Premier League,27.0,1994.0,14.0,308.0,424.0,72.6,4133.0,1621.0,194.0,223.0,87.0,85.0,124.0,68.5,12.0,38.0,31.6,2.0,0.3,0.3,1.7,4.0,19.0,0.0,0.0,22.0
1709,Myziane Maolida,fr FRA,MF,Nice,Ligue 1,22.0,1999.0,0.4,4.0,7.0,57.1,38.0,2.0,2.0,4.0,50.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710,Myziane Maolida,fr FRA,"FW,MF",Hertha BSC,Bundesliga,22.0,1999.0,8.6,155.0,229.0,67.7,1976.0,556.0,100.0,128.0,78.1,38.0,57.0,66.7,4.0,10.0,40.0,1.0,0.2,0.6,0.8,4.0,4.0,7.0,1.0,20.0
1711,Sekou Mara,fr FRA,"FW,MF",Bordeaux,Ligue 1,19.0,2002.0,10.1,129.0,193.0,66.8,1844.0,427.0,74.0,105.0,70.5,37.0,51.0,72.5,8.0,12.0,66.7,0.0,0.7,0.5,-0.7,7.0,11.0,5.0,1.0,15.0
1712,Maranhão,br BRA,"FW,MF",Valencia,La Liga,24.0,1996.0,10.8,122.0,184.0,66.3,1764.0,430.0,63.0,81.0,77.8,46.0,65.0,70.8,6.0,14.0,42.9,3.0,2.6,1.2,0.4,13.0,12.0,6.0,0.0,20.0
1713,Nikola Maraš,rs SRB,DF,Rayo Vallecano,La Liga,25.0,1995.0,11.6,370.0,457.0,81.0,7260.0,2514.0,119.0,136.0,87.5,208.0,240.0,86.7,39.0,73.0,53.4,0.0,0.1,0.1,-0.1,3.0,11.0,0.0,0.0,22.0
1714,Fernando Marçal,br BRA,"MF,DF",Wolves,Premier League,32.0,1989.0,16.1,669.0,887.0,75.4,10434.0,3383.0,356.0,394.0,90.4,264.0,347.0,76.1,35.0,87.0,40.2,0.0,0.6,0.7,-0.6,10.0,35.0,9.0,4.0,50.0
1716,Marcelo,br BRA,DF,Real Madrid,La Liga,33.0,1988.0,5.8,385.0,466.0,82.6,6104.0,1530.0,203.0,220.0,92.3,145.0,166.0,87.3,23.0,52.0,44.2,2.0,0.7,0.8,1.3,9.0,29.0,10.0,4.0,47.0
1717,Marcelo,br BRA,DF,Bordeaux,Ligue 1,34.0,1987.0,10.0,560.0,674.0,83.1,12388.0,4281.0,145.0,169.0,85.8,306.0,336.0,91.1,105.0,158.0,66.5,0.0,0.2,0.4,-0.2,3.0,23.0,0.0,0.0,28.0
1718,Marcelo,br BRA,DF,Lyon,Ligue 1,34.0,1987.0,2.0,152.0,168.0,90.5,2765.0,843.0,49.0,54.0,90.7,94.0,101.0,93.1,8.0,10.0,80.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0
1719,Solly March,eng ENG,"DF,FW",Brighton,Premier League,27.0,1994.0,19.4,556.0,771.0,72.1,9536.0,2619.0,291.0,348.0,83.6,178.0,245.0,72.7,67.0,115.0,58.3,2.0,2.3,2.9,-0.3,35.0,30.0,33.0,8.0,69.0
1720,Riccardo Marchizza,it ITA,DF,Empoli,Serie A,23.0,1998.0,15.0,460.0,667.0,69.0,7988.0,2761.0,224.0,253.0,88.5,186.0,247.0,75.3,43.0,114.0,37.7,1.0,1.4,1.3,-0.4,11.0,36.0,13.0,10.0,58.0
1721,Gian Marco Ferrari,it ITA,DF,Sassuolo,Serie A,29.0,1992.0,34.7,2028.0,2259.0,89.8,37880.0,14982.0,726.0,787.0,92.2,1008.0,1083.0,93.1,231.0,297.0,77.8,0.0,0.5,0.6,-0.5,7.0,127.0,9.0,0.0,133.0
1722,Iván Marcone,ar ARG,MF,Elche,La Liga,31.0,1990.0,9.0,355.0,432.0,82.2,6131.0,1902.0,163.0,190.0,85.8,140.0,153.0,91.5,38.0,54.0,70.4,0.0,0.0,0.1,0.0,0.0,24.0,1.0,1.0,28.0
1723,Óscar de Marcos,es ESP,DF,Athletic Club,La Liga,32.0,1989.0,18.7,867.0,1145.0,75.7,13320.0,5191.0,497.0,560.0,88.8,289.0,380.0,76.1,60.0,118.0,50.8,2.0,2.1,1.7,-0.1,18.0,66.0,19.0,8.0,92.0
1724,Davide Marfella,it ITA,GK,Napoli,Serie A,21.0,1999.0,0.1,1.0,1.0,100.0,15.0,9.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1725,José Mari,es ESP,MF,Cádiz,La Liga,33.0,1987.0,4.3,160.0,193.0,82.9,3246.0,842.0,56.0,63.0,88.9,77.0,82.0,93.9,27.0,41.0,65.9,0.0,0.0,0.1,0.0,1.0,18.0,2.0,0.0,25.0
1726,Pablo Marí,es ESP,DF,Arsenal,Premier League,27.0,1993.0,2.0,79.0,92.0,85.9,1437.0,481.0,33.0,37.0,89.2,40.0,41.0,97.6,5.0,11.0,45.5,0.0,0.1,0.3,-0.1,1.0,6.0,0.0,0.0,9.0
1727,Pablo Marí,es ESP,DF,Udinese,Serie A,27.0,1993.0,14.9,441.0,621.0,71.0,9269.0,4255.0,139.0,166.0,83.7,218.0,271.0,80.4,77.0,161.0,47.8,0.0,0.7,0.4,-0.7,4.0,21.0,0.0,0.0,20.0
1728,José María Giménez,uy URU,DF,Atlético Madrid,La Liga,26.0,1995.0,22.7,820.0,929.0,88.3,16202.0,5701.0,268.0,285.0,94.0,429.0,466.0,92.1,100.0,144.0,69.4,1.0,0.9,0.2,0.1,5.0,36.0,0.0,0.0,44.0
1729,Mariano,do DOM,FW,Real Madrid,La Liga,27.0,1993.0,3.8,42.0,61.0,68.9,602.0,163.0,26.0,32.0,81.3,11.0,15.0,73.3,3.0,7.0,42.9,1.0,0.8,0.6,0.2,6.0,2.0,4.0,0.0,5.0
1730,Răzvan Marin,ro ROU,MF,Cagliari,Serie A,25.0,1996.0,31.3,997.0,1303.0,76.5,18286.0,5962.0,440.0,503.0,87.5,371.0,435.0,85.3,156.0,285.0,54.7,5.0,6.4,5.8,-1.4,68.0,111.0,31.0,6.0,142.0
1731,Guillermo Maripán,cl CHI,DF,Monaco,Ligue 1,27.0,1994.0,20.4,1195.0,1350.0,88.5,24172.0,8582.0,343.0,373.0,92.0,705.0,747.0,94.4,144.0,208.0,69.2,0.0,0.3,0.4,-0.3,2.0,80.0,2.0,0.0,80.0
1732,Mika Màrmol,es ESP,DF,Barcelona,La Liga,19.0,2002.0,0.0,4.0,5.0,80.0,49.0,7.0,3.0,4.0,75.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1733,Omar Marmoush,eg EGY,FW,Wolfsburg,Bundesliga,22.0,1999.0,0.3,6.0,9.0,66.7,59.0,30.0,4.0,4.0,100.0,1.0,2.0,50.0,0.0,0.0,,0.0,0.2,0.1,-0.2,1.0,2.0,0.0,0.0,2.0
1734,Omar Marmoush,eg EGY,FW,Stuttgart,Bundesliga,22.0,1999.0,17.5,309.0,451.0,68.5,4764.0,1246.0,162.0,211.0,76.8,97.0,133.0,72.9,25.0,46.0,54.3,5.0,2.0,2.0,3.0,32.0,24.0,8.0,2.0,33.0
1735,Marquinhos,br BRA,DF,Paris S-G,Ligue 1,27.0,1994.0,31.8,2241.0,2408.0,93.1,43015.0,15025.0,788.0,820.0,96.1,1190.0,1236.0,96.3,235.0,308.0,76.3,0.0,0.4,1.5,-0.4,7.0,145.0,9.0,0.0,128.0
1736,Roger Martí,es ESP,FW,Levante,La Liga,30.0,1991.0,23.5,313.0,462.0,67.7,4374.0,1057.0,190.0,240.0,79.2,87.0,126.0,69.0,18.0,37.0,48.6,3.0,3.2,1.0,-0.2,23.0,23.0,15.0,1.0,50.0
1737,Anthony Martial,fr FRA,FW,Manchester Utd,Premier League,25.0,1995.0,2.4,67.0,86.0,77.9,946.0,198.0,43.0,51.0,84.3,23.0,28.0,82.1,0.0,2.0,0.0,0.0,0.0,0.4,0.0,0.0,5.0,5.0,0.0,14.0
1738,Anthony Martial,fr FRA,"FW,MF",Sevilla,La Liga,25.0,1995.0,5.4,129.0,158.0,81.6,1757.0,260.0,76.0,91.0,83.5,32.0,36.0,88.9,7.0,9.0,77.8,1.0,0.1,0.2,0.9,2.0,6.0,4.0,1.0,11.0
1739,Martín,es ESP,MF,Cádiz,La Liga,22.0,1999.0,1.3,34.0,48.0,70.8,645.0,246.0,20.0,22.0,90.9,8.0,12.0,66.7,6.0,12.0,50.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,0.0,5.0
1740,Aarón Martín,es ESP,DF,Mainz 05,Bundesliga,24.0,1997.0,25.5,768.0,1126.0,68.2,13643.0,5220.0,377.0,427.0,88.3,274.0,364.0,75.3,104.0,272.0,38.2,1.0,5.0,4.8,-4.0,46.0,57.0,29.0,17.0,69.0
1742,Ander Martin,es ESP,"FW,MF",Real Sociedad,La Liga,20.0,2000.0,1.0,36.0,49.0,73.5,420.0,62.0,25.0,29.0,86.2,7.0,9.0,77.8,1.0,5.0,20.0,0.0,0.1,0.1,-0.1,2.0,0.0,1.0,0.0,2.0
1743,Andrés Martín,es ESP,"FW,MF",Rayo Vallecano,La Liga,22.0,1999.0,2.1,21.0,35.0,60.0,304.0,80.0,12.0,17.0,70.6,9.0,13.0,69.2,0.0,2.0,0.0,0.0,0.0,0.1,0.0,0.0,2.0,1.0,0.0,4.0
1744,Carlos Martín,es ESP,DF,Atlético Madrid,La Liga,19.0,2002.0,0.1,1.0,2.0,50.0,16.0,0.0,0.0,0.0,,1.0,2.0,50.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1745,Iván Martín,es ESP,"MF,FW",Alavés,La Liga,22.0,1999.0,1.8,51.0,65.0,78.5,722.0,209.0,33.0,35.0,94.3,15.0,18.0,83.3,2.0,7.0,28.6,0.0,0.0,0.1,0.0,0.0,7.0,0.0,0.0,9.0
1746,Jonas Martin,fr FRA,MF,Rennes,Ligue 1,31.0,1990.0,23.4,1533.0,1695.0,90.4,25615.0,7212.0,731.0,792.0,92.3,638.0,672.0,94.9,117.0,149.0,78.5,1.0,1.3,1.1,-0.3,9.0,142.0,7.0,0.0,132.0
1747,Martinelli,br BRA,"FW,MF",Arsenal,Premier League,20.0,2001.0,20.7,439.0,611.0,71.8,6765.0,1235.0,252.0,303.0,83.2,150.0,204.0,73.5,29.0,62.0,46.8,6.0,4.3,3.4,1.7,34.0,11.0,16.0,5.0,37.0
