,Player,Squad,90s,Att,Pass Types - Live,Pass Types - Dead,Pass Types - FK,Pass Types - TB,Pass Types - Sw,Pass Types - Crs,Pass Types - TI,Pass Types - CK,Corner Kicks - In,Corner Kicks - Out,Corner Kicks - Str,Outcomes - Cmp,Outcomes - Off,Outcomes - Blocks
526,Eberechi Eze,Crystal Palace,2.0,87,73,11,4,1,0,5,0,3,2,0,0,67,3,1
527,Abde Ezzalzouli,Betis,0.7,29,26,3,0,0,0,2,3,0,0,0,0,22,0,1
528,Giovanni Fabbian,Bologna,1.1,25,24,1,0,0,0,1,1,0,0,0,0,22,0,1
529,Wout Faes,Leicester City,2.0,95,89,6,1,1,0,0,0,0,0,0,0,85,0,0
530,Nicolo Fagioli,Juventus,1.3,90,87,3,3,1,0,0,0,0,0,0,0,84,0,1
531,Romain Faivre,Brest,1.2,47,47,0,0,0,0,1,0,0,0,0,0,38,0,2
532,Wladimiro Falcone,Lecce,2.0,51,43,8,4,0,0,0,0,0,0,0,0,36,0,0
533,Abdul Fatawu Issahaku,Leicester City,2.0,49,47,2,0,2,1,5,2,0,0,0,0,30,0,4
534,Jacopo Fazzini,Empoli,1.9,29,28,1,0,0,0,2,0,0,0,0,0,19,0,0
535,Peter Federico,Getafe,0.7,12,11,0,0,0,0,2,0,0,0,0,0,8,1,1
536,Nabil Fekir,Betis,2.0,82,71,11,3,1,1,10,0,8,3,3,0,67,0,4
537,Joao Felix,Chelsea,0.3,13,13,0,0,0,0,0,0,0,0,0,0,10,0,0
538,Kiko Femenia,Villarreal,3.0,197,162,35,6,0,2,7,28,0,0,0,0,177,0,4
539,Zinedine Ferhat,Angers,0.3,15,13,1,0,0,0,1,0,1,0,1,0,11,1,0
540,Bruno Fernandes,Manchester Utd,1.9,105,91,13,2,0,0,13,1,7,3,2,0,75,1,5
541,Mateus Fernandes,Southampton,0.2,12,11,1,1,0,0,0,0,0,0,0,0,11,0,0
542,Enzo Fernandez,Chelsea,2.0,115,106,9,4,0,2,5,0,5,4,0,0,90,0,3
543,Jordan Ferri,Montpellier,1.7,74,71,3,3,0,0,2,0,0,0,0,0,64,0,0
544,Karol Fila,Strasbourg,0.1,4,4,0,0,0,0,0,0,0,0,0,0,2,0,1
546,Kilian Fischer,Wolfsburg,1.0,28,19,9,0,0,0,2,9,0,0,0,0,15,0,1
547,Mark Flekken,Brentford,2.0,109,86,23,11,0,1,0,0,0,0,0,0,83,0,0
548,Phil Foden,Manchester City,0.5,28,28,0,0,0,0,0,0,0,0,0,0,24,0,0
549,Malick Fofana,Lyon,1.1,29,28,1,0,1,0,3,1,0,0,0,0,20,0,1
550,Wesley Fofana,Chelsea,2.0,103,102,1,1,0,0,0,0,0,0,0,0,91,0,1
551,Yahia Fofana,Angers,2.0,69,52,17,6,0,0,0,0,0,0,0,0,47,0,0
552,Youssouf Fofana,Milan,0.3,26,26,0,0,0,0,0,0,0,0,0,0,21,0,0
553,Jonas Fohrenbach,Heidenheim,1.0,53,40,13,0,0,0,1,13,0,0,0,0,34,0,3
554,Lamine Fomba,Saint-Étienne,0.1,6,6,0,0,0,1,0,0,0,0,0,0,5,0,0
555,Pablo Fornals,Betis,1.5,55,49,6,1,0,0,3,2,3,0,2,0,42,0,1
556,Dimitri Foulquier,Valencia,1.4,88,68,20,3,0,0,7,17,0,0,0,0,59,0,4
557,Przemyslaw Frankowski,Lens,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1
558,Enric Franquesa,Leganés,1.6,30,28,1,0,0,0,2,1,0,0,0,0,19,1,2
559,Davide Frattesi,Inter,0.5,17,16,1,0,1,0,0,1,0,0,0,0,12,0,0
560,Morten Frendrup,Genoa,2.0,50,47,2,2,0,0,0,0,0,0,0,0,43,1,1
561,Martin Frese,Hellas Verona,1.0,53,46,7,1,0,0,1,6,0,0,0,0,41,0,1
562,Remo Freuler,Bologna,2.0,150,141,8,6,1,0,1,2,0,0,0,0,137,1,2
563,Marco Friedl,Werder Bremen,1.0,45,43,2,2,0,0,0,0,0,0,0,0,41,0,0
564,Jeremie Frimpong,Leverkusen,1.0,35,32,3,0,0,0,5,3,0,0,0,0,27,0,2
565,Jorge de Frutos,Rayo Vallecano,2.2,48,48,0,0,0,0,4,0,0,0,0,0,29,0,6
566,Chris Fuhrich,Stuttgart,0.9,39,39,0,0,0,0,1,0,0,0,0,0,32,0,2
567,Angelo Fulgini,Lens,1.0,44,41,2,0,1,1,2,0,2,2,0,0,29,1,1
568,Niclas Fullkrug,West Ham,0.5,9,8,1,0,0,0,0,0,0,0,0,0,8,0,0
569,Manuel Fuster,Las Palmas,0.3,25,19,6,2,1,0,5,1,3,1,2,0,18,0,0
570,Alessandro Gabrielloni,Como,0.4,3,2,1,0,0,0,0,0,0,0,0,0,2,0,1
572,Roberto Gagliardini,Monza,0.7,48,45,3,3,0,0,1,0,0,0,0,0,45,0,0
573,Cody Gakpo,Liverpool,0.3,18,18,0,0,0,0,3,0,0,0,0,0,13,0,0
574,Conor Gallagher,Atlético Madrid,0.4,9,9,0,0,0,0,0,0,0,0,0,0,6,0,0
575,Antonino Gallo,Lecce,2.0,94,75,18,2,0,0,14,11,5,2,2,0,72,1,0
576,Idrissa Gana Gueye,Everton,2.0,63,59,4,1,1,0,0,0,0,0,0,0,53,0,0
577,Aleix Garcia,Leverkusen,0.1,27,24,3,2,0,0,1,0,1,0,1,0,24,0,0
578,Alvaro Garcia,Rayo Vallecano,0.9,29,29,0,0,0,0,3,0,0,0,0,0,19,0,1
579,Eric Garcia,Barcelona,0.3,13,13,0,0,0,0,0,0,0,0,0,0,12,0,0
580,Fran Garcia,Real Madrid,1.0,67,63,4,0,0,1,3,4,0,0,0,0,63,0,0
581,Joan Garcia,Espanyol,3.0,105,77,28,13,0,0,0,0,0,0,0,0,68,0,1
582,Ruben Garcia,Osasuna,1.6,72,64,8,3,0,3,10,0,4,2,0,0,55,0,4
583,Alejandro Garnacho,Manchester Utd,0.6,27,26,0,0,0,1,2,0,0,0,0,0,21,1,1
584,Yarek Gasiorowski,Valencia,2.0,89,86,3,3,1,0,0,0,0,0,0,0,78,0,0
585,Gaspar,Lecce,2.0,90,83,7,7,0,0,0,0,0,0,0,0,74,0,0
586,Federico Gatti,Juventus,1.9,134,131,3,3,0,0,0,0,0,0,0,0,129,0,0
587,Paulo Gazzaniga,Girona,2.0,62,53,9,2,0,0,0,0,0,0,0,0,48,0,0
588,Yann Gboho,Toulouse,2.0,49,48,0,0,0,0,6,0,0,0,0,0,32,1,3
589,Dennis Geiger,Hoffenheim,0.2,7,6,0,0,0,0,0,0,0,0,0,0,6,1,0
590,Valentin Gendrey,Lecce,2.0,55,41,14,0,0,0,3,14,0,0,0,0,42,0,0
591,Yannick Gerhardt,Wolfsburg,0.1,6,6,0,0,0,0,1,0,0,0,0,0,3,0,0
592,Lautaro Gianetti,Udinese,1.8,52,41,11,6,0,1,0,0,0,0,0,0,38,0,0
593,Dimitris Giannoulis,Augsburg,0.9,34,27,6,0,1,0,4,6,0,0,0,0,22,1,3
594,Morgan Gibbs-White,Nott'ham Forest,2.0,97,97,0,0,1,2,3,0,0,0,0,0,72,0,4
595,Bryan Gil,Girona,1.9,81,77,3,0,0,0,7,3,0,0,0,0,67,1,2
596,Billy Gilmour,Brighton,1.1,67,65,2,1,1,2,1,0,1,1,0,0,58,0,0
598,Benedikt Gimber,Heidenheim,1.0,40,37,3,0,0,0,0,0,0,0,0,0,36,0,0
599,Matthias Ginter,Freiburg,0.2,4,2,2,1,0,0,0,0,0,0,0,0,3,0,0
600,Jamie Gittens,Dortmund,0.4,10,10,0,0,0,0,1,0,0,0,0,0,9,0,0
601,Serge Gnabry,Bayern Munich,1.0,34,34,0,0,0,0,1,0,0,0,0,0,23,0,3
602,Ben Godfrey,Atalanta,0.3,10,8,2,1,0,0,0,1,0,0,0,0,8,0,1
603,Edoardo Goldaniga,Como,1.0,58,54,3,3,0,0,0,0,0,0,0,0,55,1,0
604,Pierluigi Gollini,Genoa,2.0,68,45,23,9,0,0,0,0,0,0,0,0,48,0,0
605,Angel Gomes,Lille,0.5,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0
606,Joao Gomes,Wolves,1.9,79,76,3,2,1,1,2,1,0,0,0,0,66,0,1
607,Rodrigo Gomes,Wolves,1.1,25,22,3,0,1,0,5,2,1,0,1,0,13,0,0
608,Toti Gomes,Wolves,2.0,98,87,10,5,0,0,0,3,0,0,0,0,86,1,3
609,Dani Gomez,Valencia,0.5,11,9,2,0,0,0,0,2,0,0,0,0,8,0,2
610,Moi Gomez,Osasuna,0.9,53,49,4,2,0,0,2,0,1,0,1,0,47,0,0
611,Sergi Gomez,Espanyol,1.3,81,75,6,4,0,0,0,0,0,0,0,0,74,0,0
612,Sergio Gomez,Real Sociedad,2.1,114,92,22,6,0,0,19,3,13,5,8,0,86,0,2
613,Unai Gomez,Athletic Club,0.9,19,15,4,0,0,0,5,0,4,4,0,0,14,0,0
614,Urko Gonzalez,Real Sociedad,0.5,17,17,0,0,0,1,1,0,0,0,0,0,10,0,1
615,Anthony Gordon,Newcastle Utd,1.7,54,45,9,2,0,0,10,3,4,2,1,0,38,0,5
616,Andoni Gorosabel,Athletic Club,0.9,28,20,8,0,0,0,0,8,0,0,0,0,24,0,1
617,Robin Gosens,Union Berlin,1.0,42,32,9,0,0,0,1,9,0,0,0,0,23,1,0
618,Mario Gotze,Eint Frankfurt,0.8,19,19,0,0,0,0,0,0,0,0,0,0,12,0,4
619,Amine Gouiri,Rennes,1.8,40,36,4,0,0,0,0,0,0,0,0,0,35,0,0
620,Jeffrey Gouweleeuw,Augsburg,1.0,50,47,3,3,0,0,0,0,0,0,0,0,45,0,0
621,Kamil Grabara,Wolfsburg,1.0,42,37,5,4,0,0,0,0,0,0,0,0,23,0,0
622,Jonathan Gradit,Lens,1.8,120,117,3,3,1,1,2,0,0,0,0,0,99,0,1
624,Jose Gragera,Espanyol,2.5,86,82,3,3,0,0,0,0,0,0,0,0,76,1,2
625,Samuel Grandsir,Le Havre,0.2,3,3,0,0,1,0,0,0,0,0,0,0,2,0,0
626,Ryan Gravenberch,Liverpool,2.0,135,135,0,0,2,0,0,0,0,0,0,0,122,0,2
627,Archie Gray,Tottenham,0.3,36,33,3,3,0,0,0,0,0,0,0,0,32,0,3
628,Jack Grealish,Manchester City,0.2,14,14,0,0,0,0,0,0,0,0,0,0,12,0,1
629,Jacob Greaves,Ipswich Town,2.0,64,62,1,0,0,0,0,1,0,0,0,0,55,1,0
630,Mason Greenwood,Marseille,2.0,56,55,1,1,0,3,0,0,0,0,0,0,48,0,0
631,Dominik Greif,Mallorca,2.0,47,34,13,4,0,0,0,0,0,0,0,0,26,0,0
632,Antoine Griezmann,Atlético Madrid,2.2,92,87,5,1,1,2,6,0,4,2,2,0,73,0,3
633,Vincenzo Grifo,Freiburg,0.9,48,38,10,2,1,1,6,2,4,0,4,0,36,0,2
634,Florian Grillitsch,Hoffenheim,0.8,42,42,0,0,0,2,1,0,0,0,0,0,40,0,0
635,Alex Grimaldo,Leverkusen,1.0,47,41,6,1,0,0,4,3,2,0,1,0,41,0,3
636,Pascal Gross,Dortmund,1.0,112,104,8,0,0,0,7,1,7,2,3,0,106,0,0
637,Marco Grull,Werder Bremen,0.1,3,3,0,0,0,0,0,0,0,0,0,0,1,0,2
638,Albert Gronbaek,Rennes,1.7,31,27,4,0,0,0,5,1,3,3,0,0,23,0,1
639,Nemanja Gudelj,Sevilla,1.8,100,91,9,5,0,0,0,0,0,0,0,0,94,0,0
640,Gabriel Gudmundsson,Lille,1.1,50,36,14,0,0,1,5,14,0,0,0,0,41,0,2
641,Marc Guehi,Crystal Palace,2.0,130,124,5,5,0,0,0,0,0,0,0,0,113,1,0
642,Matteo Guendouzi,Lazio,2.0,125,113,11,6,1,0,2,5,0,0,0,0,107,1,1
643,Javier Guerra,Valencia,1.7,60,55,1,1,0,0,0,0,0,0,0,0,49,4,0
644,Evann Guessand,Nice,2.0,27,23,4,0,0,0,3,0,0,0,0,0,25,0,0
645,Ander Guevara,Alavés,2.7,122,116,5,5,0,0,1,0,0,0,0,0,96,1,3
646,Pape Gueye,Villarreal,1.4,65,59,3,3,0,0,1,0,0,0,0,0,46,3,2
647,Morgan Guilavogui,St. Pauli,0.8,42,42,0,0,0,0,1,0,0,0,0,0,31,0,3
648,Hugo Guillamon,Valencia,1.1,43,38,5,5,0,1,0,0,0,0,0,0,35,0,0
650,Bruno Guimaraes,Newcastle Utd,2.0,103,88,15,15,1,2,3,0,0,0,0,0,77,0,2
651,Bahereba Guirassy,Nantes,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
652,Marc Guiu,Chelsea,0.3,4,3,1,0,0,0,0,0,0,0,0,0,3,0,0
653,Peter Gulacsi,RB Leipzig,1.0,32,27,5,2,0,0,0,0,0,0,0,0,28,0,0
654,Arda Guler,Real Madrid,0.8,52,45,6,3,0,0,5,0,3,2,0,0,40,1,1
655,Gerard Gumbau,Rayo Vallecano,0.8,15,11,4,4,0,0,2,0,0,0,0,0,9,0,1
656,Ilkay Gundogan,Manchester City,0.2,18,18,0,0,0,0,0,0,0,0,0,0,15,0,0
657,Christian Gunter,Freiburg,1.0,29,23,6,0,0,0,4,5,1,0,1,0,21,0,1
658,Jon Guridi,Alavés,1.9,67,62,4,0,1,0,1,0,0,0,0,0,52,1,1
659,Gorka Guruzeta,Athletic Club,1.9,37,34,3,0,0,0,0,0,0,0,0,0,29,0,0
660,Malo Gusto,Chelsea,2.0,96,80,16,4,0,1,4,12,0,0,0,0,82,0,4
661,Miguel Gutierrez,Girona,2.0,116,92,24,3,1,0,8,21,0,0,0,0,102,0,4
662,Josko Gvardiol,Manchester City,2.0,168,154,13,2,0,0,0,11,0,0,0,0,156,1,2
663,Emmanuel Gyasi,Empoli,2.0,44,36,8,0,0,0,2,8,0,0,0,0,28,0,1
664,Christian Gytkjaer,Venezia,1.4,19,16,3,0,0,0,0,0,0,0,0,0,10,0,4
665,Erling Haaland,Manchester City,2.0,18,17,1,0,0,0,0,0,0,0,0,0,10,0,1
666,Nicolas Haas,Empoli,0.4,10,10,0,0,0,0,0,0,0,0,0,0,8,0,0
667,Janik Haberer,Union Berlin,0.2,9,7,2,0,0,0,2,2,0,0,0,0,5,0,0
668,Munir El Haddadi,Leganés,0.2,8,7,0,0,0,0,1,0,0,0,0,0,4,1,0
669,Amadou Haidara,RB Leipzig,0.8,41,37,3,2,0,0,0,1,0,0,0,0,31,1,1
670,Antoine Hainaut,Parma,0.3,7,7,0,0,0,0,0,0,0,0,0,0,4,0,1
671,Achraf Hakimi,Paris S-G,2.0,179,163,16,2,0,0,7,13,1,0,0,0,162,0,2
672,Lewis Hall,Newcastle Utd,1.0,47,37,10,2,0,0,6,7,1,1,0,0,32,0,2
673,Ali Al Hamadi,Ipswich Town,0.3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
674,Andreas Hanche-Olsen,Mainz 05,1.0,42,40,2,1,0,0,0,1,0,0,0,0,37,0,0
676,Florent Hanin,Angers,0.2,14,10,4,0,0,0,1,4,0,0,0,0,13,0,0
677,Ridgeciano Haps,Venezia,0.4,19,18,1,0,0,0,0,1,0,0,0,0,17,0,1
678,Amine Harit,Marseille,1.8,68,59,9,4,1,1,3,0,1,0,1,0,59,0,3
679,Marcus Harness,Ipswich Town,0.5,16,16,0,0,0,0,0,0,0,0,0,0,10,0,1
680,Jack Harrison,Everton,1.6,33,31,1,0,0,0,5,1,0,0,0,0,20,1,2
681,Abdou Harroui,Hellas Verona,0.5,20,20,0,0,0,0,0,0,0,0,0,0,17,0,0
682,Taylor Harwood-Bellis,Southampton,1.8,185,178,7,5,0,0,1,1,0,0,0,0,163,0,0
683,Hans Hateboer,Rennes,0.6,29,21,7,1,0,1,3,6,0,0,0,0,21,1,0
684,Kai Havertz,Arsenal,2.0,41,41,0,0,0,0,0,0,0,0,0,0,34,0,0
685,Jan Paul van Hecke,Brighton,2.0,173,171,2,2,0,0,0,0,0,0,0,0,157,0,2
686,Hwang Hee-chan,Wolves,1.6,36,34,2,0,0,0,2,2,0,0,0,0,28,0,2
687,Dean Henderson,Crystal Palace,2.0,57,35,22,2,0,0,0,0,0,0,0,0,37,0,0
688,Liam Henderson,Empoli,2.0,69,58,10,5,0,0,7,0,5,1,3,0,52,1,2
689,Benjamin Henrichs,RB Leipzig,0.4,26,19,7,1,1,0,2,6,0,0,0,0,18,0,2
690,Luis Henrique,Marseille,2.0,67,67,0,0,0,0,2,0,0,0,0,0,55,0,4
691,Mads Hermansen,Leicester City,2.0,75,57,17,4,0,0,0,0,0,0,0,0,53,1,0
692,Javi Hernandez,Leganés,3.0,114,90,23,6,1,2,9,17,0,0,0,0,84,1,4
693,Theo Hernandez,Milan,1.3,87,71,16,2,0,0,10,9,5,3,0,0,74,0,1
694,Jorge Herrando,Osasuna,2.0,68,66,2,2,0,1,0,0,0,0,0,0,47,0,0
695,Ander Herrera,Athletic Club,0.5,43,40,3,2,0,0,0,1,0,0,0,0,37,0,0
696,Sergio Herrera,Osasuna,2.0,46,28,17,3,0,0,0,0,0,0,0,0,27,1,0
697,Yangel Herrera,Girona,1.8,90,89,0,0,0,1,10,0,0,0,0,0,70,1,2
698,Son Heung-min,Tottenham,2.0,87,84,3,1,0,1,3,1,0,0,0,0,70,0,4
699,Isak Hien,Atalanta,1.8,78,75,3,3,0,0,0,0,0,0,0,0,62,0,0
700,Omar El Hilali,Espanyol,3.0,117,100,17,9,0,2,2,8,0,0,0,0,99,0,2
702,Piero Hincapie,Leverkusen,1.0,70,64,6,2,0,0,1,2,0,0,0,0,58,0,0
703,Jack Hinshelwood,Brighton,2.0,120,98,22,4,0,4,3,18,0,0,0,0,99,0,1
704,Adam Hlozek,Hoffenheim,0.6,13,13,0,0,0,0,0,0,0,0,0,0,9,0,1
705,Ki-Jana Hoever,Auxerre,0.9,55,45,10,1,0,1,5,9,0,0,0,0,46,0,0
706,Jonas Hofmann,Leverkusen,0.7,36,33,3,0,0,0,1,0,1,0,0,0,29,0,0
707,Philipp Hofmann,Bochum,0.8,18,18,0,0,0,1,0,0,0,0,0,0,10,0,0
708,Lucas Holer,Freiburg,0.3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
709,Mason Holgate,Everton,0.1,2,0,2,0,0,0,0,2,0,0,0,0,2,0,0
710,Benedict Hollerbach,Union Berlin,0.8,15,15,0,0,0,0,1,0,0,0,0,0,11,0,2
711,Lewis Holtby,Holstein Kiel,0.9,47,41,6,2,0,1,4,0,3,2,0,0,37,0,2
712,Franck Honorat,Gladbach,1.0,28,28,0,0,0,0,3,0,0,0,0,0,17,0,1
713,Mathias Honsak,Heidenheim,0.1,3,2,1,0,0,0,1,0,1,1,0,0,2,0,0
714,Cedric Hountondji,Angers,2.0,58,54,4,4,0,0,0,0,0,0,0,0,46,0,0
715,Lukas Hradecky,Leverkusen,1.0,24,20,4,2,0,0,0,0,0,0,0,0,17,0,0
716,Callum Hudson-Odoi,Nott'ham Forest,1.8,77,76,1,0,1,0,6,0,1,1,0,0,65,0,3
717,Will Hughes,Crystal Palace,0.9,49,48,1,0,0,0,1,0,0,0,0,0,43,0,1
718,Dean Huijsen,Bournemouth,1.0,68,67,1,1,0,0,0,0,0,0,0,0,56,0,1
719,Omari Hutchinson,Ipswich Town,2.0,37,31,5,0,0,0,2,0,0,0,0,0,24,1,4
720,Elseid Hysaj,Lazio,0.1,14,14,0,0,0,1,0,0,0,0,0,0,12,0,0
721,Pierre Hojbjerg,Marseille,2.0,193,184,9,8,0,0,0,1,0,0,0,0,181,0,2
722,Oscar Hojlund,Eint Frankfurt,0.2,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0
723,Pablo Ibanez,Osasuna,0.1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
724,Jay Idzes,Venezia,0.7,52,52,0,0,0,0,0,0,0,0,0,0,50,0,0
725,Iglesias,Getafe,2.0,67,41,25,1,0,1,6,24,0,0,0,0,33,1,0
726,Borja Iglesias,Celta Vigo,1.2,26,22,4,0,1,1,0,0,0,0,0,0,18,0,2
728,Kelechi Iheanacho,Sevilla,0.8,10,9,1,0,0,0,0,0,0,0,0,0,8,0,0
729,Jonathan Ikone,Fiorentina,0.3,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0
730,George Ilenikhena,Monaco,0.4,7,7,0,0,1,0,0,0,0,0,0,0,4,0,0
731,Ivan Ilic,Torino,1.8,68,65,3,1,0,0,3,0,2,2,0,0,57,0,2
732,Danny Ings,West Ham,0.1,4,4,0,0,0,0,1,0,0,0,0,0,2,0,0
733,Alessio Iovine,Como,1.0,61,51,10,0,0,0,7,10,0,0,0,0,43,0,1
734,Tim Iroegbunam,Everton,2.0,43,41,0,0,0,0,0,0,0,0,0,0,27,2,2
735,Jackson Irvine,St. Pauli,1.0,40,40,0,0,0,0,0,0,0,0,0,0,26,0,3
736,Alexander Isak,Newcastle Utd,2.0,29,26,3,0,0,0,1,0,0,0,0,0,19,0,2
737,Gustav Isaksen,Lazio,0.5,19,15,4,1,0,0,7,0,3,3,0,0,12,0,2
738,Ismaily,Lille,0.9,49,43,6,0,0,0,3,6,0,0,0,0,42,0,1
739,Ardian Ismajli,Empoli,2.0,47,38,8,6,0,0,0,0,0,0,0,0,34,1,0
740,Yanis Issoufou,Montpellier,0.3,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
741,Ko Itakura,Gladbach,1.0,55,52,1,0,0,0,0,0,0,0,0,0,44,2,0
742,Junya Ito,Reims,2.0,52,44,8,2,0,0,9,1,4,3,0,0,32,0,2
743,Marko Ivezic,Holstein Kiel,1.0,37,37,0,0,0,0,0,0,0,0,0,0,33,0,0
744,Alex Iwobi,Fulham,2.0,75,72,2,0,1,0,6,2,0,0,0,0,53,1,5
745,Armando Izzo,Monza,1.8,130,123,7,7,0,0,0,0,0,0,0,0,115,0,2
746,Nicolas Jackson,Chelsea,1.5,37,33,4,0,0,0,0,0,0,0,0,0,29,0,0
747,Lee Jae-sung,Mainz 05,1.0,29,29,0,0,0,0,0,0,0,0,0,0,22,0,2
748,Karl Jakob Hein,Valladolid,3.0,110,85,25,10,0,0,0,0,0,0,0,0,83,0,0
749,Ismail Jakobs,Monaco,2.0,105,87,18,5,0,0,14,13,0,0,0,0,85,0,2
750,Jordan James,Rennes,0.2,5,5,0,0,0,0,0,0,0,0,0,0,4,0,0
751,Vitaly Janelt,Brentford,1.6,50,50,0,0,0,0,1,0,0,0,0,0,44,0,1
752,Mikel Jauregizar,Athletic Club,1.3,57,48,8,3,1,2,4,0,5,0,3,0,47,1,0
754,Daniel Jebbison,Bournemouth,0.3,5,5,0,0,0,0,1,0,0,0,0,0,3,0,0
755,Fredrik Jensen,Augsburg,0.4,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0
756,Mathias Jensen,Brentford,1.6,61,47,14,1,0,1,9,8,4,3,0,0,42,0,2
757,Gabriel Jesus,Arsenal,0.1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
758,Juan Jesus,Napoli,0.9,73,68,5,3,0,0,0,2,0,0,0,0,62,0,2
759,Raul Jimenez,Fulham,0.3,7,7,0,0,0,0,0,0,0,0,0,0,4,0,1
760,Joao Pedro,Brighton,1.9,40,39,1,1,0,1,1,0,0,0,0,0,28,0,2
761,Joelinton,Newcastle Utd,2.0,76,74,1,1,0,1,0,0,0,0,0,0,54,1,4
762,Jofre,Espanyol,1.2,33,32,1,0,1,0,3,1,0,0,0,0,27,0,1
763,Ben Johnson,Ipswich Town,1.4,30,26,4,0,1,0,3,3,1,1,0,0,20,0,2
764,Brennan Johnson,Tottenham,1.9,51,50,1,0,0,0,5,1,0,0,0,0,36,0,2
765,Karl-Johan Johnsson,Strasbourg,2.0,94,90,4,3,0,0,0,0,0,0,0,0,78,0,0
766,Paul Joly,Auxerre,2.0,138,123,14,1,0,4,14,13,0,0,0,0,93,1,4
767,Jesse Joronen,Venezia,2.0,80,68,12,0,0,0,0,0,0,0,0,0,66,0,1
768,Diogo Jota,Liverpool,1.7,30,30,0,0,0,1,2,0,0,0,0,0,22,0,2
769,Antoine Joujou,Le Havre,1.8,33,33,0,0,0,0,5,0,0,0,0,0,15,0,2
770,Luka Jovic,Milan,0.7,15,13,2,0,0,0,1,0,0,0,0,0,12,0,0
771,Juanmi,Betis,1.3,26,25,1,0,0,0,0,1,0,0,0,0,20,0,4
772,Jubal,Auxerre,2.0,113,108,5,5,0,1,0,0,0,0,0,0,103,0,0
773,Anthony Jung,Werder Bremen,0.5,28,26,2,2,0,0,0,0,0,0,0,0,27,0,0
774,Vinicius Junior,Real Madrid,1.9,82,75,7,2,1,0,3,4,1,0,0,0,65,0,5
775,Stanko Juric,Valladolid,2.1,109,106,3,3,0,0,0,0,0,0,0,0,96,0,2
776,James Justin,Leicester City,2.0,80,70,9,2,0,0,3,7,0,0,0,0,69,1,1
777,Christian Kabasele,Udinese,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
778,Yaya Kader Fofana,Reims,0.9,25,25,0,0,0,0,1,0,0,0,0,0,19,0,0
780,Pavel Kaderabek,Hoffenheim,1.0,57,47,10,1,0,1,4,9,0,0,0,0,39,0,2
781,Tino Kadewere,Nantes,1.1,25,25,0,0,0,0,0,0,0,0,0,0,18,0,0
782,Arnaud Kalimuendo,Rennes,0.4,8,6,1,0,0,0,1,0,0,0,0,0,4,1,0
783,Pierre Kalulu,Juventus,0.2,10,8,2,0,0,0,0,2,0,0,0,0,9,0,0
784,Daichi Kamada,Crystal Palace,1.1,60,59,1,1,0,1,3,0,0,0,0,0,51,0,1
785,Waren Kamanzi,Toulouse,1.9,76,61,15,2,0,0,1,13,0,0,0,0,66,0,3
786,Glen Kamara,Rennes,2.0,98,94,4,3,1,0,0,1,0,0,0,0,89,0,0
787,Hassane Kamara,Udinese,1.6,50,39,11,0,0,0,3,11,0,0,0,0,33,0,2
788,Willy Kambwala,Villarreal,1.0,41,36,5,5,0,0,0,0,0,0,0,0,30,0,0
789,Jakub Kaminski,Wolfsburg,1.0,29,22,7,0,0,0,0,7,0,0,0,0,22,0,0
790,Kevin Kampl,RB Leipzig,1.0,61,57,3,3,0,0,0,0,0,0,0,0,54,1,2
791,Nordine Kandil,Strasbourg,0.1,6,6,0,0,0,0,0,0,0,0,0,0,3,0,0
792,Harry Kane,Bayern Munich,1.0,19,19,0,0,0,0,1,0,0,0,0,0,15,0,1
793,Lee Kang-in,Paris S-G,1.1,90,81,9,1,1,0,4,0,8,1,2,0,82,0,2
794,Yann Karamoh,Torino,0.2,8,8,0,0,0,0,0,0,0,0,0,0,7,0,0
795,Atakan Karazor,Stuttgart,0.7,52,52,0,0,0,1,0,0,0,0,0,0,44,0,1
796,Jesper Karlsson,Bologna,0.3,8,8,0,0,0,0,0,0,0,0,0,0,7,0,0
797,Jesper Karlstrom,Udinese,1.4,25,23,2,1,0,0,0,0,0,0,0,0,17,0,2
798,Grigoris Kastanos,Hellas Verona,0.6,19,19,0,0,0,0,0,0,0,0,0,0,12,0,0
799,Michael Kayode,Fiorentina,0.2,6,5,1,1,0,0,0,0,0,0,0,0,5,0,0
800,Moise Kean,Fiorentina,1.9,20,16,3,0,0,0,1,0,0,0,0,0,17,1,0
801,Michael Keane,Everton,2.0,86,83,0,0,0,5,0,0,0,0,0,0,72,3,2
802,Yassine Kechta,Le Havre,1.9,43,40,2,1,0,0,2,1,0,0,0,0,31,1,0
803,Thilo Kehrer,Monaco,2.0,136,122,14,13,1,1,0,0,0,0,0,0,128,0,1
804,Andu Kelati,Holstein Kiel,0.4,18,18,0,0,0,0,3,0,0,0,0,0,16,0,0
