,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Total - Cmp,Total - Att,Total - Cmp%,Total - TotDist,Total - PrgDist,Short - Cmp,Short - Att,Short - Cmp%,Medium - Cmp,Medium - Att,Medium - Cmp%,Long - Cmp,Long - Att,Long - Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
818,Enzo Ebosse,cm CMR,DF,Angers,Ligue 1,21.0,1999.0,2.9,129.0,151.0,85.4,1918.0,852.0,79.0,82.0,96.3,41.0,50.0,82.0,6.0,12.0,50.0,0.0,0.4,0.5,-0.4,1.0,2.0,0.0,0.0,6.0
819,Bruno Ecuele Manga,ga GAB,DF,Dijon,Ligue 1,32.0,1988.0,38.0,1666.0,1972.0,84.5,35168.0,14441.0,445.0,493.0,90.3,981.0,1074.0,91.3,229.0,363.0,63.1,0.0,0.1,0.3,-0.1,1.0,57.0,1.0,0.0,76.0
820,Simone Edera,it ITA,"DF,MF",Torino,Serie A,23.0,1997.0,0.6,17.0,22.0,77.3,331.0,82.0,8.0,10.0,80.0,6.0,6.0,100.0,3.0,4.0,75.0,0.0,0.3,0.2,-0.3,3.0,1.0,0.0,0.0,1.0
821,Ederson,br BRA,GK,Manchester City,Premier League,26.0,1993.0,36.0,939.0,1122.0,83.7,22999.0,15228.0,180.0,181.0,99.4,531.0,540.0,98.3,220.0,390.0,56.4,1.0,0.3,0.1,0.7,1.0,9.0,2.0,0.0,1.0
822,Kyle Edwards,eng ENG,"MF,FW",West Brom,Premier League,22.0,1998.0,1.3,31.0,35.0,88.6,379.0,96.0,22.0,23.0,95.7,9.0,10.0,90.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0
823,John Egan,ie IRL,DF,Sheffield Utd,Premier League,27.0,1992.0,29.2,923.0,1135.0,81.3,18683.0,6732.0,300.0,345.0,87.0,499.0,557.0,89.6,116.0,208.0,55.8,1.0,0.6,0.6,0.4,3.0,67.0,3.0,1.0,60.0
824,Johannes Eggestein,de GER,"FW,MF",Werder Bremen,Bundesliga,22.0,1998.0,0.4,11.0,16.0,68.8,149.0,30.0,6.0,7.0,85.7,4.0,7.0,57.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0
825,Maximilian Eggestein,de GER,MF,Werder Bremen,Bundesliga,23.0,1996.0,32.7,1034.0,1367.0,75.6,17062.0,5993.0,521.0,644.0,80.9,402.0,492.0,81.7,87.0,130.0,66.9,5.0,3.3,2.6,1.7,30.0,142.0,24.0,2.0,192.0
826,Lilian Egloff,de GER,MF,Stuttgart,Bundesliga,17.0,2002.0,0.2,4.0,5.0,80.0,52.0,2.0,2.0,2.0,100.0,2.0,2.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
827,Kingsley Ehizibue,nl NED,DF,Köln,Bundesliga,25.0,1995.0,12.6,431.0,584.0,73.8,7302.0,2868.0,200.0,245.0,81.6,177.0,243.0,72.8,41.0,63.0,65.1,1.0,0.6,0.9,0.4,6.0,20.0,11.0,10.0,30.0
828,Albin Ekdal,se SWE,MF,Sampdoria,Serie A,31.0,1989.0,25.5,878.0,1049.0,83.7,13941.0,4033.0,440.0,491.0,89.6,346.0,401.0,86.3,58.0,89.0,65.2,1.0,0.9,0.7,0.1,11.0,73.0,8.0,0.0,95.0
829,Hugo Ekitike,fr FRA,"FW,MF",Reims,Ligue 1,18.0,2002.0,1.0,25.0,30.0,83.3,427.0,47.0,14.0,18.0,77.8,7.0,8.0,87.5,3.0,3.0,100.0,0.0,0.1,0.0,-0.1,2.0,2.0,0.0,0.0,1.0
830,Anthony Elanga,se SWE,FW,Manchester Utd,Premier League,18.0,2002.0,1.7,41.0,55.0,74.5,519.0,77.0,31.0,36.0,86.1,5.0,8.0,62.5,3.0,4.0,75.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0
832,Niclas Eliasson,se SWE,"MF,FW",Nîmes,Ligue 1,24.0,1995.0,20.0,307.0,530.0,57.9,5176.0,1804.0,161.0,200.0,80.5,89.0,165.0,53.9,41.0,119.0,34.5,3.0,4.4,4.5,-1.4,35.0,15.0,15.0,9.0,27.0
833,Elif Elmas,mk MKD,"MF,FW",Napoli,Serie A,20.0,1999.0,8.2,319.0,355.0,89.9,4423.0,596.0,204.0,220.0,92.7,88.0,96.0,91.7,17.0,19.0,89.5,1.0,0.7,0.8,0.3,12.0,16.0,3.0,1.0,18.0
834,Ahmed Elmohamady,eg EGY,DF,Aston Villa,Premier League,32.0,1987.0,9.3,468.0,618.0,75.7,8218.0,3180.0,216.0,241.0,89.6,197.0,255.0,77.3,50.0,97.0,51.5,0.0,1.0,1.2,-1.0,13.0,34.0,21.0,7.0,45.0
835,Mohamed Elneny,eg EGY,MF,Arsenal,Premier League,28.0,1992.0,17.2,944.0,1019.0,92.6,16544.0,4034.0,387.0,411.0,94.2,478.0,497.0,96.2,64.0,82.0,78.0,0.0,0.2,0.5,-0.2,4.0,77.0,5.0,0.0,99.0
836,Aritz Elustondo,es ESP,DF,Real Sociedad,La Liga,26.0,1994.0,20.9,1058.0,1245.0,85.0,20354.0,7250.0,369.0,410.0,90.0,568.0,625.0,90.9,108.0,183.0,59.0,0.0,0.2,0.7,-0.2,3.0,83.0,5.0,1.0,112.0
837,Nico Elvedi,ch SUI,DF,M'Gladbach,Bundesliga,23.0,1996.0,28.2,1734.0,1902.0,91.2,31659.0,10411.0,638.0,696.0,91.7,947.0,1001.0,94.6,133.0,162.0,82.1,1.0,0.1,0.3,0.9,3.0,32.0,2.0,0.0,69.0
838,Rodrigo Ely,br BRA,DF,Alavés,La Liga,26.0,1993.0,5.2,127.0,165.0,77.0,2821.0,1085.0,30.0,39.0,76.9,73.0,81.0,90.1,22.0,39.0,56.4,0.0,0.3,0.1,-0.3,3.0,3.0,0.0,0.0,3.0
839,Sepe Elye Wahi,fr FRA,FW,Montpellier,Ligue 1,17.0,2003.0,6.2,69.0,105.0,65.7,840.0,149.0,46.0,61.0,75.4,15.0,22.0,68.2,3.0,6.0,50.0,1.0,0.4,0.3,0.6,6.0,2.0,2.0,0.0,6.0
840,Breel Embolo,ch SUI,"FW,MF",M'Gladbach,Bundesliga,23.0,1997.0,16.0,324.0,450.0,72.0,4096.0,690.0,214.0,265.0,80.8,72.0,101.0,71.3,13.0,21.0,61.9,2.0,1.3,1.4,0.7,16.0,15.0,10.0,1.0,31.0
841,Emerson,br BRA,DF,Betis,La Liga,21.0,1999.0,33.2,1533.0,1936.0,79.2,22046.0,8020.0,886.0,998.0,88.8,490.0,588.0,83.3,83.0,180.0,46.1,4.0,2.7,2.8,1.3,33.0,90.0,38.0,18.0,132.0
842,Renaud Emond,be BEL,"FW,MF",Nantes,Ligue 1,28.0,1991.0,3.9,58.0,86.0,67.4,910.0,148.0,28.0,38.0,73.7,23.0,36.0,63.9,5.0,6.0,83.3,0.0,0.1,0.1,-0.1,2.0,4.0,0.0,0.0,5.0
843,Alan Empereur,br BRA,DF,Hellas Verona,Serie A,26.0,1994.0,2.4,90.0,111.0,81.1,1684.0,521.0,31.0,37.0,83.8,52.0,56.0,92.9,7.0,14.0,50.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,14.0
844,Youssef En-Nesyri,ma MAR,FW,Sevilla,La Liga,23.0,1997.0,25.7,260.0,396.0,65.7,3311.0,435.0,171.0,219.0,78.1,59.0,102.0,57.8,11.0,23.0,47.8,0.0,2.6,1.3,-2.6,14.0,7.0,1.0,0.0,13.0
845,Keita Endo,jp JPN,"MF,FW",Union Berlin,Bundesliga,22.0,1997.0,5.1,75.0,111.0,67.6,1060.0,332.0,42.0,55.0,76.4,27.0,38.0,71.1,3.0,8.0,37.5,0.0,1.9,1.3,-1.9,7.0,5.0,4.0,3.0,7.0
846,Wataru Endo,jp JPN,MF,Stuttgart,Bundesliga,27.0,1993.0,32.8,1526.0,1830.0,83.4,25197.0,8849.0,722.0,815.0,88.6,643.0,736.0,87.4,114.0,170.0,67.1,3.0,1.8,2.2,1.2,26.0,172.0,19.0,1.0,187.0
847,Sergi Enrich,es ESP,FW,Eibar,La Liga,30.0,1990.0,15.6,338.0,450.0,75.1,4507.0,719.0,210.0,260.0,80.8,77.0,100.0,77.0,21.0,29.0,72.4,0.0,0.8,1.0,-0.8,16.0,21.0,7.0,2.0,40.0
848,Christian Eriksen,dk DEN,MF,Inter,Serie A,28.0,1992.0,15.4,863.0,1061.0,81.3,15187.0,4457.0,394.0,434.0,90.8,346.0,398.0,86.9,97.0,174.0,55.7,0.0,2.8,3.4,-2.8,30.0,81.0,17.0,4.0,86.0
849,Martin Erlic,hr CRO,DF,Spezia,Serie A,22.0,1998.0,20.0,911.0,1075.0,84.7,19933.0,5357.0,222.0,262.0,84.7,526.0,580.0,90.7,156.0,215.0,72.6,1.0,0.2,0.6,0.8,1.0,57.0,3.0,1.0,58.0
850,Patrick Erras,de GER,"FW,MF",Werder Bremen,Bundesliga,25.0,1995.0,0.3,18.0,31.0,58.1,319.0,67.0,7.0,12.0,58.3,7.0,12.0,58.3,3.0,5.0,60.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
851,Gonzalo Escalante,ar ARG,MF,Lazio,Serie A,27.0,1993.0,8.1,422.0,481.0,87.7,7202.0,1979.0,190.0,209.0,90.9,191.0,211.0,90.5,35.0,44.0,79.5,1.0,0.3,0.3,0.7,2.0,39.0,2.0,0.0,45.0
852,Aarón Escandell,es ESP,GK,Granada,La Liga,24.0,1995.0,5.0,78.0,159.0,49.1,3096.0,2637.0,7.0,7.0,100.0,28.0,29.0,96.6,43.0,122.0,35.2,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0
853,Dani Escriche,es ESP,"FW,MF",Huesca,La Liga,22.0,1998.0,9.5,194.0,271.0,71.6,2461.0,437.0,119.0,140.0,85.0,59.0,82.0,72.0,4.0,14.0,28.6,1.0,1.3,0.7,-0.3,8.0,11.0,2.0,0.0,27.0
854,Sergio Escudero,es ESP,DF,Sevilla,La Liga,30.0,1989.0,6.3,340.0,401.0,84.8,5348.0,1853.0,181.0,195.0,92.8,129.0,148.0,87.2,21.0,41.0,51.2,0.0,0.4,0.6,-0.4,6.0,18.0,9.0,4.0,22.0
855,Alfonso Espino,uy URU,DF,Cádiz,La Liga,28.0,1992.0,28.9,650.0,1043.0,62.3,12016.0,6219.0,265.0,331.0,80.1,288.0,417.0,69.1,75.0,210.0,35.7,3.0,1.4,1.4,1.6,15.0,43.0,13.0,11.0,63.0
856,Vicente Esquerdo,es ESP,MF,Valencia,La Liga,21.0,1999.0,2.6,81.0,99.0,81.8,1366.0,351.0,35.0,37.0,94.6,29.0,37.0,78.4,10.0,14.0,71.4,0.0,0.1,0.2,-0.1,2.0,4.0,1.0,1.0,4.0
858,Nahuel Estévez,ar ARG,MF,Spezia,Serie A,24.0,1995.0,19.6,679.0,923.0,73.6,12104.0,3248.0,302.0,361.0,83.7,270.0,335.0,80.6,85.0,169.0,50.3,3.0,2.8,1.6,0.2,27.0,69.0,25.0,8.0,101.0
859,Pervis Estupiñán,ec ECU,DF,Villarreal,La Liga,22.0,1998.0,13.0,516.0,662.0,77.9,8407.0,2702.0,270.0,303.0,89.1,184.0,227.0,81.1,47.0,75.0,62.7,0.0,1.5,1.4,-1.5,17.0,14.0,24.0,13.0,35.0
860,Yoann Etienne,fr FRA,DF,Lorient,Ligue 1,23.0,1997.0,1.0,23.0,36.0,63.9,349.0,236.0,16.0,19.0,84.2,6.0,11.0,54.5,1.0,5.0,20.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,5.0
861,Xabier Etxeita,es ESP,DF,Getafe,La Liga,32.0,1987.0,9.8,198.0,319.0,62.1,4536.0,1426.0,47.0,65.0,72.3,113.0,136.0,83.1,37.0,104.0,35.6,0.0,0.3,0.3,-0.3,1.0,13.0,0.0,0.0,25.0
862,Jonny Evans,nir NIR,DF,Leicester City,Premier League,32.0,1988.0,27.5,1592.0,1854.0,85.9,30956.0,11270.0,492.0,549.0,89.6,929.0,1004.0,92.5,155.0,265.0,58.5,2.0,0.4,0.3,1.6,10.0,90.0,2.0,0.0,96.0
863,Edu Expósito,es ESP,MF,Eibar,La Liga,23.0,1996.0,27.3,853.0,1162.0,73.4,15309.0,4661.0,347.0,436.0,79.6,349.0,430.0,81.2,112.0,203.0,55.2,3.0,3.6,2.9,-0.6,43.0,109.0,22.0,3.0,169.0
864,Valentin Eysseric,fr FRA,"MF,FW",Fiorentina,Serie A,28.0,1992.0,8.1,256.0,357.0,71.7,4331.0,1264.0,132.0,153.0,86.3,77.0,105.0,73.3,33.0,63.0,52.4,0.0,0.6,0.7,-0.6,8.0,31.0,5.0,4.0,33.0
865,Eberechi Eze,eng ENG,MF,Crystal Palace,Premier League,22.0,1998.0,28.4,945.0,1188.0,79.5,13623.0,3996.0,538.0,596.0,90.3,286.0,351.0,81.5,62.0,131.0,47.3,6.0,3.9,2.8,2.1,43.0,70.0,32.0,3.0,127.0
866,Jokin Ezkieta,es ESP,GK,Athletic Club,La Liga,23.0,1996.0,1.0,22.0,25.0,88.0,525.0,285.0,6.0,6.0,100.0,11.0,11.0,100.0,5.0,8.0,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
867,Łukasz Fabiański,pl POL,GK,West Ham,Premier League,35.0,1985.0,35.0,622.0,1015.0,61.3,21886.0,17885.0,77.0,77.0,100.0,214.0,217.0,98.6,328.0,713.0,46.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0
868,Fabinho,br BRA,"DF,MF",Liverpool,Premier League,26.0,1993.0,28.5,1910.0,2117.0,90.2,33032.0,10523.0,782.0,841.0,93.0,949.0,1016.0,93.4,138.0,203.0,68.0,0.0,0.3,0.9,-0.3,4.0,102.0,13.0,0.0,124.0
869,Fábio,br BRA,DF,Nantes,Ligue 1,30.0,1990.0,16.7,675.0,881.0,76.6,10897.0,4331.0,342.0,394.0,86.8,275.0,350.0,78.6,46.0,98.0,46.9,1.0,0.5,0.8,0.5,11.0,53.0,8.0,5.0,71.0
870,Cesc Fàbregas,es ESP,"MF,FW",Monaco,Ligue 1,33.0,1987.0,9.7,634.0,809.0,78.4,11308.0,4237.0,280.0,324.0,86.4,236.0,282.0,83.7,87.0,144.0,60.4,3.0,3.3,3.1,-0.3,25.0,89.0,19.0,4.0,115.0
871,Bandiougou Fadiga,fr FRA,"FW,MF",Paris S-G,Ligue 1,19.0,2001.0,0.7,33.0,35.0,94.3,374.0,78.0,25.0,25.0,100.0,7.0,7.0,100.0,0.0,1.0,0.0,0.0,0.0,0.1,0.0,0.0,1.0,1.0,0.0,3.0
872,Bandiougou Fadiga,fr FRA,"MF,FW",Brest,Ligue 1,19.0,2001.0,0.5,24.0,29.0,82.8,361.0,74.0,14.0,14.0,100.0,7.0,8.0,87.5,2.0,4.0,50.0,0.0,0.1,0.0,-0.1,1.0,1.0,1.0,0.0,1.0
873,Wout Faes,be BEL,DF,Reims,Ligue 1,22.0,1998.0,32.2,1380.0,1608.0,85.8,29173.0,10222.0,380.0,422.0,90.0,773.0,838.0,92.2,219.0,324.0,67.6,0.0,0.1,0.3,-0.1,2.0,85.0,4.0,0.0,86.0
874,Nicolò Fagioli,it ITA,MF,Juventus,Serie A,19.0,2001.0,0.2,18.0,20.0,90.0,286.0,129.0,9.0,9.0,100.0,8.0,8.0,100.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0
875,Ralf Fährmann,de GER,GK,Schalke 04,Bundesliga,31.0,1988.0,20.8,533.0,824.0,64.7,14348.0,9652.0,101.0,101.0,100.0,259.0,269.0,96.3,169.0,445.0,38.0,0.0,0.1,0.0,-0.1,2.0,8.0,0.0,0.0,0.0
876,Romain Faivre,fr FRA,"MF,FW",Brest,Ligue 1,22.0,1998.0,32.1,1172.0,1476.0,79.4,19225.0,5413.0,617.0,704.0,87.6,407.0,491.0,82.9,113.0,197.0,57.4,5.0,7.2,6.5,-2.2,63.0,100.0,40.0,5.0,171.0
877,Fali,es ESP,"DF,MF",Cádiz,La Liga,26.0,1993.0,29.3,505.0,731.0,69.1,10976.0,3814.0,157.0,192.0,81.8,232.0,289.0,80.3,105.0,228.0,46.1,0.0,0.6,1.3,-0.6,8.0,54.0,9.0,3.0,68.0
878,Iago Falque,es ESP,"MF,FW",Benevento,Serie A,30.0,1990.0,4.0,159.0,212.0,75.0,2593.0,726.0,82.0,88.0,93.2,58.0,74.0,78.4,14.0,37.0,37.8,1.0,1.2,1.7,-0.2,13.0,15.0,15.0,3.0,26.0
879,Andri Fannar Baldursson,is ISL,MF,Bologna,Serie A,18.0,2002.0,2.4,54.0,73.0,74.0,833.0,221.0,28.0,33.0,84.8,25.0,31.0,80.6,1.0,6.0,16.7,0.0,0.1,0.1,-0.1,1.0,5.0,2.0,0.0,6.0
880,Paolo Faragò,it ITA,DF,Bologna,Serie A,27.0,1993.0,0.3,11.0,13.0,84.6,159.0,70.0,6.0,7.0,85.7,5.0,5.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
881,Paolo Faragò,it ITA,DF,Cagliari,Serie A,27.0,1993.0,4.1,190.0,225.0,84.4,3092.0,1189.0,98.0,101.0,97.0,74.0,86.0,86.0,13.0,22.0,59.1,0.0,0.5,0.6,-0.5,5.0,11.0,5.0,5.0,13.0
882,Davide Faraoni,it ITA,DF,Hellas Verona,Serie A,28.0,1991.0,32.1,1024.0,1447.0,70.8,18184.0,7854.0,446.0,527.0,84.6,454.0,611.0,74.3,104.0,216.0,48.1,7.0,3.4,2.5,3.6,21.0,96.0,30.0,9.0,132.0
884,Mohamed Fares,dz ALG,DF,Lazio,Serie A,24.0,1996.0,12.7,412.0,540.0,76.3,6084.0,1520.0,227.0,254.0,89.4,132.0,175.0,75.4,25.0,55.0,45.5,1.0,1.9,1.5,-0.9,14.0,27.0,16.0,14.0,24.0
885,Diego Farias,br BRA,FW,Spezia,Serie A,30.0,1990.0,16.8,530.0,654.0,81.0,9082.0,1743.0,268.0,311.0,86.2,199.0,241.0,82.6,52.0,62.0,83.9,2.0,3.6,3.2,-1.6,32.0,33.0,19.0,3.0,67.0
886,Wuilker Faríñez,ve VEN,GK,Lens,Ligue 1,22.0,1998.0,1.2,18.0,28.0,64.3,431.0,289.0,7.0,7.0,100.0,4.0,4.0,100.0,6.0,16.0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
887,Noah Fatar,fr FRA,"FW,MF",Angers,Ligue 1,18.0,2002.0,0.2,7.0,9.0,77.8,101.0,1.0,4.0,5.0,80.0,2.0,2.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
888,Ansu Fati,es ESP,FW,Barcelona,La Liga,17.0,2002.0,4.8,168.0,202.0,83.2,1697.0,333.0,105.0,118.0,89.0,28.0,36.0,77.8,1.0,1.0,100.0,0.0,1.7,1.3,-1.7,9.0,3.0,6.0,0.0,12.0
889,Julien Faussurier,fr FRA,DF,Brest,Ligue 1,33.0,1987.0,10.6,455.0,608.0,74.8,9117.0,3906.0,178.0,201.0,88.6,189.0,235.0,80.4,80.0,134.0,59.7,3.0,2.2,2.6,0.8,22.0,35.0,33.0,22.0,56.0
890,Andrea Favilli,it ITA,FW,Hellas Verona,Serie A,23.0,1997.0,3.8,54.0,80.0,67.5,803.0,104.0,27.0,41.0,65.9,17.0,21.0,81.0,5.0,6.0,83.3,0.0,0.1,0.1,-0.1,2.0,3.0,1.0,0.0,2.0
891,Federico Fazio,ar ARG,DF,Roma,Serie A,33.0,1987.0,4.5,272.0,317.0,85.8,4679.0,1442.0,129.0,139.0,92.8,122.0,134.0,91.0,18.0,35.0,51.4,0.0,0.1,0.1,-0.1,1.0,22.0,1.0,0.0,20.0
892,Nabil Fekir,fr FRA,"MF,FW",Betis,La Liga,27.0,1993.0,29.1,1048.0,1309.0,80.1,15519.0,4235.0,555.0,611.0,90.8,325.0,399.0,81.5,85.0,155.0,54.8,6.0,5.2,5.5,0.8,51.0,105.0,43.0,7.0,152.0
893,Felipe,br BRA,DF,Atlético Madrid,La Liga,31.0,1989.0,22.9,889.0,1054.0,84.3,16048.0,5921.0,336.0,377.0,89.1,438.0,498.0,88.0,87.0,138.0,63.0,0.0,0.3,0.5,-0.3,4.0,26.0,0.0,0.0,36.0
894,Luiz Felipe,it ITA,DF,Lazio,Serie A,23.0,1997.0,10.1,500.0,548.0,91.2,9562.0,2810.0,173.0,188.0,92.0,271.0,288.0,94.1,51.0,62.0,82.3,0.0,0.3,0.2,-0.3,3.0,36.0,2.0,1.0,29.0
895,João Félix,pt POR,"FW,MF",Atlético Madrid,La Liga,20.0,1999.0,17.5,567.0,689.0,82.3,7174.0,2182.0,357.0,397.0,89.9,108.0,136.0,79.4,36.0,51.0,70.6,5.0,4.3,2.6,0.7,21.0,55.0,16.0,0.0,73.0
896,Ohis Felix Uduokhai,de GER,DF,Augsburg,Bundesliga,22.0,1997.0,29.0,1215.0,1491.0,81.5,23316.0,8271.0,452.0,522.0,86.6,615.0,683.0,90.0,139.0,239.0,58.2,0.0,0.3,1.0,-0.3,3.0,73.0,5.0,2.0,94.0
897,Zinedine Ferhat,dz ALG,"FW,MF",Nîmes,Ligue 1,27.0,1993.0,32.9,819.0,1242.0,65.9,12967.0,3865.0,433.0,550.0,78.7,251.0,390.0,64.4,84.0,180.0,46.7,10.0,6.5,5.4,3.5,50.0,77.0,49.0,15.0,121.0
898,Bruno Fernandes,pt POR,MF,Manchester Utd,Premier League,25.0,1994.0,34.4,1734.0,2339.0,74.1,29654.0,8587.0,872.0,1009.0,86.4,560.0,728.0,76.9,218.0,366.0,59.6,12.0,11.4,9.7,0.6,95.0,193.0,90.0,8.0,285.0
899,Edimilson Fernandes,ch SUI,"MF,FW",Mainz 05,Bundesliga,24.0,1996.0,9.3,266.0,362.0,73.5,4828.0,1822.0,126.0,154.0,81.8,106.0,129.0,82.2,30.0,62.0,48.4,1.0,1.3,1.2,-0.3,12.0,21.0,6.0,2.0,23.0
900,Aitor Fernández,es ESP,GK,Levante,La Liga,29.0,1991.0,29.0,709.0,928.0,76.4,17493.0,12539.0,166.0,168.0,98.8,335.0,342.0,98.0,191.0,400.0,47.8,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
901,Álex Fernández,es ESP,MF,Cádiz,La Liga,27.0,1992.0,21.6,692.0,936.0,73.9,12283.0,3707.0,307.0,353.0,87.0,271.0,332.0,81.6,86.0,183.0,47.0,1.0,1.5,1.9,-0.5,23.0,66.0,13.0,5.0,104.0
902,Álvaro Fernández,es ESP,GK,Huesca,La Liga,22.0,1998.0,22.0,615.0,816.0,75.4,17429.0,11546.0,95.0,96.0,99.0,283.0,286.0,99.0,231.0,420.0,55.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0
903,Andrés Fernández,es ESP,GK,Huesca,La Liga,33.0,1986.0,16.0,395.0,574.0,68.8,10689.0,7767.0,72.0,72.0,100.0,201.0,205.0,98.0,119.0,286.0,41.6,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
904,Augusto Fernández,ar ARG,MF,Cádiz,La Liga,34.0,1986.0,4.1,91.0,119.0,76.5,1572.0,415.0,38.0,50.0,76.0,42.0,48.0,87.5,7.0,13.0,53.8,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,17.0
905,Carlos Fernández,es ESP,FW,Sevilla,La Liga,24.0,1996.0,1.6,28.0,38.0,73.7,301.0,59.0,19.0,22.0,86.4,6.0,11.0,54.5,0.0,0.0,,0.0,0.7,0.0,-0.7,2.0,2.0,0.0,0.0,3.0
906,Carlos Fernández,es ESP,"FW,MF",Real Sociedad,La Liga,24.0,1996.0,4.3,74.0,115.0,64.3,970.0,250.0,44.0,63.0,69.8,21.0,30.0,70.0,3.0,6.0,50.0,2.0,0.7,0.3,1.3,6.0,5.0,3.0,0.0,10.0
907,Federico Fernández,ar ARG,DF,Newcastle Utd,Premier League,31.0,1989.0,23.1,715.0,894.0,80.0,13956.0,5356.0,244.0,277.0,88.1,368.0,412.0,89.3,91.0,166.0,54.8,0.0,0.6,0.4,-0.6,7.0,25.0,3.0,3.0,32.0
908,Joaquín Fernández,es ESP,DF,Valladolid,La Liga,24.0,1996.0,23.0,615.0,778.0,79.0,12770.0,4844.0,196.0,223.0,87.9,307.0,362.0,84.8,106.0,177.0,59.9,0.0,0.5,0.1,-0.5,2.0,35.0,2.0,0.0,42.0
910,Fernandinho,br BRA,MF,Manchester City,Premier League,35.0,1985.0,13.2,889.0,1026.0,86.6,14889.0,4335.0,426.0,467.0,91.2,364.0,416.0,87.5,73.0,96.0,76.0,2.0,1.3,1.1,0.7,14.0,124.0,13.0,1.0,114.0
911,Fernando,br BRA,MF,Sevilla,La Liga,33.0,1987.0,28.3,1423.0,1591.0,89.4,25214.0,7105.0,596.0,645.0,92.4,652.0,702.0,92.9,128.0,168.0,76.2,4.0,3.0,2.2,1.0,19.0,94.0,9.0,1.0,112.0
912,Alex Ferrari,it ITA,DF,Sampdoria,Serie A,26.0,1994.0,9.8,411.0,493.0,83.4,7406.0,2655.0,160.0,178.0,89.9,197.0,224.0,87.9,43.0,66.0,65.2,1.0,1.0,0.1,0.0,4.0,25.0,1.0,1.0,32.0
913,David Ferreiro,es ESP,"MF,FW",Huesca,La Liga,32.0,1988.0,28.1,701.0,1090.0,64.3,13216.0,4057.0,316.0,384.0,82.3,254.0,372.0,68.3,114.0,257.0,44.4,4.0,6.0,5.5,-2.0,73.0,60.0,46.0,27.0,113.0
914,Salvador Ferrer,es ESP,DF,Spezia,Serie A,22.0,1998.0,13.2,676.0,908.0,74.4,12680.0,4232.0,291.0,339.0,85.8,273.0,348.0,78.4,106.0,172.0,61.6,1.0,1.3,0.9,-0.3,14.0,35.0,19.0,16.0,46.0
915,Facundo Ferreyra,ar ARG,FW,Celta Vigo,La Liga,29.0,1991.0,3.3,33.0,50.0,66.0,410.0,65.0,22.0,30.0,73.3,4.0,7.0,57.1,3.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
916,Jordan Ferri,fr FRA,MF,Montpellier,Ligue 1,28.0,1992.0,28.6,1396.0,1646.0,84.8,27333.0,7949.0,522.0,582.0,89.7,637.0,706.0,90.2,214.0,282.0,75.9,3.0,1.7,1.8,1.3,22.0,142.0,15.0,7.0,192.0
917,Marco Festa,it ITA,GK,Crotone,Serie A,28.0,1992.0,1.0,31.0,36.0,86.1,883.0,725.0,10.0,10.0,100.0,8.0,8.0,100.0,13.0,18.0,72.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
918,Fidel,es ESP,"MF,DF",Elche,La Liga,30.0,1989.0,26.6,892.0,1237.0,72.1,14752.0,5014.0,476.0,552.0,86.2,265.0,378.0,70.1,109.0,204.0,53.4,3.0,5.0,4.2,-2.0,46.0,63.0,24.0,13.0,97.0
919,Sam Field,eng ENG,MF,West Brom,Premier League,22.0,1998.0,0.7,15.0,25.0,60.0,209.0,52.0,10.0,14.0,71.4,2.0,4.0,50.0,2.0,4.0,50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
920,Alfreð Finnbogason,is ISL,FW,Augsburg,Bundesliga,31.0,1989.0,6.0,110.0,177.0,62.1,1825.0,420.0,51.0,81.0,63.0,38.0,58.0,65.5,14.0,15.0,93.3,1.0,0.9,0.8,0.1,9.0,12.0,2.0,0.0,18.0
