,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Total - Cmp,Total - Att,Total - Cmp%,Total - TotDist,Total - PrgDist,Short - Cmp,Short - Att,Short - Cmp%,Medium - Cmp,Medium - Att,Medium - Cmp%,Long - Cmp,Long - Att,Long - Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
1317,Nikola Kalinić,hr CRO,FW,Hellas Verona,Serie A,32.0,1988.0,11.8,157.0,228.0,68.9,2050.0,274.0,103.0,128.0,80.5,36.0,54.0,66.7,5.0,9.0,55.6,0.0,0.4,0.4,-0.4,7.0,5.0,4.0,0.0,19.0
1318,Yayah Kallon,sl SLE,FW,Genoa,Serie A,19.0,2001.0,0.5,7.0,9.0,77.8,79.0,28.0,6.0,7.0,85.7,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1319,Samuel Kalu,ng NGA,"FW,MF",Bordeaux,Ligue 1,22.0,1997.0,10.7,216.0,301.0,71.8,3261.0,659.0,130.0,156.0,83.3,63.0,84.0,75.0,18.0,35.0,51.4,1.0,0.6,0.5,0.4,10.0,17.0,6.0,1.0,26.0
1320,Pierre Kalulu,fr FRA,DF,Milan,Serie A,20.0,2000.0,8.1,422.0,496.0,85.1,6825.0,2546.0,182.0,197.0,92.4,211.0,237.0,89.0,16.0,36.0,44.4,1.0,0.7,0.4,0.3,6.0,26.0,3.0,1.0,40.0
1321,Daichi Kamada,jp JPN,MF,Eint Frankfurt,Bundesliga,23.0,1996.0,26.2,730.0,1002.0,72.9,11788.0,3433.0,390.0,467.0,83.5,259.0,326.0,79.4,63.0,129.0,48.8,12.0,7.5,6.8,4.5,56.0,77.0,31.0,5.0,124.0
1322,Aboubakar Kamara,mr MTN,"FW,MF",Fulham,Premier League,25.0,1995.0,3.5,86.0,127.0,67.7,1291.0,253.0,50.0,61.0,82.0,28.0,36.0,77.8,4.0,15.0,26.7,0.0,0.3,0.3,-0.3,6.0,5.0,2.0,1.0,6.0
1323,Aboubakar Kamara,mr MTN,"FW,MF",Dijon,Ligue 1,25.0,1995.0,6.2,104.0,146.0,71.2,1507.0,255.0,67.0,77.0,87.0,24.0,33.0,72.7,9.0,15.0,60.0,0.0,0.8,0.7,-0.8,7.0,6.0,3.0,3.0,7.0
1324,Bingourou Kamara,sn SEN,GK,Strasbourg,Ligue 1,23.0,1996.0,8.0,164.0,245.0,66.9,5283.0,4490.0,25.0,25.0,100.0,63.0,63.0,100.0,75.0,156.0,48.1,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
1326,Boubacar Kamara,fr FRA,MF,Marseille,Ligue 1,20.0,1999.0,32.2,1762.0,2040.0,86.4,28787.0,9636.0,930.0,1011.0,92.0,634.0,696.0,91.1,152.0,233.0,65.2,2.0,1.4,1.2,0.6,26.0,177.0,17.0,0.0,201.0
1327,Hassane Kamara,ci CIV,"DF,FW",Nice,Ligue 1,26.0,1994.0,32.9,1581.0,1952.0,81.0,25474.0,7831.0,847.0,951.0,89.1,592.0,704.0,84.1,114.0,203.0,56.2,1.0,2.5,2.9,-1.5,28.0,88.0,37.0,17.0,142.0
1328,Marcin Kamiński,pl POL,DF,Stuttgart,Bundesliga,28.0,1992.0,2.4,196.0,224.0,87.5,3903.0,1499.0,55.0,61.0,90.2,117.0,122.0,95.9,22.0,32.0,68.8,0.0,0.3,0.3,-0.3,2.0,26.0,3.0,1.0,36.0
1329,Kevin Kampl,si SVN,MF,RB Leipzig,Bundesliga,29.0,1990.0,21.5,1252.0,1401.0,89.4,19648.0,4741.0,633.0,675.0,93.8,489.0,533.0,91.7,78.0,113.0,69.0,1.0,1.6,2.1,-0.6,15.0,126.0,17.0,1.0,117.0
1330,Harry Kane,eng ENG,FW,Tottenham,Premier League,27.0,1993.0,34.2,652.0,965.0,67.6,10806.0,3448.0,312.0,423.0,73.8,196.0,273.0,71.8,86.0,140.0,61.4,14.0,7.1,3.6,6.9,49.0,100.0,38.0,5.0,132.0
1331,Wilfried Kanga,ci CIV,FW,Angers,Ligue 1,22.0,1998.0,1.5,15.0,20.0,75.0,193.0,3.0,10.0,11.0,90.9,4.0,7.0,57.1,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1332,Lee Kangin,kr KOR,"FW,MF",Valencia,La Liga,19.0,2001.0,14.0,442.0,547.0,80.8,7610.0,1885.0,225.0,241.0,93.4,136.0,164.0,82.9,60.0,101.0,59.4,4.0,2.5,2.3,1.5,22.0,52.0,16.0,2.0,80.0
1333,N'Golo Kanté,fr FRA,MF,Chelsea,Premier League,29.0,1991.0,23.8,1325.0,1542.0,85.9,20877.0,5242.0,639.0,716.0,89.2,519.0,579.0,89.6,94.0,126.0,74.6,2.0,1.3,1.0,0.7,22.0,96.0,12.0,1.0,116.0
1334,Jimmy Kaparos,de GER,MF,Schalke 04,Bundesliga,18.0,2001.0,0.2,2.0,2.0,100.0,32.0,22.0,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1335,Yann Karamoh,fr FRA,"FW,MF",Parma,Serie A,22.0,1998.0,14.4,275.0,364.0,75.5,4007.0,806.0,158.0,188.0,84.0,78.0,101.0,77.2,21.0,29.0,72.4,1.0,1.8,1.3,-0.8,15.0,21.0,14.0,3.0,33.0
1336,Isaac Karamoko,fr FRA,DF,Sassuolo,Serie A,18.0,2002.0,0.0,1.0,1.0,100.0,9.0,0.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1337,Atakan Karazor,de GER,"DF,MF",Stuttgart,Bundesliga,23.0,1996.0,11.5,605.0,703.0,86.1,9874.0,3721.0,281.0,315.0,89.2,276.0,303.0,91.1,30.0,55.0,54.5,0.0,0.1,0.2,-0.1,2.0,21.0,0.0,0.0,33.0
1338,Augustus Kargbo,sl SLE,FW,Crotone,Serie A,20.0,1999.0,0.4,6.0,8.0,75.0,70.0,2.0,4.0,4.0,100.0,2.0,3.0,66.7,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1339,Loris Karius,de GER,GK,Union Berlin,Bundesliga,27.0,1993.0,3.2,57.0,96.0,59.4,1868.0,1530.0,9.0,9.0,100.0,22.0,22.0,100.0,26.0,63.0,41.3,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
1340,Rick Karsdorp,nl NED,DF,Roma,Serie A,25.0,1995.0,28.3,1070.0,1298.0,82.4,18576.0,4636.0,462.0,523.0,88.3,516.0,588.0,87.8,75.0,132.0,56.8,6.0,5.1,3.0,0.9,24.0,62.0,35.0,8.0,97.0
1341,Silas Katompa,cd COD,"DF,FW",Stuttgart,Bundesliga,21.0,1998.0,21.3,318.0,477.0,66.7,4729.0,1331.0,179.0,237.0,75.5,110.0,154.0,71.4,18.0,44.0,40.9,4.0,4.4,3.2,-0.4,23.0,17.0,16.0,4.0,33.0
1342,Noah Katterbach,de GER,"DF,MF",Köln,Bundesliga,19.0,2001.0,12.3,511.0,664.0,77.0,8164.0,3558.0,278.0,314.0,88.5,187.0,233.0,80.3,39.0,87.0,44.8,0.0,1.1,1.0,-1.1,10.0,42.0,10.0,6.0,60.0
1343,Eiji Kawashima,jp JPN,GK,Strasbourg,Ligue 1,37.0,1983.0,24.0,487.0,712.0,68.4,17583.0,14857.0,48.0,48.0,100.0,187.0,188.0,99.5,249.0,471.0,52.9,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
1344,Moise Kean,it ITA,"FW,MF",Everton,Premier League,20.0,2000.0,0.2,6.0,8.0,75.0,87.0,0.0,3.0,3.0,100.0,3.0,3.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1345,Moise Kean,it ITA,FW,Paris S-G,Ligue 1,20.0,2000.0,18.9,243.0,313.0,77.6,3143.0,454.0,151.0,180.0,83.9,48.0,62.0,77.4,13.0,16.0,81.3,0.0,0.9,0.6,-0.9,8.0,10.0,7.0,0.0,22.0
1346,Michael Keane,eng ENG,DF,Everton,Premier League,27.0,1993.0,33.2,1691.0,1943.0,87.0,33042.0,12033.0,520.0,576.0,90.3,952.0,1020.0,93.3,183.0,289.0,63.3,1.0,1.1,0.7,-0.1,7.0,94.0,5.0,0.0,78.0
1347,Neeskens Kebano,cd COD,"FW,MF",Fulham,Premier League,28.0,1992.0,1.3,32.0,43.0,74.4,373.0,90.0,25.0,25.0,100.0,6.0,15.0,40.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0
1348,Thilo Kehrer,de GER,DF,Paris S-G,Ligue 1,23.0,1996.0,18.0,1162.0,1263.0,92.0,17839.0,6661.0,587.0,618.0,95.0,501.0,531.0,94.4,39.0,56.0,69.6,0.0,0.7,0.8,-0.7,3.0,40.0,6.0,1.0,58.0
1349,Habib Keita,ml MLI,MF,Lyon,Ligue 1,18.0,2002.0,0.1,3.0,3.0,100.0,47.0,16.0,2.0,2.0,100.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
1350,Naby Keïta,gn GUI,MF,Liverpool,Premier League,25.0,1995.0,5.8,315.0,361.0,87.3,4405.0,1075.0,183.0,204.0,89.7,109.0,120.0,90.8,11.0,17.0,64.7,0.0,0.6,0.6,-0.6,6.0,30.0,9.0,1.0,33.0
1352,Yannik Keitel,de GER,MF,Freiburg,Bundesliga,20.0,2000.0,5.5,155.0,202.0,76.7,2484.0,641.0,87.0,109.0,79.8,57.0,65.0,87.7,10.0,16.0,62.5,0.0,0.1,0.1,-0.1,3.0,17.0,1.0,0.0,25.0
1353,Caoimhín Kelleher,ie IRL,GK,Liverpool,Premier League,21.0,1998.0,2.0,51.0,64.0,79.7,1166.0,668.0,9.0,9.0,100.0,31.0,31.0,100.0,11.0,24.0,45.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1354,Stephane Keller,cm CMR,DF,Alavés,La Liga,18.0,2001.0,0.2,11.0,13.0,84.6,215.0,70.0,4.0,5.0,80.0,6.0,6.0,100.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1355,Martin Kelly,eng ENG,DF,Crystal Palace,Premier League,30.0,1990.0,0.0,2.0,3.0,66.7,28.0,15.0,2.0,3.0,66.7,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356,Marc-Oliver Kempf,de GER,DF,Stuttgart,Bundesliga,25.0,1995.0,30.3,1545.0,1897.0,81.4,29043.0,11760.0,612.0,680.0,90.0,746.0,853.0,87.5,170.0,300.0,56.7,1.0,0.5,1.6,0.5,10.0,165.0,19.0,2.0,199.0
1357,Kenedy,br BRA,"FW,MF",Granada,La Liga,24.0,1996.0,16.3,201.0,318.0,63.2,3231.0,1250.0,105.0,131.0,80.2,56.0,81.0,69.1,24.0,73.0,32.9,3.0,2.7,2.0,0.3,17.0,19.0,10.0,7.0,23.0
1358,Jonjoe Kenny,eng ENG,DF,Everton,Premier League,23.0,1997.0,0.9,47.0,59.0,79.7,696.0,180.0,27.0,28.0,96.4,16.0,22.0,72.7,3.0,4.0,75.0,0.0,0.0,0.1,0.0,0.0,2.0,1.0,1.0,1.0
1359,Franck Kessié,ci CIV,MF,Milan,Serie A,23.0,1996.0,35.8,1781.0,2022.0,88.1,30782.0,7900.0,801.0,880.0,91.0,768.0,824.0,93.2,169.0,225.0,75.1,4.0,2.9,2.6,1.1,31.0,182.0,21.0,1.0,171.0
1360,Reda Khadra,de GER,MF,Brighton,Premier League,19.0,2001.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1361,Omar Khailoti,it ITA,DF,Bologna,Serie A,18.0,2001.0,0.3,17.0,20.0,85.0,211.0,44.0,12.0,13.0,92.3,3.0,4.0,75.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362,Saîf-Eddine Khaoui,tn TUN,"FW,DF",Marseille,Ligue 1,25.0,1995.0,6.7,179.0,261.0,68.6,2686.0,1116.0,103.0,126.0,81.7,56.0,86.0,65.1,13.0,27.0,48.1,1.0,0.5,0.4,0.5,5.0,17.0,5.0,1.0,31.0
1363,Wahbi Khazri,tn TUN,FW,Saint-Étienne,Ligue 1,29.0,1991.0,13.1,252.0,373.0,67.6,4310.0,1322.0,120.0,159.0,75.5,84.0,116.0,72.4,31.0,57.0,54.4,1.0,1.5,0.9,-0.5,20.0,38.0,12.0,3.0,56.0
1364,Rani Khedira,de GER,MF,Augsburg,Bundesliga,26.0,1994.0,20.2,469.0,663.0,70.7,7837.0,2276.0,206.0,268.0,76.9,205.0,254.0,80.7,33.0,78.0,42.3,0.0,0.2,0.7,-0.2,6.0,30.0,9.0,2.0,56.0
1365,Sami Khedira,de GER,MF,Hertha BSC,Bundesliga,33.0,1987.0,4.4,182.0,222.0,82.0,3047.0,697.0,82.0,94.0,87.2,78.0,86.0,90.7,17.0,29.0,58.6,1.0,1.1,0.5,-0.1,3.0,12.0,2.0,0.0,15.0
1366,Kike,es ESP,FW,Eibar,La Liga,30.0,1989.0,34.3,574.0,885.0,64.9,7558.0,869.0,353.0,460.0,76.7,142.0,234.0,60.7,31.0,62.0,50.0,2.0,2.1,1.0,-0.1,27.0,30.0,10.0,6.0,53.0
1367,Luca Kilian,de GER,DF,Mainz 05,Bundesliga,20.0,1999.0,4.2,185.0,212.0,87.3,3866.0,1185.0,47.0,52.0,90.4,110.0,118.0,93.2,26.0,36.0,72.2,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,7.0
1368,Max Kilman,eng ENG,DF,Wolves,Premier League,23.0,1997.0,14.6,664.0,757.0,87.7,11110.0,4141.0,292.0,314.0,93.0,330.0,355.0,93.0,31.0,71.0,43.7,1.0,0.5,0.3,0.5,5.0,45.0,2.0,0.0,46.0
1369,Joshua Kimmich,de GER,MF,Bayern Munich,Bundesliga,25.0,1995.0,24.4,1778.0,2131.0,83.4,35284.0,11678.0,652.0,721.0,90.4,777.0,864.0,89.9,290.0,446.0,65.0,10.0,6.7,8.5,3.3,66.0,223.0,56.0,10.0,288.0
1370,Presnel Kimpembe,fr FRA,DF,Paris S-G,Ligue 1,24.0,1995.0,25.6,1874.0,1975.0,94.9,30921.0,11470.0,870.0,895.0,97.2,868.0,905.0,95.9,98.0,120.0,81.7,0.0,0.4,1.0,-0.4,4.0,109.0,2.0,0.0,117.0
1371,Joshua King,no NOR,"MF,FW",Everton,Premier League,28.0,1992.0,1.6,32.0,50.0,64.0,431.0,98.0,18.0,29.0,62.1,13.0,15.0,86.7,0.0,0.0,,0.0,0.0,0.1,0.0,0.0,1.0,1.0,0.0,5.0
1372,Simon Kjær,dk DEN,DF,Milan,Serie A,31.0,1989.0,26.6,1303.0,1489.0,87.5,26908.0,9646.0,382.0,416.0,91.8,721.0,762.0,94.6,185.0,273.0,67.8,2.0,1.2,0.6,0.8,7.0,72.0,2.0,0.0,73.0
1373,Davy Klaassen,nl NED,MF,Werder Bremen,Bundesliga,27.0,1993.0,2.5,40.0,61.0,65.6,575.0,221.0,22.0,29.0,75.9,15.0,19.0,78.9,1.0,5.0,20.0,0.0,0.1,0.1,-0.1,1.0,4.0,2.0,0.0,10.0
1374,Felix Klaus,de GER,"DF,MF",Wolfsburg,Bundesliga,27.0,1992.0,1.5,60.0,72.0,83.3,1017.0,290.0,27.0,31.0,87.1,27.0,29.0,93.1,5.0,8.0,62.5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0
1375,Klauss,br BRA,"MF,FW",Hoffenheim,Bundesliga,23.0,1997.0,0.6,20.0,22.0,90.9,245.0,73.0,13.0,13.0,100.0,4.0,5.0,80.0,1.0,1.0,100.0,0.0,0.1,0.2,-0.1,2.0,0.0,2.0,0.0,3.0
1376,Ragnar Klavan,ee EST,DF,Cagliari,Serie A,34.0,1985.0,8.6,343.0,402.0,85.3,6545.0,2399.0,124.0,140.0,88.6,180.0,193.0,93.3,36.0,59.0,61.0,0.0,0.1,0.1,-0.1,1.0,17.0,0.0,0.0,20.0
1378,Philipp Klement,de GER,"MF,FW",Stuttgart,Bundesliga,27.0,1992.0,4.7,283.0,360.0,78.6,5075.0,1625.0,122.0,133.0,91.7,107.0,128.0,83.6,41.0,71.0,57.7,2.0,1.6,1.6,0.4,18.0,30.0,10.0,1.0,42.0
1379,Mateusz Klich,pl POL,MF,Leeds United,Premier League,30.0,1990.0,26.6,1228.0,1545.0,79.5,18574.0,4943.0,621.0,720.0,86.3,424.0,508.0,83.5,94.0,163.0,57.7,5.0,3.4,3.1,1.6,44.0,105.0,40.0,4.0,184.0
1380,Mateo Klimowicz,de GER,"MF,FW",Stuttgart,Bundesliga,20.0,2000.0,13.3,247.0,326.0,75.8,3608.0,853.0,143.0,168.0,85.1,67.0,88.0,76.1,19.0,28.0,67.9,1.0,1.0,1.2,0.0,16.0,27.0,11.0,1.0,36.0
1381,Fabian Klos,de GER,FW,Arminia,Bundesliga,32.0,1987.0,30.1,441.0,831.0,53.1,6528.0,1746.0,250.0,426.0,58.7,130.0,234.0,55.6,33.0,67.0,49.3,2.0,4.8,3.9,-2.8,32.0,64.0,16.0,1.0,79.0
1382,Lukas Klostermann,de GER,DF,RB Leipzig,Bundesliga,24.0,1996.0,16.1,1015.0,1169.0,86.8,17349.0,5891.0,448.0,486.0,92.2,491.0,528.0,93.0,68.0,125.0,54.4,0.0,0.8,1.9,-0.8,5.0,87.0,11.0,1.0,106.0
1383,Justin Kluivert,nl NED,MF,Roma,Serie A,21.0,1999.0,0.2,4.0,7.0,57.1,120.0,32.0,1.0,3.0,33.3,1.0,2.0,50.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
1384,Justin Kluivert,nl NED,"FW,MF",RB Leipzig,Bundesliga,21.0,1999.0,9.0,171.0,249.0,68.7,2417.0,470.0,95.0,127.0,74.8,55.0,73.0,75.3,9.0,21.0,42.9,1.0,1.0,1.0,0.0,12.0,9.0,9.0,3.0,11.0
1385,Lukas Klünter,de GER,DF,Hertha BSC,Bundesliga,24.0,1996.0,11.0,414.0,542.0,76.4,7906.0,2739.0,140.0,158.0,88.6,228.0,272.0,83.8,42.0,81.0,51.9,0.0,0.3,0.5,-0.3,3.0,32.0,5.0,2.0,36.0
1386,Ansgar Knauff,de GER,"MF,FW",Dortmund,Bundesliga,18.0,2002.0,0.8,18.0,27.0,66.7,318.0,92.0,10.0,13.0,76.9,7.0,9.0,77.8,1.0,3.0,33.3,1.0,1.1,0.6,-0.1,4.0,2.0,3.0,2.0,2.0
1387,Robin Knoche,de GER,DF,Union Berlin,Bundesliga,28.0,1992.0,33.8,1762.0,2097.0,84.0,37312.0,13315.0,463.0,522.0,88.7,1022.0,1147.0,89.1,258.0,386.0,66.8,0.0,0.2,1.2,-0.2,4.0,72.0,4.0,0.0,102.0
1388,Gregor Kobel,ch SUI,GK,Stuttgart,Bundesliga,22.0,1997.0,33.0,1009.0,1222.0,82.6,22272.0,16279.0,364.0,364.0,100.0,419.0,425.0,98.6,198.0,401.0,49.4,0.0,0.1,0.1,-0.1,1.0,11.0,1.0,0.0,0.0
1389,Robin Koch,de GER,"DF,MF",Leeds United,Premier League,24.0,1996.0,12.6,664.0,773.0,85.9,13042.0,4385.0,191.0,218.0,87.6,398.0,428.0,93.0,64.0,104.0,61.5,0.0,0.1,0.1,-0.1,4.0,35.0,3.0,0.0,49.0
1390,Giorgi Kochorashvili,ge GEO,MF,Levante,La Liga,21.0,1999.0,0.3,6.0,13.0,46.2,68.0,19.0,5.0,9.0,55.6,1.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1391,Kenan Kodro,ba BIH,"FW,MF",Valladolid,La Liga,26.0,1993.0,5.1,76.0,117.0,65.0,1091.0,164.0,46.0,64.0,71.9,17.0,29.0,58.6,7.0,7.0,100.0,0.0,0.2,0.1,-0.2,4.0,5.0,0.0,0.0,4.0
1392,Kenan Kodro,ba BIH,"FW,MF",Athletic Club,La Liga,26.0,1993.0,0.5,7.0,9.0,77.8,123.0,5.0,3.0,4.0,75.0,3.0,3.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
1393,Dominik Kohr,de GER,MF,Mainz 05,Bundesliga,26.0,1994.0,14.1,392.0,539.0,72.7,5953.0,2230.0,216.0,261.0,82.8,125.0,176.0,71.0,30.0,57.0,52.6,1.0,0.7,1.7,0.3,7.0,64.0,5.0,0.0,62.0
1394,Dominik Kohr,de GER,"MF,DF",Eint Frankfurt,Bundesliga,26.0,1994.0,2.9,131.0,172.0,76.2,2081.0,693.0,71.0,87.0,81.6,46.0,58.0,79.3,10.0,16.0,62.5,0.0,0.0,0.1,0.0,1.0,25.0,0.0,0.0,24.0
1395,Koba Koindredi,fr FRA,MF,Valencia,La Liga,18.0,2001.0,0.2,8.0,10.0,80.0,116.0,30.0,5.0,5.0,100.0,2.0,3.0,66.7,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1396,Koke,es ESP,MF,Atlético Madrid,La Liga,28.0,1992.0,33.6,2178.0,2483.0,87.7,34388.0,10040.0,1120.0,1195.0,93.7,736.0,808.0,91.1,192.0,277.0,69.3,2.0,3.1,4.4,-1.1,38.0,219.0,35.0,3.0,250.0
1397,Aleksandr Kokorin,ru RUS,"FW,MF",Fiorentina,Serie A,29.0,1991.0,1.0,26.0,31.0,83.9,283.0,40.0,18.0,18.0,100.0,5.0,6.0,83.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
1398,Aleksandar Kolarov,rs SRB,DF,Inter,Serie A,34.0,1985.0,4.3,310.0,366.0,84.7,5768.0,1880.0,141.0,153.0,92.2,137.0,155.0,88.4,32.0,52.0,61.5,1.0,1.1,0.7,-0.1,6.0,33.0,4.0,1.0,41.0
1399,Sead Kolašinac,ba BIH,DF,Arsenal,Premier League,27.0,1993.0,1.0,57.0,67.0,85.1,814.0,147.0,33.0,36.0,91.7,22.0,23.0,95.7,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0
1400,Sead Kolašinac,ba BIH,"DF,MF",Schalke 04,Bundesliga,27.0,1993.0,15.8,583.0,738.0,79.0,8755.0,3095.0,310.0,356.0,87.1,230.0,285.0,80.7,23.0,50.0,46.0,1.0,1.4,0.9,-0.4,13.0,28.0,9.0,4.0,51.0
1401,Randal Kolo Muani,fr FRA,FW,Nantes,Ligue 1,21.0,1998.0,33.7,400.0,613.0,65.3,4734.0,917.0,269.0,372.0,72.3,81.0,128.0,63.3,13.0,21.0,61.9,4.0,6.9,4.6,-2.9,38.0,22.0,9.0,2.0,39.0
1402,Timothée Kolodziejczak,fr FRA,DF,Saint-Étienne,Ligue 1,28.0,1991.0,22.6,1116.0,1354.0,82.4,21251.0,9199.0,412.0,465.0,88.6,569.0,639.0,89.0,124.0,209.0,59.3,0.0,0.4,0.8,-0.4,3.0,65.0,2.0,2.0,89.0
1404,Ghislain Konan,ci CIV,DF,Reims,Ligue 1,24.0,1995.0,29.0,1170.0,1490.0,78.5,19113.0,6819.0,569.0,641.0,88.8,491.0,610.0,80.5,81.0,155.0,52.3,1.0,1.1,1.6,-0.1,18.0,85.0,19.0,11.0,120.0
1405,Ibrahima Konaté,fr FRA,DF,RB Leipzig,Bundesliga,21.0,1999.0,7.7,480.0,561.0,85.6,9065.0,3046.0,152.0,171.0,88.9,288.0,317.0,90.9,34.0,61.0,55.7,0.0,0.0,0.1,0.0,0.0,27.0,0.0,0.0,29.0
1406,Moussa Konaté,sn SEN,FW,Dijon,Ligue 1,27.0,1993.0,13.3,198.0,272.0,72.8,2788.0,368.0,108.0,137.0,78.8,67.0,95.0,70.5,9.0,12.0,75.0,1.0,0.4,0.2,0.6,7.0,12.0,8.0,0.0,19.0
1407,Geoffrey Kondogbia,cf CTA,MF,Valencia,La Liga,27.0,1993.0,4.9,161.0,192.0,83.9,3397.0,870.0,57.0,61.0,93.4,64.0,70.0,91.4,35.0,46.0,76.1,0.0,0.0,0.1,0.0,0.0,17.0,0.0,0.0,18.0
1408,Geoffrey Kondogbia,cf CTA,MF,Atlético Madrid,La Liga,27.0,1993.0,6.8,329.0,389.0,84.6,5350.0,1372.0,158.0,178.0,88.8,118.0,133.0,88.7,34.0,46.0,73.9,0.0,0.4,0.3,-0.4,4.0,28.0,5.0,0.0,37.0
1409,Lamine Koné,ci CIV,DF,Strasbourg,Ligue 1,31.0,1989.0,11.6,385.0,479.0,80.4,8666.0,3639.0,94.0,108.0,87.0,209.0,235.0,88.9,78.0,120.0,65.0,0.0,0.0,0.1,0.0,1.0,36.0,1.0,0.0,30.0
1410,Moussa Koné,sn SEN,FW,Nîmes,Ligue 1,23.0,1996.0,19.5,225.0,295.0,76.3,3579.0,522.0,98.0,130.0,75.4,91.0,105.0,86.7,17.0,24.0,70.8,0.0,1.0,0.5,-1.0,11.0,18.0,2.0,0.0,26.0
1411,Youssouf Koné,ml MLI,"DF,MF",Elche,La Liga,25.0,1995.0,0.8,24.0,29.0,82.8,351.0,121.0,13.0,14.0,92.9,7.0,10.0,70.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1412,Terence Kongolo,nl NED,DF,Fulham,Premier League,26.0,1994.0,1.0,37.0,45.0,82.2,610.0,219.0,19.0,22.0,86.4,18.0,21.0,85.7,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0
1413,Ezri Konsa,eng ENG,DF,Aston Villa,Premier League,22.0,1997.0,35.5,1102.0,1305.0,84.4,21620.0,6304.0,325.0,378.0,86.0,646.0,702.0,92.0,113.0,184.0,61.4,0.0,0.1,0.1,-0.1,2.0,37.0,2.0,0.0,32.0
1414,Laurent Koscielny,fr FRA,DF,Bordeaux,Ligue 1,34.0,1985.0,24.6,1198.0,1333.0,89.9,24851.0,10021.0,329.0,362.0,90.9,699.0,745.0,93.8,163.0,205.0,79.5,2.0,1.1,1.4,0.9,7.0,50.0,3.0,0.0,53.0
1415,Filip Kostić,rs SRB,DF,Eint Frankfurt,Bundesliga,27.0,1992.0,28.2,971.0,1592.0,61.0,17444.0,6513.0,440.0,575.0,76.5,378.0,571.0,66.2,126.0,298.0,42.3,14.0,12.8,11.5,1.2,89.0,59.0,64.0,45.0,108.0
1416,Márk Kosznovszky,hu HUN,MF,Parma,Serie A,18.0,2002.0,1.0,37.0,39.0,94.9,548.0,87.0,20.0,20.0,100.0,16.0,17.0,94.1,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
1417,Christian Kouamé,ci CIV,FW,Fiorentina,Serie A,22.0,1997.0,11.1,234.0,326.0,71.8,2764.0,400.0,166.0,212.0,78.3,47.0,62.0,75.8,5.0,7.0,71.4,1.0,1.2,0.9,-0.2,12.0,15.0,6.0,1.0,16.0
1418,Kalidou Koulibaly,sn SEN,DF,Napoli,Serie A,29.0,1991.0,24.5,1566.0,1775.0,88.2,28893.0,11863.0,654.0,706.0,92.6,726.0,776.0,93.6,166.0,248.0,66.9,0.0,0.2,0.4,-0.2,5.0,106.0,8.0,2.0,116.0
