,Player,Squad,90s,SCA - SCA,SCA - SCA90,SCA Types - PassLive,SCA Types - PassDead,SCA Types - TO,SCA Types - Sh,SCA Types - Fld,SCA Types - Def,GCA - GCA,GCA - GCA90,GCA Types - PassLive,GCA Types - PassDead,GCA Types - TO,GCA Types - Sh,GCA Types - Fld,GCA Types - Def
42,Joseph Aidoo,Celta Vigo,34.7,10,0.29,8,0,0,1,0,1,0,0.00,0,0,0,0,0,0
43,Ola Aina,Torino,9.7,27,2.77,21,2,3,0,1,0,3,0.31,2,0,1,0,0,0
44,Rayan Ait Nouri,Wolves,12.0,23,1.93,14,2,4,1,2,0,0,0.00,0,0,0,0,0,0
45,Emanuel Aiwum,Cremonese,18.4,11,0.60,11,0,0,0,0,0,0,0.00,0,0,0,0,0,0
46,Kristoffer Ajer,Brentford,8.5,4,0.47,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
47,Ludovic Ajorque,Strasbourg,8.6,22,2.57,20,0,0,2,0,0,2,0.23,1,0,0,1,0,0
48,Ludovic Ajorque,Mainz 05,13.5,34,2.53,26,0,0,5,3,0,3,0.22,2,0,0,1,0,0
49,Manuel Akanji,Manchester City,25.4,23,0.91,22,0,0,1,0,0,0,0.00,0,0,0,0,0,0
50,Nathan Ake,Manchester City,20.8,24,1.15,20,1,0,2,0,1,2,0.10,2,0,0,0,0,0
52,Sergio Akieme,Almería,25.5,36,1.41,29,1,1,3,0,2,3,0.12,2,0,1,0,0,0
53,Babatunde Akinsola,Valladolid,0.1,1,8.18,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0
54,Maghnes Akliouche,Monaco,4.5,9,2.01,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0
55,Paul Akouokou,Betis,5.0,2,0.40,0,0,0,2,0,0,0,0.00,0,0,0,0,0,0
56,Jean-Daniel Akpa-Akpro,Empoli,15.1,28,1.86,18,0,3,2,2,3,5,0.33,3,0,1,1,0,0
57,Kevin Akpoguma,Hoffenheim,21.7,17,0.79,14,0,3,0,0,0,1,0.05,1,0,0,0,0,0
58,David Alaba,Real Madrid,20.4,27,1.32,23,3,0,1,0,0,4,0.20,3,0,0,1,0,0
59,Angel Alarcon,Barcelona,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Tomas Alarcon,Cádiz,2.5,4,1.61,2,1,0,0,1,0,0,0.00,0,0,0,0,0,0
61,Lucas Alario,Eint Frankfurt,3.7,8,2.17,6,0,1,1,0,0,2,0.54,1,0,0,1,0,0
62,Jordi Alba,Barcelona,15.8,59,3.74,52,5,1,1,0,0,6,0.38,5,1,0,0,0,0
63,Luis Alberto,Lazio,27.1,115,4.24,80,30,0,4,0,1,15,0.55,13,2,0,0,0,0
64,Raul Albiol,Villarreal,23.5,12,0.51,12,0,0,0,0,0,0,0.00,0,0,0,0,0,0
65,Marc Albrighton,Leicester City,2.6,7,2.66,5,2,0,0,0,0,0,0.00,0,0,0,0,0,0
66,Thiago Alcantara,Liverpool,13.9,41,2.94,33,0,3,1,1,3,2,0.14,2,0,0,0,0,0
67,Carlos Alcaraz,Southampton,11.4,22,1.92,14,0,2,3,2,1,4,0.35,3,0,0,1,0,0
68,Ruben Alcaraz,Cádiz,22.7,47,2.07,34,9,1,1,2,0,2,0.09,2,0,0,0,0,0
69,Omar Alderete,Getafe,22.7,24,1.06,22,0,0,2,0,0,3,0.13,3,0,0,0,0,0
70,Ivan Alejo,Cádiz,14.6,40,2.75,27,3,3,5,2,0,0,0.00,0,0,0,0,0,0
71,Dogan Alemdar,Rennes,4.5,1,0.22,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
72,Carles Alena,Getafe,23.5,44,1.87,30,2,1,2,9,0,4,0.17,4,0,0,0,0,0
73,Trent Alexander-Arnold,Liverpool,32.5,124,3.82,81,34,3,5,1,0,17,0.52,14,2,1,0,0,0
74,Alejandro Alfaro,Elche,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
75,Angel Algobia,Getafe,12.6,16,1.27,13,0,1,2,0,0,1,0.08,1,0,0,0,0,0
76,Mohamed Ali Cho,Real Sociedad,6.5,19,2.90,12,1,2,2,1,1,2,0.31,2,0,0,0,0,0
78,Faride Alidou,Eint Frankfurt,2.0,8,3.87,7,0,1,0,0,0,1,0.48,1,0,0,0,0,0
79,Alisson,Liverpool,37.0,3,0.08,3,0,0,0,0,0,2,0.05,2,0,0,0,0,0
80,Jim Allevinah,Clermont Foot,24.9,48,1.93,39,1,3,2,3,0,2,0.08,1,0,0,1,0,0
81,Dele Alli,Everton,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
82,Domingos Andre Ribeiro Almeida,Valencia,28.2,91,3.22,67,17,1,1,2,3,5,0.18,3,2,0,0,0,0
83,Miguel Almiron,Newcastle Utd,27.7,87,3.14,63,2,10,9,3,0,13,0.47,5,1,5,2,0,0
84,Marcos Alonso,Barcelona,13.0,14,1.08,13,0,0,1,0,0,1,0.08,1,0,0,0,0,0
85,Mickael Alphonse,Ajaccio,15.1,19,1.25,15,1,1,1,0,1,0,0.00,0,0,0,0,0,0
86,Eder Alvarez Balanta,Schalke 04,2.6,8,3.03,6,1,0,0,0,1,1,0.38,1,0,0,0,0,0
87,Carlos Alvarez,Sevilla,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
88,Gaston Alvarez,Getafe,16.7,16,0.96,9,5,0,1,0,1,1,0.06,1,0,0,0,0,0
89,Julian Alvarez,Manchester City,16.3,52,3.20,39,0,6,5,2,0,5,0.31,2,0,1,1,1,0
90,Agustin Alvarez Martinez,Sassuolo,4.1,9,2.20,3,0,2,3,1,0,2,0.49,1,0,0,1,0,0
91,Yeray Alvarez,Athletic Club,25.9,28,1.08,24,1,0,1,1,1,2,0.08,2,0,0,0,0,0
92,Ibrahim Amadou,Angers,4.7,3,0.64,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
93,Selim Amallah,Valladolid,3.0,11,3.69,5,0,4,0,0,2,2,0.67,1,0,1,0,0,0
94,Daniel Amartey,Leicester City,17.9,15,0.84,15,0,0,0,0,0,1,0.06,1,0,0,0,0,0
95,Amath,Mallorca,13.6,24,1.76,11,0,5,4,3,1,3,0.22,1,0,1,0,1,0
96,Jordan Amavi,Getafe,2.2,2,0.90,2,0,0,0,0,0,1,0.45,1,0,0,0,0,0
97,Lukas Ambros,Wolfsburg,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
98,Kelvin Amian,Spezia,26.4,45,1.71,34,3,2,4,0,2,3,0.11,1,0,0,2,0,0
99,Bruno Amione,Hellas Verona,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
100,Bruno Amione,Sampdoria,23.2,12,0.52,6,1,0,4,1,0,2,0.09,1,0,0,1,0,0
101,Nadiem Amiri,Leverkusen,10.9,36,3.32,23,4,4,1,4,0,5,0.46,3,0,1,0,1,0
102,Samuel Amo-Ameyaw,Southampton,0.0,1,22.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
104,Ethan Ampadu,Spezia,29.3,40,1.36,33,0,0,4,2,1,4,0.14,4,0,0,0,0,0
105,Sofyan Amrabat,Fiorentina,22.2,44,1.98,38,0,0,0,2,4,4,0.18,3,0,0,0,0,1
106,Ayoub Amraoui,Nice,3.3,4,1.22,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
107,Joachim Andersen,Crystal Palace,30.9,25,0.81,20,3,0,0,1,1,1,0.03,0,1,0,0,0,0
108,Elliot Anderson,Newcastle Utd,4.6,22,4.83,16,0,2,0,4,0,1,0.22,1,0,0,0,0,0
109,Felipe Anderson,Lazio,32.9,99,3.01,79,1,10,6,3,0,15,0.46,8,0,4,2,1,0
110,Benjamin Andre,Lille,32.4,70,2.16,62,0,0,3,3,2,6,0.19,5,0,0,0,1,0
111,Marcos Andre,Valencia,5.0,12,2.42,8,0,3,1,0,0,0,0.00,0,0,0,0,0,0
112,Komnen Andric,Clermont Foot,16.1,32,1.99,26,0,2,2,2,0,4,0.25,2,0,0,2,0,0
113,Robert Andrich,Leverkusen,26.7,45,1.68,37,0,0,4,1,3,4,0.15,3,0,0,0,0,1
114,Angelino,Hoffenheim,29.1,88,3.03,61,20,1,2,3,1,10,0.34,8,1,0,1,0,0
115,Fabrizio Angileri,Getafe,6.5,5,0.77,3,0,1,0,0,1,2,0.31,1,0,0,0,0,1
116,Jaidon Anthony,Bournemouth,14.0,38,2.72,28,3,4,1,1,1,4,0.29,2,0,1,0,1,0
117,Janis Antiste,Sassuolo,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
118,Waldemar Anton,Stuttgart,32.6,39,1.20,28,4,2,5,0,0,5,0.15,3,0,0,2,0,0
119,Josep Antoni Gaya,Mallorca,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
120,Jose Antonio,Cádiz,0.5,1,1.91,1,0,0,0,0,0,1,1.91,1,0,0,0,0,0
121,Marcos Antonio,Lazio,6.6,9,1.37,7,0,1,0,1,0,3,0.46,2,0,1,0,0,0
122,Michail Antonio,West Ham,20.3,39,1.92,24,0,6,4,5,0,9,0.44,6,0,2,1,0,0
123,Antony,Manchester Utd,20.0,74,3.69,61,0,5,3,4,1,7,0.35,6,0,1,0,0,0
124,Valentin Antov,Monza,3.4,2,0.59,2,0,0,0,0,0,1,0.29,1,0,0,0,0,0
125,Christopher Antwi-Adjei,Bochum,22.0,79,3.59,46,16,5,3,9,0,12,0.54,7,1,2,0,2,0
126,Anuar,Valladolid,2.3,4,1.71,2,0,1,0,0,1,1,0.43,0,0,1,0,0,0
127,Houssem Aouar,Lyon,5.8,15,2.57,9,0,3,3,0,0,2,0.34,2,0,0,0,0,0
128,Adil Aouchiche,Lorient,2.8,5,1.80,3,0,0,1,0,1,0,0.00,0,0,0,0,0,0
130,Dennis Appiah,Nantes,8.8,11,1.25,8,1,2,0,0,0,1,0.11,1,0,0,0,0,0
131,Stredair Appuah,Nantes,0.7,6,8.18,5,0,1,0,0,0,1,1.36,1,0,0,0,0,0
132,Mauro Arambarri,Getafe,11.0,25,2.27,8,14,1,1,0,1,3,0.27,2,1,0,0,0,0
133,Charles Aranguiz,Leverkusen,5.5,10,1.83,10,0,0,0,0,0,0,0.00,0,0,0,0,0,0
134,Ronald Araujo,Barcelona,20.0,18,0.90,15,0,0,3,0,0,6,0.30,5,0,0,1,0,0
135,Cameron Archer,Aston Villa,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
136,Tairyk Arconte,Brest,1.4,3,2.11,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0
137,Alphonse Areola,West Ham,3.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
138,Adu Ares,Athletic Club,0.9,12,13.01,7,0,2,1,2,0,0,0.00,0,0,0,0,0,0
139,Joe Aribo,Southampton,13.6,27,1.99,23,0,1,1,1,1,2,0.15,1,0,1,0,0,0
140,Adam Armstrong,Southampton,14.8,24,1.62,19,0,2,1,1,1,2,0.13,1,0,0,0,0,1
141,Stuart Armstrong,Southampton,15.6,50,3.20,39,1,0,6,4,0,2,0.13,1,0,0,0,1,0
142,Marko Arnautovic,Bologna,17.0,44,2.58,36,0,3,2,3,0,5,0.29,3,0,1,0,1,0
143,Maximilian Arnold,Wolfsburg,30.7,82,2.67,41,35,1,3,2,0,10,0.33,5,3,0,1,1,0
144,Mohamed El Arouch,Lyon,0.0,1,90.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
145,Sergio Arribas,Real Madrid,0.2,3,14.21,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0
146,Kepa Arrizabalaga,Chelsea,28.5,1,0.04,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
147,Roberto Arroyo,Valladolid,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
148,Tolgay Arslan,Udinese,13.5,44,3.28,30,5,3,1,4,1,0,0.00,0,0,0,0,0,0
149,Ricard Artero,Girona,1.5,1,0.68,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
150,Arthur,Fiorentina,15.9,36,2.26,26,0,2,5,3,0,2,0.13,1,0,0,1,0,0
151,Santiago Arzamendia,Cádiz,5.4,11,2.05,8,2,1,0,0,0,0,0.00,0,0,0,0,0,0
152,Takuma Asano,Bochum,19.0,56,2.94,39,1,2,7,6,1,8,0.42,6,0,1,1,0,0
153,Santiago Ascacibar,Cremonese,8.1,25,3.09,17,1,0,7,0,0,3,0.37,1,0,0,2,0,0
154,Sergio Asenjo,Valladolid,10.0,2,0.20,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0
156,Marco Asensio,Real Madrid,16.0,76,4.74,47,16,6,4,3,0,12,0.75,7,2,2,0,1,0
157,Kristoffer Askildsen,Lecce,8.1,15,1.85,9,4,0,0,2,0,1,0.12,1,0,0,0,0,0
158,Fisnik Asllani,Hoffenheim,1.9,8,4.29,6,0,0,0,1,1,1,0.54,1,0,0,0,0,0
159,Kristjan Asllani,Inter,6.6,22,3.36,11,9,1,0,1,0,1,0.15,1,0,0,0,0,0
160,Iago Aspas,Celta Vigo,31.9,141,4.42,110,8,5,8,9,1,8,0.25,8,0,0,0,0,0
161,Lorenz Assignon,Rennes,2.9,4,1.37,3,1,0,0,0,0,1,0.34,1,0,0,0,0,0
162,Youcef Atal,Nice,8.7,31,3.58,22,0,4,2,2,1,2,0.23,1,0,1,0,0,0
163,Valentin Atangana Edoa,Reims,1.9,5,2.60,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0
164,Pierre-Emerick Aubameyang,Chelsea,6.2,8,1.30,6,0,0,2,0,0,0,0.00,0,0,0,0,0,0
165,Pierre-Emerick Aubameyang,Barcelona,0.1,1,10.00,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0
166,Emil Audero,Sampdoria,25.0,5,0.20,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
167,Tommaso Augello,Sampdoria,34.0,77,2.26,54,16,2,1,3,1,7,0.21,6,1,0,0,0,0
168,Ludwig Augustinsson,Aston Villa,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
169,Ludwig Augustinsson,Mallorca,1.5,2,1.36,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
170,Serge Aurier,Nott'ham Forest,21.6,26,1.20,21,2,0,0,2,1,1,0.05,0,1,0,0,0,0
171,Mathias Autret,Auxerre,14.3,54,3.77,35,12,3,3,0,1,7,0.49,3,2,0,2,0,0
172,Ezequiel Avila,Osasuna,19.0,41,2.16,28,2,4,4,2,1,2,0.11,1,0,0,1,0,0
173,Cedric Avinel,Ajaccio,19.9,3,0.15,1,1,0,1,0,0,1,0.05,0,0,0,1,0,0
174,Taiwo Awoniyi,Nott'ham Forest,15.6,25,1.60,18,0,2,2,2,1,4,0.26,2,0,1,1,0,0
175,Yasin Ayari,Brighton,0.7,4,5.37,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0
176,Mehmet Aydin,Schalke 04,6.3,13,2.07,10,1,0,2,0,0,0,0.00,0,0,0,0,0,0
177,Andre Ayew,Nott'ham Forest,3.5,3,0.86,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0
178,Jordan Ayew,Crystal Palace,30.2,78,2.59,53,0,9,6,7,3,8,0.27,5,0,1,1,1,0
179,Kaan Ayhan,Sassuolo,6.1,5,0.83,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
180,Luke Ayling,Leeds United,22.8,40,1.75,33,0,0,3,2,2,1,0.04,1,0,0,0,0,0
182,Ayman Azhil,Leverkusen,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
183,Sardar Azmoun,Leverkusen,10.3,33,3.21,27,0,1,2,1,2,4,0.39,1,0,1,1,0,1
184,Cesar Azpilicueta,Chelsea,17.0,25,1.47,25,0,0,0,0,0,1,0.06,1,0,0,0,0,0
185,Sanoussy Ba,RB Leipzig,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
186,Iddrisu Baba,Mallorca,18.9,13,0.67,10,0,0,1,1,1,1,0.05,0,0,0,1,0,0
187,Srdan Babic,Almería,33.3,20,0.60,18,0,0,2,0,0,1,0.03,0,0,0,1,0,0
188,Loic Bade,Sevilla,16.1,3,0.19,2,1,0,0,0,0,1,0.06,0,1,0,0,0,0
189,Loic Bade,Rennes,1.0,1,1.00,0,0,0,1,0,0,1,1.00,0,0,0,1,0,0
190,Edgar Badia,Elche,36.0,3,0.08,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
191,Benoit Badiashile,Chelsea,10.1,12,1.19,11,0,0,0,0,1,0,0.00,0,0,0,0,0,0
192,Benoit Badiashile,Monaco,9.3,4,0.43,2,0,0,2,0,0,0,0.00,0,0,0,0,0,0
193,Alex Baena,Villarreal,21.6,79,3.65,58,0,8,8,5,0,8,0.37,5,0,0,2,1,0
194,Jaime Baez,Cremonese,1.1,5,4.69,2,3,0,0,0,0,0,0.00,0,0,0,0,0,0
195,Leon Bailey,Aston Villa,21.9,62,2.84,40,2,10,7,3,0,8,0.37,5,0,0,3,0,0
196,Eric Bailly,Marseille,6.0,2,0.33,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
197,Denys Bain,Auxerre,1.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
198,Brandon Baiye,Clermont Foot,0.6,2,3.40,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
199,Stefan Bajcetic,Liverpool,5.8,13,2.22,8,1,2,0,2,0,1,0.17,0,0,1,0,0,0
200,Nedim Bajrami,Empoli,10.4,39,3.74,27,8,2,1,1,0,4,0.38,2,0,1,0,1,0
201,Nedim Bajrami,Sassuolo,9.1,34,3.74,21,6,4,2,0,1,2,0.22,1,0,0,1,0,0
202,Cedric Bakambu,Marseille,0.7,2,3.05,2,0,0,0,0,0,1,1.53,1,0,0,0,0,0
203,Tiemoue Bakayoko,Milan,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
204,Mitchel Bakker,Leverkusen,18.4,37,2.01,30,4,0,0,2,1,4,0.22,3,0,0,0,0,1
205,Ridle Baku,Wolfsburg,28.7,64,2.23,50,2,4,4,4,0,7,0.24,5,0,1,1,0,0
206,Tommaso Baldanzi,Empoli,19.7,60,3.04,38,2,7,5,8,0,4,0.20,4,0,0,0,0,0
208,Alejandro Balde,Barcelona,27.5,66,2.40,50,0,8,2,5,1,8,0.29,8,0,0,0,0,0
209,Thierno Balde,Troyes,23.9,45,1.88,35,2,3,1,4,0,4,0.17,2,0,1,0,1,0
210,Carlos Baleba,Lille,5.3,11,2.07,7,0,1,1,2,0,2,0.38,0,0,0,0,2,0
211,Mikel Balenziaga,Athletic Club,1.3,1,0.78,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
212,Leonardo Balerdi,Marseille,29.3,13,0.44,9,0,1,3,0,0,2,0.07,1,0,0,1,0,0
213,Dominic Ballard,Southampton,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
214,Ivan Balliu,Rayo Vallecano,35.9,66,1.84,51,11,0,1,3,0,0,0.00,0,0,0,0,0,0
215,Fode Ballo-Toure,Milan,5.8,8,1.38,4,1,1,0,1,1,1,0.17,0,0,1,0,0,0
216,Folarin Balogun,Reims,33.3,80,2.40,50,1,11,11,6,1,10,0.30,4,0,2,2,2,0
217,Abdoulaye Bamba,Angers,15.2,8,0.53,7,0,0,0,0,1,0,0.00,0,0,0,0,0,0
218,Jonathan Bamba,Lille,30.9,106,3.43,89,2,5,8,2,0,14,0.45,11,0,0,3,0,0
219,Patrick Bamford,Leeds United,16.8,27,1.60,17,0,1,5,3,1,6,0.36,4,0,1,1,0,0
220,Lameck Banda,Lecce,18.2,42,2.31,20,2,13,3,4,0,3,0.17,3,0,0,0,0,0
221,Filippo Bandinelli,Empoli,25.1,61,2.42,51,2,0,2,3,3,2,0.08,2,0,0,0,0,0
222,Leo Baptistao,Almería,19.2,53,2.77,37,0,4,8,2,2,3,0.16,2,0,0,1,0,0
223,Shandon Baptiste,Brentford,6.9,18,2.63,11,1,2,2,2,0,4,0.58,3,0,0,0,1,0
224,Antonin Barak,Hellas Verona,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
225,Antonin Barak,Fiorentina,20.0,44,2.20,35,0,4,2,3,0,1,0.05,1,0,0,0,0,0
226,Andrea Barberis,Monza,3.8,10,2.67,9,1,0,0,0,0,2,0.53,1,1,0,0,0,0
227,Tommaso Barbieri,Juventus,1.2,1,0.83,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
228,Bradley Barcola,Lyon,16.0,39,2.44,32,0,4,2,0,1,10,0.63,10,0,0,0,0,0
229,Melvin Bard,Nice,27.3,30,1.10,27,2,1,0,0,0,0,0.00,0,0,0,0,0,0
230,Francesco Bardi,Bologna,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
231,Keidi Bare,Espanyol,5.6,11,1.96,7,1,0,2,0,1,2,0.36,1,0,0,0,0,1
232,Nicolo Barella,Inter,29.0,121,4.17,103,4,5,2,6,1,13,0.45,11,0,2,0,0,0
234,Kike Barja,Osasuna,14.6,49,3.36,36,7,5,0,0,1,8,0.55,7,1,0,0,0,0
235,Ross Barkley,Nice,10.7,51,4.92,30,13,6,2,0,0,5,0.48,2,1,2,0,0,0
236,Aymen Barkok,Mainz 05,6.5,18,2.76,13,1,1,2,1,0,1,0.15,1,0,0,0,0,0
237,Harvey Barnes,Leicester City,30.1,63,2.09,43,0,3,9,7,1,14,0.46,8,0,1,2,2,1
238,Leandro Barreiro Martins,Mainz 05,23.8,47,1.98,32,0,3,4,4,4,9,0.38,6,0,1,1,1,0
239,Enzo Barrenechea,Juventus,1.8,1,0.57,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
240,Ander Barrenetxea,Real Sociedad,9.8,28,2.87,22,0,2,2,2,0,2,0.21,1,0,1,0,0,0
241,Mickael Barreto,Ajaccio,14.7,30,2.04,22,7,0,0,0,1,1,0.07,1,0,0,0,0,0
242,Pablo Barrios,Atlético Madrid,8.0,20,2.48,17,0,0,2,1,0,2,0.25,1,0,0,1,0,0
243,Musa Barrow,Bologna,21.8,71,3.26,44,15,4,5,3,0,10,0.46,7,2,0,1,0,0
244,Federico Baschirotto,Lecce,37.0,20,0.54,15,2,0,2,0,1,1,0.03,1,0,0,0,0,0
245,Toma Basic,Lazio,5.7,13,2.28,7,0,1,0,5,0,0,0.00,0,0,0,0,0,0
