,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Min,Playing Time - Mn/MP,Playing Time - Min%,Playing Time - 90s,Starts - Starts,Starts - Mn/Start,Starts - Compl,Subs - Subs,Subs - Mn/Sub,Subs - unSub,Team Success - PPM,Team Success - onG,Team Success - onGA,Team Success - +/-,Team Success - +/-90,Team Success - On-Off,Team Success (xG) - onxG,Team Success (xG) - onxGA,Team Success (xG) - xG+/-,Team Success (xG) - xG+/-90,Team Success (xG) - On-Off
418,Marco Brescianini,it ITA,MF,Milan,Serie A,18.0,2000.0,0.0,,,,,0.0,,0.0,0.0,,2.0,,,,,,,,,,,
419,Rajko Brežančić,rs SRB,DF,Huesca,La Liga,28.0,1989.0,1.0,67.0,67.0,2.0,0.7,0.0,,0.0,1.0,66.0,6.0,0.0,1.0,2.0,-1.0,-1.34,-0.78,0.7,1.1,-0.4,-0.54,-0.29
420,Anthony Briançon,fr FRA,DF,Nîmes,Ligue 1,23.0,1994.0,33.0,2924.0,89.0,85.5,32.5,33.0,89.0,32.0,0.0,,0.0,1.39,48.0,48.0,0.0,0.0,0.18,43.3,49.3,-6.0,-0.19,-0.09
421,Jimmy Briand,fr FRA,FW,Bordeaux,Ligue 1,32.0,1985.0,35.0,2495.0,71.0,73.0,27.7,28.0,83.0,18.0,7.0,26.0,1.0,1.06,25.0,34.0,-9.0,-0.32,-0.42,29.2,41.1,-12.0,-0.43,-0.26
422,Nicolò Brighenti,it ITA,DF,Frosinone,Serie A,28.0,1989.0,11.0,990.0,90.0,28.9,11.0,11.0,90.0,11.0,0.0,,24.0,0.55,6.0,23.0,-17.0,-1.55,-0.69,13.9,18.3,-4.5,-0.41,0.28
423,Matteo Brighi,it ITA,MF,Empoli,Serie A,37.0,1981.0,10.0,231.0,23.0,6.8,2.6,1.0,56.0,0.0,9.0,19.0,28.0,1.7,5.0,4.0,1.0,0.39,0.95,5.0,3.2,1.8,0.72,1.09
424,Enrico Brignola,it ITA,"FW,MF",Sassuolo,Serie A,19.0,1999.0,7.0,175.0,25.0,5.1,1.9,2.0,54.0,0.0,5.0,14.0,24.0,1.57,3.0,5.0,-2.0,-1.03,-0.89,3.9,4.4,-0.5,-0.25,-0.02
425,Miguel Britos,uy URU,DF,Watford,Premier League,33.0,1985.0,3.0,185.0,62.0,5.4,2.1,2.0,86.0,1.0,1.0,13.0,9.0,0.33,2.0,5.0,-3.0,-1.46,-1.35,1.6,4.5,-3.0,-1.44,-1.22
426,David Brooks,wls WAL,"MF,FW",Bournemouth,Premier League,21.0,1997.0,30.0,2261.0,75.0,66.1,25.1,29.0,77.0,10.0,1.0,18.0,3.0,1.37,41.0,41.0,0.0,0.0,1.09,36.0,35.2,0.8,0.03,0.4
427,John Brooks,us USA,DF,Wolfsburg,Bundesliga,25.0,1993.0,29.0,2610.0,90.0,85.3,29.0,29.0,90.0,29.0,0.0,,0.0,1.55,46.0,43.0,3.0,0.1,-1.7,40.4,41.0,-0.7,-0.02,-0.01
428,Daniel Brosinski,de GER,DF,Mainz 05,Bundesliga,30.0,1988.0,26.0,2203.0,85.0,72.0,24.5,26.0,85.0,23.0,0.0,,5.0,1.27,30.0,50.0,-20.0,-0.82,-1.76,31.0,45.1,-14.2,-0.58,-1.22
429,Tyias Browning,cn CHN,DF,Everton,Premier League,24.0,1994.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,
430,Marcelo Brozović,hr CRO,MF,Inter,Serie A,25.0,1992.0,32.0,2650.0,83.0,77.5,29.4,31.0,84.0,23.0,1.0,34.0,0.0,1.66,39.0,29.0,10.0,0.34,-1.3,49.8,30.2,19.6,0.67,-0.03
431,Bruma,pt POR,MF,RB Leipzig,Bundesliga,23.0,1994.0,14.0,553.0,40.0,18.1,6.1,6.0,80.0,3.0,8.0,9.0,13.0,1.71,9.0,5.0,4.0,0.65,-0.43,10.6,8.0,2.6,0.42,-0.39
432,Jeffrey Bruma,nl NED,DF,Wolfsburg,Bundesliga,26.0,1991.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,
433,Jeffrey Bruma,nl NED,DF,Schalke 04,Bundesliga,26.0,1991.0,9.0,624.0,69.0,20.4,6.9,7.0,87.0,6.0,2.0,7.0,4.0,0.78,6.0,16.0,-10.0,-1.44,-1.15,6.8,14.3,-7.5,-1.09,-1.2
434,Bruno,es ESP,DF,Brighton,Premier League,37.0,1980.0,14.0,1131.0,81.0,33.1,12.6,14.0,81.0,9.0,0.0,,9.0,1.14,10.0,17.0,-7.0,-0.56,0.15,11.2,19.1,-7.9,-0.63,0.0
435,Jacob Bruun Larsen,dk DEN,FW,Dortmund,Bundesliga,19.0,1998.0,24.0,1265.0,53.0,41.3,14.1,16.0,74.0,3.0,8.0,10.0,7.0,2.17,31.0,21.0,10.0,0.71,-0.64,25.5,19.4,6.1,0.43,-0.35
436,Bryan,es ESP,"MF,FW",Sevilla,La Liga,17.0,2001.0,11.0,167.0,15.0,4.9,1.9,0.0,,0.0,11.0,14.0,7.0,1.27,6.0,3.0,3.0,1.62,1.28,3.3,3.1,0.2,0.12,-0.46
437,Joe Bryan,eng ENG,"DF,MF",Fulham,Premier League,24.0,1993.0,28.0,2345.0,84.0,68.6,26.1,27.0,86.0,21.0,1.0,13.0,4.0,0.75,22.0,53.0,-31.0,-1.19,0.15,28.3,46.4,-18.1,-0.7,0.03
438,Lucas Buadés,fr FRA,MF,Nîmes,Ligue 1,20.0,1997.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,
439,Eduardo Bubacar Baldé,it ITA,FW,Empoli,Serie A,19.0,1999.0,0.0,,,,,0.0,,0.0,0.0,,2.0,,,,,,,,,,,
440,Gianluigi Buffon,it ITA,GK,Paris S-G,Ligue 1,40.0,1978.0,17.0,1530.0,90.0,44.7,17.0,17.0,90.0,17.0,0.0,,20.0,2.35,50.0,18.0,32.0,1.88,0.07,40.7,17.2,23.4,1.38,0.05
442,Niko Bungert,de GER,DF,Mainz 05,Bundesliga,31.0,1986.0,7.0,284.0,41.0,9.3,3.2,3.0,79.0,1.0,4.0,12.0,5.0,2.29,7.0,3.0,4.0,1.27,1.75,6.6,5.1,1.5,0.47,0.78
443,Guido Burgstaller,at AUT,FW,Schalke 04,Bundesliga,29.0,1989.0,24.0,1526.0,64.0,49.9,17.0,17.0,83.0,12.0,7.0,17.0,0.0,0.88,22.0,29.0,-7.0,-0.41,0.23,23.7,25.1,-1.4,-0.08,0.09
444,Burgui,es ESP,"MF,FW",Alavés,La Liga,24.0,1993.0,16.0,555.0,35.0,16.2,6.2,5.0,78.0,1.0,11.0,15.0,7.0,1.06,6.0,14.0,-8.0,-1.3,-1.2,6.0,11.5,-5.5,-0.89,-0.69
445,Jonathan Burkardt,de GER,"FW,MF",Mainz 05,Bundesliga,18.0,2000.0,4.0,259.0,65.0,8.5,2.9,4.0,65.0,1.0,0.0,,1.0,1.0,2.0,4.0,-2.0,-0.69,-0.41,5.2,4.6,0.6,0.2,0.47
446,Roman Bürki,ch SUI,GK,Dortmund,Bundesliga,27.0,1990.0,32.0,2880.0,90.0,94.1,32.0,32.0,90.0,32.0,0.0,,0.0,2.19,75.0,40.0,35.0,1.09,0.09,56.8,36.6,20.2,0.63,-0.03
447,Dan Burn,eng ENG,DF,Brighton,Premier League,26.0,1992.0,0.0,,,,,0.0,,0.0,0.0,,14.0,,,,,,,,,,,
448,Patrick Burner,mq MTQ,DF,Nice,Ligue 1,22.0,1996.0,17.0,1352.0,80.0,39.5,15.0,15.0,84.0,11.0,2.0,45.0,12.0,1.35,10.0,16.0,-6.0,-0.4,-0.44,16.7,21.9,-5.2,-0.35,-0.41
449,Sergio Busquets,es ESP,MF,Barcelona,La Liga,30.0,1988.0,35.0,2715.0,78.0,79.4,30.2,30.0,86.0,20.0,5.0,29.0,0.0,2.43,77.0,26.0,51.0,1.69,1.31,62.0,33.1,28.9,0.96,0.75
450,Gaëtan Bussmann,fr FRA,DF,Mainz 05,Bundesliga,27.0,1991.0,1.0,90.0,90.0,2.9,1.0,1.0,90.0,1.0,0.0,,8.0,0.0,0.0,1.0,-1.0,-1.0,-0.7,0.8,1.5,-0.7,-0.74,-0.52
451,Unai Bustinza,es ESP,DF,Leganés,La Liga,26.0,1992.0,25.0,2023.0,81.0,59.2,22.5,24.0,82.0,18.0,1.0,45.0,3.0,1.28,21.0,22.0,-1.0,-0.04,0.28,22.6,21.4,1.2,0.05,0.16
452,Matt Butcher,eng ENG,MF,Bournemouth,Premier League,21.0,1997.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,
453,Ludovic Butelle,fr FRA,GK,Angers,Ligue 1,35.0,1983.0,36.0,3239.0,90.0,94.7,36.0,36.0,90.0,35.0,0.0,,0.0,1.17,42.0,48.0,-6.0,-0.17,-0.66,47.8,45.7,2.1,0.06,-0.29
454,David Button,eng ENG,GK,Brighton,Premier League,29.0,1989.0,4.0,360.0,90.0,10.5,4.0,4.0,90.0,4.0,0.0,,25.0,1.0,4.0,5.0,-1.0,-0.25,0.46,2.9,5.9,-3.0,-0.75,-0.13
455,Jakub Błaszczykowski,pl POL,MF,Wolfsburg,Bundesliga,32.0,1985.0,1.0,13.0,13.0,0.4,0.1,0.0,,0.0,1.0,12.0,1.0,0.0,0.0,1.0,-1.0,-6.92,-7.31,0.1,0.5,-0.4,-2.91,-2.9
456,Erick Cabaco,uy URU,DF,Levante,La Liga,23.0,1995.0,21.0,1632.0,78.0,47.7,18.1,20.0,81.0,12.0,1.0,11.0,6.0,1.24,23.0,35.0,-12.0,-0.66,-0.91,23.7,36.7,-13.0,-0.72,-0.25
457,Willy Caballero,ar ARG,GK,Chelsea,Premier League,36.0,1981.0,2.0,180.0,90.0,5.3,2.0,2.0,90.0,2.0,0.0,,36.0,2.0,2.0,0.0,2.0,1.0,0.39,2.1,1.0,1.1,0.56,-0.03
458,Rémy Cabella,fr FRA,"MF,FW",Saint-Étienne,Ligue 1,28.0,1990.0,34.0,2997.0,88.0,87.6,33.3,34.0,88.0,31.0,0.0,,0.0,1.74,53.0,33.0,20.0,0.6,1.03,50.6,41.4,9.1,0.27,0.89
459,Gustavo Cabral,ar ARG,DF,Celta Vigo,La Liga,32.0,1985.0,24.0,1897.0,79.0,55.5,21.1,21.0,90.0,19.0,3.0,3.0,7.0,1.46,34.0,33.0,1.0,0.05,0.64,26.3,30.4,-4.2,-0.2,0.41
460,Rafael Cabral,br BRA,GK,Sampdoria,Serie A,28.0,1990.0,2.0,180.0,90.0,5.3,2.0,2.0,90.0,2.0,0.0,,35.0,2.0,2.0,0.0,2.0,1.0,0.81,1.5,1.2,0.3,0.15,0.29
461,Leandro Cabrera,uy URU,DF,Getafe,La Liga,27.0,1991.0,32.0,2794.0,87.0,81.7,31.0,31.0,90.0,30.0,1.0,4.0,3.0,1.56,42.0,33.0,9.0,0.29,-0.29,39.5,38.3,1.2,0.04,-0.17
462,Fabrizio Cacciatore,it ITA,DF,Cagliari,Serie A,31.0,1986.0,7.0,580.0,83.0,17.0,6.4,7.0,83.0,4.0,0.0,,3.0,1.43,10.0,7.0,3.0,0.47,1.13,7.1,9.7,-2.6,-0.4,0.15
463,Fabrizio Cacciatore,it ITA,DF,Chievo,Serie A,31.0,1986.0,7.0,497.0,71.0,14.5,5.5,5.0,90.0,5.0,2.0,24.0,0.0,0.43,3.0,10.0,-7.0,-1.27,0.06,5.8,9.6,-3.8,-0.68,-0.05
464,Martín Cáceres,uy URU,DF,Lazio,Serie A,31.0,1987.0,4.0,307.0,77.0,9.0,3.4,3.0,90.0,3.0,1.0,37.0,11.0,1.5,6.0,6.0,0.0,0.0,-0.29,5.5,5.1,0.4,0.12,-0.25
465,Martín Cáceres,uy URU,DF,Juventus,Serie A,31.0,1987.0,9.0,628.0,70.0,18.4,7.0,7.0,86.0,6.0,2.0,14.0,4.0,1.78,11.0,10.0,1.0,0.14,-1.11,9.0,5.9,3.1,0.44,-0.26
466,Anthony Caci,fr FRA,DF,Strasbourg,Ligue 1,21.0,1997.0,29.0,2298.0,79.0,67.2,25.5,26.0,86.0,20.0,3.0,17.0,5.0,1.45,39.0,29.0,10.0,0.39,0.39,27.5,34.0,-6.4,-0.25,0.03
468,Mathieu Cafaro,fr FRA,"FW,MF",Reims,Ligue 1,21.0,1997.0,34.0,2095.0,62.0,61.3,23.3,24.0,79.0,8.0,10.0,20.0,1.0,1.38,22.0,22.0,0.0,0.0,0.2,21.9,24.8,-2.9,-0.12,0.15
469,Gary Cahill,eng ENG,DF,Chelsea,Premier League,32.0,1985.0,2.0,24.0,12.0,0.7,0.3,0.0,,0.0,2.0,11.0,8.0,2.0,0.0,0.0,0.0,0.0,-0.64,0.5,0.3,0.2,0.6,0.02
470,Yannick Cahuzac,fr FRA,"MF,DF",Toulouse,Ligue 1,33.0,1985.0,23.0,1431.0,62.0,41.8,15.9,15.0,84.0,10.0,8.0,22.0,9.0,1.0,12.0,28.0,-16.0,-1.01,-0.73,17.6,25.7,-8.1,-0.51,-0.39
471,Felipe Caicedo,ec ECU,FW,Lazio,Serie A,29.0,1988.0,28.0,1371.0,49.0,40.1,15.2,17.0,65.0,2.0,11.0,25.0,7.0,1.68,26.0,17.0,9.0,0.59,0.55,22.6,17.9,4.8,0.31,-0.07
472,Marc-Aurèle Caillard,fr FRA,GK,Guingamp,Ligue 1,24.0,1994.0,21.0,1890.0,90.0,55.3,21.0,21.0,90.0,21.0,0.0,,13.0,0.9,16.0,34.0,-18.0,-0.86,0.44,22.2,31.5,-9.3,-0.44,-0.23
473,Tom Cairney,sct SCO,"MF,FW",Fulham,Premier League,27.0,1991.0,31.0,2194.0,71.0,64.2,24.4,24.0,82.0,13.0,7.0,32.0,1.0,0.68,22.0,51.0,-29.0,-1.19,0.13,24.7,40.5,-15.9,-0.65,0.16
474,Caiuby,br BRA,"MF,FW",Augsburg,Bundesliga,30.0,1988.0,14.0,1006.0,72.0,32.9,11.2,10.0,87.0,7.0,4.0,35.0,0.0,0.79,16.0,19.0,-3.0,-0.27,0.48,18.9,18.8,0.1,0.01,0.7
475,Arturo Calabresi,it ITA,DF,Bologna,Serie A,22.0,1996.0,18.0,1412.0,78.0,41.3,15.7,16.0,85.0,14.0,2.0,23.0,19.0,0.89,14.0,27.0,-13.0,-0.83,-1.05,13.9,22.4,-8.5,-0.54,-0.83
476,Davide Calabria,it ITA,DF,Milan,Serie A,21.0,1996.0,26.0,1950.0,75.0,57.0,21.7,22.0,85.0,15.0,4.0,20.0,4.0,1.54,27.0,20.0,7.0,0.32,-0.41,24.5,25.6,-1.1,-0.05,-0.58
477,Jordi Calavera,es ESP,DF,Eibar,La Liga,22.0,1995.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,-2.48,-2.72
478,Mattia Caldara,it ITA,DF,Milan,Serie A,24.0,1994.0,0.0,,,,,0.0,,0.0,0.0,,12.0,,,,,,,,,,,
479,Fernando Calero,es ESP,DF,Valladolid,La Liga,22.0,1995.0,36.0,3130.0,87.0,91.5,34.8,35.0,89.0,34.0,1.0,6.0,0.0,1.11,30.0,46.0,-16.0,-0.46,0.47,37.8,52.9,-15.1,-0.43,0.3
480,Duje Ćaleta-Car,hr CRO,DF,Marseille,Ligue 1,21.0,1996.0,20.0,1547.0,77.0,45.2,17.2,17.0,88.0,15.0,3.0,16.0,14.0,1.65,23.0,22.0,1.0,0.06,-0.28,22.8,20.0,2.8,0.16,-0.04
481,Hakan Çalhanoğlu,tr TUR,"MF,FW",Milan,Serie A,24.0,1994.0,36.0,2884.0,80.0,84.3,32.0,34.0,84.0,19.0,2.0,19.0,0.0,1.81,43.0,25.0,18.0,0.56,0.39,40.8,35.1,5.7,0.18,-0.15
482,Daniel Caligiuri,it ITA,"DF,FW",Schalke 04,Bundesliga,30.0,1988.0,31.0,2756.0,89.0,90.1,30.6,31.0,89.0,27.0,0.0,,0.0,0.94,35.0,52.0,-17.0,-0.56,-0.26,42.8,44.8,-2.0,-0.07,0.65
483,José Callejón,es ESP,"MF,FW",Napoli,Serie A,31.0,1987.0,34.0,2650.0,78.0,77.5,29.4,29.0,87.0,22.0,5.0,24.0,4.0,2.12,59.0,28.0,31.0,1.05,0.23,48.3,32.2,16.2,0.55,-0.31
484,Jonathan Calleri,ar ARG,FW,Alavés,La Liga,24.0,1993.0,34.0,2869.0,84.0,83.9,31.9,33.0,86.0,23.0,1.0,24.0,0.0,1.35,34.0,37.0,-3.0,-0.09,1.21,36.6,41.2,-4.6,-0.14,1.08
485,Jan-Ingwer Callsen-Bracker,de GER,DF,Augsburg,Bundesliga,33.0,1984.0,1.0,7.0,7.0,0.2,0.1,0.0,,0.0,1.0,6.0,9.0,0.0,0.0,1.0,-1.0,-12.86,-12.3,0.1,0.6,-0.5,-6.44,-5.99
486,Dominic Calvert-Lewin,eng ENG,FW,Everton,Premier League,21.0,1997.0,35.0,1784.0,51.0,52.2,19.8,19.0,85.0,13.0,16.0,11.0,2.0,1.4,29.0,26.0,3.0,0.15,-0.12,27.5,21.7,5.8,0.29,0.4
487,Ignacio Camacho,es ESP,MF,Wolfsburg,Bundesliga,28.0,1990.0,6.0,540.0,90.0,17.6,6.0,6.0,90.0,6.0,0.0,,0.0,1.5,10.0,9.0,1.0,0.17,-0.23,8.7,6.7,2.0,0.34,0.44
488,Juanjo Camacho,es ESP,"MF,DF",Huesca,La Liga,37.0,1980.0,3.0,37.0,12.0,1.1,0.4,0.0,,0.0,3.0,11.0,12.0,1.33,2.0,1.0,1.0,2.43,3.04,1.0,0.7,0.3,0.69,0.95
489,Rafael Camacho,pt POR,DF,Liverpool,Premier League,18.0,2000.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,7.0,3.0,0.0,1.0,-1.0,-90.0,-91.79,0.0,0.1,-0.1,-7.87,-9.05
490,Drissa Camara,ci CIV,MF,Parma,Serie A,16.0,2002.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,
491,Mahdi Camara,fr FRA,FW,Saint-Étienne,Ligue 1,20.0,1998.0,1.0,10.0,10.0,0.3,0.1,0.0,,0.0,1.0,10.0,4.0,3.0,0.0,0.0,0.0,0.0,-0.48,0.0,0.0,0.0,0.41,0.25
492,Souleymane Camara,sn SEN,"FW,MF",Montpellier,Ligue 1,35.0,1982.0,12.0,137.0,11.0,4.0,1.5,0.0,,0.0,12.0,11.0,24.0,1.25,5.0,2.0,3.0,1.97,1.75,3.1,2.3,0.9,0.58,0.38
494,Víctor Camarasa,es ESP,MF,Cardiff City,Premier League,24.0,1994.0,32.0,2569.0,80.0,75.1,28.5,31.0,83.0,20.0,1.0,7.0,1.0,0.88,25.0,53.0,-28.0,-0.98,-0.24,28.0,46.3,-18.3,-0.64,-0.56
495,Eduardo Camavinga,fr FRA,MF,Rennes,Ligue 1,15.0,2002.0,7.0,364.0,52.0,10.6,4.0,4.0,81.0,1.0,3.0,14.0,7.0,1.43,8.0,5.0,3.0,0.74,0.74,8.1,7.1,1.0,0.24,0.04
496,Nicolò Cambiaghi,it ITA,FW,Atalanta,Serie A,17.0,2000.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,
497,Sergio Camello,es ESP,FW,Atlético Madrid,La Liga,17.0,2001.0,1.0,45.0,45.0,1.3,0.5,0.0,,0.0,1.0,45.0,2.0,1.0,2.0,0.0,2.0,4.0,3.36,1.0,0.9,0.0,0.1,-0.05
498,José Campaña,es ESP,MF,Levante,La Liga,25.0,1993.0,36.0,3210.0,89.0,93.9,35.7,36.0,89.0,33.0,0.0,,0.0,1.19,56.0,61.0,-5.0,-0.14,0.72,52.4,71.3,-18.9,-0.53,0.93
499,Joel Campbell,cr CRC,"FW,MF",Frosinone,Serie A,26.0,1992.0,17.0,891.0,52.0,26.1,9.9,11.0,73.0,2.0,6.0,15.0,1.0,0.53,10.0,23.0,-13.0,-1.31,-0.35,9.4,16.8,-7.4,-0.74,-0.19
500,Víctor Campuzano,es ESP,FW,Espanyol,La Liga,21.0,1997.0,0.0,,,,,0.0,,0.0,0.0,,2.0,,,,,,,,,,,
501,Emre Can,de GER,MF,Juventus,Serie A,24.0,1994.0,29.0,1811.0,62.0,53.0,20.1,20.0,83.0,16.0,9.0,18.0,1.0,2.41,35.0,15.0,20.0,0.99,-0.12,30.2,19.7,10.6,0.53,-0.28
502,Sergio Canales,es ESP,MF,Betis,La Liga,27.0,1991.0,32.0,2655.0,83.0,77.6,29.5,30.0,87.0,25.0,2.0,29.0,1.0,1.28,34.0,43.0,-9.0,-0.31,-0.42,34.3,38.8,-4.5,-0.15,-0.41
503,João Cancelo,pt POR,DF,Juventus,Serie A,24.0,1994.0,25.0,1968.0,79.0,57.5,21.9,22.0,87.0,20.0,3.0,16.0,7.0,2.24,44.0,17.0,27.0,1.23,0.43,34.3,21.4,12.9,0.59,-0.16
504,Antonio Candela,it ITA,DF,Genoa,Serie A,18.0,2000.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,
505,Antonio Candreva,it ITA,"FW,MF",Inter,Serie A,31.0,1987.0,18.0,502.0,28.0,14.7,5.6,5.0,60.0,0.0,13.0,16.0,20.0,1.78,11.0,4.0,7.0,1.25,0.73,10.6,4.8,5.8,1.04,0.44
506,Gianmarco Cangiano,it ITA,FW,Roma,Serie A,16.0,2001.0,0.0,,,,,0.0,,0.0,0.0,,2.0,,,,,,,,,,,
507,Ander Capa,es ESP,"DF,FW",Athletic Club,La Liga,26.0,1992.0,25.0,1642.0,66.0,48.0,18.2,17.0,87.0,15.0,8.0,19.0,4.0,1.52,19.0,19.0,0.0,0.0,0.2,20.7,20.6,0.2,0.01,0.13
508,Luan Capanni,br BRA,FW,Lazio,Serie A,18.0,2000.0,1.0,9.0,9.0,0.3,0.1,0.0,,0.0,1.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,-0.26,0.1,0.2,-0.1,-0.85,-1.2
509,Pierrick Capelle,fr FRA,"DF,MF",Angers,Ligue 1,31.0,1987.0,26.0,1842.0,71.0,53.9,20.5,21.0,83.0,14.0,5.0,20.0,4.0,1.08,27.0,29.0,-2.0,-0.1,0.07,31.4,27.0,4.4,0.21,0.31
510,Leonardo Capezzi,it ITA,MF,Empoli,Serie A,23.0,1995.0,12.0,772.0,64.0,22.6,8.6,9.0,81.0,4.0,3.0,14.0,20.0,1.15,11.0,17.0,-6.0,-0.7,-0.26,13.0,11.9,1.0,0.12,0.53
511,Étienne Capoue,fr FRA,MF,Watford,Premier League,30.0,1988.0,33.0,2944.0,89.0,86.1,32.7,33.0,89.0,30.0,0.0,,0.0,1.36,44.0,48.0,-4.0,-0.12,0.44,39.9,49.3,-9.4,-0.29,0.0
512,Gianluca Caprari,it ITA,"FW,MF",Sampdoria,Serie A,25.0,1993.0,21.0,1031.0,49.0,30.1,11.5,12.0,68.0,0.0,9.0,24.0,3.0,1.48,18.0,15.0,3.0,0.26,0.04,10.2,16.7,-6.5,-0.57,-0.65
513,Elia Caprile,it ITA,GK,Chievo,Serie A,16.0,2001.0,0.0,,,,,0.0,,0.0,0.0,,15.0,,,,,,,,,,,
514,Marco Capuano,it ITA,DF,Frosinone,Serie A,26.0,1991.0,27.0,2307.0,85.0,67.5,25.6,27.0,85.0,21.0,0.0,,7.0,0.78,23.0,42.0,-19.0,-0.74,0.96,24.5,41.6,-17.1,-0.67,-0.19
515,Francesco Caputo,it ITA,FW,Empoli,Serie A,30.0,1987.0,38.0,3420.0,90.0,100.0,38.0,38.0,90.0,38.0,0.0,,0.0,1.0,51.0,70.0,-19.0,-0.5,,52.4,63.6,-11.3,-0.3,
516,Maxence Caqueret,fr FRA,MF,Lyon,Ligue 1,18.0,2000.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,
517,Yoan Cardinale,fr FRA,GK,Nice,Ligue 1,24.0,1994.0,3.0,270.0,90.0,7.9,3.0,3.0,90.0,3.0,0.0,,6.0,0.33,1.0,6.0,-5.0,-1.67,-1.67,3.9,3.3,0.6,0.2,0.33
518,Marc Cardona,es ESP,"FW,MF",Eibar,La Liga,23.0,1995.0,17.0,604.0,36.0,17.7,6.7,6.0,74.0,1.0,11.0,14.0,8.0,1.24,9.0,9.0,0.0,0.0,0.13,11.2,7.2,3.9,0.59,0.43
520,Riccardo Cargnelutti,it ITA,DF,Roma,Serie A,19.0,1999.0,0.0,,,,,0.0,,0.0,0.0,,2.0,,,,,,,,,,,
521,Diego Carlos,br BRA,DF,Nantes,Ligue 1,25.0,1993.0,35.0,3148.0,90.0,92.0,35.0,35.0,90.0,34.0,0.0,,1.0,1.34,46.0,44.0,2.0,0.06,0.72,45.2,42.5,2.7,0.08,0.27
522,Jonas Carls,de GER,FW,Schalke 04,Bundesliga,21.0,1997.0,1.0,90.0,90.0,2.9,1.0,1.0,90.0,1.0,0.0,,5.0,0.0,2.0,5.0,-3.0,-3.0,-2.55,2.0,1.9,0.1,0.12,0.26
523,Louis Carnot,fr FRA,MF,Guingamp,Ligue 1,17.0,2001.0,1.0,8.0,8.0,0.2,0.1,0.0,,0.0,1.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,1.06,0.8,0.0,0.8,8.99,9.35
524,Lionel Carole,fr FRA,"DF,FW",Strasbourg,Ligue 1,27.0,1991.0,23.0,1727.0,75.0,50.5,19.2,20.0,84.0,15.0,3.0,16.0,1.0,1.39,32.0,25.0,7.0,0.36,0.21,20.2,27.7,-7.6,-0.39,-0.27
525,Johann Carrasso,fr FRA,GK,Reims,Ligue 1,30.0,1988.0,0.0,,,,,0.0,,0.0,0.0,,25.0,,,,,,,,,,,
526,Daniel Carriço,pt POR,DF,Sevilla,La Liga,29.0,1988.0,24.0,2130.0,89.0,62.3,23.7,24.0,89.0,22.0,0.0,,2.0,2.08,49.0,23.0,26.0,1.1,1.87,45.9,26.1,19.8,0.84,0.74
527,Guido Carrillo,ar ARG,FW,Leganés,La Liga,27.0,1991.0,32.0,1992.0,62.0,58.2,22.1,23.0,80.0,11.0,9.0,16.0,2.0,1.06,20.0,18.0,2.0,0.09,0.59,25.4,22.0,3.5,0.16,0.41
528,Thomas Carrique,fr FRA,DF,Bordeaux,Ligue 1,19.0,1999.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,
529,Mikel Carro,es ESP,MF,Atlético Madrid,La Liga,19.0,1999.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,
530,Andy Carroll,eng ENG,FW,West Ham,Premier League,29.0,1989.0,12.0,461.0,38.0,13.5,5.1,3.0,69.0,1.0,9.0,28.0,4.0,1.42,4.0,7.0,-3.0,-0.59,-0.59,5.9,9.8,-3.9,-0.75,-0.43
531,Dani Carvajal,es ESP,DF,Real Madrid,La Liga,26.0,1992.0,24.0,2107.0,88.0,61.6,23.4,23.0,90.0,23.0,1.0,36.0,1.0,1.83,38.0,23.0,15.0,0.64,0.5,36.8,24.8,11.9,0.51,-0.02
532,Matis Carvalho,pt POR,GK,Toulouse,Ligue 1,19.0,1999.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,
533,William Carvalho,pt POR,MF,Betis,La Liga,26.0,1992.0,30.0,2385.0,80.0,69.7,26.5,26.0,87.0,20.0,4.0,29.0,0.0,1.27,32.0,37.0,-5.0,-0.19,0.07,31.3,38.3,-7.0,-0.26,-0.67
534,Casemiro,br BRA,MF,Real Madrid,La Liga,26.0,1992.0,29.0,2312.0,80.0,67.6,25.7,27.0,83.0,21.0,2.0,39.0,3.0,1.72,43.0,32.0,11.0,0.43,-0.06,48.1,31.0,17.1,0.67,0.46
