,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Starts,Playing Time - Min,Playing Time - 90s,Performance - Gls,Performance - Ast,Performance - G+A,Performance - G-PK,Performance - PK,Performance - PKatt,Performance - CrdY,Performance - CrdR,Per 90 Minutes - Gls,Per 90 Minutes - Ast,Per 90 Minutes - G+A,Per 90 Minutes - G-PK,Per 90 Minutes - G+A-PK
1499,Aïssa Laïdouni,tn TUN,DF,Angers,Ligue 1,18.0,1996.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1500,Adam Lallana,eng ENG,"MF,FW",Liverpool,Premier League,27.0,1988.0,30.0,23.0,2107.0,23.4,4.0,6.0,10.0,4.0,0.0,0.0,2.0,0.0,0.17,0.26,0.43,0.17,0.43
1501,Eugenio Lamanna,it ITA,GK,Genoa,Serie A,25.0,1989.0,13.0,13.0,1170.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1502,Rickie Lambert,eng ENG,FW,West Brom,Premier League,33.0,1982.0,19.0,5.0,625.0,6.9,1.0,1.0,2.0,0.0,1.0,1.0,2.0,0.0,0.14,0.14,0.29,0.0,0.14
1503,Érik Lamela,ar ARG,MF,Tottenham,Premier League,23.0,1992.0,34.0,28.0,2371.0,26.3,5.0,9.0,14.0,5.0,0.0,0.0,9.0,0.0,0.19,0.34,0.53,0.19,0.53
1504,Mitchell Langerak,au AUS,GK,Stuttgart,Bundesliga,26.0,1988.0,2.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1505,Sebastian Langkamp,de GER,DF,Hertha BSC,Bundesliga,27.0,1988.0,22.0,22.0,1878.0,20.9,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.05,0.05,0.0,0.05
1506,Manuel Lanzini,ar ARG,MF,West Ham,Premier League,22.0,1993.0,26.0,23.0,1910.0,21.2,6.0,2.0,8.0,6.0,0.0,0.0,3.0,0.0,0.28,0.09,0.38,0.28,0.38
1508,Aymeric Laporte,es ESP,DF,Athletic Club,La Liga,21.0,1994.0,26.0,25.0,2211.0,24.6,3.0,1.0,4.0,3.0,0.0,0.0,9.0,2.0,0.12,0.04,0.16,0.12,0.16
1509,Danilo Larangeira,br BRA,DF,Udinese,Serie A,31.0,1984.0,34.0,34.0,2947.0,32.7,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0
1510,Mohamed Larbi,tn TUN,"MF,FW",Gazélec Ajaccio,Ligue 1,27.0,1987.0,30.0,26.0,2278.0,25.3,8.0,3.0,11.0,7.0,1.0,1.0,0.0,0.0,0.32,0.12,0.43,0.28,0.4
1511,Karim Laribi,tn TUN,MF,Sassuolo,Serie A,24.0,1991.0,11.0,6.0,484.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1512,Seb Larsson,se SWE,MF,Sunderland,Premier League,30.0,1985.0,18.0,6.0,554.0,6.2,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.16,0.16,0.0,0.16
1513,Kevin Lasagna,it ITA,"FW,MF",Carpi,Serie A,22.0,1992.0,36.0,8.0,1504.0,16.7,5.0,2.0,7.0,5.0,0.0,0.0,1.0,0.0,0.3,0.12,0.42,0.3,0.42
1514,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,Premier League,21.0,1993.0,18.0,10.0,1152.0,12.8,2.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.16,0.0,0.16,0.16,0.16
1515,Paul Lasne,fr FRA,MF,Montpellier,Ligue 1,26.0,1989.0,9.0,6.0,517.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1516,Pierre-Michel Lasogga,de GER,FW,Hamburger SV,Bundesliga,23.0,1991.0,30.0,21.0,1751.0,19.5,8.0,2.0,10.0,6.0,2.0,2.0,5.0,0.0,0.41,0.1,0.51,0.31,0.41
1517,Danny Latza,de GER,MF,Mainz 05,Bundesliga,25.0,1989.0,27.0,20.0,1858.0,20.6,0.0,2.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.1,0.1,0.0,0.1
1518,Laure,es ESP,DF,La Coruña,La Liga,30.0,1985.0,23.0,16.0,1549.0,17.2,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
1519,Vincent Laurini,fr FRA,DF,Empoli,Serie A,26.0,1989.0,25.0,24.0,1949.0,21.7,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.05,0.0,0.05,0.05,0.05
1520,Wesley Lautoa,nc NCL,DF,Lorient,Ligue 1,27.0,1987.0,13.0,11.0,1009.0,11.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1521,Ezequiel Lavezzi,ar ARG,"FW,MF",Paris S-G,Ligue 1,30.0,1985.0,16.0,3.0,437.0,4.9,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.41,0.0,0.41,0.41,0.41
1522,Valentin Lavigne,fr FRA,FW,Lorient,Ligue 1,21.0,1994.0,6.0,1.0,155.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1523,Diego Laxalt,uy URU,"MF,FW",Genoa,Serie A,22.0,1993.0,35.0,35.0,3072.0,34.1,3.0,4.0,7.0,3.0,0.0,0.0,3.0,0.0,0.09,0.12,0.21,0.09,0.21
1524,Miguel Layún,mx MEX,"MF,DF",Watford,Premier League,27.0,1988.0,3.0,2.0,131.0,1.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.69,0.0,0.69,0.69,0.69
1525,Achraf Lazaar,ma MAR,"MF,DF",Palermo,Serie A,23.0,1992.0,30.0,26.0,2292.0,25.5,1.0,2.0,3.0,1.0,0.0,0.0,3.0,1.0,0.04,0.08,0.12,0.04,0.12
1526,Darko Lazović,rs SRB,FW,Genoa,Serie A,24.0,1990.0,15.0,6.0,650.0,7.2,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.28,0.0,0.28
1527,Andrea Lazzari,it ITA,MF,Carpi,Serie A,30.0,1984.0,8.0,3.0,346.0,3.8,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.26,0.0,0.26,0.26,0.26
1528,Mickaël Le Bihan,fr FRA,FW,Nice,Ligue 1,25.0,1990.0,3.0,1.0,137.0,1.5,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.66,0.66,1.31,0.66,1.31
1529,Vincent Le Goff,fr FRA,DF,Lorient,Ligue 1,25.0,1989.0,27.0,19.0,1785.0,19.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1530,Maxime Le Marchand,fr FRA,DF,Nice,Ligue 1,25.0,1989.0,26.0,26.0,2196.0,24.4,1.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,0.04,0.0,0.04,0.04,0.04
1531,Nicola Leali,it ITA,GK,Frosinone,Serie A,22.0,1993.0,33.0,33.0,2970.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1532,Jordan Leborgne,gp GLP,"MF,FW",Caen,Ligue 1,19.0,1995.0,14.0,7.0,663.0,7.4,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.14,0.14,0.0,0.14
1534,Jean-Louis Leca,fr FRA,GK,Bastia,Ligue 1,29.0,1985.0,34.0,34.0,2989.0,33.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
1535,Mathew Leckie,au AUS,FW,Ingolstadt 04,Bundesliga,24.0,1991.0,32.0,28.0,2471.0,27.5,3.0,0.0,3.0,3.0,0.0,1.0,9.0,0.0,0.11,0.0,0.11,0.11,0.11
1536,Benjamin Lecomte,fr FRA,GK,Lorient,Ligue 1,24.0,1991.0,37.0,37.0,3241.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1537,Joe Ledley,wls WAL,MF,Crystal Palace,Premier League,28.0,1987.0,19.0,11.0,981.0,10.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.09,0.0,0.09,0.09,0.09
1538,Matthias Lehmann,de GER,MF,Köln,Bundesliga,32.0,1983.0,32.0,31.0,2773.0,30.8,0.0,2.0,2.0,0.0,0.0,0.0,7.0,1.0,0.0,0.06,0.06,0.0,0.06
1539,Moritz Leitner,de GER,MF,Dortmund,Bundesliga,22.0,1992.0,9.0,2.0,326.0,3.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.28,0.0,0.28
1540,Lucas Leiva,br BRA,"MF,DF",Liverpool,Premier League,28.0,1987.0,27.0,21.0,1953.0,21.7,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.05,0.05,0.0,0.05
1541,Jonathan Leko,eng ENG,MF,West Brom,Premier League,16.0,1999.0,5.0,3.0,271.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.0,0.33
1542,Iñigo Lekue,es ESP,"DF,MF",Athletic Club,La Liga,22.0,1993.0,20.0,12.0,1159.0,12.9,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.08,0.0,0.08,0.08,0.08
1543,Reynald Lemaître,fr FRA,DF,Guingamp,Ligue 1,32.0,1983.0,6.0,5.0,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1544,Thomas Lemar,fr FRA,"MF,FW",Monaco,Ligue 1,19.0,1995.0,26.0,20.0,1805.0,20.1,5.0,3.0,8.0,5.0,0.0,0.0,1.0,0.0,0.25,0.15,0.4,0.25,0.4
1545,Mario Lemina,ga GAB,MF,Juventus,Serie A,21.0,1993.0,10.0,7.0,729.0,8.1,2.0,0.0,2.0,1.0,1.0,0.0,4.0,0.0,0.25,0.0,0.25,0.12,0.12
1546,Mario Lemina,ga GAB,MF,Marseille,Ligue 1,21.0,1993.0,4.0,4.0,334.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1547,Jérôme Lemoigne,fr FRA,MF,Gazélec Ajaccio,Ligue 1,32.0,1983.0,31.0,27.0,2461.0,27.3,0.0,1.0,1.0,0.0,0.0,0.0,14.0,1.0,0.0,0.04,0.04,0.0,0.04
1548,Fabien Lemoine,fr FRA,MF,Saint-Étienne,Ligue 1,28.0,1987.0,33.0,29.0,2452.0,27.2,0.0,1.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.04,0.04,0.0,0.04
1549,Mauricio Lemos,uy URU,DF,Las Palmas,La Liga,19.0,1995.0,10.0,8.0,736.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
1550,Ermir Lenjani,al ALB,"DF,FW",Rennes,Ligue 1,25.0,1989.0,1.0,0.0,78.0,0.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,1.15,0.0,1.15
1551,Ermir Lenjani,al ALB,"DF,MF",Nantes,Ligue 1,25.0,1989.0,20.0,15.0,1393.0,15.5,1.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,0.06,0.06,0.13,0.06,0.13
1552,Aaron Lennon,eng ENG,"MF,FW",Everton,Premier League,28.0,1987.0,25.0,17.0,1538.0,17.1,5.0,0.0,5.0,5.0,0.0,0.0,1.0,0.0,0.29,0.0,0.29,0.29,0.29
1553,Bernd Leno,de GER,GK,Leverkusen,Bundesliga,23.0,1992.0,33.0,33.0,2970.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1554,Jeremain Lens,nl NED,"MF,FW",Sunderland,Premier League,27.0,1987.0,20.0,14.0,1294.0,14.4,3.0,3.0,6.0,3.0,0.0,0.0,4.0,1.0,0.21,0.21,0.42,0.21,0.42
1555,Pedro León,es ESP,MF,Getafe,La Liga,28.0,1986.0,31.0,23.0,1845.0,20.5,2.0,4.0,6.0,2.0,0.0,1.0,5.0,0.0,0.1,0.2,0.29,0.1,0.29
1556,Jefferson Lerma,co COL,"MF,DF",Levante,La Liga,20.0,1994.0,33.0,31.0,2682.0,29.8,1.0,2.0,3.0,1.0,0.0,0.0,11.0,0.0,0.03,0.07,0.1,0.03,0.1
1557,Joleon Lescott,eng ENG,DF,West Brom,Premier League,32.0,1982.0,2.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1558,Joleon Lescott,eng ENG,DF,Aston Villa,Premier League,32.0,1982.0,30.0,30.0,2629.0,29.2,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.03,0.0,0.03,0.03,0.03
1560,Alexandre Letellier,fr FRA,GK,Angers,Ligue 1,24.0,1990.0,17.0,17.0,1530.0,17.0,0.0,6.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.35,0.35,0.0,0.35
1561,Gaetano Letizia,it ITA,"DF,MF",Carpi,Serie A,25.0,1990.0,35.0,33.0,2892.0,32.1,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.03,0.0,0.03,0.03,0.03
1562,Tobias Levels,de GER,DF,Ingolstadt 04,Bundesliga,28.0,1986.0,16.0,16.0,1440.0,16.0,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,0.06,0.12,0.19,0.06,0.19
1563,Dorian Lévêque,fr FRA,DF,Guingamp,Ligue 1,25.0,1989.0,14.0,13.0,1204.0,13.4,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.07,0.0,0.07,0.07,0.07
1564,Robert Lewandowski,pl POL,FW,Bayern Munich,Bundesliga,26.0,1988.0,32.0,29.0,2653.0,29.5,30.0,2.0,32.0,28.0,2.0,2.0,2.0,0.0,1.02,0.07,1.09,0.95,1.02
1565,Stefan Lex,de GER,"FW,MF",Ingolstadt 04,Bundesliga,25.0,1989.0,21.0,9.0,881.0,9.8,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,0.2,0.0,0.2,0.2,0.2
1566,Dario Lezcano,py PAR,FW,Ingolstadt 04,Bundesliga,25.0,1990.0,17.0,15.0,1237.0,13.7,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,0.15,0.07,0.22,0.15,0.22
1567,Luca Lezzerini,it ITA,GK,Fiorentina,Serie A,20.0,1995.0,2.0,1.0,110.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1568,Igor Lichnovsky,cl CHI,DF,Sporting Gijón,La Liga,21.0,1994.0,2.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1569,Stephan Lichtsteiner,ch SUI,"MF,DF",Juventus,Serie A,31.0,1984.0,26.0,22.0,1817.0,20.2,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.05,0.05,0.0,0.05
1570,Jonathan Ligali,fr FRA,GK,Montpellier,Ligue 1,24.0,1991.0,6.0,6.0,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1571,Lillo,es ESP,DF,Eibar,La Liga,26.0,1989.0,10.0,5.0,552.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0
1572,Jesse Lingard,eng ENG,MF,Manchester Utd,Premier League,22.0,1992.0,25.0,19.0,1632.0,18.1,4.0,1.0,5.0,4.0,0.0,0.0,4.0,0.0,0.22,0.06,0.28,0.22,0.28
1573,Marko Livaja,hr CRO,FW,Empoli,Serie A,21.0,1993.0,18.0,4.0,609.0,6.8,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,0.15,0.0,0.15,0.15,0.15
1574,Jérémy Livolant,fr FRA,"FW,MF",Guingamp,Ligue 1,17.0,1998.0,1.0,0.0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1575,Raúl Lizoain,es ESP,GK,Las Palmas,La Liga,24.0,1991.0,8.0,7.0,708.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576,Adem Ljajić,rs SRB,"FW,MF",Roma,Serie A,23.0,1991.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1577,Adem Ljajić,rs SRB,"MF,FW",Inter,Serie A,23.0,1991.0,25.0,16.0,1444.0,16.0,3.0,3.0,6.0,3.0,0.0,0.0,2.0,0.0,0.19,0.19,0.37,0.19,0.37
1578,Diego Llorente,es ESP,"DF,MF",Rayo Vallecano,La Liga,21.0,1993.0,33.0,33.0,2874.0,31.9,2.0,0.0,2.0,2.0,0.0,0.0,10.0,1.0,0.06,0.0,0.06,0.06,0.06
1579,Fernando Llorente,es ESP,FW,Juventus,Serie A,30.0,1985.0,1.0,0.0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1580,Fernando Llorente,es ESP,FW,Sevilla,La Liga,30.0,1985.0,23.0,14.0,1158.0,12.9,4.0,3.0,7.0,4.0,0.0,0.0,4.0,0.0,0.31,0.23,0.54,0.31,0.54
1581,Marcos Llorente,es ESP,"DF,FW",Real Madrid,La Liga,20.0,1995.0,2.0,0.0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1582,Gautier Lloris,fr FRA,DF,Nice,Ligue 1,20.0,1995.0,2.0,1.0,64.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1583,Hugo Lloris,fr FRA,GK,Tottenham,Premier League,28.0,1986.0,37.0,37.0,3330.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1584,Manuel Locatelli,it ITA,MF,Milan,Serie A,17.0,1998.0,2.0,1.0,94.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1586,Francesco Lodi,it ITA,MF,Udinese,Serie A,31.0,1984.0,24.0,20.0,1871.0,20.8,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.05,0.05,0.1,0.05,0.1
1587,Ruben Loftus-Cheek,eng ENG,MF,Chelsea,Premier League,19.0,1996.0,13.0,4.0,412.0,4.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.22,0.22
1588,Lorenzo Lollo,it ITA,"MF,FW",Carpi,Serie A,24.0,1990.0,27.0,25.0,2094.0,23.3,3.0,1.0,4.0,3.0,0.0,0.0,12.0,2.0,0.13,0.04,0.17,0.13,0.17
1589,David Lombán,es ESP,DF,Granada,La Liga,28.0,1987.0,31.0,29.0,2626.0,29.2,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
1590,Shane Long,ie IRL,"FW,MF",Southampton,Premier League,28.0,1987.0,28.0,23.0,2111.0,23.5,10.0,4.0,14.0,10.0,0.0,0.0,2.0,0.0,0.43,0.17,0.6,0.43,0.6
1591,Alessandro Longhi,it ITA,DF,Sassuolo,Serie A,26.0,1989.0,6.0,4.0,310.0,3.4,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.29,0.29,0.0,0.29
1592,Samuele Longo,it ITA,FW,Frosinone,Serie A,23.0,1992.0,18.0,3.0,332.0,3.7,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.27,0.27,0.0,0.27
1593,Anthony Lopes,pt POR,GK,Lyon,Ligue 1,24.0,1990.0,37.0,37.0,3330.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1594,Miguel Lopes,pt POR,DF,Granada,La Liga,28.0,1986.0,26.0,23.0,1968.0,21.9,0.0,1.0,1.0,0.0,0.0,0.0,10.0,1.0,0.0,0.05,0.05,0.0,0.05
1595,Rony Lopes,pt POR,FW,Lille,Ligue 1,19.0,1995.0,12.0,5.0,518.0,5.8,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.35,0.17,0.52,0.35,0.52
1596,Rony Lopes,pt POR,"MF,FW",Monaco,Ligue 1,19.0,1995.0,2.0,2.0,113.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1597,Adrián López,es ESP,FW,Villarreal,La Liga,27.0,1988.0,16.0,10.0,788.0,8.8,4.0,4.0,8.0,4.0,0.0,0.0,1.0,0.0,0.46,0.46,0.91,0.46,0.91
1598,Ángel López,es ESP,"DF,MF",Las Palmas,La Liga,34.0,1981.0,3.0,0.0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1599,David López,es ESP,MF,Napoli,Serie A,25.0,1989.0,25.0,6.0,748.0,8.3,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.12,0.12,0.24,0.12,0.24
1600,Diego López,es ESP,GK,Milan,Serie A,33.0,1981.0,8.0,8.0,720.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1601,Isma López,es ESP,DF,Sporting Gijón,La Liga,25.0,1990.0,31.0,28.0,2500.0,27.8,2.0,0.0,2.0,2.0,0.0,0.0,9.0,0.0,0.07,0.0,0.07,0.07,0.07
1602,Iván López,es ESP,DF,Levante,La Liga,21.0,1993.0,13.0,10.0,958.0,10.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1603,Javi López,es ESP,"DF,MF",Espanyol,La Liga,29.0,1986.0,31.0,28.0,2422.0,26.9,0.0,2.0,2.0,0.0,0.0,0.0,11.0,0.0,0.0,0.07,0.07,0.0,0.07
1604,Maxi López,ar ARG,FW,Torino,Serie A,31.0,1984.0,26.0,8.0,1092.0,12.1,4.0,2.0,6.0,2.0,2.0,3.0,2.0,0.0,0.33,0.16,0.49,0.16,0.33
1605,Pedro López Muñoz,es ESP,DF,Levante,La Liga,31.0,1983.0,17.0,16.0,1296.0,14.4,1.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,0.07,0.0,0.07,0.07,0.07
1606,Nicolás López,uy URU,MF,Granada,La Liga,21.0,1993.0,8.0,1.0,159.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1607,Pau López,es ESP,GK,Espanyol,La Liga,20.0,1994.0,36.0,35.0,3195.0,35.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
1608,Alberto Lopo,es ESP,DF,La Coruña,La Liga,35.0,1980.0,10.0,8.0,743.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
1609,Alberto Lora,es ESP,DF,Sporting Gijón,La Liga,28.0,1987.0,31.0,26.0,2414.0,26.8,0.0,4.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,0.15,0.15,0.0,0.15
1610,Melvyn Lorenzen,ug UGA,FW,Werder Bremen,Bundesliga,20.0,1994.0,9.0,1.0,152.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1612,Jonas Lössl,dk DEN,GK,Guingamp,Ligue 1,26.0,1989.0,37.0,37.0,3330.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1613,Jeff Louis,ht HAI,"MF,FW",Caen,Ligue 1,22.0,1992.0,18.0,7.0,705.0,7.8,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.13,0.0,0.13,0.13,0.13
1614,Donald Love,sct SCO,"DF,MF",Manchester Utd,Premier League,20.0,1994.0,1.0,0.0,54.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1615,Vágner Love,br BRA,"FW,MF",Monaco,Ligue 1,31.0,1984.0,12.0,9.0,782.0,8.7,4.0,0.0,4.0,4.0,0.0,1.0,1.0,0.0,0.46,0.0,0.46,0.46,0.46
1616,Dejan Lovren,hr CRO,DF,Liverpool,Premier League,26.0,1989.0,24.0,22.0,1896.0,21.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
1617,Filipe Luís,br BRA,DF,Atlético Madrid,La Liga,29.0,1985.0,32.0,32.0,2833.0,31.5,1.0,4.0,5.0,1.0,0.0,0.0,11.0,1.0,0.03,0.13,0.16,0.03,0.16
1618,José Luis Gayà,es ESP,DF,Valencia,La Liga,20.0,1995.0,20.0,15.0,1442.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0
1619,José Luis Morales,es ESP,"MF,FW",Levante,La Liga,28.0,1987.0,35.0,31.0,2668.0,29.6,7.0,4.0,11.0,7.0,0.0,0.0,4.0,0.0,0.24,0.13,0.37,0.24,0.37
1620,Luisinho,pt POR,"MF,DF",La Coruña,La Liga,30.0,1985.0,20.0,11.0,1095.0,12.2,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0
1621,David Luiz,br BRA,DF,Paris S-G,Ligue 1,28.0,1987.0,25.0,23.0,2089.0,23.2,1.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,0.04,0.09,0.13,0.04,0.13
1622,Romelu Lukaku,be BEL,FW,Everton,Premier League,22.0,1993.0,37.0,36.0,3169.0,35.2,18.0,6.0,24.0,17.0,1.0,2.0,3.0,0.0,0.51,0.17,0.68,0.48,0.65
1623,Assani Lukimya-Mulongoti,cd COD,DF,Werder Bremen,Bundesliga,29.0,1986.0,12.0,10.0,914.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1624,Senad Lulić,ba BIH,"DF,MF",Lazio,Serie A,29.0,1986.0,30.0,28.0,2348.0,26.1,3.0,3.0,6.0,3.0,0.0,0.0,10.0,1.0,0.11,0.11,0.23,0.11,0.23
1625,Antonio Luna,es ESP,DF,Eibar,La Liga,24.0,1991.0,15.0,12.0,1003.0,11.1,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.09,0.09,0.0,0.09
1626,Fabian Lustenberger,ch SUI,"MF,DF",Hertha BSC,Bundesliga,27.0,1988.0,30.0,30.0,2528.0,28.1,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.04,0.0,0.04,0.04,0.04
1627,Germán Lux,ar ARG,GK,La Coruña,La Liga,33.0,1982.0,29.0,29.0,2556.0,28.4,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
