,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Starts,Playing Time - Min,Playing Time - 90s,Performance - Gls,Performance - Ast,Performance - G+A,Performance - G-PK,Performance - PK,Performance - PKatt,Performance - CrdY,Performance - CrdR,Per 90 Minutes - Gls,Per 90 Minutes - Ast,Per 90 Minutes - G+A,Per 90 Minutes - G-PK,Per 90 Minutes - G+A-PK
444,Joel Campbell,cr CRC,MF,Arsenal,Premier League,23.0,1992.0,19.0,11.0,884.0,9.8,3.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.31,0.2,0.51,0.31,0.51
445,Michele Camporese,it ITA,DF,Empoli,Serie A,23.0,1992.0,2.0,2.0,160.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
446,Fabien Camus,tn TUN,"MF,FW",Troyes,Ligue 1,30.0,1985.0,35.0,28.0,2401.0,26.7,5.0,1.0,6.0,5.0,0.0,0.0,2.0,2.0,0.19,0.04,0.22,0.19,0.22
447,Emre Can,de GER,"MF,DF",Liverpool,Premier League,21.0,1994.0,30.0,28.0,2491.0,27.7,1.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,0.04,0.0,0.04,0.04,0.04
448,Lorik Cana,al ALB,DF,Nantes,Ligue 1,32.0,1983.0,21.0,20.0,1757.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
449,Sergio Canales,es ESP,"MF,FW",Real Sociedad,La Liga,24.0,1991.0,16.0,11.0,899.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
450,José Cañas,es ESP,MF,Espanyol,La Liga,28.0,1987.0,13.0,7.0,692.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
451,João Cancelo,pt POR,"DF,FW",Valencia,La Liga,21.0,1994.0,28.0,25.0,2118.0,23.5,1.0,4.0,5.0,1.0,0.0,0.0,7.0,1.0,0.04,0.17,0.21,0.04,0.21
452,Antonio Candreva,it ITA,"FW,MF",Lazio,Serie A,28.0,1987.0,30.0,28.0,2187.0,24.3,10.0,3.0,13.0,4.0,6.0,8.0,4.0,0.0,0.41,0.12,0.53,0.16,0.29
453,Roberto Canella,es ESP,DF,Sporting Gijón,La Liga,27.0,1988.0,9.0,8.0,703.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
454,Cani,es ESP,MF,La Coruña,La Liga,33.0,1981.0,18.0,12.0,885.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
455,Paolo Cannavaro,it ITA,DF,Sassuolo,Serie A,34.0,1981.0,31.0,30.0,2643.0,29.4,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.03,0.03,0.0,0.03
456,Sergi Canós,es ESP,"DF,FW",Liverpool,Premier League,18.0,1997.0,1.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
457,Russell Canouse,us USA,MF,Hoffenheim,Bundesliga,20.0,1995.0,1.0,0.0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
458,Ander Capa,es ESP,DF,Eibar,La Liga,23.0,1992.0,36.0,34.0,3121.0,34.7,2.0,4.0,6.0,2.0,0.0,0.0,12.0,0.0,0.06,0.12,0.17,0.06,0.17
459,Diego Capel,es ESP,"FW,MF",Genoa,Serie A,27.0,1988.0,21.0,5.0,716.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
460,Pierrick Capelle,fr FRA,"FW,MF",Angers,Ligue 1,28.0,1987.0,28.0,15.0,1258.0,14.0,4.0,0.0,4.0,4.0,0.0,0.0,4.0,1.0,0.29,0.0,0.29,0.29,0.29
461,Eneko Capilla,es ESP,MF,Real Sociedad,La Liga,20.0,1995.0,1.0,0.0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462,Étienne Capoue,fr FRA,MF,Watford,Premier League,27.0,1988.0,33.0,33.0,2814.0,31.3,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.03,0.03,0.0,0.03
463,Carlos Carbonero,co COL,"FW,MF",Sampdoria,Serie A,25.0,1990.0,14.0,11.0,1033.0,11.5,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.26,0.26,0.0,0.26
464,Yoan Cardinale,fr FRA,GK,Nice,Ligue 1,21.0,1994.0,26.0,25.0,2307.0,25.6,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
465,Miguel Filipe Nunes Cardoso,pt POR,"FW,MF",La Coruña,La Liga,21.0,1994.0,3.0,0.0,44.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.05,2.05,0.0,2.05
466,Julien Cardy,fr FRA,MF,Guingamp,Ligue 1,33.0,1981.0,14.0,4.0,511.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
468,Massimiliano Carlini,it ITA,"MF,FW",Frosinone,Serie A,28.0,1986.0,14.0,2.0,385.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469,Juan Carlos,es ESP,GK,Rayo Vallecano,La Liga,27.0,1988.0,21.0,19.0,1803.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
470,Juan Carlos Paredes,ec ECU,"DF,MF",Watford,Premier League,28.0,1987.0,17.0,7.0,771.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
471,João Carlos Teixeira,pt POR,MF,Liverpool,Premier League,22.0,1993.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
472,Juan Carlos Valerón,es ESP,MF,Las Palmas,La Liga,40.0,1975.0,13.0,3.0,383.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
473,Carlos Carmona,cl CHI,MF,Atalanta,Serie A,28.0,1987.0,8.0,5.0,471.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
474,Carlos Carmona,es ESP,MF,Sporting Gijón,La Liga,28.0,1987.0,20.0,16.0,1213.0,13.5,2.0,3.0,5.0,2.0,0.0,0.0,4.0,0.0,0.15,0.22,0.37,0.15,0.37
475,David Carmona,es ESP,DF,Sevilla,La Liga,18.0,1997.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
476,Yannick Carrasco,be BEL,"MF,FW",Atlético Madrid,La Liga,21.0,1993.0,29.0,16.0,1496.0,16.6,4.0,1.0,5.0,4.0,0.0,0.0,5.0,0.0,0.24,0.06,0.3,0.24,0.3
477,Cédric Carrasso,fr FRA,GK,Bordeaux,Ligue 1,33.0,1981.0,20.0,20.0,1714.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
478,Johann Carrasso,fr FRA,GK,Reims,Ligue 1,27.0,1988.0,10.0,10.0,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
479,Michael Carrick,eng ENG,MF,Manchester Utd,Premier League,34.0,1981.0,28.0,22.0,1972.0,21.9,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
480,Daniel Carriço,pt POR,"DF,MF",Sevilla,La Liga,26.0,1988.0,14.0,11.0,1051.0,11.7,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.09,0.09,0.17,0.09,0.17
481,Guido Carrillo,ar ARG,FW,Monaco,Ligue 1,24.0,1991.0,31.0,15.0,1602.0,17.8,4.0,2.0,6.0,4.0,0.0,0.0,3.0,0.0,0.22,0.11,0.34,0.22,0.34
482,Andy Carroll,eng ENG,FW,West Ham,Premier League,26.0,1989.0,27.0,13.0,1440.0,16.0,9.0,2.0,11.0,8.0,1.0,1.0,2.0,0.0,0.56,0.12,0.69,0.5,0.62
483,Tom Carroll,eng ENG,MF,Tottenham,Premier League,23.0,1992.0,19.0,4.0,515.0,5.7,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.17,0.0,0.17,0.17,0.17
484,Federico Cartabia,ar ARG,"MF,FW",La Coruña,La Liga,22.0,1993.0,26.0,15.0,1353.0,15.0,3.0,3.0,6.0,3.0,0.0,0.0,3.0,0.0,0.2,0.2,0.4,0.2,0.4
485,Dani Carvajal,es ESP,DF,Real Madrid,La Liga,23.0,1992.0,22.0,19.0,1632.0,18.1,0.0,4.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.22,0.22,0.0,0.22
486,Ricardo Carvalho,pt POR,DF,Monaco,Ligue 1,37.0,1978.0,33.0,33.0,2898.0,32.2,2.0,0.0,2.0,2.0,0.0,0.0,8.0,0.0,0.06,0.0,0.06,0.06,0.06
487,Víctor Casadesús,es ESP,"FW,MF",Levante,La Liga,30.0,1985.0,23.0,8.0,951.0,10.6,3.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,0.28,0.09,0.38,0.28,0.38
488,Casemiro,br BRA,MF,Real Madrid,La Liga,23.0,1992.0,23.0,17.0,1529.0,17.0,1.0,3.0,4.0,1.0,0.0,0.0,7.0,0.0,0.06,0.18,0.24,0.06,0.24
489,Nacho Cases,es ESP,MF,Sporting Gijón,La Liga,27.0,1987.0,24.0,21.0,1966.0,21.8,1.0,0.0,1.0,1.0,0.0,0.0,12.0,2.0,0.05,0.0,0.05,0.05,0.05
490,Kiko Casilla,es ESP,GK,Real Madrid,La Liga,28.0,1986.0,4.0,4.0,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
491,Mattia Cassani,it ITA,DF,Sampdoria,Serie A,31.0,1983.0,25.0,23.0,2032.0,22.6,0.0,1.0,1.0,0.0,0.0,0.0,7.0,1.0,0.0,0.04,0.04,0.0,0.04
492,Antonio Cassano,it ITA,"FW,MF",Sampdoria,Serie A,33.0,1982.0,24.0,14.0,1213.0,13.5,2.0,5.0,7.0,2.0,0.0,0.0,1.0,0.0,0.15,0.37,0.52,0.15,0.52
494,Luc Castaignos,nl NED,FW,Eint Frankfurt,Bundesliga,22.0,1992.0,19.0,12.0,936.0,10.4,4.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,0.38,0.1,0.48,0.38,0.48
495,Leandro Castán,br BRA,DF,Roma,Serie A,28.0,1986.0,5.0,4.0,380.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
496,Koen Casteels,be BEL,GK,Wolfsburg,Bundesliga,23.0,1992.0,13.0,13.0,1170.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
497,Dani Castellano,es ESP,DF,Las Palmas,La Liga,27.0,1987.0,27.0,25.0,2245.0,24.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
498,Javi Castellano,es ESP,MF,Las Palmas,La Liga,27.0,1987.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
499,Samu Castillejo,es ESP,MF,Villarreal,La Liga,20.0,1995.0,28.0,19.0,1695.0,18.8,1.0,1.0,2.0,1.0,0.0,0.0,4.0,0.0,0.05,0.05,0.11,0.05,0.11
500,Nicolás Castillo,cl CHI,FW,Frosinone,Serie A,22.0,1993.0,6.0,3.0,308.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
501,Carlos Castro,es ESP,FW,Sporting Gijón,La Liga,20.0,1995.0,25.0,7.0,1021.0,11.3,7.0,0.0,7.0,7.0,0.0,0.0,1.0,0.0,0.62,0.0,0.62,0.62,0.62
502,Chory Castro,uy URU,MF,Málaga,La Liga,30.0,1984.0,16.0,15.0,1241.0,13.8,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.07,0.07,0.15,0.07,0.15
503,Chory Castro,uy URU,MF,Real Sociedad,La Liga,30.0,1984.0,8.0,1.0,158.0,1.8,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,1.14,0.0,1.14
504,Gonzalo Castro,de GER,MF,Dortmund,Bundesliga,28.0,1987.0,25.0,16.0,1483.0,16.5,3.0,7.0,10.0,3.0,0.0,0.0,1.0,0.0,0.18,0.42,0.61,0.18,0.61
505,Jonny Castro,es ESP,DF,Celta Vigo,La Liga,21.0,1994.0,36.0,34.0,2956.0,32.8,1.0,4.0,5.0,1.0,0.0,0.0,10.0,2.0,0.03,0.12,0.15,0.03,0.15
506,Lucas Castro,ar ARG,MF,Chievo,Serie A,26.0,1989.0,34.0,32.0,2785.0,30.9,3.0,1.0,4.0,3.0,0.0,0.0,9.0,0.0,0.1,0.03,0.13,0.1,0.13
507,Rubén Castro,es ESP,FW,Betis,La Liga,34.0,1981.0,38.0,38.0,3373.0,37.5,19.0,4.0,23.0,16.0,3.0,4.0,2.0,0.0,0.51,0.11,0.61,0.43,0.53
508,Zé Castro,pt POR,DF,Rayo Vallecano,La Liga,32.0,1983.0,22.0,22.0,1714.0,19.0,2.0,0.0,2.0,2.0,0.0,0.0,8.0,1.0,0.11,0.0,0.11,0.11,0.11
509,Danilo Cataldi,it ITA,MF,Lazio,Serie A,20.0,1994.0,20.0,16.0,1346.0,15.0,1.0,3.0,4.0,1.0,0.0,0.0,9.0,1.0,0.07,0.2,0.27,0.07,0.27
510,Craig Cathcart,nir NIR,DF,Watford,Premier League,26.0,1989.0,35.0,34.0,3034.0,33.7,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.03,0.0,0.03,0.03,0.03
511,Lee Cattermole,eng ENG,MF,Sunderland,Premier League,27.0,1988.0,31.0,27.0,2210.0,24.6,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
512,Steven Caulker,sl SLE,DF,Southampton,Premier League,23.0,1991.0,3.0,1.0,146.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513,Steven Caulker,sl SLE,DF,Liverpool,Premier League,23.0,1991.0,3.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
514,Ivan Cavaleiro,pt POR,"MF,FW",Monaco,Ligue 1,21.0,1993.0,12.0,6.0,511.0,5.7,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.18,0.0,0.18,0.18,0.18
515,Edinson Cavani,uy URU,FW,Paris S-G,Ligue 1,28.0,1987.0,32.0,24.0,2309.0,25.7,19.0,5.0,24.0,19.0,0.0,1.0,3.0,0.0,0.74,0.19,0.94,0.74,0.94
516,Santi Cazorla,es ESP,MF,Arsenal,Premier League,30.0,1984.0,15.0,15.0,1291.0,14.3,0.0,3.0,3.0,0.0,0.0,1.0,3.0,1.0,0.0,0.21,0.21,0.0,0.21
517,Dani Ceballos,es ESP,MF,Betis,La Liga,18.0,1996.0,34.0,22.0,2132.0,23.7,0.0,2.0,2.0,0.0,0.0,0.0,11.0,1.0,0.0,0.08,0.08,0.0,0.08
518,Petr Čech,cz CZE,GK,Arsenal,Premier League,33.0,1982.0,34.0,34.0,3060.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
520,Álvaro Cejudo,es ESP,MF,Betis,La Liga,31.0,1984.0,30.0,21.0,1873.0,20.8,1.0,2.0,3.0,1.0,0.0,0.0,10.0,0.0,0.05,0.1,0.14,0.05,0.14
521,Bersant Celina,xk KVX,"FW,MF",Manchester City,Premier League,18.0,1996.0,1.0,0.0,14.0,0.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.43,6.43,0.0,6.43
522,Alessio Cerci,it ITA,FW,Genoa,Serie A,28.0,1987.0,11.0,6.0,546.0,6.1,4.0,2.0,6.0,1.0,3.0,3.0,1.0,0.0,0.66,0.33,0.99,0.16,0.49
523,Alessio Cerci,it ITA,"FW,MF",Milan,Serie A,28.0,1987.0,13.0,8.0,757.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
524,Boštjan Cesar,si SVN,DF,Chievo,Serie A,33.0,1982.0,31.0,30.0,2717.0,30.2,1.0,0.0,1.0,1.0,0.0,0.0,10.0,1.0,0.03,0.0,0.03,0.03,0.03
525,Nacer Chadli,be BEL,MF,Tottenham,Premier League,25.0,1989.0,29.0,10.0,947.0,10.5,3.0,2.0,5.0,3.0,0.0,0.0,1.0,0.0,0.29,0.19,0.48,0.29,0.48
526,Ilyes Chaïbi,dz ALG,FW,Monaco,Ligue 1,18.0,1996.0,1.0,0.0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
527,Florent Chaigneau,fr FRA,GK,Lorient,Ligue 1,31.0,1984.0,2.0,1.0,178.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
528,Nathaniel Chalobah,eng ENG,"DF,MF",Napoli,Serie A,20.0,1994.0,5.0,0.0,35.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
529,Marouane Chamakh,ma MAR,FW,Crystal Palace,Premier League,31.0,1984.0,10.0,1.0,257.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
530,Calum Chambers,eng ENG,"MF,DF",Arsenal,Premier League,20.0,1995.0,12.0,2.0,322.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
531,Timothy Chandler,us USA,DF,Eint Frankfurt,Bundesliga,25.0,1990.0,12.0,5.0,667.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
532,Clément Chantôme,fr FRA,MF,Bordeaux,Ligue 1,27.0,1987.0,26.0,25.0,2178.0,24.2,1.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,0.04,0.0,0.04,0.04,0.04
533,Gaëtan Charbonnier,fr FRA,"FW,MF",Reims,Ligue 1,26.0,1988.0,22.0,16.0,1261.0,14.0,4.0,1.0,5.0,4.0,0.0,0.0,3.0,0.0,0.29,0.07,0.36,0.29,0.36
534,Charles,br BRA,FW,Málaga,La Liga,31.0,1984.0,35.0,33.0,3003.0,33.4,12.0,3.0,15.0,11.0,1.0,1.0,12.0,0.0,0.36,0.09,0.45,0.33,0.42
535,Luca Checchin,it ITA,MF,Hellas Verona,Serie A,18.0,1997.0,4.0,1.0,100.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
536,Chechu,es ESP,DF,Rayo Vallecano,La Liga,33.0,1982.0,10.0,4.0,470.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
537,Pape Cheikh Diop,sn SEN,MF,Celta Vigo,La Liga,17.0,1997.0,6.0,0.0,64.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
538,Zhang Chengdong,cn CHN,"DF,FW",Rayo Vallecano,La Liga,26.0,1989.0,1.0,0.0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
539,Amine Chermiti,tn TUN,"MF,FW",Gazélec Ajaccio,Ligue 1,27.0,1987.0,9.0,4.0,278.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
540,Nicolò Cherubin,it ITA,DF,Atalanta,Serie A,28.0,1986.0,14.0,10.0,1031.0,11.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.09,0.0,0.09,0.09,0.09
541,Denis Cheryshev,ru RUS,"FW,MF",Real Madrid,La Liga,24.0,1990.0,2.0,0.0,35.0,0.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.57,2.57,0.0,2.57
542,Denis Cheryshev,ru RUS,"MF,FW",Valencia,La Liga,24.0,1990.0,7.0,6.0,478.0,5.3,3.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,0.56,0.0,0.56,0.56,0.56
543,James Chester,wls WAL,DF,West Brom,Premier League,26.0,1989.0,13.0,9.0,964.0,10.7,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
544,Raman Chibsah,gh GHA,MF,Frosinone,Serie A,22.0,1993.0,22.0,14.0,1159.0,12.9,0.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.16,0.16,0.0,0.16
546,Giorgio Chiellini,it ITA,DF,Juventus,Serie A,30.0,1984.0,24.0,21.0,1787.0,19.9,1.0,0.0,1.0,1.0,0.0,0.0,5.0,1.0,0.05,0.0,0.05,0.05,0.05
547,Vlad Chiricheș,ro ROU,DF,Napoli,Serie A,25.0,1989.0,8.0,8.0,697.0,7.7,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.13,0.0,0.13,0.13,0.13
548,Pedro Chirivella,es ESP,MF,Liverpool,Premier League,18.0,1997.0,1.0,1.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
549,Ivaylo Chochev,bg BUL,MF,Palermo,Serie A,22.0,1993.0,27.0,21.0,1744.0,19.4,0.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.1,0.1,0.0,0.1
550,Andreas Christensen,dk DEN,DF,M'Gladbach,Bundesliga,19.0,1996.0,31.0,31.0,2790.0,31.0,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,0.1,0.03,0.13,0.1,0.13
551,Max Christiansen,de GER,MF,Ingolstadt 04,Bundesliga,18.0,1996.0,19.0,12.0,1031.0,11.5,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.09,0.09,0.0,0.09
552,Lazaros Christodoulopoulos,gr GRE,"MF,FW",Sampdoria,Serie A,28.0,1986.0,10.0,3.0,354.0,3.9,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.25,0.0,0.25,0.25,0.25
553,Lee Chung-yong,kr KOR,MF,Crystal Palace,Premier League,27.0,1988.0,13.0,4.0,390.0,4.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.23,0.0,0.23,0.23,0.23
554,Michaël Ciani,fr FRA,DF,Espanyol,La Liga,31.0,1984.0,2.0,2.0,135.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
555,Luca Cigarini,it ITA,MF,Atalanta,Serie A,29.0,1986.0,25.0,21.0,1820.0,20.2,2.0,2.0,4.0,1.0,1.0,1.0,10.0,0.0,0.1,0.1,0.2,0.05,0.15
556,Tolga Ciğerci,tr TUR,MF,Hertha BSC,Bundesliga,23.0,1992.0,18.0,13.0,1028.0,11.4,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.18,0.18,0.0,0.18
557,Per Ciljan Skjelbred,no NOR,MF,Hertha BSC,Bundesliga,28.0,1987.0,31.0,31.0,2689.0,29.9,0.0,2.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,0.07,0.07,0.0,0.07
558,Daniel Ciofani,it ITA,FW,Frosinone,Serie A,30.0,1985.0,37.0,33.0,2908.0,32.3,9.0,1.0,10.0,7.0,2.0,2.0,1.0,0.0,0.28,0.03,0.31,0.22,0.25
559,Matteo Ciofani,it ITA,DF,Frosinone,Serie A,27.0,1988.0,17.0,14.0,1282.0,14.2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.07,0.07,0.0,0.07
560,Thiago Cionek,pl POL,DF,Palermo,Serie A,29.0,1986.0,5.0,5.0,450.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.2,0.2,0.0,0.2
561,Gilles Cioni,fr FRA,DF,Bastia,Ligue 1,31.0,1984.0,20.0,17.0,1587.0,17.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
562,Papiss Cissé,sn SEN,FW,Newcastle Utd,Premier League,30.0,1985.0,21.0,14.0,1067.0,11.9,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.25,0.0,0.25,0.25,0.25
563,Aly Cissokho,fr FRA,DF,Aston Villa,Premier League,27.0,1987.0,18.0,18.0,1603.0,17.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
564,Issa Cissokho,sn SEN,MF,Genoa,Serie A,30.0,1985.0,13.0,6.0,646.0,7.2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.14,0.14,0.0,0.14
565,Renato Civelli,ar ARG,DF,Lille,Ligue 1,31.0,1983.0,32.0,32.0,2762.0,30.7,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0
566,Ciaran Clark,ie IRL,DF,Aston Villa,Premier League,25.0,1989.0,18.0,16.0,1442.0,16.0,1.0,0.0,1.0,1.0,0.0,0.0,6.0,0.0,0.06,0.0,0.06,0.06,0.06
567,Jake Clarke-Salter,eng ENG,DF,Chelsea,Premier League,17.0,1997.0,1.0,0.0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
568,Jordy Clasie,nl NED,MF,Southampton,Premier League,24.0,1991.0,22.0,20.0,1538.0,17.1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
569,Cléber,br BRA,DF,Hamburger SV,Bundesliga,24.0,1990.0,23.0,15.0,1473.0,16.4,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.06,0.0,0.06,0.06,0.06
570,Christian Clemens,de GER,MF,Mainz 05,Bundesliga,23.0,1991.0,28.0,20.0,1718.0,19.1,5.0,3.0,8.0,5.0,0.0,0.0,1.0,0.0,0.26,0.16,0.42,0.26,0.42
572,Jérémy Clément,fr FRA,MF,Saint-Étienne,Ligue 1,30.0,1984.0,27.0,25.0,2221.0,24.7,0.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.04,0.04,0.0,0.04
573,François Clerc,fr FRA,"DF,MF",Saint-Étienne,Ligue 1,32.0,1983.0,10.0,10.0,871.0,9.7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1
