,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Starts,Playing Time - Min,90s,Performance - GA,Performance - GA90,Performance - SoTA,Performance - Saves,Performance - Save%,Performance - W,Performance - D,Performance - L,Performance - CS,Performance - CS%,Penalty Kicks - PKatt,Penalty Kicks - PKA,Penalty Kicks - PKsv,Penalty Kicks - PKm,Penalty Kicks - Save%
28,Diego Benaglio,ch SUI,GK,Wolfsburg,Bundesliga,29.0,1983.0,29.0,29.0,2565.0,28.5,43.0,1.51,134.0,91.0,67.9,15.0,5.0,9.0,5.0,17.2,,,,,
29,Etrit Berisha,al ALB,GK,Lazio,Serie A,24.0,1989.0,17.0,17.0,1530.0,17.0,25.0,1.47,72.0,47.0,65.3,7.0,6.0,4.0,7.0,41.2,,,,,
30,Beto,pt POR,GK,Sevilla,La Liga,31.0,1982.0,33.0,33.0,2925.0,32.5,46.0,1.42,145.0,99.0,68.3,16.0,7.0,9.0,8.0,24.2,,,,,
31,Albano Bizzarri,ar ARG,GK,Genoa,Serie A,35.0,1977.0,1.0,1.0,90.0,1.0,0.0,0.0,5.0,5.0,100.0,1.0,0.0,0.0,1.0,100.0,,,,,
32,Artur Boruc,pl POL,GK,Southampton,Premier League,33.0,1980.0,29.0,29.0,2577.0,28.6,26.0,0.91,92.0,66.0,71.7,14.0,9.0,6.0,14.0,48.3,,,,,
33,Zacharie Boucher,fr FRA,GK,Toulouse,Ligue 1,21.0,1992.0,17.0,17.0,1530.0,17.0,27.0,1.59,66.0,39.0,59.1,5.0,6.0,6.0,2.0,11.8,,,,,
34,Claudio Bravo,cl CHI,GK,Real Sociedad,La Liga,30.0,1983.0,37.0,37.0,3330.0,37.0,54.0,1.46,178.0,124.0,69.7,16.0,11.0,10.0,12.0,32.4,,,,,
35,Željko Brkić,rs SRB,GK,Udinese,Serie A,27.0,1986.0,12.0,12.0,1080.0,12.0,22.0,1.83,62.0,40.0,64.5,3.0,2.0,7.0,1.0,8.3,,,,,
36,Gianluigi Buffon,it ITA,GK,Juventus,Serie A,35.0,1978.0,33.0,33.0,2866.0,31.8,20.0,0.63,107.0,87.0,81.3,28.0,3.0,2.0,20.0,60.6,,,,,
37,Jack Butland,eng ENG,GK,Stoke City,Premier League,20.0,1993.0,3.0,2.0,225.0,2.5,7.0,2.8,18.0,11.0,61.1,1.0,1.0,1.0,0.0,0.0,,,,,
38,Willy Caballero,ar ARG,GK,Málaga,La Liga,31.0,1981.0,38.0,38.0,3420.0,38.0,46.0,1.21,178.0,132.0,74.2,12.0,9.0,17.0,12.0,31.6,,,,,
39,Rafael Cabral,br BRA,GK,Napoli,Serie A,23.0,1990.0,8.0,7.0,675.0,7.5,8.0,1.07,25.0,17.0,68.0,5.0,2.0,0.0,3.0,42.9,,,,,
40,Juan Carlos,es ESP,GK,Villarreal,La Liga,26.0,1987.0,3.0,3.0,270.0,3.0,3.0,1.0,9.0,6.0,66.7,2.0,0.0,1.0,1.0,33.3,,,,,
41,Cédric Carrasso,fr FRA,GK,Bordeaux,Ligue 1,31.0,1981.0,36.0,36.0,3189.0,35.4,34.0,0.96,143.0,109.0,76.2,12.0,12.0,11.0,7.0,19.4,,,,,
42,Kiko Casilla,es ESP,GK,Espanyol,La Liga,26.0,1986.0,37.0,37.0,3323.0,36.9,47.0,1.27,154.0,107.0,69.5,11.0,9.0,17.0,9.0,24.3,,,,,
43,Iker Casillas,es ESP,GK,Real Madrid,La Liga,32.0,1981.0,2.0,2.0,180.0,2.0,2.0,1.0,4.0,2.0,50.0,1.0,1.0,0.0,0.0,0.0,,,,,
44,Koen Casteels,be BEL,GK,Hoffenheim,Bundesliga,21.0,1992.0,23.0,23.0,2052.0,22.8,53.0,2.32,128.0,75.0,58.6,6.0,8.0,9.0,1.0,4.3,,,,,
45,Petr Čech,cz CZE,GK,Chelsea,Premier League,31.0,1982.0,34.0,34.0,3060.0,34.0,24.0,0.71,103.0,79.0,76.7,23.0,6.0,5.0,16.0,47.1,,,,,
46,Júlio César,br BRA,GK,Getafe,La Liga,26.0,1986.0,5.0,5.0,448.0,5.0,3.0,0.6,19.0,16.0,84.2,3.0,2.0,0.0,2.0,40.0,,,,,
47,Florent Chaigneau,fr FRA,GK,Lorient,Ligue 1,29.0,1984.0,12.0,11.0,962.0,10.7,8.0,0.75,40.0,32.0,80.0,7.0,3.0,2.0,7.0,63.6,,,,,
48,David Cobeño,es ESP,GK,Rayo Vallecano,La Liga,31.0,1982.0,5.0,4.0,426.0,4.7,16.0,3.38,31.0,15.0,48.4,1.0,1.0,3.0,1.0,25.0,,,,,
49,Jordi Codina,es ESP,GK,Getafe,La Liga,31.0,1982.0,9.0,7.0,665.0,7.4,11.0,1.49,38.0,27.0,71.1,1.0,2.0,4.0,2.0,28.6,,,,,
50,Roberto Colombo,it ITA,GK,Napoli,Serie A,37.0,1975.0,1.0,0.0,45.0,0.5,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,,,,,,
52,Andrea Consigli,it ITA,GK,Atalanta,Serie A,26.0,1987.0,35.0,35.0,3150.0,35.0,48.0,1.37,182.0,134.0,73.6,13.0,5.0,17.0,8.0,22.9,,,,,
53,Angelo da Costa Júnior,br BRA,GK,Sampdoria,Serie A,29.0,1983.0,33.0,33.0,2970.0,33.0,49.0,1.48,155.0,106.0,68.4,11.0,8.0,14.0,9.0,27.3,,,,,
54,Benoît Costil,fr FRA,GK,Rennes,Ligue 1,26.0,1987.0,38.0,38.0,3420.0,38.0,45.0,1.18,173.0,128.0,74.0,11.0,13.0,14.0,12.0,31.6,,,,,
55,Thibaut Courtois,be BEL,GK,Atlético Madrid,La Liga,21.0,1992.0,37.0,37.0,3330.0,37.0,24.0,0.65,96.0,72.0,75.0,28.0,6.0,3.0,20.0,54.1,,,,,
56,Pierrick Cros,fr FRA,GK,Sochaux,Ligue 1,22.0,1991.0,6.0,6.0,540.0,6.0,11.0,1.83,31.0,20.0,64.5,2.0,1.0,3.0,1.0,16.7,,,,,
57,Gianluca Curci,it ITA,GK,Bologna,Serie A,28.0,1985.0,37.0,37.0,3330.0,37.0,57.0,1.54,172.0,115.0,66.9,5.0,14.0,18.0,9.0,24.3,,,,,
58,Luke Daniels,eng ENG,GK,West Brom,Premier League,25.0,1988.0,1.0,0.0,13.0,0.1,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,,,,,,
59,Daniel Davari,ir IRN,GK,Braunschweig,Bundesliga,25.0,1988.0,29.0,29.0,2610.0,29.0,48.0,1.66,171.0,123.0,71.9,6.0,6.0,17.0,6.0,20.7,,,,,
60,Kelvin Davis,eng ENG,GK,Southampton,Premier League,36.0,1976.0,2.0,2.0,180.0,2.0,5.0,2.5,11.0,6.0,54.5,0.0,0.0,2.0,0.0,0.0,,,,,
61,Morgan De Sanctis,it ITA,GK,Roma,Serie A,36.0,1977.0,36.0,36.0,3240.0,36.0,23.0,0.64,115.0,92.0,80.0,26.0,7.0,3.0,21.0,58.3,,,,,
62,Toni Doblas,es ESP,GK,Napoli,Serie A,32.0,1980.0,2.0,1.0,103.0,1.1,2.0,1.75,7.0,5.0,71.4,0.0,1.0,0.0,0.0,0.0,,,,,
63,Nicolas Douchez,fr FRA,GK,Paris S-G,Ligue 1,33.0,1980.0,1.0,1.0,90.0,1.0,0.0,0.0,1.0,1.0,100.0,1.0,0.0,0.0,1.0,100.0,,,,,
64,Jaroslav Drobný,cz CZE,GK,Hamburger SV,Bundesliga,33.0,1979.0,4.0,4.0,360.0,4.0,12.0,3.0,21.0,9.0,42.9,0.0,0.0,4.0,0.0,0.0,,,,,
65,Maxime Dupé,fr FRA,GK,Nantes,Ligue 1,20.0,1993.0,4.0,4.0,360.0,4.0,3.0,0.75,9.0,6.0,66.7,2.0,1.0,1.0,3.0,75.0,,,,,
66,Rob Elliot,ie IRL,GK,Newcastle Utd,Premier League,27.0,1986.0,2.0,2.0,180.0,2.0,8.0,4.0,18.0,10.0,55.6,0.0,0.0,2.0,0.0,0.0,,,,,
67,Vincent Enyeama,ng NGA,GK,Lille,Ligue 1,30.0,1982.0,38.0,38.0,3420.0,38.0,26.0,0.68,122.0,96.0,78.7,20.0,11.0,7.0,21.0,55.3,,,,,
68,Esteban,es ESP,GK,Almería,La Liga,38.0,1975.0,38.0,38.0,3420.0,38.0,71.0,1.87,214.0,143.0,66.8,11.0,7.0,20.0,10.0,26.3,,,,,
69,Łukasz Fabiański,pl POL,GK,Arsenal,Premier League,28.0,1985.0,1.0,,90.0,1.0,0.0,0.0,,,,1.0,0.0,0.0,1.0,,,,,,
70,Ralf Fährmann,de GER,GK,Schalke 04,Bundesliga,24.0,1988.0,22.0,22.0,1980.0,22.0,19.0,0.86,88.0,69.0,78.4,14.0,4.0,4.0,11.0,50.0,,,,,
71,Andrés Fernández,es ESP,GK,Osasuna,La Liga,26.0,1986.0,37.0,37.0,3299.0,36.7,61.0,1.66,178.0,117.0,65.7,9.0,8.0,19.0,8.0,21.6,,,,,
72,Vincenzo Fiorillo,it ITA,GK,Sampdoria,Serie A,23.0,1990.0,5.0,5.0,450.0,5.0,13.0,2.6,41.0,28.0,68.3,1.0,1.0,3.0,0.0,0.0,,,,,
73,Ben Foster,eng ENG,GK,West Brom,Premier League,30.0,1983.0,24.0,24.0,2147.0,23.9,38.0,1.59,111.0,73.0,65.8,4.0,10.0,10.0,3.0,12.5,,,,,
74,Brad Friedel,us USA,GK,Tottenham,Premier League,42.0,1971.0,1.0,1.0,90.0,1.0,1.0,1.0,4.0,3.0,75.0,0.0,0.0,1.0,0.0,0.0,,,,,
75,Alberto Frison,it ITA,GK,Catania,Serie A,25.0,1988.0,14.0,14.0,1260.0,14.0,24.0,1.71,81.0,57.0,70.4,5.0,3.0,6.0,3.0,21.4,,,,,
76,Gabi,es ESP,MF,Atlético Madrid,La Liga,30.0,1983.0,1.0,0.0,6.0,34.6,1.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
78,Gabriel,br BRA,GK,Milan,Serie A,20.0,1992.0,7.0,6.0,585.0,6.5,10.0,1.54,28.0,18.0,64.3,3.0,2.0,1.0,1.0,16.7,,,,,
79,Paulo Gazzaniga,ar ARG,GK,Southampton,Premier League,21.0,1992.0,8.0,7.0,663.0,7.4,15.0,2.04,29.0,14.0,48.3,1.0,2.0,4.0,1.0,14.3,,,,,
80,David de Gea,es ESP,GK,Manchester Utd,Premier League,22.0,1990.0,37.0,37.0,3330.0,37.0,43.0,1.16,139.0,96.0,69.1,18.0,7.0,12.0,12.0,32.4,,,,,
81,Marius Gersbeck,de GER,GK,Hertha BSC,Bundesliga,18.0,1995.0,1.0,1.0,90.0,1.0,1.0,1.0,7.0,6.0,85.7,1.0,0.0,0.0,0.0,0.0,,,,,
82,Lys Gomis,sn SEN,GK,Torino,Serie A,23.0,1989.0,1.0,0.0,40.0,0.4,1.0,2.25,2.0,1.0,50.0,0.0,0.0,0.0,0.0,,,,,,
83,Mathieu Gorgelin,fr FRA,GK,Lyon,Ligue 1,22.0,1990.0,2.0,1.0,149.0,1.7,2.0,1.21,4.0,2.0,50.0,0.0,2.0,0.0,0.0,0.0,,,,,
84,Jens Grahl,de GER,GK,Hoffenheim,Bundesliga,24.0,1988.0,11.0,11.0,990.0,11.0,17.0,1.55,64.0,47.0,73.4,5.0,3.0,3.0,2.0,18.2,,,,,
85,Max Grün,de GER,GK,Wolfsburg,Bundesliga,26.0,1987.0,6.0,5.0,495.0,5.5,7.0,1.27,19.0,12.0,63.2,3.0,1.0,1.0,0.0,0.0,,,,,
86,Vicente Guaita,es ESP,GK,Valencia,La Liga,26.0,1987.0,13.0,11.0,1140.0,12.7,21.0,1.66,68.0,47.0,69.1,2.0,5.0,5.0,2.0,18.2,,,,,
87,Brad Guzan,us USA,GK,Aston Villa,Premier League,28.0,1984.0,38.0,38.0,3420.0,38.0,61.0,1.61,174.0,113.0,64.9,10.0,8.0,20.0,9.0,23.7,,,,,
88,Samir Handanović,si SVN,GK,Inter,Serie A,29.0,1984.0,36.0,36.0,3110.0,34.6,32.0,0.93,145.0,113.0,77.9,14.0,15.0,7.0,16.0,44.4,,,,,
89,Jesper Hansen,dk DEN,GK,Evian,Ligue 1,28.0,1985.0,22.0,22.0,1980.0,22.0,24.0,1.09,86.0,62.0,72.1,9.0,4.0,9.0,8.0,36.4,,,,,
90,Steve Harper,eng ENG,GK,Hull City,Premier League,38.0,1975.0,13.0,11.0,1101.0,12.2,19.0,1.55,54.0,35.0,64.8,3.0,2.0,6.0,3.0,27.3,,,,,
91,Joe Hart,eng ENG,GK,Manchester City,Premier League,26.0,1987.0,31.0,31.0,2790.0,31.0,30.0,0.97,102.0,72.0,70.6,22.0,4.0,5.0,13.0,41.9,,,,,
92,Mouez Hassen,tn TUN,GK,Nice,Ligue 1,18.0,1995.0,5.0,4.0,360.0,4.0,7.0,1.75,22.0,15.0,68.2,0.0,0.0,4.0,1.0,25.0,,,,,
93,Wayne Hennessey,wls WAL,GK,Crystal Palace,Premier League,26.0,1987.0,1.0,1.0,90.0,1.0,2.0,2.0,5.0,3.0,60.0,0.0,0.0,1.0,0.0,0.0,,,,,
94,Manu Herrera,es ESP,GK,Elche,La Liga,31.0,1981.0,30.0,29.0,2625.0,29.2,35.0,1.2,125.0,90.0,72.0,7.0,10.0,12.0,9.0,31.0,,,,,
95,Iago Herrerín,es ESP,GK,Athletic Club,La Liga,25.0,1988.0,6.0,5.0,495.0,5.5,7.0,1.27,25.0,18.0,72.0,3.0,2.0,1.0,3.0,60.0,,,,,
96,Timo Hildebrand,de GER,GK,Schalke 04,Bundesliga,34.0,1979.0,12.0,12.0,1080.0,12.0,24.0,2.0,64.0,40.0,62.5,5.0,3.0,4.0,3.0,25.0,,,,,
97,Marwin Hitz,ch SUI,GK,Augsburg,Bundesliga,25.0,1987.0,19.0,19.0,1710.0,19.0,20.0,1.05,85.0,65.0,76.5,10.0,5.0,4.0,7.0,36.8,,,,,
98,Tim Howard,us USA,GK,Everton,Premier League,34.0,1979.0,37.0,37.0,3263.0,36.3,37.0,1.02,141.0,104.0,73.8,20.0,8.0,8.0,15.0,40.5,,,,,
99,Gorka Iraizoz,es ESP,GK,Athletic Club,La Liga,32.0,1981.0,33.0,33.0,2925.0,32.5,32.0,0.98,113.0,81.0,71.7,17.0,8.0,7.0,9.0,27.3,,,,,
100,Jussi Jääskeläinen,fi FIN,GK,West Ham,Premier League,38.0,1975.0,18.0,18.0,1620.0,18.0,24.0,1.33,81.0,57.0,70.4,3.0,6.0,9.0,8.0,44.4,,,,,
101,Jaime,es ESP,GK,Valladolid,La Liga,32.0,1980.0,10.0,10.0,900.0,10.0,12.0,1.2,45.0,33.0,73.3,2.0,4.0,4.0,4.0,40.0,,,,,
102,Eldin Jakupović,ch SUI,GK,Hull City,Premier League,28.0,1984.0,1.0,1.0,90.0,1.0,3.0,3.0,7.0,4.0,57.1,0.0,0.0,1.0,0.0,0.0,,,,,
104,Rune Jarstein,no NOR,GK,Hertha BSC,Bundesliga,28.0,1984.0,1.0,1.0,90.0,1.0,2.0,2.0,6.0,4.0,66.7,0.0,0.0,1.0,0.0,0.0,,,,,
105,Javi Jiménez,es ESP,GK,Levante,La Liga,26.0,1987.0,2.0,1.0,170.0,1.9,4.0,2.12,9.0,5.0,55.6,0.0,0.0,1.0,0.0,0.0,,,,,
106,Geoffrey Jourdren,fr FRA,GK,Montpellier,Ligue 1,27.0,1986.0,34.0,34.0,2999.0,33.3,41.0,1.23,137.0,96.0,70.1,8.0,16.0,9.0,7.0,20.6,,,,,
107,Ažbe Jug,si SVN,GK,Bordeaux,Ligue 1,21.0,1992.0,1.0,1.0,90.0,1.0,1.0,1.0,3.0,2.0,66.7,1.0,0.0,0.0,0.0,0.0,,,,,
108,Loris Karius,de GER,GK,Mainz 05,Bundesliga,20.0,1993.0,23.0,23.0,2070.0,23.0,31.0,1.35,132.0,101.0,76.5,12.0,4.0,7.0,9.0,39.1,,,,,
109,Orestis Karnezis,gr GRE,GK,Granada,La Liga,28.0,1985.0,6.0,6.0,540.0,6.0,13.0,2.17,42.0,29.0,69.0,1.0,1.0,4.0,1.0,16.7,,,,,
110,Ivan Kelava,hr CRO,GK,Udinese,Serie A,25.0,1988.0,10.0,10.0,900.0,10.0,13.0,1.3,41.0,28.0,68.3,3.0,1.0,6.0,2.0,20.0,,,,,
111,Thorsten Kirschbaum,de GER,GK,Stuttgart,Bundesliga,26.0,1987.0,3.0,3.0,270.0,3.0,4.0,1.33,14.0,10.0,71.4,1.0,2.0,0.0,1.0,33.3,,,,,
112,Thomas Kraft,de GER,GK,Hertha BSC,Bundesliga,25.0,1988.0,32.0,32.0,2880.0,32.0,45.0,1.41,141.0,96.0,68.1,10.0,8.0,14.0,8.0,25.0,,,,,
113,Tim Krul,nl NED,GK,Newcastle Utd,Premier League,25.0,1988.0,36.0,36.0,3240.0,36.0,51.0,1.42,152.0,101.0,66.4,15.0,4.0,17.0,10.0,27.8,,,,,
114,Mickaël Landreau,fr FRA,GK,Bastia,Ligue 1,34.0,1979.0,31.0,31.0,2707.0,30.1,44.0,1.46,130.0,86.0,66.2,10.0,10.0,11.0,10.0,32.3,,,,,
115,Mitchell Langerak,au AUS,GK,Dortmund,Bundesliga,24.0,1988.0,4.0,4.0,360.0,4.0,5.0,1.25,14.0,9.0,64.3,3.0,1.0,0.0,1.0,25.0,,,,,
116,Bertrand Laquait,fr FRA,GK,Evian,Ligue 1,36.0,1977.0,16.0,16.0,1440.0,16.0,27.0,1.69,77.0,50.0,64.9,2.0,7.0,7.0,1.0,6.3,,,,,
117,Jean-Louis Leca,fr FRA,GK,Bastia,Ligue 1,27.0,1985.0,9.0,7.0,713.0,7.9,12.0,1.51,32.0,20.0,62.5,3.0,0.0,4.0,0.0,0.0,,,,,
118,Benjamin Lecomte,fr FRA,GK,Lorient,Ligue 1,22.0,1991.0,1.0,0.0,45.0,0.5,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,,,,,,
119,Bernd Leno,de GER,GK,Leverkusen,Bundesliga,21.0,1992.0,34.0,34.0,3060.0,34.0,41.0,1.21,146.0,105.0,71.9,19.0,4.0,11.0,7.0,20.6,,,,,
120,Joe Lewis,eng ENG,GK,Cardiff City,Premier League,25.0,1987.0,1.0,1.0,90.0,1.0,1.0,1.0,4.0,3.0,75.0,0.0,1.0,0.0,0.0,0.0,,,,,
121,Anders Lindegaard,dk DEN,GK,Manchester Utd,Premier League,29.0,1984.0,1.0,1.0,90.0,1.0,0.0,0.0,4.0,4.0,100.0,1.0,0.0,0.0,1.0,100.0,,,,,
122,Hugo Lloris,fr FRA,GK,Tottenham,Premier League,26.0,1986.0,37.0,37.0,3330.0,37.0,50.0,1.35,148.0,98.0,66.2,21.0,6.0,10.0,14.0,37.8,,,,,
123,Anthony Lopes,pt POR,GK,Lyon,Ligue 1,22.0,1990.0,32.0,32.0,2821.0,31.3,34.0,1.08,146.0,112.0,76.7,15.0,6.0,10.0,13.0,40.6,,,,,
124,Diego López,es ESP,GK,Real Madrid,La Liga,31.0,1981.0,36.0,36.0,3240.0,36.0,36.0,1.0,123.0,87.0,70.7,26.0,5.0,5.0,16.0,44.4,,,,,
125,Pedro López,es ESP,GK,Betis,La Liga,18.0,1995.0,1.0,0.0,8.0,0.1,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,
126,Steve Mandanda,fr FRA,GK,Marseille,Ligue 1,28.0,1985.0,38.0,38.0,3351.0,37.2,40.0,1.07,127.0,87.0,68.5,15.0,12.0,10.0,9.0,23.7,,,,,
127,Anthony Mandrea,dz ALG,GK,Nice,Ligue 1,16.0,1996.0,1.0,0.0,40.0,0.4,1.0,2.25,2.0,1.0,50.0,0.0,0.0,1.0,0.0,,,,,,
128,Alex Manninger,at AUT,GK,Augsburg,Bundesliga,36.0,1977.0,13.0,13.0,1170.0,13.0,22.0,1.69,69.0,47.0,68.1,5.0,2.0,6.0,0.0,0.0,,,,,
130,Vito Mannone,it ITA,GK,Sunderland,Premier League,25.0,1988.0,29.0,28.0,2568.0,28.5,38.0,1.33,168.0,130.0,77.4,9.0,7.0,13.0,11.0,39.3,,,,,
131,José Manuel Pinto,es ESP,GK,Barcelona,La Liga,37.0,1975.0,13.0,12.0,1148.0,12.8,12.0,0.94,41.0,29.0,70.7,7.0,3.0,2.0,3.0,25.0,,,,,
132,Federico Marchetti,it ITA,GK,Lazio,Serie A,30.0,1983.0,21.0,21.0,1890.0,21.0,29.0,1.38,88.0,59.0,67.0,8.0,5.0,8.0,6.0,28.6,,,,,
133,Diego Mariño,es ESP,GK,Valladolid,La Liga,23.0,1990.0,28.0,28.0,2520.0,28.0,48.0,1.71,151.0,103.0,68.2,5.0,11.0,12.0,8.0,28.6,,,,,
134,David Marshall,sct SCO,GK,Cardiff City,Premier League,28.0,1985.0,37.0,37.0,3330.0,37.0,73.0,1.97,216.0,143.0,66.2,7.0,8.0,22.0,7.0,18.9,,,,,
135,Allan McGregor,sct SCO,GK,Hull City,Premier League,31.0,1982.0,26.0,26.0,2228.0,24.8,31.0,1.25,103.0,72.0,69.9,7.0,5.0,14.0,7.0,26.9,,,,,
136,Sebastian Mielitz,de GER,GK,Werder Bremen,Bundesliga,24.0,1989.0,13.0,13.0,1170.0,13.0,23.0,1.77,86.0,63.0,73.3,4.0,3.0,6.0,4.0,30.8,,,,,
137,Simon Mignolet,be BEL,GK,Liverpool,Premier League,25.0,1988.0,38.0,38.0,3420.0,38.0,50.0,1.32,152.0,102.0,67.1,26.0,6.0,6.0,10.0,26.3,,,,,
138,Antonio Mirante,it ITA,GK,Parma,Serie A,30.0,1983.0,36.0,36.0,3191.0,35.5,42.0,1.18,139.0,97.0,69.8,14.0,12.0,9.0,13.0,36.1,,,,,
