,Player,Squad,Playing Time - MP,Playing Time - Min,Playing Time - Mn/MP,Playing Time - Min%,Playing Time - 90s,Starts - Starts,Starts - Mn/Start,Starts - Compl,Subs - Subs,Subs - Mn/Sub,Subs - unSub,Team Success - PPM,Team Success - onG,Team Success - onGA,Team Success - +/-,Team Success - +/-90,Team Success - On-Off,Team Success (xG) - onxG,Team Success (xG) - onxGA,Team Success (xG) - xG+/-,Team Success (xG) - xG+/-90,Team Success (xG) - On-Off
628,Edinson Cavani,Manchester Utd,26,1375,53,40.2,15.3,13,81,8,13,25,0,1.85,28,18,+10,+0.65,-0.18,25.3,16.2,+9.1,+0.59,+0.17
629,Dani Ceballos,Arsenal,25,1615,65,47.2,17.9,17,84,11,8,24,10,1.28,23,17,+6,+0.33,-0.16,24.5,18.5,+6.0,+0.34,+0.20
630,Federico Ceccherini,Hellas Verona,25,1738,70,50.8,19.3,23,74,10,2,15,3,1.08,23,24,-1,-0.05,0.00,25.3,26.6,-1.3,-0.07,+0.08
631,Federico Ceccherini,Fiorentina,3,270,90,7.9,3.0,3,90,3,0,0.0,0,1.00,5,6,-1,-0.33,-0.02,6.0,5.2,+0.9,+0.28,+0.78
632,Christian Celesia,Torino,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
633,Zeki Celik,Lille,29,2381,82,69.6,26.5,28,85,19,1,8,1,2.28,45,12,+33,+1.25,+0.55,31.6,19.3,+12.3,+0.46,-0.09
634,Bersant Celina,Dijon,32,2298,72,67.2,25.5,25,83,16,7,33,0,0.59,18,42,-24,-0.94,+0.99,20.8,46.1,-25.3,-0.99,+0.10
635,Alex Centelles,Valencia,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
636,Fabien Centonze,Metz,36,3221,89,94.2,35.8,36,89,35,0,0.0,0,1.25,41,45,-4,-0.11,-0.11,41.2,45.7,-4.5,-0.13,+0.19
637,Luca Ceppitelli,Cagliari,19,1465,77,42.8,16.3,16,86,11,3,31,5,1.16,17,23,-6,-0.37,+0.09,16.9,25.1,-8.2,-0.51,-0.21
638,Alberto Cerri,Cagliari,23,369,16,10.8,4.1,3,58,0,20,10,12,0.83,5,7,-2,-0.49,-0.07,8.3,8.8,-0.5,-0.13,+0.29
639,Cesar,Elche,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
640,Sava Cestic,Köln,11,899,82,29.4,10.0,11,82,9,0,0.0,6,1.27,10,19,-9,-0.90,-0.19,8.3,16.5,-8.2,-0.82,-0.62
641,Julian Chabot,Spezia,25,1655,66,48.4,18.4,19,83,14,6,15,8,0.76,22,35,-13,-0.71,-0.35,21.2,30.9,-9.6,-0.52,-0.07
642,Julian Chabot,Sampdoria,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
643,Nassim Chadli,Nîmes,3,31,10,0.9,0.3,0,0.0,0,3,10,4,1.00,0,1,-1,-2.90,-2.11,0.1,0.7,-0.5,-1.54,-1.00
644,Fouad Chafik,Dijon,23,1622,71,47.4,18.0,18,85,13,5,18,11,0.43,12,41,-29,-1.61,-0.66,16.7,36.3,-19.6,-1.09,-0.13
645,Mehdi Chahiri,Strasbourg,23,801,35,23.4,8.9,8,66,0,15,18,9,0.78,12,17,-5,-0.56,-0.42,13.2,14.5,-1.3,-0.14,-0.26
646,Sofian Chakla,Villarreal,1,13,13,0.4,0.1,0,0.0,0,1,13,8,3.00,0,0,0,0.00,-0.42,0.4,0.2,+0.2,+1.19,+0.83
647,Sofian Chakla,Getafe,11,897,82,26.2,10.0,9,89,8,2,46,7,0.64,4,14,-10,-1.00,-0.82,6.7,13.7,-7.0,-0.70,-0.74
648,Anibal Chala,Dijon,13,744,57,21.8,8.3,9,77,6,4,14,7,0.38,5,19,-14,-1.69,-0.55,5.9,16.8,-10.9,-1.32,-0.38
650,Trevoh Chalobah,Lorient,29,2237,77,65.4,24.9,24,87,19,5,30,2,1.14,33,46,-13,-0.52,-0.14,32.6,35.6,-3.0,-0.12,-0.04
651,Calum Chambers,Arsenal,10,753,75,22.0,8.4,8,89,7,2,21,8,2.00,16,10,+6,+0.72,+0.38,11.0,10.4,+0.6,+0.08,-0.20
652,Timothy Chandler,Eint Frankfurt,15,432,29,14.1,4.8,3,86,1,12,15,17,1.67,10,12,-2,-0.42,-1.03,9.4,10.5,-1.2,-0.25,-0.69
653,Kwon Chang-hoon,Freiburg,12,216,18,7.1,2.4,1,65,0,11,14,6,1.00,3,6,-3,-1.25,-1.34,2.9,5.6,-2.7,-1.13,-1.00
654,Gaetan Charbonnier,Brest,36,1570,44,45.9,17.4,17,76,4,19,14,1,1.08,25,30,-5,-0.29,+0.25,27.8,27.1,+0.7,+0.04,+0.46
655,Brendan Chardonnet,Brest,33,2716,82,79.4,30.2,30,90,29,3,10,3,1.15,37,49,-12,-0.40,+0.11,39.3,48.7,-9.4,-0.31,-0.48
656,Kgagelo Chauke,Southampton,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
657,Xavier Chavalerin,Reims,30,2547,85,74.5,28.3,29,88,25,1,9,0,1.10,26,33,-7,-0.25,-0.14,21.5,42.6,-21.2,-0.75,-0.22
658,Pape Cheikh Diop,Dijon,21,1089,52,31.8,12.1,13,73,3,8,18,7,0.67,8,17,-9,-0.74,+0.76,11.0,21.0,-10.0,-0.83,+0.29
659,Chema,Getafe,10,557,56,16.3,6.2,7,76,5,3,9,23,0.70,4,10,-6,-0.97,-0.69,4.9,6.3,-1.4,-0.23,-0.09
660,Rayan Cherki,Lyon,27,698,26,20.4,7.8,5,71,1,22,16,10,1.78,13,6,+7,+0.90,-0.12,14.7,6.7,+8.0,+1.03,-0.02
661,Denis Cheryshev,Valencia,21,1101,52,32.2,12.2,13,70,0,8,23,3,1.05,19,21,-2,-0.16,-0.12,15.6,17.2,-1.6,-0.13,+0.18
662,Lucas Chevalier,Lille,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
663,Giorgio Chiellini,Juventus,17,1386,82,40.5,15.4,16,86,13,1,8,8,1.94,29,18,+11,+0.71,-0.52,28.6,18.5,+10.2,+0.66,-0.44
664,Federico Chiesa,Fiorentina,3,240,80,7.0,2.7,3,80,1,0,0.0,0,1.00,5,4,+1,+0.37,+0.74,5.4,4.0,+1.4,+0.54,+1.05
665,Federico Chiesa,Juventus,30,2210,74,64.6,24.6,28,78,7,2,7,1,2.07,50,25,+25,+1.02,-0.02,47.9,23.6,+24.4,+0.99,+0.20
666,Ben Chilwell,Chelsea,27,2286,85,66.8,25.4,27,85,22,0,0.0,7,1.70,37,23,+14,+0.55,-0.08,43.5,19.5,+24.0,+0.94,+0.30
667,Chinchu,Getafe,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
668,Vlad Chiriches,Sassuolo,24,1837,77,53.7,20.4,22,82,12,2,22,6,1.88,40,32,+8,+0.39,+0.39,32.5,30.3,+2.3,+0.11,+0.07
669,Pedro Chirivella,Nantes,32,2280,71,66.7,25.3,26,83,18,6,23,6,1.03,38,35,+3,+0.12,+0.99,35.9,35.6,+0.2,+0.01,+0.39
670,Lorenzo Chiti,Fiorentina,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
671,Tahith Chong,Werder Bremen,13,386,30,12.6,4.3,4,68,1,9,13,6,1.08,5,8,-3,-0.70,-0.09,4.0,6.1,-2.0,-0.47,+0.15
672,Joris Chotard,Montpellier,29,1165,40,34.1,12.9,11,76,3,18,18,7,1.41,15,28,-13,-1.00,-1.44,14.4,25.0,-10.6,-0.82,-0.67
673,Hamza Choudhury,Leicester City,10,316,32,9.2,3.5,4,71,1,6,6,21,1.80,3,2,+1,+0.28,-0.21,5.3,4.2,+1.1,+0.32,+0.06
674,Mounir Chouiar,Dijon,23,1288,56,37.7,14.3,14,74,4,9,28,5,0.48,8,30,-22,-1.54,-0.44,13.1,29.9,-16.8,-1.17,-0.24
676,Andreas Christensen,Chelsea,17,1371,81,40.1,15.2,15,84,13,2,57,6,1.94,21,15,+6,+0.39,-0.31,23.5,10.8,+12.7,+0.84,-0.02
677,Cyrus Christie,Fulham,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
678,Carney Chukwuemeka,Aston Villa,2,20,10,0.6,0.2,0,0.0,0,2,10,5,3.00,0,0,0,0.00,-0.24,0.0,0.8,-0.7,-3.30,-3.36
679,Samuel Chukwueze,Villarreal,28,1365,49,39.9,15.2,13,76,3,15,25,1,1.61,21,19,+2,+0.13,-0.48,24.4,17.6,+6.9,+0.45,+0.14
680,Darko Churlinov,Stuttgart,14,216,15,7.1,2.4,0,0.0,0,14,15,8,1.29,6,3,+3,+1.25,+1.31,4.1,2.7,+1.4,+0.59,+0.66
681,Victor Chust,Real Madrid,2,95,48,2.8,1.1,1,90,1,1,5,9,2.00,0,0,0,0.00,-1.06,0.5,1.8,-1.3,-1.25,-1.93
682,Sebastien Cibois,Brest,3,270,90,7.9,3.0,3,90,3,0,0.0,25,1.33,4,4,0,0.00,+0.46,3.5,4.8,-1.2,-0.41,-0.21
683,Riccardo Ciervo,Roma,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
684,Cifu,Elche,11,451,41,13.2,5.0,4,67,2,7,26,23,1.00,6,10,-4,-0.80,-0.28,4.3,8.1,-3.8,-0.76,+0.06
685,Alberto Cifuentes,Cádiz,2,180,90,5.3,2.0,2,90,2,0,0.0,2,1.50,3,3,0,0.00,+0.61,2.3,2.7,-0.3,-0.15,+0.41
686,Luca Cigarini,Crotone,14,929,66,27.2,10.3,13,70,2,1,14,4,0.71,10,19,-9,-0.87,+0.50,12.8,16.3,-3.5,-0.34,+0.63
687,Jasper Cillessen,Valencia,10,900,90,26.3,10.0,10,90,10,0,0.0,5,1.60,15,11,+4,+0.40,+0.65,10.5,13.9,-3.4,-0.34,-0.12
688,Giuseppe Ciocci,Cagliari,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
689,Antonio Cioffi,Napoli,1,12,12,0.4,0.1,0,0.0,0,1,12,19,3.00,1,0,+1,+7.50,+6.34,0.1,0.1,0.0,+0.18,-0.48
690,Tim Civeja,Augsburg,3,34,11,1.1,0.4,0,0.0,0,3,11,8,0.00,0,2,-2,-5.29,-4.82,0.1,0.6,-0.5,-1.42,-0.84
691,Ciaran Clark,Newcastle Utd,22,1891,86,55.3,21.0,21,88,18,1,37,8,0.95,19,35,-16,-0.76,-0.76,18.9,33.1,-14.2,-0.68,-0.64
692,Leighton Clarkson,Liverpool,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
693,Alexis Claude-Maurice,Nice,30,1910,64,55.8,21.2,21,81,14,9,24,3,1.10,31,34,-3,-0.14,-0.14,28.8,33.3,-4.5,-0.21,-0.02
694,Jonathan Clauss,Lens,33,2521,76,73.7,28.0,30,82,11,3,21,4,1.42,42,41,+1,+0.04,+0.04,41.0,35.7,+5.3,+0.19,-0.24
695,Carlos Clerc,Levante,35,2781,79,81.3,30.9,30,90,30,5,16,2,1.14,39,47,-8,-0.26,+0.16,35.4,39.3,-3.9,-0.13,+1.15
696,Nathaniel Clyne,Crystal Palace,13,1145,88,33.5,12.7,13,88,11,0,0.0,9,1.31,16,22,-6,-0.47,+0.28,12.4,17.5,-5.1,-0.40,+0.36
697,Conor Coady,Wolves,37,3303,89,96.6,36.7,37,89,36,0,0.0,0,1.19,35,51,-16,-0.44,-0.44,34.4,48.5,-14.2,-0.39,-1.28
698,Marcus Coco,Nantes,32,1474,46,43.1,16.4,16,73,2,16,19,4,1.19,17,23,-6,-0.37,-0.27,21.1,23.4,-2.3,-0.14,-0.03
699,Coke,Levante,17,835,49,24.4,9.3,11,69,1,6,12,20,1.18,11,13,-2,-0.22,+0.10,8.1,15.6,-7.5,-0.81,-0.62
700,Seamus Coleman,Everton,25,1613,65,47.2,17.9,18,81,12,7,23,3,1.56,23,19,+4,+0.22,+0.47,21.8,21.1,+0.7,+0.04,+0.29
702,Alex Collado,Barcelona,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
703,Ebrima Colley,Hellas Verona,23,734,32,21.5,8.2,4,68,1,19,24,8,1.17,9,10,-1,-0.12,-0.09,12.1,10.4,+1.7,+0.20,+0.40
704,Omar Colley,Sampdoria,29,2591,89,75.8,28.8,28,90,28,1,71,6,1.38,38,40,-2,-0.07,-0.07,33.5,40.6,-7.1,-0.25,+0.14
705,Simone Colombi,Parma,2,180,90,5.3,2.0,2,90,2,0,0.0,34,0.00,4,7,-3,-1.50,-0.36,2.8,4.6,-1.8,-0.89,-0.43
706,Lorenzo Colombo,Milan,4,94,24,2.7,1.0,1,45,0,3,16,13,2.25,1,0,+1,+0.96,+0.09,2.4,0.4,+2.0,+1.92,+1.33
707,Racine Coly,Nice,1,17,17,0.5,0.2,0,0.0,0,1,17,4,1.00,0,0,0,0.00,+0.08,0.0,0.1,0.0,-0.20,0.00
708,Kingsley Coman,Bayern Munich,29,1752,60,57.3,19.5,23,70,3,6,23,2,2.17,49,24,+25,+1.28,-0.78,41.5,23.2,+18.3,+0.94,-0.26
709,Daniel Congre,Montpellier,38,3292,87,96.3,36.6,38,87,34,0,0.0,0,1.42,58,61,-3,-0.08,-0.79,50.3,63.4,-13.1,-0.36,+0.53
710,Aaron Connolly,Brighton,17,791,47,23.1,8.8,9,68,1,8,23,11,0.88,11,17,-6,-0.68,-0.68,16.0,7.3,+8.7,+0.99,+0.75
711,Jomaine Consbruch,Arminia,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
712,Andrea Consigli,Sassuolo,37,3330,90,97.4,37.0,37,90,37,0,0.0,0,1.65,64,56,+8,+0.22,+0.22,58.1,54.1,+4.0,+0.11,+1.09
713,Andrea Conti,Milan,3,28,9,0.8,0.3,0,0.0,0,3,9,12,2.00,0,0,0,0.00,-0.88,0.7,0.5,+0.2,+0.79,+0.17
714,Andrea Conti,Parma,11,809,74,23.7,9.0,9,88,6,2,9,1,0.55,11,19,-8,-0.89,+0.35,13.3,12.3,+1.0,+0.11,+0.79
715,Nikita Contini Baranovsky,Napoli,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,37,3.00,2,0,+2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
716,Gianluca Contini,Cagliari,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
717,Liam Cooper,Leeds United,25,2185,87,63.9,24.3,25,87,23,0,0.0,1,1.52,38,40,-2,-0.08,-0.81,37.8,36.6,+1.2,+0.05,+0.30
718,Francis Coquelin,Villarreal,22,736,33,21.5,8.2,7,62,0,15,20,2,1.50,10,12,-2,-0.24,-0.85,10.5,9.1,+1.4,+0.17,-0.25
719,Theo Corbeanu,Wolves,1,9,9,0.3,0.1,0,0.0,0,1,9,10,0.00,0,0,0,0.00,+0.42,0.1,0.1,0.0,+0.05,+0.40
720,Sebastien Corchia,Nantes,25,2066,83,60.4,23.0,23,88,20,2,16,1,1.04,31,32,-1,-0.04,+0.42,31.1,33.8,-2.7,-0.12,0.00
721,Alex Cordaz,Crotone,36,3240,90,94.7,36.0,36,90,36,0,0.0,1,0.58,44,91,-47,-1.31,-1.31,36.8,68.7,-31.9,-0.89,-1.59
722,Asier Cordoba,Osasuna,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
723,Inigo Cordoba,Athletic Club,3,95,32,2.8,1.1,1,58,0,2,19,10,1.00,1,2,-1,-0.95,-1.08,0.9,0.7,+0.2,+0.20,+0.06
724,Inigo Cordoba,Alavés,7,216,31,6.3,2.4,3,49,0,4,18,2,0.57,2,6,-4,-1.67,-1.19,2.4,3.9,-1.5,-0.61,-0.45
725,Jhon Cordoba,Hertha BSC,21,1537,73,50.2,17.1,17,82,8,4,37,0,1.14,22,26,-4,-0.23,+0.18,23.5,22.9,+0.6,+0.04,+0.40
726,Sergio Cordova,Arminia,23,1090,47,35.6,12.1,13,67,1,10,22,1,1.00,8,18,-10,-0.83,-0.09,9.6,19.5,-9.8,-0.81,-0.17
728,Jack Cork,Burnley,16,1350,84,39.5,15.0,15,87,12,1,45,5,1.00,17,24,-7,-0.47,+0.19,17.1,20.6,-3.5,-0.23,+0.28
729,Andreas Cornelius,Parma,29,1898,65,55.5,21.1,21,80,12,8,29,2,0.48,19,44,-25,-1.19,-0.06,22.7,33.5,-10.8,-0.51,-0.06
730,Maxwel Cornet,Lyon,36,2446,68,71.5,27.2,29,78,12,7,24,0,1.94,65,34,+31,+1.14,+0.49,62.3,31.5,+30.8,+1.13,+0.29
731,Angel Correa,Atlético Madrid,38,2393,63,70.0,26.6,29,72,3,9,35,0,2.26,39,14,+25,+0.94,-0.55,37.5,23.0,+14.5,+0.55,+0.44
732,Joaquin Correa,Lazio,28,1933,69,56.5,21.5,25,74,9,3,26,4,1.71,35,40,-5,-0.23,-0.90,33.0,28.3,+4.7,+0.22,-0.15
733,Rober Correa,Eibar,15,1136,76,33.2,12.6,13,82,8,2,38,7,1.13,12,10,+2,+0.16,+1.14,18.2,10.5,+7.7,+0.61,+0.93
734,Felix Correia,Juventus,1,7,7,0.2,0.1,0,0.0,0,1,7,7,3.00,1,0,+1,+12.86,+11.86,0.2,0.0,+0.2,+3.15,+2.23
735,Thierry Correia,Valencia,29,2137,74,62.5,23.7,25,83,18,4,16,6,1.14,29,31,-2,-0.08,-0.01,25.5,28.9,-3.4,-0.14,+0.29
736,Antonio Cortes,Granada,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
737,Danny da Costa,Mainz 05,16,1208,76,39.5,13.4,15,79,7,1,20,0,1.81,19,17,+2,+0.15,+1.07,17.9,16.1,+1.8,+0.13,+0.33
738,Danny da Costa,Eint Frankfurt,6,110,18,3.6,1.2,1,45,0,5,13,7,1.00,2,6,-4,-3.27,-3.88,1.9,2.4,-0.5,-0.38,-0.75
739,David Pereira da Costa,Lens,8,158,20,4.6,1.8,1,66,0,7,13,18,1.63,7,6,+1,+0.57,+0.57,2.6,4.3,-1.7,-1.02,-1.34
740,Diego Costa,Atlético Madrid,7,208,30,6.1,2.3,2,59,0,5,18,0,2.43,5,0,+5,+2.16,+1.13,5.6,2.6,+3.0,+1.28,+0.93
741,Douglas Costa,Juventus,2,42,21,1.2,0.5,0,0.0,0,2,21,0,2.00,2,0,+2,+4.29,+3.30,0.8,0.5,+0.3,+0.67,-0.25
742,Douglas Costa,Bayern Munich,11,320,29,10.5,3.6,3,65,0,8,16,5,2.36,7,5,+2,+0.56,-1.18,4.4,4.6,-0.2,-0.05,-1.23
743,Helder Costa,Leeds United,22,1156,53,33.8,12.8,13,74,5,9,22,10,1.27,21,23,-2,-0.16,-0.55,16.4,19.6,-3.3,-0.25,-0.29
744,Jaume Costa,Villarreal,14,351,25,10.3,3.9,3,60,0,11,15,22,1.71,5,6,-1,-0.26,-0.75,6.0,5.3,+0.7,+0.17,-0.22
745,Joao Paulo Santos Costa,Granada,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
746,Angelo da Costa Junior,Bologna,6,540,90,15.8,6.0,6,90,6,0,0.0,30,0.83,7,9,-2,-0.33,+0.04,7.2,8.9,-1.7,-0.29,-0.10
747,Davide Costanzo,Napoli,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
748,David Costas,Celta Vigo,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
749,Charles Costes,Dijon,1,2,2,0.1,0.0,0,0.0,0,1,2,0,3.00,0,0,0,0.00,+1.26,0.1,0.0,+0.1,+4.86,+5.88
750,Benoit Costil,Bordeaux,38,3420,90,100.0,38.0,38,90,38,0,0.0,0,1.18,42,56,-14,-0.37,0.0,43.5,54.9,-11.4,-0.30,0.0
751,Vladimir Coufal,West Ham,34,3054,90,89.3,33.9,34,90,33,0,0.0,1,1.79,57,43,+14,+0.41,+0.17,48.8,44.7,+4.0,+0.12,-0.55
752,Kalifa Coulibaly,Nantes,17,981,58,28.7,10.9,11,80,5,6,17,7,1.12,15,9,+6,+0.55,+1.07,14.9,11.4,+3.4,+0.32,+0.61
754,Lassana Coulibaly,Angers,29,1687,58,49.3,18.7,18,82,11,11,20,1,1.14,20,30,-10,-0.53,-0.12,18.0,23.1,-5.1,-0.27,+0.01
755,Mamadou Coulibaly,Udinese,3,184,61,5.4,2.0,2,90,2,1,4,7,0.00,0,3,-3,-1.47,-1.11,4.1,1.7,+2.4,+1.18,+1.44
756,Senou Coulibaly,Dijon,22,1934,88,56.5,21.5,22,88,19,0,0.0,6,0.59,16,45,-29,-1.35,-0.20,20.8,38.5,-17.8,-0.83,+0.44
757,Tanguy Coulibaly,Stuttgart,31,1506,49,49.2,16.7,17,72,2,14,21,1,1.35,25,32,-7,-0.42,-0.88,25.2,25.0,+0.2,+0.01,+0.06
758,Thibaut Courtois,Real Madrid,38,3420,90,100.0,38.0,38,90,38,0,0.0,0,2.21,67,28,+39,+1.03,0.0,61.5,37.6,+23.9,+0.63,0.0
759,Philippe Coutinho,Barcelona,12,654,55,19.1,7.3,8,70,1,4,25,1,1.50,14,7,+7,+0.96,-0.34,14.4,9.6,+4.9,+0.67,-0.24
760,Conor Coventry,West Ham,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
761,Nicolas Cozza,Montpellier,20,1369,68,40.0,15.2,15,84,7,5,21,17,1.40,23,28,-5,-0.33,-0.46,17.2,30.5,-13.3,-0.87,-0.83
762,Alessio Cragno,Cagliari,34,3060,90,89.5,34.0,34,90,34,0,0.0,0,0.82,35,53,-18,-0.53,-1.03,41.6,56.4,-14.9,-0.44,-0.51
763,Gian Crespi,Crotone,1,90,90,2.6,1.0,1,90,1,0,0.0,32,1.00,0,0,0,0.00,+1.27,2.2,0.5,+1.7,+1.69,+2.56
764,Aaron Cresswell,West Ham,36,3170,88,92.7,35.2,36,88,34,0,0.0,0,1.81,60,41,+19,+0.54,+1.98,52.2,42.5,+9.7,+0.28,+1.35
765,Charlie Cresswell,Leeds United,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
766,Domenico Criscito,Genoa,23,1726,75,50.5,19.2,20,83,17,3,19,2,1.43,26,22,+4,+0.21,+1.01,20.8,27.1,-6.2,-0.32,+0.50
767,Bryan Cristante,Roma,34,2155,63,63.0,23.9,22,86,17,12,21,1,1.59,45,32,+13,+0.54,+0.76,41.7,27.7,+14.0,+0.61,+0.24
768,Cristian,Valencia,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
769,Giovanni Crociata,Crotone,2,26,13,0.8,0.3,0,0.0,0,2,13,16,0.00,0,1,-1,-3.46,-2.24,0.1,1.3,-1.1,-3.90,-3.13
770,Juan Cruz Armada,Osasuna,26,1962,75,57.4,21.8,23,80,15,3,39,10,1.15,16,29,-13,-0.60,-0.72,19.3,28.5,-9.1,-0.42,-0.43
771,Juan Cuadrado,Juventus,30,2175,73,63.6,24.2,26,80,17,4,22,0,2.07,47,25,+22,+0.91,-0.32,46.2,22.2,+23.9,+0.99,+0.19
772,Andres Cubas,Nîmes,27,2242,83,65.6,24.9,27,83,17,0,0.0,1,0.96,25,45,-20,-0.80,+0.04,29.0,41.0,-12.0,-0.48,+0.20
773,Sergio Cubero Ezcurra,Eibar,1,1,1,0.0,0.0,0,0.0,0,1,1,2,1.00,0,0,0,0.00,+0.61,0.0,0.0,0.0,0.00,+0.01
774,Cucho,Getafe,23,1466,64,42.9,16.3,18,76,5,5,21,0,1.09,13,17,-4,-0.25,+0.26,12.4,18.3,-5.9,-0.36,-0.36
775,Marc Cucurella,Getafe,37,3244,88,94.9,36.0,37,88,31,0,0.0,0,1.03,25,38,-13,-0.36,+0.66,32.6,37.3,-4.7,-0.13,+0.46
776,Mickael Cuisance,Marseille,23,1024,45,29.9,11.4,11,71,1,12,20,5,1.70,19,11,+8,+0.70,+0.74,14.0,11.4,+2.6,+0.23,+0.35
777,Mickael Cuisance,Bayern Munich,1,18,18,0.6,0.2,0,0.0,0,1,18,0,3.00,1,0,+1,+5.00,+3.40,0.1,0.1,0.0,+0.19,-0.87
778,Pablo Cunat,Levante,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
780,Luke Cundle,Wolves,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
781,Matheus Cunha,Hertha BSC,27,2149,80,70.2,23.9,25,84,17,2,30,0,1.00,32,40,-8,-0.34,-0.04,30.1,33.7,-3.7,-0.15,+0.03
782,Giuseppe Cuomo,Crotone,13,801,62,23.4,8.9,8,85,5,5,25,16,0.92,8,18,-10,-1.12,+0.15,8.9,14.1,-5.2,-0.58,+0.28
783,Patrick Cutrone,Wolves,2,25,13,0.7,0.3,0,0.0,0,2,13,1,0.00,0,0,0,0.00,+0.42,0.4,0.0,+0.4,+1.60,+1.95
784,Patrick Cutrone,Fiorentina,11,196,18,5.7,2.2,0,0.0,0,11,18,2,0.91,2,6,-4,-1.84,-1.61,2.9,3.5,-0.6,-0.29,+0.16
785,Patrick Cutrone,Valencia,7,108,15,3.2,1.2,0,0.0,0,7,15,5,0.29,1,1,0,0.00,+0.08,1.4,2.1,-0.7,-0.61,-0.37
786,Wylan Cyprien,Parma,13,410,32,12.0,4.6,2,90,2,11,21,10,0.38,2,16,-14,-3.07,-2.18,5.1,10.8,-5.8,-1.27,-0.88
787,Rafael Czichos,Köln,28,2259,81,73.8,25.1,26,84,21,2,44,0,0.96,27,39,-12,-0.48,+1.09,31.9,34.5,-2.6,-0.10,+1.07
