,Player,Squad,90s,SCA - SCA,SCA - SCA90,SCA Types - PassLive,SCA Types - PassDead,SCA Types - TO,SCA Types - Sh,SCA Types - Fld,SCA Types - Def,GCA - GCA,GCA - GCA90,GCA Types - PassLive,GCA Types - PassDead,GCA Types - TO,GCA Types - Sh,GCA Types - Fld,GCA Types - Def
55,Nathan Ake,Manchester City,2.3,3,1.29,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
56,Ilias Akhomach,Villarreal,6.5,29,4.38,17,0,5,1,6,0,1,0.15,0,0,0,0,1,0
57,Sergio Akieme,Reims,9.9,11,1.11,10,0,0,0,1,0,1,0.10,1,0,0,0,0,0
58,Maghnes Akliouche,Monaco,9.4,32,3.42,23,1,3,2,2,1,4,0.43,4,0,0,0,0,0
59,Clement Akpa,Auxerre,10.0,13,1.30,9,2,0,0,1,1,2,0.20,1,0,0,0,1,0
60,David Akpan Ankeye,Genoa,0.5,1,2.00,0,0,0,0,1,0,1,2.00,0,0,0,0,1,0
61,Kevin Akpoguma,Hoffenheim,10.1,9,0.90,8,1,0,0,0,0,1,0.10,1,0,0,0,0,0
62,Andreas Albers,St. Pauli,0.5,2,4.29,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
63,Raul Albiol,Villarreal,10.2,1,0.10,1,0,0,0,0,0,1,0.10,1,0,0,0,0,0
64,Carlos Alcaraz,Southampton,0.1,1,9.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
65,Omar Alderete,Getafe,14.0,22,1.57,17,1,0,3,0,1,3,0.21,2,0,0,1,0,0
66,Carles Alena,Getafe,3.5,3,0.87,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0
67,Trent Alexander-Arnold,Liverpool,10.4,32,3.07,23,8,1,0,0,0,5,0.48,4,1,0,0,0,0
68,Alfon,Celta Vigo,2.9,19,6.65,7,0,5,4,3,0,1,0.35,0,0,0,1,0,0
69,Mohamed Ali Cho,Nice,8.5,29,3.40,20,3,2,0,4,0,5,0.59,3,0,1,0,1,0
70,Faride Alidou,Hellas Verona,0.8,2,2.54,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0
71,Alisson,Liverpool,5.9,1,0.17,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
72,Tadeo Allende,Celta Vigo,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
73,Jim Allevinah,Angers,7.6,17,2.25,10,0,0,5,1,1,4,0.53,2,0,0,2,0,0
74,Domingos Andre Ribeiro Almeida,Valencia,5.2,19,3.65,11,4,1,1,1,1,0,0.00,0,0,0,0,0,0
75,Iker Almena,Girona,0.5,3,5.63,2,0,1,0,0,0,2,3.75,1,0,1,0,0,0
76,Miguel Almiron,Newcastle Utd,1.2,4,3.43,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
78,Pontus Almqvist,Parma,3.9,11,2.85,7,0,2,1,1,0,2,0.52,2,0,0,0,0,0
79,Marcos Alonso,Celta Vigo,10.0,9,0.90,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0
80,Giorgio Altare,Venezia,4.0,4,1.00,2,0,1,0,0,1,0,0.00,0,0,0,0,0,0
81,Adria Altimira,Leganés,6.6,5,0.75,3,0,1,0,1,0,1,0.15,1,0,0,0,0,0
82,Sergi Altimira,Betis,9.1,22,2.42,19,0,2,0,0,1,1,0.11,1,0,0,0,0,0
83,Edson Alvarez,West Ham,5.0,9,1.79,8,0,1,0,0,0,0,0.00,0,0,0,0,0,0
