,Player,Squad,90s,Performance - CrdY,Performance - CrdR,Performance - 2CrdY,Performance - Fls,Performance - Fld,Performance - Off,Performance - Crs,Performance - Int,Performance - TklW,Performance - PKwon,Performance - PKcon,Performance - OG,Performance - Recov,Aerial Duels - Won,Aerial Duels - Lost,Aerial Duels - Won%
0,Patrick van Aanholt,Crystal Palace,27.9,0,0,0,9,8,2,92,45,23,0,0,1,176,16,16,50.0
1,Max Aarons,Norwich City,36.0,7,0,0,29,49,3,73,37,30,1,0,0,178,22,49,31.0
2,Yunis Abdelhamid,Reims,28.0,0,0,0,21,17,0,1,47,33,0,1,0,140,85,51,62.5
3,Suleiman Abdullahi,Union Berlin,1.7,1,0,0,0,0,3,8,1,0,0,0,0,7,6,11,35.3
4,Mehdi Abeid,Nantes,20.2,5,0,0,55,43,1,63,23,29,0,1,0,153,13,17,43.3
5,Charles Abi,Saint-Étienne,6.9,2,0,0,16,11,7,5,4,9,1,0,0,22,28,34,45.2
6,David Abraham,Eint Frankfurt,18.8,2,1,0,14,12,0,9,25,14,0,0,0,125,48,30,61.5
7,Tammy Abraham,Chelsea,24.6,2,0,0,17,24,23,11,6,4,1,0,1,49,89,113,44.1
8,Amir Abrashi,Freiburg,7.4,3,0,0,17,12,0,7,7,8,0,0,0,51,9,9,50.0
9,Francesco Acerbi,Lazio,35.1,4,0,0,26,41,5,26,42,29,1,0,0,179,56,32,63.6
10,Che Adams,Southampton,12.3,0,0,0,17,16,10,13,2,4,1,0,0,51,41,75,35.3
11,Tyler Adams,RB Leipzig,10.6,0,0,0,9,16,0,10,14,15,0,0,0,58,14,14,50.0
12,Sargis Adamyan,Hoffenheim,8.3,1,0,0,12,7,7,11,2,7,1,0,0,32,12,34,26.1
13,Antonio Adan,Atlético Madrid,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
14,Bobby Adekanye,Lazio,2.1,1,0,0,2,3,1,1,2,2,0,0,0,6,1,4,20.0
15,Claud Adjapong,Hellas Verona,2.6,0,0,0,3,2,1,3,3,3,0,0,0,11,3,4,42.9
16,Amine Adli,Toulouse,0.5,1,0,0,2,0,0,4,1,0,0,0,0,3,1,1,50.0
17,Yacine Adli,Bordeaux,11.3,3,0,0,13,18,0,39,8,14,0,0,0,57,10,13,43.5
18,Adrian,Liverpool,9.7,1,0,0,0,1,0,0,0,1,0,0,0,5,4,0,100.0
19,Aritz Aduriz,Athletic Club,2.3,3,0,0,7,1,0,0,0,2,0,0,0,2,21,10,67.7
20,Lumor Agbenyenu,Mallorca,20.1,5,1,1,13,9,0,81,21,21,0,0,0,118,17,16,51.5
21,Martin Agirregabiria,Alavés,23.3,5,1,0,33,19,1,33,18,30,0,1,0,125,26,27,49.1
22,Lucien Agoume,Inter,0.8,1,0,0,1,0,0,2,0,2,0,0,0,6,0,0,0.0
23,Kevin Agudelo,Fiorentina,0.7,0,0,0,3,1,0,0,1,1,0,0,0,6,0,2,0.0
24,Kevin Agudelo,Genoa,7.4,5,1,1,20,11,1,11,6,14,0,1,0,30,3,6,33.3
26,Nayef Aguerd,Dijon,10.6,2,0,0,13,6,0,1,18,9,0,0,0,55,43,13,76.8
27,Sergio Aguero,Manchester City,16.1,1,0,0,9,9,6,9,3,4,2,0,0,37,3,12,20.0
28,Ruben Aguilar,Monaco,11.9,2,2,0,10,20,0,63,11,22,0,0,0,72,16,13,55.2
29,Emmanuel Agyemang-Badu,Hellas Verona,2.6,2,0,0,7,3,1,1,1,1,0,0,0,10,5,12,29.4
30,Jean-Eudes Aholou,Saint-Étienne,7.0,3,1,0,11,14,1,3,15,12,0,0,0,57,10,11,47.6
31,Joseph Aidoo,Celta Vigo,27.8,4,0,0,17,17,0,1,45,27,0,2,0,143,49,51,49.0
32,Ola Aina,Torino,23.1,8,0,0,25,36,2,62,41,24,0,0,0,130,28,26,51.9
33,Youssef Ait Bennasser,Bordeaux,6.0,1,0,0,10,3,0,2,4,8,0,0,0,43,5,5,50.0
34,Rayan Ait Nouri,Angers,14.2,3,0,0,12,12,0,43,18,22,0,0,0,99,17,6,73.9
35,Albian Ajeti,West Ham,1.5,0,0,0,6,0,2,0,0,0,0,0,0,2,1,10,9.1
36,Ludovic Ajorque,Strasbourg,22.9,3,0,0,38,21,4,13,2,10,1,1,0,43,114,78,59.4
37,Manuel Akanji,Dortmund,25.7,2,0,0,11,23,0,2,30,21,0,0,1,119,31,33,48.4
38,Marley Ake,Marseille,1.1,1,0,0,3,3,0,1,1,2,0,0,0,4,0,3,0.0
39,Nathan Ake,Bournemouth,27.8,2,0,0,9,13,3,5,36,21,0,0,0,140,60,61,49.6
40,Chadrac Akolo,Amiens,6.0,1,0,0,9,8,2,6,5,8,0,0,0,36,4,10,28.6
41,Kevin Akpoguma,Hoffenheim,12.7,2,0,0,8,13,1,3,13,16,0,1,1,72,21,27,43.8
42,David Alaba,Bayern Munich,27.8,0,0,0,10,7,1,29,29,17,0,0,0,213,21,29,42.0
43,Sofiane Alakouch,Nîmes,15.6,3,0,0,14,27,1,29,23,26,0,1,1,74,10,16,38.5
44,Lucas Alario,Leverkusen,13.0,6,0,0,23,13,19,4,1,3,0,0,0,24,42,53,44.2
45,Jordi Alba,Barcelona,24.3,7,0,0,18,18,5,65,37,13,0,0,0,129,6,15,28.6
46,Luis Alberto,Lazio,34.6,5,0,0,20,38,0,177,21,30,0,0,0,217,7,14,33.3
47,Raul Albiol,Villarreal,36.0,9,0,0,30,25,2,3,42,23,0,2,0,155,74,55,57.4
48,Marc Albrighton,Leicester City,9.6,2,0,0,7,11,1,69,10,17,0,1,0,67,3,7,30.0
49,Paco Alcacer,Villarreal,10.3,1,0,0,4,11,13,1,2,3,1,0,0,25,6,22,21.4
50,Paco Alcacer,Dortmund,5.9,0,0,0,2,3,7,1,2,2,0,0,0,4,3,15,16.7
52,Thiago Alcantara,Bayern Munich,19.7,7,0,0,24,13,0,7,45,26,0,0,0,195,35,37,48.6
53,Ruben Alcaraz,Valladolid,21.4,10,0,0,37,58,0,26,15,30,0,2,0,178,49,52,48.5
54,Toby Alderweireld,Tottenham,32.9,7,0,0,18,4,1,9,31,29,0,0,1,154,73,73,50.0
55,Haitam Aleesami,Amiens,21.3,4,0,0,31,9,1,44,34,16,0,0,0,117,39,19,67.2
56,Alex Alegria,Mallorca,1.2,0,0,0,5,4,1,1,0,0,0,0,0,4,9,10,47.4
57,Carles Alena,Barcelona,1.9,0,0,0,3,2,0,4,0,1,0,0,0,10,1,4,20.0
58,Carles Alena,Betis,8.2,1,0,0,9,19,3,3,1,9,0,0,0,27,2,11,15.4
59,Runar Alex Runarsson,Dijon,10.0,0,0,0,0,2,0,0,0,0,0,0,0,9,6,0,100.0
60,Trent Alexander-Arnold,Liverpool,35.3,5,0,0,22,9,3,382,45,34,0,0,0,221,15,30,33.3
61,Enrico Alfonso,Brescia,3.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0
62,Rachid Alioui,Angers,17.4,1,0,0,24,34,5,15,2,5,0,0,0,40,43,63,40.6
63,Alisson,Liverpool,28.3,0,1,0,1,1,0,0,1,0,0,0,0,63,6,0,100.0
64,Allan,Napoli,14.2,3,0,0,30,24,0,13,16,27,0,0,0,87,9,7,56.3
65,Dele Alli,Tottenham,20.5,2,0,0,12,33,6,7,17,16,0,0,0,103,19,37,33.9
66,Miguel Almiron,Newcastle Utd,33.6,5,0,0,30,59,24,41,31,39,0,0,0,189,9,28,24.3
67,Marcos Alonso,Chelsea,15.9,4,0,0,16,15,2,66,20,16,1,0,0,96,42,29,59.2
68,Mickael Alphonse,Dijon,15.3,2,0,0,16,13,1,31,17,25,0,0,1,70,36,10,78.3
69,Sergio Alvarez,Eibar,12.7,6,0,0,24,7,0,2,17,22,0,1,0,70,24,35,40.7
70,Sergio Alvarez,Celta Vigo,2.0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
71,Yeray Alvarez,Athletic Club,31.2,2,0,0,18,32,1,12,62,19,0,1,0,167,104,69,60.1
72,Bruno Alves,Parma,29.7,4,0,0,24,12,1,13,25,11,0,2,0,116,84,21,80.0
73,Steven Alzate,Brighton,13.2,1,0,0,17,18,3,8,14,19,0,0,0,75,9,16,36.0
74,Ibrahim Amadou,Norwich City,8.4,1,0,0,8,2,0,1,16,11,0,1,0,39,16,12,57.1
75,Ibrahim Amadou,Leganés,8.6,2,0,0,15,6,0,5,12,9,0,0,0,42,19,14,57.6
76,Romain Amalfitano,Dijon,18.8,5,0,0,26,43,0,25,36,27,0,0,0,107,8,14,36.4
78,Amath,Getafe,0.7,0,0,0,3,4,0,0,0,1,0,0,0,4,1,0,100.0
79,Jordan Amavi,Marseille,24.0,9,0,0,41,19,1,31,56,29,0,2,0,126,63,23,73.3
80,Thierry Ambrose,Metz,6.1,1,0,0,7,9,1,15,3,5,0,0,0,32,23,18,56.1
81,Kelvin Amian,Toulouse,18.1,3,0,0,23,8,0,12,18,21,0,1,0,84,21,21,50.0
82,Nadiem Amiri,Leverkusen,20.6,3,0,0,27,39,3,114,14,16,1,0,0,140,9,17,34.6
83,Ethan Ampadu,RB Leipzig,0.9,0,0,0,0,0,0,0,1,4,0,0,0,3,1,0,100.0
84,Opoku Ampomah,Düsseldorf,5.6,1,0,0,16,5,8,14,4,4,0,0,0,27,3,9,25.0
85,Sofyan Amrabat,Hellas Verona,32.4,10,2,0,63,60,0,25,31,36,1,0,0,219,20,42,32.3
86,Joachim Andersen,Lyon,17.0,3,0,0,17,3,0,1,10,9,0,1,0,84,50,22,69.4
87,Djavan Anderson,Lazio,1.9,1,0,0,4,1,0,2,3,0,0,0,0,12,1,2,33.3
88,Felipe Anderson,West Ham,16.6,1,0,0,17,24,2,34,22,32,0,0,0,112,6,19,24.0
89,Sebastian Andersson,Union Berlin,29.8,5,0,0,62,40,21,31,5,10,0,0,0,89,243,207,54.0
90,Florin Andone,Brighton,0.8,0,1,0,2,3,0,0,0,1,0,0,0,6,4,1,80.0
91,Benjamin Andre,Lille,22.8,6,0,0,55,37,0,12,59,44,0,0,0,178,80,48,62.5
92,Lorenzo Andrenacci,Brescia,5.9,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,100.0
93,Robert Andrich,Union Berlin,28.6,13,1,1,65,37,0,39,47,27,1,0,0,189,46,33,58.2
94,Victorien Angban,Metz,11.4,0,0,0,18,26,0,3,8,18,0,0,0,87,8,9,47.1
95,Miguel Angel Guerrero,Leganés,8.8,0,0,0,16,8,3,4,2,0,0,0,0,13,23,42,35.4
96,Jose Angel,Eibar,26.2,4,0,0,21,13,0,148,33,31,0,1,0,181,50,29,63.3
97,Miguel Angel Moya,Real Sociedad,13.0,0,0,0,0,1,0,0,1,0,0,0,0,26,2,0,100.0
98,Angelino,Manchester City,4.7,1,0,0,2,2,0,43,9,2,0,0,0,29,6,7,46.2
99,Angelino,RB Leipzig,12.2,2,0,0,12,16,3,80,19,9,0,0,0,73,7,21,25.0
100,Faustino Anjorin,Chelsea,0.2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
101,Peter Ankersen,Genoa,11.8,2,0,0,9,12,1,22,9,4,0,0,0,57,8,4,66.7
102,Cristian Ansaldi,Torino,19.6,9,0,0,28,30,4,141,14,25,0,0,0,109,9,18,33.3
104,Janis Antiste,Toulouse,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0
105,Michail Antonio,West Ham,19.6,3,0,0,41,35,11,48,9,9,0,0,0,62,88,108,44.9
106,Antonito,Valladolid,11.4,1,0,0,18,7,1,36,15,18,0,0,0,58,7,4,63.6
107,Mirko Antonucci,Roma,0.9,1,0,0,2,1,0,0,2,3,0,0,0,5,0,0,0.0
108,Vitorino Antunes,Getafe,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0
109,Christopher Antwi-Adjei,Paderborn 07,27.4,2,0,0,17,39,4,69,15,16,0,0,0,132,22,39,36.1
110,Anuar,Valladolid,2.1,1,0,0,3,5,0,1,5,2,0,0,0,16,3,7,30.0
111,Houssem Aouar,Lyon,21.7,3,0,0,24,42,2,24,13,12,0,0,0,120,17,12,58.6
112,Adil Aouchiche,Paris S-G,0.7,0,0,0,1,0,0,0,0,2,0,0,0,5,0,0,0.0
113,Dennis Appiah,Nantes,17.8,2,0,0,26,7,0,32,23,35,0,0,0,100,19,17,52.8
114,Mauro Arambarri,Getafe,34.1,11,1,1,79,63,0,45,43,33,0,0,0,201,71,69,50.7
115,Guilherme Arana,Atalanta,0.9,0,0,0,2,4,0,4,2,4,0,0,0,7,0,0,0.0
116,Charles Aranguiz,Leverkusen,23.5,2,0,0,15,44,0,13,22,37,0,0,0,204,14,22,38.9
117,Luiz Araujo,Lille,9.2,1,0,0,13,23,0,28,4,11,1,0,0,47,4,6,40.0
118,Nestor Araujo,Celta Vigo,32.1,10,0,0,27,9,0,0,52,27,0,0,0,151,83,44,65.4
119,Ronald Araujo,Barcelona,2.6,0,1,0,2,1,0,0,0,2,0,0,0,10,6,5,54.5
120,Anaitz Arbilla,Eibar,22.3,5,0,0,22,12,0,30,29,20,0,0,0,173,56,33,62.9
121,Alphonse Areola,Real Madrid,4.0,1,0,0,1,0,0,0,0,0,0,1,0,9,1,0,100.0
122,Alphonse Areola,Paris S-G,3.0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0.0
123,Santiago Arias,Atlético Madrid,12.0,1,0,0,8,16,1,24,19,24,0,0,0,60,21,20,51.2
124,Nicolo Armini,Lazio,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0
125,Stuart Armstrong,Southampton,19.1,4,0,0,25,20,4,23,11,19,0,0,0,106,13,29,31.0
126,Jose Arnaiz,Osasuna,8.8,2,0,0,11,17,5,7,5,2,0,0,0,31,9,18,33.3
127,Jose Arnaiz,Leganés,3.7,2,0,0,9,7,1,12,2,0,0,0,0,21,1,5,16.7
128,Maximilian Arnold,Wolfsburg,31.3,8,0,0,52,69,0,166,25,24,0,0,0,213,25,24,51.0
130,Kepa Arrizabalaga,Chelsea,33.0,0,0,0,0,5,0,0,1,1,0,0,0,35,5,0,100.0
131,Kwadwo Asamoah,Inter,7.1,1,0,0,6,6,2,18,9,8,0,0,0,42,4,3,57.1
132,Santiago Ascacibar,Hertha BSC,7.0,2,0,0,11,5,0,2,16,13,0,0,0,46,7,11,38.9
133,Sergio Asenjo,Villarreal,34.0,2,0,0,2,6,0,0,1,0,0,1,0,39,6,0,100.0
134,Marco Asensio,Real Madrid,3.7,0,0,0,2,4,1,11,1,3,0,0,0,16,2,4,33.3
135,Kristoffer Askildsen,Sampdoria,0.8,2,1,1,4,0,0,0,1,1,0,0,0,3,0,2,0.0
136,Iago Aspas,Celta Vigo,36.2,9,0,0,25,66,20,26,22,19,2,0,0,108,29,58,33.3
137,Roger Assale,Leganés,5.9,1,0,0,8,11,7,6,0,2,3,0,0,16,3,9,25.0
138,Youcef Atal,Nice,11.1,5,0,0,15,25,4,30,24,11,1,1,0,46,16,9,64.0
139,Miguel Atienza,Eibar,0.3,0,0,0,2,1,0,0,2,1,0,0,0,2,2,1,66.7
140,Christian Atsu,Newcastle Utd,8.3,2,0,0,11,10,4,17,5,8,0,0,0,42,6,14,30.0
141,Pierre-Emerick Aubameyang,Arsenal,34.8,3,1,0,14,20,20,89,14,19,0,0,0,92,33,58,36.3
142,Emil Audero,Sampdoria,36.0,1,0,0,0,5,0,0,0,1,0,0,1,32,4,1,80.0
143,Tommaso Augello,Sampdoria,12.6,2,0,0,6,4,1,82,15,9,0,0,0,87,13,5,72.2
144,Jean-Kevin Augustin,Monaco,3.0,0,0,0,2,7,4,0,3,0,1,0,0,11,0,8,0.0
145,Ludwig Augustinsson,Werder Bremen,10.3,2,0,0,18,12,1,57,10,12,0,0,0,41,16,15,51.6
146,Serge Aurier,Tottenham,30.0,4,1,1,41,22,6,137,47,69,0,2,1,165,70,64,52.2
147,Mathias Autret,Brest,13.6,3,0,0,14,6,0,71,10,17,0,0,0,62,4,18,18.2
148,Ezequiel Avila,Osasuna,17.7,6,0,0,45,43,24,23,3,12,1,0,0,52,56,93,37.6
149,Javier Aviles,Leganés,2.0,1,0,0,5,2,2,17,3,7,0,0,0,12,2,4,33.3
150,Chidozie Awaziem,Leganés,22.2,10,0,0,22,14,2,8,28,22,0,0,0,105,42,54,43.8
151,Taiwo Awoniyi,Mainz 05,5.4,1,0,0,5,3,3,9,2,0,0,1,0,21,15,22,40.5
152,Florian Aye,Brescia,15.3,4,1,1,19,22,5,7,4,9,1,0,0,49,44,65,40.4
153,Jordan Ayew,Crystal Palace,35.0,6,0,0,59,105,9,25,15,30,0,0,0,147,77,169,31.3
154,Kaan Ayhan,Düsseldorf,30.3,10,0,0,36,20,3,23,45,25,0,1,0,165,43,57,43.0
156,Ramon Azeez,Granada,15.1,3,0,0,29,19,1,7,19,8,0,0,0,72,18,31,36.7
157,Cesar Azpilicueta,Chelsea,35.9,1,0,0,40,15,3,121,67,56,0,0,0,172,92,62,59.7
158,Ludovic Baal,Brest,9.2,1,0,0,10,15,1,26,17,15,0,1,0,81,22,17,56.4
159,Iddrisu Baba,Mallorca,32.3,6,0,0,42,59,1,2,39,37,0,3,1,248,62,88,41.3
160,Khouma Babacar,Lecce,15.8,4,0,0,35,32,7,2,3,8,3,0,0,45,35,54,39.3
161,Carlos Bacca,Villarreal,7.6,1,0,0,8,6,7,3,0,1,1,0,0,11,13,15,46.4
162,Milan Badelj,Fiorentina,17.6,3,1,1,17,19,0,4,45,17,0,0,0,109,10,13,43.5
163,Matthias Bader,Köln,0.1,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0.0
164,Benoit Badiashile,Monaco,15.7,0,0,0,19,12,0,1,27,12,0,0,0,116,55,32,63.2
165,Bastian Badu,Montpellier,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,66.7
166,Alex Baena,Villarreal,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
167,Stephane Bahoken,Angers,10.1,3,0,0,24,12,6,15,2,4,0,0,0,21,11,36,23.4
168,Daniel Baier,Augsburg,21.6,6,0,0,31,38,0,5,58,17,0,0,0,180,31,26,54.4
169,Leon Bailey,Leverkusen,12.1,0,2,0,17,17,6,78,8,3,0,0,0,68,10,15,40.0
170,Eric Bailly,Manchester Utd,1.7,0,0,0,2,0,0,0,4,0,0,1,0,9,8,0,100.0
171,Denys Bain,Brest,14.1,3,1,0,7,5,0,0,28,14,0,0,0,67,36,19,65.5
172,Leighton Baines,Everton,4.5,0,0,0,1,4,0,27,5,6,0,0,0,17,5,7,41.7
173,Stefan Bajic,Saint-Étienne,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
174,Tiemoue Bakayoko,Monaco,19.1,4,1,0,34,58,0,10,29,24,0,0,0,156,29,11,72.5
175,Lewis Baker,Düsseldorf,6.1,1,0,0,8,7,0,4,2,5,0,0,1,31,3,0,100.0
176,Mitchel Bakker,Paris S-G,1.0,1,0,0,1,0,0,1,0,2,0,0,0,4,1,0,100.0
177,Ridle Baku,Mainz 05,26.1,5,1,0,33,41,2,83,42,31,0,0,0,180,30,35,46.2
178,Fabian Balbuena,West Ham,13.1,2,0,0,6,2,0,1,26,12,0,0,0,65,53,36,59.6
179,Keita Balde,Monaco,9.5,4,0,0,12,15,5,16,2,5,1,0,0,21,25,35,41.7
180,George Baldock,Sheffield Utd,38.0,7,0,0,47,44,11,128,34,43,1,0,0,167,38,57,40.0
182,Gareth Bale,Real Madrid,12.1,4,1,1,16,10,5,45,6,5,0,0,0,36,28,12,70.0
183,Mikel Balenziaga,Athletic Club,6.3,1,0,0,6,3,0,14,2,10,0,0,0,31,10,3,76.9
184,Leonardo Balerdi,Dortmund,1.5,1,0,0,1,0,0,0,4,1,0,0,0,12,0,2,0.0
185,Marco Ballarini,Udinese,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
186,Fode Ballo-Toure,Monaco,18.7,4,0,0,17,22,4,61,24,25,0,1,1,94,14,12,53.8
187,Florent Balmont,Dijon,4.5,1,0,0,4,7,0,9,1,6,0,0,0,32,2,3,40.0
188,Mario Balotelli,Brescia,15.6,6,1,0,32,51,7,8,8,2,0,0,0,40,36,32,52.9
189,Abdoulaye Bamba,Angers,6.2,2,0,0,4,2,0,15,4,7,0,0,0,32,3,8,27.3
190,Jonathan Bamba,Lille,21.5,1,0,0,15,45,5,51,16,6,2,0,0,129,8,12,40.0
191,Ever Banega,Sevilla,27.5,10,0,0,31,57,2,164,15,28,0,0,0,199,16,21,43.2
192,Mattia Bani,Bologna,24.5,13,1,1,44,35,1,6,52,28,0,1,0,111,99,70,58.6
193,Antonin Barak,Udinese,2.2,1,0,0,9,4,0,7,0,4,0,0,0,16,4,1,80.0
194,Antonin Barak,Lecce,15.2,0,0,0,12,9,2,20,9,10,0,0,0,74,19,27,41.3
195,Federico Barba,Valladolid,5.0,3,0,0,8,5,0,5,8,6,0,0,0,20,7,4,63.6
196,Danilo Barbosa,Nice,12.5,4,0,0,16,20,0,1,20,21,0,0,0,74,19,18,51.4
197,Melvin Bard,Lyon,0.5,0,0,0,0,0,0,3,1,0,0,0,0,4,2,0,100.0
198,Enis Bardhi,Levante,23.5,5,0,0,46,45,4,65,15,11,1,0,0,118,5,27,15.6
199,Phil Bardsley,Burnley,21.0,6,0,0,35,13,0,33,30,36,0,0,0,80,36,24,60.0
200,Nicolo Barella,Inter,22.4,11,0,0,39,37,2,38,14,21,1,0,0,147,19,23,45.2
201,Philipp Bargfrede,Werder Bremen,6.5,3,1,1,15,10,0,3,16,12,0,0,0,44,14,6,70.0
202,Antonino Barilla,Parma,18.8,6,0,0,38,22,3,25,17,31,0,0,0,80,17,15,53.1
203,Kike Barja,Osasuna,3.5,0,0,0,4,4,0,10,0,1,0,0,0,23,5,6,45.5
204,Ross Barkley,Chelsea,12.3,0,0,0,9,15,0,12,7,9,0,0,0,69,12,13,48.0
205,Aymen Barkok,Düsseldorf,0.9,0,0,0,0,0,0,0,3,1,0,0,0,4,1,1,50.0
206,Ashley Barnes,Burnley,15.0,4,0,0,35,40,13,5,6,5,1,0,0,37,58,85,40.6
208,Harvey Barnes,Leicester City,23.1,0,0,0,20,29,4,41,8,11,1,0,0,91,28,38,42.4
209,Antonio Barragan,Betis,7.1,3,0,0,9,13,1,34,8,5,0,1,0,36,7,7,50.0
210,Antonio Barreca,Genoa,12.2,0,0,0,13,4,3,62,1,7,0,0,0,26,8,14,36.4
211,Leandro Barreiro Martins,Mainz 05,10.4,4,0,0,26,23,0,5,9,21,0,0,0,64,19,19,50.0
212,Ander Barrenetxea,Real Sociedad,4.9,1,0,0,14,5,1,23,3,9,0,1,0,23,4,6,40.0
213,Edgar Barreto,Sampdoria,1.0,0,0,0,1,2,0,0,0,3,0,0,0,3,0,1,0.0
214,Musa Barrow,Bologna,15.0,1,0,0,22,12,2,59,5,13,0,0,0,65,11,22,33.3
215,Musa Barrow,Atalanta,2.1,0,0,0,4,7,1,3,0,1,0,0,0,5,4,10,28.6
216,Fin Bartels,Werder Bremen,3.8,2,0,0,8,0,1,10,1,5,0,0,0,16,4,10,28.6
217,Marc Bartra,Betis,28.0,8,0,0,34,27,1,2,35,34,0,3,0,152,98,66,59.8
218,Daniele Baselli,Torino,14.2,3,0,0,20,14,0,51,25,23,0,0,0,100,9,12,42.9
219,Chris Basham,Sheffield Utd,36.0,4,0,0,26,31,5,51,77,48,0,1,0,188,107,62,63.3
220,Toma Basic,Bordeaux,11.0,4,0,0,13,14,1,47,9,22,0,0,0,53,18,8,69.2
221,Thomas Basila,Nantes,4.6,1,0,0,3,2,0,6,4,3,0,0,0,30,4,5,44.4
222,Gil Bastiao Dias,Granada,4.0,1,0,0,8,1,0,4,3,14,0,0,0,23,5,9,35.7
223,Gil Bastiao Dias,Monaco,11.7,3,0,0,13,15,2,23,13,33,0,0,0,84,14,12,53.8
224,Borja Baston,Aston Villa,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.0
225,Alessandro Bastoni,Inter,21.3,9,1,1,37,28,0,20,26,17,0,1,0,135,43,25,63.2
226,Bastos,Lazio,8.5,4,0,0,15,6,0,1,13,5,0,1,1,32,11,13,45.8
227,Oliver Batista-Meier,Bayern Munich,0.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0
228,Michy Batshuayi,Chelsea,2.7,0,0,0,4,4,7,0,0,1,0,0,0,11,6,13,31.6
229,Cristian Battocchio,Brest,15.5,1,0,0,9,7,0,44,19,24,1,0,0,103,9,19,32.1
230,Oliver Baumann,Hoffenheim,30.0,1,0,0,0,8,0,0,3,0,0,0,0,42,8,2,80.0
231,Julian Baumgartlinger,Leverkusen,19.9,4,0,0,29,32,1,3,20,21,0,0,0,123,20,14,58.8
232,Christoph Baumgartner,Hoffenheim,16.6,3,0,0,37,29,6,17,8,17,1,0,0,70,43,46,48.3
234,Noah Joel Sarenren Bazee,Augsburg,4.2,1,0,0,2,12,0,10,5,3,1,0,0,17,12,21,36.4
235,Ihlas Bebou,Hoffenheim,23.4,1,0,0,25,29,6,37,11,15,0,0,0,99,58,61,48.7
236,Rodrigo Becao,Udinese,24.6,8,0,0,44,27,1,5,45,25,0,2,0,96,61,23,72.6
237,Sheraldo Becker,Union Berlin,6.0,1,0,0,9,5,3,17,0,1,0,0,0,27,2,11,15.4
238,Timo Becker,Schalke 04,3.7,0,0,0,2,2,0,4,3,9,0,0,0,15,6,7,46.2
239,Jan Bednarek,Southampton,34.0,4,0,0,33,12,0,1,77,38,0,1,1,161,125,46,73.1
240,Asmir Begovic,Milan,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
241,Valon Behrami,Genoa,12.3,4,1,1,36,26,0,1,9,26,0,0,0,70,12,11,52.2
242,Maximilian Beier,Hoffenheim,1.2,1,0,0,3,1,2,3,0,2,0,0,0,4,2,5,28.6
243,Gaetan Belaud,Brest,6.4,0,0,0,6,5,0,14,15,7,0,0,0,27,7,12,36.8
244,Ishak Belfodil,Hoffenheim,3.0,0,0,0,4,1,5,0,0,0,0,0,0,2,5,9,35.7
245,Haris Belkebla,Brest,20.2,4,0,0,29,33,1,4,53,24,0,0,0,116,13,30,30.2
246,Raoul Bellanova,Atalanta,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
247,Raoul Bellanova,Bordeaux,0.7,0,0,0,1,1,0,0,0,1,0,0,0,1,0,2,0.0
248,Karim Bellarabi,Leverkusen,15.8,2,0,0,22,14,6,110,10,11,1,0,0,67,2,4,33.3
249,Jean-Ricner Bellegarde,Strasbourg,16.6,2,0,0,31,31,0,33,22,27,1,0,0,100,9,26,25.7
250,Hector Bellerin,Arsenal,12.9,2,0,0,15,3,1,27,19,13,0,0,0,54,13,16,44.8
251,Andrea Belotti,Torino,33.4,4,0,0,64,103,22,47,5,16,1,0,1,78,108,107,50.2
252,Fran Beltran,Celta Vigo,20.3,2,1,0,12,11,1,17,14,19,0,1,0,114,8,30,21.1
253,Sami Ben Amar,Nîmes,0.2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3,25.0
254,Hatem Ben Arfa,Valladolid,1.8,1,0,0,2,0,1,0,0,0,0,0,0,6,2,0,100.0
255,Wissam Ben Yedder,Monaco,24.0,1,0,0,10,17,7,32,4,16,1,0,0,78,12,34,26.1
256,Marco Benassi,Fiorentina,10.9,1,0,0,23,6,0,19,4,12,0,0,0,51,5,11,31.3
257,Cristian Benavente,Nantes,3.9,0,0,0,5,4,0,5,3,5,0,0,0,13,3,14,17.6
258,Lars Bender,Leverkusen,15.3,3,0,0,18,11,1,20,24,26,0,0,0,98,24,28,46.2
