,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Performance - CrdY,Performance - CrdR,Performance - 2CrdY,Performance - Fls,Performance - Fld,Performance - Off,Performance - Crs,Performance - Int,Performance - TklW,Performance - PKwon,Performance - PKcon,Performance - OG,Performance - Recov,Aerial Duels - Won,Aerial Duels - Lost,Aerial Duels - Won%
560,Duje Čop,hr CRO,"FW,MF",Cagliari,Serie A,27.0,1990.0,1.1,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,3.0,25.0
561,Francis Coquelin,fr FRA,"MF,DF",Arsenal,Premier League,26.0,1991.0,1.9,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,11.0,2.0,2.0,50.0
562,Francis Coquelin,fr FRA,"MF,DF",Valencia,La Liga,26.0,1991.0,7.3,2.0,0.0,0.0,13.0,7.0,1.0,1.0,20.0,14.0,0.0,0.0,0.0,60.0,20.0,6.0,76.9
563,Sébastien Corchia,fr FRA,DF,Sevilla,La Liga,26.0,1990.0,9.1,4.0,0.0,0.0,20.0,22.0,3.0,23.0,16.0,13.0,0.0,1.0,0.0,32.0,11.0,3.0,78.6
564,Alex Cordaz,it ITA,GK,Crotone,Serie A,34.0,1983.0,38.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,44.0,6.0,1.0,85.7
565,Iñigo Córdoba,es ESP,FW,Athletic Club,La Liga,20.0,1997.0,16.2,3.0,0.0,0.0,20.0,35.0,5.0,70.0,21.0,30.0,0.0,0.0,0.0,115.0,16.0,36.0,30.8
566,Jhon Córdoba,co COL,FW,Köln,Bundesliga,24.0,1993.0,10.6,1.0,0.0,0.0,28.0,38.0,14.0,8.0,1.0,10.0,0.0,0.0,0.0,33.0,30.0,54.0,35.7
567,Sergio Córdova,ve VEN,"FW,MF",Augsburg,Bundesliga,19.0,1997.0,6.5,3.0,0.0,0.0,21.0,12.0,7.0,9.0,0.0,5.0,0.0,0.0,0.0,14.0,13.0,29.0,31.0
568,Jérémy Cordoval,gp GLP,DF,Troyes,Ligue 1,27.0,1990.0,10.2,1.0,0.0,0.0,4.0,8.0,0.0,16.0,9.0,16.0,0.0,0.0,0.0,53.0,4.0,11.0,26.7
569,Benjamin Corgnet,fr FRA,"MF,FW",Strasbourg,Ligue 1,30.0,1987.0,15.3,2.0,0.0,0.0,25.0,34.0,1.0,34.0,11.0,19.0,0.0,0.0,0.0,69.0,57.0,54.0,51.4
570,Jack Cork,eng ENG,MF,Burnley,Premier League,28.0,1989.0,38.0,7.0,0.0,0.0,23.0,54.0,1.0,19.0,41.0,44.0,0.0,0.0,0.0,244.0,51.0,78.0,39.5
572,Andreas Cornelius,dk DEN,FW,Atalanta,Serie A,24.0,1993.0,10.4,0.0,0.0,0.0,23.0,20.0,8.0,12.0,2.0,5.0,0.0,0.0,0.0,30.0,52.0,52.0,50.0
573,Maxwel Cornet,ci CIV,FW,Lyon,Ligue 1,20.0,1996.0,14.1,1.0,0.0,0.0,17.0,21.0,3.0,41.0,14.0,12.0,1.0,0.0,0.0,72.0,13.0,31.0,29.5
574,Quentin Cornette,fr FRA,"FW,MF",Amiens,Ligue 1,23.0,1994.0,5.0,1.0,0.0,0.0,10.0,10.0,0.0,6.0,3.0,8.0,0.0,0.0,0.0,37.0,1.0,5.0,16.7
575,Ángel Correa,ar ARG,"MF,FW",Atlético Madrid,La Liga,22.0,1995.0,25.0,4.0,1.0,1.0,47.0,49.0,6.0,30.0,25.0,29.0,0.0,0.0,0.0,168.0,6.0,30.0,16.7
576,Joaquín Correa,ar ARG,FW,Sevilla,La Liga,22.0,1994.0,13.3,5.0,0.0,0.0,26.0,43.0,5.0,7.0,2.0,10.0,1.0,0.0,0.0,65.0,12.0,15.0,44.4
577,Andrea Cossu,it ITA,"MF,FW",Cagliari,Serie A,37.0,1980.0,2.7,0.0,0.0,0.0,4.0,6.0,0.0,27.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0
578,Andrea Costa,it ITA,DF,Benevento,Serie A,31.0,1986.0,15.3,5.0,0.0,0.0,22.0,11.0,0.0,6.0,37.0,14.0,0.0,1.0,0.0,62.0,26.0,22.0,54.2
579,Danny da Costa,de GER,"DF,FW",Eint Frankfurt,Bundesliga,24.0,1993.0,13.4,1.0,0.0,0.0,11.0,5.0,0.0,35.0,13.0,34.0,0.0,0.0,0.0,55.0,20.0,22.0,47.6
580,Diego Costa,es ESP,FW,Atlético Madrid,La Liga,28.0,1988.0,11.6,7.0,1.0,1.0,22.0,19.0,19.0,2.0,5.0,11.0,1.0,0.0,0.0,26.0,25.0,33.0,43.1
581,Douglas Costa,br BRA,"FW,MF",Juventus,Serie A,26.0,1990.0,19.9,1.0,0.0,0.0,21.0,19.0,2.0,99.0,7.0,14.0,1.0,0.0,0.0,92.0,6.0,19.0,24.0
582,Filippo Costa,it ITA,DF,SPAL,Serie A,22.0,1995.0,16.4,4.0,0.0,0.0,16.0,26.0,0.0,103.0,22.0,12.0,0.0,1.0,0.0,67.0,13.0,13.0,50.0
583,Jaume Costa,es ESP,DF,Villarreal,La Liga,29.0,1988.0,28.2,14.0,1.0,1.0,54.0,37.0,0.0,67.0,46.0,43.0,1.0,3.0,0.0,122.0,33.0,39.0,45.8
584,Angelo da Costa Júnior,br BRA,GK,Bologna,Serie A,33.0,1983.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,
585,Nuno da Costa,cv CPV,"FW,MF",Strasbourg,Ligue 1,26.0,1991.0,19.2,4.0,1.0,0.0,31.0,35.0,8.0,21.0,19.0,32.0,2.0,1.0,0.0,91.0,42.0,55.0,43.3
586,Benoît Costil,fr FRA,GK,Bordeaux,Ligue 1,30.0,1987.0,36.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,49.0,4.0,2.0,66.7
587,Kalifa Coulibaly,ml MLI,FW,Nantes,Ligue 1,25.0,1991.0,3.8,0.0,0.0,0.0,8.0,2.0,3.0,4.0,0.0,6.0,0.0,0.0,0.0,7.0,25.0,24.0,51.0
588,Lassana Coulibaly,ml MLI,MF,Angers,Ligue 1,21.0,1996.0,9.3,1.0,0.0,0.0,18.0,19.0,1.0,7.0,8.0,17.0,0.0,0.0,0.0,49.0,10.0,10.0,50.0
589,Thibaut Courtois,be BEL,GK,Chelsea,Premier League,25.0,1992.0,35.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,37.0,2.0,1.0,66.7
590,Philippe Coutinho,br BRA,"MF,FW",Liverpool,Premier League,25.0,1992.0,12.3,0.0,0.0,0.0,5.0,21.0,4.0,58.0,10.0,14.0,0.0,0.0,0.0,60.0,1.0,7.0,12.5
591,Philippe Coutinho,br BRA,"MF,FW",Barcelona,La Liga,25.0,1992.0,14.4,1.0,0.0,0.0,12.0,32.0,8.0,51.0,6.0,14.0,0.0,0.0,0.0,70.0,5.0,6.0,45.5
592,Nicolas Cozza,fr FRA,"DF,MF",Montpellier,Ligue 1,18.0,1999.0,6.4,2.0,0.0,0.0,7.0,6.0,0.0,25.0,13.0,11.0,1.0,1.0,0.0,48.0,4.0,12.0,25.0
593,Alessio Cragno,it ITA,GK,Cagliari,Serie A,23.0,1994.0,28.2,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,36.0,4.0,1.0,80.0
594,Martin Cranie,eng ENG,DF,Huddersfield,Premier League,30.0,1986.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,9.0,2.0,2.0,50.0
595,Michele Cremonesi,it ITA,DF,SPAL,Serie A,29.0,1988.0,4.3,2.0,0.0,0.0,5.0,2.0,0.0,2.0,7.0,2.0,0.0,0.0,1.0,15.0,9.0,6.0,60.0
596,Aaron Cresswell,eng ENG,DF,West Ham,Premier League,27.0,1989.0,34.1,7.0,0.0,0.0,20.0,15.0,3.0,196.0,44.0,21.0,0.0,0.0,0.0,149.0,57.0,47.0,54.8
598,Lorenzo Crisetig,it ITA,MF,Bologna,Serie A,24.0,1993.0,6.2,4.0,0.0,0.0,13.0,6.0,0.0,2.0,13.0,14.0,1.0,0.0,0.0,34.0,5.0,6.0,45.5
599,Bryan Cristante,it ITA,MF,Atalanta,Serie A,22.0,1995.0,31.4,4.0,0.0,0.0,57.0,15.0,5.0,27.0,23.0,50.0,1.0,0.0,0.0,200.0,96.0,86.0,52.7
600,Sebastián Cristóforo,uy URU,MF,Fiorentina,Serie A,23.0,1993.0,3.0,1.0,0.0,0.0,7.0,8.0,0.0,2.0,4.0,12.0,0.0,0.0,0.0,28.0,5.0,4.0,55.6
601,Enzo Crivelli,fr FRA,FW,Angers,Ligue 1,22.0,1995.0,11.4,6.0,1.0,0.0,27.0,20.0,6.0,5.0,2.0,9.0,0.0,0.0,0.0,20.0,49.0,61.0,44.5
602,Enzo Crivelli,fr FRA,FW,Caen,Ligue 1,22.0,1995.0,8.1,2.0,0.0,0.0,12.0,11.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0,13.0,32.0,38.0,45.7
603,Giovanni Crociata,it ITA,"MF,FW",Crotone,Serie A,19.0,1997.0,3.2,0.0,0.0,0.0,7.0,7.0,0.0,3.0,4.0,6.0,0.0,0.0,0.0,18.0,2.0,3.0,40.0
604,Luca Crosta,it ITA,GK,Cagliari,Serie A,19.0,1998.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,
605,Peter Crouch,eng ENG,FW,Stoke City,Premier League,36.0,1981.0,17.4,4.0,0.0,0.0,40.0,11.0,14.0,3.0,1.0,0.0,0.0,0.0,0.0,40.0,243.0,122.0,66.6
606,Juan Cruz,es ESP,FW,Málaga,La Liga,17.0,2000.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,
607,Juan Cuadrado,co COL,"FW,MF",Juventus,Serie A,29.0,1988.0,15.0,5.0,0.0,0.0,11.0,51.0,3.0,60.0,19.0,19.0,0.0,0.0,0.0,80.0,10.0,10.0,50.0
608,Iván Cuéllar,es ESP,GK,Leganés,La Liga,33.0,1984.0,35.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,33.0,11.0,4.0,73.3
609,Mickaël Cuisance,fr FRA,"MF,FW",M'Gladbach,Bundesliga,17.0,1999.0,13.4,2.0,0.0,0.0,30.0,16.0,1.0,32.0,10.0,20.0,0.0,0.0,0.0,69.0,4.0,13.0,23.5
610,Josh Cullen,ie IRL,MF,West Ham,Premier League,21.0,1996.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
611,Patrick Cutrone,it ITA,FW,Milan,Serie A,19.0,1998.0,16.7,3.0,0.0,0.0,31.0,18.0,23.0,14.0,3.0,10.0,1.0,0.0,0.0,36.0,12.0,49.0,19.7
612,Wylan Cyprien,fr FRA,MF,Nice,Ligue 1,22.0,1995.0,10.6,2.0,0.0,0.0,4.0,18.0,0.0,50.0,11.0,7.0,0.0,0.0,0.0,66.0,9.0,3.0,75.0
613,Marco D'Alessandro,it ITA,"MF,FW",Benevento,Serie A,26.0,1991.0,11.6,1.0,0.0,0.0,10.0,26.0,0.0,26.0,10.0,22.0,0.0,0.0,0.0,59.0,2.0,6.0,25.0
614,Danilo D'Ambrosio,it ITA,DF,Inter,Serie A,28.0,1988.0,33.1,6.0,0.0,0.0,58.0,39.0,5.0,59.0,45.0,64.0,1.0,0.0,0.0,195.0,64.0,42.0,60.4
615,Damien Da Silva,fr FRA,DF,Caen,Ligue 1,29.0,1988.0,31.5,7.0,0.0,0.0,36.0,25.0,6.0,0.0,36.0,35.0,1.0,1.0,3.0,249.0,73.0,60.0,54.9
616,Kouadio-Yves Dabila,ci CIV,DF,Lille,Ligue 1,20.0,1997.0,10.5,1.0,0.0,0.0,14.0,0.0,0.0,9.0,10.0,11.0,0.0,0.0,0.0,59.0,15.0,15.0,50.0
617,Bryan Dabo,bf BFA,MF,Fiorentina,Serie A,25.0,1992.0,6.6,2.0,2.0,1.0,12.0,8.0,0.0,4.0,15.0,11.0,0.0,0.0,0.0,58.0,14.0,5.0,73.7
618,Bryan Dabo,bf BFA,"MF,FW",Saint-Étienne,Ligue 1,25.0,1992.0,14.3,10.0,0.0,0.0,33.0,39.0,2.0,9.0,11.0,16.0,1.0,0.0,0.0,73.0,35.0,22.0,61.4
619,Mahmoud Dahoud,de GER,MF,Dortmund,Bundesliga,21.0,1996.0,12.7,4.0,0.0,0.0,31.0,8.0,0.0,6.0,12.0,23.0,0.0,0.0,0.0,80.0,3.0,11.0,21.4
620,Dario Dainelli,it ITA,DF,Chievo,Serie A,38.0,1979.0,16.7,4.0,0.0,0.0,18.0,11.0,0.0,1.0,46.0,14.0,0.0,0.0,0.0,90.0,49.0,17.0,74.2
621,Felipe dal Belo,br BRA,DF,SPAL,Serie A,33.0,1984.0,28.6,6.0,1.0,0.0,38.0,14.0,0.0,12.0,48.0,34.0,0.0,1.0,0.0,139.0,47.0,27.0,63.5
622,Charlie Daniels,eng ENG,"DF,MF",Bournemouth,Premier League,30.0,1986.0,33.4,0.0,0.0,0.0,7.0,18.0,0.0,106.0,31.0,34.0,0.0,1.0,0.0,214.0,43.0,44.0,49.4
624,Danilo,br BRA,DF,Manchester City,Premier League,26.0,1991.0,15.0,2.0,0.0,0.0,12.0,10.0,0.0,24.0,19.0,29.0,0.0,0.0,0.0,65.0,16.0,6.0,72.7
625,Scott Dann,eng ENG,DF,Crystal Palace,Premier League,30.0,1987.0,15.9,4.0,0.0,0.0,12.0,3.0,2.0,2.0,23.0,5.0,0.0,1.0,0.0,72.0,48.0,33.0,59.3
626,Kevin Danso,at AUT,DF,Augsburg,Bundesliga,18.0,1998.0,12.3,2.0,0.0,0.0,18.0,17.0,0.0,4.0,20.0,12.0,0.0,0.0,0.0,61.0,30.0,34.0,46.9
627,Dante,br BRA,DF,Nice,Ligue 1,33.0,1983.0,32.4,10.0,1.0,1.0,27.0,25.0,1.0,1.0,47.0,28.0,0.0,0.0,1.0,214.0,62.0,40.0,60.8
628,Romain Danzé,fr FRA,DF,Rennes,Ligue 1,31.0,1986.0,7.6,2.0,0.0,0.0,7.0,1.0,0.0,18.0,3.0,7.0,0.0,0.0,0.0,31.0,14.0,9.0,60.9
629,Andrea Danzi,it ITA,MF,Hellas Verona,Serie A,18.0,1999.0,4.4,1.0,0.0,0.0,6.0,1.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0,21.0,3.0,3.0,50.0
630,Stéphane Darbion,fr FRA,"FW,MF",Troyes,Ligue 1,33.0,1984.0,19.0,2.0,0.0,0.0,15.0,31.0,5.0,75.0,20.0,14.0,1.0,0.0,0.0,100.0,12.0,28.0,30.0
631,Palkó Dárdai,hu HUN,"FW,MF",Hertha BSC,Bundesliga,18.0,1999.0,0.3,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
632,Sergi Darder,es ESP,MF,Espanyol,La Liga,23.0,1993.0,30.9,7.0,0.0,0.0,36.0,31.0,0.0,46.0,52.0,43.0,0.0,0.0,0.0,187.0,16.0,21.0,43.2
633,Sergi Darder,es ESP,MF,Lyon,Ligue 1,23.0,1993.0,2.3,2.0,1.0,1.0,4.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,11.0,4.0,1.0,80.0
634,Vladimír Darida,cz CZE,MF,Hertha BSC,Bundesliga,26.0,1990.0,18.2,2.0,0.0,0.0,31.0,37.0,1.0,22.0,24.0,28.0,0.0,1.0,0.0,101.0,14.0,25.0,35.9
635,Karl Darlow,eng ENG,GK,Newcastle Utd,Premier League,26.0,1990.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,2.0,0.0,100.0
636,Matteo Darmian,it ITA,DF,Manchester Utd,Premier League,27.0,1989.0,4.9,0.0,0.0,0.0,5.0,1.0,0.0,6.0,7.0,14.0,0.0,0.0,0.0,17.0,6.0,6.0,50.0
637,Ben Davies,wls WAL,DF,Tottenham,Premier League,24.0,1993.0,25.8,3.0,0.0,0.0,24.0,25.0,0.0,149.0,28.0,33.0,0.0,0.0,0.0,110.0,45.0,50.0,47.4
638,Tom Davies,eng ENG,MF,Everton,Premier League,19.0,1998.0,21.1,7.0,0.0,0.0,38.0,43.0,3.0,17.0,24.0,20.0,0.0,0.0,0.0,110.0,18.0,34.0,34.6
639,Steven Davis,nir NIR,MF,Southampton,Premier League,32.0,1985.0,16.9,0.0,0.0,0.0,8.0,8.0,3.0,42.0,15.0,21.0,1.0,0.0,0.0,137.0,14.0,26.0,35.0
640,Salem Al-Dawsari,sa KSA,MF,Villarreal,La Liga,25.0,1991.0,0.4,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,
641,Craig Dawson,eng ENG,DF,West Brom,Premier League,27.0,1990.0,27.9,6.0,0.0,0.0,35.0,22.0,4.0,42.0,52.0,28.0,0.0,0.0,0.0,133.0,115.0,62.0,65.0
642,Kevin De Bruyne,be BEL,MF,Manchester City,Premier League,26.0,1991.0,34.1,2.0,0.0,0.0,30.0,33.0,2.0,248.0,25.0,43.0,1.0,0.0,0.0,207.0,14.0,16.0,46.7
643,Sebastien De Maio,fr FRA,DF,Bologna,Serie A,30.0,1987.0,22.8,7.0,0.0,0.0,31.0,6.0,2.0,2.0,36.0,17.0,0.0,0.0,1.0,87.0,36.0,30.0,54.5
644,Rodrigo De Paul,ar ARG,"FW,MF",Udinese,Serie A,23.0,1994.0,25.8,4.0,0.0,0.0,33.0,63.0,2.0,165.0,16.0,18.0,0.0,0.0,0.0,123.0,4.0,18.0,18.2
645,Daniele De Rossi,it ITA,MF,Roma,Serie A,34.0,1983.0,20.3,6.0,1.0,0.0,26.0,23.0,0.0,3.0,43.0,13.0,0.0,1.0,0.0,133.0,28.0,21.0,57.1
646,Mattia De Sciglio,it ITA,DF,Juventus,Serie A,24.0,1992.0,10.8,1.0,0.0,0.0,7.0,2.0,1.0,22.0,14.0,17.0,0.0,0.0,0.0,55.0,13.0,6.0,68.4
647,Lorenzo De Silvestri,it ITA,DF,Torino,Serie A,29.0,1988.0,32.8,3.0,2.0,1.0,43.0,22.0,3.0,81.0,27.0,25.0,0.0,2.0,0.0,133.0,95.0,42.0,69.3
648,Lucas Deaux,fr FRA,MF,Guingamp,Ligue 1,28.0,1988.0,21.6,7.0,1.0,1.0,39.0,22.0,4.0,23.0,32.0,45.0,0.0,0.0,0.0,148.0,55.0,43.0,56.1
650,Mathieu Debuchy,fr FRA,DF,Saint-Étienne,Ligue 1,32.0,1985.0,14.6,1.0,0.0,0.0,22.0,13.0,2.0,51.0,27.0,25.0,0.0,1.0,1.0,82.0,61.0,28.0,68.5
651,Troy Deeney,eng ENG,FW,Watford,Premier League,29.0,1988.0,20.5,1.0,1.0,0.0,24.0,17.0,16.0,7.0,5.0,11.0,0.0,0.0,0.0,52.0,132.0,182.0,42.0
652,Jermain Defoe,eng ENG,FW,Bournemouth,Premier League,34.0,1982.0,12.1,1.0,0.0,0.0,12.0,8.0,9.0,5.0,4.0,9.0,0.0,0.0,0.0,21.0,2.0,17.0,10.5
653,Steven Defour,be BEL,MF,Burnley,Premier League,29.0,1988.0,22.2,6.0,0.0,0.0,13.0,7.0,0.0,35.0,46.0,22.0,0.0,0.0,0.0,156.0,5.0,12.0,29.4
654,Grégoire Defrel,mq MTQ,"FW,MF",Roma,Serie A,26.0,1991.0,5.4,1.0,0.0,0.0,5.0,6.0,2.0,1.0,3.0,3.0,0.0,0.0,0.0,20.0,4.0,5.0,44.4
655,Alessandro Deiola,it ITA,MF,Cagliari,Serie A,21.0,1995.0,5.0,3.0,0.0,0.0,7.0,2.0,1.0,3.0,4.0,7.0,0.0,0.0,0.0,32.0,2.0,8.0,20.0
656,Lorenzo Del Pinto,it ITA,MF,Benevento,Serie A,27.0,1990.0,8.4,6.0,0.0,0.0,23.0,14.0,0.0,1.0,16.0,17.0,0.0,1.0,0.0,57.0,9.0,19.0,32.1
657,Damien Delaney,ie IRL,DF,Crystal Palace,Premier League,36.0,1981.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0
658,Thomas Delaney,dk DEN,MF,Werder Bremen,Bundesliga,25.0,1991.0,31.1,5.0,0.0,0.0,83.0,73.0,6.0,28.0,43.0,61.0,0.0,0.0,0.0,106.0,107.0,73.0,59.4
659,Jonathan Delaplace,fr FRA,MF,Caen,Ligue 1,31.0,1986.0,6.5,3.0,0.0,0.0,13.0,9.0,0.0,8.0,8.0,8.0,0.0,0.0,0.0,48.0,6.0,12.0,33.3
660,Cristian Dell'Orco,it ITA,DF,Sassuolo,Serie A,23.0,1994.0,4.7,0.0,0.0,0.0,4.0,5.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,27.0,7.0,6.0,53.8
661,Andy Delort,dz ALG,FW,Toulouse,Ligue 1,25.0,1991.0,25.9,5.0,0.0,0.0,70.0,31.0,29.0,112.0,12.0,13.0,0.0,2.0,0.0,60.0,98.0,100.0,49.5
662,Fabian Delph,eng ENG,DF,Manchester City,Premier League,27.0,1989.0,19.3,2.0,0.0,0.0,15.0,18.0,0.0,13.0,30.0,34.0,0.0,0.0,0.0,149.0,20.0,31.0,39.2
663,Mousa Dembélé,be BEL,MF,Tottenham,Premier League,30.0,1987.0,20.9,6.0,0.0,0.0,48.0,28.0,0.0,1.0,33.0,24.0,0.0,0.0,0.0,181.0,9.0,14.0,39.1
664,Ousmane Dembélé,fr FRA,"FW,MF",Barcelona,La Liga,20.0,1997.0,10.3,2.0,0.0,0.0,10.0,18.0,3.0,45.0,5.0,7.0,0.0,1.0,0.0,37.0,1.0,5.0,16.7
665,Jessy Deminguet,fr FRA,"MF,FW",Caen,Ligue 1,19.0,1998.0,5.9,2.0,0.0,0.0,8.0,9.0,3.0,39.0,10.0,9.0,0.0,0.0,0.0,37.0,7.0,4.0,63.6
666,Kerem Demirbay,de GER,MF,Hoffenheim,Bundesliga,24.0,1993.0,13.5,3.0,0.0,0.0,29.0,19.0,4.0,73.0,14.0,30.0,0.0,0.0,0.0,73.0,14.0,9.0,60.9
667,Ermedin Demirović,ba BIH,FW,Alavés,La Liga,19.0,1998.0,2.0,0.0,0.0,0.0,5.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,10.0,28.6
668,Diego Demme,de GER,MF,RB Leipzig,Bundesliga,25.0,1991.0,25.4,4.0,0.0,0.0,45.0,72.0,0.0,18.0,48.0,57.0,1.0,0.0,0.0,145.0,12.0,41.0,22.6
669,Fabio Depaoli,it ITA,"DF,MF",Chievo,Serie A,20.0,1997.0,13.2,4.0,0.0,0.0,25.0,15.0,1.0,27.0,15.0,22.0,0.0,1.0,0.0,54.0,13.0,27.0,32.5
670,Mathieu Deplagne,fr FRA,DF,Troyes,Ligue 1,25.0,1991.0,26.8,5.0,1.0,1.0,21.0,26.0,0.0,54.0,60.0,38.0,0.0,1.0,1.0,144.0,49.0,39.0,55.7
671,Laurent Depoitre,be BEL,FW,Huddersfield,Premier League,28.0,1988.0,20.2,1.0,0.0,0.0,28.0,16.0,6.0,3.0,11.0,8.0,1.0,0.0,0.0,65.0,126.0,142.0,47.0
672,Mike van der Hoorn,nl NED,DF,Swansea City,Premier League,24.0,1992.0,21.6,4.0,0.0,0.0,22.0,18.0,0.0,8.0,39.0,22.0,0.0,1.0,0.0,96.0,55.0,43.0,56.1
673,Gregory van der Wiel,nl NED,DF,Cagliari,Serie A,29.0,1988.0,3.2,0.0,0.0,0.0,0.0,1.0,0.0,7.0,10.0,3.0,0.0,0.0,0.0,19.0,8.0,5.0,61.5
674,Daniele Dessena,it ITA,"MF,DF",Cagliari,Serie A,30.0,1987.0,6.4,1.0,0.0,0.0,9.0,16.0,0.0,8.0,6.0,10.0,0.0,0.0,0.0,37.0,5.0,10.0,33.3
676,Mattia Destro,it ITA,FW,Bologna,Serie A,26.0,1991.0,18.0,3.0,0.0,0.0,37.0,32.0,13.0,4.0,5.0,13.0,0.0,0.0,0.0,34.0,34.0,55.0,38.2
677,Gerard Deulofeu,es ESP,"FW,MF",Watford,Premier League,23.0,1994.0,4.8,0.0,0.0,0.0,3.0,5.0,1.0,15.0,4.0,3.0,1.0,0.0,0.0,24.0,0.0,6.0,0.0
678,Gerard Deulofeu,es ESP,"MF,FW",Barcelona,La Liga,23.0,1994.0,5.6,1.0,0.0,0.0,11.0,5.0,4.0,16.0,8.0,5.0,0.0,0.0,0.0,38.0,2.0,5.0,28.6
679,Gianluca Di Chiara,it ITA,DF,Benevento,Serie A,23.0,1993.0,11.2,3.0,0.0,0.0,15.0,4.0,1.0,35.0,11.0,19.0,0.0,1.0,0.0,50.0,3.0,7.0,30.0
680,Federico Di Francesco,it ITA,"FW,DF",Bologna,Serie A,23.0,1994.0,17.7,4.0,0.0,0.0,24.0,29.0,4.0,39.0,16.0,13.0,0.0,0.0,0.0,74.0,5.0,9.0,35.7
681,Davide Di Gennaro,it ITA,MF,Lazio,Serie A,29.0,1988.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
682,Ángel Di María,ar ARG,FW,Paris S-G,Ligue 1,29.0,1988.0,23.5,1.0,0.0,0.0,8.0,14.0,15.0,175.0,10.0,10.0,0.0,0.0,0.0,71.0,0.0,2.0,0.0
683,Franco Di Santo,ar ARG,"FW,MF",Schalke 04,Bundesliga,28.0,1989.0,18.4,4.0,0.0,0.0,57.0,21.0,18.0,32.0,2.0,13.0,1.0,0.0,0.0,54.0,50.0,52.0,49.0
684,Cheick Diabaté,ml MLI,FW,Benevento,Serie A,29.0,1988.0,7.4,1.0,2.0,1.0,15.0,9.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,24.0,42.0,36.4
685,Fousseni Diabaté,ml MLI,"MF,FW",Leicester City,Premier League,21.0,1995.0,6.5,1.0,0.0,0.0,1.0,14.0,1.0,10.0,8.0,6.0,0.0,0.0,0.0,33.0,14.0,11.0,56.0
686,Moussa Diaby,fr FRA,MF,Crotone,Serie A,18.0,1999.0,0.8,0.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0
687,Fallou Diagne,sn SEN,"DF,MF",Metz,Ligue 1,27.0,1989.0,24.9,8.0,2.0,0.0,29.0,5.0,2.0,2.0,46.0,20.0,0.0,0.0,0.0,163.0,62.0,30.0,67.4
688,Adama Diakhaby,fr FRA,FW,Monaco,Ligue 1,21.0,1996.0,9.4,2.0,1.0,0.0,15.0,14.0,10.0,20.0,13.0,15.0,0.0,0.0,0.0,39.0,15.0,27.0,35.7
689,Mouctar Diakhaby,gn GUI,DF,Lyon,Ligue 1,20.0,1996.0,8.1,2.0,0.0,0.0,6.0,7.0,0.0,0.0,12.0,6.0,0.0,0.0,0.0,51.0,21.0,13.0,61.8
690,Abdou Diallo,sn SEN,DF,Mainz 05,Bundesliga,21.0,1996.0,26.8,5.0,0.0,0.0,59.0,9.0,5.0,24.0,50.0,53.0,0.0,1.0,0.0,110.0,75.0,38.0,66.4
