,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tackles - Tkl,Tackles - TklW,Tackles - Def 3rd,Tackles - Mid 3rd,Tackles - Att 3rd,Challenges - Tkl,Challenges - Att,Challenges - Tkl%,Challenges - Lost,Blocks - Blocks,Blocks - Sh,Blocks - Pass,Int,Tkl+Int,Clr,Err
1240,Álvaro Jiménez,es ESP,"MF,FW",Getafe,La Liga,22.0,1995.0,5.9,15.0,8.0,5.0,6.0,4.0,8.0,21.0,38.1,13.0,6.0,0.0,6.0,1.0,16.0,6.0,0.0
1241,Joaquín,es ESP,"MF,FW",Betis,La Liga,36.0,1981.0,27.5,22.0,19.0,11.0,10.0,1.0,4.0,16.0,25.0,12.0,17.0,2.0,15.0,15.0,37.0,38.0,0.0
1242,Aron Jóhannsson,us USA,"MF,FW",Werder Bremen,Bundesliga,26.0,1990.0,3.1,4.0,3.0,2.0,2.0,0.0,1.0,7.0,14.3,6.0,3.0,0.0,3.0,1.0,5.0,5.0,0.0
1243,Fabian Johnson,us USA,"MF,DF",M'Gladbach,Bundesliga,29.0,1987.0,5.2,16.0,10.0,7.0,7.0,2.0,6.0,7.0,85.7,1.0,10.0,2.0,8.0,2.0,18.0,13.0,0.0
1244,Glen Johnson,eng ENG,DF,Stoke City,Premier League,32.0,1984.0,6.1,7.0,5.0,5.0,2.0,0.0,3.0,12.0,25.0,9.0,7.0,2.0,5.0,10.0,17.0,23.0,0.0
1245,Karl-Johan Johnsson,se SWE,GK,Guingamp,Ligue 1,27.0,1990.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0
1246,Miloš Jojić,rs SRB,MF,Köln,Bundesliga,25.0,1992.0,16.2,36.0,26.0,18.0,15.0,3.0,16.0,40.0,40.0,24.0,31.0,4.0,27.0,15.0,51.0,16.0,0.0
1248,Jonathas,br BRA,FW,Hannover 96,Bundesliga,28.0,1989.0,7.0,7.0,3.0,2.0,4.0,1.0,1.0,2.0,50.0,1.0,3.0,1.0,2.0,0.0,7.0,9.0,0.0
1249,Phil Jones,eng ENG,DF,Manchester Utd,Premier League,25.0,1992.0,21.9,25.0,18.0,20.0,5.0,0.0,9.0,20.0,45.0,11.0,25.0,17.0,8.0,41.0,66.0,133.0,2.0
1250,Nigel de Jong,nl NED,MF,Mainz 05,Bundesliga,32.0,1984.0,8.2,17.0,12.0,7.0,9.0,1.0,10.0,14.0,71.4,4.0,5.0,1.0,4.0,12.0,29.0,22.0,1.0
1251,Jony,es ESP,"FW,MF",Málaga,La Liga,26.0,1991.0,2.4,3.0,2.0,2.0,0.0,1.0,0.0,4.0,0.0,4.0,1.0,0.0,1.0,2.0,5.0,1.0,0.0
1252,Joan Jordán,es ESP,MF,Eibar,La Liga,23.0,1994.0,27.0,31.0,24.0,8.0,19.0,4.0,10.0,68.0,14.7,58.0,24.0,0.0,24.0,30.0,61.0,12.0,0.0
1253,Jorge,br BRA,DF,Monaco,Ligue 1,21.0,1996.0,21.3,69.0,40.0,34.0,25.0,10.0,23.0,38.0,60.5,15.0,19.0,2.0,17.0,66.0,135.0,86.0,0.0
1254,Jorginho,it ITA,MF,Napoli,Serie A,25.0,1991.0,29.4,62.0,46.0,14.0,39.0,9.0,15.0,68.0,22.1,53.0,32.0,3.0,29.0,50.0,112.0,12.0,2.0
1255,Willian José,br BRA,FW,Real Sociedad,La Liga,25.0,1991.0,30.8,10.0,7.0,1.0,5.0,4.0,2.0,9.0,22.2,7.0,10.0,1.0,9.0,5.0,15.0,31.0,0.0
1256,Joselu,es ESP,FW,Newcastle Utd,Premier League,27.0,1990.0,19.0,22.0,17.0,10.0,11.0,1.0,7.0,34.0,20.6,27.0,25.0,2.0,23.0,11.0,33.0,39.0,0.0
1257,Yann Jouffre,fr FRA,"FW,MF",Metz,Ligue 1,33.0,1984.0,3.1,3.0,2.0,0.0,2.0,1.0,1.0,6.0,16.7,5.0,5.0,1.0,4.0,3.0,6.0,2.0,0.0
1258,Vukašin Jovanović,rs SRB,DF,Bordeaux,Ligue 1,21.0,1996.0,16.0,18.0,14.0,11.0,7.0,0.0,6.0,14.0,42.9,8.0,18.0,10.0,8.0,27.0,45.0,67.0,0.0
1259,Stevan Jovetić,me MNE,FW,Monaco,Ligue 1,27.0,1989.0,8.4,4.0,4.0,0.0,3.0,1.0,0.0,9.0,0.0,9.0,5.0,0.0,5.0,3.0,7.0,3.0,0.0
1260,Luka Jović,rs SRB,FW,Eint Frankfurt,Bundesliga,19.0,1997.0,10.4,5.0,5.0,0.0,5.0,0.0,1.0,3.0,33.3,2.0,6.0,2.0,4.0,1.0,6.0,2.0,0.0
1261,Jozabed,es ESP,MF,Celta Vigo,La Liga,26.0,1991.0,16.4,18.0,12.0,7.0,9.0,2.0,3.0,18.0,16.7,15.0,18.0,2.0,16.0,16.0,34.0,19.0,0.0
1262,Juanfran,es ESP,DF,La Coruña,La Liga,28.0,1988.0,34.0,64.0,44.0,38.0,22.0,4.0,35.0,65.0,53.8,30.0,29.0,11.0,18.0,63.0,127.0,121.0,0.0
1263,Juanfran,es ESP,DF,Atlético Madrid,La Liga,32.0,1985.0,14.5,33.0,24.0,21.0,9.0,3.0,21.0,32.0,65.6,11.0,14.0,4.0,10.0,26.0,59.0,35.0,0.0
1264,Juankar,es ESP,DF,Málaga,La Liga,27.0,1990.0,8.7,23.0,17.0,13.0,8.0,2.0,11.0,20.0,55.0,9.0,8.0,1.0,7.0,19.0,42.0,26.0,0.0
1265,Juanmi,es ESP,"FW,MF",Real Sociedad,La Liga,24.0,1993.0,16.5,22.0,13.0,7.0,12.0,3.0,4.0,22.0,18.2,18.0,11.0,0.0,11.0,10.0,32.0,6.0,0.0
1266,Juanpe,es ESP,DF,Girona,La Liga,26.0,1991.0,34.1,48.0,30.0,28.0,20.0,0.0,30.0,43.0,69.8,13.0,27.0,19.0,8.0,53.0,101.0,137.0,0.0
1267,Juanpi,ve VEN,"MF,FW",Málaga,La Liga,23.0,1994.0,6.8,11.0,8.0,2.0,7.0,2.0,3.0,8.0,37.5,5.0,7.0,0.0,7.0,6.0,17.0,1.0,0.0
1268,Mariano Julio Izco,ar ARG,MF,Crotone,Serie A,34.0,1983.0,2.0,6.0,4.0,2.0,4.0,0.0,2.0,4.0,50.0,2.0,2.0,0.0,2.0,4.0,10.0,1.0,0.0
1269,Christopher Jullien,fr FRA,DF,Toulouse,Ligue 1,24.0,1993.0,28.9,36.0,25.0,27.0,9.0,0.0,15.0,32.0,46.9,17.0,29.0,19.0,10.0,40.0,76.0,182.0,5.0
1270,David Juncà,es ESP,DF,Eibar,La Liga,23.0,1993.0,10.0,15.0,13.0,9.0,6.0,0.0,7.0,19.0,36.8,12.0,7.0,1.0,6.0,11.0,26.0,25.0,0.0
1271,Gideon Jung,de GER,"MF,DF",Hamburger SV,Bundesliga,22.0,1994.0,28.6,59.0,41.0,32.0,24.0,3.0,22.0,38.0,57.9,16.0,29.0,12.0,17.0,38.0,97.0,71.0,1.0
1272,Sebastian Jung,de GER,DF,Wolfsburg,Bundesliga,27.0,1990.0,0.9,2.0,2.0,1.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0
1274,Zlatko Junuzović,at AUT,"MF,FW",Werder Bremen,Bundesliga,29.0,1987.0,18.1,35.0,23.0,17.0,12.0,6.0,18.0,38.0,47.4,20.0,23.0,2.0,21.0,18.0,53.0,12.0,0.0
1275,Mathias Jørgensen,dk DEN,DF,Huddersfield,Premier League,27.0,1990.0,38.0,55.0,36.0,40.0,13.0,2.0,19.0,45.0,42.2,26.0,49.0,20.0,29.0,76.0,131.0,249.0,5.0
1276,Christian Kabasele,be BEL,DF,Watford,Premier League,26.0,1991.0,25.9,42.0,25.0,28.0,14.0,0.0,21.0,36.0,58.3,15.0,37.0,23.0,14.0,34.0,76.0,185.0,0.0
1277,Younès Kaboul,fr FRA,DF,Watford,Premier League,31.0,1986.0,1.7,3.0,2.0,0.0,3.0,0.0,0.0,0.0,,0.0,4.0,2.0,2.0,2.0,5.0,15.0,0.0
1278,Alexander Kačaniklić,se SWE,"MF,FW",Nantes,Ligue 1,25.0,1991.0,3.5,8.0,5.0,7.0,1.0,0.0,5.0,10.0,50.0,5.0,5.0,2.0,3.0,6.0,14.0,7.0,0.0
1279,Gojko Kačar,rs SRB,DF,Augsburg,Bundesliga,30.0,1987.0,2.5,7.0,6.0,6.0,1.0,0.0,3.0,7.0,42.9,4.0,3.0,2.0,1.0,4.0,11.0,7.0,0.0
1280,Elias Kachunga,cd COD,"FW,MF",Huddersfield,Premier League,25.0,1992.0,14.8,30.0,26.0,13.0,12.0,5.0,8.0,19.0,42.1,11.0,14.0,1.0,13.0,2.0,32.0,9.0,0.0
1281,Pavel Kadeřábek,cz CZE,"FW,DF",Hoffenheim,Bundesliga,25.0,1992.0,24.4,44.0,30.0,22.0,18.0,4.0,20.0,44.0,45.5,24.0,27.0,8.0,19.0,34.0,78.0,45.0,1.0
1282,Shinji Kagawa,jp JPN,MF,Dortmund,Bundesliga,28.0,1989.0,13.0,32.0,22.0,11.0,14.0,7.0,18.0,27.0,66.7,9.0,6.0,0.0,6.0,6.0,38.0,2.0,0.0
1283,Sullay Kaikai,sl SLE,MF,Crystal Palace,Premier League,21.0,1995.0,0.2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0
1284,Florian Kainz,at AUT,"MF,FW",Werder Bremen,Bundesliga,24.0,1992.0,19.0,33.0,25.0,9.0,18.0,6.0,9.0,19.0,47.4,10.0,23.0,0.0,23.0,17.0,50.0,13.0,0.0
1285,Dominik Kaiser,de GER,"MF,FW",RB Leipzig,Bundesliga,28.0,1988.0,3.1,5.0,5.0,1.0,3.0,1.0,4.0,11.0,36.4,7.0,6.0,0.0,6.0,1.0,6.0,8.0,0.0
1286,Gaël Kakuta,cd COD,"MF,FW",Amiens,Ligue 1,26.0,1991.0,34.3,54.0,32.0,14.0,27.0,13.0,9.0,40.0,22.5,31.0,33.0,3.0,30.0,26.0,80.0,19.0,0.0
1287,Nikola Kalinić,hr CRO,FW,Milan,Serie A,29.0,1988.0,20.1,6.0,5.0,1.0,4.0,1.0,0.0,8.0,0.0,8.0,4.0,1.0,3.0,3.0,9.0,12.0,0.0
1288,Salomon Kalou,ci CIV,"FW,MF",Hertha BSC,Bundesliga,31.0,1985.0,24.5,19.0,11.0,12.0,5.0,2.0,9.0,17.0,52.9,8.0,37.0,1.0,36.0,10.0,29.0,29.0,0.0
1289,Daichi Kamada,jp JPN,"MF,FW",Eint Frankfurt,Bundesliga,20.0,1996.0,1.6,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
1290,François Kamano,gn GUI,FW,Bordeaux,Ligue 1,21.0,1996.0,22.4,32.0,24.0,11.0,14.0,7.0,10.0,35.0,28.6,25.0,18.0,2.0,16.0,15.0,47.0,8.0,0.0
1291,Bingourou Kamara,sn SEN,GK,Strasbourg,Ligue 1,20.0,1996.0,18.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,6.0,3.0
1292,Boubacar Kamara,fr FRA,"DF,MF",Marseille,Ligue 1,17.0,1999.0,5.1,14.0,14.0,9.0,5.0,0.0,8.0,12.0,66.7,4.0,7.0,3.0,4.0,3.0,17.0,18.0,0.0
1293,Marcin Kamiński,pl POL,DF,Stuttgart,Bundesliga,25.0,1992.0,12.6,17.0,14.0,5.0,11.0,1.0,12.0,18.0,66.7,6.0,12.0,3.0,9.0,30.0,47.0,55.0,0.0
1294,Kevin Kampl,si SVN,MF,RB Leipzig,Bundesliga,26.0,1990.0,22.4,42.0,33.0,16.0,20.0,6.0,16.0,39.0,41.0,23.0,37.0,2.0,35.0,33.0,75.0,33.0,0.0
1295,Kevin Kampl,si SVN,MF,Leverkusen,Bundesliga,26.0,1990.0,0.3,1.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1296,Harry Kane,eng ENG,FW,Tottenham,Premier League,24.0,1993.0,34.2,17.0,12.0,2.0,8.0,7.0,4.0,15.0,26.7,11.0,15.0,4.0,11.0,5.0,22.0,19.0,0.0
1297,Wilfried Kanga,ci CIV,"FW,MF",Angers,Ligue 1,19.0,1998.0,1.9,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
1298,Mamadou Kanouté,sn SEN,"FW,MF",Benevento,Serie A,23.0,1993.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
1300,N'Golo Kanté,fr FRA,MF,Chelsea,Premier League,26.0,1991.0,33.3,113.0,77.0,55.0,52.0,6.0,33.0,92.0,35.9,59.0,40.0,4.0,36.0,85.0,198.0,29.0,3.0
1301,Bartosz Kapustka,pl POL,"FW,MF",Freiburg,Bundesliga,20.0,1996.0,2.6,9.0,5.0,2.0,6.0,1.0,4.0,6.0,66.7,2.0,4.0,0.0,4.0,3.0,12.0,0.0,0.0
1302,Kenan Karaman,tr TUR,"MF,FW",Hannover 96,Bundesliga,23.0,1994.0,9.5,16.0,13.0,9.0,6.0,1.0,6.0,7.0,85.7,1.0,10.0,4.0,6.0,1.0,17.0,17.0,0.0
1303,Yann Karamoh,fr FRA,"FW,MF",Inter,Serie A,19.0,1998.0,5.4,3.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,3.0,4.0,0.0,4.0,4.0,7.0,1.0,1.0
1304,Loris Karius,de GER,GK,Liverpool,Premier League,24.0,1993.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0
1305,Orestis Karnezis,gr GRE,GK,Watford,Premier League,32.0,1985.0,14.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0
1306,Rick Karsdorp,nl NED,DF,Roma,Serie A,22.0,1995.0,0.9,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
1307,Aleksandar Katai,rs SRB,"MF,DF",Alavés,La Liga,26.0,1991.0,0.6,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1308,Florian Kath,de GER,"FW,MF",Freiburg,Bundesliga,22.0,1994.0,7.5,15.0,10.0,3.0,9.0,3.0,9.0,17.0,52.9,8.0,9.0,0.0,9.0,8.0,23.0,1.0,0.0
1309,Ole Käuper,de GER,MF,Werder Bremen,Bundesliga,20.0,1997.0,0.8,6.0,5.0,2.0,4.0,0.0,1.0,4.0,25.0,3.0,1.0,0.0,1.0,2.0,8.0,0.0,0.0
1310,Eiji Kawashima,jp JPN,GK,Metz,Ligue 1,34.0,1983.0,28.5,1.0,1.0,1.0,0.0,0.0,1.0,3.0,33.3,2.0,0.0,0.0,0.0,3.0,4.0,9.0,2.0
1311,Beram Kayal,il ISR,MF,Brighton,Premier League,29.0,1988.0,8.3,18.0,11.0,10.0,7.0,1.0,6.0,26.0,23.1,20.0,11.0,4.0,7.0,12.0,30.0,9.0,0.0
1312,Joris Kayembe,be BEL,"FW,MF",Nantes,Ligue 1,22.0,1994.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0
1313,Olarenwaju Kayode,ng NGA,"FW,MF",Girona,La Liga,24.0,1993.0,4.3,3.0,3.0,1.0,2.0,0.0,0.0,4.0,0.0,4.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0
1314,Moise Kean,it ITA,FW,Hellas Verona,Serie A,17.0,2000.0,12.6,8.0,5.0,1.0,3.0,4.0,1.0,6.0,16.7,5.0,6.0,0.0,6.0,7.0,15.0,4.0,0.0
1315,Michael Keane,eng ENG,DF,Everton,Premier League,24.0,1993.0,28.4,33.0,25.0,26.0,5.0,2.0,19.0,43.0,44.2,24.0,39.0,28.0,11.0,53.0,86.0,214.0,0.0
1316,Thilo Kehrer,de GER,DF,Schalke 04,Bundesliga,20.0,1996.0,26.3,81.0,64.0,41.0,36.0,4.0,46.0,68.0,67.6,22.0,42.0,12.0,30.0,35.0,116.0,113.0,2.0
1317,Cheick Keita,ml MLI,DF,Bologna,Serie A,21.0,1996.0,1.4,2.0,2.0,1.0,1.0,0.0,1.0,3.0,33.3,2.0,5.0,0.0,5.0,2.0,4.0,1.0,0.0
1318,Naby Keïta,gn GUI,MF,RB Leipzig,Bundesliga,22.0,1995.0,21.8,65.0,48.0,25.0,33.0,7.0,17.0,43.0,39.5,26.0,26.0,3.0,23.0,36.0,101.0,18.0,0.0
1319,Keko,es ESP,"MF,FW",Málaga,La Liga,25.0,1991.0,13.4,38.0,23.0,17.0,13.0,8.0,15.0,47.0,31.9,32.0,25.0,3.0,22.0,13.0,51.0,9.0,0.0
1320,Martin Kelly,eng ENG,DF,Crystal Palace,Premier League,27.0,1990.0,13.3,19.0,13.0,15.0,4.0,0.0,14.0,26.0,53.8,12.0,16.0,11.0,5.0,9.0,28.0,67.0,3.0
1321,Marc-Oliver Kempf,de GER,DF,Freiburg,Bundesliga,22.0,1995.0,10.0,13.0,12.0,9.0,4.0,0.0,5.0,8.0,62.5,3.0,7.0,7.0,0.0,17.0,30.0,52.0,0.0
1322,Kenedy,br BRA,"MF,DF",Newcastle Utd,Premier League,21.0,1996.0,11.4,31.0,17.0,16.0,13.0,2.0,12.0,35.0,34.3,23.0,12.0,1.0,11.0,14.0,45.0,11.0,0.0
1323,Jonjoe Kenny,eng ENG,DF,Everton,Premier League,20.0,1997.0,17.7,41.0,33.0,28.0,10.0,3.0,20.0,32.0,62.5,12.0,17.0,7.0,10.0,28.0,69.0,95.0,0.0
1324,Ryan Kent,eng ENG,"FW,MF",Freiburg,Bundesliga,20.0,1996.0,2.7,4.0,3.0,2.0,1.0,1.0,2.0,5.0,40.0,3.0,6.0,0.0,6.0,1.0,5.0,1.0,0.0
1326,Christophe Kerbrat,fr FRA,DF,Guingamp,Ligue 1,30.0,1986.0,36.9,62.0,45.0,47.0,14.0,1.0,35.0,65.0,53.8,30.0,49.0,40.0,9.0,62.0,124.0,249.0,2.0
1327,Franck Kessié,ci CIV,MF,Milan,Serie A,20.0,1996.0,36.3,48.0,34.0,20.0,19.0,9.0,17.0,44.0,38.6,27.0,47.0,11.0,36.0,26.0,74.0,45.0,3.0
1328,Billy Ketkeophomphone,la LAO,MF,Angers,Ligue 1,27.0,1990.0,4.9,14.0,9.0,4.0,5.0,5.0,5.0,15.0,33.3,10.0,9.0,0.0,9.0,5.0,19.0,8.0,0.0
1329,Driss Khalid,ma MAR,FW,Toulouse,Ligue 1,18.0,1999.0,0.3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
1330,Saîf-Eddine Khaoui,tn TUN,"MF,FW",Troyes,Ligue 1,22.0,1995.0,21.7,57.0,25.0,22.0,27.0,8.0,15.0,50.0,30.0,35.0,12.0,2.0,10.0,27.0,84.0,9.0,0.0
1331,Wahbi Khazri,tn TUN,"FW,MF",Rennes,Ligue 1,26.0,1991.0,21.3,26.0,18.0,7.0,10.0,9.0,7.0,39.0,17.9,32.0,29.0,0.0,29.0,7.0,33.0,7.0,0.0
1332,Rani Khedira,de GER,"MF,DF",Augsburg,Bundesliga,23.0,1994.0,25.3,62.0,47.0,25.0,28.0,9.0,33.0,47.0,70.2,14.0,41.0,18.0,23.0,36.0,98.0,96.0,0.0
1333,Sami Khedira,de GER,MF,Juventus,Serie A,30.0,1987.0,21.2,14.0,9.0,1.0,9.0,4.0,2.0,23.0,8.7,21.0,13.0,3.0,10.0,20.0,34.0,20.0,0.0
1334,Stefan Kießling,de GER,"DF,MF",Leverkusen,Bundesliga,33.0,1984.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0
1335,Kike,es ESP,FW,Eibar,La Liga,27.0,1989.0,27.3,14.0,8.0,1.0,7.0,6.0,2.0,11.0,18.2,9.0,15.0,1.0,14.0,10.0,24.0,14.0,0.0
1336,Joshua Kimmich,de GER,DF,Bayern Munich,Bundesliga,22.0,1995.0,25.9,32.0,23.0,14.0,13.0,5.0,20.0,38.0,52.6,18.0,26.0,5.0,21.0,20.0,52.0,40.0,0.0
1337,Presnel Kimpembe,fr FRA,DF,Paris S-G,Ligue 1,21.0,1995.0,26.9,39.0,28.0,20.0,18.0,1.0,9.0,14.0,64.3,5.0,17.0,10.0,7.0,24.0,63.0,80.0,1.0
1338,Andy King,wls WAL,MF,Leicester City,Premier League,28.0,1988.0,6.0,8.0,5.0,0.0,5.0,3.0,0.0,3.0,0.0,3.0,4.0,2.0,2.0,5.0,13.0,13.0,0.0
1339,Andy King,wls WAL,MF,Swansea City,Premier League,28.0,1988.0,7.9,18.0,11.0,10.0,8.0,0.0,5.0,14.0,35.7,9.0,7.0,0.0,7.0,6.0,24.0,14.0,1.0
1340,Joshua King,no NOR,"FW,MF",Bournemouth,Premier League,25.0,1992.0,27.3,36.0,26.0,11.0,17.0,8.0,4.0,27.0,14.8,23.0,23.0,3.0,20.0,4.0,40.0,14.0,1.0
1341,Simon Kjær,dk DEN,DF,Sevilla,La Liga,28.0,1989.0,17.5,35.0,24.0,25.0,8.0,2.0,13.0,22.0,59.1,9.0,16.0,10.0,6.0,32.0,67.0,109.0,0.0
1342,Davy Klaassen,nl NED,"MF,FW",Everton,Premier League,24.0,1993.0,2.8,3.0,1.0,1.0,2.0,0.0,2.0,6.0,33.3,4.0,2.0,1.0,1.0,1.0,4.0,2.0,0.0
1343,Felix Klaus,de GER,"MF,FW",Hannover 96,Bundesliga,24.0,1992.0,22.0,48.0,38.0,20.0,21.0,7.0,23.0,50.0,46.0,27.0,29.0,4.0,25.0,8.0,56.0,28.0,0.0
1344,Ragnar Klavan,ee EST,DF,Liverpool,Premier League,31.0,1985.0,16.1,14.0,10.0,6.0,7.0,1.0,6.0,12.0,50.0,6.0,11.0,5.0,6.0,15.0,29.0,85.0,1.0
1345,Tim Kleindienst,de GER,"FW,DF",Freiburg,Bundesliga,21.0,1995.0,12.6,22.0,15.0,6.0,12.0,4.0,4.0,17.0,23.5,13.0,17.0,3.0,14.0,6.0,28.0,21.0,0.0
1346,Lukas Klostermann,de GER,DF,RB Leipzig,Bundesliga,21.0,1996.0,24.3,56.0,41.0,34.0,18.0,4.0,28.0,37.0,75.7,9.0,33.0,6.0,27.0,33.0,89.0,79.0,0.0
1347,Lukas Klünter,de GER,"DF,FW",Köln,Bundesliga,21.0,1996.0,14.8,25.0,20.0,16.0,8.0,1.0,16.0,24.0,66.7,8.0,11.0,2.0,9.0,13.0,38.0,28.0,1.0
1348,Robin Knoche,de GER,DF,Wolfsburg,Bundesliga,25.0,1992.0,23.4,34.0,20.0,26.0,8.0,0.0,25.0,35.0,71.4,10.0,36.0,24.0,12.0,25.0,59.0,89.0,1.0
1349,Anthony Knockaert,fr FRA,"MF,FW",Brighton,Premier League,25.0,1991.0,26.9,39.0,26.0,25.0,11.0,3.0,16.0,55.0,29.1,39.0,29.0,3.0,26.0,23.0,62.0,16.0,0.0
1350,Törles Knöll,de GER,"MF,FW",Hamburger SV,Bundesliga,19.0,1997.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1352,Robin Koch,de GER,"MF,DF",Freiburg,Bundesliga,21.0,1996.0,21.3,34.0,24.0,21.0,13.0,0.0,10.0,18.0,55.6,8.0,27.0,11.0,16.0,35.0,69.0,67.0,0.0
1353,Kenan Kodro,ba BIH,"FW,DF",Mainz 05,Bundesliga,23.0,1993.0,2.6,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,3.0,4.0,0.0,0.0
1354,Hervé Koffi,bf BFA,GK,Lille,Ligue 1,20.0,1996.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1355,Dominik Kohr,de GER,MF,Leverkusen,Bundesliga,23.0,1994.0,18.5,49.0,26.0,20.0,25.0,4.0,25.0,41.0,61.0,16.0,39.0,5.0,34.0,30.0,79.0,24.0,0.0
1356,Seybou Koita,ne NIG,FW,Amiens,Ligue 1,23.0,1994.0,2.4,1.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
1357,Koke,es ESP,MF,Atlético Madrid,La Liga,25.0,1992.0,30.6,75.0,45.0,31.0,32.0,12.0,27.0,95.0,28.4,68.0,40.0,3.0,37.0,24.0,99.0,38.0,0.0
1358,Aleksandar Kolarov,rs SRB,DF,Roma,Serie A,31.0,1985.0,34.0,58.0,47.0,34.0,16.0,8.0,27.0,49.0,55.1,22.0,24.0,7.0,17.0,53.0,111.0,100.0,2.0
1359,Sead Kolašinac,ba BIH,DF,Arsenal,Premier League,24.0,1993.0,23.9,49.0,37.0,28.0,13.0,8.0,20.0,39.0,51.3,19.0,15.0,3.0,12.0,26.0,75.0,56.0,0.0
1360,Vincent Kompany,be BEL,DF,Manchester City,Premier League,31.0,1986.0,15.5,20.0,11.0,14.0,5.0,1.0,13.0,19.0,68.4,6.0,10.0,8.0,2.0,16.0,36.0,73.0,1.0
1361,Ibrahima Konaté,fr FRA,DF,RB Leipzig,Bundesliga,18.0,1999.0,13.6,32.0,25.0,20.0,12.0,0.0,18.0,23.0,78.3,5.0,14.0,3.0,11.0,20.0,52.0,66.0,0.0
1362,Moussa Konaté,sn SEN,FW,Amiens,Ligue 1,24.0,1993.0,27.5,8.0,6.0,1.0,4.0,3.0,3.0,23.0,13.0,20.0,10.0,2.0,8.0,3.0,11.0,11.0,0.0
1363,Geoffrey Kondogbia,cf CTA,MF,Valencia,La Liga,24.0,1993.0,29.0,88.0,57.0,38.0,43.0,7.0,23.0,68.0,33.8,45.0,46.0,14.0,32.0,62.0,150.0,66.0,0.0
1364,Bakary Koné,bf BFA,DF,Strasbourg,Ligue 1,29.0,1988.0,27.4,26.0,17.0,23.0,3.0,0.0,12.0,31.0,38.7,19.0,20.0,10.0,10.0,33.0,59.0,122.0,2.0
1365,Terence Kongolo,nl NED,DF,Huddersfield,Premier League,23.0,1994.0,11.7,33.0,20.0,19.0,13.0,1.0,14.0,22.0,63.6,8.0,12.0,6.0,6.0,32.0,65.0,71.0,0.0
1366,Terence Kongolo,nl NED,DF,Monaco,Ligue 1,23.0,1994.0,2.9,6.0,4.0,4.0,2.0,0.0,0.0,2.0,0.0,2.0,5.0,3.0,2.0,5.0,11.0,14.0,0.0
1367,Yevhen Konoplyanka,ua UKR,"FW,MF",Schalke 04,Bundesliga,27.0,1989.0,17.4,11.0,9.0,3.0,4.0,4.0,3.0,11.0,27.3,8.0,18.0,1.0,17.0,5.0,16.0,6.0,0.0
1368,Julian Korb,de GER,"DF,MF",Hannover 96,Bundesliga,25.0,1992.0,26.0,52.0,41.0,27.0,19.0,6.0,37.0,68.0,54.4,31.0,30.0,2.0,28.0,22.0,74.0,77.0,0.0
1369,Laurent Koscielny,fr FRA,DF,Arsenal,Premier League,31.0,1985.0,24.7,43.0,21.0,27.0,12.0,4.0,19.0,33.0,57.6,14.0,28.0,15.0,13.0,54.0,97.0,138.0,3.0
