,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Standard - Gls,Standard - Sh,Standard - SoT,Standard - SoT%,Standard - Sh/90,Standard - SoT/90,Standard - G/Sh,Standard - G/SoT,Standard - Dist,Standard - PK,Standard - PKatt
501,Carlos Castro,ESP,FW,Sporting Gijón,es La Liga,20.0,1995.0,11.3,7.0,25.0,12.0,48.0,2.2,1.06,0.28,0.58,,0.0,0.0
502,Chory Castro,URY,MF,Málaga,es La Liga,30.0,1984.0,13.8,1.0,20.0,8.0,40.0,1.45,0.58,0.05,0.13,,0.0,0.0
503,Chory Castro,URY,MF,Real Sociedad,es La Liga,30.0,1984.0,1.8,0.0,1.0,0.0,0.0,0.57,0.0,0.0,,,0.0,0.0
504,Gonzalo Castro,DEU,MF,Dortmund,de Bundesliga,28.0,1987.0,16.5,3.0,,12.0,,,0.73,,0.25,,0.0,0.0
505,Jonny Castro,ESP,DF,Celta Vigo,es La Liga,21.0,1994.0,32.8,1.0,14.0,4.0,28.6,0.43,0.12,0.07,0.25,,0.0,0.0
506,Lucas Castro,ARG,MF,Chievo,it Serie A,26.0,1989.0,30.9,3.0,,11.0,,,0.36,,0.27,,0.0,0.0
507,Rubén Castro,ESP,FW,Betis,es La Liga,34.0,1981.0,37.5,19.0,103.0,48.0,46.6,2.75,1.28,0.16,0.33,,3.0,4.0
508,Zé Castro,PRT,DF,Rayo Vallecano,es La Liga,32.0,1983.0,19.0,2.0,10.0,3.0,30.0,0.53,0.16,0.2,0.67,,0.0,0.0
509,Danilo Cataldi,ITA,MF,Lazio,it Serie A,20.0,1994.0,15.0,1.0,,6.0,,,0.4,,0.17,,0.0,0.0
510,Craig Cathcart,NIC,DF,Watford,eng Premier League,26.0,1989.0,33.7,1.0,,2.0,,,0.06,,0.5,,0.0,0.0
511,Lee Cattermole,GBR,MF,Sunderland,eng Premier League,27.0,1988.0,24.6,0.0,,1.0,,,0.04,,0.0,,0.0,0.0
512,Steven Caulker,SLE,DF,Southampton,eng Premier League,23.0,1991.0,1.6,0.0,,2.0,,,1.23,,0.0,,0.0,0.0
513,Steven Caulker,SLE,DF,Liverpool,eng Premier League,23.0,1991.0,0.1,0.0,,0.0,,,0.0,,,,0.0,0.0
514,Ivan Cavaleiro,PRT,"MF,FW",Monaco,fr Ligue 1,21.0,1993.0,5.7,1.0,,4.0,,,0.7,,0.25,,0.0,0.0
515,Edinson Cavani,URY,FW,Paris S-G,fr Ligue 1,28.0,1987.0,25.7,19.0,,45.0,,,1.75,,0.42,,0.0,1.0
516,Santi Cazorla,ESP,MF,Arsenal,eng Premier League,30.0,1984.0,14.3,0.0,,8.0,,,0.56,,0.0,,0.0,1.0
517,Dani Ceballos,ESP,MF,Betis,es La Liga,18.0,1996.0,23.7,0.0,17.0,3.0,17.6,0.72,0.13,0.0,0.0,,0.0,0.0
518,Petr Čech,CZE,GK,Arsenal,eng Premier League,33.0,1982.0,34.0,0.0,,0.0,,,0.0,,,,0.0,0.0
520,Álvaro Cejudo,ESP,MF,Betis,es La Liga,31.0,1984.0,20.8,1.0,36.0,11.0,30.6,1.73,0.53,0.03,0.09,,0.0,0.0
521,Bersant Celina,XK,"FW,MF",Manchester City,eng Premier League,18.0,1996.0,0.2,0.0,,0.0,,,0.0,,,,0.0,0.0
522,Alessio Cerci,ITA,FW,Genoa,it Serie A,28.0,1987.0,6.1,4.0,,11.0,,,1.81,,0.09,,3.0,3.0
523,Alessio Cerci,ITA,"FW,MF",Milan,it Serie A,28.0,1987.0,8.4,0.0,,0.0,,,0.0,,,,0.0,0.0
524,Boštjan Cesar,SVN,DF,Chievo,it Serie A,33.0,1982.0,30.2,1.0,,4.0,,,0.13,,0.25,,0.0,0.0
525,Nacer Chadli,BEL,MF,Tottenham,eng Premier League,25.0,1989.0,10.5,3.0,,7.0,,,0.67,,0.43,,0.0,0.0
526,Ilyes Chaïbi,DZA,FW,Monaco,fr Ligue 1,18.0,1996.0,0.1,0.0,,0.0,,,0.0,,,,0.0,0.0
527,Florent Chaigneau,FRA,GK,Lorient,fr Ligue 1,31.0,1984.0,2.0,0.0,,0.0,,,0.0,,,,0.0,0.0
528,Nathaniel Chalobah,GBR,"DF,MF",Napoli,it Serie A,20.0,1994.0,0.4,0.0,,0.0,,,0.0,,,,0.0,0.0
529,Marouane Chamakh,MAR,FW,Crystal Palace,eng Premier League,31.0,1984.0,2.9,0.0,,1.0,,,0.35,,0.0,,0.0,0.0
530,Calum Chambers,GBR,"MF,DF",Arsenal,eng Premier League,20.0,1995.0,3.6,0.0,,1.0,,,0.28,,0.0,,0.0,0.0
531,Timothy Chandler,USA,DF,Eint Frankfurt,de Bundesliga,25.0,1990.0,7.4,0.0,,2.0,,,0.27,,0.0,,0.0,0.0
532,Clément Chantôme,FRA,MF,Bordeaux,fr Ligue 1,27.0,1987.0,24.2,1.0,,2.0,,,0.08,,0.5,,0.0,0.0
533,Gaëtan Charbonnier,FRA,"FW,MF",Reims,fr Ligue 1,26.0,1988.0,14.0,4.0,,9.0,,,0.64,,0.44,,0.0,0.0
534,Charles,BRA,FW,Málaga,es La Liga,31.0,1984.0,33.4,12.0,84.0,43.0,51.2,2.52,1.29,0.13,0.26,,1.0,1.0
535,Luca Checchin,ITA,MF,Hellas Verona,it Serie A,18.0,1997.0,1.1,0.0,,0.0,,,0.0,,,,0.0,0.0
536,Chechu,ESP,DF,Rayo Vallecano,es La Liga,33.0,1982.0,5.2,0.0,1.0,1.0,100.0,0.19,0.19,0.0,0.0,,0.0,0.0
537,Pape Cheikh Diop,SEN,MF,Celta Vigo,es La Liga,17.0,1997.0,0.7,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0
538,Zhang Chengdong,CHN,"DF,FW",Rayo Vallecano,es La Liga,26.0,1989.0,0.1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0
539,Amine Chermiti,TUN,"MF,FW",Gazélec Ajaccio,fr Ligue 1,27.0,1987.0,3.1,0.0,,2.0,,,0.65,,0.0,,0.0,0.0
540,Nicolò Cherubin,ITA,DF,Atalanta,it Serie A,28.0,1986.0,11.5,1.0,,2.0,,,0.17,,0.5,,0.0,0.0
541,Denis Cheryshev,RUS,"FW,MF",Real Madrid,es La Liga,24.0,1990.0,0.4,0.0,1.0,0.0,0.0,2.57,0.0,0.0,,,0.0,0.0
542,Denis Cheryshev,RUS,"MF,FW",Valencia,es La Liga,24.0,1990.0,5.3,3.0,13.0,5.0,38.5,2.45,0.94,0.23,0.6,,0.0,0.0
543,James Chester,GB-WLS,DF,West Brom,eng Premier League,26.0,1989.0,10.7,0.0,,0.0,,,0.0,,,,0.0,0.0
544,Raman Chibsah,GHA,MF,Frosinone,it Serie A,22.0,1993.0,12.9,0.0,,0.0,,,0.0,,,,0.0,0.0
546,Giorgio Chiellini,ITA,DF,Juventus,it Serie A,30.0,1984.0,19.9,1.0,,2.0,,,0.1,,0.5,,0.0,0.0
547,Vlad Chiricheș,ROU,DF,Napoli,it Serie A,25.0,1989.0,7.7,1.0,,2.0,,,0.26,,0.5,,0.0,0.0
548,Pedro Chirivella,ESP,MF,Liverpool,eng Premier League,18.0,1997.0,0.5,0.0,,0.0,,,0.0,,,,0.0,0.0
549,Ivaylo Chochev,BGR,MF,Palermo,it Serie A,22.0,1993.0,19.4,0.0,,9.0,,,0.46,,0.0,,0.0,0.0
550,Andreas Christensen,DNK,DF,M'Gladbach,de Bundesliga,19.0,1996.0,31.0,3.0,,5.0,,,0.16,,0.6,,0.0,0.0
551,Max Christiansen,DEU,MF,Ingolstadt 04,de Bundesliga,18.0,1996.0,11.5,0.0,,4.0,,,0.35,,0.0,,0.0,0.0
552,Lazaros Christodoulopoulos,GRC,"MF,FW",Sampdoria,it Serie A,28.0,1986.0,3.9,1.0,,2.0,,,0.51,,0.5,,0.0,0.0
553,Lee Chung-yong,KOR,MF,Crystal Palace,eng Premier League,27.0,1988.0,4.3,1.0,,2.0,,,0.46,,0.5,,0.0,0.0
554,Michaël Ciani,FRA,DF,Espanyol,es La Liga,31.0,1984.0,1.5,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0
555,Luca Cigarini,ITA,MF,Atalanta,it Serie A,29.0,1986.0,20.2,2.0,,12.0,,,0.59,,0.08,,1.0,1.0
556,Tolga Ciğerci,TUR,MF,Hertha BSC,de Bundesliga,23.0,1992.0,11.4,0.0,,8.0,,,0.7,,0.0,,0.0,0.0
557,Per Ciljan Skjelbred,NOR,MF,Hertha BSC,de Bundesliga,28.0,1987.0,29.9,0.0,,0.0,,,0.0,,,,0.0,0.0
558,Daniel Ciofani,ITA,FW,Frosinone,it Serie A,30.0,1985.0,32.3,9.0,,26.0,,,0.8,,0.27,,2.0,2.0
559,Matteo Ciofani,ITA,DF,Frosinone,it Serie A,27.0,1988.0,14.2,0.0,,2.0,,,0.14,,0.0,,0.0,0.0
560,Thiago Cionek,POL,DF,Palermo,it Serie A,29.0,1986.0,5.0,0.0,,0.0,,,0.0,,,,0.0,0.0
561,Gilles Cioni,FRA,DF,Bastia,fr Ligue 1,31.0,1984.0,17.6,0.0,,0.0,,,0.0,,,,0.0,0.0
562,Papiss Cissé,SEN,FW,Newcastle Utd,eng Premier League,30.0,1985.0,11.9,3.0,,9.0,,,0.76,,0.33,,0.0,0.0
563,Aly Cissokho,FRA,DF,Aston Villa,eng Premier League,27.0,1987.0,17.8,0.0,,3.0,,,0.17,,0.0,,0.0,0.0
564,Issa Cissokho,SEN,MF,Genoa,it Serie A,30.0,1985.0,7.2,0.0,,0.0,,,0.0,,,,0.0,0.0
565,Renato Civelli,ARG,DF,Lille,fr Ligue 1,31.0,1983.0,30.7,0.0,,5.0,,,0.16,,0.0,,0.0,0.0
566,Ciaran Clark,IRL,DF,Aston Villa,eng Premier League,25.0,1989.0,16.0,1.0,,2.0,,,0.12,,0.5,,0.0,0.0
567,Jake Clarke-Salter,GBR,DF,Chelsea,eng Premier League,17.0,1997.0,0.2,0.0,,0.0,,,0.0,,,,0.0,0.0
568,Jordy Clasie,NLD,MF,Southampton,eng Premier League,24.0,1991.0,17.1,0.0,,1.0,,,0.06,,0.0,,0.0,0.0
569,Cléber,BRA,DF,Hamburger SV,de Bundesliga,24.0,1990.0,16.4,1.0,,7.0,,,0.43,,0.14,,0.0,0.0
570,Christian Clemens,DEU,MF,Mainz 05,de Bundesliga,23.0,1991.0,19.1,5.0,,17.0,,,0.89,,0.29,,0.0,0.0
572,Jérémy Clément,FRA,MF,Saint-Étienne,fr Ligue 1,30.0,1984.0,24.7,0.0,,1.0,,,0.04,,0.0,,0.0,0.0
573,François Clerc,FRA,"DF,MF",Saint-Étienne,fr Ligue 1,32.0,1983.0,9.7,0.0,,0.0,,,0.0,,,,0.0,0.0
574,Tom Cleverley,GBR,MF,Everton,eng Premier League,25.0,1989.0,17.9,2.0,,7.0,,,0.39,,0.29,,0.0,0.0
575,Gaël Clichy,FRA,DF,Manchester City,eng Premier League,30.0,1985.0,12.1,0.0,,0.0,,,0.0,,,,0.0,0.0
576,Nathaniel Clyne,GBR,DF,Liverpool,eng Premier League,24.0,1991.0,33.0,1.0,,6.0,,,0.18,,0.17,,0.0,0.0
577,Sebastián Coates,URY,DF,Sunderland,eng Premier League,24.0,1990.0,13.7,0.0,6.0,3.0,50.0,0.44,0.22,0.0,0.0,,0.0,0.0
578,Marcus Coco,FRA,MF,Guingamp,fr Ligue 1,19.0,1996.0,19.2,1.0,,7.0,,,0.37,,0.14,,0.0,0.0
579,Andrea Coda,ITA,DF,Sampdoria,it Serie A,30.0,1985.0,1.4,0.0,,0.0,,,0.0,,,,0.0,0.0
580,Alexandre Coeff,FRA,DF,Gazélec Ajaccio,fr Ligue 1,23.0,1992.0,22.2,0.0,,2.0,,,0.09,,0.0,,0.0,0.0
581,Fábio Coentrão,PRT,"DF,MF",Monaco,fr Ligue 1,27.0,1988.0,12.0,3.0,,4.0,,,0.33,,0.75,,0.0,0.0
582,Isaac Cofie,GHA,MF,Carpi,it Serie A,23.0,1991.0,23.9,0.0,,4.0,,,0.17,,0.0,,0.0,0.0
583,Renaud Cohade,FRA,MF,Saint-Étienne,fr Ligue 1,30.0,1984.0,12.7,0.0,,3.0,,,0.24,,0.0,,0.0,0.0
584,Almog Cohen,ISR,MF,Ingolstadt 04,de Bundesliga,26.0,1988.0,9.2,0.0,,3.0,,,0.32,,0.0,,0.0,0.0
585,Coke,ESP,DF,Sevilla,es La Liga,28.0,1987.0,19.3,1.0,31.0,10.0,32.3,1.6,0.52,0.03,0.1,,0.0,0.0
586,Jack Colback,GBR,MF,Newcastle Utd,eng Premier League,25.0,1989.0,26.5,1.0,,4.0,,,0.15,,0.25,,0.0,0.0
587,Séamus Coleman,IRL,DF,Everton,eng Premier League,26.0,1988.0,26.5,1.0,,6.0,,,0.23,,0.17,,0.0,0.0
588,James Collins,GB-WLS,DF,West Ham,eng Premier League,31.0,1983.0,16.0,0.0,,4.0,,,0.25,,0.0,,0.0,0.0
589,Fabricio Coloccini,ARG,DF,Newcastle Utd,eng Premier League,33.0,1982.0,25.5,1.0,,3.0,,,0.12,,0.33,,0.0,0.0
590,Simone Colombi,ITA,GK,Carpi,it Serie A,24.0,1991.0,1.0,0.0,,0.0,,,0.0,,,,0.0,0.0
591,Simone Colombi,ITA,GK,Palermo,it Serie A,24.0,1991.0,1.0,0.0,,0.0,,,0.0,,,,0.0,0.0
592,Kingsley Coman,FRA,FW,Juventus,it Serie A,19.0,1996.0,0.7,0.0,,1.0,,,1.43,,0.0,,0.0,0.0
593,Kingsley Coman,FRA,"MF,FW",Bayern Munich,de Bundesliga,19.0,1996.0,18.7,4.0,,13.0,,,0.69,,0.31,,0.0,0.0
594,Alois Confais,FRA,"DF,MF",Troyes,fr Ligue 1,18.0,1996.0,13.4,0.0,,0.0,,,0.0,,,,0.0,0.0
595,Daniel Congré,FRA,DF,Montpellier,fr Ligue 1,30.0,1985.0,34.8,2.0,,2.0,,,0.06,,1.0,,0.0,0.0
596,Callum Connolly,GBR,"DF,MF",Everton,eng Premier League,17.0,1997.0,0.4,0.0,,0.0,,,0.0,,,,0.0,0.0
598,Andrea Consigli,ITA,GK,Sassuolo,it Serie A,28.0,1987.0,36.3,0.0,,0.0,,,0.0,,,,0.0,0.0
599,Kévin Constant,GIN,DF,Bologna,it Serie A,28.0,1987.0,3.1,0.0,,0.0,,,0.0,,,,0.0,0.0
600,Antoine Conte,GIN,DF,Reims,fr Ligue 1,21.0,1994.0,10.2,0.0,,3.0,,,0.29,,0.0,,0.0,0.0
601,Diego Contento,DEU,DF,Bordeaux,fr Ligue 1,25.0,1990.0,23.5,2.0,,5.0,,,0.21,,0.4,,0.0,0.0
602,Andrea Conti,ITA,"MF,DF",Atalanta,it Serie A,21.0,1994.0,9.0,2.0,,2.0,,,0.22,,1.0,,0.0,0.0
603,Steve Cook,GBR,DF,Bournemouth,eng Premier League,24.0,1991.0,35.5,4.0,,8.0,,,0.23,,0.5,,0.0,0.0
604,Duje Čop,HRV,"FW,MF",Málaga,es La Liga,25.0,1990.0,22.7,7.0,49.0,26.0,53.1,2.15,1.14,0.12,0.23,,1.0,1.0
605,Ferdinando Coppola,ITA,GK,Hellas Verona,it Serie A,37.0,1978.0,1.0,0.0,,0.0,,,0.0,,,,0.0,0.0
606,Francis Coquelin,FRA,MF,Arsenal,eng Premier League,24.0,1991.0,18.3,0.0,,0.0,,,0.0,,,,0.0,0.0
607,Sébastien Corchia,FRA,"DF,MF",Lille,fr Ligue 1,24.0,1990.0,29.2,2.0,,9.0,,,0.31,,0.22,,0.0,0.0
608,Jhon Córdoba,COL,FW,Mainz 05,de Bundesliga,22.0,1993.0,15.5,5.0,,16.0,,,1.04,,0.31,,0.0,0.0
609,Benjamin Corgnet,FRA,MF,Saint-Étienne,fr Ligue 1,28.0,1987.0,6.1,1.0,,2.0,,,0.33,,0.5,,0.0,0.0
610,Jack Cork,GBR,MF,Swansea City,eng Premier League,26.0,1989.0,28.3,1.0,,6.0,,,0.21,,0.17,,0.0,0.0
611,Maxwel Cornet,CIV,"FW,MF",Lyon,fr Ligue 1,18.0,1996.0,16.8,8.0,,13.0,,,0.77,,0.62,,0.0,0.0
612,Quentin Cornette,FRA,MF,Montpellier,fr Ligue 1,21.0,1994.0,1.7,0.0,,1.0,,,0.6,,0.0,,0.0,0.0
613,Imanol Corral,ESP,DF,Eibar,es La Liga,21.0,1994.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0
614,Ángel Correa,ARG,"MF,FW",Atlético Madrid,es La Liga,20.0,1995.0,10.6,5.0,31.0,14.0,45.2,2.91,1.32,0.16,0.36,,0.0,0.0
615,Joaquín Correa,ARG,"MF,FW",Sampdoria,it Serie A,20.0,1994.0,14.6,3.0,,15.0,,,1.03,,0.2,,0.0,0.0
616,Rober Correa,ESP,DF,Espanyol,es La Liga,22.0,1992.0,5.2,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0
617,Jonathan Correia,FRA,DF,Nice,fr Ligue 1,21.0,1994.0,2.6,0.0,,0.0,,,0.0,,,,0.0,0.0
618,Uroš Ćosić,SRB,DF,Empoli,it Serie A,22.0,1992.0,9.0,0.0,,0.0,,,0.0,,,,0.0,0.0
619,Andrea Costa,ITA,DF,Empoli,it Serie A,29.0,1986.0,23.1,1.0,,2.0,,,0.09,,0.5,,0.0,0.0
620,Danny da Costa,DEU,DF,Ingolstadt 04,de Bundesliga,22.0,1993.0,16.9,0.0,,1.0,,,0.06,,0.0,,0.0,0.0
621,Diego Costa,ESP,FW,Chelsea,eng Premier League,26.0,1988.0,26.4,12.0,,28.0,,,1.06,,0.43,,0.0,0.0
622,Douglas Costa,BRA,MF,Bayern Munich,de Bundesliga,24.0,1990.0,21.8,4.0,,27.0,,,1.24,,0.15,,0.0,0.0
624,Filippo Costa,ITA,"DF,MF",Chievo,it Serie A,20.0,1995.0,1.5,0.0,,0.0,,,0.0,,,,0.0,0.0
625,Hélder Costa,AGO,"MF,FW",Monaco,fr Ligue 1,21.0,1994.0,14.3,3.0,,9.0,,,0.63,,0.33,,0.0,0.0
626,Jaume Costa,ESP,DF,Villarreal,es La Liga,27.0,1988.0,17.1,1.0,4.0,2.0,50.0,0.23,0.12,0.25,0.5,,0.0,0.0
627,Angelo da Costa Júnior,BRA,GK,Bologna,it Serie A,31.0,1983.0,5.0,0.0,,0.0,,,0.0,,,,0.0,0.0
628,Ricardo Costa,PRT,DF,Granada,es La Liga,34.0,1981.0,13.9,1.0,9.0,3.0,33.3,0.65,0.22,0.11,0.33,,0.0,0.0
629,Tino Costa,ARG,MF,Fiorentina,it Serie A,30.0,1985.0,3.2,0.0,,0.0,,,0.0,,,,0.0,0.0
630,Tino Costa,ARG,MF,Genoa,it Serie A,30.0,1985.0,10.3,0.0,,4.0,,,0.39,,0.0,,0.0,0.0
631,Benoît Costil,FRA,GK,Rennes,fr Ligue 1,28.0,1987.0,31.0,0.0,,0.0,,,0.0,,,,0.0,0.0
632,Antonio Cotán,ESP,MF,Sevilla,es La Liga,19.0,1995.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0
633,Lassana Coulibaly,MLI,MF,Bastia,fr Ligue 1,19.0,1996.0,7.8,1.0,,5.0,,,0.64,,0.2,,0.0,0.0
634,Yoann Court,FRA,"MF,FW",Troyes,fr Ligue 1,25.0,1990.0,10.6,0.0,,6.0,,,0.56,,0.0,,0.0,0.0
635,Thibaut Courtois,BEL,GK,Chelsea,eng Premier League,23.0,1992.0,22.4,0.0,,0.0,,,0.0,,,,0.0,0.0
636,Philippe Coutinho,BRA,"MF,FW",Liverpool,eng Premier League,23.0,1992.0,22.2,8.0,,30.0,,,1.35,,0.27,,0.0,0.0
637,Aaron Cresswell,GBR,DF,West Ham,eng Premier League,25.0,1989.0,36.8,2.0,,7.0,,,0.19,,0.29,,0.0,0.0
638,Marco Crimi,ITA,MF,Bologna,it Serie A,25.0,1990.0,0.5,0.0,,0.0,,,0.0,,,,0.0,0.0
639,Marco Crimi,ITA,"MF,FW",Carpi,it Serie A,25.0,1990.0,10.8,0.0,,3.0,,,0.28,,0.0,,0.0,0.0
640,Lorenzo Crisetig,ITA,MF,Bologna,it Serie A,22.0,1993.0,3.9,0.0,,0.0,,,0.0,,,,0.0,0.0
641,Bryan Cristante,ITA,MF,Palermo,it Serie A,20.0,1995.0,1.0,0.0,,0.0,,,0.0,,,,0.0,0.0
642,Sebastián Cristóforo,URY,MF,Sevilla,es La Liga,21.0,1993.0,16.1,0.0,3.0,1.0,33.3,0.19,0.06,0.0,0.0,,0.0,0.0
643,Enzo Crivelli,FRA,FW,Bordeaux,fr Ligue 1,20.0,1995.0,17.0,3.0,,9.0,,,0.53,,0.33,,0.0,0.0
644,Roberto Crivello,ITA,DF,Frosinone,it Serie A,23.0,1991.0,16.0,0.0,,0.0,,,0.0,,,,0.0,0.0
645,Daniele Croce,ITA,MF,Empoli,it Serie A,32.0,1982.0,19.9,0.0,,2.0,,,0.1,,0.0,,0.0,0.0
646,Peter Crouch,GBR,FW,Stoke City,eng Premier League,34.0,1981.0,5.1,0.0,,3.0,,,0.58,,0.0,,0.0,0.0
647,Juan Cuadrado,COL,"DF,FW",Chelsea,eng Premier League,27.0,1988.0,0.3,0.0,,1.0,,,3.33,,0.0,,0.0,0.0
648,Juan Cuadrado,COL,"MF,FW",Juventus,it Serie A,27.0,1988.0,19.2,4.0,,11.0,,,0.57,,0.36,,0.0,0.0
650,Iván Cuéllar,ESP,GK,Sporting Gijón,es La Liga,31.0,1984.0,32.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0
651,Isaac Cuenca,ESP,"MF,FW",Granada,es La Liga,24.0,1991.0,8.8,2.0,10.0,3.0,30.0,1.14,0.34,0.2,0.67,,0.0,0.0
652,Mauricio Cuero,COL,"MF,FW",Levante,es La Liga,22.0,1993.0,5.4,0.0,11.0,4.0,36.4,2.05,0.75,0.0,0.0,,0.0,0.0
653,Emmanuel Culio,ARG,MF,Las Palmas,es La Liga,31.0,1983.0,6.2,0.0,5.0,0.0,0.0,0.8,0.0,0.0,,,0.0,0.0
654,Josh Cullen,IRL,"DF,MF",West Ham,eng Premier League,19.0,1996.0,0.0,0.0,,0.0,,,0.0,,,,0.0,0.0
655,Curro,ESP,MF,Sevilla,es La Liga,19.0,1996.0,3.3,0.0,3.0,1.0,33.3,0.9,0.3,0.0,0.0,,0.0,0.0
656,Marco D'Alessandro,ITA,"FW,MF",Atalanta,it Serie A,24.0,1991.0,12.8,3.0,,5.0,,,0.39,,0.6,,0.0,0.0
657,Danilo D'Ambrosio,ITA,"DF,MF",Inter,it Serie A,26.0,1988.0,18.0,2.0,,2.0,,,0.11,,1.0,,0.0,0.0
658,Damien Da Silva,FRA,DF,Caen,fr Ligue 1,27.0,1988.0,27.6,2.0,,5.0,,,0.18,,0.4,,0.0,0.0
659,Bryan Dabo,BFA,"MF,DF",Montpellier,fr Ligue 1,23.0,1992.0,31.7,5.0,,11.0,,,0.35,,0.45,,0.0,0.0
660,Mouhamadou Dabo,FRA,DF,Troyes,fr Ligue 1,28.0,1986.0,11.8,0.0,,1.0,,,0.08,,0.0,,0.0,0.0
661,Mahmoud Dahoud,DEU,MF,M'Gladbach,de Bundesliga,19.0,1996.0,23.0,5.0,,18.0,,,0.78,,0.28,,0.0,0.0
662,Dario Dainelli,ITA,DF,Chievo,it Serie A,36.0,1979.0,15.3,1.0,,1.0,,,0.07,,1.0,,0.0,0.0
663,Felipe dal Belo,BRA,DF,Udinese,it Serie A,31.0,1984.0,23.8,1.0,,5.0,,,0.21,,0.2,,0.0,0.0
664,Leandro Damião,BRA,FW,Betis,es La Liga,26.0,1989.0,1.4,0.0,6.0,1.0,16.7,4.15,0.69,0.0,0.0,,0.0,0.0
665,Gaël Danic,FRA,"MF,FW",Bastia,fr Ligue 1,33.0,1981.0,30.0,5.0,,21.0,,,0.7,,0.19,,1.0,1.0
666,Charlie Daniels,GBR,DF,Bournemouth,eng Premier League,28.0,1986.0,36.5,3.0,,7.0,,,0.19,,0.14,,2.0,2.0
667,Danilo,BRA,DF,Real Madrid,es La Liga,24.0,1991.0,22.7,2.0,18.0,6.0,33.3,0.79,0.26,0.11,0.33,,0.0,0.0
668,Scott Dann,GBR,DF,Crystal Palace,eng Premier League,28.0,1987.0,35.0,5.0,,11.0,,,0.31,,0.45,,0.0,0.0
669,Dante,BRA,DF,Bayern Munich,de Bundesliga,31.0,1983.0,0.2,0.0,,0.0,,,0.0,,,,0.0,0.0
670,Dante,BRA,DF,Wolfsburg,de Bundesliga,31.0,1983.0,22.9,1.0,,2.0,,,0.09,,0.5,,0.0,0.0
671,Romain Danzé,FRA,DF,Rennes,fr Ligue 1,29.0,1986.0,17.9,0.0,,4.0,,,0.22,,0.0,,0.0,0.0
672,Fabio Daprelà,CHE,"DF,MF",Carpi,it Serie A,24.0,1991.0,0.7,0.0,,0.0,,,0.0,,,,0.0,0.0
673,Fabio Daprelà,CHE,MF,Palermo,it Serie A,24.0,1991.0,1.7,0.0,,0.0,,,0.0,,,,0.0,0.0
674,Stéphane Darbion,FRA,MF,Troyes,fr Ligue 1,31.0,1984.0,18.4,1.0,,13.0,,,0.71,,0.08,,0.0,0.0
676,Sergi Darder,ESP,MF,Málaga,es La Liga,21.0,1993.0,0.9,0.0,3.0,1.0,33.3,3.21,1.07,0.0,0.0,,0.0,0.0
677,Sergi Darder,ESP,MF,Lyon,fr Ligue 1,21.0,1993.0,16.4,2.0,,8.0,,,0.49,,0.25,,0.0,0.0
678,Vladimír Darida,CZE,MF,Hertha BSC,de Bundesliga,24.0,1990.0,28.8,5.0,,16.0,,,0.56,,0.31,,0.0,0.0
679,Karl Darlow,GBR,GK,Newcastle Utd,eng Premier League,24.0,1990.0,9.0,0.0,,0.0,,,0.0,,,,0.0,0.0
680,Matteo Darmian,ITA,DF,Manchester Utd,eng Premier League,25.0,1989.0,21.4,1.0,,1.0,,,0.05,,1.0,,0.0,0.0
681,Ben Davies,GB-WLS,DF,Tottenham,eng Premier League,22.0,1993.0,14.3,0.0,,2.0,,,0.14,,0.0,,0.0,0.0
682,Tom Davies,GBR,FW,Everton,eng Premier League,17.0,1998.0,1.1,0.0,,0.0,,,0.0,,,,0.0,0.0
683,Kelvin Davis,GBR,GK,Southampton,eng Premier League,38.0,1976.0,1.0,0.0,,0.0,,,0.0,,,,0.0,0.0
684,Steven Davis,NIC,MF,Southampton,eng Premier League,30.0,1985.0,28.9,5.0,,9.0,,,0.31,,0.56,,0.0,0.0
685,Craig Dawson,GBR,DF,West Brom,eng Premier League,25.0,1990.0,37.6,4.0,,8.0,,,0.21,,0.5,,0.0,0.0
686,Kevin De Bruyne,BEL,MF,Manchester City,eng Premier League,24.0,1991.0,22.2,7.0,,25.0,,,1.12,,0.28,,0.0,0.0
687,Kevin De Bruyne,BEL,MF,Wolfsburg,de Bundesliga,24.0,1991.0,1.8,0.0,,3.0,,,1.65,,0.0,,0.0,0.0
688,Paolo De Ceglie,ITA,DF,Marseille,fr Ligue 1,28.0,1986.0,3.4,0.0,,1.0,,,0.3,,0.0,,0.0,0.0
689,Ritchie De Laet,BEL,DF,Leicester City,eng Premier League,26.0,1988.0,7.3,1.0,,1.0,,,0.14,,1.0,,0.0,0.0
690,Sebastien De Maio,FRA,DF,Genoa,it Serie A,28.0,1987.0,24.8,1.0,,4.0,,,0.16,,0.25,,0.0,0.0
691,Rodrigo De Paul,ARG,"MF,FW",Valencia,es La Liga,21.0,1994.0,5.8,0.0,10.0,2.0,20.0,1.73,0.35,0.0,0.0,,0.0,0.0
