,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Standard - Gls,Standard - Sh,Standard - SoT,Standard - SoT%,Standard - Sh/90,Standard - SoT/90,Standard - G/Sh,Standard - G/SoT,Standard - Dist,Standard - PK,Standard - PKatt
2082,Jordan Pefok,USA,"MF,FW",Reims,fr Ligue 1,19.0,1996.0,9.4,3.0,,9.0,,,0.96,,0.33,,0.0,0.0
2083,Gianluca Pegolo,ITA,GK,Sassuolo,it Serie A,34.0,1981.0,1.7,0.0,,0.0,,,0.0,,,,0.0,0.0
2084,Peter Pekarík,SVK,DF,Hertha BSC,de Bundesliga,28.0,1986.0,11.8,0.0,,1.0,,,0.08,,0.0,,0.0,0.0
2085,Tomáš Pekhart,CZE,FW,Ingolstadt 04,de Bundesliga,26.0,1989.0,0.9,0.0,,0.0,,,0.0,,,,0.0,0.0
2086,Alberto Pelagotti,ITA,GK,Empoli,it Serie A,25.0,1989.0,6.0,0.0,,0.0,,,0.0,,,,0.0,0.0
2087,Yohann Pelé,FRA,GK,Marseille,fr Ligue 1,32.0,1982.0,2.0,0.0,,0.0,,,0.0,,,,0.0,0.0
2088,Graziano Pellè,ITA,FW,Southampton,eng Premier League,30.0,1985.0,24.2,11.0,,25.0,,,1.03,,0.44,,0.0,0.0
2089,Lorenzo Pellegrini,ITA,MF,Sassuolo,it Serie A,19.0,1996.0,12.8,3.0,,10.0,,,0.78,,0.3,,0.0,0.0
2090,Sergio Pellissier,ITA,FW,Chievo,it Serie A,36.0,1979.0,10.6,5.0,,9.0,,,0.85,,0.33,,2.0,2.0
2091,Federico Peluso,ITA,DF,Sassuolo,it Serie A,31.0,1984.0,33.7,1.0,,4.0,,,0.12,,0.25,,0.0,0.0
2092,Adalberto Peñaranda,VEN,"FW,MF",Granada,es La Liga,18.0,1997.0,18.6,5.0,22.0,8.0,36.4,1.19,0.43,0.23,0.63,,0.0,0.0
2093,Matthew Pennington,GBR,DF,Everton,eng Premier League,20.0,1994.0,3.3,0.0,,1.0,,,0.3,,0.0,,0.0,0.0
2094,Pepe,PRT,DF,Real Madrid,es La Liga,32.0,1983.0,21.0,1.0,12.0,6.0,50.0,0.57,0.29,0.08,0.17,,0.0,0.0
2095,Simone Pepe,ITA,"MF,FW",Chievo,it Serie A,31.0,1983.0,8.9,3.0,,5.0,,,0.56,,0.6,,0.0,0.0
2096,Brayan Perea,COL,FW,Troyes,fr Ligue 1,22.0,1993.0,5.7,0.0,,2.0,,,0.35,,0.0,,0.0,0.0
2097,Álvaro Pereira,URY,DF,Getafe,es La Liga,29.0,1985.0,4.5,0.0,2.0,0.0,0.0,0.44,0.0,0.0,,,0.0,0.0
2098,Andreas Pereira,BRA,MF,Manchester Utd,eng Premier League,19.0,1996.0,0.9,0.0,,0.0,,,0.0,,,,0.0,0.0
2099,Pedro Pereira,PRT,FW,Sampdoria,it Serie A,31.0,1984.0,7.1,0.0,,1.0,,,0.14,,0.0,,0.0,0.0
2100,Ricardo Pereira,PRT,DF,Nice,fr Ligue 1,21.0,1993.0,25.3,0.0,,1.0,,,0.04,,0.0,,0.0,0.0
2101,Bruno Peres,BRA,MF,Torino,it Serie A,25.0,1990.0,28.8,3.0,,18.0,,,0.62,,0.17,,0.0,0.0
2102,Roberto Pereyra,ARG,"MF,FW",Juventus,it Serie A,24.0,1991.0,8.9,0.0,,2.0,,,0.22,,0.0,,0.0,0.0
2103,Ayoze Pérez,ESP,"MF,FW",Newcastle Utd,eng Premier League,22.0,1993.0,22.8,6.0,,15.0,,,0.66,,0.4,,0.0,0.0
2104,Enzo Pérez,ARG,MF,Valencia,es La Liga,29.0,1986.0,14.0,0.0,6.0,0.0,0.0,0.43,0.0,0.0,,,0.0,0.0
2106,Hernán Pérez,PRY,"MF,FW",Espanyol,es La Liga,26.0,1989.0,27.2,7.0,47.0,18.0,38.3,1.73,0.66,0.15,0.39,,0.0,0.0
2107,Lucas Pérez,ESP,FW,La Coruña,es La Liga,26.0,1988.0,34.9,17.0,100.0,50.0,50.0,2.87,1.43,0.16,0.32,,1.0,1.0
2108,Pablo Pérez,ESP,"MF,FW",Sporting Gijón,es La Liga,21.0,1993.0,8.3,0.0,19.0,8.0,42.1,2.28,0.96,0.0,0.0,,0.0,0.0
2109,Rubén Pérez,ESP,MF,Granada,es La Liga,26.0,1989.0,27.5,0.0,17.0,2.0,11.8,0.62,0.07,0.0,0.0,,0.0,0.0
2110,Stipe Perica,HRV,FW,Udinese,it Serie A,20.0,1995.0,5.2,2.0,,7.0,,,1.35,,0.29,,0.0,0.0
2111,Mattia Perin,ITA,GK,Genoa,it Serie A,22.0,1992.0,25.0,0.0,,0.0,,,0.0,,,,0.0,0.0
2112,Ivan Perišić,HRV,"MF,FW",Inter,it Serie A,26.0,1989.0,26.8,7.0,,21.0,,,0.78,,0.33,,0.0,0.0
2113,Ivan Perišić,HRV,MF,Wolfsburg,de Bundesliga,26.0,1989.0,1.8,1.0,,1.0,,,0.55,,1.0,,0.0,0.0
2114,Diego Perotti,ARG,FW,Genoa,it Serie A,27.0,1988.0,12.0,1.0,,3.0,,,0.25,,0.0,,1.0,1.0
2115,Diego Perotti,ARG,"FW,MF",Roma,it Serie A,27.0,1988.0,13.4,3.0,,9.0,,,0.67,,0.33,,0.0,0.0
2116,Gaëtan Perrin,FRA,MF,Lyon,fr Ligue 1,19.0,1996.0,0.4,1.0,,1.0,,,2.81,,1.0,,0.0,0.0
2117,Loïc Perrin,FRA,DF,Saint-Étienne,fr Ligue 1,29.0,1985.0,23.4,3.0,,9.0,,,0.39,,0.33,,0.0,0.0
2118,Aleksandar Pešić,SRB,"FW,MF",Toulouse,fr Ligue 1,23.0,1992.0,6.9,2.0,,3.0,,,0.44,,0.67,,0.0,0.0
2119,Denis Petrić,SRB,GK,Troyes,fr Ligue 1,27.0,1988.0,9.0,0.0,,0.0,,,0.0,,,,0.0,0.0
2120,Denis Petrić,SRB,GK,Angers,fr Ligue 1,27.0,1988.0,2.0,0.0,,0.0,,,0.0,,,,0.0,0.0
2121,Petros,BRA,MF,Betis,es La Liga,26.0,1989.0,25.8,1.0,9.0,1.0,11.1,0.35,0.04,0.11,1.0,,0.0,0.0
2122,Alexi Peuget,FRA,"MF,FW",Reims,fr Ligue 1,24.0,1990.0,7.4,0.0,,2.0,,,0.27,,0.0,,0.0,0.0
2123,Mathieu Peybernes,FRA,DF,Bastia,fr Ligue 1,24.0,1990.0,22.7,0.0,,0.0,,,0.0,,,,0.0,0.0
2124,Germán Pezzella,ARG,DF,Betis,es La Liga,24.0,1991.0,24.1,3.0,17.0,8.0,47.1,0.71,0.33,0.18,0.38,,0.0,0.0
2125,Giuseppe Pezzella,ITA,"DF,MF",Palermo,it Serie A,17.0,1997.0,6.6,0.0,,0.0,,,0.0,,,,0.0,0.0
2126,Romain Philippoteaux,FRA,"MF,FW",Lorient,fr Ligue 1,27.0,1988.0,15.9,0.0,,4.0,,,0.25,,0.0,,0.0,0.0
2127,Jessy Pi,FRA,MF,Troyes,fr Ligue 1,21.0,1993.0,35.3,3.0,,17.0,,,0.48,,0.18,,0.0,0.0
2128,Pablo Piatti,ARG,"FW,MF",Valencia,es La Liga,26.0,1989.0,8.8,0.0,10.0,4.0,40.0,1.13,0.45,0.0,0.0,,0.0,0.0
2129,Cristiano Piccini,ITA,DF,Betis,es La Liga,22.0,1992.0,15.8,0.0,14.0,3.0,21.4,0.89,0.19,0.0,0.0,,0.0,0.0
2130,Jordan Pickford,GBR,GK,Sunderland,eng Premier League,21.0,1994.0,2.0,0.0,,0.0,,,0.0,,,,0.0,0.0
2132,Jérémy Pied,FRA,DF,Nice,fr Ligue 1,26.0,1989.0,32.9,0.0,,4.0,,,0.12,,0.0,,0.0,0.0
2133,Steven Pienaar,ZAF,MF,Everton,eng Premier League,33.0,1982.0,1.4,0.0,,0.0,,,0.0,,,,0.0,0.0
2134,Ronaël Pierre-Gabriel,FRA,DF,Saint-Étienne,fr Ligue 1,17.0,1998.0,3.6,0.0,,0.0,,,0.0,,,,0.0,0.0
2135,Erik Pieters,NLD,DF,Stoke City,eng Premier League,26.0,1988.0,34.4,0.0,,1.0,,,0.03,,0.0,,0.0,0.0
2136,Tomás Pina Isla,ESP,MF,Villarreal,es La Liga,27.0,1987.0,18.1,0.0,7.0,2.0,28.6,0.39,0.11,0.0,0.0,,0.0,0.0
2137,Erin Pinheiro,CPV,MF,Saint-Étienne,fr Ligue 1,18.0,1997.0,0.2,0.0,,0.0,,,0.0,,,,0.0,0.0
2138,Mauricio Pinilla,CHL,FW,Atalanta,it Serie A,31.0,1984.0,14.9,5.0,,14.0,,,0.94,,0.36,,0.0,1.0
2139,Ivo Pinto,PRT,DF,Norwich City,eng Premier League,25.0,1990.0,9.0,0.0,,0.0,,,0.0,,,,0.0,0.0
2140,Giampiero Pinzi,ITA,MF,Chievo,it Serie A,34.0,1981.0,11.0,0.0,,1.0,,,0.09,,0.0,,0.0,0.0
2141,Laurent Pionnier,FRA,GK,Montpellier,fr Ligue 1,33.0,1982.0,25.0,0.0,,0.0,,,0.0,,,,0.0,0.0
2142,Gerard Piqué,ESP,DF,Barcelona,es La Liga,28.0,1987.0,28.7,2.0,13.0,6.0,46.2,0.45,0.21,0.15,0.33,,0.0,0.0
2143,Iván Piris,PRY,DF,Udinese,it Serie A,26.0,1989.0,20.8,0.0,,1.0,,,0.05,,0.0,,0.0,0.0
2144,Eros Pisano,ITA,DF,Hellas Verona,it Serie A,28.0,1987.0,32.3,5.0,,7.0,,,0.22,,0.71,,0.0,0.0
2145,Łukasz Piszczek,POL,DF,Dortmund,de Bundesliga,30.0,1985.0,16.9,0.0,,3.0,,,0.18,,0.0,,0.0,0.0
2146,Piti,ESP,MF,Rayo Vallecano,es La Liga,34.0,1981.0,3.7,0.0,7.0,2.0,28.6,1.87,0.53,0.0,0.0,,0.0,0.0
2147,Piti,ESP,"MF,FW",Granada,es La Liga,34.0,1981.0,4.6,2.0,10.0,5.0,50.0,2.17,1.08,0.2,0.4,,0.0,0.0
2148,Alessandro Piu,ITA,FW,Empoli,it Serie A,19.0,1996.0,2.4,0.0,,2.0,,,0.82,,0.0,,0.0,0.0
2149,Claudio Pizarro,PER,FW,Werder Bremen,de Bundesliga,36.0,1978.0,19.3,14.0,,26.0,,,1.34,,0.35,,5.0,6.0
2150,Miralem Pjanić,BIH,MF,Roma,it Serie A,25.0,1990.0,29.4,10.0,,28.0,,,0.95,,0.32,,1.0,1.0
2151,Johny Placide,HTI,GK,Reims,fr Ligue 1,27.0,1988.0,18.0,0.0,,0.0,,,0.0,,,,0.0,0.0
2152,Carles Planas,ESP,DF,Celta Vigo,es La Liga,24.0,1991.0,18.7,0.0,3.0,1.0,33.3,0.16,0.05,0.0,0.0,,0.0,0.0
2153,Jaroslav Plašil,CZE,MF,Bordeaux,fr Ligue 1,33.0,1982.0,24.4,3.0,,8.0,,,0.33,,0.38,,0.0,0.0
2154,Felix Platte,DEU,FW,Darmstadt 98,de Bundesliga,19.0,1996.0,1.7,0.0,,0.0,,,0.0,,,,0.0,0.0
2155,Felix Platte,DEU,FW,Schalke 04,de Bundesliga,19.0,1996.0,0.0,0.0,,0.0,,,0.0,,,,0.0,0.0
2156,Marvin Plattenhardt,DEU,DF,Hertha BSC,de Bundesliga,23.0,1992.0,33.0,2.0,,3.0,,,0.09,,0.67,,0.0,0.0
2158,Alassane Pléa,FRA,FW,Nice,fr Ligue 1,22.0,1993.0,15.6,6.0,,21.0,,,1.35,,0.29,,0.0,0.0
2159,Stipe Pletikosa,HRV,GK,La Coruña,es La Liga,36.0,1979.0,2.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0
2160,Sébastien Pocognoli,BEL,"DF,MF",West Brom,eng Premier League,27.0,1987.0,0.4,0.0,,0.0,,,0.0,,,,0.0,0.0
2161,Florentin Pogba,GIN,DF,Saint-Étienne,fr Ligue 1,24.0,1990.0,21.6,0.0,,0.0,,,0.0,,,,0.0,0.0
2162,Paul Pogba,FRA,MF,Juventus,it Serie A,22.0,1993.0,33.5,8.0,,39.0,,,1.16,,0.18,,1.0,2.0
2163,Louis Poggi,FRA,MF,Gazélec Ajaccio,fr Ligue 1,31.0,1984.0,8.7,0.0,,3.0,,,0.34,,0.0,,0.0,0.0
2164,Eugen Polanski,POL,MF,Hoffenheim,de Bundesliga,29.0,1986.0,19.5,1.0,,5.0,,,0.26,,0.2,,0.0,1.0
2165,Andrea Poli,ITA,MF,Milan,it Serie A,25.0,1989.0,6.5,0.0,,0.0,,,0.0,,,,0.0,0.0
2166,Fabrizio Poli,ITA,"DF,MF",Carpi,it Serie A,26.0,1989.0,9.4,0.0,,0.0,,,0.0,,,,0.0,0.0
2167,Matteo Politano,ITA,FW,Sassuolo,it Serie A,21.0,1993.0,11.6,5.0,,12.0,,,1.03,,0.42,,0.0,0.0
2168,Pierre-Yves Polomat,FRA,"DF,MF",Saint-Étienne,fr Ligue 1,21.0,1993.0,10.2,0.0,,1.0,,,0.1,,0.0,,0.0,0.0
2169,Ronaldo Pompeu,BRA,MF,Empoli,it Serie A,25.0,1990.0,1.2,0.0,,1.0,,,0.84,,0.0,,0.0,0.0
2170,Andrés Ponce,VEN,FW,Sampdoria,it Serie A,18.0,1996.0,0.1,0.0,,0.0,,,0.0,,,,0.0,0.0
2171,Filippo Porcari,ITA,MF,Carpi,it Serie A,31.0,1984.0,2.0,0.0,,0.0,,,0.0,,,,0.0,0.0
2172,Jérémie Porsan-Clémenté,FRA,FW,Marseille,fr Ligue 1,17.0,1997.0,0.0,0.0,,0.0,,,0.0,,,,0.0,0.0
2173,Francisco Portillo,ESP,MF,Betis,es La Liga,25.0,1990.0,10.8,0.0,5.0,0.0,0.0,0.46,0.0,0.0,,,0.0,0.0
2174,Josip Posavec,HRV,GK,Palermo,it Serie A,19.0,1996.0,1.0,0.0,,0.0,,,0.0,,,,0.0,0.0
2175,Maxime Poundjé,FRA,DF,Bordeaux,fr Ligue 1,22.0,1992.0,14.0,0.0,,2.0,,,0.14,,0.0,,0.0,0.0
2176,Simon Pouplin,FRA,GK,Nice,fr Ligue 1,30.0,1985.0,0.4,0.0,,0.0,,,0.0,,,,0.0,0.0
2177,Nick Powell,GBR,"FW,MF",Manchester Utd,eng Premier League,21.0,1994.0,0.2,0.0,,0.0,,,0.0,,,,0.0,0.0
2178,Sanjin Prcić,BIH,MF,Torino,it Serie A,21.0,1993.0,0.3,0.0,,0.0,,,0.0,,,,0.0,0.0
2179,Nicolas de Préville,FRA,"FW,MF",Reims,fr Ligue 1,24.0,1991.0,32.4,6.0,,38.0,,,1.17,,0.16,,0.0,0.0
2180,Edgar Prib,DEU,"MF,DF",Hannover 96,de Bundesliga,25.0,1989.0,14.8,0.0,,8.0,,,0.54,,0.0,,0.0,0.0
2181,Xabi Prieto,ESP,MF,Real Sociedad,es La Liga,31.0,1983.0,26.5,3.0,18.0,9.0,50.0,0.68,0.34,0.11,0.22,,1.0,1.0
2182,Jérôme Prior,FRA,GK,Bordeaux,fr Ligue 1,19.0,1995.0,12.0,0.0,,0.0,,,0.0,,,,0.0,0.0
2184,Alex Pritchard,GBR,"FW,MF",Tottenham,eng Premier League,22.0,1993.0,0.1,0.0,,0.0,,,0.0,,,,0.0,0.0
2185,Alex Pritchard,GBR,"FW,MF",West Brom,eng Premier League,22.0,1993.0,0.7,0.0,,0.0,,,0.0,,,,0.0,0.0
2186,Sloan Privat,FRA,FW,Guingamp,fr Ligue 1,26.0,1989.0,13.9,7.0,,14.0,,,1.01,,0.5,,0.0,1.0
2187,Sebastian Prödl,AUT,DF,Watford,eng Premier League,28.0,1987.0,19.8,2.0,,5.0,,,0.25,,0.4,,0.0,0.0
2188,Vasyl Pryima,UKR,DF,Frosinone,it Serie A,24.0,1991.0,3.3,0.0,,0.0,,,0.0,,,,0.0,0.0
2189,Manuel Pucciarelli,ITA,FW,Empoli,it Serie A,24.0,1991.0,33.7,6.0,,17.0,,,0.5,,0.35,,0.0,0.0
2190,Paulin Puel,FRA,FW,Nice,fr Ligue 1,18.0,1997.0,2.1,0.0,,1.0,,,0.47,,0.0,,0.0,0.0
2191,Marc Pugh,GBR,MF,Bournemouth,eng Premier League,28.0,1987.0,14.9,3.0,,11.0,,,0.74,,0.27,,0.0,0.0
2192,Maurizio Pugliesi,ITA,GK,Empoli,it Serie A,38.0,1976.0,1.0,0.0,,0.0,,,0.0,,,,0.0,0.0
2193,Grégory Pujol,FRA,FW,Gazélec Ajaccio,fr Ligue 1,35.0,1980.0,12.7,5.0,,12.0,,,0.95,,0.42,,0.0,0.0
2194,Erick Pulgar,CHL,MF,Bologna,it Serie A,21.0,1994.0,7.7,0.0,,0.0,,,0.0,,,,0.0,0.0
2195,Christian Pulisic,USA,"MF,FW",Dortmund,de Bundesliga,16.0,1998.0,4.3,2.0,,3.0,,,0.69,,0.67,,0.0,0.0
2196,Jason Puncheon,GBR,"MF,FW",Crystal Palace,eng Premier League,29.0,1986.0,29.1,2.0,,14.0,,,0.48,,0.14,,0.0,0.0
2197,Leandro Putaro,DEU,"FW,MF",Wolfsburg,de Bundesliga,18.0,1997.0,0.5,0.0,,1.0,,,1.91,,0.0,,0.0,0.0
2198,Fabio Quagliarella,ITA,FW,Torino,it Serie A,32.0,1983.0,15.0,5.0,,19.0,,,1.27,,0.21,,1.0,1.0
2199,Fabio Quagliarella,ITA,FW,Sampdoria,it Serie A,32.0,1983.0,13.6,3.0,,20.0,,,1.47,,0.15,,0.0,0.0
2200,Robin Quaison,SWE,"FW,MF",Palermo,it Serie A,21.0,1993.0,16.8,1.0,,6.0,,,0.36,,0.17,,0.0,0.0
2201,Quini,ESP,DF,Rayo Vallecano,es La Liga,25.0,1989.0,22.8,0.0,19.0,3.0,15.8,0.83,0.13,0.0,0.0,,0.0,0.0
2202,Juan Quintero,COL,"MF,FW",Rennes,fr Ligue 1,22.0,1993.0,9.0,1.0,,3.0,,,0.33,,0.33,,0.0,0.0
2203,Antoine Rabillard,FRA,FW,Marseille,fr Ligue 1,19.0,1995.0,1.0,1.0,,2.0,,,2.09,,0.5,,0.0,0.0
2204,Adrien Rabiot,FRA,MF,Paris S-G,fr Ligue 1,20.0,1995.0,17.9,1.0,,5.0,,,0.28,,0.2,,0.0,0.0
2205,Nemanja Radoja,SRB,MF,Celta Vigo,es La Liga,22.0,1993.0,16.2,0.0,6.0,1.0,16.7,0.37,0.06,0.0,0.0,,0.0,0.0
2206,Josip Radošević,HRV,MF,Eibar,es La Liga,21.0,1994.0,4.5,0.0,1.0,0.0,0.0,0.22,0.0,0.0,,,0.0,0.0
2207,Ivan Radovanović,SRB,MF,Chievo,it Serie A,26.0,1988.0,23.1,0.0,,5.0,,,0.22,,0.0,,0.0,0.0
2208,Ștefan Radu,ROU,DF,Lazio,it Serie A,28.0,1986.0,12.1,0.0,,0.0,,,0.0,,,,0.0,0.0
2210,Boris Radunović,SRB,GK,Atalanta,it Serie A,19.0,1996.0,1.0,0.0,,0.0,,,0.0,,,,0.0,0.0
2211,Rafael,BRA,GK,Hellas Verona,it Serie A,33.0,1982.0,11.2,0.0,,0.0,,,0.0,,,,0.0,0.0
2212,Rafael,BRA,DF,Lyon,fr Ligue 1,25.0,1990.0,16.1,1.0,,6.0,,,0.37,,0.17,,0.0,0.0
2213,Juan Rafael Fuentes,ESP,DF,Espanyol,es La Liga,25.0,1990.0,8.4,0.0,1.0,1.0,100.0,0.12,0.12,0.0,0.0,,0.0,0.0
2214,Albert Rafetraniaina,MDG,"DF,MF",Nice,fr Ligue 1,18.0,1996.0,0.0,0.0,,0.0,,,0.0,,,,0.0,0.0
2215,Raffael,BRA,"FW,MF",M'Gladbach,de Bundesliga,30.0,1985.0,29.7,13.0,,33.0,,,1.11,,0.36,,1.0,1.0
2216,Rafinha,BRA,"FW,MF",Barcelona,es La Liga,22.0,1993.0,3.1,1.0,2.0,2.0,100.0,0.64,0.64,0.5,0.5,,0.0,0.0
2217,Rafinha,BRA,"DF,MF",Bayern Munich,de Bundesliga,29.0,1985.0,19.5,0.0,,3.0,,,0.15,,0.0,,0.0,0.0
2218,Andrea Raggi,ITA,DF,Monaco,fr Ligue 1,31.0,1984.0,29.0,2.0,,4.0,,,0.14,,0.5,,0.0,0.0
2219,Stéphan Raheriharimanana,MDG,MF,Nice,fr Ligue 1,21.0,1993.0,0.8,0.0,,0.0,,,0.0,,,,0.0,0.0
2220,Baba Rahman,GHA,DF,Chelsea,eng Premier League,21.0,1994.0,11.3,0.0,,2.0,,,0.18,,0.0,,0.0,0.0
2221,Antonio Raillo,ESP,DF,Espanyol,es La Liga,23.0,1991.0,4.0,0.0,4.0,1.0,25.0,1.0,0.25,0.0,0.0,,0.0,0.0
2222,Cristian Raimondi,ITA,"DF,MF",Atalanta,it Serie A,34.0,1981.0,8.4,0.0,,1.0,,,0.12,,0.0,,0.0,0.0
2223,Alexandre Raineau,FRA,DF,Caen,fr Ligue 1,29.0,1986.0,3.6,0.0,,0.0,,,0.0,,,,0.0,0.0
2224,Slobodan Rajković,SRB,DF,Darmstadt 98,de Bundesliga,26.0,1989.0,11.2,1.0,,1.0,,,0.09,,1.0,,0.0,0.0
2225,Ivan Rakitić,HRV,MF,Barcelona,es La Liga,27.0,1988.0,28.5,7.0,45.0,14.0,31.1,1.58,0.49,0.16,0.5,,0.0,0.0
2226,André Ramalho,BRA,DF,Leverkusen,de Bundesliga,23.0,1992.0,12.5,0.0,,0.0,,,0.0,,,,0.0,0.0
2227,Adil Rami,FRA,DF,Sevilla,es La Liga,29.0,1985.0,26.9,0.0,12.0,3.0,25.0,0.45,0.11,0.0,0.0,,0.0,0.0
2228,Ramires,BRA,MF,Chelsea,eng Premier League,28.0,1987.0,6.8,2.0,,5.0,,,0.74,,0.4,,0.0,0.0
2229,Gastón Ramírez,URY,"FW,MF",Southampton,eng Premier League,24.0,1990.0,0.3,0.0,,0.0,,,0.0,,,,0.0,0.0
2230,Sandro Ramírez,ESP,FW,Barcelona,es La Liga,20.0,1995.0,3.9,0.0,10.0,2.0,20.0,2.58,0.52,0.0,0.0,,0.0,0.0
2231,Iván Ramis,ESP,DF,Eibar,es La Liga,30.0,1984.0,19.9,0.0,8.0,1.0,12.5,0.4,0.05,0.0,0.0,,0.0,0.0
2232,Adrián Ramos,COL,"FW,MF",Dortmund,de Bundesliga,29.0,1986.0,10.5,9.0,,16.0,,,1.52,,0.56,,0.0,0.0
2233,Sergio Ramos,ESP,DF,Real Madrid,es La Liga,29.0,1986.0,21.6,2.0,20.0,4.0,20.0,0.93,0.19,0.1,0.5,,0.0,0.0
2234,Aaron Ramsey,GB-WLS,MF,Arsenal,eng Premier League,24.0,1990.0,29.1,5.0,,21.0,,,0.72,,0.24,,0.0,0.0
2236,Connor Randall,GBR,DF,Liverpool,eng Premier League,19.0,1995.0,1.8,0.0,,1.0,,,0.55,,0.0,,0.0,0.0
2237,Darren Randolph,IRL,GK,West Ham,eng Premier League,28.0,1987.0,6.0,0.0,,0.0,,,0.0,,,,0.0,0.0
2238,Àngel Rangel,ESP,DF,Swansea City,eng Premier League,32.0,1982.0,20.2,0.0,,0.0,,,0.0,,,,0.0,0.0
2239,Antony Ranieri,FRA,FW,Nice,fr Ligue 1,18.0,1997.0,0.1,0.0,,0.0,,,0.0,,,,0.0,0.0
2240,Andrea Ranocchia,ITA,DF,Sampdoria,it Serie A,27.0,1988.0,12.7,0.0,,1.0,,,0.08,,0.0,,0.0,0.0
2241,Andrea Ranocchia,ITA,DF,Inter,it Serie A,27.0,1988.0,2.4,0.0,,0.0,,,0.0,,,,0.0,0.0
2242,Tokelo Rantie,ZAF,FW,Bournemouth,eng Premier League,24.0,1990.0,0.5,0.0,,0.0,,,0.0,,,,0.0,0.0
2243,Marcus Rashford,GBR,FW,Manchester Utd,eng Premier League,17.0,1997.0,9.5,5.0,,8.0,,,0.84,,0.63,,0.0,0.0
2244,Florian Raspentino,FRA,"FW,MF",Bastia,fr Ligue 1,26.0,1989.0,5.7,1.0,,2.0,,,0.35,,0.5,,0.0,0.0
2245,Răzvan Raț,ROU,DF,Rayo Vallecano,es La Liga,34.0,1981.0,8.2,0.0,8.0,3.0,37.5,0.98,0.37,0.0,0.0,,0.0,0.0
2246,Konstantin Rausch,RUS,MF,Darmstadt 98,de Bundesliga,25.0,1990.0,23.4,2.0,,14.0,,,0.6,,0.14,,0.0,0.0
2247,Ante Rebić,HRV,"MF,FW",Hellas Verona,it Serie A,21.0,1993.0,6.3,0.0,,2.0,,,0.32,,0.0,,0.0,0.0
2248,Ante Rebić,HRV,"FW,MF",Fiorentina,it Serie A,21.0,1993.0,2.5,1.0,,2.0,,,0.79,,0.5,,0.0,0.0
2249,Recio,ESP,MF,Málaga,es La Liga,24.0,1991.0,30.5,0.0,36.0,13.0,36.1,1.18,0.43,0.0,0.0,,0.0,0.0
2250,Nathan Redmond,GBR,MF,Norwich City,eng Premier League,21.0,1994.0,26.0,6.0,,17.0,,,0.65,,0.35,,0.0,0.0
2251,Harrison Reed,GBR,MF,Southampton,eng Premier League,20.0,1995.0,0.1,0.0,,0.0,,,0.0,,,,0.0,0.0
2252,Fabian Reese,DEU,"FW,MF",Schalke 04,de Bundesliga,17.0,1997.0,0.0,0.0,,0.0,,,0.0,,,,0.0,0.0
2253,Yanni Regäsel,DEU,DF,Hertha BSC,de Bundesliga,19.0,1996.0,5.1,0.0,,0.0,,,0.0,,,,0.0,0.0
2254,Yanni Regäsel,DEU,DF,Eint Frankfurt,de Bundesliga,19.0,1996.0,9.0,0.0,,1.0,,,0.11,,0.0,,0.0,0.0
2255,Adrien Regattin,MAR,"MF,FW",Toulouse,fr Ligue 1,23.0,1991.0,16.9,1.0,,12.0,,,0.71,,0.08,,0.0,0.0
2256,Vasco Regini,ITA,DF,Sampdoria,it Serie A,24.0,1990.0,13.4,0.0,,0.0,,,0.0,,,,0.0,0.0
2257,Vasco Regini,ITA,DF,Napoli,it Serie A,24.0,1990.0,0.2,0.0,,1.0,,,6.0,,0.0,,0.0,0.0
2258,Winston Reid,NZL,DF,West Ham,eng Premier League,27.0,1988.0,23.7,1.0,,5.0,,,0.21,,0.2,,0.0,0.0
2259,Pepe Reina,ESP,GK,Napoli,it Serie A,32.0,1982.0,37.0,0.0,,0.0,,,0.0,,,,0.0,0.0
2260,Stefan Reinartz,DEU,MF,Eint Frankfurt,de Bundesliga,26.0,1989.0,13.3,1.0,,2.0,,,0.15,,0.5,,0.0,0.0
2262,Karim Rekik,NLD,DF,Marseille,fr Ligue 1,20.0,1994.0,22.6,1.0,,2.0,,,0.09,,0.5,,0.0,0.0
2263,Loïc Rémy,FRA,FW,Chelsea,eng Premier League,28.0,1987.0,3.2,1.0,,5.0,,,1.55,,0.2,,0.0,0.0
2264,William Rémy,FRA,"DF,MF",Montpellier,fr Ligue 1,24.0,1991.0,26.6,0.0,,3.0,,,0.11,,0.0,,0.0,0.0
2265,Vincenzo Rennella,ITA,FW,Betis,es La Liga,26.0,1988.0,2.1,1.0,5.0,2.0,40.0,2.33,0.93,0.2,0.5,,0.0,0.0
2266,Marco Reus,DEU,"MF,FW",Dortmund,de Bundesliga,26.0,1989.0,21.2,12.0,,28.0,,,1.32,,0.39,,1.0,2.0
2267,Diego Reyes,MEX,"DF,MF",Real Sociedad,es La Liga,22.0,1992.0,25.7,2.0,11.0,2.0,18.2,0.43,0.08,0.18,1.0,,0.0,0.0
2268,Anthony Ribelin,FRA,FW,Montpellier,fr Ligue 1,19.0,1996.0,0.6,0.0,,0.0,,,0.0,,,,0.0,0.0
2269,Franck Ribéry,FRA,"MF,FW",Bayern Munich,de Bundesliga,32.0,1983.0,7.6,2.0,,7.0,,,0.92,,0.29,,0.0,0.0
