,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Starts,Playing Time - Min,Playing Time - 90s,Performance - GA,Performance - GA90,Performance - SoTA,Performance - Saves,Performance - Save%,Performance - W,Performance - D,Performance - L,Performance - CS,Performance - CS%,Penalty Kicks - PKatt,Penalty Kicks - PKA,Penalty Kicks - PKsv,Penalty Kicks - PKm,Penalty Kicks - Save%
144,Manuel Neuer,DEU,GK,Bayern Munich,de Bundesliga,30.0,1986.0,26.0,26.0,2340.0,26.0,13.0,0.5,67.0,54.0,80.6,19.0,6.0,1.0,14.0,53.8,0.0,0.0,0.0,0.0,
145,Kristoffer Nordfeldt,SWE,GK,Swansea City,eng Premier League,27.0,1989.0,1.0,1.0,90.0,1.0,1.0,1.0,5.0,4.0,80.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
146,Ørjan Nyland,NOR,GK,Ingolstadt 04,de Bundesliga,25.0,1990.0,12.0,11.0,1023.0,11.4,23.0,2.02,62.0,39.0,66.1,0.0,3.0,8.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
147,David Oberhauser,FRA,GK,Metz,fr Ligue 1,25.0,1990.0,1.0,1.0,90.0,1.0,2.0,2.0,4.0,2.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
148,Jan Oblak,SVN,GK,Atlético Madrid,es La Liga,23.0,1993.0,30.0,30.0,2651.0,29.4,21.0,0.71,81.0,63.0,77.8,17.0,7.0,6.0,15.0,50.0,4.0,3.0,1.0,0.0,25.0
149,Guillermo Ochoa,MEX,GK,Granada,es La Liga,31.0,1985.0,38.0,38.0,3420.0,38.0,82.0,2.16,242.0,163.0,66.9,4.0,8.0,26.0,3.0,7.9,4.0,2.0,1.0,1.0,33.3
150,Adrián Ortolá,ESP,GK,Alavés,es La Liga,22.0,1993.0,2.0,2.0,180.0,2.0,1.0,0.5,7.0,6.0,85.7,1.0,1.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,
151,David Ospina,COL,GK,Arsenal,eng Premier League,27.0,1988.0,2.0,1.0,143.0,1.6,4.0,2.52,9.0,5.0,55.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
152,Juan Pablo Carrizo,ARG,GK,Inter,it Serie A,32.0,1984.0,1.0,1.0,90.0,1.0,2.0,2.0,4.0,2.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
153,Fernando Pacheco,ESP,GK,Alavés,es La Liga,24.0,1992.0,36.0,36.0,3240.0,36.0,42.0,1.17,149.0,113.0,74.5,13.0,12.0,11.0,11.0,30.6,6.0,4.0,2.0,0.0,33.3
154,Daniele Padelli,ITA,GK,Torino,it Serie A,30.0,1985.0,2.0,2.0,180.0,2.0,4.0,2.0,7.0,3.0,57.1,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
156,Costel Pantilimon,ROU,GK,Watford,eng Premier League,29.0,1987.0,2.0,0.0,83.0,0.9,4.0,4.34,10.0,6.0,60.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,
157,Alberto Pelagotti,ITA,GK,Empoli,it Serie A,26.0,1989.0,3.0,3.0,270.0,3.0,5.0,1.67,13.0,8.0,61.5,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,
158,Yohann Pelé,FRA,GK,Marseille,fr Ligue 1,33.0,1982.0,38.0,38.0,3420.0,38.0,41.0,1.08,163.0,122.0,76.1,17.0,11.0,10.0,18.0,47.4,2.0,2.0,0.0,0.0,0.0
159,Nauzet Pérez,ESP,GK,Osasuna,es La Liga,31.0,1985.0,13.0,13.0,1170.0,13.0,29.0,2.23,66.0,38.0,57.6,1.0,3.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
160,Mattia Perin,ITA,GK,Genoa,it Serie A,23.0,1992.0,16.0,16.0,1357.0,15.1,19.0,1.26,55.0,36.0,69.1,4.0,5.0,6.0,6.0,37.5,4.0,2.0,1.0,1.0,33.3
161,Denis Petrić,SRB,GK,Angers,fr Ligue 1,28.0,1988.0,9.0,9.0,810.0,9.0,15.0,1.67,32.0,17.0,56.3,1.0,2.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
162,Jordan Pickford,GBR,GK,Sunderland,eng Premier League,22.0,1994.0,29.0,29.0,2610.0,29.0,50.0,1.72,189.0,139.0,74.6,5.0,4.0,20.0,4.0,13.8,2.0,2.0,0.0,0.0,0.0
163,Laurent Pionnier,FRA,GK,Montpellier,fr Ligue 1,34.0,1982.0,25.0,25.0,2250.0,25.0,38.0,1.52,106.0,68.0,67.9,7.0,5.0,13.0,6.0,24.0,4.0,4.0,0.0,0.0,0.0
164,Josip Posavec,HRV,GK,Palermo,it Serie A,20.0,1996.0,29.0,29.0,2610.0,29.0,63.0,2.17,166.0,103.0,65.1,3.0,6.0,20.0,2.0,6.9,5.0,5.0,0.0,0.0,0.0
165,Jérôme Prior,FRA,GK,Bordeaux,fr Ligue 1,20.0,1995.0,14.0,14.0,1260.0,14.0,21.0,1.5,68.0,47.0,70.6,5.0,5.0,4.0,4.0,28.6,1.0,1.0,0.0,0.0,0.0
166,Christian Puggioni,ITA,GK,Sampdoria,it Serie A,35.0,1981.0,21.0,21.0,1890.0,21.0,35.0,1.67,112.0,77.0,72.3,5.0,7.0,9.0,4.0,19.0,5.0,4.0,1.0,0.0,20.0
167,Rafael,BRA,GK,Cagliari,it Serie A,34.0,1982.0,21.0,19.0,1802.0,20.0,32.0,1.6,105.0,73.0,71.4,9.0,2.0,9.0,3.0,15.8,5.0,2.0,2.0,1.0,50.0
168,Darren Randolph,IRL,GK,West Ham,eng Premier League,29.0,1987.0,22.0,22.0,1980.0,22.0,39.0,1.77,104.0,65.0,65.4,7.0,5.0,10.0,4.0,18.2,5.0,3.0,1.0,1.0,25.0
169,Pepe Reina,ESP,GK,Napoli,it Serie A,33.0,1982.0,37.0,37.0,3330.0,37.0,38.0,1.03,124.0,86.0,71.8,26.0,7.0,4.0,12.0,32.4,4.0,3.0,1.0,0.0,25.0
170,Paul Reulet,FRA,GK,Caen,fr Ligue 1,22.0,1994.0,3.0,2.0,197.0,2.2,8.0,3.65,16.0,8.0,50.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
171,Baptiste Reynet,FRA,GK,Dijon,fr Ligue 1,25.0,1990.0,37.0,37.0,3330.0,37.0,58.0,1.57,198.0,140.0,75.3,8.0,12.0,17.0,9.0,24.3,11.0,9.0,1.0,1.0,10.0
172,Sergio Rico,ESP,GK,Sevilla,es La Liga,22.0,1993.0,35.0,35.0,3150.0,35.0,45.0,1.29,152.0,111.0,72.4,20.0,8.0,7.0,12.0,34.3,4.0,3.0,1.0,0.0,25.0
173,Asier Riesgo,ESP,GK,Eibar,es La Liga,32.0,1983.0,16.0,16.0,1252.0,13.9,19.0,1.37,48.0,32.0,66.7,7.0,3.0,6.0,4.0,25.0,3.0,3.0,0.0,0.0,0.0
174,Rémy Riou,FRA,GK,Nantes,fr Ligue 1,28.0,1987.0,22.0,22.0,1980.0,22.0,34.0,1.55,88.0,54.0,68.2,6.0,6.0,10.0,5.0,22.7,6.0,6.0,0.0,0.0,0.0
175,Roberto,ESP,GK,Espanyol,es La Liga,30.0,1986.0,4.0,3.0,307.0,3.4,12.0,3.52,22.0,10.0,45.5,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
176,Paul Robinson,GBR,GK,Burnley,eng Premier League,36.0,1979.0,3.0,3.0,270.0,3.0,7.0,2.33,19.0,12.0,63.2,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,
177,Joel Robles,ESP,GK,Everton,eng Premier League,26.0,1990.0,20.0,19.0,1737.0,19.3,20.0,1.04,80.0,60.0,77.5,12.0,4.0,3.0,10.0,52.6,2.0,2.0,0.0,0.0,0.0
178,Davy Roef,BEL,GK,La Coruña,es La Liga,22.0,1994.0,1.0,1.0,90.0,1.0,0.0,0.0,4.0,4.0,100.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,
179,Sergio Romero,ARG,GK,Manchester Utd,eng Premier League,29.0,1987.0,2.0,2.0,180.0,2.0,0.0,0.0,10.0,10.0,100.0,1.0,1.0,0.0,2.0,100.0,1.0,0.0,1.0,0.0,100.0
180,Rubinho,BRA,GK,Genoa,it Serie A,33.0,1982.0,2.0,2.0,180.0,2.0,8.0,4.0,16.0,8.0,56.3,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
182,Stéphane Ruffier,FRA,GK,Saint-Étienne,fr Ligue 1,29.0,1986.0,31.0,31.0,2790.0,31.0,37.0,1.19,134.0,97.0,73.9,9.0,12.0,10.0,11.0,35.5,4.0,2.0,2.0,0.0,50.0
183,Gerónimo Rulli,ARG,GK,Real Sociedad,es La Liga,24.0,1992.0,38.0,38.0,3420.0,38.0,53.0,1.39,156.0,108.0,68.6,19.0,7.0,12.0,10.0,26.3,7.0,4.0,1.0,2.0,20.0
184,Mathew Ryan,AUS,GK,Valencia,es La Liga,24.0,1992.0,2.0,2.0,180.0,2.0,5.0,2.5,7.0,4.0,42.9,0.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,50.0
185,Romain Salin,FRA,GK,Guingamp,fr Ligue 1,32.0,1984.0,1.0,1.0,90.0,1.0,0.0,0.0,3.0,3.0,100.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,
186,Kasper Schmeichel,DNK,GK,Leicester City,eng Premier League,29.0,1986.0,30.0,30.0,2666.0,29.6,47.0,1.59,157.0,110.0,72.0,10.0,7.0,13.0,8.0,26.7,3.0,3.0,0.0,0.0,0.0
187,Alexander Schwolow,DEU,GK,Freiburg,de Bundesliga,24.0,1992.0,34.0,34.0,3060.0,34.0,60.0,1.76,165.0,105.0,66.1,14.0,6.0,14.0,6.0,17.6,6.0,4.0,2.0,0.0,33.3
188,Simone Scuffet,ITA,GK,Udinese,it Serie A,20.0,1996.0,6.0,5.0,462.0,5.1,11.0,2.14,28.0,17.0,64.3,1.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
189,Andrea Seculin,ITA,GK,Chievo,it Serie A,26.0,1990.0,4.0,4.0,360.0,4.0,9.0,2.25,30.0,21.0,70.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,
190,Salvatore Sirigu,ITA,GK,Osasuna,es La Liga,29.0,1987.0,18.0,18.0,1620.0,18.0,51.0,2.83,97.0,49.0,49.5,3.0,3.0,12.0,1.0,5.6,4.0,2.0,1.0,1.0,33.3
191,Salvatore Sirigu,ITA,GK,Sevilla,es La Liga,29.0,1987.0,2.0,2.0,177.0,2.0,3.0,1.53,7.0,5.0,71.4,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
192,Łukasz Skorupski,POL,GK,Empoli,it Serie A,25.0,1991.0,35.0,35.0,3150.0,35.0,56.0,1.6,199.0,143.0,74.4,8.0,8.0,19.0,10.0,28.6,9.0,5.0,3.0,1.0,37.5
193,Yann Sommer,CHE,GK,M'Gladbach,de Bundesliga,27.0,1988.0,34.0,34.0,3060.0,34.0,49.0,1.44,146.0,97.0,69.2,12.0,9.0,13.0,10.0,29.4,5.0,4.0,0.0,1.0,0.0
194,David Soria,ESP,GK,Sevilla,es La Liga,23.0,1993.0,1.0,1.0,90.0,1.0,0.0,0.0,2.0,2.0,100.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,
195,Stefano Sorrentino,ITA,GK,Chievo,it Serie A,37.0,1979.0,34.0,34.0,3060.0,34.0,52.0,1.53,158.0,106.0,69.6,12.0,7.0,15.0,10.0,29.4,6.0,4.0,0.0,2.0,0.0
196,Marco Sportiello,ITA,GK,Fiorentina,it Serie A,24.0,1992.0,2.0,2.0,180.0,2.0,4.0,2.0,6.0,2.0,50.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
197,Marco Sportiello,ITA,GK,Atalanta,it Serie A,24.0,1992.0,8.0,8.0,720.0,8.0,14.0,1.75,33.0,19.0,60.6,3.0,2.0,3.0,2.0,25.0,1.0,1.0,0.0,0.0,0.0
198,Tom Starke,DEU,GK,Bayern Munich,de Bundesliga,35.0,1981.0,3.0,3.0,270.0,3.0,5.0,1.67,17.0,12.0,76.5,3.0,0.0,0.0,1.0,33.3,2.0,1.0,1.0,0.0,50.0
199,Maarten Stekelenburg,NLD,GK,Everton,eng Premier League,33.0,1982.0,19.0,19.0,1683.0,18.7,24.0,1.28,68.0,44.0,66.2,5.0,6.0,8.0,3.0,15.8,3.0,1.0,1.0,1.0,50.0
200,Marco Storari,ITA,GK,Cagliari,it Serie A,39.0,1977.0,15.0,15.0,1256.0,14.0,36.0,2.58,89.0,53.0,62.9,3.0,2.0,9.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0
201,Thomas Strakosha,ALB,GK,Lazio,it Serie A,21.0,1995.0,21.0,20.0,1845.0,20.5,26.0,1.27,86.0,60.0,74.4,12.0,3.0,5.0,6.0,30.0,4.0,4.0,0.0,0.0,0.0
202,Danijel Subašić,HRV,GK,Monaco,fr Ligue 1,31.0,1984.0,36.0,36.0,3240.0,36.0,28.0,0.78,112.0,84.0,76.8,28.0,5.0,3.0,17.0,47.2,4.0,2.0,2.0,0.0,50.0
203,Seydou Sy,SEN,GK,Monaco,fr Ligue 1,20.0,1995.0,1.0,1.0,45.0,0.5,0.0,0.0,1.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
204,Wojciech Szczęsny,POL,GK,Roma,it Serie A,26.0,1990.0,38.0,38.0,3420.0,38.0,38.0,1.0,154.0,116.0,76.6,28.0,3.0,7.0,14.0,36.8,4.0,2.0,2.0,0.0,50.0
205,Ciprian Tătărușanu,ROU,GK,Fiorentina,it Serie A,30.0,1986.0,35.0,35.0,3099.0,34.4,51.0,1.48,156.0,105.0,69.9,14.0,10.0,10.0,11.0,31.4,5.0,4.0,0.0,1.0,0.0
206,Marc-André ter Stegen,DEU,GK,Barcelona,es La Liga,24.0,1992.0,36.0,36.0,3240.0,36.0,33.0,0.92,154.0,121.0,78.6,27.0,6.0,3.0,13.0,36.1,0.0,0.0,0.0,0.0,
208,Alexis Thébaux,FRA,GK,Bastia,fr Ligue 1,31.0,1985.0,1.0,1.0,90.0,1.0,5.0,5.0,8.0,3.0,37.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
209,Kevin Trapp,DEU,GK,Paris S-G,fr Ligue 1,26.0,1990.0,24.0,24.0,2123.0,23.6,13.0,0.55,55.0,42.0,78.2,18.0,4.0,2.0,15.0,62.5,2.0,1.0,1.0,0.0,50.0
210,Przemysław Tytoń,POL,GK,La Coruña,es La Liga,29.0,1987.0,13.0,12.0,1125.0,12.5,23.0,1.84,53.0,31.0,58.5,2.0,5.0,5.0,2.0,16.7,1.0,1.0,0.0,0.0,0.0
211,Sven Ulreich,DEU,GK,Bayern Munich,de Bundesliga,27.0,1988.0,5.0,5.0,450.0,5.0,4.0,0.8,16.0,12.0,81.3,3.0,1.0,1.0,2.0,40.0,1.0,1.0,0.0,0.0,0.0
212,Víctor Valdés,ESP,GK,Middlesbrough,eng Premier League,34.0,1982.0,28.0,28.0,2520.0,28.0,36.0,1.29,118.0,82.0,72.0,3.0,10.0,15.0,8.0,28.6,3.0,3.0,0.0,0.0,0.0
213,Javi Varas,ESP,GK,Las Palmas,es La Liga,33.0,1982.0,25.0,25.0,2250.0,25.0,47.0,1.88,108.0,68.0,63.0,7.0,5.0,13.0,2.0,8.0,7.0,7.0,0.0,0.0,0.0
214,Ivan Vargić,HRV,GK,Lazio,it Serie A,29.0,1987.0,1.0,1.0,90.0,1.0,3.0,3.0,6.0,3.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
215,Rémy Vercoutre,FRA,GK,Caen,fr Ligue 1,36.0,1980.0,34.0,34.0,3043.0,33.8,55.0,1.63,144.0,89.0,66.7,9.0,6.0,19.0,8.0,23.5,7.0,7.0,0.0,0.0,0.0
216,Iván Villar,ESP,GK,Celta Vigo,es La Liga,19.0,1997.0,1.0,1.0,90.0,1.0,3.0,3.0,4.0,1.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
217,Thomas Vincensini,FRA,GK,Bastia,fr Ligue 1,22.0,1993.0,3.0,3.0,270.0,3.0,5.0,1.67,26.0,21.0,80.8,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
218,Emiliano Viviano,ITA,GK,Sampdoria,it Serie A,30.0,1985.0,17.0,17.0,1530.0,17.0,20.0,1.18,68.0,48.0,73.5,7.0,5.0,5.0,3.0,17.6,3.0,2.0,1.0,0.0,33.3
219,Michel Vorm,NLD,GK,Tottenham,eng Premier League,32.0,1983.0,5.0,4.0,416.0,4.6,2.0,0.43,9.0,7.0,88.9,2.0,3.0,0.0,2.0,50.0,1.0,1.0,0.0,0.0,0.0
220,Roman Weidenfeller,DEU,GK,Dortmund,de Bundesliga,35.0,1980.0,7.0,7.0,630.0,7.0,11.0,1.57,28.0,17.0,60.7,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
221,Felix Wiedwald,DEU,GK,Werder Bremen,de Bundesliga,26.0,1990.0,25.0,24.0,2209.0,24.5,49.0,2.0,145.0,96.0,70.3,10.0,2.0,13.0,5.0,20.8,8.0,6.0,2.0,0.0,25.0
222,Yoel,ESP,GK,Eibar,es La Liga,27.0,1988.0,25.0,22.0,2116.0,23.5,32.0,1.36,102.0,73.0,70.6,8.0,6.0,8.0,7.0,31.8,3.0,2.0,1.0,0.0,33.3
223,Ron-Robert Zieler,DEU,GK,Leicester City,eng Premier League,27.0,1989.0,9.0,8.0,754.0,8.4,16.0,1.91,33.0,17.0,51.5,2.0,1.0,5.0,1.0,12.5,0.0,0.0,0.0,0.0,
