,Player,Squad,90s,Standard - Gls,Standard - Sh,Standard - SoT,Standard - SoT%,Standard - Sh/90,Standard - SoT/90,Standard - G/Sh,Standard - G/SoT,Standard - Dist,Standard - FK,Standard - PK,Standard - PKatt,Expected - xG,Expected - npxG,Expected - npxG/Sh,Expected - G-xG,Expected - np:G-xG
116,Anaitz Arbilla,Eibar,26.8,2,17,4,23.5,0.63,0.15,0.12,0.50,24.2,8,0,0,0.8,0.8,0.05,+1.2,+1.2
117,Alphonse Areola,Paris S-G,34.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
118,Scott Arfield,Burnley,14.8,2,18,7,38.9,1.22,0.47,0.11,0.29,18.4,0,0,0,1.3,1.3,0.07,+0.7,+0.7
119,Samuel Armenteros,Benevento,4.8,1,6,3,50.0,1.26,0.63,0.17,0.33,11.3,0,0,0,1.4,1.4,0.23,-0.4,-0.4
120,Yoel Armougom,Caen,1.5,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
121,Jose Arnaiz,Barcelona,0.1,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
122,Marko Arnautovic,West Ham,25.7,11,71,33,46.5,2.76,1.28,0.15,0.33,14.5,0,0,0,8.6,8.6,0.12,+2.4,+2.4
123,Maximilian Arnold,Wolfsburg,27.3,2,33,10,30.3,1.21,0.37,0.06,0.20,28.6,10,0,1,2.3,1.5,0.04,-0.3,+0.5
124,Jann-Fiete Arp,Hamburger SV,9.4,2,17,7,41.2,1.80,0.74,0.12,0.29,15.1,0,0,0,1.8,1.8,0.11,+0.2,+0.2
125,Alejandro Arribas,La Coruña,3.0,0,2,0,0.0,0.67,0.00,0.00,0.0,10.6,0,0,0,0.2,0.2,0.08,-0.2,-0.2
126,Kepa Arrizabalaga,Athletic Club,30.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
127,Harry Arter,Bournemouth,10.7,1,11,1,9.1,1.03,0.09,0.09,1.00,26.1,0,0,0,0.3,0.3,0.03,+0.7,+0.7
128,Aythami Artiles,Las Palmas,2.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
130,Kwadwo Asamoah,Juventus,17.4,0,7,1,14.3,0.40,0.06,0.00,0.00,25.0,0,0,0,0.2,0.2,0.03,-0.2,-0.2
131,Takuma Asano,Stuttgart,8.0,1,17,4,23.5,2.12,0.50,0.06,0.25,14.3,0,0,0,1.7,1.7,0.10,-0.7,-0.7
132,Santiago Ascacibar,Stuttgart,26.5,0,11,2,18.2,0.42,0.08,0.00,0.00,26.7,0,0,0,0.4,0.4,0.03,-0.4,-0.4
133,Sergio Asenjo,Villarreal,23.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
134,Marco Asensio,Real Madrid,20.5,6,56,22,39.3,2.73,1.07,0.11,0.27,19.2,3,0,0,4.5,4.5,0.08,+1.5,+1.5
135,Iago Aspas,Celta Vigo,32.6,22,91,40,44.0,2.79,1.23,0.22,0.50,16.5,6,2,3,17.3,15.0,0.16,+4.7,+5.0
136,Benoit Assou-Ekotto,Metz,11.7,0,2,0,0.0,0.17,0.00,0.00,0.0,31.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1
137,Simon Asta,Augsburg,0.1,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
138,Davide Astori,Fiorentina,25.0,1,9,2,22.2,0.36,0.08,0.11,0.50,9.1,0,0,0,1.0,1.0,0.11,0.0,0.0
139,Christian Atsu,Newcastle Utd,19.8,2,35,12,34.3,1.77,0.61,0.06,0.17,17.4,0,0,0,4.0,4.0,0.12,-2.0,-2.0
140,Pierre-Emerick Aubameyang,Arsenal,11.7,10,29,17,58.6,2.47,1.45,0.31,0.53,14.6,1,1,2,8.4,6.8,0.24,+1.6,+2.2
141,Pierre-Emerick Aubameyang,Dortmund,15.7,13,54,23,42.6,3.43,1.46,0.19,0.43,12.5,0,3,4,16.2,13.0,0.26,-3.2,-3.0
142,Jean-Kevin Augustin,RB Leipzig,14.1,9,35,16,45.7,2.49,1.14,0.23,0.50,15.5,0,1,2,7.1,5.5,0.16,+1.9,+2.5
143,Ludwig Augustinsson,Werder Bremen,28.1,1,24,6,25.0,0.85,0.21,0.04,0.17,18.0,1,0,0,1.2,1.2,0.05,-0.2,-0.2
144,Yann Aurel Bisseck,Köln,1.7,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
145,Serge Aurier,Tottenham,15.9,2,15,5,33.3,0.94,0.31,0.13,0.40,21.2,0,0,0,0.8,0.8,0.05,+1.2,+1.2
146,Charlie Austin,Southampton,11.5,7,47,24,51.1,4.08,2.08,0.13,0.25,15.0,0,1,1,7.1,6.3,0.13,-0.1,-0.3
147,Danilo Avelar,Amiens,19.2,1,7,1,14.3,0.36,0.05,0.14,1.00,16.7,0,0,0,0.5,0.5,0.07,+0.5,+0.5
148,Felipe Avenatti,Bologna,5.2,0,3,1,33.3,0.58,0.19,0.00,0.00,12.7,0,0,0,0.3,0.3,0.09,-0.3,-0.3
149,Durel Avounou,Caen,7.2,0,5,1,20.0,0.69,0.14,0.00,0.00,23.3,0,0,0,0.3,0.3,0.06,-0.3,-0.3
150,Chidozie Awaziem,Nantes,16.8,1,13,2,15.4,0.77,0.12,0.08,0.50,17.3,1,0,0,0.9,0.9,0.07,+0.1,+0.1
151,Andre Ayew,West Ham,9.9,3,12,4,33.3,1.21,0.40,0.25,0.75,13.6,0,0,1,3.3,2.5,0.21,-0.3,+0.5
152,Andre Ayew,Swansea City,10.6,0,13,7,53.8,1.23,0.66,0.00,0.00,13.0,0,0,0,1.9,1.9,0.14,-1.9,-1.9
153,Jordan Ayew,Swansea City,31.7,7,65,20,30.8,2.05,0.63,0.09,0.30,18.9,4,1,1,7.3,6.5,0.10,-0.3,-0.5
154,Karim Azamoum,Troyes,25.0,1,23,7,30.4,0.92,0.28,0.04,0.14,20.7,4,0,0,1.2,1.2,0.05,-0.2,-0.2
156,Cesar Azpilicueta,Chelsea,37.0,2,13,3,23.1,0.35,0.08,0.15,0.67,19.4,0,0,0,1.3,1.3,0.10,+0.7,+0.7
157,Ludovic Baal,Rennes,12.9,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
158,Khouma Babacar,Fiorentina,5.0,4,21,11,52.4,4.22,2.21,0.10,0.18,18.7,0,2,2,3.9,2.4,0.11,+0.1,-0.4
159,Khouma Babacar,Sassuolo,8.3,2,25,5,20.0,3.00,0.60,0.04,0.20,16.9,1,1,1,3.5,2.7,0.11,-1.5,-1.7
160,Carlos Bacca,Villarreal,27.7,15,72,33,45.8,2.60,1.19,0.19,0.42,15.6,0,1,1,14.0,13.2,0.18,+1.0,+0.8
161,Milan Badelj,Fiorentina,26.1,2,33,6,18.2,1.26,0.23,0.06,0.33,21.5,0,0,0,2.0,2.0,0.06,0.0,0.0
162,Holger Badstuber,Stuttgart,24.1,2,9,5,55.6,0.37,0.21,0.22,0.40,11.5,0,0,0,1.2,1.2,0.13,+0.8,+0.8
163,Dylan Bahamboula,Dijon,0.3,0,1,0,0.0,3.00,0.00,0.00,0.0,22.7,0,0,0,0.0,0.0,0.04,0.0,0.0
164,Fares Bahlouli,Lille,3.4,1,4,2,50.0,1.17,0.59,0.25,0.50,21.4,0,0,0,0.2,0.2,0.06,+0.8,+0.8
165,Stephane Bahoken,Strasbourg,18.5,7,37,15,40.5,2.00,0.81,0.19,0.47,15.4,0,0,0,6.7,6.7,0.18,+0.3,+0.3
166,Daniel Baier,Augsburg,28.2,0,27,5,18.5,0.96,0.18,0.00,0.00,24.9,0,0,0,0.9,0.9,0.03,-0.9,-0.9
167,Leon Bailey,Leverkusen,24.6,9,76,27,35.5,3.09,1.10,0.12,0.33,20.4,11,0,0,8.0,8.0,0.11,+1.0,+1.0
168,Eric Bailly,Manchester Utd,11.1,1,3,1,33.3,0.27,0.09,0.33,1.00,4.9,0,0,0,1.1,1.1,0.37,-0.1,-0.1
169,Leighton Baines,Everton,21.2,2,5,2,40.0,0.24,0.09,0.00,0.00,24.7,2,2,2,2.1,0.5,0.10,-0.1,-0.5
170,Riad Bajic,Udinese,0.9,0,2,1,50.0,2.25,1.13,0.00,0.00,11.6,0,0,0,0.2,0.2,0.08,-0.2,-0.2
171,Marvin Bakalorz,Hannover 96,22.8,0,21,5,23.8,0.92,0.22,0.00,0.00,21.1,0,0,0,1.7,1.7,0.08,-1.7,-1.7
172,Cedric Bakambu,Villarreal,14.0,9,30,15,50.0,2.14,1.07,0.27,0.53,15.1,0,1,1,5.9,5.1,0.17,+3.1,+2.9
173,Tiemoue Bakayoko,Chelsea,23.6,2,40,8,20.0,1.69,0.34,0.05,0.25,18.5,0,0,0,3.2,3.2,0.08,-1.2,-1.2
174,Zakaria Bakkali,La Coruña,10.1,0,25,6,24.0,2.48,0.59,0.00,0.00,20.4,0,0,0,1.2,1.2,0.05,-1.2,-1.2
175,Ridle Baku,Mainz 05,2.6,2,5,3,60.0,1.93,1.16,0.40,0.67,20.6,0,0,0,0.9,0.9,0.17,+1.1,+1.1
176,Keita Balde,Monaco,16.4,8,32,11,34.4,1.96,0.67,0.25,0.73,14.9,0,0,0,5.4,5.4,0.17,+2.6,+2.6
177,Sam Baldock,Brighton,0.4,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
178,Gareth Bale,Real Madrid,20.0,16,76,31,40.8,3.80,1.55,0.20,0.48,15.5,4,1,1,11.8,11.0,0.15,+4.2,+4.0
