,Player,Squad,90s,Touches - Touches,Touches - Def Pen,Touches - Def 3rd,Touches - Mid 3rd,Touches - Att 3rd,Touches - Att Pen,Touches - Live,Take-Ons - Att,Take-Ons - Succ,Take-Ons - Succ%,Take-Ons - Tkld,Take-Ons - Tkld%,Carries - Carries,Carries - TotDist,Carries - PrgDist,Carries - PrgC,Carries - 1/3,Carries - CPA,Carries - Mis,Carries - Dis,Receiving - Rec,Receiving - PrgR
1482,Valentino Lazaro,M'Gladbach,13.8,707,26,148,342,225,28,707,26,14,53.8,12,46.2,372,2187,1000,33,28,11,16,8,444,71
1483,Darko Lazovic,Hellas Verona,27.8,1606,61,296,675,650,66,1606,39,20,51.3,19,48.7,744,3818,2173,68,53,18,31,16,964,198
1484,Manuel Lazzari,Lazio,29.0,1398,43,295,546,576,65,1398,58,31,53.4,27,46.6,810,6712,4060,130,80,29,41,22,890,202
1485,Jeremy Le Douaron,Brest,9.1,338,13,54,123,168,28,338,28,9,32.1,19,67.9,197,1240,439,22,13,7,35,24,215,68
1486,Enzo Le Fee,Lorient,20.2,1115,15,190,650,298,15,1115,62,41,66.1,21,33.9,650,3909,1912,47,53,4,47,34,764,76
1487,Vincent Le Goff,Lorient,25.6,1495,56,436,737,331,17,1495,21,13,61.9,8,38.1,745,3574,1841,42,29,3,20,10,828,83
1488,Maxime Le Marchand,Fulham,1.4,92,12,59,29,4,0,92,0,0,0.0,0,0.0,47,186,103,0,1,0,0,0,69,0
1489,Robin Le Normand,Real Sociedad,30.5,1963,198,981,925,69,30,1963,5,5,100.0,0,0.0,1166,6749,3931,22,12,0,9,9,1264,4
1490,Damien Le Tallec,Montpellier,13.6,553,48,173,320,64,20,553,3,1,33.3,2,66.7,229,1094,471,8,3,0,11,0,296,8
1491,James Lea Siliki,Rennes,2.8,177,3,20,102,58,3,177,5,3,60.0,2,40.0,93,463,247,8,9,0,3,1,136,14
1492,Rafael Leao,Milan,21.4,713,17,72,279,386,104,713,65,40,61.5,25,38.5,398,3486,1930,77,38,32,53,16,526,147
1493,Jean-Louis Leca,Lens,36.8,1106,977,1105,1,0,0,1106,0,0,0.0,0,0.0,554,2924,1688,0,1,1,0,0,431,0
1494,Mathew Leckie,Hertha BSC,5.6,299,11,57,154,93,14,299,15,7,46.7,8,53.3,156,924,326,10,6,0,17,10,174,35
1495,Benjamin Lecomte,Monaco,28.0,1057,816,1035,23,1,1,1057,0,0,0.0,0,0.0,578,2694,1354,0,0,0,1,0,562,0
1496,Jeremias Ledesma,Cádiz,32.0,1108,883,1100,8,0,0,1108,2,1,50.0,1,50.0,468,3815,2681,0,0,0,3,0,271,0
1497,Pierre Lees-Melou,Nice,22.9,1462,62,354,819,309,29,1461,32,24,75.0,8,25.0,840,4130,2063,38,35,2,25,20,1034,56
1498,Lucas Leiva,Lazio,23.7,1710,62,461,1076,186,7,1710,14,9,64.3,5,35.7,890,4436,2293,23,25,2,14,12,1079,18
1499,Florian Lejeune,Alavés,33.5,1820,274,1071,685,75,34,1820,13,10,76.9,3,23.1,924,4024,1833,5,11,2,13,2,1000,5
1500,Inigo Lekue,Athletic Club,7.2,500,34,111,243,151,5,500,22,13,59.1,9,40.9,264,1719,865,23,24,3,15,9,289,33
1501,Thomas Lemar,Atlético Madrid,15.2,962,15,120,461,395,28,962,49,42,85.7,7,14.3,620,3372,1641,37,37,6,25,21,704,102
1502,Mario Lemina,Fulham,18.9,1133,46,324,647,178,11,1133,37,26,70.3,11,29.7,649,3733,1746,19,24,1,26,22,722,15
1503,Fabien Lemoine,Lorient,21.5,1684,59,444,1067,191,19,1684,16,10,62.5,6,37.5,958,3950,1829,21,20,3,19,12,1162,26
1504,Clement Lenglet,Barcelona,27.5,2524,199,905,1424,199,16,2524,11,8,72.7,3,27.3,1711,8357,5319,33,45,0,8,5,1959,9
1505,Bernd Leno,Arsenal,34.8,1239,1019,1219,19,1,1,1239,0,0,0.0,0,0.0,711,3158,1958,0,0,0,0,1,635,0
1506,Christopher Lenz,Union Berlin,25.0,1572,67,510,714,365,24,1572,30,20,66.7,10,33.3,656,3580,1730,46,31,7,26,13,788,109
1508,Pedro Leon,Eibar,10.4,470,3,43,164,265,16,469,20,14,70.0,6,30.0,234,1086,397,16,10,3,31,7,286,72
1509,Sergio Leon,Levante,8.3,231,1,20,101,116,32,231,10,1,10.0,9,90.0,121,426,191,6,6,5,31,11,157,42
1510,Lukas Lerager,Genoa,12.9,622,30,144,343,145,12,622,12,5,41.7,7,58.3,292,1428,496,9,12,1,22,8,368,32
1511,Mehdi Leris,Sampdoria,4.3,305,22,77,126,111,10,305,14,6,42.9,8,57.1,162,1047,566,17,9,4,9,4,179,36
1512,Khanya Leshabela,Leicester City,0.1,9,0,1,6,3,0,9,0,0,0.0,0,0.0,8,73,54,3,1,0,0,1,7,0
1513,Karlo Letica,Sampdoria,1.0,36,35,36,0,0,0,36,0,0,0.0,0,0.0,15,79,48,0,0,0,0,0,17,0
1514,Gaetano Letizia,Benevento,17.4,1044,72,368,428,258,14,1044,19,13,68.4,6,31.6,534,3109,1830,49,33,3,18,12,597,65
1515,Robert Lewandowski,Bayern Munich,27.3,992,11,45,358,597,206,983,43,22,51.2,20,46.5,563,3153,1241,51,28,25,70,44,788,185
1516,Jamal Lewis,Newcastle Utd,20.4,1028,61,389,436,214,8,1028,24,12,50.0,12,50.0,535,2731,1351,27,20,2,17,13,553,56
1517,Aaron Leya Iseka,Metz,11.2,293,10,25,152,119,32,290,19,11,57.9,8,42.1,177,923,361,13,12,10,35,19,245,51
1518,Yanis Lhery,Saint-Étienne,0.3,6,0,0,4,3,2,6,1,1,100.0,0,0.0,3,12,12,1,1,0,1,0,3,3
1519,Dimitri Lienard,Strasbourg,20.3,1328,17,188,761,397,17,1326,22,13,59.1,9,40.9,734,3837,1926,45,36,1,30,13,869,87
1520,Philipp Lienhart,Freiburg,33.3,2192,220,1278,865,63,15,2192,7,4,57.1,3,42.9,1368,7865,4247,16,13,1,11,2,1495,7
1521,Matthijs de Ligt,Juventus,24.7,1958,223,810,1070,87,28,1958,7,6,85.7,1,14.3,1164,5637,3041,16,10,0,11,3,1442,6
1522,Isaac Lihadji,Lille,2.2,144,3,15,60,73,9,144,15,8,53.3,7,46.7,86,499,253,11,7,6,9,5,88,30
1523,Dimitris Limnios,Köln,4.2,177,1,24,78,78,11,177,13,5,38.5,8,61.5,101,711,366,10,3,2,8,4,118,27
1524,Victor Lindelof,Manchester Utd,28.7,2095,263,1061,961,81,8,2095,4,2,50.0,2,50.0,1281,8460,4626,18,18,0,9,3,1488,2
1525,Karol Linetty,Torino,20.4,926,34,204,499,235,26,926,33,20,60.6,13,39.4,520,2604,1259,27,22,4,42,25,613,60
1526,Jesse Lingard,West Ham,15.8,834,4,61,408,380,44,832,43,18,41.9,25,58.1,527,3645,1966,59,48,20,28,22,652,84
1527,Pol Lirola,Fiorentina,5.5,337,17,79,151,110,11,337,16,10,62.5,6,37.5,174,1086,617,19,15,6,6,4,205,41
1528,Pol Lirola,Marseille,17.3,1015,41,252,445,335,42,1015,48,29,60.4,19,39.6,540,3192,2014,63,36,11,38,11,563,128
1529,Jake Livermore,West Brom,13.8,522,45,155,298,76,9,522,5,2,40.0,3,60.0,195,824,302,0,6,0,15,7,242,6
1530,Diego Llorente,Leeds United,13.4,873,122,547,311,22,9,873,8,6,75.0,2,25.0,508,3145,2045,7,4,0,11,7,530,1
1531,Diego Llorente,Real Sociedad,1.0,66,7,36,32,0,0,66,0,0,0.0,0,0.0,44,260,168,2,0,0,0,0,44,0
1532,Fernando Llorente,Udinese,7.9,311,19,41,171,101,33,311,4,3,75.0,1,25.0,133,367,67,1,5,0,28,7,223,38
1534,Fernando Llorente,Napoli,0.6,32,0,2,8,22,11,32,1,0,0.0,1,100.0,18,68,16,0,0,0,4,2,27,14
1535,Marcos Llorente,Atlético Madrid,32.8,1723,36,285,827,631,107,1723,66,39,59.1,27,40.9,1016,5622,2762,90,47,27,42,51,1201,215
1536,Hugo Lloris,Tottenham,38.0,1139,1026,1137,2,0,0,1139,0,0,0.0,0,0.0,551,3306,2257,0,0,0,1,1,419,0
1537,Giovani Lo Celso,Tottenham,10.5,719,13,92,407,232,21,719,20,8,40.0,12,60.0,390,2360,1242,21,20,4,21,14,495,34
1538,Stanislav Lobotka,Napoli,1.7,136,1,27,99,12,0,136,3,2,66.7,1,33.3,89,496,203,3,2,0,0,1,110,1
1539,Manuel Locatelli,Sassuolo,32.0,3164,150,697,1972,519,49,3162,36,27,75.0,9,25.0,1795,7719,3982,48,52,7,45,33,2467,77
1540,Renan Lodi,Atlético Madrid,12.5,894,30,215,368,317,33,894,29,22,75.9,7,24.1,498,2447,1334,44,26,8,21,9,558,126
1541,Ruben Loftus-Cheek,Chelsea,0.7,25,0,5,15,5,0,25,3,0,0.0,3,100.0,13,85,34,1,1,0,2,1,18,2
1542,Ruben Loftus-Cheek,Fulham,21.2,1000,20,115,544,362,67,1000,72,38,52.8,34,47.2,647,4067,2221,57,42,14,73,41,752,97
1543,Niklas Lomb,Leverkusen,1.5,63,47,63,0,0,0,63,0,0,0.0,0,0.0,39,162,117,0,0,0,1,0,38,0
1544,Kevin Long,Burnley,7.1,325,37,175,138,13,9,325,0,0,0.0,0,0.0,137,544,184,0,0,0,1,0,159,1
1545,Shane Long,Southampton,2.3,86,1,8,41,38,5,86,5,2,40.0,3,60.0,41,180,35,1,4,0,5,7,64,10
1546,Matthew Longstaff,Newcastle Utd,4.2,174,8,48,99,29,1,174,2,2,100.0,0,0.0,88,245,71,1,3,0,1,1,93,2
1547,Sean Longstaff,Newcastle Utd,15.7,751,30,180,417,156,16,751,9,4,44.4,5,55.6,363,1382,572,5,5,1,17,6,445,18
1548,Ademola Lookman,Fulham,30.5,1576,12,145,650,810,132,1575,128,82,64.1,46,35.9,962,6839,3071,110,67,52,107,73,1075,236
1549,Anthony Lopes,Lyon,38.0,1264,1023,1238,26,1,0,1264,1,1,100.0,0,0.0,659,3002,1864,1,0,0,0,0,570,0
1550,Rony Lopes,Nice,19.8,990,11,89,427,481,64,990,61,30,49.2,31,50.8,585,3685,1752,55,43,20,52,23,705,159
1551,Adrian Lopez,Osasuna,5.3,257,3,21,107,132,26,257,21,9,42.9,12,57.1,139,905,335,12,11,6,22,9,201,43
1552,Javi Lopez,Alavés,2.8,173,3,43,91,41,4,173,8,4,50.0,4,50.0,91,481,202,6,4,2,5,5,89,8
1553,Maxime Lopez,Sassuolo,20.7,1817,39,259,1160,408,18,1817,25,18,72.0,7,28.0,1129,5335,2645,45,40,7,16,11,1525,42
1554,Maxime Lopez,Marseille,1.5,68,0,15,37,17,2,68,1,1,100.0,0,0.0,42,188,103,0,0,0,2,0,51,5
1555,Pedro Lopez Munoz,Huesca,11.9,779,38,267,310,205,5,779,17,8,47.1,9,52.9,382,1613,838,16,15,1,5,4,449,48
1556,Pau Lopez,Roma,20.2,715,627,710,5,0,0,715,0,0,0.0,0,0.0,385,1521,790,0,0,0,1,0,378,0
1557,Roberto Lopez,Real Sociedad,5.6,297,6,31,129,143,7,297,7,5,71.4,2,28.6,152,735,329,7,9,1,8,4,197,29
1558,Unai Lopez,Athletic Club,15.8,1176,21,184,723,279,14,1176,22,15,68.2,7,31.8,620,3197,1366,25,29,4,19,14,830,14
1560,Dion Lopy,Reims,2.8,121,3,25,70,27,2,121,3,3,100.0,0,0.0,80,430,228,5,4,1,5,0,97,3
1561,Jordan Lotomba,Nice,23.6,1647,65,502,828,335,27,1647,50,30,60.0,20,40.0,969,5186,2724,65,32,6,28,25,1053,115
1562,Adrien Louveau,Lens,0.1,5,1,2,3,0,0,5,0,0,0.0,0,0.0,3,4,1,0,0,0,0,0,3,0
1563,Imran Louza,Nantes,26.4,1586,35,270,928,410,26,1581,25,15,60.0,10,40.0,825,3838,1916,33,37,5,50,21,989,76
1564,Matteo Lovato,Hellas Verona,15.4,762,82,378,363,32,4,762,2,1,50.0,1,50.0,363,1878,913,6,11,3,14,2,367,6
1565,Max Lowe,Sheffield Utd,6.1,291,18,79,111,102,11,291,11,7,63.6,4,36.4,120,637,329,10,7,3,8,4,158,32
1566,Eduard Lowen,Hertha BSC,0.9,81,1,22,44,16,3,81,0,0,0.0,0,0.0,41,139,71,3,4,1,2,3,48,4
1567,Matthew Lowton,Burnley,34.0,1882,137,559,902,438,20,1882,40,27,67.5,13,32.5,823,3849,2424,49,36,4,38,10,920,59
1568,Anthony Lozano,Cádiz,16.9,462,9,28,201,242,64,462,44,28,63.6,16,36.4,257,1609,873,33,25,7,55,35,357,72
1569,Hirving Lozano,Napoli,21.8,925,12,84,299,557,129,925,70,29,41.4,41,58.6,640,5016,2696,112,44,43,55,22,693,256
1570,Jan Luca Schuler,Schalke 04,0.4,23,0,7,10,6,1,23,0,0,0.0,0,0.0,8,14,0,0,0,0,1,2,16,0
1571,Jean Lucas,Lyon,1.9,156,2,16,99,43,1,156,7,5,71.4,2,28.6,103,550,257,6,6,1,2,2,121,9
1572,Jean Lucas,Brest,11.2,763,17,166,472,139,7,763,35,27,77.1,8,22.9,507,2863,1184,28,21,2,22,14,575,25
1573,Anderson Lucoqui,Arminia,17.8,960,64,361,449,160,3,960,22,12,54.5,10,45.5,394,2022,826,18,16,1,32,17,388,23
1574,Jeison Lucumi,Elche,0.5,16,1,1,13,3,0,16,3,1,33.3,2,66.7,6,75,14,2,1,0,1,0,9,1
1575,Kilian Ludewig,Schalke 04,5.8,358,16,131,157,71,7,358,8,4,50.0,4,50.0,161,755,397,9,7,1,13,4,180,24
1576,Florentino Luis,Monaco,2.7,193,5,46,119,29,2,193,2,1,50.0,1,50.0,100,377,225,3,2,1,2,1,141,1
1577,Jose Luis Gaya,Valencia,31.6,1796,108,563,704,549,52,1796,50,33,66.0,17,34.0,967,5715,2922,62,45,6,38,16,1029,201
1578,Jose Luis Morales,Levante,27.1,987,18,118,339,542,125,986,73,31,42.5,42,57.5,612,3960,1902,78,47,42,48,38,728,190
1579,Jose Luis Palomino,Atalanta,27.0,1831,153,836,914,97,17,1831,2,2,100.0,0,0.0,982,4780,2169,16,12,2,13,5,1026,14
1580,Luisinho,Huesca,2.0,137,9,50,66,21,1,137,0,0,0.0,0,0.0,70,348,219,4,3,0,0,2,91,6
1581,Luismi,Elche,1.9,129,7,45,76,8,1,129,1,1,100.0,0,0.0,82,298,96,0,1,0,2,1,93,2
1582,David Luiz,Arsenal,15.5,1143,129,556,532,59,19,1143,4,3,75.0,1,25.0,766,5053,3047,22,15,2,4,2,843,3
1583,Douglas Luiz,Aston Villa,30.9,1726,106,467,995,293,16,1726,32,23,71.9,9,28.1,916,5288,2760,47,42,3,25,18,1020,32
1584,Romelu Lukaku,Inter,32.0,1126,39,62,437,644,215,1120,93,53,57.0,39,41.9,628,3815,1929,77,46,50,93,49,916,295
1586,Dodi Lukebakio,Hertha BSC,20.6,754,11,98,349,325,78,752,66,39,59.1,27,40.9,468,3192,1474,49,41,28,48,40,574,124
1587,Sasa Lukic,Torino,23.4,1019,20,155,557,325,40,1019,37,23,62.2,14,37.8,607,3868,1854,54,38,7,36,21,698,83
1588,Senad Lulic,Lazio,8.0,420,16,111,169,144,22,420,9,5,55.6,4,44.4,201,1198,562,16,17,3,12,9,248,44
1589,John Lundstram,Sheffield Utd,22.6,1270,41,246,612,426,23,1269,24,15,62.5,9,37.5,699,3785,1536,35,31,2,29,19,874,73
1590,Sebastiano Luperto,Crotone,20.9,1197,177,665,496,45,11,1197,5,5,100.0,0,0.0,673,2983,1661,14,7,0,11,2,758,3
1591,Andreas Luthe,Union Berlin,30.8,1217,994,1215,3,0,0,1217,1,1,100.0,0,0.0,652,3097,1694,0,0,0,0,0,600,0
1592,Lyanco,Torino,21.8,1484,227,798,652,56,15,1484,20,18,90.0,2,10.0,912,4818,2716,16,18,2,9,4,931,4
1593,Charalambos Lykogiannis,Cagliari,26.9,1495,128,498,633,381,27,1495,24,13,54.2,11,45.8,641,3474,1895,39,34,6,34,9,776,92
1594,Yann M'Vila,Saint-Étienne,0.2,17,0,11,6,1,0,17,0,0,0.0,0,0.0,8,43,34,0,0,0,0,0,11,0
1595,Alexis Mac Allister,Brighton,12.4,563,8,95,258,220,34,563,26,16,61.5,10,38.5,303,1505,680,15,12,0,28,16,368,55
1596,Darwin Machis,Granada,22.5,835,13,133,319,409,59,833,82,45,54.9,37,45.1,488,3882,1887,68,41,23,63,41,497,119
1597,Tim Maciejewski,Union Berlin,0.1,3,0,0,0,3,1,3,0,0,0.0,0,0.0,1,2,0,0,0,0,0,0,3,2
1598,Luca Mack,Stuttgart,0.1,5,1,2,3,0,0,5,0,0,0.0,0,0.0,2,1,1,0,0,0,0,0,3,0
1599,Yvann Macon,Saint-Étienne,6.0,409,24,183,161,66,3,409,12,8,66.7,4,33.3,181,1214,623,16,14,1,11,9,183,17
1600,James Maddison,Leicester City,23.3,1380,7,91,677,630,59,1380,51,29,56.9,22,43.1,772,4024,1791,43,40,13,57,33,1010,116
1601,Mikail Maden,Schalke 04,0.1,5,0,1,3,1,0,5,1,0,0.0,1,100.0,2,5,0,0,0,0,2,0,2,0
1602,Pablo Maffeo,Huesca,21.8,1292,52,402,548,358,22,1292,42,30,71.4,12,28.6,603,3341,1859,47,36,11,26,20,691,112
1603,Lisandro Magallan,Crotone,24.2,1359,135,701,596,69,12,1359,9,7,77.8,2,22.2,674,2967,1535,12,2,1,17,5,774,3
1604,Christian Maggio,Benevento,3.3,169,4,64,76,30,4,169,6,3,50.0,3,50.0,79,368,214,5,2,0,1,2,100,8
1605,Giulio Maggiore,Spezia,24.6,1111,31,191,580,358,76,1111,40,18,45.0,22,55.0,624,2851,1363,38,26,14,55,14,719,94
1606,Francesco Magnanelli,Sassuolo,4.9,466,27,111,309,46,0,466,1,1,100.0,0,0.0,240,846,395,2,5,0,6,0,337,6
1607,Giangiacomo Magnani,Hellas Verona,16.8,845,116,452,361,39,11,845,2,2,100.0,0,0.0,342,1339,532,5,4,0,16,1,362,2
1608,Hugo Magnetti,Brest,6.7,428,10,113,273,47,3,428,11,9,81.8,2,18.2,252,1251,664,6,5,1,9,3,278,1
1609,Harry Maguire,Manchester Utd,33.9,2568,349,1188,1206,193,52,2568,14,8,57.1,6,42.9,1534,9872,5795,42,41,5,10,6,1743,14
1610,Abdallahi Mahmoud,Alavés,0.7,22,0,4,15,3,0,22,0,0,0.0,0,0.0,8,16,5,0,0,0,3,1,11,0
1612,Hicham Mahou,Nice,0.4,25,1,6,8,11,0,25,0,0,0.0,0,0.0,7,55,37,2,1,0,0,0,15,5
1613,Riyad Mahrez,Manchester City,21.7,1311,5,61,449,813,138,1311,81,45,55.6,36,44.4,927,5313,2496,88,46,60,46,29,1074,247
1614,Arne Maier,Arminia,11.5,537,13,113,286,147,14,537,13,8,61.5,5,38.5,270,1500,699,17,5,2,20,9,290,22
1615,Arne Maier,Hertha BSC,0.3,24,0,0,21,3,0,24,0,0,0.0,0,0.0,16,119,60,0,1,0,1,0,20,0
1616,Habib Maiga,Metz,29.9,1746,60,399,1145,233,32,1746,50,34,68.0,16,32.0,1032,4739,2357,47,31,4,46,33,1134,43
1617,Mike Maignan,Lille,38.0,1131,964,1108,23,0,0,1131,1,1,100.0,0,0.0,613,3134,1866,0,1,0,1,0,462,0
1618,Ainsley Maitland-Niles,Arsenal,5.4,355,18,120,154,84,6,355,10,6,60.0,4,40.0,198,1018,479,12,10,3,10,7,215,21
1619,Ainsley Maitland-Niles,West Brom,13.7,583,36,131,260,199,25,583,33,16,48.5,17,51.5,292,1574,724,25,16,8,32,24,320,52
1620,Josh Maja,Fulham,9.0,256,2,24,125,110,32,255,15,8,53.3,7,46.7,150,600,168,5,4,2,26,13,199,33
1621,Josh Maja,Bordeaux,8.9,276,11,25,157,99,32,276,9,6,66.7,2,22.2,151,631,212,7,4,7,19,12,205,57
1622,Radoslaw Majecki,Monaco,1.0,40,29,40,0,0,0,40,0,0,0.0,0,0.0,20,98,48,0,0,0,0,0,20,0
1623,Abdul Majeed Waris,Strasbourg,6.1,205,6,24,84,100,19,204,13,6,46.2,7,53.8,148,928,442,18,10,6,19,12,176,43
1624,Marco Majouga,Nîmes,1.4,56,0,1,26,30,2,56,5,1,20.0,4,80.0,39,254,119,5,2,1,3,3,45,8
1625,Jean-Victor Makengo,Udinese,5.8,262,10,54,142,70,8,262,10,6,60.0,4,40.0,167,973,482,10,9,4,14,11,178,23
1626,Nemanja Maksimovic,Getafe,30.3,1056,53,227,581,255,32,1056,19,13,68.4,6,31.6,418,2249,942,20,22,6,12,19,440,32
1627,Nikola Maksimovic,Napoli,13.4,1095,151,580,500,22,11,1095,3,3,100.0,0,0.0,650,3587,1827,10,4,0,5,3,791,3
1628,Filip Malbasic,Cádiz,9.6,273,5,40,100,135,23,273,13,7,53.8,6,46.2,147,889,418,19,12,8,31,12,181,41
1629,Kevin Malcuit,Fiorentina,2.3,131,5,28,54,51,5,131,8,4,50.0,4,50.0,65,687,374,12,6,3,3,3,75,9
1630,Kevin Malcuit,Napoli,0.4,32,0,5,22,5,0,32,2,1,50.0,1,50.0,18,129,93,2,0,0,2,0,22,3
1631,Daniel Maldini,Milan,0.3,19,0,4,5,11,2,19,2,2,100.0,0,0.0,10,59,45,1,1,1,2,0,13,3
1632,Ruslan Malinovskyi,Atalanta,20.8,1396,6,85,549,782,69,1395,88,51,58.0,37,42.0,938,5426,2622,90,59,23,64,47,1086,178
1633,Yunus Malli,Wolfsburg,0.6,14,0,1,8,5,1,14,1,0,0.0,1,100.0,13,64,17,0,3,0,1,3,14,1
1634,Hugo Mallo,Celta Vigo,28.9,2057,92,648,927,501,36,2057,29,17,58.6,12,41.4,974,4330,2091,55,42,7,34,15,1143,153
1635,Mickael Malsa,Levante,26.0,1639,84,431,1048,170,15,1639,31,20,64.5,11,35.5,971,4369,2125,24,14,1,26,23,1139,15
1636,Dennis Man,Parma,7.8,345,5,48,159,146,30,345,18,13,72.2,5,27.8,225,1444,683,22,23,6,20,10,262,56
1638,Hianga Mananga Mbock,Brest,5.1,259,8,72,163,27,2,259,10,9,90.0,1,10.0,181,1122,601,9,10,0,10,6,189,4
1639,Vincent Manceau,Angers,25.7,1820,74,565,882,385,7,1820,20,10,50.0,10,50.0,985,4045,2107,37,34,2,15,2,1099,103
1640,Gianluca Mancini,Roma,31.7,2261,179,850,1247,184,31,2261,19,15,78.9,4,21.1,1289,6436,3821,42,28,2,11,8,1629,27
1641,Steve Mandanda,Marseille,37.0,1392,1194,1384,8,0,0,1392,1,1,100.0,0,0.0,780,3635,2187,0,0,0,2,0,616,0
1642,Reinildo Mandava,Lille,24.2,1854,71,487,915,466,11,1854,39,28,71.8,11,28.2,951,4319,2257,48,44,2,24,13,1073,145
1643,Aissa Mandi,Betis,26.6,1734,180,867,837,37,21,1734,2,2,100.0,0,0.0,1053,4257,2214,5,5,0,7,2,1224,3
1644,Rolando Mandragora,Udinese,4.4,216,7,42,111,64,6,216,4,2,50.0,2,50.0,114,456,210,2,1,1,5,5,140,18
1645,Rolando Mandragora,Torino,16.9,887,28,180,505,214,22,887,17,11,64.7,6,35.3,397,1583,765,8,15,0,20,6,489,28
1646,Mario Mandzukic,Milan,2.4,71,4,10,35,28,8,71,0,0,0.0,0,0.0,22,70,38,0,1,0,1,1,47,5
1647,Sadio Mane,Liverpool,31.2,1512,16,86,535,912,244,1512,144,82,56.9,61,42.4,1061,7394,3501,142,88,62,101,61,1266,366
1648,Niccolo Manfredini,Benevento,1.0,36,33,36,0,0,0,36,0,0,0.0,0,0.0,18,97,51,0,0,0,0,0,12,0
1649,Eliaquim Mangala,Valencia,3.6,142,25,85,54,4,2,142,1,1,100.0,0,0.0,47,216,114,0,0,0,0,1,54,0
1650,Orel Mangala,Stuttgart,23.4,1276,61,256,736,307,36,1276,82,53,64.6,29,35.4,723,4109,2018,43,44,10,51,42,893,76
1651,Thomas Mangani,Angers,29.9,2349,65,481,1499,392,20,2346,16,10,62.5,6,37.5,1316,5574,2296,22,19,1,18,13,1588,36
1652,Vito Mannone,Monaco,9.0,303,271,301,2,0,0,303,0,0,0.0,0,0.0,174,684,324,0,0,0,0,0,163,0
1653,Kostas Manolas,Napoli,25.5,1735,201,835,878,26,11,1735,3,2,66.7,1,33.3,1107,4649,2239,4,4,1,1,1,1273,1
1654,Javier Manquillo,Newcastle Utd,9.2,489,23,132,217,147,5,489,8,1,12.5,7,87.5,219,1104,554,13,12,0,15,7,256,29
1655,Juan Manuel Ramos,Spezia,3.3,197,8,55,77,67,2,197,2,1,50.0,1,50.0,95,581,359,7,9,0,9,2,112,13
1656,Myziane Maolida,Nice,12.0,485,9,59,194,237,40,485,44,21,47.7,23,52.3,338,2050,990,35,21,16,27,17,377,92
1657,Faitout Maouassa,Rennes,13.0,988,39,261,473,262,11,988,34,19,55.9,15,44.1,527,3156,1783,43,42,1,28,12,643,60
1658,Sekou Mara,Bordeaux,2.5,94,1,10,47,39,7,94,5,3,60.0,2,40.0,50,278,115,5,1,1,12,1,72,17
1659,Fernando Marcal,Wolves,6.9,464,28,147,216,102,2,464,13,7,53.8,6,46.2,216,1057,599,8,5,0,6,2,252,14
1660,Fernando Marcal,Lyon,0.9,78,0,9,57,12,0,78,0,0,0.0,0,0.0,48,382,258,2,0,0,0,0,54,0
1661,Marcelo,Real Madrid,11.7,982,19,184,444,364,24,982,14,12,85.7,2,14.3,586,2600,1418,24,26,4,14,5,715,92
1662,Marcelo,Lyon,32.3,2396,244,1057,1260,89,42,2396,5,3,60.0,2,40.0,1445,6904,4470,18,10,1,10,2,1653,6
1664,Solly March,Brighton,18.6,1185,44,245,445,515,50,1185,63,44,69.8,19,30.2,605,4400,2101,74,34,18,22,24,662,146
1665,Federico Marchetti,Genoa,3.7,143,129,142,1,0,0,143,0,0,0.0,0,0.0,79,272,170,0,0,0,0,0,75,0
1666,Riccardo Marchizza,Spezia,17.3,1101,43,385,437,288,27,1101,18,6,33.3,12,66.7,598,3344,1521,33,20,6,23,8,671,84
1667,Gian Marco Ferrari,Sassuolo,33.5,3045,371,1280,1645,133,37,3045,12,6,50.0,6,50.0,1950,10461,6883,38,32,4,17,7,2325,18
1668,Ivan Marcone,Elche,29.4,1735,110,611,1019,115,5,1735,17,13,76.5,4,23.5,1045,4871,2357,15,7,0,21,12,1171,11
1669,Oscar de Marcos,Athletic Club,16.9,912,41,229,379,309,25,912,12,7,58.3,5,41.7,443,2781,1507,54,35,7,23,4,514,107
1670,Dario Maresic,Reims,5.7,399,48,192,190,20,1,399,0,0,0.0,0,0.0,258,1954,875,9,4,0,3,2,286,3
1671,Jose Mari,Cádiz,16.1,646,48,208,361,94,5,645,25,16,64.0,9,36.0,256,1245,495,8,8,1,10,13,286,10
1672,Pablo Mari,Arsenal,10.0,700,83,390,302,9,3,700,3,3,100.0,0,0.0,455,2154,1336,4,4,0,1,0,518,0
1673,Jose Maria Gimenez,Atlético Madrid,19.6,1284,134,612,625,53,23,1284,2,1,50.0,1,50.0,745,3718,2222,11,6,0,2,1,899,4
1674,Mariano,Real Madrid,5.7,160,7,18,57,87,25,160,12,7,58.3,5,41.7,89,629,220,7,13,5,12,14,121,30
1675,Jordan Marie,Dijon,15.9,910,27,193,615,112,4,910,18,11,61.1,7,38.9,486,1532,594,6,10,1,23,11,612,24
1676,Adrian Marin,Alavés,1.0,69,3,11,44,16,2,69,1,0,0.0,1,100.0,36,105,47,1,1,1,1,0,33,6
1677,Adrian Marin,Granada,3.0,162,6,48,91,25,0,162,3,3,100.0,0,0.0,61,297,195,5,2,0,5,0,69,2
1678,Razvan Marin,Cagliari,32.9,1984,44,383,1089,543,32,1984,73,34,46.6,39,53.4,1065,6302,2962,45,48,7,49,25,1282,80
