,Player,Squad,90s,Touches - Touches,Touches - Def Pen,Touches - Def 3rd,Touches - Mid 3rd,Touches - Att 3rd,Touches - Att Pen,Touches - Live,Take-Ons - Att,Take-Ons - Succ,Take-Ons - Succ%,Take-Ons - Tkld,Take-Ons - Tkld%,Carries - Carries,Carries - TotDist,Carries - PrgDist,Carries - PrgC,Carries - 1/3,Carries - CPA,Carries - Mis,Carries - Dis,Receiving - Rec,Receiving - PrgR
782,Fode Doucoure,Reims,3.7,235,14,70,122,48,2,235,8,5,62.5,3,37.5,114,777,519,11,6,2,4,1,128,8
783,Mahamadou Doucoure,Nîmes,0.5,20,2,5,10,6,2,20,1,1,100.0,0,0.0,17,125,83,4,1,1,3,2,15,6
784,Cheick Doukoure,Levante,1.1,57,1,10,36,12,0,57,1,1,100.0,0,0.0,36,142,45,0,1,0,0,2,32,2
785,Idrissa Doumbia,Huesca,8.7,481,22,126,291,69,1,481,13,12,92.3,1,7.7,310,1508,593,8,7,0,11,7,341,4
786,Moussa Doumbia,Reims,10.0,533,7,74,221,251,36,533,50,23,46.0,27,54.0,390,2705,1435,50,29,22,37,13,406,102
787,Souleyman Doumbia,Angers,24.7,1522,62,450,748,349,13,1522,42,25,59.5,17,40.5,839,5079,2676,65,51,6,46,23,872,121
788,Aleksandar Dragovic,Leverkusen,12.6,1170,64,341,717,117,6,1170,4,3,75.0,1,25.0,658,2744,1600,15,13,2,3,1,803,16
789,Bartlomiej Dragowski,Fiorentina,35.0,1149,963,1145,4,0,0,1149,0,0,0.0,0,0.0,590,3388,1957,0,0,0,0,0,407,0
790,Denis Dragus,Crotone,2.0,97,1,7,37,57,5,97,8,5,62.5,3,37.5,62,439,164,6,6,1,9,6,77,17
791,Radu Dragusin,Juventus,0.0,2,0,2,0,0,0,2,0,0,0.0,0,0.0,1,3,0,0,0,0,0,0,1,0
792,Mouhamadou Drammeh,Reims,1.9,73,9,22,42,9,1,73,4,2,50.0,2,50.0,36,242,149,4,1,0,2,1,39,1
793,Julian Draxler,Paris S-G,11.8,710,2,55,366,299,37,710,25,15,60.0,10,40.0,470,2914,1550,49,37,12,7,13,582,94
794,Dominick Drexler,Köln,13.7,691,24,132,314,260,43,691,19,8,42.1,11,57.9,398,2084,956,33,20,8,24,20,470,98
795,Matthieu Dreyer,Lorient,15.0,395,342,393,2,0,0,395,1,0,0.0,1,100.0,174,1021,608,0,0,0,0,0,123,0
796,Domingos Duarte,Granada,26.3,1165,144,570,564,36,10,1165,2,2,100.0,0,0.0,577,3269,1960,17,10,0,6,4,619,3
797,Leo Duarte,Milan,0.2,14,1,12,2,0,0,14,0,0,0.0,0,0.0,8,31,11,0,1,0,0,0,11,0
798,Oscar Duarte,Levante,22.9,1446,251,816,611,28,15,1446,3,3,100.0,0,0.0,818,3396,1819,6,5,0,5,3,920,3
799,Ruben Duarte,Alavés,28.3,1661,93,542,763,359,12,1661,13,5,38.5,8,61.5,658,2698,1382,27,21,0,16,9,761,54
800,Leo Dubois,Lyon,32.3,2585,95,574,1144,887,67,2585,53,30,56.6,23,43.4,1369,7433,4351,111,85,19,43,15,1555,239
801,Martin Dubravka,Newcastle Utd,13.0,467,400,465,2,0,0,467,0,0,0.0,0,0.0,232,1356,698,0,0,0,1,0,165,0
802,Ondrej Duda,Köln,28.2,1592,23,165,907,537,40,1588,72,51,70.8,21,29.2,852,4039,1454,32,25,11,88,30,1069,132
803,Unai Dufur,Eibar,0.7,51,1,13,25,13,0,51,0,0,0.0,0,0.0,13,50,19,0,0,0,1,0,21,0
804,Haris Duljevic,Nîmes,8.6,403,4,38,213,170,19,403,49,31,63.3,18,36.7,268,1888,970,27,35,5,23,17,287,52
806,Paul Dummett,Newcastle Utd,13.9,717,85,367,294,59,5,717,4,3,75.0,1,25.0,317,1091,621,2,2,0,9,0,416,5
807,Alfred Duncan,Fiorentina,1.8,105,0,14,66,26,1,105,1,1,100.0,0,0.0,66,281,76,1,3,0,2,2,68,2
808,Alfred Duncan,Cagliari,11.9,706,28,135,443,136,5,706,27,18,66.7,9,33.3,389,2002,1069,16,14,3,22,8,483,24
809,Lewis Dunk,Brighton,32.6,2511,361,1412,997,114,48,2511,8,6,75.0,2,25.0,1514,7618,3763,27,15,0,12,1,1743,7
810,Jimmy Dunne,Burnley,3.0,194,27,103,72,20,14,194,2,1,50.0,1,50.0,85,344,43,0,0,0,1,1,96,1
811,Erik Durm,Eint Frankfurt,16.4,893,43,224,429,252,31,893,21,11,52.4,10,47.6,426,2315,898,25,18,6,27,11,482,90
812,Hugo Duro,Real Madrid,0.6,12,0,1,3,8,3,12,1,1,100.0,0,0.0,6,20,10,0,0,0,2,0,9,4
813,Jean-Kevin Duverne,Brest,22.5,1557,196,780,718,70,16,1557,19,18,94.7,1,5.3,967,5694,3639,39,19,3,12,10,1069,10
814,Paulo Dybala,Juventus,12.6,880,2,53,367,467,61,880,47,27,57.4,20,42.6,496,2886,1214,39,35,14,35,18,687,97
815,Edin Dzeko,Roma,20.3,731,15,29,325,386,131,730,55,27,49.1,28,50.9,353,2316,1062,50,29,24,56,31,589,174
816,Steeve-Mike Ebongue,Genoa,0.6,33,1,14,14,6,0,33,0,0,0.0,0,0.0,19,60,26,1,0,0,2,1,16,0
817,Enzo Ebosse,Angers,2.9,177,13,83,84,12,2,177,0,0,0.0,0,0.0,83,259,115,1,1,0,4,0,119,7
818,Bruno Ecuele Manga,Dijon,38.0,2351,390,1510,795,60,40,2351,13,11,84.6,2,15.4,1424,6146,3172,10,6,3,16,6,1479,2
819,Simone Edera,Torino,0.6,34,2,9,14,11,0,34,2,2,100.0,0,0.0,11,64,41,1,1,0,2,0,14,2
820,Ederson,Manchester City,36.0,1174,948,1169,5,0,0,1174,0,0,0.0,0,0.0,755,3576,2401,0,0,0,2,0,669,0
821,Kyle Edwards,West Brom,1.3,50,0,10,22,19,4,50,4,1,25.0,3,75.0,28,258,142,5,2,2,1,1,33,4
822,John Egan,Sheffield Utd,29.2,1435,207,741,656,50,25,1435,0,0,0.0,0,0.0,732,4302,2399,11,9,1,5,1,789,2
823,Johannes Eggestein,Werder Bremen,0.4,19,2,5,10,4,1,19,0,0,0.0,0,0.0,6,55,15,1,1,0,0,0,10,2
824,Maximilian Eggestein,Werder Bremen,32.7,1677,67,382,984,328,23,1677,20,12,60.0,8,40.0,848,3708,1899,45,43,2,41,22,1020,68
825,Lilian Egloff,Stuttgart,0.2,7,0,3,0,4,0,7,0,0,0.0,0,0.0,5,13,4,0,0,0,1,1,6,2
826,Kingsley Ehizibue,Köln,12.6,758,48,250,334,181,13,758,31,19,61.3,12,38.7,328,2060,1026,25,13,0,15,10,349,44
827,Albin Ekdal,Sampdoria,25.5,1326,62,345,808,192,22,1326,24,20,83.3,4,16.7,613,3158,1473,22,18,1,22,18,740,18
828,Hugo Ekitike,Reims,1.0,46,0,2,14,30,9,46,9,2,22.2,7,77.8,23,141,46,3,0,2,2,1,35,9
829,Anthony Elanga,Manchester Utd,1.7,84,2,15,33,39,5,84,7,3,42.9,4,57.1,57,262,68,2,3,0,8,2,65,13
830,Niclas Eliasson,Nîmes,20.0,752,15,111,255,398,40,752,23,10,43.5,13,56.5,385,2105,889,27,15,7,46,13,409,141
832,Elif Elmas,Napoli,8.2,446,8,65,225,160,25,446,16,12,75.0,4,25.0,276,1492,737,27,17,9,18,9,344,35
833,Ahmed Elmohamady,Aston Villa,9.3,693,36,228,273,195,14,693,3,2,66.7,1,33.3,314,1108,567,10,6,1,5,3,374,36
834,Mohamed Elneny,Arsenal,17.2,1119,59,327,659,138,6,1119,7,4,57.1,3,42.9,756,3335,1586,17,15,1,7,4,848,12
835,Aritz Elustondo,Real Sociedad,20.9,1401,114,578,769,64,13,1401,8,4,50.0,4,50.0,896,5468,3621,27,14,1,10,2,918,12
836,Nico Elvedi,M'Gladbach,28.2,2225,268,1204,997,32,20,2225,6,4,66.7,2,33.3,1372,6674,3421,10,9,0,11,1,1481,3
837,Rodrigo Ely,Alavés,5.2,210,32,128,72,11,8,210,1,1,100.0,0,0.0,89,290,94,1,1,0,3,0,99,0
838,Breel Embolo,M'Gladbach,16.0,692,8,43,371,291,83,692,65,40,61.5,25,38.5,396,2186,1007,37,20,28,66,46,543,124
839,Emerson,Betis,33.2,2362,115,636,1018,721,80,2362,47,24,51.1,23,48.9,1184,5814,3265,91,63,19,54,34,1384,186
840,Renaud Emond,Nantes,3.9,121,0,8,63,51,18,121,0,0,0.0,0,0.0,65,230,71,2,1,2,8,3,102,27
841,Alan Empereur,Hellas Verona,2.4,129,9,39,81,10,1,129,0,0,0.0,0,0.0,73,389,264,2,2,0,0,2,94,3
842,Youssef En-Nesyri,Sevilla,25.7,679,26,64,313,304,138,679,36,15,41.7,21,58.3,320,1511,585,29,14,22,62,23,458,114
843,Keita Endo,Union Berlin,5.1,168,5,31,71,69,16,168,12,5,41.7,7,58.3,91,659,344,16,6,2,8,4,103,33
844,Wataru Endo,Stuttgart,32.8,2202,116,581,1391,253,22,2202,53,39,73.6,14,26.4,1178,5513,2914,35,31,4,50,53,1483,39
845,Sergi Enrich,Eibar,15.6,637,7,41,266,333,94,636,15,7,46.7,8,53.3,284,1105,335,14,9,5,47,18,440,91
846,Christian Eriksen,Inter,15.4,1185,23,233,562,399,24,1185,15,11,73.3,4,26.7,665,3038,1582,28,34,3,18,19,860,49
847,Martin Erlic,Spezia,20.0,1267,139,644,603,32,16,1267,5,3,60.0,2,40.0,724,3742,1897,15,7,0,9,1,756,2
848,Patrick Erras,Werder Bremen,0.3,33,0,7,15,11,0,33,0,0,0.0,0,0.0,18,52,38,0,0,0,0,0,23,7
849,Gonzalo Escalante,Lazio,8.1,573,16,141,382,56,3,573,9,8,88.9,1,11.1,302,1481,697,11,11,0,6,2,353,7
850,Aaron Escandell,Granada,5.0,176,133,174,2,0,0,176,0,0,0.0,0,0.0,79,522,309,0,0,0,0,0,49,0
851,Dani Escriche,Huesca,9.5,400,7,53,220,142,24,400,42,16,38.1,26,61.9,220,1530,821,28,23,7,26,14,264,48
852,Sergio Escudero,Sevilla,6.3,451,16,126,223,110,8,451,4,2,50.0,2,50.0,254,1160,578,8,15,0,7,2,296,32
853,Alfonso Espino,Cádiz,28.9,1363,93,586,548,250,17,1363,28,16,57.1,12,42.9,506,2606,1191,31,17,4,32,16,516,59
854,Vicente Esquerdo,Valencia,2.6,130,4,39,68,23,2,130,4,2,50.0,2,50.0,58,253,67,0,0,0,4,1,79,3
855,Nahuel Estevez,Spezia,19.6,1093,30,139,582,390,34,1093,19,11,57.9,8,42.1,602,2898,1364,32,30,4,31,13,746,80
856,Pervis Estupinan,Villarreal,13.0,831,43,250,298,289,28,831,21,9,42.9,12,57.1,437,2276,1156,39,27,8,28,18,471,120
858,Yoann Etienne,Lorient,1.0,47,3,17,21,9,0,47,1,0,0.0,1,100.0,14,70,29,0,0,0,4,0,18,1
859,Xabier Etxeita,Getafe,9.8,406,46,177,211,21,10,406,2,1,50.0,1,50.0,147,854,394,2,2,0,6,0,159,1
860,Jonny Evans,Leicester City,27.5,2065,247,1093,943,44,18,2065,9,8,88.9,1,11.1,1251,5620,2951,7,5,0,5,4,1394,5
861,Edu Exposito,Eibar,27.3,1440,24,183,779,496,45,1438,56,41,73.2,15,26.8,758,3650,1684,45,36,8,46,34,866,81
862,Valentin Eysseric,Fiorentina,8.1,444,11,72,208,166,13,444,6,3,50.0,3,50.0,255,1176,592,14,12,3,11,7,298,45
863,Eberechi Eze,Crystal Palace,28.4,1473,22,215,708,591,42,1473,118,64,54.2,54,45.8,967,6917,3318,79,70,18,57,37,1042,126
864,Jokin Ezkieta,Athletic Club,1.0,24,21,24,0,0,0,24,0,0,0.0,0,0.0,14,62,35,0,0,0,0,0,9,0
865,Lukasz Fabianski,West Ham,35.0,1077,934,1075,2,0,0,1077,0,0,0.0,0,0.0,560,3883,2240,0,0,0,1,0,356,0
866,Fabinho,Liverpool,28.5,2386,164,810,1430,155,12,2386,11,7,63.6,4,36.4,1469,6982,3870,27,20,3,17,7,1721,13
867,Fabio,Nantes,16.7,1108,58,332,562,223,11,1108,18,7,38.9,11,61.1,485,2530,1092,24,19,3,15,14,539,59
868,Cesc Fabregas,Monaco,9.7,897,8,127,495,280,27,895,11,6,54.5,5,45.5,457,1696,858,10,6,2,17,9,662,48
869,Bandiougou Fadiga,Paris S-G,0.7,44,2,13,18,15,2,44,6,2,33.3,4,66.7,30,219,114,3,1,0,3,0,36,7
870,Bandiougou Fadiga,Brest,0.5,35,0,5,21,9,0,35,1,0,0.0,1,100.0,24,106,62,0,0,0,3,1,28,3
871,Wout Faes,Reims,32.2,1969,303,1173,776,31,20,1969,16,12,75.0,4,25.0,1155,5544,3180,22,10,3,11,9,1286,2
872,Nicolo Fagioli,Juventus,0.2,23,1,7,14,2,0,23,2,2,100.0,0,0.0,15,65,28,0,0,0,0,0,17,0
873,Ralf Fahrmann,Schalke 04,20.8,898,725,889,11,1,1,898,0,0,0.0,0,0.0,462,2566,1552,0,1,1,0,1,361,0
874,Romain Faivre,Brest,32.1,1869,33,299,830,796,77,1868,132,89,67.4,43,32.6,1188,8828,4590,141,115,26,74,34,1239,166
875,Fali,Cádiz,29.3,995,161,424,484,96,19,995,5,4,80.0,1,20.0,418,1764,859,10,12,2,11,4,470,12
876,Iago Falque,Benevento,4.0,266,1,24,124,123,16,266,17,7,41.2,10,58.8,162,1105,554,16,11,7,11,6,186,31
877,Andri Fannar Baldursson,Bologna,2.4,106,7,34,53,20,3,106,2,1,50.0,1,50.0,52,233,62,1,2,0,6,4,64,8
878,Paolo Farago,Bologna,0.3,16,2,4,6,6,2,16,0,0,0.0,0,0.0,13,35,10,0,0,0,0,0,13,1
879,Paolo Farago,Cagliari,4.1,280,27,81,119,81,6,280,5,2,40.0,3,60.0,132,626,252,2,4,1,5,1,161,10
880,Davide Faraoni,Hellas Verona,32.1,1845,132,560,824,482,63,1845,45,17,37.8,28,62.2,838,3650,1380,26,26,3,46,15,972,100
881,Mohamed Fares,Lazio,12.7,685,27,167,262,263,21,685,18,6,33.3,12,66.7,362,1753,916,26,20,4,19,6,409,114
882,Diego Farias,Spezia,16.8,784,5,79,336,375,77,784,26,18,69.2,8,30.8,521,2829,1261,47,21,26,26,11,639,131
884,Wuilker Farinez,Lens,1.2,33,30,32,1,0,0,33,0,0,0.0,0,0.0,16,61,47,0,0,0,0,0,5,0
885,Noah Fatar,Angers,0.2,14,0,2,5,7,0,14,2,0,0.0,2,100.0,10,53,21,0,1,0,1,1,9,2
886,Ansu Fati,Barcelona,4.8,270,0,12,86,174,39,270,23,11,47.8,12,52.2,183,1296,700,32,16,21,11,8,226,60
887,Julien Faussurier,Brest,10.6,688,30,196,291,205,16,688,9,5,55.6,4,44.4,364,1606,922,28,8,5,14,3,389,63
888,Andrea Favilli,Hellas Verona,3.8,143,2,4,61,81,22,143,7,3,42.9,4,57.1,89,427,104,7,6,3,22,15,127,37
889,Federico Fazio,Roma,4.5,361,40,136,197,32,6,361,3,3,100.0,0,0.0,191,1087,751,4,9,0,2,1,252,2
890,Nabil Fekir,Betis,29.1,1669,4,83,723,891,106,1666,117,85,72.6,32,27.4,1053,6519,3165,103,88,39,78,83,1323,182
891,Felipe,Atlético Madrid,22.9,1301,185,669,603,39,24,1301,3,3,100.0,0,0.0,701,3635,1638,5,2,0,3,1,753,3
892,Luiz Felipe,Lazio,10.1,669,62,305,333,35,4,669,5,2,40.0,3,60.0,400,2810,1410,9,6,0,7,2,445,2
893,Joao Felix,Atlético Madrid,17.5,865,6,67,429,376,54,863,60,30,50.0,30,50.0,578,3145,1640,49,54,10,40,34,749,94
894,Ohis Felix Uduokhai,Augsburg,29.0,1858,279,1029,768,77,29,1858,19,15,78.9,4,21.1,1064,5880,3331,21,9,4,17,10,1103,13
895,Zinedine Ferhat,Nîmes,32.9,1686,43,227,700,780,109,1685,128,64,50.0,64,50.0,982,5803,2524,92,73,37,88,48,1242,266
896,Bruno Fernandes,Manchester Utd,34.4,2710,40,284,1165,1279,124,2700,45,23,51.1,22,48.9,1496,6475,3529,80,76,10,56,37,2063,263
897,Edimilson Fernandes,Mainz 05,9.3,462,34,126,241,98,5,462,5,3,60.0,2,40.0,244,1074,450,6,6,0,12,14,266,19
898,Aitor Fernandez,Levante,29.0,990,856,983,7,0,0,990,1,0,0.0,1,100.0,512,2232,1503,0,0,0,1,0,425,0
899,Alex Fernandez,Cádiz,21.6,1086,26,194,587,322,16,1084,22,15,68.2,7,31.8,537,2738,1188,26,21,3,33,16,628,43
900,Alvaro Fernandez,Huesca,22.0,869,740,862,5,2,2,869,0,0,0.0,0,0.0,415,1898,1180,0,0,0,0,0,416,0
901,Andres Fernandez,Huesca,16.0,602,543,600,2,0,0,602,3,3,100.0,0,0.0,306,1232,769,0,0,0,1,0,280,0
902,Augusto Fernandez,Cádiz,4.1,160,8,48,104,12,1,160,3,2,66.7,1,33.3,73,390,167,2,2,1,6,5,68,3
903,Carlos Fernandez,Sevilla,1.6,53,1,6,27,20,4,53,3,2,66.7,1,33.3,32,172,100,3,1,1,4,2,42,10
904,Carlos Fernandez,Real Sociedad,4.3,175,7,22,91,63,13,175,10,4,40.0,6,60.0,101,416,140,3,3,2,19,8,127,33
905,Federico Fernandez,Newcastle Utd,23.1,1169,268,719,377,76,14,1169,1,0,0.0,1,100.0,553,2133,858,1,0,0,8,2,619,7
906,Joaquin Fernandez,Valladolid,23.0,1022,173,604,387,36,12,1022,1,1,100.0,0,0.0,494,2189,973,0,2,1,5,6,526,2
907,Fernandinho,Manchester City,13.2,1143,31,161,813,181,13,1143,13,10,76.9,3,23.1,703,3633,2218,31,42,4,7,4,867,5
908,Fernando,Sevilla,28.3,1837,135,593,1065,194,12,1837,19,11,57.9,8,42.1,973,4313,2052,17,17,1,25,10,1191,22
910,Alex Ferrari,Sampdoria,9.8,602,59,301,241,65,7,602,2,1,50.0,1,50.0,307,1299,611,1,1,0,9,4,345,8
911,David Ferreiro,Huesca,28.1,1325,13,180,523,649,43,1325,64,44,68.8,20,31.3,788,5108,2292,68,47,12,41,36,845,182
912,Salvador Ferrer,Spezia,13.2,1037,49,341,462,243,6,1037,8,5,62.5,3,37.5,547,2541,1299,28,19,0,12,7,601,49
913,Facundo Ferreyra,Celta Vigo,3.3,86,2,9,39,39,12,86,1,0,0.0,1,100.0,33,89,33,1,1,1,5,7,54,10
914,Jordan Ferri,Montpellier,28.6,1855,32,457,1164,257,14,1855,28,16,57.1,12,42.9,1154,5707,2736,36,32,6,37,27,1319,41
915,Marco Festa,Crotone,1.0,39,35,39,0,0,0,39,0,0,0.0,0,0.0,21,123,103,0,0,0,0,0,10,0
916,Fidel,Elche,26.6,1510,33,388,669,481,53,1507,88,51,58.0,37,42.0,882,5112,2655,82,51,19,62,40,1011,123
917,Sam Field,West Brom,0.7,43,4,17,24,2,0,43,1,1,100.0,0,0.0,9,25,1,0,0,0,2,1,10,0
918,Alfred Finnbogason,Augsburg,6.0,243,6,27,116,104,30,241,5,4,80.0,1,20.0,127,706,287,5,7,3,21,10,175,47
919,Roberto Firmino,Liverpool,31.5,1663,18,104,789,788,176,1663,83,59,71.1,24,28.9,989,4862,2379,66,44,22,80,47,1279,222
920,Junior Firpo,Barcelona,3.2,265,12,61,121,84,12,265,5,1,20.0,4,80.0,155,718,358,8,8,3,6,0,193,22
921,John Fleck,Sheffield Utd,28.6,1476,36,248,744,502,25,1476,54,30,55.6,24,44.4,768,4026,2160,54,48,5,30,24,933,62
922,Mark Flekken,Freiburg,3.0,135,122,135,0,0,0,135,0,0,0.0,0,0.0,81,360,196,0,0,0,0,0,65,0
923,Florian Flick,Schalke 04,4.0,135,13,55,73,8,1,135,3,0,0.0,3,100.0,63,235,88,1,0,0,2,1,59,1
924,Alexis Flips,Reims,0.5,28,0,5,12,13,2,28,2,0,0.0,2,100.0,20,92,33,0,1,0,5,0,21,4
925,Alessandro Florenzi,Paris S-G,17.1,1128,46,251,515,367,51,1128,11,5,45.5,6,54.5,623,2635,1388,27,20,9,9,2,780,148
926,Kingsley Fobi,Granada,0.5,14,2,5,6,3,1,14,0,0,0.0,0,0.0,6,51,38,1,0,1,0,0,4,1
927,Phil Foden,Manchester City,18.0,1065,14,93,373,615,121,1065,67,38,56.7,29,43.3,673,3812,2138,81,40,42,47,15,833,213
928,Mamadou Fofana,Metz,11.9,561,49,269,276,19,5,561,2,2,100.0,0,0.0,300,1103,530,2,2,0,6,3,306,2
929,Seko Fofana,Lens,25.7,1497,32,217,929,372,54,1497,74,41,55.4,33,44.6,956,5893,2850,75,58,15,50,32,1122,126
930,Wesley Fofana,Leicester City,25.1,2036,186,865,1118,78,20,2036,21,15,71.4,6,28.6,1273,8129,4806,37,23,1,27,12,1344,8
931,Wesley Fofana,Saint-Étienne,3.5,222,27,128,86,8,3,222,3,2,66.7,1,33.3,128,678,417,2,3,1,0,1,140,2
932,Youssouf Fofana,Monaco,31.9,2028,47,385,1327,345,12,2028,61,32,52.5,29,47.5,1101,5869,2967,57,52,4,45,26,1410,36
933,Thomas Foket,Reims,36.9,2266,121,884,896,504,24,2266,30,18,60.0,12,40.0,1140,6504,3751,90,60,3,37,17,1268,149
934,Ramon Folch,Elche,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0
936,Lamine Fomba,Nîmes,24.2,1027,65,280,542,211,28,1027,30,14,46.7,16,53.3,508,2539,1103,19,18,0,38,42,514,23
937,Thomas Fontaine,Lorient,3.6,133,25,86,46,2,1,133,0,0,0.0,0,0.0,65,620,94,0,0,0,1,0,76,0
938,Jose Fontan,Celta Vigo,7.2,434,45,176,195,64,5,434,6,5,83.3,1,16.7,231,1329,853,12,17,1,5,2,272,11
939,Jose Fonte,Lille,35.4,2700,221,1188,1386,136,50,2700,6,6,100.0,0,0.0,1673,7111,4131,14,19,2,9,1,1915,14
940,Fernando Forestieri,Udinese,6.1,259,0,18,109,133,25,259,20,10,50.0,10,50.0,173,786,308,8,8,1,15,7,192,47
941,Pablo Fornals,West Ham,28.6,1407,22,229,690,511,66,1407,60,29,48.3,31,51.7,821,4358,2061,59,41,11,37,21,963,142
942,Emil Forsberg,RB Leipzig,17.1,777,2,30,365,387,64,774,33,19,57.6,14,42.4,437,2060,897,36,31,15,38,22,595,112
943,Fraser Forster,Southampton,8.0,302,239,296,6,0,0,302,0,0,0.0,0,0.0,123,708,447,0,0,0,0,0,116,0
944,Philipp Forster,Stuttgart,16.8,869,10,95,430,360,51,868,29,13,44.8,16,55.2,530,4034,2182,69,60,15,45,15,643,117
945,Steven Fortes,Lens,15.9,1098,88,544,526,33,7,1098,7,3,42.9,4,57.1,643,4000,2404,18,5,0,4,1,741,0
946,Yassin Fortune,Angers,0.2,5,1,1,2,2,1,5,0,0,0.0,0,0.0,3,5,4,0,1,0,0,0,3,1
947,Timothy Fosu-Mensah,Manchester Utd,0.9,84,1,15,38,31,4,84,2,2,100.0,0,0.0,45,202,94,2,2,1,0,2,65,13
948,Timothy Fosu-Mensah,Leverkusen,4.5,394,14,93,233,69,4,394,5,3,60.0,2,40.0,217,847,380,8,1,2,5,3,270,17
949,Daam Foulon,Benevento,11.3,556,48,222,227,116,3,556,14,6,42.9,8,57.1,265,1420,871,16,11,1,11,4,316,20
950,Dimitri Foulquier,Granada,29.6,1407,76,430,634,360,23,1407,49,27,55.1,22,44.9,577,3557,1998,49,35,6,42,26,599,68
951,Juan Foyth,Villarreal,13.0,865,45,284,485,111,7,865,27,22,81.5,5,18.5,458,2669,1507,19,17,0,8,9,542,7
952,Gianluca Frabotta,Juventus,7.7,544,18,150,242,155,15,544,8,3,37.5,5,62.5,264,1241,659,14,10,3,8,6,360,65
953,Raphael Framberger,Augsburg,17.1,979,71,393,381,216,9,979,21,9,42.9,12,57.1,396,2688,1506,48,31,5,29,17,429,63
954,Tyrese Francois,Fulham,0.2,18,0,6,7,5,0,18,1,0,0.0,1,100.0,13,57,42,2,1,0,0,0,14,2
955,Ryan Fraser,Newcastle Utd,10.3,431,12,49,138,250,22,431,4,3,75.0,1,25.0,241,1378,660,21,14,4,12,5,292,71
956,Fred,Manchester Utd,26.6,2123,67,501,1256,391,15,2123,30,24,80.0,6,20.0,1227,5787,2712,31,33,1,29,30,1496,33
957,Ryan Fredericks,West Ham,6.3,353,33,94,148,113,12,353,7,3,42.9,4,57.1,154,758,454,11,8,2,3,3,198,39
958,Remo Freuler,Atalanta,30.1,2431,48,432,1429,593,49,2431,55,39,70.9,16,29.1,1454,7558,3917,73,69,9,51,30,1709,67
959,Marco Friedl,Werder Bremen,30.9,2040,203,926,1031,101,6,2040,18,12,66.7,6,33.3,1140,5728,3285,25,12,2,16,7,1280,15
960,Marvin Friedrich,Union Berlin,34.0,2170,204,1053,984,148,45,2170,15,12,80.0,3,20.0,1272,6637,3890,30,17,1,25,6,1417,13
962,Jeremie Frimpong,Leverkusen,4.8,351,9,64,159,135,15,351,27,15,55.6,12,44.4,236,1833,961,30,20,6,13,16,260,47
963,Jorge de Frutos,Levante,24.3,1032,14,182,374,498,84,1032,93,46,49.5,47,50.5,597,3955,1982,72,41,26,69,25,688,204
964,Christian Fuchs,Leicester City,7.8,681,53,221,392,71,2,681,2,0,0.0,2,100.0,358,1281,593,2,6,0,2,1,435,7
965,Angelo Fulgini,Angers,30.3,2014,12,193,1143,708,86,2013,155,81,52.3,74,47.7,1400,7854,3982,101,81,21,98,69,1624,192
966,Niclas Fullkrug,Werder Bremen,9.7,380,17,35,186,160,54,378,16,8,50.0,8,50.0,176,676,302,9,4,3,25,17,298,68
967,Ramiro Funes Mori,Villarreal,8.1,574,66,258,283,35,6,574,1,1,100.0,0,0.0,363,2768,1895,19,14,0,3,4,384,3
968,Darnell Furlong,West Brom,32.6,1551,130,463,644,452,59,1551,24,10,41.7,14,58.3,548,2782,1283,44,23,3,40,10,746,104
969,Daniel Fuzato,Roma,5.0,167,154,167,0,0,0,167,0,0,0.0,0,0.0,85,362,201,0,0,0,0,0,73,0
970,Baptiste Gabard,Saint-Étienne,1.5,77,2,13,58,6,0,77,1,1,100.0,0,0.0,37,138,90,1,0,0,3,1,48,4
971,Matteo Gabbia,Milan,6.2,415,52,203,200,12,6,415,0,0,0.0,0,0.0,224,991,566,2,1,0,2,0,284,0
972,Manolo Gabbiadini,Sampdoria,9.7,296,6,33,138,125,27,295,7,3,42.9,4,57.1,173,804,308,11,11,4,18,5,233,38
973,Mijat Gacinovic,Hoffenheim,9.1,565,18,123,235,211,23,565,13,5,38.5,8,61.5,267,1198,664,16,17,1,13,5,300,46
974,Roberto Gagliardini,Inter,13.7,733,28,139,412,191,34,733,7,4,57.1,3,42.9,402,2093,1051,27,19,5,19,6,543,41
975,Riccardo Gagliolo,Parma,21.7,1579,127,657,745,195,24,1579,16,10,62.5,6,37.5,872,4207,2755,37,19,1,15,6,1021,34
976,Adolfo Gaich,Benevento,8.5,251,5,18,127,110,38,251,24,9,37.5,15,62.5,136,626,191,10,7,7,26,13,186,54
977,Andrey Galabinov,Spezia,4.8,139,5,12,68,60,13,138,2,2,100.0,0,0.0,61,242,96,3,4,2,9,17,104,18
978,Javi Galan,Huesca,34.1,2219,82,715,963,582,21,2219,151,121,80.1,30,19.9,1209,8336,4426,94,65,13,65,39,1282,167
979,Conor Gallagher,West Brom,28.1,1313,56,285,665,383,35,1313,55,30,54.5,25,45.5,673,3774,1408,32,27,11,62,36,757,59
980,Enric Gallego,Osasuna,9.0,370,10,32,174,165,31,370,13,6,46.2,7,53.8,163,547,211,5,4,1,36,8,273,46
981,Kevin Gameiro,Valencia,12.0,351,5,27,153,171,27,351,12,4,33.3,8,66.7,196,917,290,7,8,4,24,16,269,68
