Player,Unnamed: 0,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Starts,Playing Time - Min,Playing Time - 90s,Performance - Gls,Performance - Ast,Performance - G-PK,Performance - PK,Performance - PKatt,Performance - CrdY,Performance - CrdR,Per 90 Minutes - Gls,Per 90 Minutes - Ast,Per 90 Minutes - G+A,Per 90 Minutes - G-PK,Per 90 Minutes - G+A-PK,Expected - xG,Expected - npxG,Expected - xAG,Expected - npxG+xAG,Per 90 Minutes - xG,Per 90 Minutes - xAG,Per 90 Minutes - xG+xAG,Per 90 Minutes - npxG,Per 90 Minutes - npxG+xAG
Louis Beyer,302,DEU,DF,M'Gladbach,de Bundesliga,19.0,2000.0,3.0,0.0,110.0,1.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ermin Bičakčić,303,BIH,DF,Hoffenheim,de Bundesliga,29.0,1990.0,21.0,13.0,1176.0,13.1,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.15,0.6,0.6,0.1,0.8,0.05,0.01,0.06,0.05,0.06
Pedro Bigas,304,ESP,DF,Eibar,es La Liga,28.0,1990.0,23.0,21.0,1777.0,19.7,3.0,0.0,3.0,0.0,0.0,2.0,0.0,0.15,0.0,0.15,0.15,0.15,1.2,1.2,0.1,1.3,0.06,0.0,0.07,0.06,0.07
Lucas Biglia,305,ARG,MF,Milan,it Serie A,33.0,1986.0,14.0,8.0,685.0,7.6,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.13,0.13,0.0,0.13,0.3,0.3,0.3,0.6,0.04,0.04,0.08,0.04,0.08
El Bilal Touré,306,MLI,FW,Reims,fr Ligue 1,17.0,2001.0,7.0,6.0,453.0,5.0,3.0,0.0,1.0,2.0,2.0,2.0,0.0,0.6,0.0,0.6,0.2,0.2,3.3,1.8,0.2,2.0,0.65,0.04,0.7,0.36,0.4
Philip Billing,307,DNK,MF,Bournemouth,eng Premier League,23.0,1996.0,34.0,29.0,2530.0,28.1,1.0,1.0,1.0,0.0,0.0,8.0,0.0,0.04,0.04,0.07,0.04,0.07,2.0,2.0,1.7,3.6,0.07,0.06,0.13,0.07,0.13
Cristiano Biraghi,308,ITA,DF,Inter,it Serie A,26.0,1992.0,26.0,18.0,1576.0,17.5,2.0,6.0,2.0,0.0,0.0,3.0,0.0,0.11,0.34,0.46,0.11,0.46,0.6,0.6,3.9,4.5,0.03,0.22,0.26,0.03,0.26
Davide Biraschi,309,ITA,DF,Genoa,it Serie A,25.0,1994.0,24.0,22.0,1971.0,21.9,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.05,0.05,0.0,0.05,0.5,0.5,0.5,0.9,0.02,0.02,0.04,0.02,0.04
Valter Birsa,310,SVN,"MF,FW",Cagliari,it Serie A,32.0,1986.0,13.0,4.0,430.0,4.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.2,1.3,0.02,0.25,0.27,0.02,0.27
Dimitri Bisoli,312,ITA,MF,Brescia,it Serie A,25.0,1994.0,25.0,24.0,2152.0,23.9,1.0,1.0,1.0,0.0,0.0,6.0,0.0,0.04,0.04,0.08,0.04,0.08,2.3,2.3,2.2,4.5,0.1,0.09,0.19,0.1,0.19
Yves Bissouma,313,MLI,MF,Brighton,eng Premier League,22.0,1996.0,22.0,15.0,1259.0,14.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.07,0.0,0.07,0.07,0.07,0.4,0.4,0.2,0.6,0.03,0.01,0.04,0.03,0.04
Leonardo Bittencourt,314,DEU,MF,Hoffenheim,de Bundesliga,25.0,1993.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.99,0.99,0.99
Birkir Bjarnason,316,ISL,"MF,FW",Brescia,it Serie A,31.0,1988.0,13.0,9.0,798.0,8.9,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.11,0.11,0.0,0.11,0.4,0.4,1.5,1.9,0.04,0.17,0.22,0.04,0.22
Rubén Blanco,317,ESP,GK,Celta Vigo,es La Liga,24.0,1995.0,33.0,33.0,2960.0,32.9,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ludovic Blas,318,FRA,"FW,MF",Nantes,fr Ligue 1,21.0,1997.0,24.0,22.0,1845.0,20.5,5.0,1.0,5.0,0.0,0.0,0.0,0.0,0.24,0.05,0.29,0.24,0.29,4.0,4.0,1.6,5.6,0.2,0.08,0.28,0.2,0.28
Pablo de Blasis,319,ARG,"DF,MF",Eibar,es La Liga,31.0,1988.0,30.0,15.0,1604.0,17.8,2.0,3.0,1.0,1.0,1.0,1.0,0.0,0.11,0.17,0.28,0.06,0.22,2.8,2.0,2.8,4.9,0.16,0.16,0.32,0.11,0.27
Alejandro Blesa,320,ESP,MF,Levante,es La Liga,17.0,2002.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexis Blin,321,FRA,MF,Amiens,fr Ligue 1,22.0,1996.0,24.0,21.0,1841.0,20.5,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.05,0.05,0.0,0.05,0.1,0.1,0.7,0.8,0.01,0.03,0.04,0.01,0.04
Jérôme Boateng,322,DEU,DF,Bayern Munich,de Bundesliga,30.0,1988.0,24.0,23.0,1796.0,20.0,0.0,2.0,0.0,0.0,0.0,5.0,1.0,0.0,0.1,0.1,0.0,0.1,0.3,0.3,1.7,1.9,0.01,0.08,0.1,0.01,0.1
Kevin-Prince Boateng,323,GHA,FW,Fiorentina,it Serie A,32.0,1987.0,14.0,6.0,599.0,6.7,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.15,0.0,0.15,0.15,0.15,1.3,1.3,0.3,1.6,0.19,0.04,0.23,0.19,0.23
Antonin Bobichon,324,FRA,MF,Nîmes,fr Ligue 1,23.0,1995.0,2.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.03,0.04,0.06,0.03,0.06
Salvatore Bocchetti,326,ITA,DF,Hellas Verona,it Serie A,32.0,1986.0,5.0,3.0,303.0,3.4,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mathieu Bodmer,327,FRA,"MF,FW",Amiens,fr Ligue 1,36.0,1982.0,9.0,0.0,88.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.02,0.0,1.02,1.02,1.02,0.3,0.3,0.2,0.5,0.28,0.2,0.48,0.28,0.48
Adam Bodzek,328,DEU,MF,Düsseldorf,de Bundesliga,33.0,1985.0,28.0,22.0,2015.0,22.4,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.3,1.1,0.04,0.01,0.05,0.04,0.05
Jean-Paul Boëtius,329,NLD,MF,Mainz 05,de Bundesliga,25.0,1994.0,28.0,26.0,2266.0,25.2,4.0,5.0,4.0,0.0,0.0,5.0,0.0,0.16,0.2,0.36,0.16,0.36,3.7,3.7,3.5,7.2,0.15,0.14,0.29,0.15,0.29
Sacha Boey,330,FRA,DF,Rennes,fr Ligue 1,18.0,2000.0,5.0,1.0,172.0,1.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.05,0.06,0.12,0.05,0.12
Jeremie Boga,331,CIV,FW,Sassuolo,it Serie A,22.0,1997.0,34.0,28.0,2513.0,27.9,11.0,2.0,11.0,0.0,0.0,0.0,0.0,0.39,0.07,0.47,0.39,0.47,4.4,4.4,3.4,7.7,0.16,0.12,0.28,0.16,0.28
Melayro Bogarde,332,NLD,DF,Hoffenheim,de Bundesliga,17.0,2002.0,2.0,1.0,51.0,0.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.14,0.0,0.14,0.14,0.14
Quentin Boisgard,333,FRA,"MF,FW",Toulouse,fr Ligue 1,22.0,1997.0,20.0,13.0,1146.0,12.7,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.08,0.08,0.16,0.08,0.16,0.8,0.8,1.4,2.3,0.07,0.11,0.18,0.07,0.18
Willy Boly,334,CIV,DF,Wolves,eng Premier League,28.0,1991.0,22.0,22.0,1979.0,22.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.05,0.05,0.0,0.05,0.4,0.4,1.1,1.5,0.02,0.05,0.07,0.02,0.07
Giacomo Bonaventura,335,ITA,"MF,FW",Milan,it Serie A,29.0,1989.0,29.0,13.0,1338.0,14.9,3.0,5.0,3.0,0.0,0.0,2.0,0.0,0.2,0.34,0.54,0.2,0.54,3.3,3.3,2.5,5.8,0.22,0.17,0.39,0.22,0.39
Federico Bonazzoli,336,ITA,FW,Sampdoria,it Serie A,22.0,1997.0,19.0,7.0,744.0,8.3,6.0,0.0,6.0,0.0,0.0,1.0,0.0,0.73,0.0,0.73,0.73,0.73,3.6,3.6,0.7,4.2,0.43,0.08,0.51,0.43,0.51
Gaëtan Bong,338,CMR,"DF,MF",Brighton,eng Premier League,31.0,1988.0,4.0,0.0,59.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.34,0.34,0.0,0.34
Kevin Bonifazi,339,ITA,DF,Torino,it Serie A,23.0,1996.0,3.0,3.0,247.0,2.7,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.36,0.0,0.36,0.36,0.36,0.3,0.3,0.0,0.3,0.1,0.01,0.12,0.1,0.12
Federico Bonini,341,ITA,DF,Bologna,it Serie A,17.0,2001.0,1.0,0.0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leonardo Bonucci,342,ITA,DF,Juventus,it Serie A,32.0,1987.0,35.0,35.0,3082.0,34.2,3.0,0.0,3.0,0.0,0.0,10.0,0.0,0.09,0.0,0.09,0.09,0.09,3.4,3.4,0.6,3.9,0.1,0.02,0.12,0.1,0.12
Fabio Borini,343,ITA,"MF,FW",Hellas Verona,it Serie A,28.0,1991.0,14.0,9.0,808.0,9.0,3.0,0.0,2.0,1.0,1.0,1.0,1.0,0.33,0.0,0.33,0.22,0.22,3.2,2.4,0.4,2.8,0.35,0.05,0.4,0.26,0.31
Dennis Borkowski,345,DEU,FW,RB Leipzig,de Bundesliga,17.0,2002.0,1.0,0.0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robin Bormuth,346,DEU,DF,Düsseldorf,de Bundesliga,23.0,1995.0,3.0,2.0,181.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sebastiaan Bornauw,347,BEL,DF,Köln,de Bundesliga,20.0,1999.0,28.0,28.0,2447.0,27.2,6.0,0.0,6.0,0.0,0.0,5.0,1.0,0.22,0.0,0.22,0.22,0.22,2.7,2.7,0.6,3.2,0.1,0.02,0.12,0.1,0.12
Brandon Borrello,348,AUS,"MF,FW",Freiburg,de Bundesliga,24.0,1995.0,7.0,4.0,298.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.6,0.13,0.05,0.18,0.13,0.18
Gabriel Boschilia,349,BRA,"MF,FW",Monaco,fr Ligue 1,23.0,1996.0,5.0,1.0,130.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.13,0.0,0.13,0.13,0.13
Denis Bouanga,350,GAB,"FW,MF",Saint-Étienne,fr Ligue 1,24.0,1994.0,26.0,23.0,2042.0,22.7,10.0,3.0,7.0,3.0,3.0,4.0,0.0,0.44,0.13,0.57,0.31,0.44,10.3,7.9,2.1,10.0,0.45,0.09,0.55,0.35,0.44
Hicham Boudaoui,351,DZA,"MF,FW",Nice,fr Ligue 1,19.0,1999.0,9.0,6.0,490.0,5.4,1.0,2.0,1.0,0.0,0.0,2.0,1.0,0.18,0.37,0.55,0.18,0.55,1.0,1.0,1.1,2.1,0.19,0.2,0.38,0.19,0.38
Ryad Boudebouz,352,DZA,"MF,FW",Saint-Étienne,fr Ligue 1,29.0,1990.0,24.0,20.0,1597.0,17.7,1.0,4.0,0.0,1.0,1.0,0.0,0.0,0.06,0.23,0.28,0.0,0.23,2.2,1.4,4.5,5.9,0.13,0.25,0.38,0.08,0.33
Sofiane Boufal,353,MAR,"MF,FW",Southampton,eng Premier League,25.0,1993.0,20.0,8.0,764.0,8.5,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.24,0.24,0.0,0.24,1.0,1.0,2.9,3.9,0.12,0.34,0.46,0.12,0.46
Nassim Boujellab,354,MAR,"MF,FW",Schalke 04,de Bundesliga,20.0,1999.0,11.0,3.0,419.0,4.7,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.5,0.07,0.03,0.1,0.07,0.1
Farid Boulaya,355,DZA,FW,Metz,fr Ligue 1,26.0,1993.0,19.0,8.0,821.0,9.1,2.0,1.0,2.0,0.0,0.0,1.0,1.0,0.22,0.11,0.33,0.22,0.33,1.8,1.8,2.1,3.9,0.2,0.23,0.43,0.2,0.43
Yassine Bounou,356,MAR,GK,Sevilla,es La Liga,28.0,1991.0,6.0,5.0,495.0,5.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.18,0.18,0.0,0.18,0.0,0.0,0.2,0.2,0.0,0.04,0.04,0.0,0.04
Mehdi Bourabia,357,MAR,MF,Sassuolo,it Serie A,27.0,1991.0,17.0,10.0,925.0,10.3,1.0,2.0,1.0,0.0,0.0,7.0,1.0,0.1,0.19,0.29,0.1,0.29,0.3,0.3,0.5,0.7,0.03,0.04,0.07,0.03,0.07
Benjamin Bourigeaud,358,FRA,MF,Rennes,fr Ligue 1,25.0,1994.0,25.0,21.0,1903.0,21.1,2.0,2.0,2.0,0.0,0.0,5.0,0.0,0.09,0.09,0.19,0.09,0.19,2.5,2.5,2.3,4.9,0.12,0.11,0.23,0.12,0.23
Bilal Boutobba,359,FRA,MF,Montpellier,fr Ligue 1,20.0,1998.0,1.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jarrod Bowen,360,GBR,"FW,MF",West Ham,eng Premier League,22.0,1996.0,13.0,11.0,917.0,10.2,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.1,0.39,0.49,0.1,0.49,2.3,2.3,2.7,5.0,0.22,0.27,0.49,0.22,0.49
Dedryck Boyata,361,BEL,DF,Hertha BSC,de Bundesliga,28.0,1990.0,28.0,28.0,2436.0,27.1,4.0,1.0,4.0,0.0,0.0,8.0,1.0,0.15,0.04,0.18,0.15,0.18,1.5,1.5,0.8,2.3,0.06,0.03,0.09,0.06,0.09
John Boye,362,GHA,DF,Metz,fr Ligue 1,32.0,1987.0,24.0,24.0,2115.0,23.5,2.0,0.0,2.0,0.0,0.0,6.0,0.0,0.09,0.0,0.09,0.09,0.09,2.3,2.3,0.1,2.4,0.1,0.0,0.1,0.1,0.1
Can Bozdogan,364,DEU,MF,Schalke 04,de Bundesliga,18.0,2001.0,3.0,3.0,235.0,2.6,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.04,0.01,0.05,0.04,0.05
Domagoj Bradarić,365,HRV,DF,Lille,fr Ligue 1,19.0,1999.0,18.0,16.0,1419.0,15.8,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.06,0.06,0.0,0.06,0.4,0.4,1.3,1.7,0.03,0.08,0.11,0.03,0.11
Filip Bradarić,366,HRV,MF,Celta Vigo,es La Liga,27.0,1992.0,14.0,7.0,706.0,7.8,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.1,0.4,0.04,0.01,0.05,0.04,0.05
Robbie Brady,367,IRL,MF,Burnley,eng Premier League,27.0,1992.0,17.0,5.0,454.0,5.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.2,0.4,0.59,0.2,0.59,1.1,1.1,0.4,1.5,0.22,0.07,0.29,0.22,0.29
Martin Braithwaite,368,DNK,"FW,MF",Barcelona,es La Liga,28.0,1991.0,11.0,4.0,407.0,4.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.22,0.0,0.22,0.22,0.22,2.7,2.7,0.6,3.2,0.59,0.12,0.71,0.59,0.71
Federico Brancolini,370,ITA,GK,Fiorentina,it Serie A,18.0,2001.0,1.0,0.0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon,371,ESP,FW,Osasuna,es La Liga,24.0,1995.0,8.0,5.0,406.0,4.5,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.22,0.22,0.0,0.22,1.3,1.3,0.5,1.8,0.28,0.11,0.39,0.28,0.39
Julian Brandt,372,DEU,"MF,FW",Dortmund,de Bundesliga,23.0,1996.0,33.0,25.0,2203.0,24.5,3.0,7.0,3.0,0.0,0.0,0.0,0.0,0.12,0.29,0.41,0.12,0.41,3.6,3.6,5.4,9.0,0.15,0.22,0.37,0.15,0.37
Jarrad Branthwaite,373,GBR,DF,Everton,eng Premier League,17.0,2002.0,4.0,2.0,300.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darko Brašanac,374,SRB,MF,Osasuna,es La Liga,27.0,1992.0,31.0,27.0,2245.0,24.9,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.04,0.04,0.0,0.04,1.7,1.7,1.7,3.5,0.07,0.07,0.14,0.07,0.14
Claudio Bravo,375,CHL,GK,Manchester City,eng Premier League,36.0,1983.0,4.0,3.0,347.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josip Brekalo,376,HRV,"MF,FW",Wolfsburg,de Bundesliga,21.0,1998.0,30.0,19.0,1670.0,18.6,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.16,0.22,0.38,0.16,0.38,3.8,3.8,5.8,9.7,0.21,0.31,0.52,0.21,0.52
Gleison Bremer,377,BRA,DF,Torino,it Serie A,22.0,1997.0,27.0,27.0,2270.0,25.2,3.0,1.0,3.0,0.0,0.0,6.0,2.0,0.12,0.04,0.16,0.12,0.16,1.7,1.7,0.4,2.0,0.07,0.01,0.08,0.07,0.08
Marco Brescianini,378,ITA,MF,Milan,it Serie A,19.0,2000.0,1.0,0.0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Briançon,379,FRA,DF,Nîmes,fr Ligue 1,24.0,1994.0,22.0,20.0,1737.0,19.3,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.05,0.0,0.05,0.05,0.05,2.0,2.0,0.4,2.3,0.1,0.02,0.12,0.1,0.12
Jimmy Briand,380,FRA,FW,Bordeaux,fr Ligue 1,33.0,1985.0,22.0,18.0,1525.0,16.9,7.0,1.0,6.0,1.0,1.0,1.0,0.0,0.41,0.06,0.47,0.35,0.41,5.2,4.5,0.8,5.3,0.31,0.05,0.36,0.26,0.31
Yan Brice Eteki,381,CMR,MF,Granada,es La Liga,21.0,1997.0,28.0,18.0,1499.0,16.7,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,0.02,0.01,0.03,0.02,0.03
Armando Broja,382,ALB,FW,Chelsea,eng Premier League,17.0,2001.0,1.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dylan Bronn,383,TUN,DF,Metz,fr Ligue 1,24.0,1995.0,9.0,9.0,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.01,0.0,0.01,0.01,0.01
David Brooks,384,GB-WLS,"MF,FW",Bournemouth,eng Premier League,22.0,1997.0,9.0,8.0,506.0,5.6,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.18,0.0,0.18,0.18,0.18,0.5,0.5,0.3,0.8,0.08,0.05,0.14,0.08,0.14
John Brooks,385,USA,DF,Wolfsburg,de Bundesliga,26.0,1993.0,25.0,25.0,2224.0,24.7,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.04,0.04,0.0,0.04,1.2,1.2,1.7,2.9,0.05,0.07,0.12,0.05,0.12
Daniel Brosinski,386,DEU,DF,Mainz 05,de Bundesliga,31.0,1988.0,26.0,16.0,1709.0,19.0,2.0,4.0,1.0,1.0,1.0,3.0,0.0,0.11,0.21,0.32,0.05,0.26,2.0,1.2,6.0,7.2,0.1,0.32,0.42,0.06,0.38
Josh Brownhill,387,GBR,MF,Burnley,eng Premier League,23.0,1995.0,10.0,9.0,805.0,8.9,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.7,0.06,0.02,0.08,0.06,0.08
Marcelo Brozović,388,HRV,MF,Inter,it Serie A,26.0,1992.0,32.0,30.0,2701.0,30.0,3.0,6.0,3.0,0.0,0.0,9.0,0.0,0.1,0.2,0.3,0.1,0.3,3.2,3.2,2.8,5.9,0.11,0.09,0.2,0.11,0.2
Gastón Brugman,390,URY,MF,Parma,it Serie A,26.0,1992.0,23.0,17.0,1458.0,16.2,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.12,0.12,0.0,0.12,0.3,0.3,1.3,1.6,0.02,0.08,0.1,0.02,0.1
Jeffrey Bruma,391,NLD,DF,Wolfsburg,de Bundesliga,27.0,1991.0,9.0,9.0,810.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.8,0.09,0.0,0.09,0.09,0.09
Jacob Bruun Larsen,393,DNK,"FW,MF",Hoffenheim,de Bundesliga,20.0,1998.0,11.0,5.0,391.0,4.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.23,0.0,0.23,0.2,0.2,1.9,2.1,0.05,0.44,0.49,0.05,0.49
Bryan,395,ESP,"MF,FW",Leganés,es La Liga,18.0,2001.0,12.0,4.0,558.0,6.2,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.16,0.0,0.16,0.16,0.16,1.0,1.0,0.7,1.6,0.15,0.1,0.26,0.15,0.26
Lucas Buadés,397,FRA,"MF,FW",Nîmes,fr Ligue 1,21.0,1997.0,6.0,1.0,121.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ante Budimir,398,HRV,FW,Mallorca,es La Liga,28.0,1991.0,35.0,33.0,2765.0,30.7,13.0,2.0,11.0,2.0,2.0,12.0,0.0,0.42,0.07,0.49,0.36,0.42,11.1,9.5,1.0,10.5,0.36,0.03,0.39,0.31,0.34
Emi Buendía,399,ARG,"FW,MF",Norwich City,eng Premier League,22.0,1996.0,36.0,28.0,2464.0,27.4,1.0,7.0,1.0,0.0,0.0,6.0,1.0,0.04,0.26,0.29,0.04,0.29,2.2,2.2,6.8,9.0,0.08,0.25,0.33,0.08,0.33
Gianluigi Buffon,400,ITA,GK,Juventus,it Serie A,41.0,1978.0,9.0,9.0,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Marius Bülter,401,DEU,"MF,FW",Union Berlin,de Bundesliga,26.0,1993.0,32.0,28.0,2321.0,25.8,7.0,1.0,7.0,0.0,0.0,1.0,0.0,0.27,0.04,0.31,0.27,0.31,3.7,3.7,3.8,7.5,0.14,0.15,0.29,0.14,0.29
Esteban Burgos,402,ARG,DF,Eibar,es La Liga,27.0,1992.0,15.0,11.0,1119.0,12.4,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.08,0.0,0.08,0.08,0.08,0.6,0.6,0.1,0.7,0.05,0.01,0.06,0.05,0.06
Guido Burgstaller,403,AUT,FW,Schalke 04,de Bundesliga,30.0,1989.0,21.0,13.0,1234.0,13.7,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.07,0.07,0.0,0.07,3.9,3.9,1.1,4.9,0.28,0.08,0.36,0.28,0.36
Burgui,404,ESP,MF,Alavés,es La Liga,25.0,1993.0,2.0,0.0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonathan Burkardt,405,DEU,"FW,MF",Mainz 05,de Bundesliga,19.0,2000.0,8.0,3.0,253.0,2.8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.36,0.0,0.36,0.36,0.36,0.7,0.7,0.1,0.8,0.27,0.03,0.3,0.27,0.3
Oliver Burke,406,SYC,"MF,FW",Alavés,es La Liga,22.0,1997.0,31.0,14.0,1429.0,15.9,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.06,0.13,0.19,0.06,0.19,2.9,2.9,1.6,4.5,0.18,0.1,0.28,0.18,0.28
Roman Bürki,407,CHE,GK,Dortmund,de Bundesliga,28.0,1990.0,31.0,31.0,2770.0,30.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dan Burn,408,GBR,DF,Brighton,eng Premier League,27.0,1992.0,34.0,33.0,2880.0,32.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,1.3,2.5,0.04,0.04,0.08,0.04,0.08
Patrick Burner,409,MTQ,DF,Nice,fr Ligue 1,23.0,1996.0,20.0,15.0,1434.0,15.9,1.0,1.0,1.0,0.0,0.0,6.0,1.0,0.06,0.06,0.13,0.06,0.13,0.3,0.3,0.8,1.1,0.02,0.05,0.07,0.02,0.07
