,Player,Squad,Playing Time - MP,Playing Time - Min,Playing Time - Mn/MP,Playing Time - Min%,Playing Time - 90s,Starts - Starts,Starts - Mn/Start,Starts - Compl,Subs - Subs,Subs - Mn/Sub,Subs - unSub,Team Success - PPM,Team Success - onG,Team Success - onGA,Team Success - +/-,Team Success - +/-90,Team Success - On-Off,Team Success (xG) - onxG,Team Success (xG) - onxGA,Team Success (xG) - xG+/-,Team Success (xG) - xG+/-90,Team Success (xG) - On-Off
134,Cameron Archer,Sheffield Utd,9,712,79,65.9,7.9,8,85,5,1,32,0,0.56,8,22,-14,-1.77,-0.06,7.3,16.9,-9.7,-1.22,+0.45
135,Cameron Archer,Aston Villa,1,6,6,0.6,0.1,0,0.0,0,1,6,1,3.00,0,0,0,0.00,-1.01,0.0,0.0,0.0,0.00,-0.64
136,Alphonse Areola,West Ham,12,1080,90,100.0,12.0,12,90,12,0,0.0,0,1.42,21,22,-1,-0.08,0.0,17.6,22.2,-4.6,-0.39,0.0
137,Adu Ares,Athletic Club,1,24,24,2.1,0.3,0,0.0,0,1,24,12,0.00,0,1,-1,-3.75,-4.46,0.0,0.3,-0.3,-1.23,-1.94
138,Jesus Areso,Osasuna,12,733,61,62.6,8.1,8,86,5,4,11,1,1.17,9,14,-5,-0.61,-0.41,8.5,11.7,-3.2,-0.39,-0.24
139,Simone Aresti,Cagliari,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,Yoel Armougom,Clermont Foot,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,Jose Arnaiz,Osasuna,8,275,34,23.5,3.1,3,63,0,5,17,4,1.25,2,2,0,0.00,+0.60,2.8,5.6,-2.8,-0.92,-0.81
142,Hakon Arnar Haraldsson,Lille,9,313,35,29.0,3.5,4,63,0,5,13,2,1.67,1,6,-5,-1.44,-2.49,3.8,3.2,+0.6,+0.17,-0.46
143,Marko Arnautovic,Inter,6,127,21,11.8,1.4,0,0.0,0,6,21,0,3.00,5,0,+5,+3.54,+1.84,4.1,0.8,+3.2,+2.32,+1.09
144,Maximilian Arnold,Wolfsburg,10,783,78,79.1,8.7,8,90,8,2,32,0,1.00,11,18,-7,-0.80,-1.67,11.0,14.4,-3.4,-0.39,-1.15
145,Mohamed El Arouch,Lyon,1,2,2,0.2,0.0,0,0.0,0,1,2,4,1.00,0,0,0,0.00,+0.91,0.0,0.0,0.0,0.00,+0.55
146,Sergio Arribas,Almería,13,759,58,64.9,8.4,7,76,0,6,37,0,0.23,10,21,-11,-1.30,+0.67,11.4,13.5,-2.1,-0.25,+0.70
147,Kepa Arrizabalaga,Real Madrid,10,900,90,76.9,10.0,10,90,10,0,0.0,1,2.30,18,7,+11,+1.10,-1.57,19.2,10.5,+8.7,+0.87,+0.44
148,Arthur,Leverkusen,2,34,17,3.4,0.4,0,0.0,0,2,17,1,3.00,0,0,0,0.00,-2.26,0.5,0.3,+0.2,+0.43,-0.71
149,Takuma Asano,Bochum,11,833,76,84.1,9.3,11,76,2,0,0.0,0,0.82,9,21,-12,-1.30,-0.15,12.4,18.7,-6.2,-0.67,-0.94
150,Marco Asensio,Paris S-G,3,232,77,21.5,2.6,3,77,1,0,0.0,1,2.33,7,2,+5,+1.94,+0.35,5.9,2.4,+3.4,+1.34,+0.19
151,Kristjan Asllani,Inter,6,90,15,8.3,1.0,0,0.0,0,6,15,5,2.67,6,0,+6,+6.00,+4.45,3.4,0.5,+2.9,+2.95,+1.74
152,Joel Asoro,Metz,9,470,52,43.5,5.2,6,69,0,3,19,0,1.00,4,4,0,0.00,+0.89,3.5,6.3,-2.8,-0.54,+0.43
153,Iago Aspas,Celta Vigo,13,997,77,85.2,11.1,12,81,5,1,22,0,0.54,13,17,-4,-0.36,+2.76,15.7,16.5,-0.8,-0.08,+1.10
154,Lorenz Assignon,Rennes,11,952,87,88.1,10.6,11,87,8,0,0.0,0,1.09,15,14,+1,+0.09,+0.80,15.4,12.7,+2.7,+0.25,+0.12
156,Ander Astralaga,Barcelona,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
