,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches - Touches,Touches - Def Pen,Touches - Def 3rd,Touches - Mid 3rd,Touches - Att 3rd,Touches - Att Pen,Touches - Live,Take-Ons - Att,Take-Ons - Succ,Take-Ons - Succ%,Take-Ons - Tkld,Take-Ons - Tkld%,Carries - Carries,Carries - TotDist,Carries - PrgDist,Carries - PrgC,Carries - 1/3,Carries - CPA,Carries - Mis,Carries - Dis,Receiving - Rec,Receiving - PrgR
0,Max Aarons,eng ENG,DF,Norwich City,Premier League,21.0,2000.0,32.0,1841.0,160.0,721.0,703.0,440.0,23.0,1841.0,68.0,34.0,50.0,34.0,50.0,953.0,6454.0,3377.0,78.0,47.0,12.0,38.0,23.0,1030.0,85.0
1,Yunis Abdelhamid,ma MAR,DF,Reims,Ligue 1,33.0,1987.0,33.1,1919.0,212.0,1017.0,843.0,84.0,24.0,1919.0,18.0,14.0,77.8,4.0,22.2,1194.0,6451.0,3558.0,23.0,19.0,0.0,28.0,13.0,1202.0,14.0
2,Salis Abdul Samed,gh GHA,MF,Clermont Foot,Ligue 1,21.0,2000.0,27.4,1948.0,39.0,557.0,1146.0,261.0,16.0,1948.0,41.0,26.0,63.4,15.0,36.6,1386.0,6570.0,2687.0,24.0,23.0,3.0,42.0,30.0,1481.0,47.0
3,Laurent Abergel,fr FRA,MF,Lorient,Ligue 1,28.0,1993.0,32.8,2032.0,24.0,404.0,1298.0,357.0,13.0,2032.0,61.0,39.0,63.9,22.0,36.1,1311.0,5629.0,2353.0,30.0,39.0,3.0,52.0,40.0,1410.0,73.0
4,Charles Abi,fr FRA,FW,Saint-Étienne,Ligue 1,21.0,2000.0,0.5,12.0,0.0,0.0,5.0,8.0,1.0,12.0,0.0,0.0,,0.0,,7.0,11.0,1.0,0.0,0.0,0.0,3.0,0.0,9.0,4.0
5,Dickson Abiama,ng NGA,FW,Greuther Fürth,Bundesliga,22.0,1998.0,8.1,246.0,6.0,24.0,108.0,115.0,23.0,246.0,20.0,7.0,35.0,13.0,65.0,131.0,629.0,266.0,14.0,5.0,6.0,29.0,10.0,160.0,38.0
6,Matthis Abline,fr FRA,FW,Rennes,Ligue 1,18.0,2003.0,1.1,20.0,1.0,1.0,6.0,13.0,3.0,20.0,6.0,3.0,50.0,3.0,50.0,11.0,55.0,17.0,1.0,1.0,0.0,1.0,3.0,12.0,6.0
7,Tammy Abraham,eng ENG,FW,Roma,Serie A,23.0,1997.0,34.3,1064.0,32.0,73.0,508.0,495.0,173.0,1061.0,77.0,38.0,49.4,39.0,50.6,494.0,2592.0,1129.0,41.0,31.0,22.0,86.0,41.0,736.0,199.0
8,Luis Abram,pe PER,DF,Granada,La Liga,25.0,1996.0,6.2,286.0,45.0,178.0,106.0,5.0,4.0,286.0,0.0,0.0,,0.0,,149.0,760.0,487.0,1.0,0.0,0.0,0.0,0.0,180.0,1.0
9,Francesco Acerbi,it ITA,DF,Lazio,Serie A,33.0,1988.0,28.2,2295.0,268.0,1102.0,1143.0,59.0,22.0,2295.0,6.0,4.0,66.7,2.0,33.3,1364.0,6893.0,4301.0,31.0,19.0,0.0,13.0,4.0,1641.0,10.0
10,Ragnar Ache,de GER,"MF,FW",Eint Frankfurt,Bundesliga,23.0,1998.0,2.9,117.0,1.0,7.0,46.0,65.0,17.0,117.0,11.0,6.0,54.5,5.0,45.5,72.0,450.0,176.0,8.0,5.0,3.0,16.0,9.0,97.0,29.0
11,Mohamed Achi,fr FRA,MF,Nantes,Ligue 1,19.0,2002.0,0.1,9.0,0.0,2.0,5.0,2.0,0.0,9.0,0.0,0.0,,0.0,,9.0,34.0,12.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0
12,Marcos Acuña,ar ARG,DF,Sevilla,La Liga,29.0,1991.0,25.1,2184.0,54.0,637.0,959.0,618.0,19.0,2184.0,66.0,44.0,66.7,22.0,33.3,1256.0,6253.0,3799.0,73.0,58.0,2.0,38.0,27.0,1467.0,153.0
13,Che Adams,sct SCO,FW,Southampton,Premier League,25.0,1996.0,22.7,712.0,22.0,81.0,293.0,344.0,94.0,712.0,35.0,20.0,57.1,15.0,42.9,394.0,1804.0,651.0,19.0,13.0,13.0,59.0,34.0,537.0,153.0
14,Tyler Adams,us USA,MF,RB Leipzig,Bundesliga,22.0,1999.0,15.0,1062.0,28.0,184.0,739.0,150.0,10.0,1062.0,23.0,13.0,56.5,10.0,43.5,607.0,2825.0,1319.0,20.0,21.0,3.0,20.0,9.0,750.0,23.0
15,Sargis Adamyan,am ARM,"FW,MF",Hoffenheim,Bundesliga,28.0,1993.0,3.7,149.0,2.0,17.0,72.0,63.0,9.0,149.0,12.0,6.0,50.0,6.0,50.0,89.0,547.0,224.0,9.0,3.0,0.0,12.0,5.0,95.0,26.0
16,Martin Adeline,fr FRA,"MF,FW",Reims,Ligue 1,17.0,2003.0,3.9,193.0,8.0,42.0,91.0,64.0,7.0,193.0,9.0,6.0,66.7,3.0,33.3,108.0,528.0,247.0,5.0,5.0,1.0,8.0,6.0,101.0,13.0
17,Amine Adli,fr FRA,"FW,MF",Leverkusen,Bundesliga,21.0,2000.0,14.0,729.0,9.0,116.0,347.0,282.0,57.0,729.0,37.0,21.0,56.8,16.0,43.2,456.0,2836.0,1731.0,51.0,29.0,15.0,47.0,18.0,531.0,105.0
18,Yacine Adli,fr FRA,"MF,FW",Bordeaux,Ligue 1,21.0,2000.0,25.1,1531.0,16.0,266.0,793.0,491.0,45.0,1531.0,80.0,46.0,57.5,34.0,42.5,996.0,5781.0,2665.0,66.0,50.0,17.0,59.0,47.0,1050.0,99.0
19,Michel Aebischer,ch SUI,MF,Bologna,Serie A,24.0,1997.0,4.9,292.0,12.0,68.0,171.0,56.0,8.0,292.0,4.0,1.0,25.0,3.0,75.0,143.0,635.0,297.0,2.0,2.0,2.0,9.0,5.0,196.0,9.0
20,Felix Afena-Gyan,gh GHA,"FW,MF",Roma,Serie A,18.0,2003.0,7.4,278.0,0.0,17.0,91.0,175.0,39.0,278.0,20.0,5.0,25.0,15.0,75.0,193.0,1367.0,519.0,19.0,16.0,9.0,42.0,21.0,212.0,77.0
21,Martin Agirregabiria,es ESP,DF,Alavés,La Liga,25.0,1996.0,18.0,966.0,43.0,298.0,448.0,227.0,12.0,966.0,19.0,14.0,73.7,5.0,26.3,429.0,1647.0,869.0,15.0,19.0,1.0,22.0,8.0,465.0,40.0
22,Julen Agirrezabala,es ESP,GK,Athletic Club,La Liga,20.0,2000.0,4.0,92.0,73.0,92.0,0.0,0.0,0.0,92.0,0.0,0.0,,0.0,,41.0,198.0,115.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0
23,Lucien Agoume,fr FRA,MF,Brest,Ligue 1,19.0,2002.0,20.8,1210.0,55.0,354.0,666.0,206.0,30.0,1210.0,32.0,22.0,68.8,10.0,31.3,705.0,3509.0,1564.0,16.0,19.0,6.0,19.0,17.0,741.0,28.0
24,Kevin Agudelo,co COL,"MF,FW",Spezia,Serie A,22.0,1998.0,13.7,583.0,10.0,72.0,266.0,262.0,32.0,583.0,51.0,28.0,54.9,23.0,45.1,323.0,2163.0,1155.0,41.0,35.0,15.0,40.0,37.0,374.0,56.0
26,Nayef Aguerd,ma MAR,DF,Rennes,Ligue 1,25.0,1996.0,30.4,2469.0,221.0,1143.0,1274.0,59.0,34.0,2469.0,6.0,5.0,83.3,1.0,16.7,1611.0,7937.0,4516.0,11.0,7.0,0.0,7.0,4.0,1849.0,1.0
27,Sergio Agüero,ar ARG,FW,Barcelona,La Liga,33.0,1988.0,1.7,57.0,0.0,1.0,26.0,31.0,15.0,57.0,2.0,1.0,50.0,1.0,50.0,34.0,172.0,85.0,4.0,2.0,2.0,4.0,1.0,53.0,13.0
28,Ruben Aguilar,fr FRA,DF,Monaco,Ligue 1,28.0,1993.0,23.8,1995.0,76.0,507.0,1015.0,487.0,27.0,1995.0,11.0,5.0,45.5,6.0,54.5,1133.0,5438.0,2920.0,61.0,54.0,4.0,31.0,5.0,1187.0,101.0
29,Álvaro Aguirre,es ESP,FW,Rayo Vallecano,La Liga,21.0,2000.0,0.1,4.0,0.0,1.0,2.0,1.0,0.0,4.0,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0
30,Naouirou Ahamada,fr FRA,"MF,DF",Stuttgart,Bundesliga,19.0,2002.0,0.7,38.0,0.0,5.0,27.0,6.0,0.0,38.0,0.0,0.0,,0.0,,33.0,120.0,57.0,0.0,0.0,0.0,3.0,0.0,31.0,1.0
31,Anel Ahmedhodzic,ba BIH,DF,Bordeaux,Ligue 1,22.0,1999.0,15.0,1005.0,94.0,459.0,495.0,60.0,13.0,1005.0,4.0,1.0,25.0,3.0,75.0,715.0,4227.0,2449.0,18.0,14.0,3.0,8.0,5.0,669.0,12.0
32,Jean-Eudes Aholou,ci CIV,MF,Strasbourg,Ligue 1,27.0,1994.0,11.2,541.0,12.0,84.0,319.0,146.0,17.0,541.0,23.0,11.0,47.8,12.0,52.2,322.0,1663.0,769.0,16.0,11.0,2.0,21.0,10.0,341.0,39.0
33,Joseph Aidoo,gh GHA,DF,Celta Vigo,La Liga,25.0,1995.0,29.3,1828.0,196.0,894.0,895.0,48.0,12.0,1828.0,11.0,9.0,81.8,2.0,18.2,1111.0,5975.0,3687.0,25.0,10.0,1.0,14.0,6.0,1163.0,3.0
34,Ola Aina,ng NGA,DF,Torino,Serie A,24.0,1996.0,16.0,950.0,48.0,227.0,441.0,294.0,27.0,950.0,40.0,18.0,45.0,22.0,55.0,483.0,2872.0,1398.0,42.0,34.0,7.0,32.0,10.0,530.0,78.0
35,Rayan Aït Nouri,dz ALG,"DF,MF",Wolves,Premier League,20.0,2001.0,20.3,1293.0,49.0,459.0,458.0,392.0,39.0,1293.0,81.0,42.0,51.9,39.0,48.1,659.0,3744.0,1969.0,60.0,38.0,19.0,44.0,27.0,736.0,127.0
36,Kristoffer Ajer,no NOR,DF,Brentford,Premier League,23.0,1998.0,22.2,1101.0,108.0,442.0,484.0,181.0,31.0,1101.0,18.0,13.0,72.2,5.0,27.8,488.0,2991.0,1717.0,30.0,25.0,2.0,25.0,7.0,530.0,29.0
37,Ludovic Ajorque,fr FRA,FW,Strasbourg,Ligue 1,27.0,1994.0,30.4,1232.0,37.0,103.0,649.0,494.0,138.0,1229.0,27.0,14.0,51.9,13.0,48.1,651.0,2517.0,751.0,21.0,22.0,9.0,70.0,36.0,944.0,217.0
38,Manuel Akanji,ch SUI,DF,Dortmund,Bundesliga,26.0,1995.0,25.1,2195.0,198.0,963.0,1182.0,65.0,21.0,2195.0,9.0,8.0,88.9,1.0,11.1,1517.0,7984.0,4478.0,18.0,12.0,0.0,8.0,1.0,1649.0,8.0
39,Carlos Akapo,gq EQG,DF,Cádiz,La Liga,28.0,1993.0,20.5,1084.0,88.0,403.0,456.0,236.0,9.0,1084.0,21.0,12.0,57.1,9.0,42.9,446.0,2527.0,1371.0,35.0,37.0,4.0,27.0,9.0,465.0,52.0
40,Marley Aké,fr FRA,"FW,MF",Juventus,Serie A,20.0,2001.0,0.9,24.0,0.0,4.0,12.0,9.0,0.0,24.0,2.0,0.0,0.0,2.0,100.0,18.0,186.0,76.0,3.0,2.0,0.0,3.0,1.0,18.0,4.0
41,Nathan Aké,nl NED,DF,Manchester City,Premier League,26.0,1995.0,10.3,956.0,56.0,332.0,525.0,103.0,10.0,956.0,2.0,0.0,0.0,2.0,100.0,677.0,3333.0,2158.0,12.0,12.0,0.0,4.0,3.0,741.0,8.0
42,Ilias Akhomach,es ESP,FW,Barcelona,La Liga,17.0,2004.0,1.4,71.0,0.0,7.0,20.0,44.0,6.0,71.0,3.0,1.0,33.3,2.0,66.7,54.0,249.0,161.0,7.0,2.0,5.0,1.0,1.0,57.0,13.0
43,Maghnes Akliouche,fr FRA,"MF,FW",Monaco,Ligue 1,19.0,2002.0,0.6,34.0,0.0,3.0,12.0,19.0,3.0,34.0,1.0,0.0,0.0,1.0,100.0,27.0,154.0,66.0,2.0,1.0,1.0,5.0,1.0,29.0,7.0
44,Paul Akouokou,ci CIV,MF,Betis,La Liga,23.0,1997.0,5.7,376.0,12.0,72.0,258.0,47.0,3.0,376.0,8.0,6.0,75.0,2.0,25.0,195.0,774.0,333.0,3.0,0.0,0.0,2.0,5.0,267.0,5.0
45,Jean-Daniel Akpa-Akpro,ci CIV,MF,Lazio,Serie A,28.0,1992.0,3.5,166.0,10.0,45.0,88.0,37.0,1.0,166.0,10.0,6.0,60.0,4.0,40.0,89.0,417.0,216.0,5.0,4.0,0.0,13.0,4.0,107.0,8.0
46,Kevin Akpoguma,ng NGA,"DF,FW",Hoffenheim,Bundesliga,26.0,1995.0,17.0,1139.0,54.0,364.0,525.0,257.0,34.0,1139.0,47.0,21.0,44.7,26.0,55.3,567.0,2745.0,1419.0,36.0,17.0,11.0,30.0,9.0,628.0,40.0
47,David Alaba,at AUT,DF,Real Madrid,La Liga,29.0,1992.0,29.4,2189.0,200.0,910.0,1001.0,285.0,41.0,2189.0,10.0,4.0,40.0,6.0,60.0,1529.0,8443.0,5039.0,40.0,34.0,5.0,18.0,3.0,1701.0,76.0
48,Sofiane Alakouch,ma MAR,"DF,MF",Metz,Ligue 1,23.0,1998.0,1.8,131.0,6.0,32.0,69.0,30.0,0.0,131.0,4.0,2.0,50.0,2.0,50.0,72.0,244.0,142.0,3.0,5.0,0.0,6.0,2.0,85.0,10.0
49,Tomás Alarcón,cl CHI,MF,Cádiz,La Liga,22.0,1999.0,15.8,747.0,55.0,220.0,370.0,164.0,9.0,747.0,8.0,4.0,50.0,4.0,50.0,331.0,1328.0,482.0,6.0,8.0,2.0,15.0,10.0,361.0,13.0
50,Lucas Alario,ar ARG,FW,Leverkusen,Bundesliga,28.0,1992.0,7.3,261.0,6.0,17.0,113.0,134.0,43.0,260.0,14.0,12.0,85.7,2.0,14.3,153.0,635.0,245.0,6.0,5.0,3.0,30.0,13.0,200.0,44.0
52,Jordi Alba,es ESP,DF,Barcelona,La Liga,32.0,1989.0,29.4,3031.0,82.0,668.0,1469.0,908.0,68.0,3031.0,22.0,6.0,27.3,16.0,72.7,1738.0,5754.0,3133.0,47.0,52.0,9.0,25.0,4.0,2142.0,213.0
53,Josué Albert,gf GUF,DF,Clermont Foot,Ligue 1,29.0,1992.0,0.2,10.0,2.0,5.0,4.0,1.0,1.0,10.0,0.0,0.0,,0.0,,6.0,21.0,11.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0
54,Luis Alberto,es ESP,MF,Lazio,Serie A,28.0,1992.0,26.1,2177.0,16.0,259.0,1216.0,728.0,30.0,2177.0,44.0,27.0,61.4,17.0,38.6,1343.0,6796.0,3999.0,84.0,89.0,7.0,29.0,23.0,1682.0,89.0
55,Raúl Albiol,es ESP,DF,Villarreal,La Liga,35.0,1985.0,27.4,1799.0,253.0,949.0,819.0,38.0,9.0,1799.0,4.0,3.0,75.0,1.0,25.0,1054.0,6003.0,3342.0,11.0,4.0,0.0,7.0,6.0,1167.0,0.0
56,Marc Albrighton,eng ENG,"FW,DF",Leicester City,Premier League,31.0,1989.0,12.6,705.0,35.0,166.0,302.0,243.0,12.0,705.0,40.0,15.0,37.5,25.0,62.5,357.0,1616.0,691.0,21.0,14.0,2.0,21.0,8.0,397.0,56.0
57,Paco Alcácer,es ESP,FW,Villarreal,La Liga,27.0,1993.0,8.7,253.0,2.0,21.0,97.0,135.0,40.0,253.0,10.0,5.0,50.0,5.0,50.0,124.0,335.0,134.0,4.0,3.0,3.0,19.0,7.0,162.0,45.0
58,Thiago Alcántara,es ESP,MF,Liverpool,Premier League,30.0,1991.0,17.0,1700.0,32.0,247.0,1106.0,362.0,20.0,1700.0,32.0,20.0,62.5,12.0,37.5,1039.0,5003.0,2393.0,24.0,43.0,1.0,16.0,13.0,1279.0,45.0
59,Rubén Alcaraz,es ESP,MF,Cádiz,La Liga,30.0,1991.0,12.3,807.0,18.0,152.0,513.0,156.0,18.0,807.0,17.0,11.0,64.7,6.0,35.3,457.0,2507.0,1343.0,26.0,10.0,1.0,21.0,11.0,526.0,21.0
60,Omar Alderete,py PAR,DF,Valencia,La Liga,24.0,1996.0,26.7,1292.0,185.0,658.0,596.0,56.0,25.0,1292.0,14.0,13.0,92.9,1.0,7.1,587.0,3421.0,2219.0,17.0,14.0,2.0,19.0,4.0,546.0,3.0
61,Iván Alejo,es ESP,"MF,FW",Cádiz,La Liga,26.0,1995.0,11.8,513.0,21.0,109.0,184.0,231.0,21.0,513.0,43.0,15.0,34.9,28.0,65.1,300.0,2923.0,1472.0,63.0,32.0,6.0,40.0,17.0,329.0,88.0
62,Doğan Alemdar,tr TUR,GK,Rennes,Ligue 1,18.0,2002.0,12.0,419.0,334.0,415.0,4.0,0.0,0.0,419.0,0.0,0.0,,0.0,,272.0,1272.0,648.0,0.0,0.0,0.0,0.0,0.0,209.0,0.0
63,Carles Aleñá,es ESP,MF,Getafe,La Liga,23.0,1998.0,25.8,1095.0,9.0,137.0,635.0,334.0,14.0,1095.0,35.0,17.0,48.6,18.0,51.4,660.0,3215.0,1324.0,33.0,27.0,1.0,45.0,32.0,778.0,65.0
64,Trent Alexander-Arnold,eng ENG,DF,Liverpool,Premier League,22.0,1998.0,31.7,3036.0,71.0,602.0,1386.0,1070.0,83.0,3036.0,39.0,19.0,48.7,20.0,51.3,1504.0,5687.0,2824.0,53.0,55.0,14.0,41.0,19.0,1897.0,201.0
65,Mohamed Ali Cho,fr FRA,FW,Angers,Ligue 1,17.0,2004.0,20.4,570.0,2.0,42.0,227.0,313.0,70.0,570.0,58.0,25.0,43.1,33.0,56.9,388.0,2889.0,1418.0,60.0,31.0,20.0,91.0,32.0,410.0,150.0
66,Alisson,br BRA,GK,Liverpool,Premier League,28.0,1992.0,36.0,1469.0,1042.0,1452.0,17.0,0.0,0.0,1469.0,1.0,1.0,100.0,0.0,0.0,873.0,3573.0,2223.0,0.0,0.0,0.0,1.0,0.0,836.0,0.0
67,Allan,br BRA,MF,Everton,Premier League,30.0,1991.0,24.3,1259.0,77.0,324.0,763.0,191.0,7.0,1259.0,31.0,21.0,67.7,10.0,32.3,650.0,3118.0,1603.0,26.0,24.0,4.0,38.0,24.0,672.0,18.0
68,Jim Allevinah,ga GAB,FW,Clermont Foot,Ligue 1,26.0,1995.0,16.5,747.0,8.0,105.0,339.0,319.0,64.0,747.0,68.0,32.0,47.1,36.0,52.9,565.0,4604.0,2177.0,77.0,48.0,17.0,42.0,40.0,595.0,118.0
69,Dele Alli,eng ENG,MF,Tottenham,Premier League,25.0,1996.0,7.3,339.0,24.0,74.0,188.0,82.0,14.0,338.0,27.0,12.0,44.4,15.0,55.6,184.0,923.0,358.0,8.0,8.0,0.0,13.0,19.0,203.0,22.0
70,Dele Alli,eng ENG,"MF,FW",Everton,Premier League,25.0,1996.0,3.8,225.0,13.0,50.0,107.0,71.0,13.0,225.0,14.0,5.0,35.7,9.0,64.3,108.0,708.0,290.0,7.0,8.0,3.0,15.0,6.0,132.0,21.0
71,Miguel Almirón,py PAR,"MF,FW",Newcastle Utd,Premier League,27.0,1994.0,19.1,728.0,22.0,135.0,302.0,307.0,43.0,728.0,39.0,26.0,66.7,13.0,33.3,446.0,2959.0,1319.0,44.0,21.0,12.0,44.0,24.0,471.0,85.0
72,Marcos Alonso,es ESP,DF,Chelsea,Premier League,30.0,1990.0,24.1,1791.0,72.0,451.0,626.0,730.0,69.0,1791.0,35.0,15.0,42.9,20.0,57.1,882.0,4325.0,2172.0,51.0,32.0,10.0,43.0,25.0,1037.0,192.0
73,Giorgio Altare,it ITA,DF,Cagliari,Serie A,22.0,1998.0,16.3,1000.0,96.0,426.0,456.0,129.0,25.0,1000.0,10.0,8.0,80.0,2.0,20.0,461.0,1852.0,925.0,13.0,15.0,0.0,6.0,3.0,479.0,10.0
74,Hugo Álvarez,es ESP,FW,Celta Vigo,La Liga,18.0,2003.0,0.1,8.0,0.0,3.0,2.0,3.0,1.0,8.0,0.0,0.0,,0.0,,2.0,12.0,3.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0
75,Yeray Álvarez,es ESP,DF,Athletic Club,La Liga,26.0,1995.0,20.7,1242.0,159.0,608.0,595.0,54.0,13.0,1242.0,3.0,2.0,66.7,1.0,33.3,602.0,4177.0,2616.0,16.0,11.0,1.0,11.0,3.0,655.0,4.0
76,Dani Alves,br BRA,DF,Barcelona,La Liga,38.0,1983.0,12.2,1170.0,28.0,212.0,686.0,280.0,6.0,1170.0,12.0,12.0,100.0,0.0,0.0,701.0,2925.0,1749.0,33.0,35.0,0.0,10.0,6.0,796.0,25.0
78,Steven Alzate,co COL,MF,Brighton,Premier League,22.0,1998.0,4.5,292.0,14.0,79.0,165.0,50.0,3.0,292.0,8.0,6.0,75.0,2.0,25.0,148.0,650.0,330.0,3.0,7.0,1.0,8.0,3.0,177.0,6.0
79,Ibrahim Amadou,fr FRA,"DF,MF",Metz,Ligue 1,28.0,1993.0,9.0,517.0,44.0,251.0,255.0,16.0,4.0,517.0,7.0,6.0,85.7,1.0,14.3,339.0,1743.0,917.0,6.0,4.0,0.0,9.0,5.0,363.0,1.0
80,Emmanuel Amankwaa Akurugu,gh GHA,DF,Getafe,La Liga,19.0,2001.0,0.9,48.0,1.0,11.0,22.0,15.0,3.0,48.0,4.0,3.0,75.0,1.0,25.0,25.0,163.0,106.0,5.0,1.0,1.0,2.0,0.0,24.0,6.0
81,Daniel Amartey,gh GHA,DF,Leicester City,Premier League,26.0,1994.0,23.6,1752.0,246.0,872.0,832.0,52.0,6.0,1752.0,7.0,6.0,85.7,1.0,14.3,1133.0,5040.0,2786.0,14.0,12.0,1.0,7.0,1.0,1278.0,0.0
82,Amath,sn SEN,"FW,MF",Mallorca,La Liga,25.0,1996.0,9.8,326.0,11.0,59.0,132.0,142.0,25.0,326.0,31.0,15.0,48.4,16.0,51.6,184.0,1145.0,476.0,18.0,16.0,7.0,25.0,19.0,213.0,58.0
83,Jordan Amavi,fr FRA,DF,Nice,Ligue 1,27.0,1994.0,4.6,380.0,11.0,86.0,235.0,65.0,0.0,380.0,9.0,5.0,55.6,4.0,44.4,245.0,1329.0,615.0,13.0,11.0,0.0,6.0,4.0,232.0,21.0
84,Jordan Amavi,fr FRA,"DF,FW",Marseille,Ligue 1,27.0,1994.0,1.4,104.0,2.0,24.0,63.0,18.0,1.0,104.0,2.0,0.0,0.0,2.0,100.0,59.0,276.0,127.0,3.0,3.0,0.0,2.0,3.0,70.0,6.0
85,Wisdom Amey,it ITA,DF,Bologna,Serie A,15.0,2005.0,0.8,41.0,1.0,17.0,23.0,2.0,0.0,41.0,1.0,0.0,0.0,1.0,100.0,19.0,125.0,68.0,0.0,1.0,0.0,0.0,0.0,17.0,0.0
86,Kelvin Amian,fr FRA,DF,Spezia,Serie A,23.0,1998.0,29.4,1446.0,122.0,592.0,577.0,294.0,34.0,1446.0,37.0,23.0,62.2,14.0,37.8,670.0,3141.0,1537.0,38.0,25.0,5.0,27.0,20.0,739.0,50.0
87,Nadiem Amiri,de GER,"MF,FW",Genoa,Serie A,24.0,1996.0,7.6,402.0,1.0,34.0,197.0,177.0,16.0,402.0,29.0,12.0,41.4,17.0,58.6,238.0,1400.0,672.0,17.0,27.0,2.0,33.0,13.0,277.0,34.0
88,Nadiem Amiri,de GER,"MF,FW",Leverkusen,Bundesliga,24.0,1996.0,4.1,277.0,1.0,44.0,155.0,81.0,6.0,277.0,12.0,3.0,25.0,9.0,75.0,183.0,1290.0,575.0,17.0,15.0,1.0,9.0,9.0,208.0,29.0
89,Ethan Ampadu,wls WAL,"MF,DF",Venezia,Serie A,20.0,2000.0,25.4,1472.0,125.0,587.0,706.0,194.0,12.0,1472.0,17.0,13.0,76.5,4.0,23.5,712.0,3664.0,1759.0,26.0,23.0,3.0,19.0,10.0,767.0,23.0
90,Sofyan Amrabat,ma MAR,MF,Fiorentina,Serie A,24.0,1996.0,10.5,799.0,28.0,176.0,530.0,101.0,0.0,799.0,12.0,10.0,83.3,2.0,16.7,506.0,2432.0,1014.0,13.0,9.0,0.0,9.0,6.0,572.0,3.0
91,Joachim Andersen,dk DEN,DF,Crystal Palace,Premier League,25.0,1996.0,32.4,2614.0,425.0,1538.0,1005.0,80.0,32.0,2614.0,9.0,7.0,77.8,2.0,22.2,1604.0,8191.0,4478.0,14.0,5.0,2.0,8.0,8.0,1865.0,4.0
92,Felipe Anderson,br BRA,FW,Lazio,Serie A,28.0,1993.0,32.1,1869.0,31.0,204.0,846.0,850.0,130.0,1869.0,108.0,58.0,53.7,50.0,46.3,1091.0,7188.0,4004.0,142.0,101.0,48.0,88.0,38.0,1335.0,264.0
93,Sebastian Andersson,se SWE,FW,Köln,Bundesliga,30.0,1991.0,14.0,397.0,14.0,26.0,162.0,211.0,67.0,397.0,15.0,6.0,40.0,9.0,60.0,199.0,748.0,221.0,10.0,4.0,2.0,53.0,19.0,304.0,86.0
94,Florin Andone,ro ROU,FW,Cádiz,La Liga,28.0,1993.0,2.0,62.0,1.0,6.0,27.0,30.0,7.0,62.0,2.0,2.0,100.0,0.0,0.0,32.0,133.0,23.0,0.0,1.0,0.0,9.0,3.0,43.0,11.0
95,Andrés Andrade Cedeño,pa PAN,DF,Arminia,Bundesliga,22.0,1998.0,11.6,686.0,66.0,269.0,305.0,116.0,12.0,686.0,18.0,9.0,50.0,9.0,50.0,293.0,1614.0,864.0,18.0,9.0,2.0,15.0,7.0,290.0,15.0
96,Benjamin André,fr FRA,MF,Lille,Ligue 1,30.0,1990.0,30.6,2175.0,101.0,546.0,1315.0,341.0,36.0,2175.0,25.0,20.0,80.0,5.0,20.0,1251.0,6220.0,2882.0,38.0,34.0,2.0,54.0,26.0,1372.0,59.0
97,Fredrik André Bjørkan,no NOR,DF,Hertha BSC,Bundesliga,22.0,1998.0,3.9,215.0,14.0,91.0,93.0,37.0,2.0,215.0,9.0,4.0,44.4,5.0,55.6,88.0,755.0,449.0,11.0,6.0,0.0,7.0,3.0,104.0,10.0
98,Robert Andrich,de GER,MF,Leverkusen,Bundesliga,26.0,1994.0,20.2,1216.0,66.0,329.0,727.0,170.0,26.0,1216.0,14.0,13.0,92.9,1.0,7.1,592.0,2502.0,1261.0,19.0,14.0,2.0,13.0,9.0,745.0,27.0
99,José Ángel,es ESP,DF,Osasuna,La Liga,31.0,1989.0,12.0,893.0,34.0,208.0,469.0,229.0,3.0,893.0,29.0,20.0,69.0,9.0,31.0,488.0,2592.0,1090.0,22.0,25.0,3.0,14.0,21.0,512.0,35.0
100,Angeliño,es ESP,DF,RB Leipzig,Bundesliga,24.0,1997.0,25.5,1708.0,46.0,401.0,703.0,617.0,60.0,1708.0,19.0,14.0,73.7,5.0,26.3,782.0,2986.0,1429.0,35.0,21.0,11.0,30.0,19.0,1039.0,177.0
101,Ebenezer Annan,gh GHA,DF,Bologna,Serie A,18.0,2002.0,0.3,14.0,0.0,4.0,7.0,3.0,0.0,14.0,0.0,0.0,,0.0,,4.0,35.0,29.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0
102,Cristian Ansaldi,ar ARG,DF,Torino,Serie A,34.0,1986.0,7.7,500.0,22.0,106.0,206.0,190.0,14.0,500.0,16.0,8.0,50.0,8.0,50.0,288.0,1532.0,790.0,24.0,10.0,7.0,16.0,4.0,293.0,40.0
104,Janis Antiste,fr FRA,FW,Spezia,Serie A,18.0,2002.0,8.8,312.0,6.0,63.0,119.0,135.0,39.0,312.0,21.0,8.0,38.1,13.0,61.9,156.0,995.0,395.0,10.0,6.0,8.0,24.0,7.0,192.0,60.0
