,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Standard - Gls,Standard - Sh,Standard - SoT,Standard - SoT%,Standard - Sh/90,Standard - SoT/90,Standard - G/Sh,Standard - G/SoT,Standard - Dist,Standard - FK,Standard - PK,Standard - PKatt,Expected - xG,Expected - npxG,Expected - npxG/Sh,Expected - G-xG,Expected - np:G-xG
1516,Diego Lainez,mx MEX,FW,Betis,La Liga,21.0,2000.0,1.6,0.0,1.0,1.0,100.0,0.64,0.64,0.0,0.0,18.0,0.0,0.0,0.0,0.1,0.1,0.1,-0.1,-0.1
1517,Adam Lallana,eng ENG,MF,Brighton,Premier League,33.0,1988.0,17.3,0.0,19.0,4.0,21.1,1.1,0.23,0.0,0.0,19.8,0.0,0.0,0.0,1.1,1.1,0.06,-1.1,-1.1
1518,Vassilis Lambropoulos,gr GRE,DF,Bochum,Bundesliga,31.0,1990.0,13.0,0.0,4.0,1.0,25.0,0.31,0.08,0.0,0.0,12.0,0.0,0.0,0.0,0.2,0.2,0.06,-0.2,-0.2
1519,Érik Lamela,ar ARG,"FW,MF",Sevilla,La Liga,29.0,1992.0,11.3,5.0,21.0,12.0,57.1,1.86,1.06,0.24,0.42,16.1,0.0,0.0,0.0,3.1,3.1,0.15,1.9,1.9
1520,Mohamed Lamine Bayo,gn GUI,FW,Clermont Foot,Ligue 1,23.0,1998.0,26.8,14.0,63.0,26.0,41.3,2.35,0.97,0.19,0.46,13.1,0.0,2.0,3.0,14.4,11.9,0.19,-0.4,0.1
1521,Didier Lamkel Zé,cm CMR,FW,Metz,Ligue 1,24.0,1996.0,6.7,3.0,14.0,7.0,50.0,2.08,1.04,0.21,0.43,12.9,0.0,0.0,0.0,2.3,2.3,0.17,0.7,0.7
1522,Sam Lammers,nl NED,"FW,MF",Atalanta,Serie A,24.0,1997.0,0.4,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
1523,Sam Lammers,nl NED,"FW,MF",Eint Frankfurt,Bundesliga,24.0,1997.0,5.7,1.0,12.0,4.0,33.3,2.09,0.7,0.08,0.25,12.9,0.0,0.0,0.0,1.1,1.1,0.09,-0.1,-0.1
1524,Tariq Lamptey,gh GHA,"DF,FW",Brighton,Premier League,20.0,2000.0,17.3,0.0,19.0,4.0,21.1,1.1,0.23,0.0,0.0,20.0,0.0,0.0,0.0,0.8,0.8,0.04,-0.8,-0.8
1525,Manuel Lanzini,ar ARG,"MF,FW",West Ham,Premier League,28.0,1993.0,19.8,5.0,13.0,4.0,30.8,0.66,0.2,0.15,0.5,23.1,1.0,3.0,3.0,3.7,1.3,0.1,1.3,0.7
1526,Aymeric Laporte,es ESP,DF,Manchester City,Premier League,27.0,1994.0,31.4,4.0,35.0,7.0,20.0,1.11,0.22,0.11,0.57,11.6,0.0,0.0,0.0,4.9,4.9,0.14,-0.9,-0.9
1527,Julien Laporte,fr FRA,DF,Lorient,Ligue 1,27.0,1993.0,32.1,2.0,17.0,3.0,17.6,0.53,0.09,0.12,0.67,13.5,0.0,0.0,0.0,1.9,1.9,0.11,0.1,0.1
1528,Yasser Larouci,dz ALG,DF,Troyes,Ligue 1,20.0,2001.0,3.8,0.0,3.0,1.0,33.3,0.79,0.26,0.0,0.0,20.3,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1
1529,Kevin Lasagna,it ITA,"MF,FW",Hellas Verona,Serie A,28.0,1992.0,13.2,2.0,41.0,16.0,39.0,3.12,1.22,0.05,0.13,16.7,0.0,0.0,0.0,3.3,3.3,0.08,-1.3,-1.3
1530,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,Premier League,27.0,1993.0,22.9,1.0,17.0,4.0,23.5,0.74,0.17,0.06,0.25,10.2,0.0,0.0,0.0,0.9,0.9,0.05,0.1,0.1
1531,Bryan Lasme,fr FRA,FW,Arminia,Bundesliga,22.0,1998.0,9.7,2.0,13.0,8.0,61.5,1.33,0.82,0.15,0.25,14.7,0.0,0.0,0.0,0.8,0.8,0.06,1.2,1.2
1532,Paul Lasne,fr FRA,MF,Brest,Ligue 1,32.0,1989.0,9.4,0.0,8.0,1.0,12.5,0.85,0.11,0.0,0.0,21.9,1.0,0.0,0.0,0.4,0.4,0.04,-0.4,-0.4
1534,Latasa,es ESP,FW,Real Madrid,La Liga,20.0,2001.0,0.1,0.0,1.0,0.0,0.0,10.0,0.0,0.0,,9.3,0.0,0.0,0.0,0.1,0.1,0.07,-0.1,-0.1
1535,Toni Lato,es ESP,DF,Valencia,La Liga,23.0,1997.0,6.6,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
1536,Armand Lauriente,fr FRA,"FW,MF",Lorient,Ligue 1,22.0,1998.0,27.5,6.0,84.0,36.0,42.9,3.05,1.31,0.06,0.14,21.0,22.0,1.0,1.0,7.5,6.7,0.08,-1.5,-1.7
1537,Darko Lazović,rs SRB,DF,Hellas Verona,Serie A,30.0,1990.0,30.7,1.0,46.0,10.0,21.7,1.5,0.33,0.02,0.1,17.9,1.0,0.0,0.0,2.9,2.9,0.06,-1.9,-1.9
1538,Manuel Lazzari,it ITA,DF,Lazio,Serie A,27.0,1993.0,18.5,3.0,12.0,6.0,50.0,0.65,0.32,0.25,0.5,21.2,0.0,0.0,0.0,0.8,0.8,0.06,2.2,2.2
1539,Théo Le Bris,fr FRA,MF,Lorient,Ligue 1,18.0,2002.0,0.7,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
1540,Jérémy Le Douaron,fr FRA,"FW,MF",Brest,Ligue 1,23.0,1998.0,16.1,5.0,35.0,16.0,45.7,2.18,1.0,0.14,0.31,14.6,0.0,0.0,0.0,3.7,3.7,0.11,1.3,1.3
1541,Enzo Le Fée,fr FRA,"MF,FW",Lorient,Ligue 1,21.0,2000.0,24.4,2.0,33.0,9.0,27.3,1.35,0.37,0.06,0.22,23.9,5.0,0.0,0.0,1.9,1.9,0.06,0.1,0.1
1542,Vincent Le Goff,fr FRA,DF,Lorient,Ligue 1,31.0,1989.0,34.0,1.0,27.0,4.0,14.8,0.79,0.12,0.04,0.25,16.8,0.0,0.0,0.0,1.4,1.4,0.05,-0.4,-0.4
1543,Maxime Le Marchand,fr FRA,DF,Strasbourg,Ligue 1,31.0,1989.0,9.6,1.0,3.0,2.0,66.7,0.31,0.21,0.33,0.5,12.6,0.0,0.0,0.0,0.3,0.3,0.11,0.7,0.7
1544,Robin Le Normand,fr FRA,DF,Real Sociedad,La Liga,24.0,1996.0,37.0,1.0,18.0,5.0,27.8,0.49,0.14,0.06,0.2,10.2,0.0,0.0,0.0,1.5,1.5,0.08,-0.5,-0.5
1545,Patrick Leal,us USA,FW,Venezia,Serie A,18.0,2003.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
1546,Rafael Leão,pt POR,FW,Milan,Serie A,22.0,1999.0,28.9,11.0,97.0,38.0,39.2,3.35,1.31,0.11,0.29,19.0,0.0,0.0,0.0,8.8,8.8,0.09,2.2,2.2
1547,Jean-Louis Leca,fr FRA,GK,Lens,Ligue 1,35.0,1985.0,25.7,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
1548,Jeremías Ledesma,ar ARG,GK,Cádiz,La Liga,28.0,1993.0,38.0,0.0,1.0,1.0,100.0,0.03,0.03,0.0,0.0,14.3,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
1549,Pierre Lees-Melou,fr FRA,MF,Norwich City,Premier League,28.0,1993.0,25.2,1.0,33.0,9.0,27.3,1.31,0.36,0.03,0.11,24.5,0.0,0.0,0.0,1.6,1.6,0.05,-0.6,-0.6
1550,Wu Lei,cn CHN,"FW,MF",Espanyol,La Liga,29.0,1991.0,5.3,1.0,7.0,5.0,71.4,1.33,0.95,0.14,0.2,14.5,0.0,0.0,0.0,1.1,1.1,0.15,-0.1,-0.1
1551,Maxim Leitsch,de GER,DF,Bochum,Bundesliga,23.0,1998.0,17.1,1.0,5.0,1.0,20.0,0.29,0.06,0.2,1.0,13.1,0.0,0.0,0.0,1.1,1.1,0.21,-0.1,-0.1
1552,Lucas Leiva,br BRA,MF,Lazio,Serie A,34.0,1987.0,18.9,0.0,3.0,0.0,0.0,0.16,0.0,0.0,,23.8,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1
1553,Florian Lejeune,fr FRA,DF,Alavés,La Liga,30.0,1991.0,30.0,0.0,22.0,2.0,9.1,0.73,0.07,0.0,0.0,20.9,6.0,0.0,0.0,1.5,1.5,0.07,-1.5,-1.5
1554,Iñigo Lekue,es ESP,DF,Athletic Club,La Liga,28.0,1993.0,21.4,0.0,7.0,1.0,14.3,0.33,0.05,0.0,0.0,25.7,0.0,0.0,0.0,0.1,0.1,0.02,-0.1,-0.1
1555,Thomas Lemar,fr FRA,MF,Atlético Madrid,La Liga,25.0,1995.0,16.0,4.0,29.0,8.0,27.6,1.81,0.5,0.14,0.5,18.6,1.0,0.0,0.0,3.4,3.4,0.12,0.6,0.6
1556,Félix Lemaréchal,ci CIV,MF,Monaco,Ligue 1,17.0,2003.0,0.1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
1557,Mario Lemina,ga GAB,MF,Nice,Ligue 1,27.0,1993.0,21.9,2.0,16.0,4.0,25.0,0.73,0.18,0.13,0.5,15.5,0.0,0.0,0.0,2.0,2.0,0.12,0.0,0.0
1558,Fabien Lemoine,fr FRA,MF,Lorient,Ligue 1,34.0,1987.0,12.4,0.0,4.0,0.0,0.0,0.32,0.0,0.0,,19.4,0.0,0.0,0.0,0.2,0.2,0.05,-0.2,-0.2
1560,Tim Lemperle,de GER,"FW,MF",Köln,Bundesliga,19.0,2002.0,1.7,2.0,7.0,3.0,42.9,4.23,1.81,0.29,0.67,10.3,0.0,0.0,0.0,1.4,1.4,0.21,0.6,0.6
1561,Ruben Lendinez,es ESP,DF,Valencia,La Liga,18.0,2003.0,1.5,0.0,1.0,0.0,0.0,0.66,0.0,0.0,,14.2,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
1562,Clément Lenglet,fr FRA,DF,Barcelona,La Liga,26.0,1995.0,9.2,0.0,2.0,1.0,50.0,0.22,0.11,0.0,0.0,10.1,0.0,0.0,0.0,0.2,0.2,0.09,-0.2,-0.2
1563,Aaron Lennon,eng ENG,"MF,FW",Burnley,Premier League,34.0,1987.0,17.2,2.0,12.0,4.0,33.3,0.7,0.23,0.17,0.5,20.1,0.0,0.0,0.0,1.1,1.1,0.09,0.9,0.9
1564,Bernd Leno,de GER,GK,Arsenal,Premier League,29.0,1992.0,4.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
1565,Christopher Lenz,de GER,DF,Eint Frankfurt,Bundesliga,26.0,1994.0,7.4,0.0,6.0,0.0,0.0,0.81,0.0,0.0,,23.7,0.0,0.0,0.0,0.1,0.1,0.02,-0.1,-0.1
1566,Léo Leroy,fr FRA,MF,Montpellier,Ligue 1,21.0,2000.0,7.0,0.0,8.0,3.0,37.5,1.15,0.43,0.0,0.0,26.8,0.0,0.0,0.0,0.2,0.2,0.03,-0.2,-0.2
1567,Alexandre Letellier,fr FRA,GK,Paris S-G,Ligue 1,30.0,1990.0,0.1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
1568,Robert Lewandowski,pl POL,FW,Bayern Munich,Bundesliga,32.0,1988.0,32.7,35.0,156.0,75.0,48.1,4.77,2.29,0.19,0.4,13.6,3.0,5.0,5.0,33.2,29.3,0.19,1.8,0.7
1569,Jamie Leweling,de GER,"FW,MF",Greuther Fürth,Bundesliga,20.0,2001.0,21.8,5.0,44.0,17.0,38.6,2.02,0.78,0.11,0.29,17.6,0.0,0.0,0.0,4.0,4.0,0.09,1.0,1.0
1570,Jamal Lewis,nir NIR,DF,Newcastle Utd,Premier League,23.0,1998.0,2.9,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
1571,Luca Lezzerini,it ITA,GK,Venezia,Serie A,26.0,1995.0,5.5,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
1572,Ben Lhassine Kone,ci CIV,MF,Torino,Serie A,21.0,2000.0,0.9,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
1573,Yanis Lhery,fr FRA,"FW,MF",Saint-Étienne,Ligue 1,18.0,2003.0,0.8,0.0,2.0,1.0,50.0,2.5,1.25,0.0,0.0,16.3,0.0,0.0,0.0,0.2,0.2,0.11,-0.2,-0.2
1574,Dimitri Liénard,fr FRA,"DF,MF",Strasbourg,Ligue 1,33.0,1988.0,22.7,2.0,23.0,3.0,13.0,1.01,0.13,0.09,0.67,21.2,4.0,0.0,0.0,1.4,1.4,0.06,0.6,0.6
1575,Philipp Lienhart,at AUT,DF,Freiburg,Bundesliga,25.0,1996.0,31.9,5.0,19.0,7.0,36.8,0.6,0.22,0.26,0.71,9.2,0.0,0.0,0.0,3.3,3.3,0.19,1.7,1.7
1576,Matthijs de Ligt,nl NED,DF,Juventus,Serie A,21.0,1999.0,29.7,3.0,20.0,10.0,50.0,0.67,0.34,0.15,0.3,13.4,0.0,0.0,0.0,1.6,1.6,0.08,1.4,1.4
1577,Isaac Lihadji,fr FRA,"MF,FW",Lille,Ligue 1,19.0,2002.0,2.6,1.0,3.0,2.0,66.7,1.13,0.76,0.33,0.5,19.0,0.0,0.0,0.0,0.9,0.9,0.31,0.1,0.1
1578,Anderson Lima,br BRA,MF,Lazio,Serie A,21.0,1999.0,0.7,0.0,1.0,0.0,0.0,1.38,0.0,0.0,,8.8,0.0,0.0,0.0,0.1,0.1,0.07,-0.1,-0.1
1579,Andreas Linde,se SWE,GK,Greuther Fürth,Bundesliga,28.0,1993.0,12.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
1580,Victor Lindelöf,se SWE,DF,Manchester Utd,Premier League,27.0,1994.0,26.2,0.0,3.0,2.0,66.7,0.11,0.08,0.0,0.0,8.6,0.0,0.0,0.0,0.2,0.2,0.07,-0.2,-0.2
1581,Jesper Lindstrøm,dk DEN,"MF,FW",Eint Frankfurt,Bundesliga,21.0,2000.0,22.0,5.0,54.0,18.0,33.3,2.46,0.82,0.09,0.28,17.1,3.0,0.0,0.0,8.0,8.0,0.15,-3.0,-3.0
1582,Karol Linetty,pl POL,"MF,FW",Torino,Serie A,26.0,1995.0,10.0,0.0,13.0,2.0,15.4,1.31,0.2,0.0,0.0,19.6,0.0,0.0,0.0,0.7,0.7,0.06,-0.7,-0.7
1583,Jesse Lingard,eng ENG,"FW,MF",Manchester Utd,Premier League,28.0,1992.0,4.1,2.0,8.0,6.0,75.0,1.96,1.47,0.25,0.33,18.6,0.0,0.0,0.0,0.6,0.6,0.08,1.4,1.4
1584,Pol Lirola,es ESP,"DF,FW",Marseille,Ligue 1,23.0,1997.0,19.7,1.0,13.0,2.0,15.4,0.66,0.1,0.08,0.5,20.9,0.0,0.0,0.0,1.4,1.4,0.1,-0.4,-0.4
1586,Valentino Livramento,eng ENG,DF,Southampton,Premier League,18.0,2002.0,24.5,1.0,12.0,3.0,25.0,0.49,0.12,0.08,0.33,15.9,0.0,0.0,0.0,1.4,1.4,0.12,-0.4,-0.4
1587,Dejan Ljubicic,at AUT,"MF,FW",Köln,Bundesliga,23.0,1997.0,21.9,3.0,29.0,7.0,24.1,1.33,0.32,0.1,0.43,20.1,0.0,0.0,0.0,1.8,1.8,0.06,1.2,1.2
1588,Javier Llabrés,es ESP,"FW,MF",Mallorca,La Liga,18.0,2002.0,1.5,0.0,5.0,2.0,40.0,3.41,1.36,0.0,0.0,24.4,0.0,0.0,0.0,0.1,0.1,0.02,-0.1,-0.1
1589,Diego Llorente,es ESP,DF,Leeds United,Premier League,27.0,1993.0,26.0,3.0,10.0,3.0,30.0,0.38,0.12,0.3,1.0,10.6,0.0,0.0,0.0,1.0,1.0,0.1,2.0,2.0
1590,Marcos Llorente,es ESP,"MF,DF",Atlético Madrid,La Liga,26.0,1995.0,27.2,0.0,16.0,2.0,12.5,0.59,0.07,0.0,0.0,20.9,0.0,0.0,0.0,0.7,0.7,0.04,-0.7,-0.7
1591,Hugo Lloris,fr FRA,GK,Tottenham,Premier League,34.0,1986.0,38.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
1592,Giovani Lo Celso,ar ARG,"MF,FW",Tottenham,Premier League,25.0,1996.0,2.6,0.0,9.0,0.0,0.0,3.4,0.0,0.0,,19.4,1.0,0.0,0.0,0.6,0.6,0.07,-0.6,-0.6
1593,Giovani Lo Celso,ar ARG,"FW,MF",Villarreal,La Liga,25.0,1996.0,11.0,1.0,18.0,6.0,33.3,1.63,0.54,0.06,0.17,18.1,1.0,0.0,0.0,1.1,1.1,0.06,-0.1,-0.1
1594,Julen Lobete,es ESP,"FW,MF",Real Sociedad,La Liga,20.0,2000.0,3.2,2.0,10.0,2.0,20.0,3.17,0.63,0.2,1.0,13.7,0.0,0.0,0.0,1.0,1.0,0.1,1.0,1.0
1595,Stanislav Lobotka,sk SVK,MF,Napoli,Serie A,26.0,1994.0,18.7,1.0,2.0,1.0,50.0,0.11,0.05,0.5,1.0,25.5,0.0,0.0,0.0,0.1,0.1,0.06,0.9,0.9
1596,Jürgen Locadia,nl NED,"MF,FW",Brighton,Premier League,27.0,1993.0,0.3,0.0,1.0,0.0,0.0,3.91,0.0,0.0,,20.2,0.0,0.0,0.0,0.2,0.2,0.16,-0.2,-0.2
1597,Jürgen Locadia,nl NED,"FW,MF",Bochum,Bundesliga,27.0,1993.0,4.9,2.0,17.0,7.0,41.2,3.45,1.42,0.06,0.14,19.8,0.0,1.0,1.0,1.7,0.9,0.06,0.3,0.1
1598,Manuel Locatelli,it ITA,MF,Juventus,Serie A,23.0,1998.0,24.0,3.0,21.0,3.0,14.3,0.87,0.12,0.14,1.0,19.0,0.0,0.0,0.0,2.2,2.2,0.1,0.8,0.8
1599,Banzouzi Locko,fr FRA,"MF,DF",Reims,Ligue 1,19.0,2002.0,11.2,1.0,7.0,2.0,28.6,0.62,0.18,0.14,0.5,24.1,0.0,0.0,0.0,0.2,0.2,0.03,0.8,0.8
1600,Renan Lodi,br BRA,DF,Atlético Madrid,La Liga,23.0,1998.0,13.1,2.0,10.0,4.0,40.0,0.76,0.3,0.2,0.5,17.1,0.0,0.0,0.0,0.7,0.7,0.07,1.3,1.3
1601,Ruben Loftus-Cheek,eng ENG,"MF,DF",Chelsea,Premier League,25.0,1996.0,15.5,0.0,19.0,6.0,31.6,1.23,0.39,0.0,0.0,18.6,0.0,0.0,0.0,1.2,1.2,0.06,-1.2,-1.2
1602,Kevin Long,ie IRL,DF,Burnley,Premier League,30.0,1990.0,4.6,0.0,4.0,0.0,0.0,0.88,0.0,0.0,,13.3,0.0,0.0,0.0,0.2,0.2,0.04,-0.2,-0.2
1603,Shane Long,ie IRL,FW,Southampton,Premier League,34.0,1987.0,3.4,1.0,9.0,5.0,55.6,2.63,1.46,0.11,0.2,11.3,0.0,0.0,0.0,0.9,0.9,0.1,0.1,0.1
1604,Sean Longstaff,eng ENG,MF,Newcastle Utd,Premier League,23.0,1997.0,16.3,1.0,15.0,2.0,13.3,0.92,0.12,0.07,0.5,26.0,1.0,0.0,0.0,0.7,0.7,0.05,0.3,0.3
1605,Ademola Lookman,ng NGA,"FW,MF",Leicester City,Premier League,23.0,1997.0,16.1,6.0,26.0,12.0,46.2,1.61,0.74,0.23,0.5,15.0,0.0,0.0,0.0,4.5,4.5,0.17,1.5,1.5
1606,Anthony Lopes,pt POR,GK,Lyon,Ligue 1,30.0,1990.0,33.1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
1607,David López,es ESP,"MF,DF",Espanyol,La Liga,31.0,1989.0,8.3,0.0,5.0,4.0,80.0,0.61,0.48,0.0,0.0,13.6,0.0,0.0,0.0,0.4,0.4,0.09,-0.4,-0.4
1608,Diego López,es ESP,GK,Espanyol,La Liga,39.0,1981.0,35.3,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
1609,Javi López,es ESP,DF,Alavés,La Liga,19.0,2002.0,5.1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
1610,Maxime Lopez,fr FRA,MF,Sassuolo,Serie A,23.0,1997.0,32.6,2.0,16.0,6.0,37.5,0.49,0.18,0.13,0.33,22.6,0.0,0.0,0.0,1.5,1.5,0.09,0.5,0.5
1612,Pau López,es ESP,GK,Marseille,Ligue 1,26.0,1994.0,29.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
1613,Unai López,es ESP,MF,Rayo Vallecano,La Liga,25.0,1995.0,12.9,0.0,19.0,7.0,36.8,1.47,0.54,0.0,0.0,24.6,4.0,0.0,0.0,1.1,1.1,0.06,-1.1,-1.1
1614,Dion Lopy,sn SEN,MF,Reims,Ligue 1,19.0,2002.0,18.2,0.0,16.0,2.0,12.5,0.88,0.11,0.0,0.0,23.8,0.0,0.0,0.0,1.0,1.0,0.06,-1.0,-1.0
1615,Samuel Loric,fr FRA,DF,Lorient,Ligue 1,21.0,2000.0,3.0,0.0,1.0,0.0,0.0,0.33,0.0,0.0,,16.7,0.0,0.0,0.0,0.1,0.1,0.05,-0.1,-0.1
1616,Anthony Losilla,fr FRA,MF,Bochum,Bundesliga,35.0,1986.0,32.6,2.0,34.0,9.0,26.5,1.04,0.28,0.06,0.22,19.3,0.0,0.0,0.0,2.2,2.2,0.06,-0.2,-0.2
1617,Jonas Lössl,dk DEN,GK,Brentford,Premier League,32.0,1989.0,2.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
1618,Marcel Lotka,pl POL,GK,Hertha BSC,Bundesliga,20.0,2001.0,9.8,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
1619,Jordan Lotomba,ch SUI,DF,Nice,Ligue 1,22.0,1998.0,19.8,0.0,9.0,2.0,22.2,0.45,0.1,0.0,0.0,17.1,0.0,0.0,0.0,0.8,0.8,0.09,-0.8,-0.8
1620,Johaneko Louisjean,fr FRA,DF,Bordeaux,Ligue 1,17.0,2004.0,0.1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
1621,Mamadou Loum,sn SEN,MF,Alavés,La Liga,24.0,1996.0,25.7,2.0,33.0,8.0,24.2,1.28,0.31,0.06,0.25,21.3,0.0,0.0,0.0,2.9,2.9,0.09,-0.9,-0.9
1622,Imran Louza,ma MAR,MF,Watford,Premier League,22.0,1999.0,15.7,0.0,17.0,4.0,23.5,1.08,0.25,0.0,0.0,27.5,6.0,0.0,0.0,1.2,1.2,0.07,-1.2,-1.2
1623,Matteo Lovato,it ITA,DF,Atalanta,Serie A,21.0,2000.0,3.4,0.0,1.0,0.0,0.0,0.3,0.0,0.0,,6.7,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
1624,Matteo Lovato,it ITA,DF,Cagliari,Serie A,21.0,2000.0,13.8,0.0,6.0,1.0,16.7,0.44,0.07,0.0,0.0,14.4,0.0,0.0,0.0,0.5,0.5,0.08,-0.5,-0.5
1625,Eduard Löwen,de GER,MF,Bochum,Bundesliga,24.0,1997.0,15.7,2.0,37.0,13.0,35.1,2.35,0.83,0.03,0.08,24.8,9.0,1.0,1.0,2.9,2.1,0.06,-0.9,-1.1
1626,Matthew Lowton,eng ENG,DF,Burnley,Premier League,32.0,1989.0,19.7,1.0,10.0,2.0,20.0,0.51,0.1,0.1,0.5,21.6,0.0,0.0,0.0,0.7,0.7,0.07,0.3,0.3
1627,Anthony Lozano,hn HON,"FW,MF",Cádiz,La Liga,28.0,1993.0,18.6,7.0,49.0,20.0,40.8,2.64,1.08,0.14,0.35,14.5,0.0,0.0,0.0,5.1,5.0,0.1,1.9,2.0
1628,Hirving Lozano,mx MEX,FW,Napoli,Serie A,26.0,1995.0,17.9,5.0,50.0,19.0,38.0,2.79,1.06,0.1,0.26,16.9,0.0,0.0,0.0,5.9,5.7,0.11,-0.9,-0.7
1629,Jean Lucas,br BRA,MF,Monaco,Ligue 1,23.0,1998.0,16.1,1.0,26.0,9.0,34.6,1.62,0.56,0.04,0.11,21.0,1.0,0.0,0.0,2.5,2.5,0.09,-1.5,-1.5
1630,Anderson Lucoqui,ao ANG,DF,Mainz 05,Bundesliga,24.0,1997.0,8.3,1.0,8.0,4.0,50.0,0.97,0.48,0.13,0.25,18.7,0.0,0.0,0.0,0.7,0.7,0.09,0.3,0.3
1631,Florentino Luís,pt POR,MF,Getafe,La Liga,21.0,1999.0,11.0,0.0,3.0,1.0,33.3,0.27,0.09,0.0,0.0,26.9,0.0,0.0,0.0,0.1,0.1,0.02,-0.1,-0.1
1632,José Luis Gayà,es ESP,DF,Valencia,La Liga,26.0,1995.0,20.8,2.0,18.0,9.0,50.0,0.87,0.43,0.11,0.22,20.3,1.0,0.0,0.0,1.2,1.2,0.07,0.8,0.8
1633,José Luis Morales,es ESP,"FW,MF",Levante,La Liga,34.0,1987.0,30.2,13.0,76.0,31.0,40.8,2.52,1.03,0.13,0.32,18.9,2.0,3.0,5.0,14.3,10.4,0.14,-1.3,-0.4
1634,José Luis Palomino,ar ARG,DF,Atalanta,Serie A,31.0,1990.0,29.7,1.0,14.0,3.0,21.4,0.47,0.1,0.07,0.33,8.5,0.0,0.0,0.0,2.1,2.1,0.15,-1.1,-1.1
1635,Luismi,es ESP,"FW,MF",Sevilla,La Liga,20.0,2001.0,0.1,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
1636,Douglas Luiz,br BRA,MF,Aston Villa,Premier League,23.0,1998.0,30.2,2.0,23.0,8.0,34.8,0.76,0.27,0.09,0.25,25.3,8.0,0.0,0.0,2.0,2.0,0.09,0.0,0.0
1638,Romelu Lukaku,be BEL,FW,Chelsea,Premier League,28.0,1993.0,17.7,8.0,42.0,14.0,33.3,2.38,0.79,0.17,0.5,13.8,1.0,1.0,1.0,6.6,5.8,0.14,1.4,1.2
1639,Castello Lukeba,fr FRA,DF,Lyon,Ligue 1,18.0,2002.0,23.3,2.0,6.0,3.0,50.0,0.26,0.13,0.33,0.67,8.3,0.0,0.0,0.0,1.7,1.7,0.28,0.3,0.3
1640,Dodi Lukebakio,be BEL,FW,Hertha BSC,Bundesliga,23.0,1997.0,2.0,1.0,3.0,1.0,33.3,1.53,0.51,0.0,0.0,25.6,0.0,1.0,1.0,1.2,0.4,0.12,-0.2,-0.4
1641,Dodi Lukebakio,be BEL,"FW,MF",Wolfsburg,Bundesliga,23.0,1997.0,9.8,1.0,17.0,7.0,41.2,1.73,0.71,0.06,0.14,15.4,0.0,0.0,0.0,2.6,2.6,0.16,-1.6,-1.6
1642,Saša Lukić,rs SRB,MF,Torino,Serie A,24.0,1996.0,33.1,5.0,29.0,7.0,24.1,0.88,0.21,0.07,0.29,24.7,4.0,3.0,3.0,4.7,2.3,0.08,0.3,-0.3
