,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Min,Playing Time - Mn/MP,Playing Time - Min%,Playing Time - 90s,Starts - Starts,Starts - Mn/Start,Starts - Compl,Subs - Subs,Subs - Mn/Sub,Subs - unSub,Team Success - PPM,Team Success - onG,Team Success - onGA,Team Success - +/-,Team Success - +/-90,Team Success - On-Off
521,Ignacio Camacho,ESP,MF,Málaga,es La Liga,26.0,1990.0,35.0,3145.0,90.0,92.0,34.9,35.0,90.0,34.0,0.0,,0.0,1.26,47.0,50.0,-3.0,-0.09,0.9
522,Fodé Camara,GIN,"DF,FW",Bastia,fr Ligue 1,18.0,1998.0,0.0,,,,,0.0,,0.0,0.0,,2.0,,,,,,
523,Souleymane Camara,SEN,"MF,FW",Montpellier,fr Ligue 1,33.0,1982.0,28.0,1089.0,39.0,31.8,12.1,10.0,,4.0,18.0,,7.0,0.89,18.0,26.0,-8.0,-0.66,-0.28
524,Víctor Camarasa,ESP,MF,Alavés,es La Liga,22.0,1994.0,31.0,2495.0,80.0,73.0,27.7,28.0,87.0,13.0,3.0,23.0,4.0,1.42,24.0,26.0,-2.0,-0.07,-0.07
525,Geoff Cameron,USA,"MF,DF",Stoke City,eng Premier League,31.0,1985.0,19.0,1629.0,86.0,47.6,18.1,18.0,,18.0,1.0,,2.0,1.05,18.0,25.0,-7.0,-0.39,0.02
526,Hugo Campagnaro,ARG,DF,Pescara,it Serie A,36.0,1980.0,19.0,1564.0,82.0,45.7,17.4,18.0,,16.0,1.0,,1.0,0.68,11.0,32.0,-21.0,-1.21,-0.09
527,Fraizer Campbell,GBR,FW,Crystal Palace,eng Premier League,28.0,1987.0,12.0,165.0,14.0,4.8,1.8,0.0,,0.0,12.0,,12.0,0.42,3.0,4.0,-1.0,-0.55,-0.21
528,Emre Can,DEU,MF,Liverpool,eng Premier League,22.0,1994.0,32.0,2371.0,74.0,69.3,26.3,26.0,,23.0,6.0,,1.0,2.03,50.0,28.0,22.0,0.84,-0.37
529,Sergio Canales,ESP,"MF,FW",Real Sociedad,es La Liga,25.0,1991.0,31.0,1011.0,33.0,29.6,11.2,7.0,79.0,2.0,24.0,19.0,2.0,1.74,17.0,22.0,-5.0,-0.45,-0.86
530,João Cancelo,PRT,"DF,MF",Valencia,es La Liga,22.0,1994.0,35.0,2428.0,69.0,71.0,27.0,27.0,84.0,21.0,8.0,19.0,0.0,1.2,43.0,49.0,-6.0,-0.22,0.05
531,Antonio Candreva,ITA,"MF,FW",Inter,it Serie A,29.0,1987.0,38.0,3007.0,79.0,87.9,33.4,36.0,,17.0,2.0,,0.0,1.63,60.0,42.0,18.0,0.54,-0.55
532,Roberto Canella,ESP,DF,Sporting Gijón,es La Liga,28.0,1988.0,20.0,1753.0,88.0,51.3,19.5,20.0,88.0,17.0,0.0,,10.0,1.0,20.0,27.0,-7.0,-0.36,0.88
533,Paolo Cannavaro,ITA,DF,Sassuolo,it Serie A,35.0,1981.0,18.0,1425.0,79.0,41.7,15.8,16.0,,15.0,2.0,,14.0,1.11,23.0,28.0,-5.0,-0.32,-0.32
534,Aitor Cantalapiedra,ESP,"FW,MF",Villarreal,es La Liga,20.0,1996.0,1.0,4.0,4.0,0.1,0.0,0.0,,0.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.61
535,Ander Capa,ESP,DF,Eibar,es La Liga,24.0,1992.0,31.0,2551.0,82.0,74.6,28.3,29.0,87.0,26.0,2.0,14.0,5.0,1.48,42.0,37.0,5.0,0.18,0.18
536,Pierrick Capelle,FRA,"FW,MF",Angers,fr Ligue 1,29.0,1987.0,32.0,1749.0,55.0,51.1,19.4,20.0,,8.0,12.0,,3.0,1.16,14.0,24.0,-10.0,-0.51,-0.57
537,Leonardo Capezzi,ITA,MF,Crotone,it Serie A,21.0,1995.0,25.0,1637.0,65.0,47.9,18.2,18.0,,14.0,7.0,,11.0,0.92,13.0,30.0,-17.0,-0.93,-0.58
538,Christian Capone,ITA,FW,Atalanta,it Serie A,17.0,1999.0,0.0,,,,,0.0,,0.0,0.0,,5.0,,,,,,
539,Étienne Capoue,FRA,MF,Watford,eng Premier League,28.0,1988.0,37.0,3203.0,87.0,93.7,35.6,37.0,,27.0,0.0,,1.0,1.08,35.0,60.0,-25.0,-0.7,0.54
540,Gianluca Caprari,ITA,"FW,MF",Pescara,it Serie A,23.0,1993.0,35.0,3108.0,89.0,90.9,34.5,34.0,,31.0,1.0,,0.0,0.51,34.0,72.0,-38.0,-1.1,0.63
541,Marco Capuano,ITA,DF,Cagliari,it Serie A,24.0,1991.0,12.0,771.0,64.0,22.5,8.6,8.0,,5.0,4.0,,19.0,0.83,14.0,18.0,-4.0,-0.47,0.11
542,Àlex Carbonell,ESP,MF,Barcelona,es La Liga,18.0,1997.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,
543,Mehdi Carcela,MAR,"MF,FW",Granada,es La Liga,27.0,1989.0,22.0,1747.0,79.0,51.1,19.4,20.0,84.0,13.0,2.0,36.0,1.0,0.73,20.0,36.0,-16.0,-0.82,1.11
544,Yoan Cardinale,FRA,GK,Nice,fr Ligue 1,22.0,1994.0,36.0,3205.0,89.0,93.7,35.6,36.0,,35.0,0.0,,0.0,2.11,62.0,35.0,27.0,0.76,0.76
546,Irvin Cardona,FRA,"FW,MF",Monaco,fr Ligue 1,18.0,1997.0,3.0,19.0,6.0,0.6,0.2,0.0,,0.0,3.0,,7.0,3.0,0.0,0.0,0.0,0.0,-2.01
547,Marc Cardona,ESP,FW,Barcelona,es La Liga,21.0,1995.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,
548,Cassio Cardoselli,ITA,MF,Lazio,it Serie A,18.0,1998.0,0.0,,,,,0.0,,0.0,0.0,,4.0,,,,,,
549,Baily Cargill,GBR,DF,Bournemouth,eng Premier League,21.0,1995.0,1.0,13.0,13.0,0.4,0.1,0.0,,0.0,1.0,,10.0,1.0,0.0,0.0,0.0,0.0,0.32
550,Carlão,BRA,DF,Torino,it Serie A,30.0,1986.0,4.0,334.0,84.0,9.8,3.7,4.0,,3.0,0.0,,7.0,1.25,5.0,8.0,-3.0,-0.81,-1.04
551,Diego Carlos,BRA,DF,Nantes,fr Ligue 1,23.0,1993.0,34.0,2949.0,87.0,86.2,32.8,34.0,,32.0,0.0,,0.0,1.44,36.0,47.0,-11.0,-0.34,0.24
552,José Carlos,ESP,DF,Betis,es La Liga,20.0,1996.0,6.0,496.0,83.0,14.5,5.5,6.0,83.0,4.0,0.0,,2.0,1.17,7.0,7.0,0.0,0.0,0.71
553,José Carlos Lazo,ESP,MF,Villarreal,es La Liga,20.0,1996.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,
554,Carlos Carmona,CHL,MF,Atalanta,it Serie A,29.0,1987.0,2.0,100.0,50.0,2.9,1.1,2.0,,0.0,0.0,,5.0,0.0,1.0,3.0,-2.0,-1.8,-2.42
555,Carlos Carmona,ESP,"MF,FW",Sporting Gijón,es La Liga,29.0,1987.0,25.0,1861.0,74.0,54.4,20.7,21.0,84.0,12.0,4.0,27.0,6.0,0.88,24.0,33.0,-9.0,-0.44,0.78
556,Lapo Carradori,ITA,DF,Empoli,it Serie A,18.0,1998.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,
557,Marco Carraro,ITA,MF,Inter,it Serie A,18.0,1998.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,
558,Yannick Carrasco,BEL,"MF,FW",Atlético Madrid,es La Liga,22.0,1993.0,35.0,2257.0,64.0,66.0,25.1,27.0,75.0,8.0,8.0,28.0,0.0,1.97,41.0,18.0,23.0,0.92,-0.63
559,Cédric Carrasso,FRA,GK,Bordeaux,fr Ligue 1,34.0,1981.0,24.0,2160.0,90.0,63.2,24.0,24.0,,24.0,0.0,,3.0,1.63,38.0,22.0,16.0,0.67,1.1
560,Michael Carrick,GBR,MF,Manchester Utd,eng Premier League,35.0,1981.0,23.0,1600.0,70.0,46.8,17.8,18.0,,14.0,5.0,,10.0,1.87,21.0,14.0,7.0,0.39,-0.5
561,Daniel Carriço,PRT,DF,Sevilla,es La Liga,27.0,1988.0,6.0,452.0,75.0,13.2,5.0,6.0,75.0,4.0,0.0,,10.0,1.0,6.0,10.0,-4.0,-0.8,-1.52
562,Guido Carrillo,ARG,FW,Monaco,fr Ligue 1,25.0,1991.0,19.0,598.0,31.0,17.5,6.6,5.0,,4.0,14.0,,5.0,2.11,23.0,10.0,13.0,1.96,-0.05
563,Andy Carroll,GBR,FW,West Ham,eng Premier League,27.0,1989.0,18.0,1311.0,73.0,38.3,14.6,15.0,,9.0,3.0,,1.0,1.11,24.0,27.0,-3.0,-0.21,0.39
564,Tom Carroll,GBR,MF,Tottenham,eng Premier League,24.0,1992.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,,0.0,3.0,0.0,0.0,0.0,0.0,-1.58
565,Tom Carroll,GBR,MF,Swansea City,eng Premier League,24.0,1992.0,17.0,1387.0,82.0,40.6,15.4,16.0,,12.0,1.0,,0.0,1.53,20.0,18.0,2.0,0.13,1.33
566,Federico Cartabia,ARG,"MF,FW",Valencia,es La Liga,23.0,1993.0,4.0,152.0,38.0,4.4,1.7,2.0,57.0,0.0,2.0,20.0,4.0,0.5,1.0,5.0,-4.0,-2.37,-2.23
567,Cameron Carter-Vickers,USA,DF,Tottenham,eng Premier League,18.0,1997.0,0.0,,,,,0.0,,0.0,0.0,,16.0,,,,,,
568,Dani Carvajal,ESP,DF,Real Madrid,es La Liga,24.0,1992.0,23.0,2016.0,88.0,58.9,22.4,21.0,90.0,21.0,2.0,63.0,7.0,2.09,53.0,24.0,29.0,1.29,-1.01
569,Eduardo Carvalho,PRT,GK,Chelsea,eng Premier League,33.0,1982.0,0.0,,,,,0.0,,0.0,0.0,,2.0,,,,,,
570,Casemiro,BRA,MF,Real Madrid,es La Liga,24.0,1992.0,25.0,1706.0,68.0,49.9,19.0,20.0,80.0,14.0,5.0,20.0,2.0,2.48,52.0,20.0,32.0,1.69,-0.04
572,Nacho Cases,ESP,MF,Sporting Gijón,es La Liga,28.0,1987.0,21.0,1471.0,70.0,43.0,16.3,16.0,83.0,10.0,5.0,29.0,7.0,0.73,19.0,41.0,-22.0,-1.35,-0.98
573,Kiko Casilla,ESP,GK,Real Madrid,es La Liga,29.0,1986.0,11.0,990.0,90.0,28.9,11.0,11.0,90.0,11.0,0.0,,27.0,2.64,33.0,10.0,23.0,2.09,0.54
574,Leandro Castán,BRA,DF,Torino,it Serie A,29.0,1986.0,14.0,1177.0,84.0,34.4,13.1,13.0,,13.0,1.0,,13.0,1.93,28.0,15.0,13.0,0.99,1.32
575,Koen Casteels,BEL,GK,Wolfsburg,de Bundesliga,24.0,1992.0,20.0,1800.0,90.0,58.8,20.0,20.0,,20.0,0.0,,13.0,1.05,19.0,30.0,-11.0,-0.55,-0.05
576,Dani Castellano,ESP,DF,Las Palmas,es La Liga,28.0,1987.0,27.0,2107.0,78.0,61.6,23.4,25.0,83.0,20.0,2.0,15.0,3.0,1.22,41.0,42.0,-1.0,-0.04,1.33
577,Javi Castellano,ESP,"DF,MF",Las Palmas,es La Liga,28.0,1987.0,5.0,99.0,20.0,2.9,1.1,0.0,,0.0,5.0,20.0,3.0,0.0,0.0,1.0,-1.0,-0.91,-0.37
578,Samu Castillejo,ESP,MF,Villarreal,es La Liga,21.0,1995.0,33.0,2050.0,62.0,59.9,22.8,24.0,79.0,13.0,9.0,18.0,1.0,1.67,31.0,19.0,12.0,0.53,-0.2
579,Carlos Castro,ESP,FW,Sporting Gijón,es La Liga,21.0,1995.0,25.0,1024.0,41.0,29.9,11.4,10.0,75.0,4.0,15.0,18.0,8.0,0.92,15.0,32.0,-17.0,-1.49,-1.01
580,Chory Castro,URY,"MF,FW",Málaga,es La Liga,31.0,1984.0,29.0,1790.0,62.0,52.3,19.9,21.0,78.0,10.0,8.0,19.0,7.0,1.07,29.0,32.0,-3.0,-0.15,0.01
581,Gonzalo Castro,DEU,MF,Dortmund,de Bundesliga,29.0,1987.0,28.0,1921.0,69.0,62.8,21.3,23.0,,13.0,5.0,,1.0,2.04,53.0,24.0,29.0,1.36,1.12
582,Jonny Castro,ESP,DF,Celta Vigo,es La Liga,22.0,1994.0,30.0,2213.0,74.0,64.7,24.6,23.0,90.0,23.0,7.0,20.0,3.0,1.37,38.0,47.0,-9.0,-0.37,0.16
583,Lucas Castro,ARG,MF,Chievo,it Serie A,27.0,1989.0,33.0,2759.0,84.0,80.7,30.7,33.0,,24.0,0.0,,0.0,1.15,37.0,50.0,-13.0,-0.42,0.26
584,Joel Castro Pereira,PRT,GK,Manchester Utd,eng Premier League,20.0,1996.0,1.0,90.0,90.0,2.6,1.0,1.0,,1.0,0.0,,2.0,3.0,2.0,0.0,2.0,2.0,1.38
585,Rubén Castro,ESP,FW,Betis,es La Liga,35.0,1981.0,35.0,2777.0,79.0,81.2,30.9,32.0,85.0,25.0,3.0,17.0,1.0,0.91,34.0,56.0,-22.0,-0.71,-0.57
586,Danilo Cataldi,ITA,MF,Genoa,it Serie A,21.0,1994.0,13.0,931.0,72.0,27.2,10.3,10.0,,8.0,3.0,,4.0,0.69,7.0,24.0,-17.0,-1.64,-1.32
587,Danilo Cataldi,ITA,MF,Lazio,it Serie A,21.0,1994.0,11.0,662.0,60.0,19.4,7.4,5.0,,3.0,6.0,,6.0,1.92,16.0,8.0,8.0,1.09,0.6
588,Craig Cathcart,NIC,DF,Watford,eng Premier League,27.0,1989.0,15.0,1162.0,77.0,34.0,12.9,13.0,,11.0,2.0,,5.0,1.4,17.0,21.0,-4.0,-0.31,0.65
589,Lee Cattermole,GBR,MF,Sunderland,eng Premier League,28.0,1988.0,8.0,633.0,79.0,18.5,7.0,8.0,,1.0,0.0,,1.0,0.13,4.0,13.0,-9.0,-1.28,-0.28
590,Goran Čaušić,SRB,MF,Osasuna,es La Liga,24.0,1992.0,26.0,2008.0,77.0,58.7,22.3,22.0,87.0,19.0,4.0,24.0,1.0,0.58,21.0,54.0,-33.0,-1.48,-0.14
591,Pietro Cavagnaro,ITA,GK,Sampdoria,it Serie A,18.0,1998.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,
592,Ivan Cavaleiro,PRT,FW,Monaco,fr Ligue 1,22.0,1993.0,2.0,98.0,49.0,2.9,1.1,1.0,,0.0,1.0,,0.0,2.0,3.0,0.0,3.0,2.76,0.78
593,Edinson Cavani,URY,FW,Paris S-G,fr Ligue 1,29.0,1987.0,36.0,2965.0,82.0,86.7,32.9,35.0,,22.0,1.0,,1.0,2.25,75.0,27.0,48.0,1.46,-0.13
594,Dimitri Cavaré,FRA,DF,Rennes,fr Ligue 1,21.0,1995.0,2.0,106.0,53.0,3.1,1.2,1.0,,1.0,1.0,,9.0,2.0,2.0,1.0,1.0,0.85,1.04
595,Santi Cazorla,ESP,MF,Arsenal,eng Premier League,31.0,1984.0,8.0,618.0,77.0,18.1,6.9,7.0,,5.0,1.0,,0.0,2.38,16.0,5.0,11.0,1.6,0.9
596,Dani Ceballos,ESP,MF,Betis,es La Liga,19.0,1996.0,30.0,2339.0,78.0,68.4,26.0,24.0,90.0,22.0,6.0,32.0,3.0,0.97,29.0,40.0,-11.0,-0.42,0.58
598,Kike Cebriá,ESP,GK,Eibar,es La Liga,21.0,1995.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,
599,Federico Ceccherini,ITA,DF,Crotone,it Serie A,24.0,1992.0,35.0,3097.0,88.0,90.6,34.4,35.0,,33.0,0.0,,2.0,0.97,32.0,50.0,-18.0,-0.52,1.15
600,Petr Čech,CZE,GK,Arsenal,eng Premier League,34.0,1982.0,35.0,3097.0,88.0,90.6,34.4,35.0,,34.0,0.0,,0.0,2.03,72.0,37.0,35.0,1.02,1.57
601,Álvaro Cejudo,ESP,"MF,FW",Betis,es La Liga,32.0,1984.0,17.0,815.0,48.0,23.8,9.1,6.0,88.0,5.0,11.0,26.0,12.0,1.12,13.0,21.0,-8.0,-0.88,-0.37
602,Luca Ceppitelli,ITA,DF,Cagliari,it Serie A,26.0,1989.0,19.0,1689.0,89.0,49.4,18.8,19.0,,17.0,0.0,,3.0,1.21,21.0,36.0,-15.0,-0.8,-0.49
603,Alessio Cerci,ITA,"FW,MF",Atlético Madrid,es La Liga,29.0,1987.0,1.0,15.0,15.0,0.4,0.2,0.0,,0.0,1.0,15.0,7.0,3.0,0.0,0.0,0.0,0.0,-1.14
604,Michele Cerofolini,ITA,GK,Fiorentina,it Serie A,17.0,1999.0,0.0,,,,,0.0,,0.0,0.0,,2.0,,,,,,
605,Alberto Cerri,ITA,FW,Pescara,it Serie A,20.0,1996.0,13.0,697.0,54.0,20.4,7.7,7.0,,5.0,6.0,,7.0,0.54,9.0,15.0,-6.0,-0.77,0.48
606,Boštjan Cesar,SVN,DF,Chievo,it Serie A,34.0,1982.0,17.0,1436.0,84.0,42.0,16.0,16.0,,14.0,1.0,,14.0,0.94,17.0,28.0,-11.0,-0.69,-0.37
607,Julien Cétout,FRA,"MF,DF",Nancy,fr Ligue 1,28.0,1988.0,28.0,2332.0,83.0,68.2,25.9,27.0,,23.0,1.0,,8.0,0.86,17.0,39.0,-22.0,-0.85,-0.77
608,Nacer Chadli,BEL,"MF,FW",West Brom,eng Premier League,26.0,1989.0,31.0,2134.0,69.0,62.4,23.7,27.0,,8.0,4.0,,2.0,1.1,27.0,32.0,-5.0,-0.21,0.0
609,Fouad Chafik,MAR,DF,Dijon,fr Ligue 1,29.0,1986.0,27.0,2395.0,89.0,70.0,26.6,27.0,,23.0,0.0,,2.0,0.89,36.0,46.0,-10.0,-0.38,-0.2
610,Nathaniel Chalobah,GBR,MF,Chelsea,eng Premier League,21.0,1994.0,10.0,167.0,17.0,4.9,1.9,1.0,,0.0,9.0,,19.0,3.0,7.0,3.0,4.0,2.16,0.83
611,Calum Chambers,GBR,DF,Arsenal,eng Premier League,21.0,1995.0,1.0,90.0,90.0,2.6,1.0,1.0,,1.0,0.0,,2.0,0.0,3.0,4.0,-1.0,-1.0,-1.92
612,Calum Chambers,GBR,DF,Middlesbrough,eng Premier League,21.0,1995.0,24.0,2160.0,90.0,63.2,24.0,24.0,,24.0,0.0,,2.0,0.79,17.0,33.0,-16.0,-0.67,0.05
613,Nereo Champagne,ARG,GK,Leganés,es La Liga,31.0,1985.0,4.0,360.0,90.0,10.5,4.0,4.0,90.0,4.0,0.0,,18.0,0.75,2.0,4.0,-2.0,-0.5,0.0
614,Timothy Chandler,USA,"MF,DF",Eint Frankfurt,de Bundesliga,26.0,1990.0,32.0,2817.0,88.0,92.1,31.3,31.0,,30.0,1.0,,0.0,1.31,35.0,41.0,-6.0,-0.19,0.18
615,Kwon Chang-hoon,KOR,FW,Dijon,fr Ligue 1,22.0,1994.0,8.0,224.0,28.0,6.5,2.5,2.0,,0.0,6.0,,4.0,1.0,1.0,8.0,-7.0,-2.81,-2.67
616,Clément Chantôme,FRA,MF,Rennes,fr Ligue 1,28.0,1987.0,7.0,336.0,48.0,9.8,3.7,6.0,,2.0,1.0,,4.0,0.86,2.0,4.0,-2.0,-0.54,-0.42
617,Roman Chanturia,GEO,FW,Empoli,it Serie A,20.0,1996.0,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,
618,Charles,BRA,FW,Málaga,es La Liga,32.0,1984.0,21.0,1141.0,54.0,33.4,12.7,11.0,81.0,7.0,10.0,25.0,3.0,1.1,11.0,16.0,-5.0,-0.39,-0.35
619,Paul Charruau,FRA,GK,Bastia,fr Ligue 1,23.0,1993.0,1.0,42.0,42.0,1.2,0.5,0.0,,0.0,1.0,,11.0,0.0,1.0,1.0,0.0,0.0,0.67
620,Pape Cheikh Diop,SEN,"MF,FW",Celta Vigo,es La Liga,18.0,1997.0,16.0,571.0,36.0,16.7,6.3,5.0,84.0,3.0,11.0,14.0,11.0,1.06,6.0,15.0,-9.0,-1.42,-1.2
621,Sergei Chernik,BLR,GK,Nancy,fr Ligue 1,28.0,1988.0,17.0,1377.0,81.0,40.3,15.3,15.0,,15.0,2.0,,21.0,0.94,12.0,21.0,-9.0,-0.59,0.03
622,Nicolò Cherubin,ITA,DF,Bologna,it Serie A,29.0,1986.0,0.0,,,,,0.0,,0.0,0.0,,2.0,,,,,,
624,Denis Cheryshev,RUS,MF,Villarreal,es La Liga,25.0,1990.0,11.0,340.0,31.0,9.9,3.8,2.0,71.0,0.0,9.0,22.0,2.0,1.64,1.0,4.0,-3.0,-0.79,-1.55
625,Giorgio Chiellini,ITA,DF,Juventus,it Serie A,31.0,1984.0,21.0,1636.0,78.0,47.8,18.2,20.0,,16.0,1.0,,10.0,2.43,37.0,13.0,24.0,1.32,0.01
626,Federico Chiesa,ITA,"MF,FW",Fiorentina,it Serie A,18.0,1997.0,27.0,1492.0,55.0,43.6,16.6,17.0,,4.0,10.0,,11.0,1.48,27.0,21.0,6.0,0.36,0.36
627,Ben Chilwell,GBR,"DF,MF",Leicester City,eng Premier League,19.0,1996.0,12.0,699.0,58.0,20.4,7.8,7.0,,7.0,5.0,,15.0,1.17,6.0,18.0,-12.0,-1.55,-1.45
628,Vlad Chiricheș,ROU,DF,Napoli,it Serie A,26.0,1989.0,14.0,1124.0,80.0,32.9,12.5,13.0,,12.0,1.0,,17.0,2.36,34.0,14.0,20.0,1.6,0.23
629,Ivaylo Chochev,BGR,MF,Palermo,it Serie A,23.0,1993.0,30.0,2286.0,76.0,66.8,25.4,25.0,,20.0,5.0,,8.0,0.73,19.0,50.0,-31.0,-1.22,-0.19
630,Michaël Chrétien,MAR,DF,Nancy,fr Ligue 1,32.0,1984.0,13.0,1124.0,86.0,32.9,12.5,13.0,,10.0,0.0,,5.0,0.62,8.0,18.0,-10.0,-0.8,-0.29
631,Andreas Christensen,DNK,DF,M'Gladbach,de Bundesliga,20.0,1996.0,31.0,2781.0,90.0,90.9,30.9,31.0,,30.0,0.0,,0.0,1.42,45.0,43.0,2.0,0.06,2.0
632,Max Christiansen,DEU,MF,Ingolstadt 04,de Bundesliga,19.0,1996.0,11.0,443.0,40.0,14.5,4.9,4.0,,1.0,7.0,,15.0,0.55,6.0,7.0,-1.0,-0.2,0.48
633,Lee Chung-yong,KOR,MF,Crystal Palace,eng Premier League,28.0,1988.0,15.0,471.0,31.0,13.8,5.2,4.0,,0.0,11.0,,11.0,0.73,6.0,14.0,-8.0,-1.53,-1.38
634,Churripi,ESP,GK,Sevilla,es La Liga,22.0,1994.0,0.0,,,,,0.0,,0.0,0.0,,4.0,,,,,,
635,Michaël Ciani,FRA,DF,Espanyol,es La Liga,32.0,1984.0,1.0,54.0,54.0,1.6,0.6,0.0,,0.0,1.0,54.0,0.0,0.0,2.0,4.0,-2.0,-3.33,-3.36
636,Michaël Ciani,FRA,DF,Lorient,fr Ligue 1,32.0,1984.0,25.0,2167.0,87.0,63.4,24.1,25.0,,23.0,0.0,,2.0,1.2,31.0,42.0,-11.0,-0.46,0.62
637,Hikmet Ciftci,TUR,MF,Köln,de Bundesliga,18.0,1998.0,0.0,,,,,0.0,,0.0,0.0,,2.0,,,,,,
638,Luca Cigarini,ITA,MF,Sampdoria,it Serie A,30.0,1986.0,4.0,276.0,69.0,8.1,3.1,3.0,,2.0,1.0,,33.0,0.25,2.0,7.0,-5.0,-1.63,-1.6
639,Per Ciljan Skjelbred,NOR,MF,Hertha BSC,de Bundesliga,29.0,1987.0,26.0,2136.0,82.0,69.8,23.7,25.0,,17.0,1.0,,4.0,1.31,29.0,28.0,1.0,0.04,0.53
640,Jasper Cillessen,NLD,GK,Barcelona,es La Liga,27.0,1989.0,1.0,90.0,90.0,2.6,1.0,1.0,90.0,1.0,0.0,,32.0,0.0,1.0,2.0,-1.0,-1.0,-3.16
641,Thiago Cionek,POL,DF,Palermo,it Serie A,30.0,1986.0,29.0,2326.0,80.0,68.0,25.8,26.0,,22.0,3.0,,8.0,0.83,21.0,40.0,-19.0,-0.74,1.32
642,Gilles Cioni,FRA,DF,Bastia,fr Ligue 1,32.0,1984.0,25.0,2064.0,83.0,60.4,22.9,23.0,,21.0,2.0,,12.0,0.8,15.0,34.0,-19.0,-0.83,-0.43
643,Issa Cissokho,SEN,DF,Genoa,it Serie A,31.0,1985.0,0.0,,,,,0.0,,0.0,0.0,,2.0,,,,,,
644,Issa Cissokho,SEN,DF,Angers,fr Ligue 1,31.0,1985.0,13.0,1158.0,89.0,33.9,12.9,13.0,,11.0,0.0,,2.0,1.54,16.0,17.0,-1.0,-0.08,0.24
645,Renato Civelli,ARG,DF,Lille,fr Ligue 1,32.0,1983.0,13.0,1098.0,84.0,32.1,12.2,12.0,,12.0,1.0,,5.0,1.08,11.0,16.0,-5.0,-0.41,-0.33
646,Josh Clackstone,GBR,DF,Hull City,eng Premier League,19.0,1996.0,0.0,,,,,0.0,,0.0,0.0,,3.0,,,,,,
647,Claiton,BRA,DF,Crotone,it Serie A,31.0,1984.0,10.0,704.0,70.0,20.6,7.8,9.0,,5.0,1.0,,19.0,0.2,5.0,15.0,-10.0,-1.28,-0.81
648,Jordy Clasie,NLD,MF,Southampton,eng Premier League,25.0,1991.0,16.0,1021.0,64.0,29.9,11.3,12.0,,3.0,4.0,,15.0,1.75,15.0,15.0,0.0,0.0,0.26
650,Alexis Claude-Maurice,FRA,MF,Lorient,fr Ligue 1,18.0,1998.0,0.0,,,,,0.0,,0.0,0.0,,3.0,,,,,,
651,Adam Clayton,GBR,MF,Middlesbrough,eng Premier League,27.0,1989.0,34.0,2804.0,82.0,82.0,31.2,32.0,,28.0,2.0,,4.0,0.76,24.0,45.0,-21.0,-0.67,0.06
652,Cléber,BRA,DF,Hamburger SV,de Bundesliga,25.0,1990.0,5.0,325.0,65.0,10.6,3.6,5.0,,3.0,0.0,,3.0,0.4,2.0,9.0,-7.0,-1.94,-1.25
653,Christian Clemens,DEU,MF,Mainz 05,de Bundesliga,24.0,1991.0,3.0,188.0,63.0,6.1,2.1,2.0,,1.0,1.0,,3.0,1.33,2.0,3.0,-1.0,-0.48,-0.17
654,Christian Clemens,DEU,"MF,FW",Köln,de Bundesliga,24.0,1991.0,12.0,805.0,67.0,26.3,8.9,10.0,,3.0,2.0,,6.0,1.33,16.0,14.0,2.0,0.22,-0.06
655,Jérémy Clément,FRA,MF,Saint-Étienne,fr Ligue 1,31.0,1984.0,5.0,335.0,67.0,9.8,3.7,3.0,,2.0,2.0,,4.0,1.4,6.0,7.0,-1.0,-0.27,-0.27
656,Carlos Clerc,ESP,"DF,MF",Osasuna,es La Liga,24.0,1992.0,25.0,1947.0,78.0,56.9,21.6,22.0,85.0,18.0,3.0,26.0,5.0,0.52,21.0,53.0,-32.0,-1.48,-0.14
657,Tom Cleverley,GBR,MF,Watford,eng Premier League,26.0,1989.0,17.0,1441.0,85.0,42.1,16.0,16.0,,14.0,1.0,,0.0,1.06,17.0,31.0,-14.0,-0.87,-0.24
658,Tom Cleverley,GBR,MF,Everton,eng Premier League,26.0,1989.0,10.0,406.0,41.0,11.9,4.5,4.0,,2.0,6.0,,8.0,1.3,4.0,9.0,-5.0,-1.11,-1.8
659,Gaël Clichy,FRA,DF,Manchester City,eng Premier League,31.0,1985.0,25.0,2123.0,85.0,62.1,23.6,24.0,,21.0,1.0,,10.0,2.08,49.0,24.0,25.0,1.06,-0.05
660,Sam Clucas,GBR,MF,Hull City,eng Premier League,25.0,1990.0,37.0,3185.0,86.0,93.1,35.4,36.0,,29.0,1.0,,0.0,0.89,33.0,74.0,-41.0,-1.16,-0.39
