,Player,Squad,90s,Performance - CrdY,Performance - CrdR,Performance - 2CrdY,Performance - Fls,Performance - Fld,Performance - Off,Performance - Crs,Performance - Int,Performance - TklW,Performance - PKwon,Performance - PKcon,Performance - OG,Performance - Recov,Aerial Duels - Won,Aerial Duels - Lost,Aerial Duels - Won%
251,Rodrigo Bentancur,Tottenham,5.9,4,0,0,13,3,0,0,16,9,0,0,0,42,8,6,57.1
252,Lucas Beraldo,Paris S-G,7.4,4,0,0,12,5,1,2,7,12,0,1,0,32,5,7,41.7
253,Yuri Berchiche,Athletic Club,8.1,1,0,0,6,8,2,11,8,8,0,0,0,43,10,6,62.5
254,Alex Berenguer,Athletic Club,7.8,2,0,0,8,9,2,51,4,3,2,0,0,25,9,17,34.6
255,Sander Berge,Fulham,5.8,0,0,0,6,1,0,0,12,8,0,0,0,36,11,4,73.3
256,Lucas Bergvall,Tottenham,0.6,0,0,0,2,1,0,5,0,2,0,0,0,5,1,0,100.0
257,Medon Berisha,Lecce,0.9,0,0,0,2,2,0,7,0,1,0,0,0,3,1,2,33.3
258,Mergim Berisha,Hoffenheim,3.0,1,0,0,4,5,3,2,0,1,0,0,0,5,3,7,30.0
260,Adrian Bernabe,Parma,10.0,1,0,0,7,22,0,15,6,13,0,0,0,48,5,2,71.4
261,Marc Bernal,Barcelona,2.7,2,0,0,4,3,0,0,1,6,0,0,0,9,1,6,14.3
262,Juan Bernat,Villarreal,0.4,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0.0
263,Alexander Bernhardsson,Holstein Kiel,2.1,1,0,0,3,0,0,4,0,1,0,0,0,6,2,2,50.0
264,Victor Bernth Kristiansen,Leicester City,9.5,1,0,0,7,8,0,27,12,24,0,0,1,33,6,18,25.0
265,Matus Bero,Bochum,7.2,2,0,0,7,13,0,6,2,7,0,0,0,29,4,7,36.4
266,Juan Berrocal,Getafe,5.3,2,1,1,6,1,0,0,7,3,0,0,0,18,19,10,65.5
267,Dimitry Bertaud,Montpellier,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
268,Beto,Everton,1.1,0,0,0,4,3,2,0,0,0,0,0,0,2,9,7,56.3
269,Sam Beukema,Bologna,10.5,0,0,0,12,12,1,1,8,5,0,0,0,44,27,17,61.4
270,Alessandro Bianco,Monza,6.4,1,0,0,10,11,1,4,5,11,0,0,0,31,2,6,25.0
271,Alessandro Bianco,Fiorentina,0.2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0
272,Jaka Bijol,Udinese,12.0,4,0,0,17,1,1,2,15,11,0,1,0,32,29,21,58.0
273,El Bilal Toure,Stuttgart,3.5,0,0,0,8,3,1,0,0,1,0,0,0,6,15,10,60.0
274,Philip Billing,Bournemouth,0.3,0,0,0,0,0,0,3,1,0,0,0,0,1,1,1,50.0
275,Cristiano Biraghi,Fiorentina,4.8,1,0,0,4,7,0,30,4,4,0,0,0,10,2,3,40.0
276,Samuele Birindelli,Monza,2.0,0,0,0,3,1,0,13,0,5,0,0,0,8,1,3,25.0
277,Tom Bischof,Hoffenheim,6.7,2,0,0,13,4,0,34,7,15,0,0,0,42,3,5,37.5
278,Yves Bissouma,Tottenham,4.5,2,0,0,4,8,0,0,5,9,0,0,0,16,2,2,50.0
279,Leonardo Bittencourt,Werder Bremen,3.5,0,0,0,2,5,0,4,4,0,0,0,0,15,2,5,28.6
280,Emmanuel Biumla,Angers,8.1,0,0,0,5,4,0,0,6,7,0,0,0,18,10,6,62.5
281,Marco Bizot,Brest,11.0,1,0,0,0,1,0,0,0,1,0,0,0,15,1,0,100.0
282,Antonio Blanco,Alavés,8.5,1,0,0,15,12,0,7,15,13,0,0,0,42,8,10,44.4
283,Ludovic Blas,Rennes,10.6,2,0,0,11,25,0,53,3,7,0,0,0,39,7,19,26.9
284,Daley Blind,Girona,9.9,1,0,0,4,5,0,9,13,8,0,0,0,36,5,7,41.7
286,Myron Boadu,Bochum,3.9,0,0,0,2,3,5,1,0,0,0,0,0,1,1,5,16.7
287,Augustine Boakye,Saint-Étienne,3.0,2,0,0,7,3,0,3,4,1,0,0,0,7,2,4,33.3
288,Sacha Boey,Bayern Munich,1.4,1,0,0,2,2,0,2,0,0,0,1,0,5,2,0,100.0
289,Jeremie Boga,Nice,6.0,0,0,0,0,7,4,13,2,4,0,0,0,24,1,2,33.3
290,Lamare Bogarde,Aston Villa,1.9,1,0,0,5,3,0,0,1,4,0,0,0,6,1,1,50.0
291,Emil Bohinen,Genoa,1.8,0,0,0,3,3,0,0,1,4,0,0,0,9,2,1,66.7
292,Adama Boiro,Athletic Club,3.7,0,0,0,3,3,0,8,4,4,0,0,0,10,6,3,66.7
293,Willy Boly,Nott'ham Forest,1.0,0,0,0,1,0,0,0,1,0,0,0,0,1,4,0,100.0
294,Moise Bombito,Nice,8.7,2,1,1,7,4,0,0,7,8,0,1,1,32,15,20,42.9
295,Warren Bondo,Monza,9.9,3,1,1,18,21,0,1,4,11,0,0,0,47,4,5,44.4
296,Victor Boniface,Leverkusen,7.3,1,0,0,5,7,5,2,0,3,0,0,0,15,23,10,69.7
297,Ange-Yoan Bonny,Parma,9.3,0,0,0,11,18,5,5,0,6,1,0,0,24,6,21,22.2
298,Sebastiaan Bornauw,Wolfsburg,7.0,1,0,0,9,2,0,0,9,4,0,1,0,19,24,14,63.2
299,Saimon Bouabre,Monaco,0.1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0
300,Ayyoub Bouaddi,Lille,3.4,1,0,0,2,2,0,0,4,9,0,0,0,13,1,4,20.0
301,Badredine Bouanani,Nice,3.1,1,0,0,4,7,0,11,3,0,0,0,0,7,0,3,0.0
302,Benjamin Bouchouari,Saint-Étienne,3.4,0,0,0,1,4,0,1,3,7,0,0,0,27,1,4,20.0
303,Hicham Boudaoui,Nice,7.0,2,0,0,13,15,0,3,7,13,0,0,0,46,6,7,46.2
304,Carlo Boukhalfa,St. Pauli,5.6,0,0,0,6,6,0,3,5,3,0,0,0,22,12,19,38.7
305,Benjamin Bourigeaud,Rennes,0.9,0,0,0,0,0,0,6,2,0,0,0,0,4,2,2,50.0
306,Edoardo Bove,Fiorentina,8.3,3,0,0,11,20,0,2,5,12,1,0,0,36,9,15,37.5
307,Jarrod Bowen,West Ham,10.7,0,0,0,12,9,2,51,5,8,0,0,0,51,2,16,11.1
308,Enzo Boyomo,Osasuna,10.0,2,0,0,15,4,0,0,11,15,0,0,0,35,10,12,45.5
309,Enzo Boyomo,Valladolid,3.0,0,0,0,3,0,0,0,1,2,0,0,0,11,3,5,37.5
310,Domagoj Bradaric,Hellas Verona,4.6,2,0,0,9,2,1,15,2,4,0,0,0,16,2,4,33.3
312,Conor Bradley,Liverpool,1.6,0,0,0,3,2,0,1,2,1,0,0,0,14,2,1,66.7
313,Bilal Brahimi,Nice,0.8,0,0,0,3,0,0,5,0,0,0,0,0,1,0,0,0.0
314,Julian Brandt,Dortmund,9.0,1,0,0,1,7,2,27,3,3,0,0,0,31,3,5,37.5
315,Jarrad Branthwaite,Everton,2.1,0,0,0,0,1,0,0,4,2,0,0,0,7,5,7,41.7
316,Darko Brasanac,Leganés,8.0,0,0,0,17,4,2,3,6,4,0,0,0,30,13,15,46.4
317,Lilian Brassier,Marseille,7.0,2,0,0,5,2,0,4,4,5,0,0,0,29,16,6,72.7
318,Matthias Braunoder,Como,2.9,3,1,1,10,5,0,0,2,4,0,0,0,7,1,4,20.0
319,Iker Bravo,Udinese,2.2,1,0,0,3,3,1,3,0,3,0,0,0,14,3,5,37.5
320,James Bree,Southampton,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
321,Tim Breithaupt,Augsburg,1.3,0,0,0,2,3,0,1,2,1,0,0,0,9,4,5,44.4
322,Gleison Bremer,Juventus,6.0,2,0,0,9,5,0,0,6,7,0,0,0,23,11,7,61.1
323,Brenner,Udinese,4.3,0,0,0,0,5,0,11,1,4,0,0,0,14,2,3,40.0
324,Ben Brereton,Southampton,4.5,1,0,0,4,6,1,5,0,2,0,0,0,12,7,6,53.8
325,Marco Brescianini,Atalanta,4.4,0,0,0,9,4,1,6,0,2,0,0,0,17,4,4,50.0
326,Maximilian Breunig,Heidenheim,3.1,0,0,0,6,4,1,1,1,3,0,0,0,12,9,26,25.7
327,David Brooks,Bournemouth,0.5,0,0,0,1,1,0,4,0,1,0,0,0,2,0,2,0.0
328,Moritz Broschinski,Bochum,6.0,0,0,0,8,3,3,6,0,6,0,0,0,23,17,15,53.1
329,Nathaniel Brown,Eint Frankfurt,2.0,0,0,0,0,3,0,1,1,2,0,0,0,11,1,4,20.0
330,Jacob Bruun Larsen,Hoffenheim,1.3,0,0,0,0,0,0,7,1,0,0,0,0,8,1,0,100.0
331,Ante Budimir,Osasuna,10.3,1,0,0,14,7,6,3,1,2,3,0,0,18,51,43,54.3
332,Emi Buendia,Aston Villa,0.3,0,0,0,1,1,0,0,0,2,0,0,0,2,0,0,0.0
333,Santiago Bueno,Wolves,4.9,0,0,0,8,2,0,0,4,5,0,0,0,12,9,7,56.3
334,Marius Bulter,Hoffenheim,7.9,2,0,0,6,12,4,25,1,6,1,0,0,19,8,14,36.4
335,Facundo Buonanotte,Leicester City,8.1,5,0,0,15,16,1,24,5,9,0,0,0,41,6,12,33.3
336,Alessandro Buongiorno,Napoli,11.0,1,0,0,5,12,1,0,17,16,0,0,0,50,20,13,60.6
338,Cameron Burgess,Ipswich Town,4.0,0,0,0,1,1,0,0,5,2,0,0,0,11,13,5,72.2
339,Jonathan Burkardt,Mainz 05,8.7,0,0,0,8,10,5,9,0,2,1,0,0,21,7,33,17.5
340,Oliver Burke,Werder Bremen,0.4,0,0,0,1,0,0,1,0,1,0,0,0,2,3,1,75.0
341,Dan Burn,Newcastle Utd,11.0,5,0,0,10,5,1,1,8,4,0,0,1,30,41,20,67.2
342,Wes Burns,Ipswich Town,4.5,1,0,0,2,9,0,16,3,5,0,0,0,21,1,11,8.3
343,Marnon Busch,Heidenheim,3.6,0,0,0,3,4,0,12,1,4,0,1,0,11,2,2,50.0
344,Gianluca Busio,Venezia,7.6,2,0,0,10,10,1,14,3,9,1,0,0,36,5,4,55.6
345,Aurelio Buta,Reims,6.8,3,0,0,11,9,1,6,7,9,0,1,0,22,3,4,42.9
346,Marcin Bulka,Nice,11.0,0,0,0,0,1,0,0,0,0,0,0,0,15,1,0,100.0
347,Pau Cabanes,Villarreal,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
348,Remy Cabella,Lille,3.3,0,0,0,6,3,0,10,4,7,0,0,0,21,1,3,25.0
349,Leandro Cabrera,Espanyol,7.0,1,0,0,2,1,0,5,9,8,0,0,0,21,19,12,61.3
350,Liberato Cacace,Empoli,3.1,4,0,0,9,2,0,14,0,2,0,0,0,15,3,3,50.0
351,Anthony Caci,Mainz 05,9.1,2,0,0,13,4,3,43,7,9,0,0,0,32,16,12,57.1
352,Mathieu Cafaro,Saint-Étienne,6.1,3,0,0,7,11,3,19,6,5,0,0,0,23,2,1,66.7
353,Moises Caicedo,Chelsea,10.8,2,0,0,22,17,0,5,18,25,0,0,0,59,11,6,64.7
354,Tom Cairney,Fulham,1.4,2,0,0,2,3,0,6,2,1,0,0,0,12,1,3,25.0
355,Jens Cajuste,Ipswich Town,3.0,1,0,0,5,2,0,3,2,3,0,0,0,12,0,4,0.0
356,Davide Calabria,Milan,1.7,0,0,0,3,2,0,7,3,2,0,0,0,7,1,0,100.0
357,Riccardo Calafiori,Arsenal,4.3,1,0,0,9,4,0,5,4,9,0,0,0,13,10,4,71.4
358,Luca Caldirola,Monza,3.1,2,0,0,8,3,1,1,2,2,0,0,0,5,6,2,75.0
359,Fernando Calero,Espanyol,2.1,0,0,0,2,3,0,0,5,2,0,0,0,4,3,2,60.0
360,Duje Caleta-Car,Lyon,10.0,5,0,0,15,5,2,0,12,7,0,0,0,32,19,7,73.1
361,Hakan Calhanoglu,Inter,6.3,1,0,0,7,4,0,32,3,7,0,1,0,33,5,4,55.6
362,Dominic Calvert-Lewin,Everton,10.0,1,0,0,13,12,16,3,5,4,0,0,0,18,47,46,50.5
364,Drissa Camara,Parma,0.8,0,0,0,3,4,0,0,0,1,0,0,0,4,0,2,0.0
365,Issiaga Camara,Nice,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0
366,Lamine Camara,Monaco,8.4,6,1,1,20,15,0,31,17,21,0,0,0,55,6,10,37.5
367,Mahdi Camara,Brest,7.9,1,0,0,6,14,2,11,10,13,0,0,0,30,3,9,25.0
368,Francesco Camarda,Milan,0.8,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,25.0
369,Eduardo Camavinga,Real Madrid,3.3,0,0,0,5,12,0,0,4,7,0,0,0,27,3,1,75.0
370,Nicolo Cambiaghi,Bologna,0.2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0.0
371,Andrea Cambiaso,Juventus,11.0,2,0,0,11,12,2,27,8,13,0,0,0,47,2,4,33.3
372,Axel Camblan,Brest,0.3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.0
373,Sergio Camello,Rayo Vallecano,7.6,1,0,0,6,7,2,5,4,1,0,0,0,17,8,12,40.0
374,Jose Campana,Las Palmas,4.6,3,0,0,3,11,0,10,13,8,0,1,0,30,7,1,87.5
375,Cole Campbell,Dortmund,0.2,0,0,0,1,1,0,1,0,0,0,0,0,3,0,1,0.0
376,Emre Can,Dortmund,6.6,1,1,0,7,5,0,5,4,9,0,0,0,14,14,10,58.3
377,Peio Canales,Athletic Club,0.2,0,0,0,0,1,0,1,1,1,0,0,0,3,0,0,0.0
378,Matteo Cancellieri,Parma,4.6,1,1,0,9,13,1,7,5,7,0,0,0,19,4,8,33.3
379,Antonio Candela,Venezia,8.3,1,0,0,5,2,0,15,7,14,0,0,0,29,11,11,50.0
380,Sergi Canos,Valencia,2.0,1,0,0,5,3,0,10,2,4,0,0,0,17,2,2,50.0
381,Jaydee Canvot,Toulouse,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,100.0
382,Pierrick Capelle,Angers,2.9,2,0,0,3,1,1,7,4,7,0,0,0,15,3,3,50.0
383,Gianluca Caprari,Monza,4.2,1,0,0,3,8,2,25,2,5,0,0,0,15,2,2,50.0
384,Elia Caprile,Napoli,3.6,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,100.0
385,Francesco Caputo,Empoli,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0
386,Maxence Caqueret,Lyon,6.3,1,0,0,4,6,1,6,7,10,0,0,0,23,1,3,25.0
387,Andrea Carboni,Monza,8.3,3,0,0,13,8,0,6,10,11,0,0,0,19,13,10,56.5
388,Franco Carboni,Venezia,0.1,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0.0
390,Valentin Carboni,Marseille,1.1,1,0,0,5,1,0,2,1,2,0,0,0,2,2,1,66.7
391,Cardenas,Rayo Vallecano,4.0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0.0
392,Irvin Cardona,Espanyol,3.6,1,0,0,6,3,2,9,3,4,0,0,0,13,4,3,57.1
393,Marc Cardona,Las Palmas,0.8,1,0,0,1,2,0,0,0,0,0,0,0,3,0,3,0.0
394,Sergi Cardona,Villarreal,11.8,3,0,0,13,8,1,40,15,16,0,0,0,37,14,12,53.8
395,Johnny Cardoso,Betis,6.3,1,0,0,11,10,0,1,14,11,0,0,0,39,5,4,55.6
396,Diego Carlos,Aston Villa,5.2,0,0,0,8,1,0,0,4,1,0,0,0,21,4,5,44.4
397,Carmona,Sevilla,12.7,3,0,0,13,21,1,12,31,28,0,0,0,70,11,11,50.0
398,Marco Carnesecchi,Atalanta,11.0,0,0,0,0,1,0,0,0,0,0,0,0,22,3,0,100.0
399,Sergio Carreira,Celta Vigo,2.6,0,0,0,2,1,0,5,1,4,0,0,0,9,0,3,0.0
400,Dani Carvajal,Real Madrid,6.8,1,0,0,3,6,0,14,10,8,0,0,0,21,7,5,58.3
401,Fabio Carvalho,Brentford,3.2,1,0,0,2,5,1,6,2,6,0,0,0,16,2,4,33.3
402,William Carvalho,Betis,2.7,0,0,0,4,0,0,1,3,2,0,0,0,16,4,1,80.0
403,Marc Casado,Barcelona,8.6,1,0,0,10,16,0,5,6,13,0,0,0,37,3,11,21.4
404,Nicolo Casale,Bologna,2.9,0,0,0,4,2,0,0,2,1,0,0,1,11,9,12,42.9
405,Nicolo Casale,Lazio,1.5,0,0,0,2,0,0,0,1,3,0,0,0,1,6,0,100.0
406,Casemiro,Manchester Utd,6.9,1,0,0,8,7,2,13,5,20,0,0,0,44,13,7,65.0
407,Matty Cash,Aston Villa,4.7,1,0,0,7,5,0,6,6,4,0,2,0,18,4,3,57.1
408,Josue Casimir,Le Havre,5.6,3,0,0,11,16,4,10,1,5,2,0,0,20,2,11,15.4
409,Federico Cassa,Atalanta,0.2,0,0,0,2,1,0,0,0,0,1,0,0,1,0,0,0.0
410,Cristian Casseres Jr.,Toulouse,8.5,5,0,0,24,15,0,17,11,22,0,0,0,46,8,6,57.1
411,Timothy Castagne,Fulham,0.4,0,0,0,0,0,1,1,0,2,0,0,0,3,2,2,50.0
412,Valentin Castellanos,Lazio,10.0,3,0,0,16,15,8,8,2,2,1,0,0,21,30,28,51.7
413,Jean-Charles Castelletto,Nantes,9.0,2,0,0,10,2,0,2,6,3,0,2,0,23,17,6,73.9
414,Santiago Castro,Bologna,9.3,1,0,0,19,17,5,3,1,2,0,0,0,20,17,20,45.9
416,Gaetano Castrovilli,Lazio,1.4,0,0,0,4,1,0,0,3,2,0,0,0,7,0,0,0.0
417,Danilo Cataldi,Fiorentina,5.6,0,0,0,5,6,0,5,3,10,0,0,0,25,0,2,0.0
418,Catena,Osasuna,12.0,2,0,0,12,3,0,1,11,10,0,0,0,31,25,9,73.5
419,Maximiliano Caufriez,Valencia,1.0,0,0,0,3,0,0,0,1,1,0,1,0,1,2,5,28.6
420,Dani Ceballos,Real Madrid,0.9,0,0,0,2,4,0,2,0,3,0,0,0,5,0,0,0.0
421,Zeki Celik,Roma,10.4,0,0,0,7,3,0,20,4,15,0,1,0,32,13,11,54.2
422,Alberto Cerri,Como,0.9,0,0,0,3,1,1,0,0,0,0,0,0,3,3,4,42.9
423,Franco Cervi,Celta Vigo,0.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0
424,Julian Chabot,Stuttgart,8.5,4,1,1,13,5,1,0,19,8,0,0,0,34,29,10,74.4
425,El Chadaille Bitshiabu,RB Leipzig,2.5,0,0,0,3,0,0,2,5,4,0,0,0,12,2,2,50.0
426,Fares Chaibi,Eint Frankfurt,4.7,2,0,0,2,1,1,35,5,4,0,0,0,10,6,7,46.2
427,Trevoh Chalobah,Crystal Palace,5.0,0,0,0,4,8,1,4,12,7,0,0,0,24,11,3,78.6
428,Timothy Chandler,Eint Frankfurt,0.2,0,0,0,0,1,0,1,3,0,0,0,0,0,4,1,80.0
429,Conor Chaplin,Ipswich Town,3.1,1,0,0,1,5,0,6,2,3,0,0,0,8,0,5,0.0
430,Brendan Chardonnet,Brest,9.0,1,0,0,12,4,0,1,10,10,0,0,0,24,22,13,62.9
431,Gabriel Charpentier,Parma,2.4,1,0,0,9,8,0,2,0,2,1,0,0,9,7,12,36.8
432,Raul Chasco,Valladolid,1.4,0,0,0,3,0,0,3,2,1,0,0,0,2,0,0,0.0
433,Anrie Chase,Stuttgart,5.6,1,0,0,7,1,0,2,7,4,0,0,0,16,11,6,64.7
434,Pep Chavarria,Rayo Vallecano,5.3,1,0,0,2,5,0,22,7,5,0,0,0,27,5,3,62.5
435,Arthur Chaves,Hoffenheim,3.7,1,0,0,2,4,0,1,5,4,0,0,0,8,14,17,45.2
436,Jhoanner Chavez,Lens,6.3,1,0,0,9,7,1,29,6,4,0,1,0,23,7,5,58.3
437,Walid Cheddira,Napoli,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
438,Walid Cheddira,Espanyol,4.0,2,0,0,18,16,3,0,1,0,1,0,0,9,8,17,32.0
439,Theo Chennahi,Montpellier,0.1,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0.0
440,Sidiki Cherif,Angers,3.1,0,0,0,4,8,5,3,0,4,0,0,0,8,3,15,16.7
442,Rayan Cherki,Lyon,4.0,2,0,0,4,8,0,32,1,3,0,0,0,18,1,2,33.3
443,Lucas Chevalier,Lille,11.0,0,0,0,0,3,0,0,0,2,0,0,0,12,4,0,100.0
444,Fabio Chiarodia,Gladbach,0.2,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0.0
445,Julian Chicco,Leganés,1.5,0,0,0,1,3,0,0,2,4,0,0,0,3,0,2,0.0
446,Leandro Chichizola,Parma,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
447,Federico Chiesa,Liverpool,0.2,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0.0
448,Chiquinho,Wolves,0.1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.0
449,Chiquinho,Mallorca,1.5,2,0,0,4,7,0,8,2,0,0,0,0,9,0,4,0.0
450,Pedro Chirivella,Nantes,9.8,1,0,0,9,7,0,5,3,13,0,0,0,34,4,5,44.4
451,Joris Chotard,Montpellier,3.9,2,0,0,3,2,1,3,3,4,0,0,0,21,2,4,33.3
452,Hamza Choudhury,Leicester City,0.2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0
453,Andreas Christensen,Barcelona,0.3,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,100.0
454,Ryan Christie,Bournemouth,7.8,5,0,0,18,10,0,9,6,7,0,0,0,64,6,10,37.5
455,Samuel Chukwueze,Milan,5.6,0,0,0,1,7,3,24,0,2,0,0,0,17,2,6,25.0
456,Aaron Ciammaglichella,Torino,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
457,Jasper Cillessen,Las Palmas,10.7,1,0,0,0,2,0,0,0,0,0,0,0,7,1,0,100.0
458,Alessandro Circati,Parma,4.0,1,0,0,3,2,0,0,2,2,0,0,0,5,5,3,62.5
459,Pathe Ciss,Rayo Vallecano,3.8,2,0,0,7,7,0,2,6,4,0,0,0,28,10,7,58.8
460,Alphadjo Cisse,Hellas Verona,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
461,Seydouba Cisse,Leganés,10.1,2,0,0,15,13,0,5,6,13,1,0,0,71,9,16,36.0
462,Harry Clarke,Ipswich Town,1.1,2,1,1,3,0,0,2,1,2,0,1,0,4,1,0,100.0
463,Jack Clarke,Ipswich Town,4.0,1,0,0,7,7,2,7,2,6,0,0,0,24,3,1,75.0
464,Alexis Claude-Maurice,Augsburg,3.3,1,0,0,5,4,0,2,3,5,0,0,0,12,3,2,60.0
465,Jonathan Clauss,Nice,8.8,2,0,0,9,1,0,48,17,16,0,0,0,39,6,4,60.0
466,Silvi Clua,Girona,1.7,0,0,0,5,0,0,0,2,6,0,0,0,3,6,3,66.7
468,Nathaniel Clyne,Crystal Palace,3.3,0,0,0,0,2,0,1,3,6,0,0,0,4,1,6,14.3
469,Conor Coady,Leicester City,0.1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0.0
470,Marcus Coco,Nantes,4.8,2,1,0,15,7,0,11,3,14,0,0,0,22,4,5,44.4
471,Saul Coco,Torino,11.0,3,0,0,13,5,0,0,16,6,0,0,1,29,22,16,57.9
472,Seamus Coleman,Everton,1.0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,1,50.0
473,Nathan Collins,Brentford,11.0,1,0,0,5,8,3,2,12,9,1,0,0,49,40,15,72.7
474,Nnamdi Collins,Eint Frankfurt,1.9,0,0,0,3,2,0,1,3,4,0,0,0,11,3,1,75.0
475,Toby Collyer,Manchester Utd,0.5,0,0,0,0,2,0,0,0,3,0,0,0,3,0,0,0.0
476,Lorenzo Colombo,Empoli,8.5,1,0,0,13,11,3,4,1,4,0,0,0,24,17,38,30.9
477,Andrea Colpani,Fiorentina,9.6,1,0,0,13,14,1,16,1,3,0,0,0,25,6,7,46.2
478,Levi Colwill,Chelsea,11.0,3,0,0,14,9,1,0,15,7,0,1,0,35,17,15,53.1
479,Kingsley Coman,Bayern Munich,5.5,0,0,0,4,3,2,13,5,5,0,0,0,21,4,4,50.0
480,Eray Comert,Valladolid,8.9,4,0,0,11,8,0,0,10,8,0,0,0,17,12,11,52.2
481,Santi Comesana,Villarreal,9.4,2,0,0,17,11,1,3,8,16,0,0,0,58,9,12,42.9
482,Pietro Comuzzo,Fiorentina,9.5,1,0,0,9,5,0,1,8,9,0,0,0,36,27,18,60.0
483,Francisco Conceicao,Juventus,4.2,3,1,1,6,10,2,24,3,3,0,0,0,9,0,1,0.0
484,Diego Conde,Villarreal,12.0,1,0,0,0,0,0,0,1,2,0,0,0,13,0,0,0.0
485,Tomas Conechny,Alavés,5.2,2,0,0,11,6,4,26,4,2,0,0,0,25,9,11,45.0
486,Sirlord Conteh,Heidenheim,2.4,0,0,0,0,4,0,9,0,3,0,0,0,7,4,1,80.0
487,Lewis Cook,Bournemouth,10.9,3,0,0,24,2,1,53,19,18,0,0,0,59,9,11,45.0
488,Copete,Mallorca,4.4,2,0,0,10,2,0,3,4,6,0,0,0,7,10,5,66.7
489,Diego Coppola,Hellas Verona,9.5,4,0,0,13,0,0,0,23,11,0,0,0,27,26,27,49.1
490,Derek Cornelius,Marseille,5.7,4,1,1,9,6,0,2,3,5,0,1,0,21,12,4,75.0
491,Maxwel Cornet,Southampton,0.8,1,0,0,0,1,1,3,0,5,0,0,0,2,3,0,100.0
492,Pierre Cornud,Saint-Étienne,2.3,2,0,0,3,1,0,6,3,3,0,1,0,13,0,1,0.0
494,Angel Correa,Atlético Madrid,3.6,1,0,0,6,4,1,10,2,0,0,0,0,18,1,4,20.0
495,Joaquin Correa,Inter,0.5,1,0,0,1,1,0,0,0,0,0,0,0,3,1,4,20.0
496,Thierry Correia,Valencia,8.5,1,0,0,15,14,0,18,4,18,0,0,0,38,4,8,33.3
497,Danny da Costa,Mainz 05,1.9,0,0,0,3,0,0,4,1,1,0,0,0,9,0,3,0.0
498,David Costa,Lens,2.4,0,0,0,1,4,0,7,1,0,1,0,0,7,0,2,0.0
499,Logan Costa,Villarreal,8.2,1,0,0,4,1,0,1,4,5,0,1,0,26,17,7,70.8
500,Logan Costa,Toulouse,1.0,0,0,0,0,0,0,1,2,1,0,0,0,4,4,2,66.7
501,Samu Costa,Mallorca,11.2,6,1,1,24,24,1,6,13,15,0,0,0,52,27,12,69.2
502,Vladimir Coufal,West Ham,2.5,1,0,0,7,3,0,6,2,0,0,0,0,6,3,4,42.9
503,Lassana Coulibaly,Lecce,6.9,0,0,0,6,7,0,1,4,5,0,1,0,32,6,10,37.5
504,Lasso Coulibaly,Auxerre,0.4,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,0.0
505,Soumaila Coulibaly,Brest,3.6,0,0,0,9,1,0,0,5,2,1,0,0,11,6,3,66.7
506,Tanguy Coulibaly,Montpellier,4.5,2,1,1,12,2,1,9,4,6,0,1,0,17,9,6,60.0
507,Woyo Coulibaly,Parma,9.3,1,1,0,9,8,1,4,8,9,0,0,1,48,7,7,50.0
508,Thibaut Courtois,Real Madrid,9.0,0,0,0,0,0,0,0,1,0,0,0,1,20,6,0,100.0
509,Yan Couto,Dortmund,3.0,2,0,0,3,4,0,15,3,3,0,0,0,22,0,1,0.0
510,Nicolas Cozza,Nantes,6.3,1,0,0,6,5,1,4,6,15,1,0,0,23,4,4,50.0
511,Aaron Cresswell,West Ham,0.3,1,0,0,1,0,0,3,0,0,0,0,0,3,1,0,100.0
