Player,Unnamed: 0,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Starts,Playing Time - Min,Playing Time - 90s,Performance - Gls,Performance - Ast,Performance - G-PK,Performance - PK,Performance - PKatt,Performance - CrdY,Performance - CrdR,Per 90 Minutes - Gls,Per 90 Minutes - Ast,Per 90 Minutes - G+A,Per 90 Minutes - G-PK,Per 90 Minutes - G+A-PK,Expected - xG,Expected - npxG,Expected - xAG,Expected - npxG+xAG,Per 90 Minutes - xG,Per 90 Minutes - xAG,Per 90 Minutes - xG+xAG,Per 90 Minutes - npxG,Per 90 Minutes - npxG+xAG,Unnamed: 0,Nation,Pos,Squad,Comp,Age,Born,90s,Standard - Gls,Standard - Sh,Standard - SoT,Standard - SoT%,Standard - Sh/90,Standard - SoT/90,Standard - G/Sh,Standard - G/SoT,Standard - Dist,Standard - FK,Standard - PK,Standard - PKatt,Expected - xG,Expected - npxG,Expected - npxG/Sh,Expected - G-xG,Expected - np:G-xG,Unnamed: 0,Nation,Pos,Squad,Comp,Age,Born,90s,Total - Cmp,Total - Att,Total - Cmp%,Total - TotDist,Total - PrgDist,Short - Cmp,Short - Att,Short - Cmp%,Medium - Cmp,Medium - Att,Medium - Cmp%,Long - Cmp,Long - Att,Long - Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,Prog,Unnamed: 0,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Pass Types - Live,Pass Types - Dead,Pass Types - FK,Pass Types - TB,Pass Types - Sw,Pass Types - Crs,Pass Types - TI,Pass Types - CK,Corner Kicks - In,Corner Kicks - Out,Corner Kicks - Str,Outcomes - Cmp,Outcomes - Off,Outcomes - Blocks,Unnamed: 0,Nation,Pos,Squad,Comp,Age,Born,90s,SCA - SCA,SCA - SCA90,SCA Types - PassLive,SCA Types - PassDead,SCA Types - Drib,SCA Types - Sh,SCA Types - Fld,SCA Types - Def,GCA - GCA,GCA - GCA90,GCA Types - PassLive,GCA Types - PassDead,GCA Types - Drib,GCA Types - Sh,GCA Types - Fld,GCA Types - Def,Unnamed: 0,Nation,Pos,Squad,Comp,Age,Born,90s,Tackles - Tkl,Tackles - TklW,Tackles - Def 3rd,Tackles - Mid 3rd,Tackles - Att 3rd,Vs Dribbles - Tkl,Vs Dribbles - Att,Vs Dribbles - Tkl%,Vs Dribbles - Past,Blocks - Blocks,Blocks - Sh,Blocks - Pass,Int,Tkl+Int,Clr,Err
Jon Magunacelaya,1392,ESP,"MF,FW",Real Sociedad,La Liga,22.0,2000.0,2.0,0.0,65.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.03,0.56,0.59,0.03,0.59,1392,ESP,"MF,FW",Real Sociedad,La Liga,22.0,2000.0,0.7,0.0,1.0,1.0,100.0,1.38,1.38,0.0,0.0,10.8,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,1392,ESP,"MF,FW",Real Sociedad,La Liga,22.0,2000.0,0.7,8.0,16.0,50.0,150.0,56.0,4.0,10.0,40.0,3.0,4.0,75.0,1.0,1.0,100.0,0.0,0.4,0.5,-0.4,2.0,0.0,0.0,0.0,0.0,1392,ESP,"MF,FW",Real Sociedad,La Liga,22.0,2000.0,0.7,16.0,15.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,1392,ESP,"MF,FW",Real Sociedad,La Liga,22.0,2000.0,0.7,4.0,5.54,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1392,ESP,"MF,FW",Real Sociedad,La Liga,22.0,2000.0,0.7,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Riyad Mahrez,1393,DZA,"FW,MF",Manchester City,Premier League,31.0,1991.0,9.0,4.0,372.0,4.1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.24,0.0,0.24,0.24,0.24,1.2,1.2,0.5,1.6,0.28,0.11,0.39,0.28,0.39,1393,DZA,"FW,MF",Manchester City,Premier League,31.0,1991.0,4.1,1.0,12.0,4.0,33.3,2.9,0.97,0.08,0.25,16.7,0.0,0.0,0.0,1.2,1.2,0.1,-0.2,-0.2,1393,DZA,"FW,MF",Manchester City,Premier League,31.0,1991.0,4.1,218.0,254.0,85.8,3895.0,717.0,114.0,123.0,92.7,74.0,83.0,89.2,30.0,42.0,71.4,0.0,0.5,0.7,-0.5,7.0,12.0,9.0,2.0,16.0,1393,DZA,"FW,MF",Manchester City,Premier League,31.0,1991.0,4.1,254.0,231.0,23.0,6.0,2.0,5.0,19.0,6.0,11.0,6.0,2.0,0.0,218.0,0.0,5.0,1393,DZA,"FW,MF",Manchester City,Premier League,31.0,1991.0,4.1,20.0,4.84,14.0,3.0,1.0,2.0,0.0,0.0,3.0,0.73,2.0,0.0,0.0,1.0,0.0,0.0,1393,DZA,"FW,MF",Manchester City,Premier League,31.0,1991.0,4.1,5.0,3.0,0.0,2.0,3.0,3.0,7.0,42.9,4.0,3.0,0.0,3.0,2.0,7.0,1.0,0.0
Arne Maier,1394,DEU,MF,Augsburg,Bundesliga,23.0,1999.0,10.0,6.0,468.0,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.6,0.07,0.05,0.11,0.07,0.11,1394,DEU,MF,Augsburg,Bundesliga,23.0,1999.0,5.2,0.0,9.0,2.0,22.2,1.73,0.38,0.0,0.0,27.1,3.0,0.0,0.0,0.4,0.4,0.04,-0.4,-0.4,1394,DEU,MF,Augsburg,Bundesliga,23.0,1999.0,5.2,131.0,180.0,72.8,2152.0,587.0,67.0,82.0,81.7,45.0,58.0,77.6,13.0,21.0,61.9,0.0,0.2,0.5,-0.2,5.0,9.0,1.0,0.0,8.0,1394,DEU,MF,Augsburg,Bundesliga,23.0,1999.0,5.2,180.0,155.0,24.0,11.0,3.0,1.0,15.0,0.0,10.0,3.0,6.0,0.0,131.0,1.0,5.0,1394,DEU,MF,Augsburg,Bundesliga,23.0,1999.0,5.2,9.0,1.73,5.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1394,DEU,MF,Augsburg,Bundesliga,23.0,1999.0,5.2,6.0,2.0,3.0,2.0,1.0,2.0,4.0,50.0,2.0,5.0,0.0,5.0,2.0,8.0,2.0,0.0
Mike Maignan,1395,FRA,GK,Milan,Serie A,27.0,1995.0,7.0,7.0,630.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1395,FRA,GK,Milan,Serie A,27.0,1995.0,7.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1395,FRA,GK,Milan,Serie A,27.0,1995.0,7.0,186.0,241.0,77.2,5066.0,3245.0,32.0,32.0,100.0,91.0,92.0,98.9,62.0,113.0,54.9,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1395,FRA,GK,Milan,Serie A,27.0,1995.0,7.0,241.0,213.0,25.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.0,3.0,0.0,1395,FRA,GK,Milan,Serie A,27.0,1995.0,7.0,1.0,0.14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1395,FRA,GK,Milan,Serie A,27.0,1995.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0
Linton Maina,1396,DEU,"FW,MF",Köln,Bundesliga,23.0,1999.0,13.0,8.0,718.0,8.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.13,0.38,0.5,0.13,0.5,2.2,2.2,1.5,3.7,0.28,0.19,0.47,0.28,0.47,1396,DEU,"FW,MF",Köln,Bundesliga,23.0,1999.0,8.0,1.0,17.0,7.0,41.2,2.13,0.88,0.06,0.14,15.5,0.0,0.0,0.0,2.2,2.2,0.13,-1.2,-1.2,1396,DEU,"FW,MF",Köln,Bundesliga,23.0,1999.0,8.0,127.0,185.0,68.6,1997.0,503.0,68.0,83.0,81.9,47.0,61.0,77.0,8.0,16.0,50.0,3.0,1.5,1.5,1.5,14.0,12.0,11.0,6.0,16.0,1396,DEU,"FW,MF",Köln,Bundesliga,23.0,1999.0,8.0,185.0,177.0,8.0,0.0,0.0,0.0,22.0,1.0,6.0,2.0,3.0,0.0,127.0,0.0,17.0,1396,DEU,"FW,MF",Köln,Bundesliga,23.0,1999.0,8.0,25.0,3.13,20.0,2.0,2.0,1.0,0.0,0.0,4.0,0.5,3.0,0.0,1.0,0.0,0.0,0.0,1396,DEU,"FW,MF",Köln,Bundesliga,23.0,1999.0,8.0,8.0,4.0,1.0,7.0,0.0,4.0,6.0,66.7,2.0,5.0,0.0,5.0,1.0,9.0,3.0,0.0
Ainsley Maitland-Niles,1397,GBR,"MF,DF",Southampton,Premier League,25.0,1997.0,6.0,4.0,380.0,4.2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.03,0.03,0.0,0.03,1397,GBR,"MF,DF",Southampton,Premier League,25.0,1997.0,4.2,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1397,GBR,"MF,DF",Southampton,Premier League,25.0,1997.0,4.2,156.0,181.0,86.2,2538.0,793.0,80.0,90.0,88.9,58.0,65.0,89.2,15.0,21.0,71.4,0.0,0.1,0.1,-0.1,3.0,18.0,2.0,1.0,14.0,1397,GBR,"MF,DF",Southampton,Premier League,25.0,1997.0,4.2,181.0,174.0,7.0,2.0,1.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,156.0,0.0,1.0,1397,GBR,"MF,DF",Southampton,Premier League,25.0,1997.0,4.2,8.0,1.89,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1397,GBR,"MF,DF",Southampton,Premier League,25.0,1997.0,4.2,10.0,4.0,3.0,6.0,1.0,3.0,6.0,50.0,3.0,9.0,1.0,8.0,3.0,13.0,7.0,0.0
Lovro Majer,1398,HRV,"MF,FW",Rennes,Ligue 1,24.0,1998.0,12.0,5.0,493.0,5.5,1.0,2.0,0.0,1.0,1.0,2.0,0.0,0.18,0.37,0.55,0.0,0.37,1.4,0.7,1.3,2.0,0.26,0.24,0.51,0.12,0.36,1398,HRV,"MF,FW",Rennes,Ligue 1,24.0,1998.0,5.5,1.0,10.0,0.0,0.0,1.83,0.0,0.0,,23.2,2.0,1.0,1.0,1.4,0.7,0.07,-0.4,-0.7,1398,HRV,"MF,FW",Rennes,Ligue 1,24.0,1998.0,5.5,228.0,284.0,80.3,3893.0,1054.0,104.0,126.0,82.5,86.0,98.0,87.8,28.0,39.0,71.8,2.0,1.3,1.8,0.7,10.0,23.0,13.0,2.0,24.0,1398,HRV,"MF,FW",Rennes,Ligue 1,24.0,1998.0,5.5,284.0,265.0,17.0,6.0,0.0,0.0,19.0,1.0,10.0,4.0,3.0,0.0,228.0,2.0,15.0,1398,HRV,"MF,FW",Rennes,Ligue 1,24.0,1998.0,5.5,23.0,4.2,11.0,3.0,1.0,3.0,4.0,1.0,3.0,0.55,1.0,2.0,0.0,0.0,0.0,0.0,1398,HRV,"MF,FW",Rennes,Ligue 1,24.0,1998.0,5.5,9.0,3.0,4.0,2.0,3.0,1.0,6.0,16.7,5.0,1.0,0.0,1.0,7.0,16.0,2.0,1.0
Jean-Victor Makengo,1399,FRA,MF,Udinese,Serie A,24.0,1998.0,12.0,9.0,638.0,7.1,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.14,0.14,0.0,0.14,0.3,0.3,0.5,0.8,0.05,0.07,0.11,0.05,0.11,1399,FRA,MF,Udinese,Serie A,24.0,1998.0,7.1,0.0,6.0,0.0,0.0,0.85,0.0,0.0,,21.4,0.0,0.0,0.0,0.3,0.3,0.05,-0.3,-0.3,1399,FRA,MF,Udinese,Serie A,24.0,1998.0,7.1,215.0,254.0,84.6,2930.0,714.0,145.0,156.0,92.9,59.0,70.0,84.3,5.0,9.0,55.6,1.0,0.5,0.3,0.5,5.0,14.0,6.0,1.0,18.0,1399,FRA,MF,Udinese,Serie A,24.0,1998.0,7.1,254.0,253.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,215.0,0.0,7.0,1399,FRA,MF,Udinese,Serie A,24.0,1998.0,7.1,12.0,1.69,9.0,0.0,1.0,0.0,1.0,1.0,1.0,0.14,1.0,0.0,0.0,0.0,0.0,0.0,1399,FRA,MF,Udinese,Serie A,24.0,1998.0,7.1,12.0,9.0,4.0,6.0,2.0,4.0,7.0,57.1,3.0,6.0,2.0,4.0,8.0,20.0,2.0,0.0
Béni Makouana,1400,COG,"FW,MF",Montpellier,Ligue 1,20.0,2002.0,5.0,0.0,105.0,1.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.5,0.37,0.02,0.39,0.37,0.39,1400,COG,"FW,MF",Montpellier,Ligue 1,20.0,2002.0,1.2,0.0,4.0,0.0,0.0,3.43,0.0,0.0,,16.3,0.0,0.0,0.0,0.4,0.4,0.11,-0.4,-0.4,1400,COG,"FW,MF",Montpellier,Ligue 1,20.0,2002.0,1.2,9.0,24.0,37.5,84.0,39.0,7.0,14.0,50.0,0.0,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1400,COG,"FW,MF",Montpellier,Ligue 1,20.0,2002.0,1.2,24.0,24.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0,1400,COG,"FW,MF",Montpellier,Ligue 1,20.0,2002.0,1.2,1.0,0.84,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1400,COG,"FW,MF",Montpellier,Ligue 1,20.0,2002.0,1.2,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0
Nemanja Maksimović,1401,SRB,MF,Getafe,La Liga,27.0,1995.0,12.0,10.0,711.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.4,0.03,0.02,0.05,0.03,0.05,1401,SRB,MF,Getafe,La Liga,27.0,1995.0,7.9,0.0,4.0,1.0,25.0,0.51,0.13,0.0,0.0,18.8,0.0,0.0,0.0,0.2,0.2,0.06,-0.2,-0.2,1401,SRB,MF,Getafe,La Liga,27.0,1995.0,7.9,158.0,194.0,81.4,2428.0,384.0,75.0,92.0,81.5,66.0,76.0,86.8,7.0,14.0,50.0,0.0,0.1,0.2,-0.1,3.0,7.0,1.0,1.0,10.0,1401,SRB,MF,Getafe,La Liga,27.0,1995.0,7.9,194.0,186.0,8.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,158.0,0.0,1.0,1401,SRB,MF,Getafe,La Liga,27.0,1995.0,7.9,5.0,0.63,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1401,SRB,MF,Getafe,La Liga,27.0,1995.0,7.9,13.0,4.0,5.0,6.0,2.0,5.0,9.0,55.6,4.0,17.0,9.0,8.0,10.0,23.0,8.0,0.0
Tyrell Malacia,1402,NLD,DF,Manchester Utd,Premier League,23.0,1999.0,8.0,5.0,477.0,5.3,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,1402,NLD,DF,Manchester Utd,Premier League,23.0,1999.0,5.3,0.0,1.0,0.0,0.0,0.19,0.0,0.0,,25.7,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,1402,NLD,DF,Manchester Utd,Premier League,23.0,1999.0,5.3,188.0,225.0,83.6,2540.0,787.0,130.0,138.0,94.2,46.0,53.0,86.8,7.0,19.0,36.8,0.0,0.0,0.2,0.0,0.0,10.0,0.0,0.0,5.0,1402,NLD,DF,Manchester Utd,Premier League,23.0,1999.0,5.3,225.0,179.0,45.0,2.0,0.0,0.0,5.0,41.0,2.0,2.0,0.0,0.0,188.0,1.0,6.0,1402,NLD,DF,Manchester Utd,Premier League,23.0,1999.0,5.3,2.0,0.38,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1402,NLD,DF,Manchester Utd,Premier League,23.0,1999.0,5.3,14.0,10.0,12.0,1.0,1.0,3.0,10.0,30.0,7.0,6.0,2.0,4.0,8.0,22.0,14.0,0.0
Daniel Maldini,1404,ITA,"FW,MF",Spezia,Serie A,21.0,2001.0,5.0,1.0,165.0,1.8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.55,0.0,0.55,0.55,0.55,0.5,0.5,0.0,0.5,0.3,0.0,0.3,0.3,0.3,1404,ITA,"FW,MF",Spezia,Serie A,21.0,2001.0,1.8,1.0,4.0,3.0,75.0,2.18,1.64,0.25,0.33,16.3,0.0,0.0,0.0,0.5,0.5,0.14,0.5,0.5,1404,ITA,"FW,MF",Spezia,Serie A,21.0,2001.0,1.8,43.0,57.0,75.4,669.0,140.0,22.0,29.0,75.9,14.0,17.0,82.4,4.0,7.0,57.1,0.0,0.0,0.1,0.0,0.0,4.0,2.0,1.0,2.0,1404,ITA,"FW,MF",Spezia,Serie A,21.0,2001.0,1.8,57.0,51.0,6.0,1.0,0.0,0.0,5.0,0.0,3.0,3.0,0.0,0.0,43.0,0.0,1.0,1404,ITA,"FW,MF",Spezia,Serie A,21.0,2001.0,1.8,7.0,3.84,4.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1404,ITA,"FW,MF",Spezia,Serie A,21.0,2001.0,1.8,4.0,1.0,0.0,1.0,3.0,3.0,5.0,60.0,2.0,3.0,0.0,3.0,1.0,5.0,3.0,0.0
Youssef Maleh,1405,ITA,MF,Fiorentina,Serie A,24.0,1998.0,7.0,4.0,297.0,3.3,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6,1.2,0.17,0.2,0.36,0.17,0.36,1405,ITA,MF,Fiorentina,Serie A,24.0,1998.0,3.3,0.0,7.0,0.0,0.0,2.12,0.0,0.0,,15.9,0.0,0.0,0.0,0.6,0.6,0.08,-0.6,-0.6,1405,ITA,MF,Fiorentina,Serie A,24.0,1998.0,3.3,95.0,116.0,81.9,1462.0,376.0,55.0,63.0,87.3,31.0,35.0,88.6,7.0,12.0,58.3,0.0,0.6,0.4,-0.6,6.0,8.0,5.0,2.0,6.0,1405,ITA,MF,Fiorentina,Serie A,24.0,1998.0,3.3,116.0,111.0,4.0,3.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,95.0,1.0,2.0,1405,ITA,MF,Fiorentina,Serie A,24.0,1998.0,3.3,7.0,2.12,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1405,ITA,MF,Fiorentina,Serie A,24.0,1998.0,3.3,3.0,1.0,0.0,3.0,0.0,0.0,4.0,0.0,4.0,5.0,0.0,5.0,1.0,4.0,3.0,0.0
Donyell Malen,1406,NLD,FW,Dortmund,Bundesliga,23.0,1999.0,9.0,8.0,601.0,6.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.15,1.5,1.5,1.6,3.1,0.22,0.25,0.47,0.22,0.47,1406,NLD,FW,Dortmund,Bundesliga,23.0,1999.0,6.7,0.0,17.0,7.0,41.2,2.55,1.05,0.0,0.0,17.4,1.0,0.0,0.0,1.5,1.5,0.09,-1.5,-1.5,1406,NLD,FW,Dortmund,Bundesliga,23.0,1999.0,6.7,151.0,209.0,72.2,2344.0,654.0,77.0,91.0,84.6,49.0,65.0,75.4,15.0,33.0,45.5,1.0,1.6,2.0,-0.6,13.0,13.0,9.0,4.0,9.0,1406,NLD,FW,Dortmund,Bundesliga,23.0,1999.0,6.7,209.0,186.0,22.0,1.0,0.0,2.0,33.0,1.0,20.0,14.0,5.0,0.0,151.0,1.0,7.0,1406,NLD,FW,Dortmund,Bundesliga,23.0,1999.0,6.7,28.0,4.2,14.0,6.0,4.0,1.0,3.0,0.0,3.0,0.45,1.0,0.0,1.0,0.0,1.0,0.0,1406,NLD,FW,Dortmund,Bundesliga,23.0,1999.0,6.7,4.0,2.0,2.0,1.0,1.0,1.0,3.0,33.3,2.0,4.0,0.0,4.0,2.0,6.0,2.0,0.0
Ruslan Malinovskyi,1407,UKR,"MF,FW",Atalanta,Serie A,29.0,1993.0,13.0,5.0,498.0,5.5,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.18,0.36,0.54,0.18,0.54,0.5,0.5,2.0,2.5,0.09,0.37,0.46,0.09,0.46,1407,UKR,"MF,FW",Atalanta,Serie A,29.0,1993.0,5.5,1.0,15.0,4.0,26.7,2.71,0.72,0.07,0.25,25.8,0.0,0.0,0.0,0.5,0.5,0.03,0.5,0.5,1407,UKR,"MF,FW",Atalanta,Serie A,29.0,1993.0,5.5,231.0,307.0,75.2,4538.0,1594.0,99.0,116.0,85.3,90.0,112.0,80.4,37.0,57.0,64.9,2.0,2.0,1.3,0.0,13.0,35.0,15.0,0.0,40.0,1407,UKR,"MF,FW",Atalanta,Serie A,29.0,1993.0,5.5,307.0,279.0,23.0,8.0,2.0,11.0,22.0,2.0,13.0,6.0,6.0,0.0,231.0,5.0,6.0,1407,UKR,"MF,FW",Atalanta,Serie A,29.0,1993.0,5.5,23.0,4.17,14.0,7.0,1.0,0.0,1.0,0.0,2.0,0.36,2.0,0.0,0.0,0.0,0.0,0.0,1407,UKR,"MF,FW",Atalanta,Serie A,29.0,1993.0,5.5,13.0,8.0,4.0,6.0,3.0,6.0,17.0,35.3,11.0,6.0,1.0,5.0,5.0,18.0,1.0,0.0
Hugo Mallo,1408,ESP,DF,Celta Vigo,La Liga,31.0,1991.0,11.0,11.0,873.0,9.7,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.5,1.1,0.06,0.05,0.11,0.06,0.11,1408,ESP,DF,Celta Vigo,La Liga,31.0,1991.0,9.7,0.0,8.0,2.0,25.0,0.82,0.21,0.0,0.0,13.0,0.0,0.0,0.0,0.6,0.6,0.07,-0.6,-0.6,1408,ESP,DF,Celta Vigo,La Liga,31.0,1991.0,9.7,451.0,590.0,76.4,7290.0,3104.0,214.0,236.0,90.7,190.0,242.0,78.5,30.0,62.0,48.4,0.0,0.5,0.5,-0.5,4.0,29.0,10.0,5.0,29.0,1408,ESP,DF,Celta Vigo,La Liga,31.0,1991.0,9.7,590.0,487.0,100.0,12.0,0.0,2.0,36.0,88.0,0.0,0.0,0.0,0.0,451.0,3.0,16.0,1408,ESP,DF,Celta Vigo,La Liga,31.0,1991.0,9.7,20.0,2.06,14.0,3.0,1.0,2.0,0.0,0.0,2.0,0.21,2.0,0.0,0.0,0.0,0.0,0.0,1408,ESP,DF,Celta Vigo,La Liga,31.0,1991.0,9.7,19.0,8.0,12.0,5.0,2.0,13.0,19.0,68.4,6.0,10.0,1.0,9.0,6.0,25.0,24.0,0.0
Mickael Malsa,1409,MTQ,MF,Valladolid,La Liga,27.0,1995.0,4.0,0.0,39.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1409,MTQ,MF,Valladolid,La Liga,27.0,1995.0,0.4,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1409,MTQ,MF,Valladolid,La Liga,27.0,1995.0,0.4,4.0,8.0,50.0,38.0,15.0,2.0,4.0,50.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1409,MTQ,MF,Valladolid,La Liga,27.0,1995.0,0.4,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1409,MTQ,MF,Valladolid,La Liga,27.0,1995.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1409,MTQ,MF,Valladolid,La Liga,27.0,1995.0,0.4,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0
Giorgi Mamardashvili,1410,GEO,GK,Valencia,La Liga,22.0,2000.0,13.0,13.0,1170.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1410,GEO,GK,Valencia,La Liga,22.0,2000.0,13.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1410,GEO,GK,Valencia,La Liga,22.0,2000.0,13.0,308.0,393.0,78.4,7557.0,5228.0,79.0,79.0,100.0,152.0,153.0,99.3,75.0,156.0,48.1,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1410,GEO,GK,Valencia,La Liga,22.0,2000.0,13.0,393.0,295.0,96.0,38.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,308.0,2.0,1.0,1410,GEO,GK,Valencia,La Liga,22.0,2000.0,13.0,1.0,0.08,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1410,GEO,GK,Valencia,La Liga,22.0,2000.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0
Hianga Mananga Mbock,1411,FRA,MF,Brest,Ligue 1,22.0,1999.0,2.0,0.0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1411,FRA,MF,Brest,Ligue 1,22.0,1999.0,0.2,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1411,FRA,MF,Brest,Ligue 1,22.0,1999.0,0.2,8.0,10.0,80.0,146.0,13.0,3.0,3.0,100.0,4.0,6.0,66.7,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1411,FRA,MF,Brest,Ligue 1,22.0,1999.0,0.2,10.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1411,FRA,MF,Brest,Ligue 1,22.0,1999.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1411,FRA,MF,Brest,Ligue 1,22.0,1999.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
