Player,Unnamed: 0,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Starts,Playing Time - Min,Playing Time - 90s,Performance - Gls,Performance - Ast,Performance - G-PK,Performance - PK,Performance - PKatt,Performance - CrdY,Performance - CrdR,Per 90 Minutes - Gls,Per 90 Minutes - Ast,Per 90 Minutes - G+A,Per 90 Minutes - G-PK,Per 90 Minutes - G+A-PK,Expected - xG,Expected - npxG,Expected - xAG,Expected - npxG+xAG,Per 90 Minutes - xG,Per 90 Minutes - xAG,Per 90 Minutes - xG+xAG,Per 90 Minutes - npxG,Per 90 Minutes - npxG+xAG,Unnamed: 0,Nation,Pos,Squad,Comp,Age,Born,90s,Standard - Gls,Standard - Sh,Standard - SoT,Standard - SoT%,Standard - Sh/90,Standard - SoT/90,Standard - G/Sh,Standard - G/SoT,Standard - Dist,Standard - FK,Standard - PK,Standard - PKatt,Expected - xG,Expected - npxG,Expected - npxG/Sh,Expected - G-xG,Expected - np:G-xG,Unnamed: 0,Nation,Pos,Squad,Comp,Age,Born,90s,Total - Cmp,Total - Att,Total - Cmp%,Total - TotDist,Total - PrgDist,Short - Cmp,Short - Att,Short - Cmp%,Medium - Cmp,Medium - Att,Medium - Cmp%,Long - Cmp,Long - Att,Long - Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,Prog,Unnamed: 0,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Pass Types - Live,Pass Types - Dead,Pass Types - FK,Pass Types - TB,Pass Types - Sw,Pass Types - Crs,Pass Types - TI,Pass Types - CK,Corner Kicks - In,Corner Kicks - Out,Corner Kicks - Str,Outcomes - Cmp,Outcomes - Off,Outcomes - Blocks,Unnamed: 0,Nation,Pos,Squad,Comp,Age,Born,90s,SCA - SCA,SCA - SCA90,SCA Types - PassLive,SCA Types - PassDead,SCA Types - Drib,SCA Types - Sh,SCA Types - Fld,SCA Types - Def,GCA - GCA,GCA - GCA90,GCA Types - PassLive,GCA Types - PassDead,GCA Types - Drib,GCA Types - Sh,GCA Types - Fld,GCA Types - Def,Unnamed: 0,Nation,Pos,Squad,Comp,Age,Born,90s,Tackles - Tkl,Tackles - TklW,Tackles - Def 3rd,Tackles - Mid 3rd,Tackles - Att 3rd,Vs Dribbles - Tkl,Vs Dribbles - Att,Vs Dribbles - Tkl%,Vs Dribbles - Past,Blocks - Blocks,Blocks - Sh,Blocks - Pass,Int,Tkl+Int,Clr,Err
Mathias Autret,138,FRA,"MF,FW",Auxerre,Ligue 1,31.0,1991.0,12.0,10.0,792.0,8.8,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.23,0.23,0.45,0.11,0.34,2.0,1.2,1.0,2.2,0.23,0.12,0.34,0.14,0.25,138,FRA,"MF,FW",Auxerre,Ligue 1,31.0,1991.0,8.8,2.0,16.0,10.0,62.5,1.82,1.14,0.06,0.1,26.8,1.0,1.0,1.0,2.0,1.2,0.08,0.0,-0.2,138,FRA,"MF,FW",Auxerre,Ligue 1,31.0,1991.0,8.8,275.0,355.0,77.5,6059.0,1625.0,90.0,109.0,82.6,113.0,132.0,85.6,64.0,94.0,68.1,2.0,1.0,1.1,1.0,13.0,41.0,5.0,1.0,26.0,138,FRA,"MF,FW",Auxerre,Ligue 1,31.0,1991.0,8.8,355.0,320.0,32.0,11.0,2.0,15.0,31.0,9.0,10.0,6.0,2.0,0.0,275.0,3.0,8.0,138,FRA,"MF,FW",Auxerre,Ligue 1,31.0,1991.0,8.8,27.0,3.07,15.0,8.0,1.0,3.0,0.0,0.0,5.0,0.57,1.0,2.0,0.0,2.0,0.0,0.0,138,FRA,"MF,FW",Auxerre,Ligue 1,31.0,1991.0,8.8,13.0,7.0,5.0,7.0,1.0,3.0,7.0,42.9,4.0,8.0,2.0,6.0,5.0,18.0,8.0,0.0
Ezequiel Ávila,139,ARG,"FW,MF",Osasuna,La Liga,28.0,1994.0,13.0,11.0,838.0,9.3,6.0,1.0,4.0,2.0,3.0,3.0,1.0,0.64,0.11,0.75,0.43,0.54,4.5,2.1,1.1,3.2,0.48,0.12,0.6,0.23,0.34,139,ARG,"FW,MF",Osasuna,La Liga,28.0,1994.0,9.3,6.0,27.0,13.0,48.1,2.9,1.4,0.15,0.31,23.2,0.0,2.0,3.0,4.5,2.1,0.08,1.5,1.9,139,ARG,"FW,MF",Osasuna,La Liga,28.0,1994.0,9.3,144.0,260.0,55.4,2893.0,883.0,72.0,103.0,69.9,37.0,70.0,52.9,32.0,64.0,50.0,1.0,1.1,1.8,-0.1,13.0,15.0,18.0,11.0,15.0,139,ARG,"FW,MF",Osasuna,La Liga,28.0,1994.0,9.3,260.0,242.0,17.0,4.0,0.0,11.0,43.0,5.0,6.0,3.0,3.0,0.0,144.0,1.0,8.0,139,ARG,"FW,MF",Osasuna,La Liga,28.0,1994.0,9.3,25.0,2.69,19.0,1.0,1.0,2.0,2.0,0.0,1.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0,139,ARG,"FW,MF",Osasuna,La Liga,28.0,1994.0,9.3,4.0,3.0,2.0,2.0,0.0,3.0,10.0,30.0,7.0,4.0,0.0,4.0,4.0,8.0,6.0,0.0
Cédric Avinel,140,GLP,DF,Ajaccio,Ligue 1,36.0,1986.0,9.0,8.0,697.0,7.7,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.13,0.0,0.13,0.13,0.13,1.0,1.0,0.0,1.0,0.12,0.0,0.12,0.12,0.12,140,GLP,DF,Ajaccio,Ligue 1,36.0,1986.0,7.7,1.0,2.0,1.0,50.0,0.26,0.13,0.5,1.0,1.2,0.0,0.0,0.0,1.0,1.0,0.58,0.0,0.0,140,GLP,DF,Ajaccio,Ligue 1,36.0,1986.0,7.7,211.0,250.0,84.4,4049.0,1537.0,67.0,76.0,88.2,118.0,132.0,89.4,23.0,35.0,65.7,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,9.0,140,GLP,DF,Ajaccio,Ligue 1,36.0,1986.0,7.7,250.0,241.0,9.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,211.0,0.0,0.0,140,GLP,DF,Ajaccio,Ligue 1,36.0,1986.0,7.7,1.0,0.13,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.13,0.0,0.0,0.0,1.0,0.0,0.0,140,GLP,DF,Ajaccio,Ligue 1,36.0,1986.0,7.7,6.0,3.0,3.0,3.0,0.0,2.0,3.0,66.7,1.0,6.0,4.0,2.0,9.0,15.0,39.0,1.0
Taiwo Awoniyi,141,NGA,FW,Nott'ham Forest,Premier League,25.0,1997.0,13.0,6.0,512.0,5.7,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.53,0.0,0.53,0.53,0.53,3.6,3.6,0.7,4.3,0.63,0.12,0.75,0.63,0.75,141,NGA,FW,Nott'ham Forest,Premier League,25.0,1997.0,5.7,3.0,15.0,6.0,40.0,2.64,1.05,0.2,0.5,10.9,0.0,0.0,0.0,3.6,3.6,0.25,-0.6,-0.6,141,NGA,FW,Nott'ham Forest,Premier League,25.0,1997.0,5.7,73.0,94.0,77.7,842.0,121.0,51.0,59.0,86.4,15.0,21.0,71.4,1.0,2.0,50.0,0.0,0.7,0.2,-0.7,5.0,3.0,1.0,0.0,3.0,141,NGA,FW,Nott'ham Forest,Premier League,25.0,1997.0,5.7,94.0,91.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,73.0,0.0,2.0,141,NGA,FW,Nott'ham Forest,Premier League,25.0,1997.0,5.7,12.0,2.11,9.0,0.0,0.0,1.0,2.0,0.0,1.0,0.18,0.0,0.0,0.0,1.0,0.0,0.0,141,NGA,FW,Nott'ham Forest,Premier League,25.0,1997.0,5.7,5.0,4.0,0.0,4.0,1.0,2.0,3.0,66.7,1.0,5.0,1.0,4.0,1.0,6.0,7.0,0.0
Mehmet-Can Aydin,142,DEU,DF,Schalke 04,Bundesliga,20.0,2002.0,6.0,1.0,192.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.6,0.7,0.08,0.27,0.35,0.08,0.35,142,DEU,DF,Schalke 04,Bundesliga,20.0,2002.0,2.1,0.0,3.0,0.0,0.0,1.41,0.0,0.0,,19.0,0.0,0.0,0.0,0.2,0.2,0.06,-0.2,-0.2,142,DEU,DF,Schalke 04,Bundesliga,20.0,2002.0,2.1,57.0,88.0,64.8,1070.0,303.0,24.0,33.0,72.7,25.0,36.0,69.4,7.0,10.0,70.0,0.0,0.6,0.0,-0.6,1.0,4.0,0.0,0.0,3.0,142,DEU,DF,Schalke 04,Bundesliga,20.0,2002.0,2.1,88.0,68.0,19.0,0.0,0.0,0.0,8.0,19.0,0.0,0.0,0.0,0.0,57.0,1.0,4.0,142,DEU,DF,Schalke 04,Bundesliga,20.0,2002.0,2.1,3.0,1.41,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142,DEU,DF,Schalke 04,Bundesliga,20.0,2002.0,2.1,6.0,4.0,3.0,2.0,1.0,2.0,3.0,66.7,1.0,3.0,0.0,3.0,3.0,9.0,4.0,0.0
Jordan Ayew,143,GHA,"FW,MF",Crystal Palace,Premier League,31.0,1991.0,13.0,10.0,846.0,9.4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.11,0.11,0.0,0.11,0.7,0.7,1.2,1.8,0.07,0.12,0.19,0.07,0.19,143,GHA,"FW,MF",Crystal Palace,Premier League,31.0,1991.0,9.4,0.0,5.0,3.0,60.0,0.53,0.32,0.0,0.0,16.0,0.0,0.0,0.0,0.7,0.7,0.13,-0.7,-0.7,143,GHA,"FW,MF",Crystal Palace,Premier League,31.0,1991.0,9.4,217.0,272.0,79.8,2979.0,592.0,137.0,152.0,90.1,69.0,86.0,80.2,6.0,12.0,50.0,1.0,1.2,1.0,-0.2,14.0,8.0,4.0,2.0,13.0,143,GHA,"FW,MF",Crystal Palace,Premier League,31.0,1991.0,9.4,272.0,268.0,4.0,2.0,2.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,217.0,0.0,10.0,143,GHA,"FW,MF",Crystal Palace,Premier League,31.0,1991.0,9.4,27.0,2.87,19.0,0.0,4.0,1.0,3.0,0.0,2.0,0.21,1.0,0.0,0.0,0.0,1.0,0.0,143,GHA,"FW,MF",Crystal Palace,Premier League,31.0,1991.0,9.4,28.0,16.0,12.0,10.0,6.0,6.0,16.0,37.5,10.0,13.0,1.0,12.0,3.0,31.0,12.0,0.0
Kaan Ayhan,144,TUR,DF,Sassuolo,Serie A,28.0,1994.0,9.0,4.0,455.0,5.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144,TUR,DF,Sassuolo,Serie A,28.0,1994.0,5.1,0.0,1.0,1.0,100.0,0.2,0.2,0.0,0.0,37.5,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,144,TUR,DF,Sassuolo,Serie A,28.0,1994.0,5.1,228.0,264.0,86.4,4789.0,1353.0,68.0,70.0,97.1,118.0,131.0,90.1,41.0,58.0,70.7,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,7.0,144,TUR,DF,Sassuolo,Serie A,28.0,1994.0,5.1,264.0,246.0,17.0,13.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,228.0,1.0,2.0,144,TUR,DF,Sassuolo,Serie A,28.0,1994.0,5.1,4.0,0.79,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144,TUR,DF,Sassuolo,Serie A,28.0,1994.0,5.1,9.0,4.0,5.0,4.0,0.0,7.0,7.0,100.0,0.0,3.0,2.0,1.0,5.0,14.0,25.0,1.0
Luke Ayling,145,GBR,DF,Leeds United,Premier League,31.0,1991.0,6.0,1.0,147.0,1.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.61,0.0,0.61,0.2,0.2,0.1,0.3,0.1,0.07,0.17,0.1,0.17,145,GBR,DF,Leeds United,Premier League,31.0,1991.0,1.6,0.0,3.0,0.0,0.0,1.84,0.0,0.0,,16.9,0.0,0.0,0.0,0.2,0.2,0.05,-0.2,-0.2,145,GBR,DF,Leeds United,Premier League,31.0,1991.0,1.6,63.0,84.0,75.0,1187.0,523.0,29.0,32.0,90.6,26.0,31.0,83.9,8.0,15.0,53.3,1.0,0.1,0.2,0.9,1.0,6.0,6.0,3.0,8.0,145,GBR,DF,Leeds United,Premier League,31.0,1991.0,1.6,84.0,66.0,17.0,2.0,0.0,2.0,5.0,15.0,0.0,0.0,0.0,0.0,63.0,1.0,4.0,145,GBR,DF,Leeds United,Premier League,31.0,1991.0,1.6,4.0,2.45,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.61,1.0,0.0,0.0,0.0,0.0,0.0,145,GBR,DF,Leeds United,Premier League,31.0,1991.0,1.6,6.0,2.0,6.0,0.0,0.0,1.0,5.0,20.0,4.0,4.0,3.0,1.0,2.0,8.0,2.0,0.0
Sardar Azmoun,146,IRN,"MF,FW",Leverkusen,Bundesliga,27.0,1995.0,8.0,2.0,281.0,3.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.1,2.1,0.34,0.34,0.67,0.34,0.67,146,IRN,"MF,FW",Leverkusen,Bundesliga,27.0,1995.0,3.1,0.0,11.0,4.0,36.4,3.52,1.28,0.0,0.0,11.4,0.0,0.0,0.0,1.0,1.0,0.1,-1.0,-1.0,146,IRN,"MF,FW",Leverkusen,Bundesliga,27.0,1995.0,3.1,44.0,74.0,59.5,637.0,253.0,24.0,36.0,66.7,12.0,20.0,60.0,3.0,7.0,42.9,0.0,1.1,0.5,-1.1,6.0,8.0,1.0,0.0,10.0,146,IRN,"MF,FW",Leverkusen,Bundesliga,27.0,1995.0,3.1,74.0,70.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,146,IRN,"MF,FW",Leverkusen,Bundesliga,27.0,1995.0,3.1,11.0,3.52,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146,IRN,"MF,FW",Leverkusen,Bundesliga,27.0,1995.0,3.1,4.0,2.0,1.0,2.0,1.0,1.0,3.0,33.3,2.0,2.0,0.0,2.0,1.0,5.0,2.0,0.0
César Azpilicueta,147,ESP,DF,Chelsea,Premier League,33.0,1989.0,10.0,6.0,627.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.7,0.9,0.02,0.11,0.12,0.02,0.12,147,ESP,DF,Chelsea,Premier League,33.0,1989.0,7.0,0.0,3.0,1.0,33.3,0.43,0.14,0.0,0.0,21.9,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1,147,ESP,DF,Chelsea,Premier League,33.0,1989.0,7.0,395.0,492.0,80.3,5657.0,1998.0,236.0,256.0,92.2,145.0,180.0,80.6,7.0,39.0,17.9,0.0,0.7,0.7,-0.7,8.0,15.0,11.0,2.0,27.0,147,ESP,DF,Chelsea,Premier League,33.0,1989.0,7.0,492.0,414.0,77.0,17.0,0.0,0.0,11.0,60.0,0.0,0.0,0.0,0.0,395.0,1.0,6.0,147,ESP,DF,Chelsea,Premier League,33.0,1989.0,7.0,15.0,2.15,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14,1.0,0.0,0.0,0.0,0.0,0.0,147,ESP,DF,Chelsea,Premier League,33.0,1989.0,7.0,15.0,10.0,9.0,3.0,3.0,10.0,12.0,83.3,2.0,14.0,1.0,13.0,11.0,26.0,25.0,0.0
Sanoussy Ba,148,DEU,DF,RB Leipzig,Bundesliga,18.0,2004.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148,DEU,DF,RB Leipzig,Bundesliga,18.0,2004.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,148,DEU,DF,RB Leipzig,Bundesliga,18.0,2004.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148,DEU,DF,RB Leipzig,Bundesliga,18.0,2004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148,DEU,DF,RB Leipzig,Bundesliga,18.0,2004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148,DEU,DF,RB Leipzig,Bundesliga,18.0,2004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iddrisu Baba,149,GHA,MF,Mallorca,La Liga,26.0,1996.0,11.0,6.0,547.0,6.1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.03,0.03,0.0,0.03,149,GHA,MF,Mallorca,La Liga,26.0,1996.0,6.1,0.0,1.0,0.0,0.0,0.16,0.0,0.0,,30.3,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,149,GHA,MF,Mallorca,La Liga,26.0,1996.0,6.1,167.0,197.0,84.8,2978.0,796.0,75.0,80.0,93.8,68.0,77.0,88.3,21.0,32.0,65.6,0.0,0.2,0.2,-0.2,2.0,20.0,1.0,0.0,11.0,149,GHA,MF,Mallorca,La Liga,26.0,1996.0,6.1,197.0,193.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,1.0,3.0,149,GHA,MF,Mallorca,La Liga,26.0,1996.0,6.1,5.0,0.82,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149,GHA,MF,Mallorca,La Liga,26.0,1996.0,6.1,15.0,6.0,6.0,9.0,0.0,6.0,11.0,54.5,5.0,4.0,0.0,4.0,4.0,19.0,10.0,0.0
Srđan Babić,150,SRB,DF,Almería,La Liga,26.0,1996.0,13.0,12.0,1125.0,12.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.08,0.0,0.08,0.08,0.08,0.4,0.4,0.2,0.6,0.03,0.02,0.05,0.03,0.05,150,SRB,DF,Almería,La Liga,26.0,1996.0,12.5,1.0,2.0,2.0,100.0,0.16,0.16,0.5,0.5,6.5,0.0,0.0,0.0,0.4,0.4,0.19,0.6,0.6,150,SRB,DF,Almería,La Liga,26.0,1996.0,12.5,493.0,563.0,87.6,9832.0,3589.0,154.0,160.0,96.3,272.0,298.0,91.3,61.0,92.0,66.3,0.0,0.2,0.2,-0.2,4.0,21.0,2.0,1.0,20.0,150,SRB,DF,Almería,La Liga,26.0,1996.0,12.5,563.0,536.0,23.0,21.0,0.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,493.0,4.0,3.0,150,SRB,DF,Almería,La Liga,26.0,1996.0,12.5,14.0,1.12,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150,SRB,DF,Almería,La Liga,26.0,1996.0,12.5,11.0,6.0,8.0,3.0,0.0,5.0,10.0,50.0,5.0,7.0,6.0,1.0,7.0,18.0,31.0,0.0
Loïc Bade,151,FRA,DF,Rennes,Ligue 1,22.0,2000.0,1.0,1.0,90.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.2,0.2,0.1,0.3,0.2,0.06,0.26,0.2,0.26,151,FRA,DF,Rennes,Ligue 1,22.0,2000.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,,8.7,0.0,0.0,0.0,0.2,0.2,0.1,-0.2,-0.2,151,FRA,DF,Rennes,Ligue 1,22.0,2000.0,1.0,52.0,59.0,88.1,1163.0,396.0,8.0,10.0,80.0,35.0,36.0,97.2,9.0,13.0,69.2,1.0,0.1,0.0,0.9,1.0,2.0,0.0,0.0,3.0,151,FRA,DF,Rennes,Ligue 1,22.0,2000.0,1.0,59.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,151,FRA,DF,Rennes,Ligue 1,22.0,2000.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,151,FRA,DF,Rennes,Ligue 1,22.0,2000.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0
Édgar Badía,152,ESP,GK,Elche,La Liga,30.0,1992.0,14.0,14.0,1260.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152,ESP,GK,Elche,La Liga,30.0,1992.0,14.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,152,ESP,GK,Elche,La Liga,30.0,1992.0,14.0,315.0,431.0,73.1,10178.0,7979.0,33.0,34.0,97.1,145.0,151.0,96.0,136.0,244.0,55.7,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,152,ESP,GK,Elche,La Liga,30.0,1992.0,14.0,431.0,268.0,162.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315.0,1.0,0.0,152,ESP,GK,Elche,La Liga,30.0,1992.0,14.0,3.0,0.21,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152,ESP,GK,Elche,La Liga,30.0,1992.0,14.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,2.0
Benoît Badiashile,153,FRA,DF,Monaco,Ligue 1,21.0,2001.0,10.0,8.0,749.0,8.3,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.24,0.0,0.24,0.24,0.24,0.6,0.6,0.4,1.0,0.08,0.05,0.12,0.08,0.12,153,FRA,DF,Monaco,Ligue 1,21.0,2001.0,8.3,2.0,5.0,3.0,60.0,0.6,0.36,0.4,0.67,16.0,0.0,0.0,0.0,0.6,0.6,0.13,1.4,1.4,153,FRA,DF,Monaco,Ligue 1,21.0,2001.0,8.3,365.0,423.0,86.3,7665.0,3108.0,106.0,117.0,90.6,194.0,217.0,89.4,58.0,79.0,73.4,0.0,0.4,0.8,-0.4,1.0,42.0,3.0,0.0,30.0,153,FRA,DF,Monaco,Ligue 1,21.0,2001.0,8.3,423.0,410.0,13.0,13.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,365.0,0.0,2.0,153,FRA,DF,Monaco,Ligue 1,21.0,2001.0,8.3,4.0,0.48,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153,FRA,DF,Monaco,Ligue 1,21.0,2001.0,8.3,10.0,8.0,6.0,4.0,0.0,5.0,9.0,55.6,4.0,8.0,6.0,2.0,16.0,26.0,37.0,1.0
Alex Baena,154,ESP,"MF,FW",Villarreal,La Liga,21.0,2001.0,13.0,5.0,630.0,7.0,4.0,0.0,4.0,0.0,0.0,6.0,1.0,0.57,0.0,0.57,0.57,0.57,1.3,1.3,1.5,2.8,0.19,0.22,0.4,0.19,0.4,154,ESP,"MF,FW",Villarreal,La Liga,21.0,2001.0,7.0,4.0,18.0,9.0,50.0,2.57,1.29,0.22,0.44,20.8,0.0,0.0,0.0,1.3,1.3,0.07,2.7,2.7,154,ESP,"MF,FW",Villarreal,La Liga,21.0,2001.0,7.0,155.0,206.0,75.2,2452.0,614.0,74.0,88.0,84.1,60.0,72.0,83.3,12.0,19.0,63.2,0.0,1.5,0.6,-1.5,11.0,18.0,8.0,0.0,22.0,154,ESP,"MF,FW",Villarreal,La Liga,21.0,2001.0,7.0,206.0,195.0,8.0,3.0,6.0,0.0,6.0,0.0,2.0,1.0,0.0,0.0,155.0,3.0,11.0,154,ESP,"MF,FW",Villarreal,La Liga,21.0,2001.0,7.0,20.0,2.85,14.0,0.0,3.0,2.0,1.0,0.0,3.0,0.43,1.0,0.0,0.0,1.0,1.0,0.0,154,ESP,"MF,FW",Villarreal,La Liga,21.0,2001.0,7.0,11.0,4.0,5.0,2.0,4.0,6.0,10.0,60.0,4.0,5.0,2.0,3.0,2.0,13.0,10.0,0.0
Jaime Báez,156,URY,DF,Cremonese,Serie A,27.0,1995.0,2.0,1.0,96.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.3,0.12,0.12,0.24,0.12,0.24,156,URY,DF,Cremonese,Serie A,27.0,1995.0,1.1,0.0,2.0,0.0,0.0,1.87,0.0,0.0,,23.7,0.0,0.0,0.0,0.1,0.1,0.06,-0.1,-0.1,156,URY,DF,Cremonese,Serie A,27.0,1995.0,1.1,32.0,48.0,66.7,640.0,379.0,8.0,10.0,80.0,13.0,17.0,76.5,7.0,14.0,50.0,0.0,0.1,0.3,-0.1,2.0,7.0,2.0,2.0,3.0,156,URY,DF,Cremonese,Serie A,27.0,1995.0,1.1,48.0,44.0,4.0,2.0,0.0,0.0,9.0,0.0,2.0,0.0,1.0,0.0,32.0,0.0,2.0,156,URY,DF,Cremonese,Serie A,27.0,1995.0,1.1,5.0,4.69,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156,URY,DF,Cremonese,Serie A,27.0,1995.0,1.1,4.0,2.0,3.0,0.0,1.0,3.0,6.0,50.0,3.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0
Leon Bailey,157,JAM,"FW,MF",Aston Villa,Premier League,25.0,1997.0,13.0,11.0,810.0,9.0,3.0,2.0,3.0,0.0,0.0,3.0,0.0,0.33,0.22,0.56,0.33,0.56,1.9,1.9,2.0,4.0,0.21,0.23,0.44,0.21,0.44,157,JAM,"FW,MF",Aston Villa,Premier League,25.0,1997.0,9.0,3.0,17.0,6.0,35.3,1.89,0.67,0.18,0.5,17.4,1.0,0.0,0.0,1.9,1.9,0.11,1.1,1.1,157,JAM,"FW,MF",Aston Villa,Premier League,25.0,1997.0,9.0,144.0,232.0,62.1,2245.0,566.0,76.0,102.0,74.5,44.0,67.0,65.7,13.0,34.0,38.2,2.0,2.0,2.2,0.0,12.0,6.0,9.0,6.0,9.0,157,JAM,"FW,MF",Aston Villa,Premier League,25.0,1997.0,9.0,232.0,214.0,18.0,2.0,2.0,1.0,48.0,3.0,10.0,8.0,0.0,0.0,144.0,0.0,11.0,157,JAM,"FW,MF",Aston Villa,Premier League,25.0,1997.0,9.0,26.0,2.89,18.0,2.0,4.0,2.0,0.0,0.0,3.0,0.33,2.0,0.0,0.0,1.0,0.0,0.0,157,JAM,"FW,MF",Aston Villa,Premier League,25.0,1997.0,9.0,6.0,3.0,3.0,2.0,1.0,3.0,10.0,30.0,7.0,5.0,0.0,5.0,2.0,8.0,3.0,0.0
