,Player,Squad,Playing Time - MP,Playing Time - Min,Playing Time - Mn/MP,Playing Time - Min%,Playing Time - 90s,Starts - Starts,Starts - Mn/Start,Starts - Compl,Subs - Subs,Subs - Mn/Sub,Subs - unSub,Team Success - PPM,Team Success - onG,Team Success - onGA,Team Success - +/-,Team Success - +/-90,Team Success - On-Off,Team Success (xG) - onxG,Team Success (xG) - onxGA,Team Success (xG) - xG+/-,Team Success (xG) - xG+/-90,Team Success (xG) - On-Off
23,Sargis Adamyan,Köln,24,644,27,21.0,7.2,4,62,0,20,20,4,1.13,11,16,-5,-0.70,-0.70,11.2,11.7,-0.5,-0.06,-0.28
24,Tosin Adarabioyo,Fulham,25,2085,83,61.0,23.2,23,90,23,2,8,13,1.44,36,39,-3,-0.13,-0.47,26.5,42.8,-16.3,-0.70,-0.62
26,Omotayo Adaramola,Crystal Palace,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Martin Adeline,Reims,5,107,21,3.1,1.2,0,0.0,0,5,21,10,1.40,3,5,-2,-1.68,-1.74,2.1,2.7,-0.7,-0.57,-0.82
28,Karim Adeyemi,Dortmund,24,1386,58,45.3,15.4,20,64,2,4,27,1,2.17,41,17,+24,+1.56,+0.75,32.6,17.4,+15.2,+0.99,+0.31
29,Amine Adli,Leverkusen,26,1435,55,46.9,15.9,16,74,1,10,26,1,1.69,29,17,+12,+0.75,+0.97,26.3,15.7,+10.6,+0.66,+0.77
30,Yacine Adli,Milan,6,144,24,4.2,1.6,1,59,0,5,17,32,1.17,2,4,-2,-1.25,-1.88,2.4,2.9,-0.5,-0.33,-0.83
31,Adrian,Liverpool,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Daniel Adu-Adjei,Bournemouth,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Michel Aebischer,Bologna,32,1542,48,45.1,17.1,18,72,5,14,17,6,1.50,23,26,-3,-0.18,-0.51,16.9,21.6,-4.8,-0.28,-0.28
34,Felix Afena-Gyan,Cremonese,23,817,36,23.9,9.1,7,63,1,16,24,11,0.78,9,13,-4,-0.44,+0.56,8.1,12.9,-4.8,-0.52,+0.26
35,Felix Afena-Gyan,Roma,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Loic Affamah,Nantes,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,Emmanuel Agbadou,Reims,29,2388,82,69.8,26.5,27,87,24,2,20,0,1.14,33,33,0,0.00,0.00,43.5,37.0,+6.6,+0.25,+0.05
38,Julen Agirrezabala,Athletic Club,8,675,84,19.7,7.5,7,90,7,1,45,26,0.75,5,6,-1,-0.13,-0.30,10.2,6.9,+3.3,+0.43,-0.03
39,Lucien Agoume,Inter,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,Lucien Agoume,Troyes,15,1094,73,32.0,12.2,14,78,8,1,9,6,0.40,9,29,-20,-1.65,-1.03,11.9,26.0,-14.1,-1.16,-0.20
41,Felix Agu,Werder Bremen,3,49,16,1.6,0.5,0,0.0,0,3,16,9,1.33,1,2,-1,-1.84,-1.48,0.4,2.4,-2.0,-3.53,-3.24
42,Alvaro Aguado,Valladolid,34,1888,56,55.2,21.0,18,78,11,16,31,4,1.15,19,36,-17,-0.81,-0.05,21.7,36.0,-14.3,-0.68,+0.03
43,Kevin Agudelo,Spezia,34,2131,63,62.3,23.7,23,78,6,11,31,2,0.74,20,39,-19,-0.80,+0.04,24.4,38.7,-14.3,-0.60,-0.35
44,Nayef Aguerd,West Ham,18,1595,89,46.6,17.7,17,89,16,1,76,3,1.06,23,28,-5,-0.28,+0.11,24.2,28.6,-4.5,-0.25,-0.28
45,Ruben Aguilar,Monaco,20,1172,59,34.3,13.0,14,76,7,6,19,5,1.95,16,21,-5,-0.38,-1.06,19.5,18.7,+0.8,+0.06,-0.27
46,Naouirou Ahamada,Crystal Palace,8,94,12,2.7,1.0,0,0.0,0,8,12,3,0.38,0,2,-2,-1.91,-1.73,1.1,1.8,-0.7,-0.69,-0.47
47,Naouirou Ahamada,Stuttgart,17,1398,82,45.7,15.5,17,82,6,0,0.0,0,0.94,17,26,-9,-0.58,-0.42,19.5,18.4,+1.1,+0.07,0.00
48,Amar Ahmed,Troyes,1,20,20,0.6,0.2,0,0.0,0,1,20,2,1.00,0,0,0,0.00,+0.95,0.1,0.6,-0.6,-2.50,-1.49
49,Jean-Eudes Aholou,Strasbourg,30,1300,43,38.0,14.4,16,67,1,14,16,5,1.03,17,22,-5,-0.35,-0.22,19.8,19.5,+0.3,+0.02,+0.32
50,Antonis Aidonis,Stuttgart,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Joseph Aidoo,Celta Vigo,35,3119,89,91.2,34.7,35,89,33,0,0.0,0,1.14,40,48,-8,-0.23,+0.37,40.2,40.7,-0.5,-0.01,+0.66
53,Ola Aina,Torino,19,876,46,25.6,9.7,9,75,4,10,20,3,1.53,10,7,+3,+0.31,+0.38,13.7,10.5,+3.2,+0.32,+0.37
54,Rayan Ait Nouri,Wolves,21,1076,51,31.5,12.0,9,81,4,12,29,7,1.00,8,18,-10,-0.84,-0.18,11.6,18.7,-7.1,-0.60,+0.01
55,Emanuel Aiwum,Cremonese,23,1653,72,48.3,18.4,17,87,14,6,29,13,0.61,13,30,-17,-0.93,-0.11,17.4,33.9,-16.5,-0.90,-0.35
56,Kristoffer Ajer,Brentford,9,763,85,22.3,8.5,9,85,6,0,0.0,10,1.11,7,14,-7,-0.83,-1.47,9.4,11.1,-1.6,-0.19,-0.48
57,Ludovic Ajorque,Strasbourg,13,771,59,22.5,8.6,9,77,4,4,20,1,0.62,12,18,-6,-0.70,-0.63,10.8,13.6,-2.8,-0.33,-0.19
58,Ludovic Ajorque,Mainz 05,17,1211,71,39.6,13.5,15,79,3,2,15,0,1.47,23,22,+1,+0.07,+0.17,18.8,20.7,-1.9,-0.14,+0.08
59,Manuel Akanji,Manchester City,29,2287,79,66.9,25.4,24,88,22,5,36,1,2.52,63,23,+40,+1.57,-0.09,51.6,21.1,+30.6,+1.20,-0.06
60,Nathan Ake,Manchester City,26,1873,72,54.8,20.8,22,82,16,4,16,4,2.23,53,15,+38,+1.83,+0.49,44.8,16.2,+28.5,+1.37,+0.32
61,Sergio Akieme,Almería,29,2297,79,67.2,25.5,27,84,23,2,9,4,0.93,31,45,-14,-0.55,-0.39,29.6,42.8,-13.3,-0.52,-0.22
62,Ebenezer Akinsanmiro,Inter,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,Babatunde Akinsola,Valladolid,1,11,11,0.3,0.1,0,0.0,0,1,11,4,0.00,0,1,-1,-8.18,-7.42,0.2,0.5,-0.3,-2.22,-1.53
64,Salim Akkal,Angers,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,Maghnes Akliouche,Monaco,11,402,37,11.8,4.5,5,61,0,6,16,16,1.82,6,4,+2,+0.45,+0.15,8.6,5.7,+2.9,+0.66,+0.48
66,Paul Akouokou,Betis,12,447,37,13.1,5.0,3,89,2,9,20,19,1.67,2,6,-4,-0.81,-1.08,3.5,8.9,-5.4,-1.08,-1.29
67,Jean-Daniel Akpa-Akpro,Empoli,24,1356,57,39.6,15.1,16,72,2,8,26,0,1.29,17,20,-3,-0.20,+0.19,17.3,22.2,-5.0,-0.33,+0.30
68,Kevin Akpoguma,Hoffenheim,28,1950,70,63.7,21.7,21,81,14,7,35,3,1.04,22,29,-7,-0.32,-0.16,26.8,30.6,-3.8,-0.17,-0.23
69,David Alaba,Real Madrid,23,1838,80,53.7,20.4,21,86,16,2,19,3,2.30,49,18,+31,+1.52,+1.06,43.8,21.5,+22.3,+1.09,+0.28
70,Angel Alarcon,Barcelona,4,25,6,0.7,0.3,0,0.0,0,4,6,10,2.25,0,0,0,0.00,-1.33,0.0,0.0,0.0,0.0,0.0
71,Tomas Alarcon,Cádiz,4,223,56,6.5,2.5,2,83,1,2,29,4,0.00,0,7,-7,-2.83,-2.37,1.2,5.4,-4.2,-1.70,-1.26
72,Lucas Alario,Eint Frankfurt,20,331,17,10.8,3.7,2,78,1,18,10,9,1.25,5,9,-4,-1.09,-1.42,6.1,3.5,+2.6,+0.69,+0.49
73,Jordi Alba,Barcelona,24,1419,59,41.5,15.8,14,83,6,10,26,12,2.17,27,8,+19,+1.21,-0.19,30.7,13.3,+17.5,+1.11,-0.01
74,Luis Alberto,Lazio,35,2442,70,71.4,27.1,27,82,16,8,27,2,1.94,49,19,+30,+1.11,+1.11,39.6,27.7,+11.9,+0.44,+0.63
75,Raul Albiol,Villarreal,25,2119,85,62.0,23.5,24,88,22,1,15,2,1.52,29,23,+6,+0.25,-0.64,33.8,28.2,+5.6,+0.24,-0.16
76,Marc Albrighton,Leicester City,6,237,40,6.9,2.6,1,67,0,5,34,13,1.67,4,3,+1,+0.38,+0.89,4.9,4.3,+0.6,+0.24,+0.62
78,Thiago Alcantara,Liverpool,18,1254,70,36.7,13.9,14,82,9,4,25,0,1.72,22,23,-1,-0.07,-1.28,24.4,20.7,+3.7,+0.26,-0.49
79,Carlos Alcaraz,Southampton,18,1029,57,30.1,11.4,13,70,2,5,24,2,0.72,15,25,-10,-0.87,+0.14,12.2,22.7,-10.5,-0.92,-0.44
80,Ruben Alcaraz,Cádiz,31,2043,66,59.7,22.7,22,80,10,9,31,0,1.29,18,26,-8,-0.35,+0.63,24.5,34.4,-9.8,-0.43,+0.22
81,Omar Alderete,Getafe,25,2047,82,59.9,22.7,23,87,19,2,23,6,1.04,19,24,-5,-0.22,+0.17,23.2,27.7,-4.5,-0.20,+0.12
82,Ivan Alejo,Cádiz,31,1311,42,38.3,14.6,13,69,2,18,23,2,1.06,8,26,-18,-1.24,-1.02,17.1,25.8,-8.7,-0.60,-0.13
83,Dogan Alemdar,Rennes,6,406,68,11.9,4.5,4,90,4,2,23,32,1.67,7,8,-1,-0.22,-1.15,6.1,6.1,+0.1,+0.01,-0.50
84,Carles Alena,Getafe,35,2119,61,62.0,23.5,26,75,7,9,20,0,1.00,17,27,-10,-0.42,-0.36,21.3,25.1,-3.8,-0.16,+0.22
85,Kyle Alex John,Everton,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Trent Alexander-Arnold,Liverpool,37,2923,79,85.5,32.5,34,85,23,3,16,1,1.78,70,44,+26,+0.80,+0.44,64.2,42.6,+21.6,+0.66,+0.65
87,Alejandro Alfaro,Elche,1,15,15,0.4,0.2,0,0.0,0,1,15,1,0.00,0,0,0,0.00,+0.98,0.0,0.4,-0.4,-2.24,-1.39
88,Angel Algobia,Getafe,26,1138,44,33.3,12.6,11,71,3,15,24,10,1.19,17,15,+2,+0.16,+0.67,15.6,14.6,+1.1,+0.09,+0.50
89,Mohamed Ali Cho,Real Sociedad,19,587,31,17.2,6.5,5,61,0,14,20,5,1.89,11,9,+2,+0.31,-0.14,10.2,6.8,+3.4,+0.52,+0.01
90,Faride Alidou,Eint Frankfurt,15,182,12,5.9,2.0,0,0.0,0,15,12,10,1.13,3,4,-1,-0.49,-0.71,4.0,2.5,+1.4,+0.69,+0.47
91,Alisson,Liverpool,37,3330,90,97.4,37.0,37,90,37,0,0.0,0,1.78,71,43,+28,+0.76,+0.76,68.6,49.1,+19.5,+0.53,-1.64
92,Allan,Everton,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,Jim Allevinah,Clermont Foot,36,2244,62,65.6,24.9,25,80,11,11,22,0,1.56,24,33,-9,-0.36,-0.74,30.4,38.0,-7.6,-0.31,-0.07
94,Dele Alli,Everton,2,40,20,1.2,0.4,0,0.0,0,2,20,1,0.00,1,1,0,0.00,+0.61,1.0,1.7,-0.7,-1.57,-1.04
95,Teo Allix,Montpellier,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,Pasquale Allocca,Salernitana,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,Domingos Andre Ribeiro Almeida,Valencia,34,2539,75,74.2,28.2,29,84,14,5,23,2,1.15,30,32,-2,-0.07,+0.03,37.4,32.4,+5.0,+0.18,+0.09
98,Miguel Almiron,Newcastle Utd,34,2491,73,72.8,27.7,29,81,6,5,26,0,1.74,43,22,+21,+0.76,-0.60,45.9,27.5,+18.3,+0.66,-0.70
99,Nando Almodovar,Cádiz,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,Jose Alonso Lara,Betis,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,Marcos Alonso,Barcelona,24,1172,49,34.3,13.0,11,80,8,13,22,10,2.29,22,11,+11,+0.84,-0.72,23.2,14.0,+9.2,+0.71,-0.62
102,Mickael Alphonse,Ajaccio,26,1361,52,39.8,15.1,14,81,9,12,19,6,0.73,7,30,-23,-1.52,-0.30,12.0,20.8,-8.8,-0.58,-0.19
104,Eder Alvarez Balanta,Schalke 04,6,238,40,7.8,2.6,3,50,0,3,29,3,1.50,2,3,-1,-0.38,+0.74,2.7,4.7,-2.0,-0.75,-0.25
105,Carlos Alvarez,Sevilla,1,10,10,0.3,0.1,0,0.0,0,1,10,7,3.00,0,1,-1,-9.00,-8.84,0.1,0.2,-0.1,-0.67,-0.46
106,Gaston Alvarez,Getafe,22,1501,68,43.9,16.7,16,86,10,6,22,14,1.41,17,15,+2,+0.12,+0.73,20.6,19.7,+0.9,+0.05,+0.54
107,Hugo Alvarez,Celta Vigo,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,Iker Alvarez,Villarreal,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,Julian Alvarez,Manchester City,31,1465,47,42.8,16.3,13,85,8,18,20,6,2.42,37,16,+21,+1.29,-0.55,32.3,17.3,+15.0,+0.92,-0.53
110,Agustin Alvarez Martinez,Sassuolo,22,368,17,10.8,4.1,1,53,0,21,15,13,0.86,6,9,-3,-0.73,-0.41,4.8,6.3,-1.5,-0.38,-0.48
111,Yeray Alvarez,Athletic Club,28,2332,83,68.2,25.9,27,86,21,1,12,2,1.50,33,30,+3,+0.12,+0.03,33.0,25.1,+7.9,+0.30,-0.48
112,Diego Alves,Celta Vigo,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,Steven Alzate,Brighton,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,Ibrahim Amadou,Angers,7,424,61,12.4,4.7,4,90,4,3,21,4,0.14,5,9,-4,-0.85,+0.47,5.9,9.8,-3.9,-0.83,-0.32
115,Selim Amallah,Valladolid,7,267,38,7.8,3.0,3,56,0,4,25,2,1.14,6,4,+2,+0.67,+1.59,4.0,5.4,-1.5,-0.50,+0.21
116,Emmanuel Amankwaa Akurugu,Getafe,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,Daniel Amartey,Leicester City,20,1610,81,47.1,17.9,18,87,16,2,22,15,0.80,20,27,-7,-0.39,+0.11,20.0,27.6,-7.6,-0.42,-0.17
118,Amath,Mallorca,28,1227,44,35.9,13.6,12,68,3,16,26,3,1.25,13,14,-1,-0.07,+0.13,14.7,15.1,-0.4,-0.03,+0.42
119,Lorenzo Amatucci,Fiorentina,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,Jordan Amavi,Getafe,5,200,40,5.8,2.2,1,58,0,4,36,23,0.80,2,2,0,0.00,+0.31,0.6,1.5,-0.9,-0.39,-0.16
121,Lukas Ambros,Wolfsburg,1,17,17,0.6,0.2,0,0.0,0,1,17,8,0.00,0,2,-2,-10.59,-10.91,0.0,1.0,-1.0,-5.36,-5.39
122,Wisdom Amey,Bologna,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,Kelvin Amian,Spezia,30,2372,79,69.4,26.4,26,87,22,4,31,0,0.73,21,42,-21,-0.80,+0.06,32.0,41.6,-9.6,-0.37,+0.35
124,Bruno Amione,Hellas Verona,1,58,58,1.7,0.6,1,58,0,0,0.0,3,0.00,2,3,-1,-1.55,-0.83,0.9,1.7,-0.8,-1.27,-0.91
125,Bruno Amione,Sampdoria,26,2086,80,61.0,23.2,25,83,17,1,22,6,0.62,17,41,-24,-1.04,+0.52,21.7,39.8,-18.0,-0.78,+0.18
126,Nadiem Amiri,Leverkusen,25,977,39,31.9,10.9,9,75,2,16,19,4,1.44,19,20,-1,-0.09,-0.48,14.4,12.8,+1.6,+0.15,-0.16
127,Samuel Amo-Ameyaw,Southampton,1,4,4,0.1,0.0,0,0.0,0,1,4,0,1.00,0,0,0,0.00,+0.97,0.1,0.7,-0.6,-13.93,-13.34
128,Ethan Ampadu,Chelsea,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,Ethan Ampadu,Spezia,31,2639,85,77.2,29.3,31,85,22,0,0.0,0,0.75,22,42,-20,-0.68,+0.59,32.6,43.9,-11.3,-0.38,+0.39
131,Sofyan Amrabat,Fiorentina,29,1998,69,58.4,22.2,24,79,11,5,23,4,1.41,29,27,+2,+0.09,-0.42,30.5,25.7,+4.8,+0.22,-0.22
132,Ayoub Amraoui,Nice,7,294,42,8.6,3.3,3,75,2,4,17,4,1.71,5,3,+2,+0.61,+0.35,6.4,2.9,+3.6,+1.09,+0.83
133,Joseph Anang,West Ham,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,Joachim Andersen,Crystal Palace,32,2782,87,81.3,30.9,32,87,30,0,0.0,0,1.31,35,37,-2,-0.06,+0.92,34.0,35.4,-1.3,-0.04,+1.01
135,Djavan Anderson,Lazio,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,Elliot Anderson,Newcastle Utd,22,410,19,12.0,4.6,3,58,0,19,12,12,1.82,8,7,+1,+0.22,-0.80,11.7,5.5,+6.2,+1.37,+0.59
137,Felipe Anderson,Lazio,38,2958,78,86.5,32.9,35,82,23,3,28,0,1.95,48,24,+24,+0.73,-0.44,44.1,35.7,+8.3,+0.25,-0.03
138,Benjamin Andre,Lille,34,2916,86,85.3,32.4,33,88,28,1,23,0,1.76,55,35,+20,+0.62,+0.44,58.6,32.6,+26.0,+0.80,+0.41
139,Marcos Andre,Valencia,17,447,26,13.1,5.0,3,52,0,14,21,5,0.76,9,7,+2,+0.40,+0.55,7.3,7.6,-0.3,-0.06,-0.24
140,Komnen Andric,Clermont Foot,34,1446,43,42.3,16.1,16,74,2,18,15,0,1.38,14,26,-12,-0.75,-1.11,16.7,30.4,-13.7,-0.85,-0.99
141,Robert Andrich,Leverkusen,29,2406,83,78.6,26.7,28,85,24,1,15,0,1.55,50,38,+12,+0.45,+1.00,40.9,34.9,+6.0,+0.23,-0.13
142,Matteo Angeli,Bologna,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,Angelino,Hoffenheim,33,2617,79,85.5,29.1,30,86,23,3,13,0,1.09,38,51,-13,-0.45,-1.26,39.9,45.6,-5.7,-0.20,-0.73
144,Fabrizio Angileri,Getafe,15,585,39,17.1,6.5,7,70,2,8,12,15,1.13,7,15,-8,-1.23,-1.14,5.2,10.1,-4.9,-0.75,-0.61
145,Samuele Angori,Empoli,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,Jaidon Anthony,Bournemouth,30,1257,42,36.8,14.0,11,76,4,19,22,8,0.97,9,29,-20,-1.43,-0.85,13.6,26.0,-12.4,-0.89,-0.35
147,Janis Antiste,Sassuolo,2,52,26,1.5,0.6,0,0.0,0,2,26,13,1.50,2,1,+1,+1.73,+2.13,1.0,1.0,0.0,-0.08,-0.13
148,Waldemar Anton,Stuttgart,34,2934,86,95.9,32.6,34,86,27,0,0.0,0,0.97,44,54,-10,-0.31,+1.12,44.6,44.0,+0.7,+0.02,-1.19
149,Josep Antoni Gaya,Mallorca,2,98,49,2.9,1.1,1,90,1,1,8,19,1.50,0,2,-2,-1.84,-1.73,0.0,2.3,-2.3,-3.86,-3.62
150,Jose Antonio,Cádiz,2,46,23,1.3,0.5,0,0.0,0,2,23,4,0.00,1,1,0,0.00,+0.61,1.1,0.7,+0.4,+0.76,+1.30
151,Marcos Antonio,Lazio,16,594,37,17.4,6.6,6,70,1,10,18,21,1.75,7,6,+1,+0.15,-0.77,8.2,7.3,+0.9,+0.14,-0.15
152,Michail Antonio,West Ham,33,1829,55,53.5,20.3,21,75,2,12,22,1,1.09,23,29,-6,-0.30,+0.10,25.9,29.3,-3.4,-0.17,-0.14
153,Antony,Manchester Utd,25,1802,72,52.7,20.0,23,76,6,2,30,0,1.88,29,21,+8,+0.40,+0.01,32.5,25.2,+7.3,+0.36,-0.19
154,Valentin Antov,Monza,9,306,34,8.9,3.4,2,75,1,7,22,28,0.89,6,8,-2,-0.59,-0.53,3.7,4.0,-0.3,-0.10,+0.05
