,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tackles - Tkl,Tackles - TklW,Tackles - Def 3rd,Tackles - Mid 3rd,Tackles - Att 3rd,Challenges - Tkl,Challenges - Att,Challenges - Tkl%,Challenges - Lost,Blocks - Blocks,Blocks - Sh,Blocks - Pass,Int,Tkl+Int,Clr,Err
1479,Viktor Kovalenko,ua UKR,MF,Spezia,Serie A,25.0,1996.0,14.7,16.0,10.0,7.0,8.0,1.0,9.0,21.0,42.9,12.0,16.0,3.0,13.0,13.0,29.0,8.0,0.0
1480,Emil Krafth,se SWE,DF,Newcastle Utd,Premier League,26.0,1994.0,18.2,37.0,16.0,25.0,11.0,1.0,27.0,36.0,75.0,9.0,16.0,10.0,6.0,25.0,62.0,56.0,0.0
1482,Alex Král,cz CZE,MF,West Ham,Premier League,23.0,1998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1483,Andrej Kramarić,hr CRO,"FW,MF",Hoffenheim,Bundesliga,30.0,1991.0,30.1,8.0,4.0,1.0,5.0,2.0,7.0,17.0,41.2,10.0,10.0,0.0,10.0,9.0,17.0,7.0,1.0
1484,Christoph Kramer,de GER,MF,M'Gladbach,Bundesliga,30.0,1991.0,8.3,28.0,11.0,15.0,10.0,3.0,12.0,28.0,42.9,16.0,18.0,5.0,13.0,12.0,40.0,9.0,0.0
1485,Jean-Philippe Krasso,ci CIV,FW,Saint-Étienne,Ligue 1,24.0,1997.0,5.0,7.0,5.0,0.0,5.0,2.0,2.0,10.0,20.0,8.0,7.0,1.0,6.0,0.0,7.0,1.0,0.0
1486,Julian Kristoffersen,no NOR,FW,Salernitana,Serie A,24.0,1997.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1487,Toni Kroos,de GER,MF,Real Madrid,La Liga,31.0,1990.0,23.4,34.0,26.0,13.0,17.0,4.0,14.0,36.0,38.9,22.0,16.0,3.0,13.0,12.0,46.0,13.0,1.0
1488,Florian Krüger,de GER,"FW,MF",Arminia,Bundesliga,22.0,1999.0,12.5,3.0,1.0,0.0,3.0,0.0,2.0,10.0,20.0,8.0,12.0,1.0,11.0,2.0,5.0,13.0,0.0
1489,Tim Krul,nl NED,GK,Norwich City,Premier League,33.0,1988.0,29.0,1.0,1.0,1.0,0.0,0.0,1.0,4.0,25.0,3.0,0.0,0.0,0.0,0.0,1.0,10.0,4.0
1490,Rade Krunić,ba BIH,"MF,FW",Milan,Serie A,27.0,1993.0,15.7,33.0,18.0,16.0,14.0,3.0,15.0,31.0,48.4,16.0,19.0,2.0,17.0,16.0,49.0,17.0,0.0
1491,Max Kruse,de GER,"MF,FW",Wolfsburg,Bundesliga,33.0,1988.0,12.5,9.0,3.0,4.0,4.0,1.0,5.0,12.0,41.7,7.0,2.0,0.0,2.0,3.0,12.0,4.0,0.0
1492,Max Kruse,de GER,"FW,MF",Union Berlin,Bundesliga,33.0,1988.0,14.1,4.0,1.0,0.0,3.0,1.0,2.0,16.0,12.5,14.0,12.0,0.0,12.0,3.0,7.0,2.0,0.0
1493,Lukas Kübler,de GER,"DF,MF",Freiburg,Bundesliga,28.0,1992.0,25.9,62.0,35.0,38.0,16.0,8.0,28.0,49.0,57.1,21.0,24.0,8.0,16.0,44.0,106.0,70.0,0.0
1494,Takefusa Kubo,jp JPN,"FW,MF",Mallorca,La Liga,20.0,2001.0,17.8,31.0,19.0,12.0,14.0,5.0,10.0,24.0,41.7,14.0,24.0,3.0,21.0,8.0,39.0,4.0,0.0
1495,Juraj Kucka,sk SVK,MF,Watford,Premier League,34.0,1987.0,21.3,59.0,39.0,32.0,25.0,2.0,27.0,73.0,37.0,46.0,30.0,9.0,21.0,27.0,86.0,46.0,2.0
1496,Mykola Kukharevych,ua UKR,FW,Troyes,Ligue 1,20.0,2001.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1497,Dejan Kulusevski,se SWE,"MF,FW",Tottenham,Premier League,21.0,2000.0,14.0,19.0,13.0,7.0,10.0,2.0,5.0,23.0,21.7,18.0,14.0,0.0,14.0,13.0,32.0,3.0,0.0
1498,Dejan Kulusevski,se SWE,"FW,MF",Juventus,Serie A,21.0,2000.0,8.6,15.0,12.0,9.0,6.0,0.0,8.0,21.0,38.1,13.0,14.0,0.0,14.0,5.0,20.0,5.0,0.0
1499,Marash Kumbulla,al ALB,DF,Roma,Serie A,21.0,2000.0,11.4,21.0,13.0,13.0,7.0,1.0,8.0,15.0,53.3,7.0,17.0,8.0,9.0,16.0,37.0,26.0,0.0
1500,Fabian Kunze,de GER,MF,Arminia,Bundesliga,23.0,1998.0,14.0,35.0,21.0,14.0,20.0,1.0,15.0,32.0,46.9,17.0,17.0,2.0,15.0,19.0,54.0,27.0,1.0
1501,Enock Kwateng,fr FRA,DF,Bordeaux,Ligue 1,24.0,1997.0,22.2,54.0,35.0,31.0,19.0,4.0,33.0,72.0,45.8,39.0,17.0,4.0,13.0,43.0,97.0,48.0,1.0
1502,Grejohn Kyei,fr FRA,FW,Clermont Foot,Ligue 1,25.0,1995.0,4.4,3.0,2.0,1.0,1.0,1.0,0.0,6.0,0.0,6.0,6.0,0.0,6.0,0.0,3.0,1.0,0.0
1503,Giorgos Kyriakopoulos,gr GRE,"DF,FW",Sassuolo,Serie A,25.0,1996.0,21.9,30.0,14.0,19.0,7.0,4.0,19.0,38.0,50.0,19.0,32.0,9.0,23.0,11.0,41.0,52.0,0.0
1504,Andrea La Mantia,it ITA,"FW,MF",Empoli,Serie A,30.0,1991.0,5.4,2.0,0.0,0.0,0.0,2.0,1.0,2.0,50.0,1.0,3.0,1.0,2.0,1.0,3.0,6.0,0.0
1505,Gaëtan Laborde,fr FRA,FW,Montpellier,Ligue 1,27.0,1994.0,3.8,2.0,2.0,1.0,1.0,0.0,2.0,4.0,50.0,2.0,3.0,0.0,3.0,5.0,7.0,5.0,0.0
1506,Gaëtan Laborde,fr FRA,FW,Rennes,Ligue 1,27.0,1994.0,30.3,19.0,7.0,5.0,8.0,6.0,3.0,22.0,13.6,19.0,29.0,3.0,26.0,8.0,27.0,16.0,0.0
1508,Alexandre Lacazette,fr FRA,FW,Arsenal,Premier League,30.0,1991.0,19.8,27.0,10.0,8.0,13.0,6.0,7.0,21.0,33.3,14.0,12.0,1.0,11.0,5.0,32.0,6.0,0.0
1509,Tom Lacoux,fr FRA,"DF,MF",Bordeaux,Ligue 1,19.0,2002.0,10.1,18.0,13.0,11.0,5.0,2.0,9.0,24.0,37.5,15.0,14.0,4.0,10.0,9.0,27.0,20.0,1.0
1510,Lenny Lacroix,fr FRA,DF,Metz,Ligue 1,18.0,2003.0,2.2,9.0,7.0,8.0,1.0,0.0,5.0,8.0,62.5,3.0,5.0,1.0,4.0,10.0,19.0,5.0,0.0
1511,Maxence Lacroix,fr FRA,DF,Wolfsburg,Bundesliga,21.0,2000.0,27.7,59.0,33.0,41.0,16.0,2.0,29.0,40.0,72.5,11.0,35.0,16.0,19.0,60.0,119.0,144.0,0.0
1512,Alban Lafont,fr FRA,GK,Nantes,Ligue 1,22.0,1999.0,38.0,3.0,3.0,3.0,0.0,0.0,3.0,8.0,37.5,5.0,1.0,0.0,1.0,1.0,4.0,25.0,2.0
1513,Víctor Laguardia,es ESP,DF,Alavés,La Liga,31.0,1989.0,33.8,29.0,16.0,21.0,8.0,0.0,19.0,30.0,63.3,11.0,36.0,24.0,12.0,27.0,56.0,151.0,1.0
1514,Konrad Laimer,at AUT,MF,RB Leipzig,Bundesliga,24.0,1997.0,13.8,38.0,24.0,11.0,22.0,5.0,24.0,53.0,45.3,29.0,29.0,3.0,26.0,4.0,42.0,9.0,0.0
1515,Stefan Lainer,at AUT,DF,M'Gladbach,Bundesliga,28.0,1992.0,16.3,19.0,11.0,9.0,7.0,3.0,12.0,28.0,42.9,16.0,24.0,5.0,19.0,14.0,33.0,31.0,0.0
1516,Diego Lainez,mx MEX,FW,Betis,La Liga,21.0,2000.0,1.6,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,3.0,0.0,3.0,1.0,2.0,0.0,0.0
1517,Adam Lallana,eng ENG,MF,Brighton,Premier League,33.0,1988.0,17.3,34.0,17.0,14.0,14.0,6.0,12.0,41.0,29.3,29.0,16.0,6.0,10.0,16.0,50.0,13.0,1.0
1518,Vassilis Lambropoulos,gr GRE,DF,Bochum,Bundesliga,31.0,1990.0,13.0,18.0,12.0,13.0,3.0,2.0,11.0,25.0,44.0,14.0,21.0,10.0,11.0,17.0,35.0,56.0,0.0
1519,Érik Lamela,ar ARG,"FW,MF",Sevilla,La Liga,29.0,1992.0,11.3,31.0,18.0,12.0,14.0,5.0,10.0,29.0,34.5,19.0,11.0,0.0,11.0,5.0,36.0,3.0,0.0
1520,Mohamed Lamine Bayo,gn GUI,FW,Clermont Foot,Ligue 1,23.0,1998.0,26.8,12.0,5.0,4.0,3.0,5.0,3.0,24.0,12.5,21.0,7.0,1.0,6.0,7.0,19.0,14.0,0.0
1521,Didier Lamkel Zé,cm CMR,FW,Metz,Ligue 1,24.0,1996.0,6.7,3.0,1.0,1.0,0.0,2.0,1.0,3.0,33.3,2.0,3.0,1.0,2.0,1.0,4.0,7.0,0.0
1522,Sam Lammers,nl NED,"FW,MF",Atalanta,Serie A,24.0,1997.0,0.4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1523,Sam Lammers,nl NED,"FW,MF",Eint Frankfurt,Bundesliga,24.0,1997.0,5.7,4.0,4.0,0.0,2.0,2.0,2.0,6.0,33.3,4.0,9.0,2.0,7.0,2.0,6.0,4.0,0.0
1524,Tariq Lamptey,gh GHA,"DF,FW",Brighton,Premier League,20.0,2000.0,17.3,36.0,25.0,14.0,17.0,5.0,15.0,25.0,60.0,10.0,13.0,3.0,10.0,21.0,57.0,23.0,0.0
1525,Manuel Lanzini,ar ARG,"MF,FW",West Ham,Premier League,28.0,1993.0,19.8,28.0,15.0,10.0,11.0,7.0,10.0,35.0,28.6,25.0,16.0,0.0,16.0,19.0,47.0,10.0,0.0
1526,Aymeric Laporte,es ESP,DF,Manchester City,Premier League,27.0,1994.0,31.4,33.0,15.0,22.0,10.0,1.0,14.0,20.0,70.0,6.0,15.0,10.0,5.0,20.0,53.0,64.0,2.0
1527,Julien Laporte,fr FRA,DF,Lorient,Ligue 1,27.0,1993.0,32.1,63.0,45.0,35.0,26.0,2.0,32.0,64.0,50.0,32.0,37.0,22.0,15.0,54.0,117.0,174.0,0.0
1528,Yasser Larouci,dz ALG,DF,Troyes,Ligue 1,20.0,2001.0,3.8,6.0,5.0,2.0,4.0,0.0,3.0,3.0,100.0,0.0,1.0,0.0,1.0,7.0,13.0,5.0,0.0
1529,Kevin Lasagna,it ITA,"MF,FW",Hellas Verona,Serie A,28.0,1992.0,13.2,13.0,7.0,4.0,5.0,4.0,4.0,15.0,26.7,11.0,16.0,0.0,16.0,3.0,16.0,7.0,0.0
1530,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,Premier League,27.0,1993.0,22.9,15.0,7.0,9.0,5.0,1.0,4.0,12.0,33.3,8.0,38.0,28.0,10.0,22.0,37.0,121.0,1.0
1531,Bryan Lasme,fr FRA,FW,Arminia,Bundesliga,22.0,1998.0,9.7,6.0,6.0,1.0,2.0,3.0,0.0,3.0,0.0,3.0,7.0,0.0,7.0,1.0,7.0,9.0,0.0
1532,Paul Lasne,fr FRA,MF,Brest,Ligue 1,32.0,1989.0,9.4,26.0,12.0,6.0,16.0,4.0,8.0,18.0,44.4,10.0,11.0,2.0,9.0,24.0,50.0,10.0,0.0
1534,Latasa,es ESP,FW,Real Madrid,La Liga,20.0,2001.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1535,Toni Lato,es ESP,DF,Valencia,La Liga,23.0,1997.0,6.6,17.0,12.0,12.0,3.0,2.0,9.0,16.0,56.3,7.0,6.0,0.0,6.0,8.0,25.0,14.0,0.0
1536,Armand Lauriente,fr FRA,"FW,MF",Lorient,Ligue 1,22.0,1998.0,27.5,33.0,18.0,9.0,16.0,8.0,11.0,30.0,36.7,19.0,27.0,2.0,25.0,15.0,48.0,3.0,0.0
1537,Darko Lazović,rs SRB,DF,Hellas Verona,Serie A,30.0,1990.0,30.7,36.0,23.0,20.0,8.0,8.0,21.0,39.0,53.8,18.0,28.0,4.0,24.0,19.0,55.0,49.0,1.0
1538,Manuel Lazzari,it ITA,DF,Lazio,Serie A,27.0,1993.0,18.5,28.0,14.0,13.0,15.0,0.0,16.0,26.0,61.5,10.0,10.0,2.0,8.0,12.0,40.0,16.0,1.0
1539,Théo Le Bris,fr FRA,MF,Lorient,Ligue 1,18.0,2002.0,0.7,2.0,1.0,1.0,1.0,0.0,1.0,2.0,50.0,1.0,2.0,0.0,2.0,0.0,2.0,1.0,0.0
1540,Jérémy Le Douaron,fr FRA,"FW,MF",Brest,Ligue 1,23.0,1998.0,16.1,11.0,5.0,4.0,4.0,3.0,1.0,17.0,5.9,16.0,15.0,0.0,15.0,4.0,15.0,14.0,0.0
1541,Enzo Le Fée,fr FRA,"MF,FW",Lorient,Ligue 1,21.0,2000.0,24.4,70.0,44.0,25.0,36.0,9.0,41.0,90.0,45.6,49.0,25.0,1.0,24.0,29.0,99.0,18.0,0.0
1542,Vincent Le Goff,fr FRA,DF,Lorient,Ligue 1,31.0,1989.0,34.0,61.0,38.0,38.0,19.0,4.0,37.0,62.0,59.7,25.0,18.0,3.0,15.0,37.0,98.0,50.0,0.0
1543,Maxime Le Marchand,fr FRA,DF,Strasbourg,Ligue 1,31.0,1989.0,9.6,17.0,8.0,16.0,1.0,0.0,8.0,10.0,80.0,2.0,9.0,5.0,4.0,14.0,31.0,32.0,0.0
1544,Robin Le Normand,fr FRA,DF,Real Sociedad,La Liga,24.0,1996.0,37.0,49.0,32.0,36.0,8.0,5.0,28.0,36.0,77.8,8.0,34.0,22.0,12.0,48.0,97.0,125.0,0.0
1545,Patrick Leal,us USA,FW,Venezia,Serie A,18.0,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1546,Rafael Leão,pt POR,FW,Milan,Serie A,22.0,1999.0,28.9,17.0,7.0,3.0,9.0,5.0,10.0,20.0,50.0,10.0,12.0,1.0,11.0,12.0,29.0,8.0,0.0
1547,Jean-Louis Leca,fr FRA,GK,Lens,Ligue 1,35.0,1985.0,25.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,1.0,1.0,11.0,1.0
1548,Jeremías Ledesma,ar ARG,GK,Cádiz,La Liga,28.0,1993.0,38.0,3.0,1.0,3.0,0.0,0.0,3.0,4.0,75.0,1.0,0.0,0.0,0.0,1.0,4.0,21.0,4.0
1549,Pierre Lees-Melou,fr FRA,MF,Norwich City,Premier League,28.0,1993.0,25.2,58.0,36.0,23.0,29.0,6.0,25.0,92.0,27.2,67.0,37.0,11.0,26.0,25.0,83.0,23.0,0.0
1550,Wu Lei,cn CHN,"FW,MF",Espanyol,La Liga,29.0,1991.0,5.3,3.0,2.0,1.0,2.0,0.0,3.0,8.0,37.5,5.0,4.0,0.0,4.0,4.0,7.0,3.0,0.0
1551,Maxim Leitsch,de GER,DF,Bochum,Bundesliga,23.0,1998.0,17.1,18.0,10.0,9.0,7.0,2.0,10.0,15.0,66.7,5.0,31.0,19.0,12.0,31.0,49.0,74.0,1.0
1552,Lucas Leiva,br BRA,MF,Lazio,Serie A,34.0,1987.0,18.9,55.0,30.0,26.0,25.0,4.0,15.0,53.0,28.3,38.0,27.0,10.0,17.0,28.0,83.0,37.0,0.0
1553,Florian Lejeune,fr FRA,DF,Alavés,La Liga,30.0,1991.0,30.0,33.0,24.0,22.0,10.0,1.0,12.0,20.0,60.0,8.0,30.0,19.0,11.0,31.0,64.0,158.0,0.0
1554,Iñigo Lekue,es ESP,DF,Athletic Club,La Liga,28.0,1993.0,21.4,32.0,23.0,16.0,12.0,4.0,22.0,44.0,50.0,22.0,37.0,12.0,25.0,23.0,55.0,63.0,0.0
1555,Thomas Lemar,fr FRA,MF,Atlético Madrid,La Liga,25.0,1995.0,16.0,24.0,14.0,9.0,12.0,3.0,8.0,23.0,34.8,15.0,18.0,0.0,18.0,8.0,32.0,11.0,0.0
1556,Félix Lemaréchal,ci CIV,MF,Monaco,Ligue 1,17.0,2003.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1557,Mario Lemina,ga GAB,MF,Nice,Ligue 1,27.0,1993.0,21.9,62.0,35.0,25.0,33.0,4.0,28.0,38.0,73.7,10.0,32.0,9.0,23.0,48.0,110.0,37.0,0.0
1558,Fabien Lemoine,fr FRA,MF,Lorient,Ligue 1,34.0,1987.0,12.4,35.0,22.0,20.0,14.0,1.0,17.0,41.0,41.5,24.0,21.0,4.0,17.0,14.0,49.0,24.0,1.0
1560,Tim Lemperle,de GER,"FW,MF",Köln,Bundesliga,19.0,2002.0,1.7,4.0,1.0,2.0,1.0,1.0,1.0,3.0,33.3,2.0,1.0,0.0,1.0,2.0,6.0,2.0,0.0
1561,Ruben Lendinez,es ESP,DF,Valencia,La Liga,18.0,2003.0,1.5,3.0,3.0,1.0,2.0,0.0,3.0,8.0,37.5,5.0,4.0,0.0,4.0,2.0,5.0,6.0,0.0
1562,Clément Lenglet,fr FRA,DF,Barcelona,La Liga,26.0,1995.0,9.2,20.0,11.0,11.0,7.0,2.0,8.0,13.0,61.5,5.0,7.0,3.0,4.0,13.0,33.0,21.0,0.0
1563,Aaron Lennon,eng ENG,"MF,FW",Burnley,Premier League,34.0,1987.0,17.2,33.0,17.0,10.0,13.0,10.0,10.0,34.0,29.4,24.0,26.0,4.0,22.0,9.0,42.0,14.0,0.0
1564,Bernd Leno,de GER,GK,Arsenal,Premier League,29.0,1992.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1565,Christopher Lenz,de GER,DF,Eint Frankfurt,Bundesliga,26.0,1994.0,7.4,29.0,15.0,22.0,6.0,1.0,12.0,21.0,57.1,9.0,9.0,4.0,5.0,7.0,36.0,21.0,0.0
1566,Léo Leroy,fr FRA,MF,Montpellier,Ligue 1,21.0,2000.0,7.0,31.0,21.0,17.0,11.0,3.0,12.0,34.0,35.3,22.0,20.0,4.0,16.0,8.0,39.0,8.0,0.0
1567,Alexandre Letellier,fr FRA,GK,Paris S-G,Ligue 1,30.0,1990.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1568,Robert Lewandowski,pl POL,FW,Bayern Munich,Bundesliga,32.0,1988.0,32.7,10.0,3.0,0.0,6.0,4.0,5.0,17.0,29.4,12.0,17.0,2.0,15.0,6.0,16.0,8.0,0.0
1569,Jamie Leweling,de GER,"FW,MF",Greuther Fürth,Bundesliga,20.0,2001.0,21.8,13.0,8.0,3.0,7.0,3.0,3.0,16.0,18.8,13.0,9.0,0.0,9.0,13.0,26.0,5.0,0.0
1570,Jamal Lewis,nir NIR,DF,Newcastle Utd,Premier League,23.0,1998.0,2.9,8.0,6.0,6.0,1.0,1.0,3.0,4.0,75.0,1.0,3.0,2.0,1.0,3.0,11.0,8.0,0.0
1571,Luca Lezzerini,it ITA,GK,Venezia,Serie A,26.0,1995.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1572,Ben Lhassine Kone,ci CIV,MF,Torino,Serie A,21.0,2000.0,0.9,3.0,3.0,1.0,2.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0
1573,Yanis Lhery,fr FRA,"FW,MF",Saint-Étienne,Ligue 1,18.0,2003.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0
1574,Dimitri Liénard,fr FRA,"DF,MF",Strasbourg,Ligue 1,33.0,1988.0,22.7,71.0,43.0,40.0,21.0,10.0,46.0,77.0,59.7,31.0,12.0,0.0,12.0,21.0,92.0,28.0,0.0
1575,Philipp Lienhart,at AUT,DF,Freiburg,Bundesliga,25.0,1996.0,31.9,24.0,13.0,17.0,6.0,1.0,13.0,24.0,54.2,11.0,33.0,23.0,10.0,50.0,74.0,158.0,1.0
1576,Matthijs de Ligt,nl NED,DF,Juventus,Serie A,21.0,1999.0,29.7,34.0,19.0,21.0,13.0,0.0,15.0,18.0,83.3,3.0,31.0,21.0,10.0,26.0,60.0,103.0,0.0
1577,Isaac Lihadji,fr FRA,"MF,FW",Lille,Ligue 1,19.0,2002.0,2.6,3.0,3.0,1.0,1.0,1.0,1.0,5.0,20.0,4.0,1.0,0.0,1.0,2.0,5.0,0.0,0.0
1578,Anderson Lima,br BRA,MF,Lazio,Serie A,21.0,1999.0,0.7,2.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,2.0,4.0,1.0,0.0
1579,Andreas Linde,se SWE,GK,Greuther Fürth,Bundesliga,28.0,1993.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
1580,Victor Lindelöf,se SWE,DF,Manchester Utd,Premier League,27.0,1994.0,26.2,16.0,11.0,9.0,7.0,0.0,9.0,14.0,64.3,5.0,26.0,17.0,9.0,25.0,41.0,96.0,0.0
1581,Jesper Lindstrøm,dk DEN,"MF,FW",Eint Frankfurt,Bundesliga,21.0,2000.0,22.0,28.0,13.0,6.0,13.0,9.0,12.0,36.0,33.3,24.0,30.0,0.0,30.0,24.0,52.0,11.0,1.0
1582,Karol Linetty,pl POL,"MF,FW",Torino,Serie A,26.0,1995.0,10.0,14.0,8.0,3.0,4.0,7.0,6.0,18.0,33.3,12.0,8.0,0.0,8.0,3.0,17.0,2.0,0.0
1583,Jesse Lingard,eng ENG,"FW,MF",Manchester Utd,Premier League,28.0,1992.0,4.1,9.0,7.0,4.0,3.0,2.0,2.0,6.0,33.3,4.0,4.0,0.0,4.0,0.0,9.0,1.0,0.0
1584,Pol Lirola,es ESP,"DF,FW",Marseille,Ligue 1,23.0,1997.0,19.7,28.0,16.0,15.0,9.0,4.0,13.0,28.0,46.4,15.0,15.0,0.0,15.0,13.0,41.0,22.0,0.0
1586,Valentino Livramento,eng ENG,DF,Southampton,Premier League,18.0,2002.0,24.5,54.0,28.0,30.0,18.0,6.0,27.0,45.0,60.0,18.0,23.0,9.0,14.0,47.0,101.0,50.0,1.0
1587,Dejan Ljubicic,at AUT,"MF,FW",Köln,Bundesliga,23.0,1997.0,21.9,33.0,19.0,12.0,13.0,8.0,13.0,49.0,26.5,36.0,19.0,1.0,18.0,15.0,48.0,11.0,0.0
1588,Javier Llabrés,es ESP,"FW,MF",Mallorca,La Liga,18.0,2002.0,1.5,2.0,1.0,0.0,1.0,1.0,1.0,2.0,50.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0
1589,Diego Llorente,es ESP,DF,Leeds United,Premier League,27.0,1993.0,26.0,53.0,31.0,32.0,19.0,2.0,33.0,47.0,70.2,14.0,35.0,17.0,18.0,40.0,93.0,77.0,2.0
1590,Marcos Llorente,es ESP,"MF,DF",Atlético Madrid,La Liga,26.0,1995.0,27.2,51.0,23.0,25.0,22.0,4.0,28.0,43.0,65.1,15.0,33.0,10.0,23.0,27.0,78.0,44.0,0.0
1591,Hugo Lloris,fr FRA,GK,Tottenham,Premier League,34.0,1986.0,38.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,0.0,0.0,0.0,1.0,2.0,24.0,3.0
1592,Giovani Lo Celso,ar ARG,"MF,FW",Tottenham,Premier League,25.0,1996.0,2.6,8.0,4.0,4.0,2.0,2.0,4.0,10.0,40.0,6.0,6.0,1.0,5.0,1.0,9.0,0.0,1.0
1593,Giovani Lo Celso,ar ARG,"FW,MF",Villarreal,La Liga,25.0,1996.0,11.0,22.0,12.0,8.0,10.0,4.0,9.0,22.0,40.9,13.0,4.0,0.0,4.0,5.0,27.0,3.0,0.0
1594,Julen Lobete,es ESP,"FW,MF",Real Sociedad,La Liga,20.0,2000.0,3.2,4.0,3.0,3.0,0.0,1.0,1.0,2.0,50.0,1.0,6.0,1.0,5.0,1.0,5.0,1.0,0.0
1595,Stanislav Lobotka,sk SVK,MF,Napoli,Serie A,26.0,1994.0,18.7,39.0,24.0,16.0,20.0,3.0,14.0,36.0,38.9,22.0,9.0,1.0,8.0,12.0,51.0,13.0,1.0
1596,Jürgen Locadia,nl NED,"MF,FW",Brighton,Premier League,27.0,1993.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1597,Jürgen Locadia,nl NED,"FW,MF",Bochum,Bundesliga,27.0,1993.0,4.9,4.0,2.0,1.0,0.0,3.0,1.0,1.0,100.0,0.0,1.0,0.0,1.0,1.0,5.0,2.0,0.0
1598,Manuel Locatelli,it ITA,MF,Juventus,Serie A,23.0,1998.0,24.0,44.0,25.0,21.0,16.0,7.0,21.0,47.0,44.7,26.0,43.0,21.0,22.0,22.0,66.0,33.0,0.0
1599,Banzouzi Locko,fr FRA,"MF,DF",Reims,Ligue 1,19.0,2002.0,11.2,28.0,19.0,13.0,11.0,4.0,14.0,24.0,58.3,10.0,20.0,8.0,12.0,14.0,42.0,15.0,0.0
1600,Renan Lodi,br BRA,DF,Atlético Madrid,La Liga,23.0,1998.0,13.1,31.0,18.0,14.0,13.0,4.0,11.0,27.0,40.7,16.0,22.0,4.0,18.0,13.0,44.0,19.0,1.0
1601,Ruben Loftus-Cheek,eng ENG,"MF,DF",Chelsea,Premier League,25.0,1996.0,15.5,29.0,10.0,16.0,11.0,2.0,10.0,19.0,52.6,9.0,15.0,6.0,9.0,11.0,40.0,17.0,0.0
1602,Kevin Long,ie IRL,DF,Burnley,Premier League,30.0,1990.0,4.6,3.0,2.0,1.0,2.0,0.0,1.0,2.0,50.0,1.0,4.0,1.0,3.0,1.0,4.0,20.0,0.0
1603,Shane Long,ie IRL,FW,Southampton,Premier League,34.0,1987.0,3.4,9.0,5.0,2.0,4.0,3.0,1.0,1.0,100.0,0.0,4.0,0.0,4.0,0.0,9.0,2.0,0.0
1604,Sean Longstaff,eng ENG,MF,Newcastle Utd,Premier League,23.0,1997.0,16.3,54.0,34.0,18.0,31.0,5.0,24.0,65.0,36.9,41.0,18.0,6.0,12.0,9.0,63.0,18.0,0.0
1605,Ademola Lookman,ng NGA,"FW,MF",Leicester City,Premier League,23.0,1997.0,16.1,32.0,14.0,10.0,13.0,9.0,10.0,28.0,35.7,18.0,19.0,1.0,18.0,10.0,42.0,4.0,0.0
1606,Anthony Lopes,pt POR,GK,Lyon,Ligue 1,30.0,1990.0,33.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,3.0,12.0,3.0
1607,David López,es ESP,"MF,DF",Espanyol,La Liga,31.0,1989.0,8.3,18.0,13.0,9.0,8.0,1.0,9.0,16.0,56.3,7.0,10.0,8.0,2.0,10.0,28.0,25.0,2.0
