,Player,Squad,Playing Time - MP,Playing Time - Min,Playing Time - Mn/MP,Playing Time - Min%,Playing Time - 90s,Starts - Starts,Starts - Mn/Start,Starts - Compl,Subs - Subs,Subs - Mn/Sub,Subs - unSub,Team Success - PPM,Team Success - onG,Team Success - onGA,Team Success - +/-,Team Success - +/-90,Team Success - On-Off,Team Success (xG) - onxG,Team Success (xG) - onxGA,Team Success (xG) - xG+/-,Team Success (xG) - xG+/-90,Team Success (xG) - On-Off
73,Allan,Napoli,38,2850,75,83.3,31.7,32,0.0,19,6,0.0,0,2.39,62,21,+41,+1.29,+0.19,57.8,21.9,+35.9,+1.13,+0.48
74,Joe Allen,Stoke City,36,3139,87,91.8,34.9,36,0.0,33,0,0.0,1,0.92,30,55,-25,-0.72,+1.85,33.6,52.2,-18.6,-0.53,+1.87
75,Dele Alli,Tottenham,36,2958,82,86.5,32.9,34,0.0,18,2,0.0,0,2.03,63,28,+35,+1.06,+0.48,54.1,25.7,+28.5,+0.87,+0.41
76,Junior Alonso,Lille,34,2781,82,81.3,30.9,30,88,28,4,39,3,0.91,31,53,-22,-0.71,-0.15,26.1,48.4,-22.3,-0.72,-0.84
78,Jose Alonso Lara,Sevilla,1,10,10,0.3,0.1,0,0.0,0,1,10,0,3.00,0,0,0,0.00,+0.24,0.4,0.1,+0.3,+2.68,+2.55
79,Marcos Alonso,Chelsea,33,2855,87,83.5,31.7,33,0.0,28,0,0.0,1,1.85,48,30,+18,+0.57,-0.39,44.0,26.7,+17.3,+0.54,+0.02
80,Ricky Alvarez,Sampdoria,12,267,22,7.8,3.0,2,0.0,0,10,0.0,21,1.83,5,5,0,0.00,+0.11,4.1,4.3,-0.2,-0.06,+0.13
81,Sergio Alvarez,Celta Vigo,17,1476,87,43.2,16.4,16,90,16,1,36,21,1.06,22,29,-7,-0.43,-0.70,24.0,24.2,-0.3,-0.02,-0.01
82,Yeray Alvarez,Athletic Club,8,675,84,19.7,7.5,7,90,7,1,45,6,0.88,7,10,-3,-0.40,-0.24,6.7,8.5,-1.9,-0.25,-0.29
83,Dani Alves,Paris S-G,25,2063,83,60.3,22.9,23,87,21,2,27,7,2.60,65,17,+48,+2.09,+0.04,52.2,20.2,+32.1,+1.40,+0.09
84,Ibrahim Amadou,Lille,30,2405,80,70.3,26.7,30,80,22,0,0.0,0,1.00,29,45,-16,-0.60,+0.29,21.8,40.8,-19.0,-0.71,-0.49
85,Eloi Amagat,Girona,2,15,8,0.4,0.2,0,0.0,0,2,8,2,1.50,1,0,+1,+6.00,+6.26,0.4,0.1,+0.4,+2.23,+2.24
86,Morgan Amalfitano,Rennes,14,746,53,21.8,8.3,10,68,2,4,18,3,0.71,8,16,-8,-0.97,-1.44,8.3,17.2,-8.8,-1.07,-1.38
87,Romain Amalfitano,Dijon,33,2703,82,79.0,30.0,31,87,26,2,9,0,1.33,47,55,-8,-0.27,+0.99,32.2,49.1,-16.9,-0.56,+0.10
88,Daniel Amartey,Leicester City,8,487,61,14.2,5.4,6,0.0,4,2,0.0,11,1.13,7,7,0,0.00,+0.12,6.8,6.9,-0.1,-0.02,-0.09
89,Jordi Amat,Betis,25,2045,82,59.8,22.7,24,84,16,1,28,9,1.60,33,31,+2,+0.09,+0.28,25.4,27.2,-1.8,-0.08,0.00
90,Amath,Getafe,37,2859,77,83.6,31.8,36,79,10,1,22,0,1.49,34,24,+10,+0.31,+0.48,37.6,32.1,+5.5,+0.17,-0.30
91,Jordan Amavi,Marseille,27,2193,81,64.1,24.4,24,87,22,3,35,2,1.89,49,31,+18,+0.74,-0.36,46.9,25.5,+21.4,+0.88,-0.22
92,Stephan Ambrosius,Hamburger SV,1,45,45,1.5,0.5,1,0.0,0,0,0.0,5,1.00,1,1,0,0.00,+0.72,0.7,0.8,0.0,-0.09,+0.45
93,Kelvin Amian,Toulouse,36,3154,88,92.2,35.0,35,89,33,1,24,0,1.03,34,47,-13,-0.37,+0.64,40.5,46.8,-6.3,-0.18,-0.07
94,Nadiem Amiri,Hoffenheim,28,1744,62,57.0,19.4,19,0.0,8,9,0.0,3,1.64,35,31,+4,+0.21,-0.75,30.6,28.9,+1.8,+0.09,-0.01
95,Yanis Ammour,Montpellier,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,Ethan Ampadu,Chelsea,1,11,11,0.3,0.1,0,0.0,0,1,0.0,11,3.00,0,1,-1,-8.18,-8.84,0.0,0.2,-0.2,-1.26,-1.81
97,Nordin Amrabat,Watford,3,198,66,5.8,2.2,3,0.0,1,0,0.0,0,1.67,4,3,+1,+0.45,+1.04,4.4,3.8,+0.6,+0.27,+0.47
98,Nordin Amrabat,Leganés,30,1623,54,47.5,18.0,17,77,6,13,24,0,1.03,18,26,-8,-0.44,+0.01,20.4,23.1,-2.7,-0.15,+0.10
99,Jon Ander Serantes,Leganés,1,90,90,2.6,1.0,1,90,1,0,0.0,2,3.00,3,2,+1,+1.00,+1.49,1.4,2.2,-0.8,-0.77,-0.58
100,Joachim Andersen,Sampdoria,7,546,78,16.0,6.1,6,0.0,6,1,0.0,25,1.29,7,13,-6,-0.99,-1.05,6.5,9.0,-2.5,-0.41,-0.27
101,Felipe Anderson,Lazio,21,1162,55,34.0,12.9,9,0.0,6,12,0.0,2,1.62,33,16,+17,+1.32,+0.40,20.3,15.5,+4.8,+0.37,-0.23
102,Keshi Anderson,Crystal Palace,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,Florin Andone,La Coruña,29,1636,56,47.8,18.2,16,86,10,13,20,5,0.66,17,30,-13,-0.72,+0.55,24.0,23.0,+1.0,+0.06,+0.47
105,Nicolas Andrade,Hellas Verona,36,3240,90,94.7,36.0,36,0.0,35,0,0.0,1,0.69,29,71,-42,-1.17,+1.83,32.4,65.9,-33.5,-0.93,+0.88
106,Benjamin Andre,Rennes,34,3011,89,88.0,33.5,34,89,29,0,0.0,0,1.59,45,36,+9,+0.27,+0.93,43.8,40.6,+3.2,+0.10,+0.70
107,Marco Andreolli,Cagliari,23,1829,80,53.5,20.3,20,0.0,19,3,0.0,14,0.91,16,33,-17,-0.84,-0.21,19.1,29.4,-10.2,-0.50,+0.02
108,Yoann Andreu,Angers,23,2070,90,60.5,23.0,23,90,23,0,0.0,2,1.17,25,26,-1,-0.04,+0.56,29.1,25.7,+3.3,+0.14,+0.24
109,Miguel Angel Guerrero,Leganés,22,1442,66,42.2,16.0,15,87,12,7,20,2,1.05,17,24,-7,-0.44,+0.02,16.4,23.1,-6.7,-0.42,-0.38
110,Jose Angel,Eibar,30,2426,81,70.9,27.0,28,85,21,2,30,5,1.37,31,35,-4,-0.15,+0.03,29.6,32.5,-2.9,-0.11,-0.05
111,Miguel Angel Moya,Atlético Madrid,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,Miguel Angel Moya,Real Sociedad,9,764,85,22.3,8.5,9,85,8,0,0.0,2,1.22,9,8,+1,+0.12,-0.09,8.9,9.2,-0.3,-0.03,-0.15
113,Miguel Angel Rubio,Getafe,1,29,29,0.8,0.3,0,0.0,0,1,29,0,3.00,1,0,+1,+3.10,+2.89,1.3,0.6,+0.7,+2.10,+1.90
114,Gabriele Angella,Udinese,12,893,74,26.1,9.9,9,0.0,7,3,0.0,7,0.75,15,16,-1,-0.10,+0.40,12.5,14.2,-1.8,-0.18,-0.02
115,Cristian Ansaldi,Torino,25,1872,75,54.7,20.8,20,0.0,17,5,0.0,3,1.48,26,27,-1,-0.05,-0.57,26.1,28.8,-2.7,-0.13,-0.23
116,Cristian Ansaldi,Inter,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,Luca Antei,Benevento,8,592,74,17.3,6.6,8,0.0,5,0,0.0,2,0.00,4,18,-14,-2.13,-0.95,5.8,15.1,-9.2,-1.41,-0.59
118,Mirco Antenucci,SPAL,33,2571,78,75.2,28.6,28,0.0,21,5,0.0,2,1.09,33,40,-7,-0.25,+1.13,27.2,42.4,-15.2,-0.53,+0.19
119,Waldemar Anton,Hannover 96,27,2278,84,74.4,25.3,26,0.0,25,1,0.0,1,1.26,32,35,-3,-0.12,+0.69,33.6,39.7,-6.1,-0.24,+0.32
120,Luca Antonelli,Milan,6,144,24,4.2,1.6,1,0.0,0,5,0.0,24,2.17,2,3,-1,-0.62,-1.04,1.8,1.4,+0.4,+0.28,-0.10
121,Michail Antonio,West Ham,21,1354,64,39.6,15.0,16,0.0,8,5,0.0,0,1.05,13,23,-10,-0.66,-0.23,13.1,20.3,-7.2,-0.48,+0.01
122,Mirko Antonucci,Roma,2,31,16,0.9,0.3,0,0.0,0,2,0.0,14,0.50,1,1,0,0.00,-0.88,1.1,1.2,-0.2,-0.49,-1.18
123,Vitorino Antunes,Getafe,34,2799,82,81.8,31.1,31,90,31,3,3,2,1.41,34,31,+3,+0.10,-0.77,41.8,34.4,+7.4,+0.24,+0.07
124,Dennis Aogo,Stuttgart,29,1954,67,63.9,21.7,22,0.0,14,7,0.0,3,1.55,21,25,-4,-0.18,-0.51,24.9,28.6,-3.7,-0.17,-0.22
125,Houssem Aouar,Lyon,32,2433,76,71.1,27.0,27,86,18,5,22,4,2.00,62,30,+32,+1.18,+0.09,48.4,31.2,+17.2,+0.63,+0.08
126,Alberto Aquilani,Las Palmas,21,1297,62,37.9,14.4,15,80,8,6,17,11,0.57,11,26,-15,-1.04,+0.44,15.4,29.2,-13.8,-0.96,-0.19
127,Mauro Arambarri,Getafe,27,2124,79,62.1,23.6,26,82,14,1,2,0,1.30,26,25,+1,+0.04,-0.51,27.7,23.1,+4.6,+0.19,-0.08
128,Mattia Aramu,Torino,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,Guilherme Arana,Sevilla,3,193,64,5.6,2.1,2,90,2,1,13,5,1.00,2,4,-2,-0.93,-0.74,2.9,2.3,+0.6,+0.29,+0.17
131,Charles Aranguiz,Leverkusen,27,2302,85,75.2,25.6,27,0.0,22,0,0.0,3,1.63,41,29,+12,+0.47,+0.23,42.9,26.6,+16.3,+0.64,+0.36
132,Luiz Araujo,Lille,34,2018,59,59.0,22.4,24,72,10,10,29,3,0.82,25,41,-16,-0.71,-0.07,23.4,33.3,-10.0,-0.44,+0.30
133,Sergio Araujo,Las Palmas,2,39,20,1.1,0.4,0,0.0,0,2,20,0,0.00,0,2,-2,-4.62,-3.34,1.0,0.5,+0.5,+1.17,+2.04
134,Anaitz Arbilla,Eibar,29,2414,83,70.6,26.8,26,90,26,3,25,1,1.41,35,37,-2,-0.07,+0.28,30.8,30.3,+0.4,+0.02,+0.37
135,Roberto Olabe del Arco,Atlético Madrid,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,Markel Areitio,Eibar,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,Alphonse Areola,Paris S-G,34,3060,90,89.5,34.0,34,90,34,0,0.0,3,2.47,101,25,+76,+2.24,+1.49,79.5,29.8,+49.7,+1.46,+0.95
138,Scott Arfield,Burnley,18,1333,74,39.0,14.8,15,0.0,9,3,0.0,8,1.11,7,15,-8,-0.54,-0.76,8.6,23.7,-15.0,-1.01,-0.85
139,Samuel Armenteros,Benevento,9,429,48,12.5,4.8,5,0.0,1,4,0.0,8,0.00,3,11,-8,-1.68,-0.38,3.6,13.1,-9.5,-1.99,-1.23
140,Yoel Armougom,Caen,4,139,35,4.1,1.5,1,90,1,3,16,11,1.00,0,3,-3,-1.94,-1.34,1.6,3.2,-1.6,-1.03,-0.93
141,Jose Arnaiz,Barcelona,1,6,6,0.2,0.1,0,0.0,0,1,6,0,3.00,1,0,+1,+15.00,+13.18,0.5,0.1,+0.4,+7.93,+6.85
142,Marko Arnautovic,West Ham,31,2313,75,67.6,25.7,28,0.0,14,3,0.0,1,1.06,34,48,-14,-0.54,-0.06,25.4,36.5,-11.1,-0.43,+0.16
143,Maximilian Arnold,Wolfsburg,29,2454,85,80.2,27.3,28,0.0,26,1,0.0,1,0.97,30,37,-7,-0.26,+0.49,28.3,41.5,-13.2,-0.48,+0.20
144,Jann-Fiete Arp,Hamburger SV,18,850,47,27.8,9.4,8,0.0,3,10,0.0,2,0.83,11,10,+1,+0.11,+1.12,10.0,15.0,-5.0,-0.53,0.00
145,Alejandro Arribas,La Coruña,3,270,90,7.9,3.0,3,90,3,0,0.0,7,1.00,3,6,-3,-1.00,0.00,3.8,5.8,-2.0,-0.67,-0.52
146,Kepa Arrizabalaga,Athletic Club,30,2700,90,78.9,30.0,30,90,30,0,0.0,1,1.00,31,43,-12,-0.40,-0.90,38.5,40.3,-1.9,-0.06,-0.22
147,Harry Arter,Bournemouth,13,960,74,28.1,10.7,11,0.0,7,2,0.0,11,1.31,10,13,-3,-0.28,+0.19,8.7,15.2,-6.4,-0.60,-0.09
148,Aythami Artiles,Las Palmas,3,184,61,5.4,2.0,2,90,2,1,4,4,1.00,3,3,0,0.00,+1.39,2.5,3.4,-0.8,-0.41,+0.45
149,Kwadwo Asamoah,Juventus,19,1568,83,45.8,17.4,18,0.0,15,1,0.0,18,2.21,28,10,+18,+1.03,-1.11,23.5,12.8,+10.7,+0.61,-0.22
150,Takuma Asano,Stuttgart,15,721,48,23.6,8.0,7,0.0,3,8,0.0,6,0.93,6,10,-4,-0.50,-0.65,9.7,9.7,-0.1,-0.01,+0.11
151,Santiago Ascacibar,Stuttgart,29,2381,82,77.8,26.5,27,0.0,18,2,0.0,0,1.52,26,22,+4,+0.15,+0.68,30.4,31.1,-0.7,-0.03,+0.30
152,Sergio Asenjo,Villarreal,23,2070,90,60.5,23.0,23,90,23,0,0.0,2,1.70,33,30,+3,+0.13,-0.14,32.5,34.6,-2.2,-0.10,-0.23
153,Marco Asensio,Real Madrid,32,1844,58,53.9,20.5,19,83,12,13,21,3,1.94,51,24,+27,+1.32,0.00,47.9,22.0,+25.9,+1.26,+0.33
