Player,Unnamed: 0,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Starts,Playing Time - Min,Playing Time - 90s,Performance - Gls,Performance - Ast,Performance - G-PK,Performance - PK,Performance - PKatt,Performance - CrdY,Performance - CrdR,Per 90 Minutes - Gls,Per 90 Minutes - Ast,Per 90 Minutes - G+A,Per 90 Minutes - G-PK,Per 90 Minutes - G+A-PK,Expected - xG,Expected - npxG,Expected - xAG,Expected - npxG+xAG,Per 90 Minutes - xG,Per 90 Minutes - xAG,Per 90 Minutes - xG+xAG,Per 90 Minutes - npxG,Per 90 Minutes - npxG+xAG
Sergio Canales,464,ESP,"FW,MF",Betis,es La Liga,30.0,1991.0,34.0,33.0,2791.0,31.0,5.0,8.0,5.0,0.0,0.0,6.0,0.0,0.16,0.26,0.42,0.16,0.42,4.8,4.8,5.5,10.3,0.15,0.18,0.33,0.15,0.33
Matteo Cancellieri,465,ITA,"MF,DF",Hellas Verona,it Serie A,19.0,2002.0,12.0,1.0,227.0,2.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.4,0.0,0.4,0.4,0.4,0.2,0.2,0.2,0.5,0.08,0.1,0.18,0.08,0.18
João Cancelo,466,PRT,DF,Manchester City,eng Premier League,27.0,1994.0,36.0,36.0,3227.0,35.9,1.0,7.0,1.0,0.0,0.0,7.0,0.0,0.03,0.2,0.22,0.03,0.22,5.1,5.1,6.1,11.2,0.14,0.17,0.31,0.14,0.31
Fali Candé,468,GNB,DF,Metz,fr Ligue 1,23.0,1998.0,11.0,11.0,973.0,10.8,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.18,0.18,0.0,0.18,0.3,0.3,1.4,1.7,0.03,0.13,0.16,0.03,0.16
Antonio Candreva,469,ITA,"MF,FW",Sampdoria,it Serie A,34.0,1987.0,36.0,36.0,3119.0,34.7,7.0,10.0,6.0,1.0,2.0,6.0,1.0,0.2,0.29,0.49,0.17,0.46,7.0,5.4,8.7,14.2,0.2,0.25,0.45,0.16,0.41
Sergi Canós,470,ESP,"DF,FW",Brentford,eng Premier League,24.0,1997.0,31.0,25.0,2083.0,23.1,3.0,2.0,3.0,0.0,0.0,8.0,1.0,0.13,0.09,0.22,0.13,0.22,3.4,3.4,1.9,5.3,0.14,0.08,0.23,0.14,0.23
Álex Cantero,471,ESP,"FW,MF",Levante,es La Liga,21.0,2000.0,25.0,4.0,610.0,6.8,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.15,0.15,0.0,0.15,2.4,2.4,0.5,2.9,0.35,0.08,0.42,0.35,0.42
Todd Cantwell,472,GBR,"FW,MF",Norwich City,eng Premier League,23.0,1998.0,8.0,5.0,441.0,4.9,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.4,0.05,0.03,0.08,0.05,0.08
Ander Capa,473,ESP,DF,Athletic Club,es La Liga,29.0,1992.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.85,0.85,0.85
Pierrick Capelle,474,FRA,"MF,DF",Angers,fr Ligue 1,34.0,1987.0,30.0,12.0,1193.0,13.3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.08,0.08,0.0,0.08,1.6,1.6,2.0,3.7,0.12,0.15,0.28,0.12,0.28
Leonardo Capezzi,475,ITA,MF,Salernitana,it Serie A,26.0,1995.0,5.0,2.0,175.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Étienne Capoue,476,FRA,MF,Villarreal,es La Liga,33.0,1988.0,30.0,26.0,2290.0,25.4,1.0,1.0,1.0,0.0,0.0,9.0,0.0,0.04,0.04,0.08,0.04,0.08,0.8,0.8,0.7,1.5,0.03,0.03,0.06,0.03,0.06
Gianluca Caprari,477,ITA,"MF,FW",Hellas Verona,it Serie A,28.0,1993.0,35.0,33.0,2739.0,30.4,12.0,7.0,10.0,2.0,2.0,4.0,0.0,0.39,0.23,0.62,0.33,0.56,8.1,6.5,7.6,14.1,0.27,0.25,0.52,0.21,0.46
Francesco Caputo,478,ITA,FW,Sampdoria,it Serie A,33.0,1987.0,36.0,31.0,2790.0,31.0,11.0,3.0,11.0,0.0,1.0,0.0,0.0,0.35,0.1,0.45,0.35,0.45,10.4,9.4,3.8,13.2,0.33,0.12,0.46,0.3,0.43
Maxence Caqueret,480,FRA,MF,Lyon,fr Ligue 1,21.0,2000.0,31.0,26.0,2335.0,25.9,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.1,3.0,0.04,0.08,0.12,0.04,0.12
Andrea Carboni,481,ITA,DF,Cagliari,it Serie A,20.0,2001.0,30.0,25.0,2215.0,24.6,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.1,1.1,0.04,0.01,0.04,0.04,0.04
Isaac Carcelen,482,ESP,"DF,MF",Cádiz,es La Liga,28.0,1993.0,25.0,17.0,1544.0,17.2,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.06,0.06,0.0,0.06,0.5,0.5,0.6,1.1,0.03,0.03,0.06,0.03,0.06
Cárdenas,483,ESP,GK,Levante,es La Liga,24.0,1997.0,24.0,24.0,2160.0,24.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Irvin Cardona,484,FRA,"FW,MF",Brest,fr Ligue 1,23.0,1997.0,32.0,13.0,1334.0,14.8,4.0,2.0,4.0,0.0,0.0,2.0,0.0,0.27,0.13,0.4,0.27,0.4,3.4,3.4,2.1,5.5,0.23,0.14,0.37,0.23,0.37
Igor Carioca,485,BRA,DF,Lorient,fr Ligue 1,24.0,1996.0,28.0,17.0,1578.0,17.5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.7,1.2,0.03,0.04,0.07,0.03,0.07
Carlo,486,ESP,MF,Villarreal,es La Liga,20.0,2001.0,1.0,0.0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diego Carlos,487,BRA,DF,Sevilla,es La Liga,28.0,1993.0,34.0,34.0,2957.0,32.9,3.0,0.0,3.0,0.0,0.0,4.0,1.0,0.09,0.0,0.09,0.09,0.09,2.4,2.4,0.6,3.0,0.07,0.02,0.09,0.07,0.09
Carmona,488,ESP,DF,Sevilla,es La Liga,19.0,2002.0,1.0,0.0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yannick Carrasco,489,BEL,"FW,MF",Atlético Madrid,es La Liga,27.0,1993.0,34.0,28.0,2583.0,28.7,6.0,6.0,4.0,2.0,2.0,5.0,0.0,0.21,0.21,0.42,0.14,0.35,6.0,4.9,7.7,12.6,0.21,0.27,0.48,0.17,0.44
Guido Carrillo,490,ARG,FW,Elche,es La Liga,30.0,1991.0,29.0,11.0,1168.0,13.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.15,0.0,0.15,0.15,0.15,2.9,2.9,0.4,3.2,0.22,0.03,0.25,0.22,0.25
Dani Carvajal,491,ESP,DF,Real Madrid,es La Liga,29.0,1992.0,24.0,17.0,1551.0,17.2,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.06,0.17,0.23,0.06,0.23,0.7,0.7,2.5,3.1,0.04,0.14,0.18,0.04,0.18
William Carvalho,492,PRT,MF,Betis,es La Liga,29.0,1992.0,33.0,20.0,1805.0,20.1,2.0,3.0,2.0,0.0,0.0,6.0,0.0,0.1,0.15,0.25,0.1,0.25,4.0,4.0,2.0,5.9,0.2,0.1,0.29,0.2,0.29
Nicolò Casale,494,ITA,DF,Hellas Verona,it Serie A,23.0,1998.0,36.0,30.0,2586.0,28.7,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.03,0.03,0.0,0.03,0.8,0.8,1.1,1.9,0.03,0.04,0.07,0.03,0.07
Casemiro,495,BRA,MF,Real Madrid,es La Liga,29.0,1992.0,32.0,31.0,2569.0,28.5,1.0,3.0,1.0,0.0,0.0,11.0,0.0,0.04,0.11,0.14,0.04,0.14,2.6,2.6,3.4,6.0,0.09,0.12,0.21,0.09,0.21
Matty Cash,496,POL,DF,Aston Villa,eng Premier League,23.0,1997.0,38.0,38.0,3377.0,37.5,4.0,3.0,4.0,0.0,0.0,8.0,0.0,0.11,0.08,0.19,0.11,0.19,3.4,3.4,3.3,6.7,0.09,0.09,0.18,0.09,0.18
Kiko Casilla,497,ESP,GK,Elche,es La Liga,34.0,1986.0,14.0,14.0,1260.0,14.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.01,0.01,0.0,0.01
Moreto Cassamã,498,GNB,MF,Reims,fr Ligue 1,23.0,1998.0,17.0,11.0,801.0,8.9,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.22,0.0,0.22,0.22,0.22,0.7,0.7,0.6,1.3,0.08,0.07,0.15,0.08,0.15
Francesco Cassata,499,ITA,MF,Genoa,it Serie A,24.0,1997.0,1.0,0.0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Timothy Castagne,500,BEL,DF,Leicester City,eng Premier League,25.0,1995.0,27.0,22.0,2127.0,23.6,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.04,0.0,0.04,0.04,0.04,0.9,0.9,1.6,2.4,0.04,0.07,0.1,0.04,0.1
Koen Casteels,501,BEL,GK,Wolfsburg,de Bundesliga,29.0,1992.0,28.0,28.0,2520.0,28.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jean-Charles Castelletto,502,CMR,DF,Nantes,fr Ligue 1,26.0,1995.0,28.0,28.0,2510.0,27.9,1.0,0.0,1.0,0.0,0.0,8.0,0.0,0.04,0.0,0.04,0.04,0.04,1.9,1.9,0.3,2.1,0.07,0.01,0.08,0.07,0.08
Samu Castillejo,503,ESP,"FW,MF",Milan,it Serie A,26.0,1995.0,5.0,1.0,125.0,1.4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.07,0.15,0.22,0.07,0.22
Gonzalo Castro,504,DEU,"MF,FW",Arminia,de Bundesliga,34.0,1987.0,12.0,4.0,436.0,4.8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.21,0.21,0.41,0.21,0.41,0.9,0.9,0.4,1.3,0.18,0.08,0.26,0.18,0.26
Jonny Castro,505,ESP,DF,Wolves,eng Premier League,27.0,1994.0,13.0,10.0,1024.0,11.4,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.18,0.0,0.18,0.18,0.18,1.0,1.0,1.5,2.5,0.09,0.13,0.22,0.09,0.22
Gaetano Castrovilli,506,ITA,MF,Fiorentina,it Serie A,24.0,1997.0,23.0,16.0,1391.0,15.5,1.0,1.0,1.0,0.0,0.0,4.0,0.0,0.06,0.06,0.13,0.06,0.13,1.2,1.2,0.8,2.1,0.08,0.05,0.13,0.08,0.13
Danilo Cataldi,507,ITA,MF,Lazio,it Serie A,26.0,1994.0,32.0,19.0,1707.0,19.0,1.0,2.0,1.0,0.0,0.0,8.0,0.0,0.05,0.11,0.16,0.05,0.16,0.5,0.5,3.9,4.4,0.03,0.21,0.23,0.03,0.23
Catena,508,ESP,DF,Rayo Vallecano,es La Liga,26.0,1994.0,36.0,36.0,3240.0,36.0,2.0,2.0,2.0,0.0,0.0,8.0,0.0,0.06,0.06,0.11,0.06,0.11,1.8,1.8,0.9,2.7,0.05,0.02,0.07,0.05,0.07
Craig Cathcart,509,NIC,DF,Watford,eng Premier League,32.0,1989.0,31.0,27.0,2396.0,26.6,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.04,0.04,0.0,0.04,0.2,0.2,1.1,1.3,0.01,0.04,0.05,0.01,0.05
Edinson Cavani,510,URY,FW,Manchester Utd,eng Premier League,34.0,1987.0,15.0,7.0,766.0,8.5,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.23,0.12,0.35,0.23,0.35,3.3,3.3,1.3,4.6,0.39,0.15,0.54,0.39,0.54
Dani Ceballos,511,ESP,MF,Real Madrid,es La Liga,24.0,1996.0,11.0,2.0,276.0,3.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.7,0.2,0.9,0.25,0.07,0.32,0.24,0.31
Pietro Ceccaroni,512,ITA,DF,Venezia,it Serie A,25.0,1995.0,35.0,35.0,3122.0,34.7,2.0,1.0,2.0,0.0,0.0,7.0,1.0,0.06,0.03,0.09,0.06,0.09,2.7,2.7,0.8,3.5,0.08,0.02,0.1,0.08,0.1
Federico Ceccherini,513,ITA,DF,Hellas Verona,it Serie A,29.0,1992.0,34.0,29.0,2358.0,26.2,1.0,0.0,1.0,0.0,0.0,12.0,1.0,0.04,0.0,0.04,0.04,0.04,2.0,2.0,0.7,2.7,0.08,0.03,0.1,0.08,0.1
Emil Ceide,514,NOR,"FW,MF",Sassuolo,it Serie A,19.0,2001.0,6.0,0.0,53.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zeki Çelik,515,TUR,DF,Lille,fr Ligue 1,24.0,1997.0,32.0,30.0,2696.0,30.0,2.0,3.0,2.0,0.0,0.0,10.0,0.0,0.07,0.1,0.17,0.07,0.17,1.6,1.6,1.8,3.4,0.05,0.06,0.11,0.05,0.11
Fabien Centonze,516,FRA,DF,Metz,fr Ligue 1,25.0,1996.0,19.0,18.0,1586.0,17.6,4.0,1.0,4.0,0.0,0.0,3.0,0.0,0.23,0.06,0.28,0.23,0.28,1.0,1.0,0.7,1.7,0.06,0.04,0.1,0.06,0.1
Luca Ceppitelli,517,ITA,DF,Cagliari,it Serie A,31.0,1989.0,24.0,16.0,1445.0,16.1,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.06,0.06,0.12,0.06,0.12,0.5,0.5,0.4,0.9,0.03,0.02,0.06,0.03,0.06
Franco Cervi,518,ARG,MF,Celta Vigo,es La Liga,27.0,1994.0,33.0,21.0,1801.0,20.0,4.0,3.0,4.0,0.0,0.0,5.0,0.0,0.2,0.15,0.35,0.2,0.35,3.2,3.2,1.2,4.4,0.16,0.06,0.22,0.16,0.22
Leonardo César Jardim,520,BRA,GK,Lille,fr Ligue 1,26.0,1995.0,17.0,17.0,1530.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
Damir Ceter,521,COL,FW,Cagliari,it Serie A,23.0,1997.0,1.0,0.0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julian Chabot,522,DEU,DF,Sampdoria,it Serie A,23.0,1998.0,11.0,4.0,490.0,5.4,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.01,0.0,0.01,0.01,0.01
El Chadaille Bitshiabu,524,FRA,DF,Paris S-G,fr Ligue 1,16.0,2005.0,1.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nassim Chadli,525,FRA,"MF,DF",Troyes,fr Ligue 1,20.0,2001.0,8.0,1.0,96.0,1.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.18,0.03,0.21,0.18,0.21
Kayky Chagas,526,BRA,FW,Manchester City,eng Premier League,18.0,2003.0,1.0,0.0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mehdi Chahiri,527,MAR,DF,Strasbourg,fr Ligue 1,25.0,1996.0,1.0,0.0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trevoh Chalobah,528,GBR,DF,Chelsea,eng Premier League,22.0,1999.0,20.0,17.0,1449.0,16.1,3.0,1.0,3.0,0.0,0.0,2.0,0.0,0.19,0.06,0.25,0.19,0.25,1.3,1.3,0.4,1.7,0.08,0.03,0.11,0.08,0.11
Calum Chambers,529,GBR,DF,Arsenal,eng Premier League,26.0,1995.0,2.0,2.0,170.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.05,0.04,0.09,0.05,0.09
Dylan Chambost,531,FRA,"MF,FW",Troyes,fr Ligue 1,23.0,1997.0,19.0,9.0,753.0,8.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.12,0.6,0.6,0.7,1.3,0.07,0.08,0.15,0.07,0.15
Timothy Chandler,532,USA,DF,Eint Frankfurt,de Bundesliga,31.0,1990.0,17.0,15.0,1212.0,13.5,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.9,1.6,0.05,0.07,0.12,0.05,0.12
Chapela,533,ESP,"MF,FW",Cádiz,es La Liga,22.0,1999.0,9.0,4.0,398.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.03,0.04,0.07,0.03,0.07
Brendan Chardonnet,534,FRA,DF,Brest,fr Ligue 1,26.0,1994.0,32.0,31.0,2686.0,29.8,3.0,0.0,3.0,0.0,0.0,6.0,1.0,0.1,0.0,0.1,0.1,0.1,1.8,1.8,0.9,2.7,0.06,0.03,0.09,0.06,0.09
Xavier Chavalerin,535,FRA,MF,Troyes,fr Ligue 1,30.0,1991.0,34.0,31.0,2717.0,30.2,5.0,2.0,5.0,0.0,0.0,4.0,0.0,0.17,0.07,0.23,0.17,0.23,1.9,1.9,4.0,5.9,0.06,0.13,0.2,0.06,0.2
Justin Che,537,USA,"FW,DF",Hoffenheim,de Bundesliga,17.0,2003.0,2.0,0.0,41.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.3,0.0,0.3,0.3,0.3
Chema,538,ESP,MF,Getafe,es La Liga,29.0,1992.0,1.0,1.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.06,0.07,0.14,0.06,0.14
Rayan Cherki,539,FRA,"FW,MF",Lyon,fr Ligue 1,17.0,2003.0,16.0,3.0,440.0,4.9,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.2,0.0,0.2,0.8,0.8,1.0,1.9,0.17,0.21,0.38,0.17,0.38
Denis Cheryshev,540,RUS,"MF,FW",Valencia,es La Liga,30.0,1990.0,17.0,5.0,563.0,6.3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.16,0.16,0.0,0.16,1.1,1.1,0.4,1.6,0.18,0.07,0.25,0.18,0.25
Daniel Chesters,541,GBR,MF,West Ham,eng Premier League,19.0,2002.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Giorgio Chiellini,542,ITA,DF,Juventus,it Serie A,36.0,1984.0,21.0,16.0,1354.0,15.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.4,1.2,0.05,0.02,0.08,0.05,0.08
Federico Chiesa,543,ITA,"MF,FW",Juventus,it Serie A,23.0,1997.0,14.0,11.0,863.0,9.6,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.21,0.21,0.42,0.21,0.42,2.8,2.8,1.3,4.1,0.29,0.14,0.42,0.29,0.42
Ben Chilwell,544,GBR,DF,Chelsea,eng Premier League,24.0,1996.0,7.0,6.0,542.0,6.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.5,0.17,0.66,0.5,0.66,1.0,1.0,1.2,2.1,0.16,0.19,0.35,0.16,0.35
Chiquinho,546,PRT,"DF,FW",Wolves,eng Premier League,21.0,2000.0,8.0,1.0,208.0,2.3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,1.3,0.0,1.3,0.4,0.4,0.8,1.1,0.15,0.33,0.48,0.15,0.48
Vlad Chiricheș,547,ROU,DF,Sassuolo,it Serie A,31.0,1989.0,29.0,27.0,2300.0,25.6,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.7,0.03,0.0,0.03,0.03,0.03
Pedro Chirivella,548,ESP,MF,Nantes,fr Ligue 1,24.0,1997.0,31.0,31.0,2637.0,29.3,3.0,1.0,3.0,0.0,0.0,6.0,0.0,0.1,0.03,0.14,0.1,0.14,1.2,1.2,1.5,2.6,0.04,0.05,0.09,0.04,0.09
Joris Chotard,549,FRA,MF,Montpellier,fr Ligue 1,19.0,2001.0,36.0,33.0,2935.0,32.6,1.0,1.0,1.0,0.0,0.0,5.0,0.0,0.03,0.03,0.06,0.03,0.06,1.1,1.1,0.9,2.0,0.04,0.03,0.06,0.04,0.06
Hamza Choudhury,550,GBR,"DF,MF",Leicester City,eng Premier League,23.0,1997.0,6.0,4.0,285.0,3.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
Andreas Christensen,551,DNK,DF,Chelsea,eng Premier League,25.0,1996.0,19.0,17.0,1496.0,16.6,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.3,0.7,0.03,0.02,0.04,0.03,0.04
Max Christiansen,552,DEU,MF,Greuther Fürth,de Bundesliga,24.0,1996.0,27.0,22.0,2054.0,22.8,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.7,1.2,0.02,0.03,0.05,0.02,0.05
Carney Chukwuemeka,553,GBR,"MF,FW",Aston Villa,eng Premier League,17.0,2003.0,12.0,2.0,301.0,3.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.6,0.6,0.9,1.5,0.18,0.27,0.45,0.18,0.45
Samuel Chukwueze,554,NGA,"MF,FW",Villarreal,es La Liga,22.0,1999.0,27.0,12.0,1333.0,14.8,3.0,3.0,3.0,0.0,0.0,4.0,0.0,0.2,0.2,0.41,0.2,0.41,4.5,4.5,4.9,9.4,0.3,0.33,0.64,0.3,0.64
Víctor Chust,555,ESP,DF,Cádiz,es La Liga,21.0,2000.0,25.0,20.0,1830.0,20.3,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.9,0.04,0.0,0.04,0.04,0.04
Riccardo Ciervo,556,ITA,"MF,DF",Sampdoria,it Serie A,19.0,2002.0,10.0,1.0,227.0,2.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.1,0.1,0.2,0.4,0.06,0.09,0.14,0.06,0.14
Jasper Cillessen,557,NLD,GK,Valencia,es La Liga,32.0,1989.0,17.0,17.0,1457.0,16.2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.06,0.06,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pathé Ciss,558,SEN,MF,Rayo Vallecano,es La Liga,27.0,1994.0,31.0,11.0,1097.0,12.2,2.0,1.0,2.0,0.0,0.0,5.0,0.0,0.16,0.08,0.25,0.16,0.25,1.7,1.7,0.6,2.3,0.14,0.05,0.19,0.14,0.19
Moustapha Cissé,559,GIN,FW,Atalanta,it Serie A,17.0,2003.0,3.0,0.0,38.0,0.4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.37,0.0,2.37,2.37,2.37,0.6,0.6,0.0,0.6,1.36,0.0,1.36,1.36,1.36
Giorgio Cittadini,560,ITA,DF,Atalanta,it Serie A,19.0,2002.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ciaran Clark,561,IRL,DF,Newcastle Utd,eng Premier League,31.0,1989.0,13.0,12.0,1014.0,11.3,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.09,0.09,0.0,0.09,1.3,1.3,0.4,1.7,0.12,0.03,0.15,0.12,0.15
Alexis Claude-Maurice,562,FRA,MF,Nice,fr Ligue 1,23.0,1998.0,10.0,0.0,209.0,2.3,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.86,0.86,0.0,0.86,0.4,0.4,0.9,1.3,0.18,0.39,0.57,0.18,0.57
Jonathan Clauss,563,FRA,DF,Lens,fr Ligue 1,28.0,1992.0,37.0,35.0,3046.0,33.8,5.0,11.0,5.0,0.0,0.0,3.0,0.0,0.15,0.33,0.47,0.15,0.47,3.0,3.0,8.2,11.3,0.09,0.24,0.33,0.09,0.33
Carlos Clerc,564,ESP,DF,Levante,es La Liga,29.0,1992.0,19.0,18.0,1514.0,16.8,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.0,1.4,0.02,0.06,0.08,0.02,0.08
Tom Cleverley,565,GBR,MF,Watford,eng Premier League,31.0,1989.0,28.0,20.0,1616.0,18.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.11,0.11,0.0,0.11,0.9,0.9,2.2,3.1,0.05,0.12,0.17,0.05,0.17
Nathaniel Clyne,566,GBR,DF,Crystal Palace,eng Premier League,30.0,1991.0,16.0,15.0,1351.0,15.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.07,0.07,0.0,0.07,0.1,0.1,0.6,0.7,0.01,0.04,0.05,0.01,0.05
Conor Coady,567,GBR,DF,Wolves,eng Premier League,28.0,1993.0,38.0,38.0,3361.0,37.3,4.0,0.0,4.0,0.0,0.0,4.0,0.0,0.11,0.0,0.11,0.11,0.11,2.9,2.9,0.1,3.0,0.08,0.0,0.08,0.08,0.08
