,# Pl,Playing Time - MP,Playing Time - Min,Playing Time - Mn/MP,Playing Time - Min%,Playing Time - 90s,Starts - Starts,Starts - Mn/Start,Starts - Compl,Subs - Subs,Subs - Mn/Sub,Subs - unSub,Team Success - PPM,Team Success - onG,Team Success - onGA,Team Success - +/-,Team Success - +/-90,Team Success (xG) - onxG,Team Success (xG) - onxGA,Team Success (xG) - xG+/-,Team Success (xG) - xG+/-90
0,36,38,3420,90,100,38.0,418,81,239,172,21,164,0.68,23,74,-51,-1.34,36.1,53.9,-17.8,-0.47
1,29,38,3420,90,100,38.0,418,81,229,187,21,254,1.08,49,65,-16,-0.42,45.5,62.5,-17.0,-0.45
2,33,38,3420,90,100,38.0,418,81,256,157,22,184,0.47,33,81,-48,-1.26,40.9,61.7,-20.8,-0.55
3,26,38,3420,90,100,38.0,418,85,270,150,15,192,2.21,88,43,45,1.18,71.9,42.0,29.9,0.79
4,26,38,3420,90,100,38.0,418,83,274,144,20,193,1.61,51,46,5,0.13,50.2,52.5,-2.2,-0.06
5,27,38,3420,90,100,38.0,418,80,244,175,23,212,1.68,66,48,18,0.47,57.7,41.4,16.3,0.43
6,26,38,3420,90,100,38.0,418,81,234,182,19,248,1.34,47,43,4,0.11,54.2,36.9,17.3,0.46
7,27,38,3420,90,100,38.0,418,81,245,168,22,201,2.03,70,33,37,0.97,62.3,41.3,20.9,0.55
8,34,34,3060,90,100,34.0,374,80,223,150,22,153,1.0,42,63,-21,-0.62,34.7,58.8,-24.0,-0.71
9,33,38,3420,90,100,38.0,418,82,255,159,19,182,0.92,35,63,-28,-0.74,42.9,58.7,-15.8,-0.41
10,29,38,3420,90,100,38.0,418,81,246,168,23,227,2.32,70,20,50,1.32,75.5,33.2,42.3,1.11
11,28,34,3060,90,100,34.0,374,80,218,155,22,138,2.09,92,38,54,1.59,75.0,37.1,37.8,1.11
12,30,38,3420,90,100,38.0,418,81,242,165,21,254,1.58,46,41,5,0.13,51.8,50.1,1.8,0.05
13,26,34,3060,90,100,34.0,374,81,216,157,21,144,1.03,40,72,-32,-0.94,40.0,65.7,-25.7,-0.76
14,27,38,3420,90,100,38.0,418,81,252,164,22,261,1.42,53,49,4,0.11,43.8,48.7,-4.9,-0.13
15,31,38,3420,90,100,38.0,418,84,279,141,19,201,1.03,37,71,-34,-0.89,38.6,63.9,-25.3,-0.67
16,25,38,3420,90,100,38.0,418,82,247,171,19,171,1.55,58,46,12,0.32,56.8,49.9,6.8,0.18
17,29,38,3420,90,100,38.0,418,83,258,160,19,167,1.16,44,54,-10,-0.26,43.3,56.0,-12.7,-0.33
18,29,38,3420,90,100,38.0,418,83,277,143,19,199,1.63,72,53,19,0.5,73.3,50.2,23.1,0.61
19,38,38,3420,90,100,38.0,418,79,230,183,24,244,1.11,30,53,-23,-0.61,41.6,61.4,-19.9,-0.52
20,26,38,3420,90,100,38.0,418,81,253,161,22,266,1.13,43,53,-10,-0.26,42.8,45.5,-2.8,-0.07
21,32,38,3420,90,100,38.0,418,81,243,173,22,169,1.16,38,47,-9,-0.24,49.5,52.5,-3.0,-0.08
22,28,38,3420,90,100,38.0,418,83,246,167,17,168,1.55,45,49,-4,-0.11,47.5,58.2,-10.7,-0.28
23,33,38,3420,90,100,38.0,418,79,232,185,25,302,0.71,36,69,-33,-0.87,38.7,66.1,-27.4,-0.72
24,26,38,3420,90,100,38.0,418,84,277,138,17,204,1.18,40,49,-9,-0.24,39.3,48.1,-8.8,-0.23
25,30,34,3060,90,100,34.0,374,81,224,151,23,152,2.09,83,44,39,1.15,71.1,43.2,27.9,0.82
26,28,34,3060,90,100,34.0,374,82,227,148,19,158,1.47,58,52,6,0.18,52.1,43.5,8.6,0.25
27,32,38,3420,90,100,38.0,418,79,234,177,24,242,0.66,30,67,-37,-0.97,37.5,70.0,-32.6,-0.86
28,32,38,3420,90,100,38.0,418,80,226,188,21,331,1.13,37,49,-12,-0.32,38.8,58.3,-19.5,-0.51
29,33,38,3420,90,100,38.0,418,81,246,169,21,238,0.97,52,69,-17,-0.45,48.3,59.8,-11.5,-0.3
30,28,38,3420,90,100,38.0,418,84,300,116,20,225,0.95,34,57,-23,-0.61,45.2,65.7,-20.5,-0.54
31,30,38,3420,90,100,38.0,418,79,229,188,23,323,1.47,53,43,10,0.26,55.0,43.4,11.7,0.31
32,27,34,3060,90,100,34.0,374,83,215,157,16,148,1.74,51,44,7,0.21,48.0,48.8,-0.8,-0.02
33,29,38,3420,90,100,38.0,418,84,265,152,15,190,1.37,55,53,2,0.05,46.2,63.8,-17.6,-0.46
34,25,38,3420,90,100,38.0,418,82,249,165,20,269,1.11,34,45,-11,-0.29,36.7,46.0,-9.4,-0.25
35,29,38,3420,90,100,38.0,418,81,239,179,21,228,1.29,58,55,3,0.08,50.4,55.0,-4.6,-0.12
36,36,38,3420,90,100,38.0,418,79,233,184,25,307,0.82,31,59,-28,-0.74,35.8,49.9,-14.1,-0.37
37,32,34,3060,90,100,34.0,374,80,220,153,24,153,0.85,42,69,-27,-0.79,39.4,60.0,-20.5,-0.6
38,31,34,3060,90,100,34.0,374,80,214,157,23,148,1.06,48,57,-9,-0.26,48.0,51.1,-3.1,-0.09
39,25,38,3420,90,100,38.0,418,81,230,187,20,271,1.89,71,42,29,0.76,68.0,36.5,31.6,0.83
40,29,38,3420,90,100,38.0,418,81,249,169,23,240,1.89,56,33,23,0.61,55.3,41.6,13.7,0.36
41,27,34,3060,90,100,34.0,374,80,213,160,22,143,1.24,49,54,-5,-0.15,47.9,42.6,5.3,0.16
42,24,38,3420,90,100,38.0,418,82,267,149,21,328,1.95,60,30,30,0.79,51.1,41.3,9.8,0.26
43,29,38,3420,90,100,38.0,418,81,232,184,20,347,0.95,33,46,-13,-0.34,36.1,42.1,-6.1,-0.16
44,29,38,3420,90,100,38.0,418,82,260,157,21,185,0.82,48,78,-30,-0.79,47.4,67.2,-19.8,-0.52
45,28,38,3420,90,100,38.0,418,82,278,138,23,203,0.89,51,68,-17,-0.45,50.6,63.4,-12.8,-0.34
46,29,38,3420,90,100,38.0,418,82,247,169,18,173,2.21,68,29,39,1.03,66.7,43.5,23.2,0.61
47,27,34,3060,90,100,34.0,374,82,218,150,20,155,1.47,57,49,8,0.24,51.4,42.8,8.6,0.25
