,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Standard - Gls,Standard - Sh,Standard - SoT,Standard - SoT%,Standard - Sh/90,Standard - SoT/90,Standard - G/Sh,Standard - G/SoT,Standard - Dist,Standard - PK,Standard - PKatt
193,Ilir Azemi,xk KVX,FW,Greuther Fürth,Bundesliga,20.0,1992.0,6.9,1.0,,9.0,,,1.3,,0.11,,0.0,0.0
194,César Azpilicueta,es ESP,"DF,MF",Chelsea,Premier League,22.0,1989.0,24.4,0.0,,4.0,,,0.16,,0.0,,0.0,0.0
195,César Azpilicueta,es ESP,"DF,MF",Marseille,Ligue 1,22.0,1989.0,2.0,0.0,,0.0,,,0.0,,,,0.0,0.0
196,Yassin El-Azzouzi,fr FRA,FW,Bastia,Ligue 1,29.0,1983.0,0.0,0.0,,0.0,,,0.0,,,,0.0,0.0
197,Adama Ba,mr MTN,"FW,MF",Brest,Ligue 1,18.0,1993.0,3.3,0.0,,2.0,,,0.6,,0.0,,0.0,0.0
198,Demba Ba,sn SEN,FW,Newcastle Utd,Premier League,27.0,1985.0,18.5,13.0,,39.0,,,2.11,,0.31,,1.0,1.0
199,Demba Ba,sn SEN,FW,Chelsea,Premier League,27.0,1985.0,9.6,2.0,,24.0,,,2.49,,0.08,,0.0,0.0
200,Stefan Babović,rs SRB,MF,Zaragoza,La Liga,25.0,1987.0,3.5,0.0,,1.0,,,0.28,,0.0,,0.0,0.0
201,Maxime Baca,fr FRA,DF,Lorient,Ligue 1,29.0,1983.0,21.7,0.0,,3.0,,,0.14,,0.0,,0.0,0.0
202,Milan Badelj,hr CRO,MF,Hamburger SV,Bundesliga,23.0,1989.0,27.8,1.0,,4.0,,,0.14,,0.0,,1.0,1.0
203,Holger Badstuber,de GER,DF,Bayern Munich,Bundesliga,23.0,1989.0,10.9,0.0,,1.0,,,0.09,,0.0,,0.0,0.0
204,Raúl Baena,es ESP,MF,Espanyol,La Liga,23.0,1989.0,11.2,1.0,,4.0,,,0.36,,0.25,,0.0,0.0
205,Mamadou Bah,gn GUI,MF,Stuttgart,Bundesliga,24.0,1988.0,0.2,0.0,,0.0,,,0.0,,,,0.0,0.0
206,Jean-Christophe Bahebeck,fr FRA,"FW,MF",Troyes,Ligue 1,19.0,1993.0,14.5,3.0,,16.0,,,1.1,,0.19,,0.0,0.0
208,Farès Bahlouli,fr FRA,MF,Lyon,Ligue 1,17.0,1995.0,0.1,0.0,,0.0,,,0.0,,,,0.0,0.0
209,Stéphane Bahoken,cm CMR,FW,Nice,Ligue 1,20.0,1992.0,3.1,2.0,,4.0,,,1.31,,0.5,,0.0,0.0
210,Daniel Baier,de GER,MF,Augsburg,Bundesliga,28.0,1984.0,32.8,2.0,,12.0,,,0.37,,0.17,,0.0,0.0
211,Leighton Baines,eng ENG,DF,Everton,Premier League,27.0,1984.0,38.0,5.0,,16.0,,,0.42,,0.19,,2.0,2.0
212,Chris Baird,nir NIR,"DF,MF",Fulham,Premier League,30.0,1982.0,14.7,2.0,,4.0,,,0.27,,0.5,,0.0,0.0
213,Bálint Bajner,hu HUN,FW,Dortmund,Bundesliga,21.0,1990.0,0.2,0.0,,0.0,,,0.0,,,,0.0,0.0
214,Pavol Bajza,sk SVK,GK,Parma,Serie A,20.0,1991.0,0.6,0.0,,0.0,,,0.0,,,,0.0,0.0
215,Cédric Bakambu,cd COD,FW,Sochaux,Ligue 1,21.0,1991.0,25.6,7.0,,34.0,,,1.33,,0.21,,0.0,0.0
216,Djamel Bakar,km COM,"FW,MF",Nancy,Ligue 1,23.0,1989.0,30.9,5.0,,28.0,,,0.91,,0.18,,0.0,0.0
217,Nathan Baker,eng ENG,DF,Aston Villa,Premier League,21.0,1991.0,22.3,0.0,,1.0,,,0.04,,0.0,,0.0,0.0
218,Marko Bakić,me MNE,MF,Torino,Serie A,18.0,1993.0,0.8,0.0,,0.0,,,0.0,,,,0.0,0.0
219,Gareth Bale,wls WAL,"FW,MF",Tottenham,Premier League,23.0,1989.0,32.5,21.0,,78.0,,,2.4,,0.27,,0.0,0.0
220,Mikel Balenziaga,es ESP,DF,Valladolid,La Liga,24.0,1988.0,31.9,0.0,,0.0,,,0.0,,,,0.0,0.0
221,Hanno Balitsch,de GER,MF,Nürnberg,Bundesliga,31.0,1981.0,30.8,1.0,,3.0,,,0.1,,0.33,,0.0,0.0
222,Sergio Ballesteros,es ESP,DF,Levante,La Liga,36.0,1975.0,25.3,0.0,,1.0,,,0.04,,0.0,,0.0,0.0
223,Florent Balmont,fr FRA,MF,Lille,Ligue 1,32.0,1980.0,28.4,2.0,,10.0,,,0.35,,0.2,,0.0,0.0
224,Leon Balogun,ng NGA,DF,Düsseldorf,Bundesliga,24.0,1988.0,15.9,0.0,,1.0,,,0.06,,0.0,,0.0,0.0
225,Mario Balotelli,it ITA,FW,Manchester City,Premier League,21.0,1990.0,6.6,1.0,,6.0,,,0.92,,0.17,,0.0,0.0
226,Mario Balotelli,it ITA,FW,Milan,Serie A,21.0,1990.0,12.7,12.0,,40.0,,,3.14,,0.15,,6.0,6.0
227,Antonio Balzano,it ITA,DF,Pescara,Serie A,26.0,1986.0,23.1,0.0,,0.0,,,0.0,,,,0.0,0.0
228,Federico Balzaretti,it ITA,DF,Roma,Serie A,30.0,1981.0,22.3,0.0,,2.0,,,0.09,,0.0,,0.0,0.0
229,Anderson Bamba,br BRA,DF,Eint Frankfurt,Bundesliga,24.0,1988.0,27.7,1.0,,2.0,,,0.07,,0.5,,0.0,0.0
230,Aristide Bancé,bf BFA,FW,Augsburg,Bundesliga,27.0,1984.0,7.0,0.0,,4.0,,,0.57,,0.0,,0.0,0.0
231,Éver Banega,ar ARG,MF,Valencia,La Liga,24.0,1988.0,22.0,4.0,,12.0,,,0.54,,0.33,,0.0,0.0
232,Lass Bangoura,gn GUI,"FW,MF",Rayo Vallecano,La Liga,20.0,1992.0,19.7,3.0,,21.0,,,1.07,,0.14,,0.0,0.0
234,Barry Bannan,sct SCO,MF,Aston Villa,Premier League,22.0,1989.0,18.1,0.0,,4.0,,,0.22,,0.0,,0.0,0.0
235,Nadjib Baouia,dz ALG,FW,Evian,Ligue 1,20.0,1992.0,0.1,0.0,,0.0,,,0.0,,,,0.0,0.0
236,Júlio Baptista,br BRA,"FW,MF",Málaga,La Liga,30.0,1981.0,10.1,4.0,,18.0,,,1.78,,0.22,,0.0,0.0
237,Léo Baptistão,br BRA,"FW,MF",Rayo Vallecano,La Liga,19.0,1992.0,24.9,7.0,,21.0,,,0.84,,0.33,,0.0,0.0
238,Javier Baraja,es ESP,"DF,MF",Valladolid,La Liga,31.0,1980.0,3.8,1.0,,2.0,,,0.52,,0.5,,0.0,0.0
239,Joseph Barbato,fr FRA,FW,Bastia,Ligue 1,17.0,1994.0,2.0,0.0,,0.0,,,0.0,,,,0.0,0.0
240,Cédric Barbosa,fr FRA,MF,Evian,Ligue 1,36.0,1976.0,24.0,8.0,,26.0,,,1.08,,0.31,,0.0,0.0
241,Phil Bardsley,sct SCO,DF,Sunderland,Premier League,27.0,1985.0,10.9,1.0,,2.0,,,0.18,,0.5,,0.0,0.0
242,Philipp Bargfrede,de GER,MF,Werder Bremen,Bundesliga,23.0,1989.0,6.9,0.0,,1.0,,,0.15,,0.0,,0.0,0.0
243,José Barkero,es ESP,MF,Levante,La Liga,33.0,1979.0,24.1,5.0,,23.0,,,0.95,,0.13,,2.0,4.0
244,Ross Barkley,eng ENG,MF,Everton,Premier League,18.0,1993.0,2.3,0.0,,2.0,,,0.86,,0.0,,0.0,0.0
245,Leon Barnett,eng ENG,DF,Norwich City,Premier League,26.0,1985.0,6.3,0.0,,0.0,,,0.0,,,,0.0,0.0
246,Tranquillo Barnetta,ch SUI,MF,Schalke 04,Bundesliga,27.0,1985.0,5.1,0.0,,1.0,,,0.2,,0.0,,0.0,0.0
247,Abdelaziz Barrada,ma MAR,MF,Getafe,La Liga,23.0,1989.0,28.5,4.0,,14.0,,,0.49,,0.29,,0.0,0.0
248,Antonio Barragán,es ESP,"DF,MF",Valencia,La Liga,25.0,1987.0,10.3,0.0,,1.0,,,0.1,,0.0,,0.0,0.0
249,Édgar Barreto,py PAR,MF,Palermo,Serie A,28.0,1984.0,29.5,0.0,,9.0,,,0.31,,0.0,,0.0,0.0
250,Pablo Barrientos,ar ARG,MF,Catania,Serie A,27.0,1985.0,28.0,5.0,,16.0,,,0.57,,0.31,,0.0,0.0
251,Gareth Barry,eng ENG,MF,Manchester City,Premier League,31.0,1981.0,26.6,1.0,,9.0,,,0.34,,0.11,,0.0,0.0
252,Maxime Barthelmé,fr FRA,"FW,MF",Lorient,Ligue 1,23.0,1988.0,29.8,2.0,,8.0,,,0.27,,0.25,,0.0,0.0
253,Kyle Bartley,eng ENG,DF,Swansea City,Premier League,21.0,1991.0,1.6,0.0,,0.0,,,0.0,,,,0.0,0.0
254,Joey Barton,eng ENG,MF,Marseille,Ligue 1,29.0,1982.0,18.9,0.0,,4.0,,,0.21,,0.0,,0.0,0.0
255,Marc Bartra,es ESP,DF,Barcelona,La Liga,21.0,1991.0,4.4,0.0,,0.0,,,0.0,,,,0.0,0.0
256,Andrea Barzagli,it ITA,DF,Juventus,Serie A,31.0,1981.0,32.8,0.0,,0.0,,,0.0,,,,0.0,0.0
257,Marko Baša,me MNE,DF,Lille,Ligue 1,29.0,1982.0,33.3,5.0,,10.0,,,0.3,,0.5,,0.0,0.0
258,Migjen Basha,al ALB,MF,Torino,Serie A,25.0,1987.0,17.8,1.0,,5.0,,,0.28,,0.2,,0.0,0.0
260,Jean-Landry Bassilekin,cm CMR,FW,Nancy,Ligue 1,20.0,1992.0,0.1,0.0,,0.0,,,0.0,,,,0.0,0.0
261,Sébastien Bassong,cm CMR,DF,Norwich City,Premier League,26.0,1986.0,32.9,3.0,,8.0,,,0.24,,0.38,,0.0,0.0
262,Dušan Basta,rs SRB,"DF,MF",Udinese,Serie A,27.0,1984.0,26.9,1.0,,10.0,,,0.37,,0.1,,0.0,0.0
263,Michel Bastos,br BRA,"DF,MF",Lyon,Ligue 1,28.0,1983.0,8.1,5.0,,12.0,,,1.49,,0.42,,0.0,0.0
264,Michel Bastos,br BRA,"DF,MF",Schalke 04,Bundesliga,28.0,1983.0,11.9,4.0,,16.0,,,1.35,,0.25,,0.0,1.0
265,Cristian Battocchio,it ITA,MF,Udinese,Serie A,20.0,1992.0,1.0,0.0,,0.0,,,0.0,,,,0.0,0.0
266,Oliver Baumann,de GER,GK,Freiburg,Bundesliga,22.0,1990.0,34.0,0.0,,0.0,,,0.0,,,,0.0,0.0
267,Julian Baumgartlinger,at AUT,"DF,MF",Mainz 05,Bundesliga,24.0,1988.0,31.1,0.0,,2.0,,,0.06,,0.0,,0.0,0.0
268,Éric Bauthéac,fr FRA,"FW,MF",Nice,Ligue 1,24.0,1987.0,32.2,9.0,,31.0,,,0.96,,0.29,,0.0,0.0
269,Moustapha Bayal Sall,sn SEN,DF,Saint-Étienne,Ligue 1,26.0,1985.0,21.4,0.0,,1.0,,,0.05,,0.0,,0.0,0.0
270,Paul Baysse,fr FRA,DF,Brest,Ligue 1,24.0,1988.0,18.0,2.0,,5.0,,,0.28,,0.4,,0.0,0.0
271,Jean Beausejour,cl CHI,"DF,FW",Wigan Athletic,Premier League,28.0,1984.0,30.9,1.0,,4.0,,,0.13,,0.25,,0.0,0.0
272,Kévin Beauverger,fr FRA,DF,Rennes,Ligue 1,18.0,1993.0,0.3,0.0,,0.0,,,0.0,,,,0.0,0.0
273,Claudio Beauvue,gp GLP,"FW,MF",Bastia,Ligue 1,24.0,1988.0,8.6,1.0,,3.0,,,0.35,,0.33,,0.0,0.0
274,Luciano Becchio,ar ARG,FW,Norwich City,Premier League,28.0,1983.0,1.9,0.0,,1.0,,,0.53,,0.0,,0.0,0.0
275,Andreas Beck,de GER,"DF,MF",Hoffenheim,Bundesliga,25.0,1987.0,31.0,1.0,,4.0,,,0.13,,0.25,,0.0,0.0
276,David Beckham,eng ENG,MF,Paris S-G,Ligue 1,37.0,1975.0,3.5,0.0,,0.0,,,0.0,,,,0.0,0.0
277,Henri Bedimo,cm CMR,DF,Montpellier,Ligue 1,28.0,1984.0,29.9,0.0,,4.0,,,0.13,,0.0,,0.0,0.0
278,Fabrice Begeorgi,fr FRA,"DF,FW",Ajaccio,Ligue 1,25.0,1987.0,2.9,0.0,,0.0,,,0.0,,,,0.0,0.0
279,Asmir Begović,ba BIH,GK,Stoke City,Premier League,25.0,1987.0,38.0,0.0,,0.0,,,0.0,,,,0.0,0.0
280,Valon Behrami,ch SUI,"DF,MF",Napoli,Serie A,27.0,1985.0,29.1,0.0,,1.0,,,0.03,,0.0,,0.0,0.0
281,Maximilian Beister,de GER,"FW,MF",Hamburger SV,Bundesliga,21.0,1990.0,10.4,3.0,,17.0,,,1.63,,0.18,,0.0,0.0
282,Ishak Belfodil,dz ALG,"FW,MF",Parma,Serie A,20.0,1992.0,22.3,8.0,,26.0,,,1.17,,0.31,,0.0,1.0
283,Chahir Belghazouani,ma MAR,"FW,MF",Ajaccio,Ligue 1,25.0,1986.0,21.6,6.0,,21.0,,,0.97,,0.29,,0.0,0.0
284,Younès Belhanda,ma MAR,"FW,MF",Montpellier,Ligue 1,22.0,1990.0,26.8,10.0,,26.0,,,0.97,,0.31,,2.0,3.0
286,Stefan Bell,de GER,DF,Mainz 05,Bundesliga,20.0,1991.0,5.2,0.0,,0.0,,,0.0,,,,0.0,0.0
287,Karim Bellarabi,de GER,"FW,MF",Leverkusen,Bundesliga,22.0,1990.0,4.6,0.0,,4.0,,,0.88,,0.0,,0.0,0.0
288,Axel Bellinghausen,de GER,MF,Düsseldorf,Bundesliga,29.0,1983.0,24.3,3.0,,4.0,,,0.16,,0.75,,0.0,0.0
289,Gianpaolo Bellini,it ITA,DF,Atalanta,Serie A,32.0,1980.0,9.3,0.0,,1.0,,,0.11,,0.0,,0.0,0.0
290,David Bellion,fr FRA,FW,Bordeaux,Ligue 1,29.0,1982.0,6.0,1.0,,11.0,,,1.84,,0.09,,0.0,0.0
291,Giuseppe Bellusci,it ITA,DF,Catania,Serie A,22.0,1989.0,23.1,0.0,,1.0,,,0.04,,0.0,,0.0,0.0
292,Carlos Bellvís,es ESP,DF,Celta Vigo,La Liga,27.0,1985.0,9.1,0.0,,1.0,,,0.11,,0.0,,0.0,0.0
293,Nicola Belmonte,it ITA,DF,Siena,Serie A,25.0,1987.0,5.2,0.0,,0.0,,,0.0,,,,0.0,0.0
294,Emre Belözoğlu,tr TUR,MF,Atlético Madrid,La Liga,31.0,1980.0,3.0,0.0,,1.0,,,0.34,,0.0,,0.0,0.0
295,Stefano Beltrame,it ITA,"FW,MF",Juventus,Serie A,19.0,1993.0,0.1,0.0,,1.0,,,10.0,,0.0,,0.0,0.0
296,Hatem Ben Arfa,fr FRA,"FW,MF",Newcastle Utd,Premier League,25.0,1987.0,16.2,4.0,,17.0,,,1.05,,0.12,,2.0,2.0
297,Eden Ben Basat,il ISR,FW,Toulouse,Ligue 1,25.0,1986.0,4.7,3.0,,5.0,,,1.05,,0.6,,0.0,0.0
298,Eden Ben Basat,il ISR,FW,Brest,Ligue 1,25.0,1986.0,16.4,9.0,,18.0,,,1.1,,0.33,,3.0,3.0
299,Tal Ben Haim,il ISR,DF,QPR,Premier League,30.0,1982.0,2.2,0.0,,1.0,,,0.46,,0.0,,0.0,0.0
300,Fahid Ben Khalfallah,tn TUN,"FW,MF",Bordeaux,Ligue 1,29.0,1982.0,12.4,0.0,,6.0,,,0.48,,0.0,,0.0,0.0
301,Wissam Ben Yedder,fr FRA,"FW,MF",Toulouse,Ligue 1,21.0,1990.0,27.7,15.0,,48.0,,,1.73,,0.31,,0.0,0.0
302,Diego Benaglio,ch SUI,GK,Wolfsburg,Bundesliga,28.0,1983.0,34.0,0.0,,0.0,,,0.0,,,,0.0,0.0
303,Yohan Benalouane,tn TUN,DF,Parma,Serie A,25.0,1987.0,16.4,1.0,,9.0,,,0.55,,0.11,,0.0,0.0
304,Marco Benassi,it ITA,MF,Inter,Serie A,17.0,1994.0,2.9,0.0,,0.0,,,0.0,,,,0.0,0.0
305,Medhi Benatia,ma MAR,DF,Udinese,Serie A,25.0,1987.0,18.0,2.0,,5.0,,,0.28,,0.4,,0.0,0.0
306,Yossi Benayoun,il ISR,MF,West Ham,Premier League,32.0,1980.0,3.5,0.0,,0.0,,,0.0,,,,0.0,0.0
307,Yossi Benayoun,il ISR,MF,Chelsea,Premier League,32.0,1980.0,0.7,0.0,,0.0,,,0.0,,,,0.0,0.0
308,Lars Bender,de GER,"DF,MF",Leverkusen,Bundesliga,23.0,1989.0,30.9,3.0,,13.0,,,0.42,,0.23,,0.0,0.0
309,Sven Bender,de GER,"DF,MF",Dortmund,Bundesliga,23.0,1989.0,14.7,1.0,,3.0,,,0.2,,0.33,,0.0,0.0
310,Nicklas Bendtner,dk DEN,FW,Juventus,Serie A,24.0,1988.0,3.8,0.0,,5.0,,,1.3,,0.0,,0.0,0.0
312,Dani Benítez,es ESP,MF,Granada,La Liga,25.0,1987.0,8.0,1.0,,9.0,,,1.13,,0.11,,0.0,0.0
313,Elliott Bennett,eng ENG,"DF,MF",Norwich City,Premier League,23.0,1988.0,10.4,1.0,,2.0,,,0.19,,0.5,,0.0,0.0
314,Joe Bennett,eng ENG,"DF,MF",Aston Villa,Premier League,22.0,1990.0,20.6,0.0,,4.0,,,0.19,,0.0,,0.0,0.0
315,Ryan Bennett,eng ENG,DF,Norwich City,Premier League,22.0,1990.0,11.9,1.0,,5.0,,,0.42,,0.2,,0.0,0.0
316,Charlison Benschop,cw CUW,FW,Brest,Ligue 1,22.0,1989.0,16.4,5.0,,18.0,,,1.1,,0.28,,0.0,0.0
317,Darren Bent,eng ENG,FW,Aston Villa,Premier League,28.0,1984.0,9.1,3.0,,7.0,,,0.77,,0.43,,0.0,0.0
318,Christian Benteke,be BEL,FW,Aston Villa,Premier League,21.0,1990.0,31.3,19.0,,52.0,,,1.66,,0.31,,3.0,3.0
319,Francesco Benussi,it ITA,GK,Palermo,Serie A,30.0,1981.0,4.5,0.0,,0.0,,,0.0,,,,0.0,0.0
320,Soufian Benyamina,de GER,FW,Stuttgart,Bundesliga,22.0,1990.0,0.1,0.0,,0.0,,,0.0,,,,0.0,0.0
321,Karim Benzema,fr FRA,FW,Real Madrid,La Liga,24.0,1987.0,19.7,11.0,,37.0,,,1.88,,0.3,,0.0,0.0
322,Yassine Benzia,dz ALG,"FW,MF",Lyon,Ligue 1,17.0,1994.0,3.7,0.0,,3.0,,,0.81,,0.0,,0.0,0.0
323,Gaetano Berardi,ch SUI,DF,Sampdoria,Serie A,23.0,1988.0,16.7,0.0,,1.0,,,0.06,,0.0,,0.0,0.0
324,Dimitar Berbatov,bg BUL,FW,Fulham,Premier League,31.0,1981.0,31.6,15.0,,45.0,,,1.43,,0.24,,4.0,4.0
325,Marcus Berg,se SWE,FW,Hamburger SV,Bundesliga,25.0,1986.0,3.1,0.0,,3.0,,,0.96,,0.0,,0.0,0.0
326,Álex Bergantiños,es ESP,MF,La Coruña,La Liga,27.0,1985.0,22.9,1.0,,11.0,,,0.48,,0.09,,0.0,0.0
327,Markel Bergara,es ESP,MF,Real Sociedad,La Liga,26.0,1986.0,26.2,0.0,,4.0,,,0.15,,0.0,,0.0,0.0
328,Steve von Bergen,ch SUI,DF,Palermo,Serie A,29.0,1983.0,33.0,1.0,,2.0,,,0.06,,0.5,,0.0,0.0
329,Gonzalo Bergessio,ar ARG,FW,Catania,Serie A,28.0,1984.0,29.6,13.0,,36.0,,,1.22,,0.36,,0.0,1.0
330,Franck Béria,fr FRA,DF,Lille,Ligue 1,29.0,1983.0,23.5,0.0,,0.0,,,0.0,,,,0.0,0.0
331,Kévin Bérigaud,fr FRA,FW,Evian,Ligue 1,24.0,1988.0,26.6,4.0,,22.0,,,0.83,,0.18,,0.0,0.0
332,Mario Bermejo,es ESP,FW,Celta Vigo,La Liga,33.0,1978.0,18.0,5.0,,12.0,,,0.67,,0.42,,0.0,0.0
333,Juan Bernat,es ESP,"DF,FW",Valencia,La Liga,19.0,1993.0,5.6,0.0,,2.0,,,0.36,,0.0,,0.0,0.0
334,Tommaso Berni,it ITA,GK,Sampdoria,Serie A,29.0,1983.0,2.6,0.0,,0.0,,,0.0,,,,0.0,0.0
335,Andrea Bertolacci,it ITA,MF,Genoa,Serie A,21.0,1991.0,22.4,4.0,,19.0,,,0.85,,0.21,,0.0,0.0
336,Nicolás Bertolo,ar ARG,MF,Palermo,Serie A,26.0,1986.0,4.3,0.0,,2.0,,,0.47,,0.0,,0.0,0.0
338,Marc Bertrán,es ESP,DF,Osasuna,La Liga,30.0,1982.0,20.7,0.0,,2.0,,,0.1,,0.0,,0.0,0.0
339,Ryan Bertrand,eng ENG,"DF,MF",Chelsea,Premier League,22.0,1989.0,14.3,0.0,,3.0,,,0.21,,0.0,,0.0,0.0
340,Betão,br BRA,DF,Evian,Ligue 1,28.0,1983.0,16.0,1.0,,2.0,,,0.12,,0.5,,0.0,0.0
341,Beto,pt POR,GK,Sevilla,La Liga,30.0,1982.0,14.0,0.0,,0.0,,,0.0,,,,0.0,0.0
342,Grégory Bettiol,fr FRA,FW,Troyes,Ligue 1,26.0,1986.0,0.9,0.0,,1.0,,,1.13,,0.0,,0.0,0.0
343,Jonathan Biabiany,fr FRA,"FW,MF",Parma,Serie A,24.0,1988.0,29.1,2.0,,18.0,,,0.62,,0.11,,0.0,0.0
344,Marco Biagianti,it ITA,MF,Catania,Serie A,28.0,1984.0,17.4,0.0,,2.0,,,0.11,,0.0,,0.0,0.0
345,Nicolás Bianchi Arce,ar ARG,DF,Pescara,Serie A,25.0,1987.0,6.0,0.0,,1.0,,,0.17,,0.0,,0.0,0.0
346,Rolando Bianchi,it ITA,FW,Torino,Serie A,29.0,1983.0,25.6,11.0,,31.0,,,1.21,,0.26,,3.0,4.0
347,Giuseppe Biava,it ITA,DF,Lazio,Serie A,35.0,1977.0,29.1,1.0,,5.0,,,0.17,,0.2,,0.0,0.0
348,Henri Bienvenu,cm CMR,FW,Zaragoza,La Liga,24.0,1988.0,2.7,0.0,,1.0,,,0.37,,0.0,,0.0,0.0
349,Pedro Bigas,es ESP,"DF,MF",Mallorca,La Liga,21.0,1990.0,22.8,1.0,,5.0,,,0.22,,0.2,,0.0,0.0
350,Gaël Bigirimana,bi BDI,MF,Newcastle Utd,Premier League,18.0,1993.0,4.6,1.0,,3.0,,,0.65,,0.33,,0.0,0.0
351,Nicki Bille Nielsen,dk DEN,FW,Rayo Vallecano,La Liga,24.0,1988.0,4.4,0.0,,6.0,,,1.36,,0.0,,0.0,0.0
352,Davide Biondini,it ITA,MF,Atalanta,Serie A,29.0,1983.0,19.7,0.0,,2.0,,,0.1,,0.0,,0.0,0.0
353,Mame Biram Diouf,sn SEN,"FW,MF",Hannover 96,Bundesliga,24.0,1987.0,23.8,12.0,,35.0,,,1.47,,0.34,,0.0,0.0
354,Valter Birsa,si SVN,"FW,MF",Torino,Serie A,25.0,1986.0,6.6,2.0,,3.0,,,0.45,,0.67,,0.0,0.0
355,Milan Biševac,rs SRB,DF,Lyon,Ligue 1,28.0,1983.0,28.6,0.0,,2.0,,,0.07,,0.0,,0.0,0.0
356,Leonardo Bittencourt,de GER,"FW,MF",Dortmund,Bundesliga,18.0,1993.0,2.4,1.0,,1.0,,,0.42,,1.0,,0.0,0.0
357,André Biyogo Poko,ga GAB,MF,Bordeaux,Ligue 1,19.0,1993.0,9.1,1.0,,3.0,,,0.33,,0.33,,0.0,0.0
358,Albano Bizzarri,ar ARG,GK,Lazio,Serie A,34.0,1977.0,5.0,0.0,,0.0,,,0.0,,,,0.0,0.0
359,Birkir Bjarnason,is ISL,MF,Pescara,Serie A,24.0,1988.0,18.0,2.0,,7.0,,,0.39,,0.29,,0.0,0.0
360,Nick Blackman,bb BRB,"FW,MF",Reading,Premier League,22.0,1989.0,4.4,0.0,,4.0,,,0.91,,0.0,,0.0,0.0
361,Rubén Blanco,es ESP,GK,Celta Vigo,La Liga,17.0,1995.0,1.5,0.0,,0.0,,,0.0,,,,0.0,0.0
362,Manuele Blasi,it ITA,MF,Pescara,Serie A,31.0,1980.0,9.1,0.0,,1.0,,,0.11,,0.0,,0.0,0.0
364,Olivier Blondel,fr FRA,GK,Toulouse,Ligue 1,33.0,1979.0,3.0,0.0,,0.0,,,0.0,,,,0.0,0.0
365,Jérôme Boateng,de GER,DF,Bayern Munich,Bundesliga,23.0,1988.0,24.9,2.0,,4.0,,,0.16,,0.5,,0.0,0.0
366,Kevin-Prince Boateng,gh GHA,"FW,MF",Milan,Serie A,25.0,1987.0,23.6,2.0,,23.0,,,0.98,,0.09,,0.0,0.0
367,Garry Bocaly,fr FRA,DF,Montpellier,Ligue 1,24.0,1988.0,6.3,0.0,,1.0,,,0.16,,0.0,,0.0,0.0
368,Antonio Bocchetti,it ITA,DF,Pescara,Serie A,32.0,1980.0,22.7,0.0,,0.0,,,0.0,,,,0.0,0.0
369,Rodolfo Bodipo,gq EQG,FW,La Coruña,La Liga,34.0,1977.0,1.0,1.0,,3.0,,,2.97,,0.33,,0.0,0.0
370,Mathieu Bodmer,fr FRA,"DF,MF",Saint-Étienne,Ligue 1,29.0,1982.0,5.5,2.0,,5.0,,,0.91,,0.4,,0.0,0.0
371,Mathieu Bodmer,fr FRA,"DF,MF",Paris S-G,Ligue 1,29.0,1982.0,2.0,0.0,,0.0,,,0.0,,,,0.0,0.0
372,Adam Bodzek,de GER,"DF,MF",Düsseldorf,Bundesliga,26.0,1985.0,27.6,2.0,,4.0,,,0.15,,0.5,,0.0,0.0
373,Sebastian Boenisch,pl POL,DF,Leverkusen,Bundesliga,25.0,1987.0,12.6,1.0,,4.0,,,0.32,,0.25,,0.0,0.0
374,Erjon Bogdani,al ALB,FW,Siena,Serie A,35.0,1977.0,5.7,2.0,,5.0,,,0.88,,0.4,,0.0,0.0
375,Arthur Boka,ci CIV,DF,Stuttgart,Bundesliga,29.0,1983.0,22.3,1.0,,7.0,,,0.31,,0.14,,0.0,0.0
376,Mathis Bolly,ci CIV,"FW,MF",Düsseldorf,Bundesliga,21.0,1990.0,4.2,2.0,,4.0,,,0.95,,0.5,,0.0,0.0
377,Francesco Bolzoni,it ITA,MF,Siena,Serie A,23.0,1989.0,17.3,0.0,,5.0,,,0.29,,0.0,,0.0,0.0
378,Giacomo Bonaventura,it ITA,MF,Atalanta,Serie A,22.0,1989.0,29.3,7.0,,24.0,,,0.82,,0.29,,0.0,0.0
379,Daniele Bonera,it ITA,DF,Milan,Serie A,31.0,1981.0,12.5,0.0,,0.0,,,0.0,,,,0.0,0.0
380,Gaëtan Bong,cm CMR,DF,Valenciennes,Ligue 1,24.0,1988.0,26.9,0.0,,3.0,,,0.11,,0.0,,0.0,0.0
381,Filippo Boniperti,it ITA,MF,Parma,Serie A,20.0,1991.0,0.1,0.0,,0.0,,,0.0,,,,0.0,0.0
382,Laurent Bonnart,fr FRA,DF,Lille,Ligue 1,32.0,1979.0,3.9,0.0,,0.0,,,0.0,,,,0.0,0.0
383,Landry Bonnefoi,fr FRA,GK,Bastia,Ligue 1,28.0,1983.0,7.4,0.0,,0.0,,,0.0,,,,0.0,0.0
384,Leonardo Bonucci,it ITA,DF,Juventus,Serie A,25.0,1987.0,32.9,0.0,,3.0,,,0.09,,0.0,,0.0,0.0
385,Fabio Borini,it ITA,"FW,MF",Liverpool,Premier League,21.0,1991.0,5.7,1.0,,9.0,,,1.58,,0.11,,0.0,0.0
386,Marco Borriello,it ITA,FW,Genoa,Serie A,30.0,1982.0,26.0,12.0,,43.0,,,1.65,,0.23,,2.0,3.0
