,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Pass Types - Live,Pass Types - Dead,Pass Types - FK,Pass Types - TB,Pass Types - Sw,Pass Types - Crs,Pass Types - TI,Pass Types - CK,Corner Kicks - In,Corner Kicks - Out,Corner Kicks - Str,Outcomes - Cmp,Outcomes - Off,Outcomes - Blocks
61,Iván Alejo,es ESP,"MF,FW",Cádiz,La Liga,26.0,1995.0,11.8,329.0,319.0,9.0,3.0,0.0,2.0,97.0,6.0,0.0,0.0,0.0,0.0,193.0,1.0,18.0
62,Doğan Alemdar,tr TUR,GK,Rennes,Ligue 1,18.0,2002.0,12.0,391.0,293.0,98.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,287.0,0.0,0.0
63,Carles Aleñá,es ESP,MF,Getafe,La Liga,23.0,1998.0,25.8,869.0,827.0,39.0,24.0,2.0,10.0,44.0,2.0,11.0,5.0,5.0,0.0,683.0,3.0,25.0
64,Trent Alexander-Arnold,eng ENG,DF,Liverpool,Premier League,22.0,1998.0,31.7,2757.0,2204.0,548.0,93.0,17.0,69.0,273.0,324.0,131.0,29.0,89.0,0.0,2039.0,5.0,34.0
65,Mohamed Ali Cho,fr FRA,FW,Angers,Ligue 1,17.0,2004.0,20.4,314.0,304.0,9.0,2.0,1.0,0.0,23.0,3.0,0.0,0.0,0.0,0.0,220.0,1.0,12.0
66,Alisson,br BRA,GK,Liverpool,Premier League,28.0,1992.0,36.0,1388.0,1154.0,234.0,62.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1214.0,0.0,0.0
67,Allan,br BRA,MF,Everton,Premier League,30.0,1991.0,24.3,982.0,912.0,66.0,19.0,1.0,2.0,10.0,10.0,0.0,0.0,0.0,0.0,778.0,4.0,26.0
68,Jim Allevinah,ga GAB,FW,Clermont Foot,Ligue 1,26.0,1995.0,16.5,545.0,524.0,16.0,3.0,1.0,5.0,34.0,4.0,9.0,5.0,1.0,0.0,416.0,5.0,18.0
69,Dele Alli,eng ENG,MF,Tottenham,Premier League,25.0,1996.0,7.3,228.0,210.0,17.0,4.0,1.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,177.0,1.0,6.0
70,Dele Alli,eng ENG,"MF,FW",Everton,Premier League,25.0,1996.0,3.8,157.0,140.0,14.0,3.0,3.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,114.0,3.0,4.0
71,Miguel Almirón,py PAR,"MF,FW",Newcastle Utd,Premier League,27.0,1994.0,19.1,511.0,500.0,8.0,3.0,0.0,2.0,20.0,3.0,0.0,0.0,0.0,0.0,402.0,3.0,19.0
72,Marcos Alonso,es ESP,DF,Chelsea,Premier League,30.0,1990.0,24.1,1486.0,1190.0,293.0,27.0,2.0,8.0,149.0,199.0,67.0,38.0,23.0,0.0,1142.0,3.0,39.0
73,Giorgio Altare,it ITA,DF,Cagliari,Serie A,22.0,1998.0,16.3,799.0,712.0,83.0,12.0,0.0,3.0,27.0,71.0,0.0,0.0,0.0,0.0,531.0,4.0,11.0
74,Hugo Álvarez,es ESP,FW,Celta Vigo,La Liga,18.0,2003.0,0.1,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
75,Yeray Álvarez,es ESP,DF,Athletic Club,La Liga,26.0,1995.0,20.7,1019.0,966.0,51.0,50.0,0.0,10.0,3.0,1.0,0.0,0.0,0.0,0.0,832.0,2.0,9.0
76,Dani Alves,br BRA,DF,Barcelona,La Liga,38.0,1983.0,12.2,1089.0,925.0,159.0,32.0,6.0,14.0,75.0,93.0,34.0,12.0,16.0,0.0,915.0,5.0,11.0
78,Steven Alzate,co COL,MF,Brighton,Premier League,22.0,1998.0,4.5,233.0,230.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,204.0,0.0,4.0
79,Ibrahim Amadou,fr FRA,"DF,MF",Metz,Ligue 1,28.0,1993.0,9.0,439.0,430.0,9.0,9.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,384.0,0.0,2.0
80,Emmanuel Amankwaa Akurugu,gh GHA,DF,Getafe,La Liga,19.0,2001.0,0.9,39.0,31.0,8.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,26.0,0.0,1.0
81,Daniel Amartey,gh GHA,DF,Leicester City,Premier League,26.0,1994.0,23.6,1546.0,1516.0,28.0,19.0,0.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,1399.0,2.0,16.0
82,Amath,sn SEN,"FW,MF",Mallorca,La Liga,25.0,1996.0,9.8,202.0,196.0,5.0,0.0,2.0,0.0,7.0,3.0,1.0,0.0,0.0,0.0,159.0,1.0,9.0
83,Jordan Amavi,fr FRA,DF,Nice,Ligue 1,27.0,1994.0,4.6,319.0,272.0,46.0,4.0,0.0,2.0,6.0,42.0,0.0,0.0,0.0,0.0,269.0,1.0,5.0
84,Jordan Amavi,fr FRA,"DF,FW",Marseille,Ligue 1,27.0,1994.0,1.4,86.0,69.0,17.0,2.0,0.0,2.0,2.0,15.0,0.0,0.0,0.0,0.0,74.0,0.0,1.0
85,Wisdom Amey,it ITA,DF,Bologna,Serie A,15.0,2005.0,0.8,29.0,25.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
86,Kelvin Amian,fr FRA,DF,Spezia,Serie A,23.0,1998.0,29.4,1133.0,862.0,267.0,18.0,1.0,1.0,24.0,249.0,0.0,0.0,0.0,0.0,887.0,4.0,35.0
87,Nadiem Amiri,de GER,"MF,FW",Genoa,Serie A,24.0,1996.0,7.6,299.0,255.0,41.0,13.0,2.0,0.0,20.0,2.0,12.0,2.0,7.0,0.0,222.0,3.0,3.0
88,Nadiem Amiri,de GER,"MF,FW",Leverkusen,Bundesliga,24.0,1996.0,4.1,222.0,209.0,12.0,2.0,0.0,2.0,8.0,3.0,6.0,1.0,5.0,0.0,183.0,1.0,5.0
89,Ethan Ampadu,wls WAL,"MF,DF",Venezia,Serie A,20.0,2000.0,25.4,1165.0,1037.0,123.0,41.0,4.0,10.0,20.0,80.0,0.0,0.0,0.0,0.0,867.0,5.0,26.0
90,Sofyan Amrabat,ma MAR,MF,Fiorentina,Serie A,24.0,1996.0,10.5,716.0,685.0,31.0,31.0,1.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,645.0,0.0,8.0
91,Joachim Andersen,dk DEN,DF,Crystal Palace,Premier League,25.0,1996.0,32.4,2351.0,2252.0,95.0,86.0,3.0,32.0,8.0,5.0,0.0,0.0,0.0,0.0,1911.0,4.0,11.0
92,Felipe Anderson,br BRA,FW,Lazio,Serie A,28.0,1993.0,32.1,1436.0,1342.0,90.0,6.0,5.0,6.0,86.0,32.0,13.0,8.0,3.0,0.0,1118.0,4.0,36.0
93,Sebastian Andersson,se SWE,FW,Köln,Bundesliga,30.0,1991.0,14.0,234.0,227.0,7.0,0.0,0.0,1.0,9.0,1.0,0.0,0.0,0.0,0.0,147.0,0.0,10.0
94,Florin Andone,ro ROU,FW,Cádiz,La Liga,28.0,1993.0,2.0,38.0,32.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,1.0
95,Andrés Andrade Cedeño,pa PAN,DF,Arminia,Bundesliga,22.0,1998.0,11.6,535.0,441.0,93.0,5.0,1.0,1.0,21.0,88.0,0.0,0.0,0.0,0.0,350.0,1.0,18.0
96,Benjamin André,fr FRA,MF,Lille,Ligue 1,30.0,1990.0,30.6,1766.0,1705.0,55.0,44.0,4.0,19.0,19.0,11.0,0.0,0.0,0.0,0.0,1404.0,6.0,33.0
97,Fredrik André Bjørkan,no NOR,DF,Hertha BSC,Bundesliga,22.0,1998.0,3.9,166.0,131.0,35.0,3.0,1.0,0.0,5.0,32.0,0.0,0.0,0.0,0.0,133.0,0.0,5.0
98,Robert Andrich,de GER,MF,Leverkusen,Bundesliga,26.0,1994.0,20.2,1011.0,987.0,18.0,16.0,8.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,811.0,6.0,9.0
99,José Ángel,es ESP,DF,Osasuna,La Liga,31.0,1989.0,12.0,785.0,629.0,154.0,23.0,0.0,32.0,46.0,131.0,0.0,0.0,0.0,0.0,590.0,2.0,9.0
100,Angeliño,es ESP,DF,RB Leipzig,Bundesliga,24.0,1997.0,25.5,1516.0,1201.0,304.0,47.0,0.0,6.0,187.0,205.0,52.0,26.0,9.0,0.0,1082.0,11.0,20.0
101,Ebenezer Annan,gh GHA,DF,Bologna,Serie A,18.0,2002.0,0.3,11.0,8.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
102,Cristian Ansaldi,ar ARG,DF,Torino,Serie A,34.0,1986.0,7.7,407.0,318.0,86.0,8.0,2.0,4.0,57.0,68.0,10.0,4.0,2.0,0.0,285.0,3.0,4.0
104,Janis Antiste,fr FRA,FW,Spezia,Serie A,18.0,2002.0,8.8,215.0,195.0,19.0,0.0,1.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,136.0,1.0,6.0
105,Waldemar Anton,de GER,DF,Stuttgart,Bundesliga,25.0,1996.0,28.8,1826.0,1744.0,80.0,45.0,1.0,20.0,11.0,32.0,0.0,0.0,0.0,0.0,1541.0,2.0,14.0
106,Josep Antoni Gayá,es ESP,DF,Mallorca,La Liga,21.0,2000.0,0.6,28.0,26.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0
107,Michail Antonio,jm JAM,FW,West Ham,Premier League,31.0,1990.0,33.0,702.0,675.0,20.0,2.0,4.0,9.0,63.0,16.0,0.0,0.0,0.0,0.0,438.0,7.0,39.0
108,Christopher Antwi-Adjei,gh GHA,"FW,MF",Bochum,Bundesliga,27.0,1994.0,12.6,253.0,223.0,29.0,1.0,3.0,0.0,29.0,27.0,1.0,0.0,0.0,0.0,153.0,1.0,20.0
109,Houssem Aouar,fr FRA,"MF,FW",Lyon,Ligue 1,23.0,1998.0,27.8,1446.0,1379.0,64.0,23.0,13.0,10.0,21.0,15.0,10.0,6.0,0.0,0.0,1243.0,3.0,29.0
110,Adil Aouchiche,fr FRA,"MF,FW",Saint-Étienne,Ligue 1,19.0,2002.0,12.0,614.0,550.0,61.0,18.0,1.0,18.0,68.0,3.0,38.0,14.0,14.0,0.0,457.0,3.0,14.0
111,Dennis Appiah,fr FRA,DF,Nantes,Ligue 1,29.0,1992.0,23.3,1001.0,856.0,141.0,10.0,1.0,0.0,38.0,131.0,0.0,0.0,0.0,0.0,756.0,4.0,18.0
112,Mauro Arambarri,uy URU,MF,Getafe,La Liga,25.0,1995.0,29.6,1266.0,1104.0,157.0,88.0,0.0,32.0,116.0,2.0,66.0,28.0,34.0,0.0,933.0,5.0,29.0
113,Mattia Aramu,it ITA,"MF,FW",Venezia,Serie A,26.0,1995.0,23.3,795.0,603.0,184.0,43.0,6.0,6.0,144.0,21.0,66.0,33.0,28.0,0.0,524.0,8.0,24.0
114,Charles Aránguiz,cl CHI,MF,Leverkusen,Bundesliga,32.0,1989.0,17.5,1094.0,1035.0,53.0,44.0,7.0,13.0,9.0,8.0,1.0,0.0,1.0,0.0,916.0,6.0,27.0
115,Néstor Araujo,mx MEX,DF,Celta Vigo,La Liga,29.0,1991.0,29.1,1555.0,1509.0,41.0,38.0,0.0,8.0,3.0,3.0,0.0,0.0,0.0,0.0,1326.0,5.0,8.0
116,Ronald Araújo,uy URU,DF,Barcelona,La Liga,22.0,1999.0,25.2,1662.0,1566.0,92.0,47.0,0.0,21.0,7.0,44.0,0.0,0.0,0.0,0.0,1491.0,4.0,6.0
117,Cameron Archer,eng ENG,"FW,MF",Aston Villa,Premier League,20.0,2001.0,0.3,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
118,Alphonse Areola,fr FRA,GK,West Ham,Premier League,28.0,1993.0,1.0,40.0,23.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0
119,Jesús Areso,es ESP,DF,Osasuna,La Liga,22.0,1999.0,2.1,73.0,40.0,33.0,0.0,0.0,0.0,2.0,33.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0
120,Matias Arezo,uy URU,"FW,MF",Granada,La Liga,18.0,2002.0,1.8,38.0,35.0,3.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0
121,Santiago Arias,co COL,DF,Granada,La Liga,29.0,1992.0,4.9,218.0,166.0,50.0,1.0,0.0,0.0,15.0,49.0,0.0,0.0,0.0,0.0,153.0,2.0,2.0
122,Adam Armstrong,eng ENG,FW,Southampton,Premier League,24.0,1997.0,15.7,324.0,283.0,40.0,0.0,4.0,1.0,18.0,2.0,0.0,0.0,0.0,0.0,229.0,1.0,6.0
123,Stuart Armstrong,sct SCO,MF,Southampton,Premier League,29.0,1992.0,16.4,744.0,701.0,40.0,3.0,3.0,2.0,35.0,8.0,2.0,0.0,1.0,0.0,590.0,3.0,25.0
124,Marko Arnautović,at AUT,FW,Bologna,Serie A,32.0,1989.0,29.9,908.0,851.0,51.0,1.0,4.0,1.0,12.0,9.0,0.0,0.0,0.0,0.0,659.0,6.0,24.0
125,Maximilian Arnold,de GER,MF,Wolfsburg,Bundesliga,27.0,1994.0,33.3,1869.0,1602.0,255.0,145.0,5.0,40.0,182.0,7.0,102.0,63.0,33.0,1.0,1453.0,12.0,21.0
126,Kepa Arrizabalaga,es ESP,GK,Chelsea,Premier League,26.0,1994.0,4.0,138.0,110.0,28.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,0.0
127,Tolgay Arslan,de GER,MF,Udinese,Serie A,30.0,1990.0,18.4,677.0,649.0,28.0,19.0,2.0,2.0,33.0,1.0,7.0,2.0,5.0,0.0,532.0,0.0,13.0
128,Arthur,br BRA,FW,Fiorentina,Serie A,23.0,1998.0,8.3,142.0,126.0,16.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,5.0
130,Santiago Arzamendia,py PAR,MF,Cádiz,La Liga,23.0,1998.0,5.2,170.0,145.0,21.0,4.0,0.0,1.0,18.0,12.0,5.0,3.0,2.0,0.0,105.0,4.0,4.0
131,Takuma Asano,jp JPN,"FW,MF",Bochum,Bundesliga,26.0,1994.0,17.9,378.0,372.0,5.0,0.0,4.0,2.0,34.0,4.0,0.0,0.0,0.0,0.0,244.0,1.0,24.0
132,Santiago Ascacíbar,ar ARG,MF,Hertha BSC,Bundesliga,24.0,1997.0,26.4,1168.0,1100.0,63.0,55.0,1.0,4.0,2.0,6.0,0.0,0.0,0.0,0.0,959.0,5.0,24.0
