,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Performance - CrdY,Performance - CrdR,Performance - 2CrdY,Performance - Fls,Performance - Fld,Performance - Off,Performance - Crs,Performance - Int,Performance - TklW,Performance - PKwon,Performance - PKcon,Performance - OG
1562,Filipe Luís,br BRA,DF,Atlético Madrid,La Liga,30.0,1985.0,33.4,5.0,0.0,0.0,33.0,46.0,6.0,95.0,67.0,77.0,0.0,0.0,0.0
1563,José Luis Gayà,es ESP,DF,Valencia,La Liga,21.0,1995.0,23.2,4.0,0.0,0.0,20.0,23.0,1.0,104.0,40.0,52.0,1.0,0.0,0.0
1564,Luisinho,pt POR,"DF,MF",La Coruña,La Liga,31.0,1985.0,21.2,6.0,0.0,0.0,44.0,29.0,2.0,82.0,43.0,43.0,0.0,0.0,0.0
1565,David Luiz,br BRA,DF,Chelsea,Premier League,29.0,1987.0,32.8,6.0,0.0,0.0,29.0,30.0,3.0,7.0,69.0,27.0,0.0,0.0,0.0
1566,David Luiz,br BRA,DF,Paris S-G,Ligue 1,29.0,1987.0,2.7,1.0,0.0,0.0,4.0,2.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0
1567,Jordan Lukaku,be BEL,"MF,DF",Lazio,Serie A,22.0,1994.0,9.5,2.0,0.0,0.0,11.0,2.0,5.0,24.0,10.0,16.0,0.0,0.0,0.0
1568,Romelu Lukaku,be BEL,FW,Everton,Premier League,23.0,1993.0,36.3,3.0,0.0,0.0,32.0,34.0,36.0,46.0,0.0,9.0,0.0,0.0,0.0
1569,Dodi Lukebakio,be BEL,"FW,MF",Toulouse,Ligue 1,18.0,1997.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0
1570,Saša Lukić,rs SRB,MF,Torino,Serie A,19.0,1996.0,8.6,6.0,0.0,0.0,18.0,12.0,0.0,12.0,24.0,13.0,0.0,0.0,0.0
1571,Senad Lulić,ba BIH,"MF,FW",Lazio,Serie A,30.0,1986.0,27.6,8.0,2.0,1.0,46.0,29.0,5.0,92.0,51.0,58.0,1.0,0.0,0.0
1572,Antonio Luna,es ESP,DF,Eibar,La Liga,25.0,1991.0,23.5,3.0,0.0,0.0,18.0,20.0,1.0,79.0,67.0,30.0,0.0,0.0,0.0
1573,Arnaud Lusamba,cd COD,"FW,MF",Nice,Ligue 1,19.0,1997.0,2.8,0.0,0.0,0.0,3.0,8.0,0.0,1.0,4.0,5.0,0.0,0.0,0.0
1574,Fabian Lustenberger,ch SUI,"MF,DF",Hertha BSC,Bundesliga,28.0,1988.0,16.7,1.0,0.0,0.0,30.0,25.0,0.0,2.0,50.0,28.0,0.0,0.0,0.0
1575,Andreas Luthe,de GER,GK,Augsburg,Bundesliga,29.0,1987.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1576,Germán Lux,ar ARG,GK,La Coruña,La Liga,34.0,1982.0,24.5,5.0,0.0,0.0,1.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
1577,Cheikh M'Bengue,sn SEN,"DF,MF",Saint-Étienne,Ligue 1,28.0,1988.0,13.1,4.0,0.0,0.0,18.0,7.0,3.0,34.0,32.0,13.0,0.0,0.0,0.0
1578,Massimo Maccarone,it ITA,FW,Empoli,Serie A,36.0,1979.0,16.8,3.0,1.0,0.0,26.0,43.0,19.0,22.0,3.0,9.0,1.0,0.0,0.0
1579,Zinédine Machach,fr FRA,MF,Marseille,Ligue 1,20.0,1996.0,4.6,4.0,2.0,1.0,15.0,4.0,0.0,3.0,9.0,15.0,0.0,0.0,0.0
1580,Darwin Machís,ve VEN,"MF,FW",Leganés,La Liga,23.0,1993.0,11.8,1.0,0.0,0.0,14.0,37.0,7.0,48.0,13.0,11.0,0.0,0.0,0.0
1581,Christian Maggio,it ITA,DF,Napoli,Serie A,34.0,1982.0,4.4,0.0,0.0,0.0,2.0,7.0,0.0,19.0,9.0,10.0,0.0,0.0,0.0
1582,Francesco Magnanelli,it ITA,MF,Sassuolo,Serie A,31.0,1984.0,13.3,2.0,0.0,0.0,25.0,35.0,0.0,4.0,38.0,34.0,0.0,0.0,0.0
1583,Harry Maguire,eng ENG,DF,Hull City,Premier League,23.0,1993.0,25.6,5.0,0.0,0.0,24.0,34.0,3.0,15.0,67.0,39.0,0.0,1.0,0.0
1584,Hicham Mahou,fr FRA,"FW,MF",Nice,Ligue 1,17.0,1999.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1586,Riyad Mahrez,dz ALG,MF,Leicester City,Premier League,25.0,1991.0,31.4,4.0,0.0,0.0,23.0,66.0,8.0,153.0,28.0,24.0,1.0,0.0,0.0
1587,Raffaele Maiello,it ITA,MF,Empoli,Serie A,25.0,1991.0,0.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1588,Arne Maier,de GER,MF,Hertha BSC,Bundesliga,17.0,1999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1589,Domenico Maietta,it ITA,DF,Bologna,Serie A,33.0,1982.0,26.4,8.0,0.0,0.0,31.0,12.0,0.0,6.0,88.0,52.0,0.0,0.0,0.0
1590,Habib Maïga,ci CIV,"DF,MF",Saint-Étienne,Ligue 1,20.0,1996.0,3.3,0.0,0.0,0.0,7.0,0.0,0.0,10.0,9.0,2.0,0.0,1.0,0.0
1591,Mike Maignan,fr FRA,GK,Lille,Ligue 1,21.0,1995.0,6.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1592,Anthony Maisonnial,fr FRA,GK,Saint-Étienne,Ligue 1,18.0,1998.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1593,Ainsley Maitland-Niles,eng ENG,"DF,FW",Arsenal,Premier League,18.0,1997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1594,Abdul Majeed Waris,gh GHA,"FW,MF",Lorient,Ligue 1,24.0,1991.0,31.6,5.0,0.0,0.0,43.0,65.0,21.0,23.0,12.0,29.0,2.0,0.0,0.0
1595,Jean-Victor Makengo,fr FRA,MF,Caen,Ligue 1,18.0,1998.0,9.7,2.0,0.0,0.0,11.0,15.0,0.0,9.0,13.0,10.0,0.0,0.0,0.0
1596,Nikola Maksimović,rs SRB,DF,Napoli,Serie A,24.0,1991.0,7.5,1.0,0.0,0.0,7.0,8.0,0.0,1.0,10.0,7.0,0.0,0.0,0.0
1597,Steed Malbranque,fr FRA,MF,Caen,Ligue 1,36.0,1980.0,4.1,2.0,0.0,0.0,8.0,5.0,0.0,5.0,9.0,8.0,0.0,0.0,0.0
1598,Malcom,br BRA,"FW,MF",Bordeaux,Ligue 1,19.0,1997.0,30.3,2.0,0.0,0.0,18.0,56.0,9.0,171.0,18.0,24.0,1.0,0.0,0.0
1599,Kévin Malcuit,ma MAR,"DF,MF",Saint-Étienne,Ligue 1,25.0,1991.0,23.2,4.0,2.0,0.0,21.0,34.0,0.0,75.0,68.0,53.0,0.0,1.0,0.0
1600,Aly Mallé,ml MLI,"MF,FW",Granada,La Liga,18.0,1998.0,5.6,2.0,0.0,0.0,16.0,13.0,2.0,29.0,10.0,9.0,0.0,0.0,0.0
1601,Yunus Mallı,tr TUR,"MF,FW",Wolfsburg,Bundesliga,24.0,1992.0,13.1,1.0,0.0,0.0,9.0,25.0,2.0,61.0,11.0,11.0,0.0,0.0,0.0
1602,Yunus Mallı,tr TUR,MF,Mainz 05,Bundesliga,24.0,1992.0,15.3,0.0,0.0,0.0,5.0,13.0,11.0,92.0,10.0,6.0,1.0,0.0,0.0
1603,Hugo Mallo,es ESP,DF,Celta Vigo,La Liga,25.0,1991.0,22.1,10.0,1.0,0.0,39.0,13.0,3.0,61.0,65.0,36.0,0.0,0.0,0.0
1604,Shaun Maloney,sct SCO,MF,Hull City,Premier League,33.0,1983.0,3.1,0.0,0.0,0.0,3.0,7.0,0.0,12.0,1.0,6.0,0.0,0.0,0.0
1605,Emanuel Mammana,ar ARG,DF,Lyon,Ligue 1,20.0,1996.0,16.8,3.0,0.0,0.0,15.0,5.0,0.0,1.0,39.0,31.0,0.0,0.0,0.0
1606,Rey Manaj,al ALB,FW,Pescara,Serie A,19.0,1997.0,5.3,2.0,0.0,0.0,12.0,10.0,9.0,1.0,0.0,4.0,0.0,0.0,0.0
1607,Vincent Manceau,fr FRA,DF,Angers,Ligue 1,27.0,1989.0,31.8,5.0,0.0,0.0,21.0,29.0,2.0,64.0,55.0,51.0,0.0,0.0,0.0
1608,Steve Mandanda,fr FRA,GK,Crystal Palace,Premier League,31.0,1985.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1609,Christophe Mandanne,fr FRA,FW,Nancy,Ligue 1,31.0,1985.0,10.4,2.0,0.0,0.0,23.0,9.0,19.0,12.0,0.0,0.0,0.0,0.0,0.0
1610,Aïssa Mandi,dz ALG,DF,Betis,La Liga,24.0,1991.0,24.6,4.0,0.0,0.0,29.0,10.0,4.0,2.0,56.0,34.0,0.0,1.0,0.0
1612,Georges Mandjeck,cm CMR,MF,Metz,Ligue 1,27.0,1988.0,26.0,7.0,0.0,0.0,56.0,56.0,1.0,3.0,55.0,42.0,1.0,0.0,0.0
1613,Rolando Mandragora,it ITA,MF,Juventus,Serie A,19.0,1997.0,0.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1614,Mario Mandžukić,hr CRO,"FW,MF",Juventus,Serie A,30.0,1986.0,27.6,5.0,0.0,0.0,42.0,43.0,13.0,28.0,28.0,28.0,0.0,0.0,0.0
1615,Alexis Mané,sn SEN,MF,Guingamp,Ligue 1,19.0,1997.0,0.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1616,Sadio Mané,sn SEN,FW,Liverpool,Premier League,24.0,1992.0,24.8,4.0,0.0,0.0,32.0,55.0,13.0,41.0,11.0,18.0,1.0,1.0,0.0
1617,Eliaquim Mangala,fr FRA,DF,Valencia,La Liga,25.0,1991.0,29.4,11.0,1.0,0.0,42.0,14.0,1.0,2.0,69.0,40.0,0.0,1.0,0.0
1618,Thomas Mangani,fr FRA,MF,Angers,Ligue 1,29.0,1987.0,31.6,3.0,0.0,0.0,33.0,23.0,0.0,239.0,43.0,57.0,0.0,0.0,0.0
1619,Ousman Manneh,gm GAM,FW,Werder Bremen,Bundesliga,19.0,1997.0,5.4,2.0,0.0,0.0,19.0,16.0,6.0,1.0,3.0,6.0,0.0,1.0,0.0
1620,Vito Mannone,it ITA,GK,Sunderland,Premier League,28.0,1988.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1621,Kostas Manolas,gr GRE,DF,Roma,Serie A,25.0,1991.0,30.8,7.0,0.0,0.0,36.0,20.0,0.0,5.0,68.0,31.0,0.0,0.0,0.0
1622,Javier Manquillo,es ESP,"DF,MF",Sunderland,Premier League,22.0,1994.0,15.9,2.0,0.0,0.0,14.0,13.0,5.0,36.0,25.0,22.0,0.0,0.0,0.0
1623,Martín Mantovani,ar ARG,DF,Leganés,La Liga,32.0,1984.0,30.0,9.0,0.0,0.0,37.0,44.0,2.0,1.0,69.0,30.0,0.0,1.0,0.0
1624,José Manuel Jurado,es ESP,MF,Espanyol,La Liga,30.0,1986.0,27.3,0.0,0.0,0.0,11.0,49.0,0.0,57.0,20.0,33.0,0.0,0.0,0.0
1625,Faitout Maouassa,fr FRA,"MF,FW",Nancy,Ligue 1,18.0,1998.0,11.5,4.0,2.0,1.0,24.0,15.0,4.0,34.0,11.0,13.0,0.0,1.0,0.0
1626,Mohamed Mara,gn GUI,"MF,FW",Lorient,Ligue 1,19.0,1996.0,7.0,2.0,0.0,0.0,12.0,5.0,6.0,13.0,12.0,17.0,0.0,0.0,0.0
1627,Florian Marange,fr FRA,DF,Bastia,Ligue 1,30.0,1986.0,16.1,3.0,1.0,0.0,21.0,4.0,0.0,13.0,41.0,17.0,0.0,0.0,0.0
1628,Fernando Marçal,br BRA,DF,Guingamp,Ligue 1,27.0,1989.0,29.9,4.0,2.0,1.0,43.0,41.0,1.0,109.0,83.0,63.0,1.0,0.0,0.0
1629,Vincent Marcel,fr FRA,"FW,MF",Nice,Ligue 1,19.0,1997.0,2.6,0.0,0.0,0.0,0.0,3.0,2.0,0.0,4.0,6.0,0.0,0.0,0.0
1630,Marcelo,br BRA,DF,Real Madrid,La Liga,28.0,1988.0,25.3,2.0,0.0,0.0,18.0,27.0,2.0,148.0,44.0,37.0,0.0,0.0,0.0
1631,Giovanni Marchese,it ITA,DF,Genoa,Serie A,31.0,1984.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1632,Federico Marchetti,it ITA,GK,Lazio,Serie A,33.0,1983.0,16.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1633,Vincent Marchetti,fr FRA,MF,Nancy,Ligue 1,19.0,1997.0,10.9,3.0,0.0,0.0,26.0,14.0,1.0,18.0,22.0,23.0,0.0,0.0,0.0
1634,Claudio Marchisio,it ITA,MF,Juventus,Serie A,30.0,1986.0,13.9,2.0,0.0,0.0,23.0,12.0,0.0,8.0,38.0,12.0,0.0,0.0,0.0
1635,Gian Marco Ferrari,it ITA,DF,Crotone,Serie A,24.0,1992.0,37.0,8.0,0.0,0.0,49.0,30.0,0.0,3.0,74.0,46.0,0.0,3.0,0.0
1636,Óscar de Marcos,es ESP,DF,Athletic Club,La Liga,27.0,1989.0,23.9,3.0,0.0,0.0,28.0,13.0,4.0,83.0,36.0,40.0,0.0,0.0,0.0
1638,José María Giménez,uy URU,"DF,MF",Atlético Madrid,La Liga,21.0,1995.0,11.3,5.0,0.0,0.0,11.0,20.0,0.0,8.0,32.0,31.0,0.0,1.0,0.0
1639,Mariano,br BRA,"DF,MF",Sevilla,La Liga,30.0,1986.0,29.4,10.0,0.0,0.0,29.0,24.0,1.0,110.0,43.0,55.0,0.0,0.0,0.0
1640,Mariano,do DOM,FW,Real Madrid,La Liga,22.0,1993.0,1.4,0.0,0.0,0.0,6.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
1641,Adrian Mariappa,jm JAM,DF,Watford,Premier League,29.0,1986.0,6.2,0.0,0.0,0.0,4.0,4.0,2.0,1.0,14.0,16.0,0.0,0.0,0.0
1642,Jordan Marié,fr FRA,MF,Dijon,Ligue 1,24.0,1991.0,16.0,4.0,2.0,1.0,16.0,13.0,0.0,12.0,46.0,32.0,0.0,0.0,0.0
1643,Guido Marilungo,it ITA,FW,Empoli,Serie A,26.0,1989.0,10.5,2.0,0.0,0.0,13.0,27.0,5.0,14.0,2.0,12.0,0.0,0.0,0.0
1644,Adrián Marín,es ESP,DF,Leganés,La Liga,19.0,1997.0,10.1,4.0,0.0,0.0,15.0,2.0,0.0,18.0,17.0,17.0,0.0,0.0,0.0
1645,Diego Mariño,es ESP,GK,Sporting Gijón,La Liga,26.0,1990.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1646,João Mário,pt POR,MF,Inter,Serie A,23.0,1993.0,22.3,5.0,0.0,0.0,33.0,43.0,1.0,92.0,31.0,25.0,0.0,0.0,0.0
1647,Lazar Marković,rs SRB,MF,Hull City,Premier League,22.0,1994.0,11.2,4.0,0.0,0.0,17.0,19.0,2.0,18.0,14.0,12.0,0.0,0.0,0.0
1648,Marlon,br BRA,DF,Barcelona,La Liga,20.0,1995.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0
1649,Dean Marney,eng ENG,MF,Burnley,Premier League,32.0,1984.0,19.6,7.0,0.0,0.0,34.0,20.0,0.0,7.0,28.0,28.0,0.0,0.0,0.0
1650,Dominic Maroh,si SVN,DF,Köln,Bundesliga,29.0,1987.0,7.2,3.0,0.0,0.0,6.0,7.0,0.0,0.0,19.0,12.0,0.0,0.0,1.0
1651,Iván Márquez,es ESP,DF,Osasuna,La Liga,22.0,1994.0,4.0,4.0,0.0,0.0,8.0,1.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0
1652,Javi Márquez,es ESP,MF,Granada,La Liga,30.0,1986.0,4.4,2.0,0.0,0.0,9.0,14.0,0.0,15.0,12.0,5.0,0.0,0.0,0.0
1653,Marquinhos,br BRA,DF,Paris S-G,Ligue 1,22.0,1994.0,27.8,1.0,0.0,0.0,10.0,12.0,3.0,4.0,41.0,34.0,0.0,0.0,0.0
1654,David Marshall,sct SCO,GK,Hull City,Premier League,31.0,1985.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1655,Bruno Martella,it ITA,"DF,MF",Crotone,Serie A,23.0,1992.0,25.8,4.0,0.0,0.0,19.0,3.0,4.0,112.0,55.0,33.0,0.0,0.0,0.0
1656,Anthony Martial,fr FRA,"MF,FW",Manchester Utd,Premier League,20.0,1995.0,17.3,2.0,0.0,0.0,26.0,28.0,6.0,57.0,9.0,16.0,0.0,0.0,0.0
1657,Aarón Martín,es ESP,DF,Espanyol,La Liga,19.0,1997.0,28.7,5.0,0.0,0.0,48.0,26.0,2.0,121.0,52.0,50.0,0.0,0.0,0.0
1658,Alberto Martín,es ESP,MF,Leganés,La Liga,27.0,1989.0,13.2,6.0,1.0,1.0,27.0,6.0,0.0,3.0,32.0,26.0,1.0,0.0,0.0
1659,Jonas Martin,fr FRA,MF,Betis,La Liga,26.0,1990.0,12.8,5.0,0.0,0.0,19.0,17.0,1.0,9.0,13.0,11.0,0.0,0.0,0.0
1660,Marvin Martin,fr FRA,"FW,MF",Dijon,Ligue 1,28.0,1988.0,5.5,0.0,0.0,0.0,2.0,10.0,0.0,37.0,2.0,6.0,0.0,0.0,0.0
1661,Cuco Martina,cw CUW,DF,Southampton,Premier League,26.0,1989.0,6.6,0.0,0.0,0.0,4.0,5.0,1.0,37.0,14.0,9.0,0.0,0.0,0.0
1662,Álex Martínez,es ESP,DF,Betis,La Liga,25.0,1990.0,10.7,2.0,0.0,0.0,10.0,5.0,3.0,60.0,18.0,13.0,0.0,1.0,0.0
1664,Carlos Martínez,es ESP,DF,Real Sociedad,La Liga,30.0,1986.0,9.7,2.0,0.0,0.0,9.0,12.0,0.0,38.0,22.0,13.0,0.0,0.0,0.0
1665,Emiliano Martínez,ar ARG,GK,Arsenal,Premier League,23.0,1992.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1666,Iñigo Martínez,es ESP,DF,Real Sociedad,La Liga,25.0,1991.0,33.3,10.0,1.0,1.0,47.0,37.0,2.0,14.0,60.0,30.0,1.0,3.0,1.0
1667,Javi Martínez,es ESP,DF,Bayern Munich,Bundesliga,27.0,1988.0,23.7,5.0,0.0,0.0,20.0,27.0,2.0,0.0,55.0,37.0,0.0,0.0,0.0
1668,Josef Martínez,ve VEN,FW,Torino,Serie A,23.0,1993.0,5.9,3.0,0.0,0.0,6.0,6.0,4.0,14.0,2.0,6.0,0.0,0.0,0.0
1669,Pablo Martinez,fr FRA,DF,Angers,Ligue 1,27.0,1989.0,6.9,4.0,0.0,0.0,7.0,12.0,1.0,12.0,15.0,12.0,0.0,0.0,0.0
1670,Bruno Martins Indi,nl NED,DF,Stoke City,Premier League,24.0,1992.0,35.0,4.0,0.0,0.0,25.0,10.0,2.0,4.0,66.0,42.0,0.0,0.0,0.0
1671,Luís Martins,pt POR,DF,Granada,La Liga,24.0,1992.0,0.8,0.0,0.0,0.0,1.0,0.0,0.0,11.0,1.0,2.0,0.0,0.0,0.0
1672,Jonathan Martins Pereira,fr FRA,DF,Guingamp,Ligue 1,30.0,1986.0,11.2,4.0,2.0,1.0,19.0,9.0,2.0,30.0,22.0,22.0,0.0,0.0,0.0
1673,Joris Marveaux,mq MTQ,MF,Montpellier,Ligue 1,33.0,1982.0,4.1,0.0,0.0,0.0,5.0,6.0,0.0,6.0,8.0,11.0,0.0,0.0,0.0
1674,Sylvain Marveaux,fr FRA,"MF,FW",Lorient,Ligue 1,30.0,1986.0,21.2,1.0,0.0,0.0,11.0,23.0,4.0,94.0,8.0,11.0,0.0,0.0,0.0
1675,Omar Mascarell,es ESP,MF,Eint Frankfurt,Bundesliga,23.0,1993.0,27.2,13.0,0.0,0.0,49.0,16.0,0.0,1.0,102.0,48.0,0.0,0.0,0.0
1676,Javier Mascherano,ar ARG,DF,Barcelona,La Liga,32.0,1984.0,21.3,6.0,0.0,0.0,21.0,19.0,1.0,4.0,43.0,38.0,0.0,0.0,0.0
1677,Andrea Masiello,it ITA,DF,Atalanta,Serie A,30.0,1986.0,32.5,9.0,0.0,0.0,37.0,23.0,3.0,10.0,91.0,38.0,0.0,0.0,0.0
1678,Adam Masina,ma MAR,DF,Bologna,Serie A,22.0,1994.0,27.0,6.0,1.0,0.0,48.0,25.0,5.0,51.0,61.0,53.0,0.0,0.0,0.0
1679,Brandon Mason,eng ENG,DF,Watford,Premier League,18.0,1997.0,1.3,0.0,0.0,0.0,3.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0
1680,Ryan Mason,eng ENG,MF,Hull City,Premier League,25.0,1991.0,10.3,4.0,0.0,0.0,10.0,16.0,0.0,25.0,14.0,10.0,0.0,0.0,0.0
1681,Arthur Masuaku,cd COD,"DF,MF",West Ham,Premier League,22.0,1993.0,10.8,1.0,0.0,0.0,16.0,10.0,0.0,30.0,26.0,32.0,0.0,1.0,0.0
1682,Juan Mata,es ESP,"MF,FW",Manchester Utd,Premier League,28.0,1988.0,17.9,3.0,0.0,0.0,9.0,16.0,9.0,93.0,13.0,18.0,0.0,0.0,1.0
1683,Jean-Philippe Mateta,fr FRA,FW,Lyon,Ligue 1,19.0,1997.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
1684,Christian Mathenia,de GER,GK,Hamburger SV,Bundesliga,24.0,1992.0,14.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
1685,Jérémy Mathieu,fr FRA,DF,Barcelona,La Liga,32.0,1983.0,11.5,0.0,0.0,0.0,11.0,5.0,1.0,4.0,16.0,12.0,0.0,0.0,1.0
1686,Boris Mathis,fr FRA,FW,Metz,Ligue 1,18.0,1997.0,0.2,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1687,Nemanja Matić,rs SRB,MF,Chelsea,Premier League,27.0,1988.0,29.9,4.0,0.0,0.0,33.0,26.0,2.0,8.0,55.0,40.0,0.0,0.0,0.0
1688,Joël Matip,cm CMR,DF,Liverpool,Premier League,24.0,1991.0,27.3,3.0,0.0,0.0,14.0,11.0,0.0,5.0,49.0,37.0,0.0,1.0,0.0
1690,Marvin Matip,cm CMR,DF,Ingolstadt 04,Bundesliga,30.0,1985.0,33.0,5.0,0.0,0.0,26.0,13.0,1.0,3.0,83.0,60.0,0.0,0.0,1.0
1691,Ryder Matos,br BRA,"FW,MF",Udinese,Serie A,23.0,1993.0,6.2,0.0,0.0,0.0,13.0,29.0,1.0,24.0,8.0,6.0,0.0,0.0,0.0
1692,Alessandro Matri,it ITA,FW,Sassuolo,Serie A,31.0,1984.0,16.2,1.0,0.0,0.0,9.0,16.0,20.0,18.0,6.0,0.0,0.0,0.0,0.0
1693,Blaise Matuidi,fr FRA,MF,Paris S-G,Ligue 1,29.0,1987.0,26.8,4.0,0.0,0.0,48.0,36.0,11.0,51.0,40.0,42.0,1.0,0.0,0.0
1694,José Mauri,it ITA,MF,Empoli,Serie A,20.0,1996.0,9.7,4.0,0.0,0.0,15.0,22.0,0.0,6.0,13.0,23.0,0.0,0.0,0.0
1695,Mërgim Mavraj,al ALB,DF,Hamburger SV,Bundesliga,30.0,1986.0,14.0,3.0,0.0,0.0,18.0,12.0,0.0,1.0,43.0,28.0,0.0,1.0,0.0
1696,Mërgim Mavraj,al ALB,DF,Köln,Bundesliga,30.0,1986.0,16.0,2.0,0.0,0.0,15.0,9.0,0.0,0.0,44.0,21.0,0.0,0.0,0.0
1697,Rio Mavuba,fr FRA,MF,Lille,Ligue 1,32.0,1984.0,12.4,4.0,1.0,0.0,19.0,20.0,0.0,6.0,13.0,15.0,0.0,0.0,0.0
1698,Alfie Mawson,eng ENG,DF,Swansea City,Premier League,22.0,1994.0,27.0,1.0,0.0,0.0,10.0,19.0,0.0,1.0,29.0,24.0,0.0,1.0,2.0
1699,Philipp Max,de GER,"MF,DF",Augsburg,Bundesliga,22.0,1993.0,20.1,4.0,0.0,0.0,22.0,12.0,5.0,47.0,41.0,27.0,0.0,0.0,1.0
1700,Eric Maxim Choupo-Moting,cm CMR,"MF,FW",Schalke 04,Bundesliga,27.0,1989.0,18.7,1.0,0.0,0.0,23.0,28.0,22.0,26.0,11.0,10.0,1.0,0.0,0.0
1701,Maxwell,br BRA,DF,Paris S-G,Ligue 1,34.0,1981.0,19.0,0.0,0.0,0.0,6.0,2.0,2.0,62.0,22.0,21.0,0.0,0.0,0.0
1702,Borja Mayoral,es ESP,FW,Wolfsburg,Bundesliga,19.0,1997.0,4.3,1.0,0.0,0.0,4.0,9.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0
1703,Youssef Maziz,fr FRA,MF,Metz,Ligue 1,18.0,1998.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1704,Luca Mazzitelli,it ITA,MF,Sassuolo,Serie A,20.0,1995.0,11.6,8.0,0.0,0.0,36.0,23.0,1.0,18.0,26.0,28.0,0.0,0.0,0.0
1705,Kylian Mbappé,fr FRA,"FW,MF",Monaco,Ligue 1,17.0,1998.0,16.6,2.0,0.0,0.0,8.0,22.0,24.0,28.0,3.0,7.0,3.0,0.0,0.0
1706,Ibrahima Mbaye,sn SEN,DF,Bologna,Serie A,21.0,1994.0,11.9,4.0,0.0,0.0,19.0,17.0,0.0,4.0,26.0,24.0,0.0,0.0,2.0
1707,Isaac Mbenza,be BEL,MF,Montpellier,Ligue 1,20.0,1996.0,10.5,0.0,0.0,0.0,5.0,13.0,7.0,24.0,4.0,4.0,0.0,0.0,0.0
1708,Dieumerci Mbokani,cd COD,FW,Hull City,Premier League,30.0,1985.0,8.5,0.0,0.0,0.0,14.0,23.0,12.0,3.0,1.0,3.0,1.0,0.0,0.0
1709,James McArthur,sct SCO,MF,Crystal Palace,Premier League,28.0,1987.0,22.2,5.0,0.0,0.0,41.0,27.0,4.0,27.0,26.0,45.0,0.0,0.0,0.0
1710,Gareth McAuley,nir NIR,DF,West Brom,Premier League,36.0,1979.0,34.9,5.0,0.0,0.0,26.0,12.0,0.0,6.0,74.0,37.0,0.0,1.0,1.0
1711,Oliver McBurnie,sct SCO,FW,Swansea City,Premier League,20.0,1996.0,0.9,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1712,James McCarthy,ie IRL,MF,Everton,Premier League,25.0,1990.0,6.8,2.0,0.0,0.0,10.0,9.0,0.0,4.0,11.0,12.0,0.0,0.0,0.0
1713,James McClean,ie IRL,"MF,FW",West Brom,Premier League,27.0,1989.0,16.4,9.0,0.0,0.0,30.0,17.0,7.0,97.0,19.0,41.0,0.0,0.0,0.0
