,Player,90s,Touches - Touches,Touches - Def Pen,Touches - Def 3rd,Touches - Mid 3rd,Touches - Att 3rd,Touches - Att Pen,Touches - Live,Take-Ons - Att,Take-Ons - Succ,Take-Ons - Succ%,Take-Ons - Tkld,Take-Ons - Tkld%,Carries - Carries,Carries - TotDist,Carries - PrgDist,Carries - PrgC,Carries - 1/3,Carries - CPA,Carries - Mis,Carries - Dis,Receiving - Rec,Receiving - PrgR
2372,Connor Ronan,0.0,4,0,0,3,1,0,4,1,1,100.0,0,0.0,1,4,2,0,0,0,0,0,3,1
2373,Salomon Rondon,1.2,36,1,2,15,19,4,36,1,1,100.0,0,0.0,16,33,3,0,1,0,1,1,32,7
2374,Valentin Rongier,33.7,2455,86,506,1464,505,41,2455,45,29,64.4,15,33.3,1889,11394,5460,57,52,9,31,30,1709,72
2375,Marten de Roon,32.9,2209,119,634,1232,354,21,2209,10,4,40.0,5,50.0,1127,4700,2195,18,30,2,16,15,1389,23
2376,Pablo Rosario,19.6,1227,71,357,693,184,16,1227,19,7,36.8,10,52.6,940,4523,2232,18,19,0,22,11,885,42
2378,Tom Rothe,0.3,22,3,8,7,7,1,22,1,1,100.0,0,0.0,12,26,14,0,0,0,0,0,10,2
2379,Joe Rothwell,11.3,538,19,131,309,105,5,538,23,16,69.6,7,30.4,285,1640,790,12,12,2,8,4,319,12
2380,Anthony Rouault,36.8,2451,369,1282,1113,69,33,2451,10,3,30.0,5,50.0,1683,8531,4632,10,8,1,23,5,1513,6
2381,Jerome Roussillon,0.2,11,0,0,4,7,0,11,1,0,0.0,1,100.0,7,21,5,0,0,0,2,2,7,2
2382,Jerome Roussillon,10.6,551,26,142,222,193,13,551,28,11,39.3,14,50.0,250,1206,551,18,11,4,12,8,271,42
2383,Nicolo Rovella,19.3,1556,46,374,950,248,10,1556,15,6,40.0,8,53.3,950,5023,2259,26,30,2,20,7,1134,19
2384,Nicolo Rovella,0.3,29,0,4,17,9,0,29,2,2,100.0,0,0.0,21,125,66,1,1,0,1,0,24,2
2385,Amir Rrahmani,27.2,2372,228,955,1327,102,29,2372,6,3,50.0,2,33.3,1573,8201,5024,23,23,1,9,3,1768,5
2386,Ruan,19.0,1136,191,681,431,28,13,1136,4,3,75.0,1,25.0,601,2703,1221,6,5,0,4,5,660,3
2387,Ruben,9.9,473,24,130,195,160,21,473,24,12,50.0,10,41.7,224,1612,838,34,15,10,17,9,230,57
2388,Antonio Rudiger,26.8,1814,194,907,840,79,25,1814,4,3,75.0,1,25.0,1216,5991,3731,21,11,0,8,2,1339,10
2389,Sebastian Rudy,8.8,547,25,141,296,112,4,547,3,0,0.0,3,100.0,247,1017,461,7,5,0,12,8,306,7
2390,Daniele Rugani,6.3,325,61,204,112,9,4,325,1,1,100.0,0,0.0,187,844,496,2,0,0,1,0,213,0
2392,Matteo Ruggeri,9.2,722,24,198,304,224,17,722,9,4,44.4,5,55.6,342,1508,777,22,14,3,7,5,444,65
2393,Mario Rui,19.4,1864,36,381,946,552,11,1864,16,8,50.0,5,31.3,1101,4711,2976,52,56,2,10,7,1243,97
2394,Aitor Ruibal,16.2,1062,44,338,468,278,24,1062,67,35,52.2,31,46.3,559,2936,1818,38,27,8,24,13,597,70
2395,Kays Ruiz,0.7,41,0,19,19,4,1,41,1,1,100.0,0,0.0,31,160,68,1,0,1,2,1,23,2
2396,Fabian Ruiz Pena,21.0,1971,53,411,1161,410,41,1971,30,18,60.0,12,40.0,1681,7230,3162,32,35,4,23,16,1580,86
2401,Georginio Rutter,3.0,124,4,13,47,65,20,124,25,9,36.0,13,52.0,76,351,126,5,1,3,15,14,86,21
2402,Georginio Rutter,11.2,338,9,27,98,219,67,338,71,34,47.9,34,47.9,235,1541,723,32,11,24,46,25,260,75
2403,Julian Ryerson,11.5,627,29,176,246,215,12,627,38,18,47.4,15,39.5,292,1652,690,20,16,4,11,14,293,32
2404,Julian Ryerson,15.7,1162,39,313,548,311,12,1162,47,17,36.2,22,46.8,646,3311,1758,54,26,6,18,18,723,69
2406,Jose Sa,36.0,1277,1153,1271,7,0,0,1277,2,2,100.0,0,0.0,731,4563,2991,0,0,0,4,0,585,0
2407,Youssouf Sabaly,18.7,1179,83,388,521,284,16,1179,39,19,48.7,13,33.3,619,3101,1754,41,36,3,25,25,671,64
2408,Halid Sabanovic,7.1,352,23,84,178,94,6,352,12,4,33.3,8,66.7,232,1268,519,5,10,1,12,3,203,30
2409,Abdelhamid Sabiri,11.9,618,15,64,304,257,31,616,39,14,35.9,17,43.6,363,1503,536,7,20,5,34,28,423,54
2410,Marcel Sabitzer,7.0,377,18,69,200,110,20,377,3,1,33.3,1,33.3,209,751,361,8,6,0,9,5,247,26
2411,Marcel Sabitzer,7.0,548,10,88,323,141,9,548,3,1,33.3,2,66.7,312,1283,572,7,8,0,6,3,368,19
2412,Falaye Sacko,28.7,1503,135,519,692,315,29,1503,36,17,47.2,15,41.7,962,6066,2873,50,36,6,33,13,820,70
2413,Umar Sadiq,2.7,74,3,6,31,39,18,74,12,4,33.3,8,66.7,47,390,211,5,8,6,7,11,53,7
2414,Umar Sadiq,0.9,26,1,2,9,15,2,26,3,2,66.7,0,0.0,16,62,9,0,0,1,6,2,21,6
2415,Alexis Saelemaekers,15.6,836,13,105,337,407,50,836,72,31,43.1,32,44.4,503,3229,1563,52,23,15,38,21,568,143
2416,Wesley Said,7.2,270,2,11,145,121,41,270,26,17,65.4,9,34.6,220,1330,491,19,12,6,18,6,217,67
2418,Allan Saint-Maximin,12.4,598,5,69,198,348,77,598,99,57,57.6,33,33.3,435,4137,2512,93,51,41,31,30,456,111
2419,Theo Sainte-Luce,5.9,326,19,93,160,76,6,326,13,8,61.5,5,38.5,201,1032,417,5,9,1,9,4,183,36
2420,Samuel Saiz,2.7,192,0,21,98,75,7,190,10,4,40.0,6,60.0,131,713,244,5,5,2,10,4,154,18
2421,Bukayo Saka,35.3,1882,21,160,474,1270,237,1879,161,61,37.9,69,42.9,1191,8403,4557,179,92,84,78,59,1361,520
2422,Hamza Sakhi,18.4,1112,20,171,614,342,28,1112,27,15,55.6,6,22.2,834,5023,2110,43,37,3,20,13,779,75
2423,Mamadou Sakho,8.5,539,74,239,293,8,5,539,2,1,50.0,1,50.0,382,1940,1144,0,0,0,1,0,357,2
2424,Jacopo Sala,1.2,57,2,14,28,16,2,57,3,0,0.0,2,66.7,32,119,68,2,0,0,1,0,34,3
2425,Ibrahim Salah,2.5,154,2,24,59,75,5,154,18,13,72.2,5,27.8,121,1086,469,13,11,1,5,4,109,27
2426,Mohamed Salah,36.6,1634,4,83,539,1028,301,1630,134,50,37.3,72,53.7,1107,6382,3036,120,66,87,110,79,1305,421
2427,Amine Salama,13.9,484,6,51,232,215,48,484,56,22,39.3,31,55.4,360,2756,1060,35,19,16,48,19,351,94
2429,William Saliba,26.8,2056,174,905,1094,64,15,2056,11,8,72.7,1,9.1,1323,6658,3908,13,14,1,15,6,1423,2
2431,Mohammed Salisu,21.9,1504,220,755,635,124,25,1504,10,7,70.0,3,30.0,725,3391,1556,5,11,0,5,9,757,4
2432,Roland Sallai,11.1,465,11,72,194,202,40,465,27,12,44.4,12,44.4,274,1435,579,22,11,3,21,10,328,71
2433,Yoann Salmier,29.4,1764,252,871,821,89,20,1764,13,6,46.2,5,38.5,1235,7197,3568,24,23,3,9,7,1082,9
2434,Salvi,5.4,254,4,31,81,145,18,254,9,3,33.3,6,66.7,139,920,459,27,14,3,9,6,162,51
2435,Lazar Samardzic,20.5,1098,20,160,572,381,38,1098,64,28,43.8,34,53.1,619,3575,1568,34,33,7,29,20,716,65
2436,Diadie Samassekou,0.4,23,1,5,15,3,0,23,1,1,100.0,0,0.0,9,39,13,0,0,0,0,0,13,1
2437,Mama Samba Balde,29.6,1009,21,120,498,422,125,1007,124,56,45.2,54,43.5,687,4596,1725,51,29,25,122,68,681,179
2438,Brice Samba,37.0,1307,942,1291,18,0,0,1307,1,1,100.0,0,0.0,987,5296,3117,0,0,0,1,0,712,0
2439,Albert Sambi Lokonga,2.2,154,6,32,95,29,0,154,2,1,50.0,0,0.0,96,393,145,0,6,0,1,1,113,2
2440,Albert Sambi Lokonga,6.0,325,22,109,170,47,2,325,5,1,20.0,2,40.0,172,804,368,2,2,0,3,6,211,2
2441,Junior Sambia,7.7,504,21,114,221,172,13,504,29,10,34.5,17,58.6,258,1443,803,23,22,6,13,9,301,38
2442,Samuel,32.1,1611,15,178,582,881,162,1611,121,53,43.8,50,41.3,1073,7128,4026,144,100,60,85,57,1165,260
2444,Fede San Emeterio,20.5,834,64,251,498,91,8,834,5,2,40.0,2,40.0,392,1506,605,1,7,1,11,8,436,11
2445,Antonio Sanabria,27.0,946,11,49,457,450,117,945,41,23,56.1,11,26.8,496,2285,536,17,19,11,83,29,730,139
2446,Leandro Sanca,0.4,17,0,1,6,11,0,17,5,3,60.0,2,40.0,10,66,15,1,1,0,1,1,11,3
2447,Oihan Sancet,28.1,1269,17,114,623,561,80,1267,83,46,55.4,25,30.1,847,5286,2806,91,71,17,82,61,981,156
2448,Renato Sanches,8.0,753,17,106,479,179,18,753,22,13,59.1,7,31.8,648,3751,2154,30,26,4,13,8,625,25
2449,Alexis Sanchez,29.8,1234,7,69,513,663,145,1231,82,43,52.4,32,39.0,950,4916,1398,42,24,20,85,62,961,232
2450,Antonio Sanchez,12.0,602,18,150,279,187,16,602,26,12,46.2,14,53.8,349,2184,850,22,19,2,25,19,342,56
2451,Davinson Sanchez,9.5,719,99,364,310,46,10,719,6,2,33.3,3,50.0,406,1607,788,5,2,0,3,2,473,4
2452,Ivan Sanchez,12.8,616,9,99,292,241,26,616,63,36,57.1,16,25.4,449,3611,1974,58,31,12,21,15,472,61
2453,Javi Sanchez,26.6,1444,219,838,577,41,15,1444,7,7,100.0,0,0.0,800,4466,2820,21,9,1,7,4,906,5
2454,Manu Sanchez,23.6,1385,64,330,619,451,43,1385,41,16,39.0,23,56.1,689,3461,1930,42,27,3,27,14,782,105
2456,Jadon Sancho,18.7,977,16,118,339,536,106,977,78,33,42.3,40,51.3,640,3825,2193,88,39,45,50,20,715,173
2457,Alex Sandro,19.9,1455,118,521,750,196,13,1455,28,19,67.9,4,14.3,763,4257,2489,51,36,3,26,17,901,25
2458,Leroy Sane,22.3,1379,10,111,616,683,101,1379,136,75,55.1,56,41.2,941,6150,2650,77,69,30,60,60,1134,198
2459,Sidi Sane,0.3,10,1,1,4,5,0,10,1,0,0.0,0,0.0,5,15,12,0,0,0,1,0,6,0
2461,Morgan Sanson,15.8,843,11,115,479,265,36,843,46,17,37.0,19,41.3,641,4176,1880,43,49,12,34,23,585,70
2462,Nicola Sansone,8.2,314,4,26,139,156,29,314,19,4,21.1,11,57.9,209,1114,446,17,14,7,23,14,246,72
2463,Baptiste Santamaria,20.1,1499,41,271,1023,218,16,1499,17,9,52.9,7,41.2,1122,5728,2726,17,37,1,30,11,1024,21
2464,Riccardo Saponara,13.4,606,12,66,235,317,61,606,42,18,42.9,19,45.2,409,2870,1567,56,37,16,29,19,470,125
2465,Pablo Sarabia,8.5,450,9,68,189,199,22,450,12,2,16.7,9,75.0,267,1195,522,17,15,4,9,14,312,54
2466,Pablo Sarabia,4.1,225,1,40,91,94,15,225,5,1,20.0,3,60.0,181,953,406,9,8,0,11,7,178,37
2467,Jeremy Sarmiento,2.0,100,0,13,39,48,10,100,11,6,54.5,4,36.4,69,386,129,5,3,1,6,7,77,20
2468,Amin Sarr,6.0,203,3,13,96,97,20,203,14,4,28.6,8,57.1,144,863,344,12,15,5,20,5,138,47
2471,Malang Sarr,8.0,590,54,210,366,17,1,590,4,2,50.0,2,50.0,457,2591,1656,5,7,2,4,2,410,2
2474,Martin Satriano,18.9,597,19,67,250,291,77,597,48,19,39.6,27,56.3,346,1840,737,29,22,12,54,45,466,127
2475,Teji Savanier,28.3,2067,41,289,1138,677,34,2061,138,72,52.2,42,30.4,1493,8500,3547,48,63,4,71,50,1379,117
2477,Stefan Savic,21.6,1317,166,647,636,35,6,1317,5,4,80.0,0,0.0,777,3967,2536,20,5,1,2,3,892,6
2478,Joe Scally,24.5,1373,84,456,663,263,20,1373,28,11,39.3,13,46.4,704,3297,1544,29,23,1,22,14,804,60
2479,Giorgio Scalvini,25.9,1762,124,687,861,226,32,1762,26,12,46.2,11,42.3,917,3552,1989,22,22,6,20,8,1146,34
2480,Gianluca Scamacca,10.3,273,5,13,135,128,38,273,14,6,42.9,6,42.9,143,660,282,13,7,3,23,18,203,48
2481,Gustavo Scarpa,2.0,108,3,24,58,27,1,108,4,1,25.0,2,50.0,67,515,313,9,5,0,1,0,71,4
2482,Kevin Schade,8.1,291,7,38,94,165,48,291,35,12,34.3,18,51.4,147,1199,501,24,12,15,25,9,186,57
2483,Kevin Schade,2.0,100,3,12,37,52,13,100,12,3,25.0,8,66.7,48,319,129,7,3,5,8,6,68,20
2484,Andras Schafer,9.6,391,15,90,189,125,14,391,32,9,28.1,14,43.8,203,1157,523,15,12,4,21,13,212,18
2485,Fabian Schar,35.6,2235,248,1101,938,213,73,2235,13,4,30.8,7,53.8,1214,6337,4115,27,26,3,20,7,1341,32
2486,Derry Scherhant,3.2,101,5,21,47,37,7,101,16,6,37.5,10,62.5,62,283,68,4,1,4,8,8,65,16
2487,Patrik Schick,10.5,358,8,22,168,172,48,358,16,7,43.8,8,50.0,195,697,234,8,9,3,28,13,298,68
2488,Kingsley Schindler,12.1,699,37,165,305,234,25,699,22,8,36.4,11,50.0,345,1642,684,20,14,5,27,15,382,75
2489,Xaver Schlager,16.7,1090,35,275,677,160,3,1090,24,13,54.2,8,33.3,680,3392,1828,23,22,1,21,14,734,12
2491,Keven Schlotterbeck,8.2,437,83,228,180,31,18,437,1,0,0.0,1,100.0,157,700,396,1,0,0,4,3,167,3
2492,Nico Schlotterbeck,25.0,2173,202,988,1097,111,23,2173,19,11,57.9,4,21.1,1342,6598,4158,39,39,1,14,8,1510,14
2493,Jeffrey Schlupp,28.1,1193,63,281,640,293,48,1193,56,30,53.6,19,33.9,602,3035,1232,32,25,11,33,33,707,67
2496,Jonathan Schmid,0.5,34,2,8,15,11,2,34,1,1,100.0,0,0.0,10,39,16,1,0,1,1,0,18,6
2497,Romano Schmid,16.9,948,17,139,495,325,34,948,47,16,34.0,25,53.2,540,2606,1324,34,30,7,47,25,661,84
2498,Kenneth Schmidt,2.8,208,16,79,119,12,0,208,3,2,66.7,1,33.3,120,725,368,5,3,0,5,0,144,0
2499,Niklas Schmidt,12.1,718,19,113,441,181,19,718,46,33,71.7,10,21.7,432,2322,1073,26,22,4,17,13,484,49
2500,Benno Schmitz,26.9,1757,83,485,799,483,22,1757,11,3,27.3,7,63.6,777,3363,1919,48,39,3,24,8,915,126
2501,Jerdy Schouten,27.9,1807,81,492,1138,193,10,1807,48,27,56.3,13,27.1,1033,4285,1647,15,13,1,43,25,1239,29
2502,Perr Schuurs,25.8,1479,145,759,671,67,17,1479,14,10,71.4,3,21.4,768,3730,1812,14,16,1,21,7,814,2
2505,Manuel Sebastian,1.7,86,3,25,52,10,0,86,3,1,33.3,2,66.7,48,261,69,0,2,0,1,0,49,1
2506,Demba Seck,5.8,238,2,22,107,117,27,238,30,16,53.3,9,30.0,164,1395,752,29,19,12,24,13,185,42
2507,Haris Seferovic,9.9,284,8,23,140,124,30,284,16,8,50.0,7,43.8,159,641,290,12,8,9,15,7,200,44
2510,Paul Seguin,7.7,417,7,81,187,150,11,417,14,7,50.0,6,42.9,219,1030,458,13,10,1,8,6,250,28
2511,Alidu Seidu,27.3,1646,109,710,805,158,3,1646,61,31,50.8,9,14.8,1168,7389,3574,27,34,2,34,15,970,35
2512,Davie Selke,3.1,108,7,14,49,47,12,107,4,1,25.0,3,75.0,54,260,137,3,4,2,8,4,82,22
2513,Davie Selke,9.7,298,17,28,147,126,53,298,9,4,44.4,5,55.6,131,504,254,7,6,0,12,9,235,40
2515,Nelson Semedo,29.2,1858,139,589,837,451,29,1858,73,33,45.2,33,45.2,998,5308,2691,50,42,5,42,19,1087,147
2517,Antoine Semenyo,2.9,102,8,24,43,39,5,102,6,3,50.0,2,33.3,58,508,239,5,9,4,12,6,64,11
2519,Marcos Senesi,27.7,1647,340,1037,568,57,16,1647,13,8,61.5,4,30.8,929,4383,2386,9,12,1,15,4,983,3
2520,Stefano Sensi,18.0,1442,22,276,880,299,11,1442,29,11,37.9,9,31.0,903,4511,1934,27,32,2,32,15,1103,37
2522,Jaime Seoane,3.6,155,4,26,82,47,2,155,5,2,40.0,3,60.0,84,434,208,6,3,1,4,6,94,7
2524,Suat Serdar,22.5,936,32,189,549,219,32,936,74,36,48.6,31,41.9,463,2623,1226,33,23,3,35,32,465,48
2525,Leonardo Sernicola,25.7,1220,67,352,498,387,24,1220,57,24,42.1,22,38.6,592,3716,2045,60,45,5,28,21,610,95
2526,Ryan Sessegnon,9.0,493,29,157,170,168,27,493,11,5,45.5,4,36.4,233,1435,815,24,11,5,11,10,270,64
2527,Stephan El Shaarawy,16.9,1032,16,185,467,395,63,1032,70,26,37.1,39,55.7,619,3834,1842,58,41,20,35,11,681,136
2529,Luke Shaw,28.4,2388,175,810,1124,475,22,2388,39,14,35.9,17,43.6,1298,6356,3352,53,44,3,24,8,1459,76
2531,Jonjo Shelvey,6.0,345,23,102,209,35,1,345,4,4,100.0,0,0.0,178,978,442,1,3,0,3,4,214,0
2532,Eldor Shomurodov,9.0,316,4,31,140,151,34,316,25,8,32.0,13,52.0,170,899,337,7,4,3,37,17,222,53
2533,Eldor Shomurodov,1.3,53,1,4,16,34,11,53,4,1,25.0,3,75.0,34,241,103,3,4,2,4,5,43,15
2534,Kaj Sierhuis,2.4,91,3,10,28,54,15,91,5,2,40.0,2,40.0,71,352,130,5,4,1,5,5,70,29
2535,Vincent Sierro,7.4,485,16,100,296,92,6,485,8,6,75.0,1,12.5,343,1717,666,7,10,2,6,7,313,13
2536,Kiliann Sildillia,22.0,1306,67,337,706,271,18,1306,27,12,44.4,14,51.9,650,3159,1546,20,24,2,21,15,693,47
2537,Andre Silva,19.3,717,8,39,281,409,120,717,61,21,34.4,29,47.5,478,2386,984,35,21,23,65,43,556,142
2538,Bernardo Silva,24.5,1772,31,281,797,707,92,1772,64,28,43.8,29,45.3,1115,7092,3523,90,73,29,30,31,1324,188
2539,Caio Henrique Oliveira Silva,32.2,2218,105,621,1025,595,36,2218,33,19,57.6,8,24.2,1413,8270,4299,56,49,9,27,10,1253,141
2540,David Silva,21.5,1378,24,136,700,560,78,1378,47,19,40.4,19,40.4,881,4932,2318,70,68,19,37,24,1045,121
2541,Rui Silva,26.0,936,782,932,5,0,0,936,1,1,100.0,0,0.0,462,2369,1283,0,0,0,0,0,360,0
2542,Thiago Silva,26.1,2302,348,1167,1081,58,24,2302,4,3,75.0,0,0.0,1460,6608,3887,8,14,0,6,1,1674,2
2544,Abdallah Sima,20.4,589,23,54,271,281,78,589,50,21,42.0,25,50.0,404,2855,915,38,25,17,60,31,424,140
2545,Mohamed Simakan,16.2,1301,89,434,668,211,28,1301,31,12,38.7,15,48.4,768,3765,2170,32,23,2,22,6,869,72
2546,Giovanni Simeone,4.5,194,4,16,87,92,25,194,15,7,46.7,5,33.3,144,722,225,11,9,3,27,13,159,34
2548,Ellis Simms,2.5,84,1,2,36,47,11,84,2,2,100.0,0,0.0,37,156,55,2,2,2,6,2,65,19
2550,Moses Simon,26.1,967,5,103,321,567,104,966,95,34,35.8,50,52.6,729,6355,3150,138,61,43,49,36,669,218
2552,Lassine Sinayoko,17.4,787,27,125,329,355,76,787,60,28,46.7,24,40.0,579,3939,1782,49,33,22,42,33,520,150
2553,Wilfried Singo,22.7,1354,46,299,649,420,59,1354,54,30,55.6,13,24.1,708,3749,1789,54,34,9,33,17,849,93
2554,Luis Sinisterra,9.6,469,7,50,212,215,32,469,42,19,45.2,17,40.5,281,1740,931,30,17,8,16,23,341,84
2555,Daley Sinkgraven,3.8,260,13,81,119,61,7,260,6,3,50.0,3,50.0,129,606,300,8,6,1,4,7,161,17
2559,Ibrahima Sissoko,14.6,803,40,177,464,176,28,803,17,8,47.1,8,47.1,543,2796,1159,18,23,1,22,19,480,41
2560,Moussa Sissoko,21.3,963,32,189,562,240,25,963,36,15,41.7,19,52.8,700,4357,2141,33,30,4,29,18,618,70
2561,Tim Skarke,0.6,50,1,4,15,31,5,50,2,1,50.0,1,50.0,33,159,49,3,0,1,3,4,34,10
2562,Tim Skarke,4.9,212,4,25,80,108,10,212,11,2,18.2,9,81.8,99,509,182,4,10,1,16,5,107,26
2563,Ellyes Skhiri,31.7,2056,105,583,1207,287,54,2056,32,24,75.0,8,25.0,1123,6762,3462,50,35,7,27,20,1263,61
2564,Oliver Skipp,16.6,915,45,245,554,124,7,915,15,11,73.3,3,20.0,496,2147,941,14,15,2,17,16,634,25
2567,Robert Skov,15.0,906,32,210,373,335,37,904,27,7,25.9,16,59.3,453,2377,1188,43,26,12,21,11,481,97
2568,Milan Skriniar,19.7,1546,151,741,721,90,13,1546,3,3,100.0,0,0.0,976,4478,2134,16,11,0,14,3,1137,10
2570,Islam Slimani,11.0,467,13,30,269,170,45,466,13,4,30.8,8,61.5,357,1546,467,11,11,2,36,17,377,61
2571,Chris Smalling,31.2,1657,254,977,637,52,34,1657,4,2,50.0,1,25.0,877,3859,1889,5,7,0,10,2,1002,7
2572,Adam Smith,32.7,1527,112,602,650,296,17,1527,30,6,20.0,17,56.7,647,2762,1368,28,21,3,21,4,771,54
2574,Emile Smith Rowe,1.9,102,1,14,37,51,9,102,5,2,40.0,3,60.0,68,303,119,2,1,0,0,4,71,11
2575,Hrvoje Smolcic,5.2,432,72,234,188,12,4,432,2,2,100.0,0,0.0,231,1099,609,0,3,0,3,1,254,1
2577,Cedric Soares,2.2,213,10,58,89,66,3,213,2,2,100.0,0,0.0,120,496,242,4,2,1,2,2,140,12
2578,Danilo Soares,19.6,1251,90,469,643,154,2,1251,22,8,36.4,12,54.5,507,2188,908,17,18,2,17,13,522,24
2579,Eduard Sobol,9.7,479,19,97,230,156,8,479,25,11,44.0,9,36.0,300,1781,771,16,15,2,12,7,277,54
2580,Ruben Sobrino,27.4,952,37,209,401,359,75,952,75,29,38.7,36,48.0,542,3550,1609,45,41,12,56,42,579,81
2581,Alex Sola,3.9,252,12,73,99,84,6,252,16,7,43.8,5,31.3,116,739,298,8,3,1,2,6,131,19
2582,Dominic Solanke,31.8,1012,54,157,423,454,159,1012,110,45,40.9,54,49.1,637,4479,1723,70,40,36,134,74,730,167
2583,Augusto Solari,2.9,160,1,28,88,45,6,160,5,1,20.0,3,60.0,88,337,155,5,2,1,2,4,105,14
2584,Ola Solbakken,5.6,227,8,28,94,109,20,227,14,5,35.7,6,42.9,134,613,220,5,11,7,16,13,156,35
2585,Nikola Soldo,6.6,421,47,230,182,13,7,421,3,0,0.0,3,100.0,236,1193,722,3,2,0,1,0,261,0
2586,Carlos Soler,2.7,143,2,13,62,68,4,142,2,1,50.0,0,0.0,83,508,223,3,4,0,2,1,98,7
2587,Carlos Soler,13.2,749,14,105,359,290,25,749,12,5,41.7,4,33.3,626,2884,1120,18,28,2,20,13,594,67
2589,Manor Solomon,6.4,292,9,62,91,147,11,292,37,19,51.4,15,40.5,191,1555,723,16,16,2,13,11,186,51
2591,Yann Sommer,19.0,779,603,770,9,0,0,779,2,2,100.0,0,0.0,525,2377,1226,0,0,0,0,1,505,0
2592,Brandon Soppy,1.0,48,2,8,19,21,3,48,6,1,16.7,4,66.7,33,272,137,4,4,0,0,0,27,4
2593,Brandon Soppy,7.1,413,8,90,185,143,22,413,26,6,23.1,13,50.0,220,1230,679,23,12,6,16,8,241,35
2595,Roberto Soriano,14.7,739,25,110,393,249,27,739,14,6,42.9,5,35.7,470,2620,1170,30,34,0,22,15,568,66
2596,Borna Sosa,21.7,1630,51,386,631,630,20,1630,33,17,51.5,13,39.4,890,4751,2414,58,54,8,20,16,999,152
2597,Joaquin Sosa,7.6,445,49,243,195,8,3,445,4,3,75.0,0,0.0,281,1593,958,6,3,0,5,2,296,1
2600,Florian Sotoca,33.9,1887,55,212,915,775,140,1884,40,16,40.0,18,45.0,1446,7373,2546,53,61,16,44,25,1434,302
2601,Riccardo Sottil,9.3,368,1,17,88,268,52,368,47,13,27.7,21,44.7,302,2822,1548,65,35,28,28,13,316,123
2602,Tomas Soucek,31.3,1366,124,432,652,288,71,1366,17,2,11.8,12,70.6,544,2087,695,11,17,0,23,18,742,52
2603,Matias Soule,4.7,235,4,45,93,99,16,235,25,12,48.0,11,44.0,143,990,453,12,12,4,10,7,158,33
2604,Moussa Soumano,5.5,101,1,4,54,43,10,101,7,5,71.4,2,28.6,69,394,100,5,3,4,16,7,72,19
2605,Adama Soumaoro,20.7,1226,158,649,557,23,7,1226,3,2,66.7,0,0.0,721,3553,1787,7,5,0,6,1,830,1
2606,Boubakary Soumare,18.1,1091,45,319,675,112,2,1091,22,12,54.5,6,27.3,588,2940,1182,17,12,0,26,22,733,20
2607,Arnaud Souquet,4.0,185,17,57,93,37,3,185,7,2,28.6,4,57.1,98,532,245,5,1,0,5,1,86,14
2608,Dyego Sousa,5.9,256,16,34,110,114,35,256,13,5,38.5,7,53.8,131,611,214,10,8,4,28,11,190,39
2609,Harry Souttar,11.0,663,104,365,282,20,15,663,5,3,60.0,0,0.0,390,1878,948,6,2,1,3,0,420,4
2610,Vinicius Souza,27.0,1242,79,337,746,164,20,1242,19,10,52.6,7,36.8,543,2552,972,13,11,2,30,13,614,14
2611,Djibril Sow,29.4,1810,50,361,1190,276,25,1810,21,11,52.4,6,28.6,1100,5055,2447,35,36,4,24,16,1234,29
2612,Caglar Soyuncu,5.9,382,71,226,147,12,7,382,1,1,100.0,0,0.0,185,1096,601,5,1,0,2,0,203,0
2613,Kevin Spadanuda,11.8,405,12,74,172,167,27,405,44,23,52.3,17,38.6,280,1971,758,17,12,8,29,21,247,56
2614,Djed Spence,0.1,12,0,3,1,8,2,12,1,0,0.0,0,0.0,8,92,66,2,1,1,0,2,10,2
2615,Djed Spence,6.4,394,23,102,204,98,8,394,27,15,55.6,9,33.3,268,1767,909,21,16,5,14,4,240,18
2616,Stijn Spierings,34.7,2428,96,582,1532,340,20,2428,40,16,40.0,13,32.5,1843,8655,3759,31,41,4,27,25,1616,30
2617,Leonardo Spinazzola,18.4,1157,36,296,560,319,41,1157,59,25,42.4,28,47.5,698,5327,3192,107,52,24,26,11,745,87
2619,Jack Stacey,3.3,174,17,67,62,47,2,174,8,3,37.5,5,62.5,74,462,221,9,4,1,3,4,78,15
2620,Anton Stach,23.0,1172,34,212,644,345,50,1172,51,25,49.0,21,41.2,549,3090,1519,37,28,7,45,16,655,77
2621,Kostas Stafylidis,11.6,564,43,187,288,92,3,564,14,8,57.1,4,28.6,240,1139,520,9,7,1,11,3,267,14
2622,Jens Stage,20.6,834,47,200,429,213,57,834,16,9,56.3,5,31.3,368,1523,655,19,17,6,25,11,485,55
2623,Veit Stange,0.1,3,0,2,1,0,0,3,1,1,100.0,0,0.0,1,29,0,0,0,0,1,0,1,0
2624,Josip Stanisic,6.4,689,29,206,370,117,5,689,9,5,55.6,2,22.2,452,2116,1180,12,15,1,7,3,506,35
2628,Niklas Stark,23.1,1516,174,812,673,39,11,1516,2,2,100.0,0,0.0,839,4648,2452,9,6,0,11,4,909,3
2629,Jason Steele,15.0,574,469,570,4,0,0,574,1,1,100.0,0,0.0,377,1675,868,0,0,0,0,0,354,0
2630,Calvin Stengs,2.4,119,0,14,47,61,6,119,10,6,60.0,3,30.0,105,727,332,10,11,1,6,3,100,16
2631,Pascal Stenzel,3.7,259,14,90,117,54,2,259,4,0,0.0,3,75.0,109,410,221,3,5,2,5,0,131,5
