,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Starts,Playing Time - Min,90s,Performance - GA,Performance - GA90,Performance - SoTA,Performance - Saves,Performance - Save%,Performance - W,Performance - D,Performance - L,Performance - CS,Performance - CS%,Penalty Kicks - PKatt,Penalty Kicks - PKA,Penalty Kicks - PKsv,Penalty Kicks - PKm,Penalty Kicks - Save%
121,Neto,br BRA,GK,Barcelona,La Liga,30.0,1989.0,2.0,2.0,180.0,2.0,2.0,1.0,3.0,1.0,33.3,1.0,1.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,
122,Manuel Neuer,de GER,GK,Bayern Munich,Bundesliga,33.0,1986.0,33.0,33.0,2970.0,33.0,31.0,0.94,110.0,79.0,74.5,25.0,4.0,4.0,15.0,45.5,4.0,3.0,1.0,0.0,25.0
123,Moritz Nicolas,de GER,GK,Union Berlin,Bundesliga,21.0,1997.0,1.0,1.0,90.0,1.0,4.0,4.0,8.0,4.0,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
124,Alexander Nübel,de GER,GK,Schalke 04,Bundesliga,22.0,1996.0,26.0,26.0,2315.0,25.7,40.0,1.56,118.0,80.0,69.5,8.0,9.0,9.0,5.0,19.2,4.0,4.0,0.0,0.0,0.0
125,Ørjan Nyland,no NOR,GK,Aston Villa,Premier League,28.0,1990.0,7.0,5.0,539.0,6.0,12.0,2.0,27.0,15.0,55.6,0.0,2.0,3.0,1.0,20.0,0.0,0.0,0.0,0.0,
126,Jan Oblak,si SVN,GK,Atlético Madrid,La Liga,26.0,1993.0,38.0,38.0,3395.0,37.7,27.0,0.72,111.0,87.0,78.4,18.0,16.0,4.0,17.0,44.7,4.0,3.0,0.0,1.0,0.0
127,Oier Olazábal,es ESP,GK,Espanyol,La Liga,29.0,1989.0,2.0,2.0,180.0,2.0,0.0,0.0,3.0,3.0,100.0,1.0,1.0,0.0,2.0,100.0,0.0,0.0,0.0,0.0,
128,Robin Olsen,se SWE,GK,Cagliari,Serie A,29.0,1990.0,17.0,17.0,1524.0,16.9,24.0,1.42,89.0,67.0,77.5,8.0,5.0,4.0,4.0,23.5,4.0,4.0,0.0,0.0,0.0
130,David Ospina,co COL,GK,Napoli,Serie A,30.0,1988.0,17.0,17.0,1469.0,16.3,17.0,1.04,54.0,37.0,72.2,9.0,3.0,5.0,4.0,23.5,2.0,2.0,0.0,0.0,0.0
131,Alexandre Oukidja,dz ALG,GK,Metz,Ligue 1,31.0,1988.0,27.0,27.0,2385.0,26.5,31.0,1.17,129.0,98.0,78.3,8.0,10.0,9.0,8.0,29.6,3.0,3.0,0.0,0.0,0.0
132,Fernando Pacheco,es ESP,GK,Alavés,La Liga,27.0,1992.0,27.0,27.0,2358.0,26.2,37.0,1.41,102.0,62.0,71.6,7.0,7.0,13.0,6.0,22.2,11.0,8.0,3.0,0.0,27.3
133,Daniele Padelli,it ITA,GK,Inter,Serie A,33.0,1985.0,4.0,4.0,270.0,3.0,4.0,1.33,8.0,4.0,62.5,2.0,0.0,1.0,1.0,25.0,1.0,1.0,0.0,0.0,0.0
134,Miquel Parera,es ESP,GK,Mallorca,La Liga,23.0,1996.0,1.0,1.0,90.0,1.0,2.0,2.0,5.0,3.0,60.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
135,Rui Patrício,pt POR,GK,Wolves,Premier League,31.0,1988.0,38.0,38.0,3420.0,38.0,40.0,1.05,129.0,88.0,69.8,15.0,14.0,9.0,13.0,34.2,3.0,1.0,2.0,0.0,66.7
136,Jiří Pavlenka,cz CZE,GK,Werder Bremen,Bundesliga,27.0,1992.0,33.0,33.0,2970.0,33.0,67.0,2.03,169.0,105.0,60.9,8.0,6.0,19.0,4.0,12.1,1.0,1.0,0.0,0.0,0.0
137,Gianluca Pegolo,it ITA,GK,Sassuolo,Serie A,38.0,1981.0,5.0,5.0,450.0,5.0,4.0,0.8,27.0,24.0,85.2,2.0,2.0,1.0,2.0,40.0,0.0,0.0,0.0,0.0,
138,Yohann Pelé,fr FRA,GK,Marseille,Ligue 1,36.0,1982.0,2.0,1.0,149.0,1.7,2.0,1.21,7.0,4.0,71.4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,100.0
139,Philipp Pentke,de GER,GK,Hoffenheim,Bundesliga,34.0,1985.0,4.0,4.0,360.0,4.0,4.0,1.0,21.0,17.0,85.7,2.0,0.0,2.0,1.0,25.0,1.0,1.0,0.0,0.0,0.0
140,Juan Pérez,es ESP,GK,Osasuna,La Liga,23.0,1996.0,2.0,2.0,180.0,2.0,3.0,1.5,9.0,6.0,77.8,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
141,Samu Pérez,es ESP,GK,Valladolid,La Liga,22.0,1997.0,1.0,0.0,26.0,0.3,1.0,3.46,1.0,0.0,100.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0
142,Mattia Perin,it ITA,GK,Genoa,Serie A,26.0,1992.0,21.0,21.0,1890.0,21.0,38.0,1.81,103.0,66.0,64.1,8.0,4.0,9.0,5.0,23.8,2.0,1.0,0.0,1.0,0.0
143,Pavao Pervan,at AUT,GK,Wolfsburg,Bundesliga,31.0,1987.0,8.0,8.0,720.0,8.0,8.0,1.0,37.0,30.0,81.1,2.0,4.0,2.0,3.0,37.5,1.0,1.0,0.0,0.0,0.0
144,Danijel Petković,me MNE,GK,Angers,Ligue 1,26.0,1993.0,2.0,2.0,180.0,2.0,1.0,0.5,7.0,6.0,85.7,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,
145,Denis Petrić,rs SRB,GK,Nantes,Ligue 1,31.0,1988.0,1.0,1.0,90.0,1.0,2.0,2.0,6.0,4.0,66.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
146,Jordan Pickford,eng ENG,GK,Everton,Premier League,25.0,1994.0,38.0,38.0,3420.0,38.0,56.0,1.47,147.0,94.0,63.9,13.0,10.0,15.0,9.0,23.7,4.0,3.0,0.0,1.0,0.0
147,Carlo Pinsoglio,it ITA,GK,Juventus,Serie A,29.0,1990.0,1.0,0.0,19.0,0.2,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
148,Nick Pope,eng ENG,GK,Burnley,Premier League,27.0,1992.0,38.0,38.0,3420.0,38.0,50.0,1.32,167.0,117.0,72.5,15.0,9.0,14.0,15.0,39.5,5.0,4.0,1.0,0.0,20.0
149,Ionuț Radu,ro ROU,GK,Genoa,Serie A,22.0,1997.0,17.0,17.0,1530.0,17.0,35.0,2.06,98.0,64.0,70.4,2.0,5.0,10.0,2.0,11.8,7.0,6.0,0.0,1.0,0.0
150,Boris Radunović,rs SRB,GK,Hellas Verona,Serie A,23.0,1996.0,3.0,3.0,270.0,3.0,8.0,2.67,15.0,7.0,60.0,1.0,0.0,2.0,1.0,33.3,2.0,2.0,0.0,0.0,0.0
151,Rafael,br BRA,GK,Cagliari,Serie A,37.0,1982.0,6.0,5.0,454.0,5.0,11.0,2.18,17.0,6.0,47.1,1.0,1.0,3.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0
152,Predrag Rajković,rs SRB,GK,Reims,Ligue 1,23.0,1995.0,27.0,27.0,2430.0,27.0,18.0,0.67,87.0,65.0,80.5,10.0,11.0,6.0,12.0,44.4,5.0,1.0,4.0,0.0,80.0
153,Aaron Ramsdale,eng ENG,GK,Bournemouth,Premier League,21.0,1998.0,37.0,37.0,3330.0,37.0,62.0,1.68,187.0,124.0,69.5,9.0,7.0,21.0,5.0,13.5,6.0,5.0,1.0,0.0,16.7
154,Darren Randolph,ie IRL,GK,West Ham,Premier League,32.0,1987.0,2.0,2.0,180.0,2.0,5.0,2.5,11.0,6.0,63.6,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
156,Manolo Reina,es ESP,GK,Mallorca,La Liga,34.0,1985.0,36.0,36.0,3240.0,36.0,60.0,1.67,179.0,119.0,74.3,9.0,5.0,22.0,5.0,13.9,15.0,14.0,1.0,0.0,6.7
157,Pepe Reina,es ESP,GK,Aston Villa,Premier League,36.0,1982.0,12.0,12.0,1080.0,12.0,20.0,1.67,53.0,32.0,66.0,3.0,3.0,6.0,2.0,16.7,3.0,2.0,1.0,0.0,33.3
158,Pepe Reina,es ESP,GK,Milan,Serie A,36.0,1982.0,2.0,2.0,90.0,1.0,1.0,1.0,6.0,4.0,83.3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,100.0
159,Álex Remiro,es ESP,GK,Real Sociedad,La Liga,24.0,1995.0,25.0,25.0,2250.0,25.0,32.0,1.28,93.0,60.0,73.1,11.0,4.0,10.0,6.0,24.0,8.0,7.0,1.0,0.0,12.5
160,Baptiste Reynet,fr FRA,GK,Toulouse,Ligue 1,28.0,1990.0,23.0,22.0,2034.0,22.6,49.0,2.17,118.0,68.0,61.0,3.0,3.0,16.0,2.0,9.1,5.0,3.0,2.0,0.0,40.0
161,Sergio Rico,es ESP,GK,Paris S-G,Ligue 1,25.0,1993.0,2.0,2.0,180.0,2.0,4.0,2.0,10.0,6.0,60.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
162,Roberto,es ESP,GK,West Ham,Premier League,33.0,1986.0,8.0,7.0,687.0,7.6,17.0,2.23,51.0,35.0,68.6,0.0,1.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
163,Roberto,es ESP,GK,Alavés,La Liga,33.0,1986.0,9.0,8.0,790.0,8.8,19.0,2.16,54.0,35.0,70.4,2.0,1.0,5.0,2.0,25.0,3.0,3.0,0.0,0.0,0.0
164,Joel Robles,es ESP,GK,Betis,La Liga,29.0,1990.0,33.0,33.0,2887.0,32.1,48.0,1.5,130.0,83.0,71.5,9.0,11.0,13.0,5.0,15.2,11.0,11.0,0.0,0.0,0.0
165,Antonio Rosati,it ITA,GK,Torino,Serie A,36.0,1983.0,1.0,1.0,90.0,1.0,1.0,1.0,5.0,4.0,80.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
166,Francesco Rossi,it ITA,GK,Atalanta,Serie A,28.0,1991.0,1.0,0.0,11.0,0.1,1.0,8.18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
167,Rubén,es ESP,GK,Osasuna,La Liga,35.0,1984.0,19.0,18.0,1583.0,17.6,24.0,1.36,54.0,30.0,61.1,5.0,9.0,4.0,4.0,22.2,3.0,3.0,0.0,0.0,0.0
168,Stéphane Ruffier,fr FRA,GK,Saint-Étienne,Ligue 1,32.0,1986.0,22.0,22.0,1980.0,22.0,40.0,1.82,100.0,60.0,63.0,6.0,4.0,12.0,3.0,13.6,4.0,3.0,0.0,1.0,0.0
169,Gerónimo Rulli,ar ARG,GK,Montpellier,Ligue 1,27.0,1992.0,25.0,25.0,2250.0,25.0,27.0,1.08,119.0,91.0,79.8,11.0,7.0,7.0,8.0,32.0,5.0,3.0,2.0,0.0,40.0
170,Mathew Ryan,au AUS,GK,Brighton,Premier League,27.0,1992.0,38.0,38.0,3420.0,38.0,54.0,1.42,168.0,116.0,69.0,9.0,14.0,15.0,9.0,23.7,2.0,2.0,0.0,0.0,0.0
171,Frederik Rønnow,dk DEN,GK,Eint Frankfurt,Bundesliga,26.0,1992.0,9.0,9.0,810.0,9.0,14.0,1.56,49.0,35.0,75.5,2.0,3.0,4.0,1.0,11.1,2.0,2.0,0.0,0.0,0.0
172,Romain Salin,fr FRA,GK,Rennes,Ligue 1,35.0,1984.0,5.0,4.0,360.0,4.0,5.0,1.25,19.0,13.0,73.7,2.0,0.0,2.0,1.0,25.0,1.0,0.0,1.0,0.0,100.0
173,Kasper Schmeichel,dk DEN,GK,Leicester City,Premier League,32.0,1986.0,38.0,38.0,3420.0,38.0,41.0,1.08,135.0,94.0,75.6,18.0,8.0,12.0,13.0,34.2,10.0,8.0,2.0,0.0,20.0
174,Markus Schubert,de GER,GK,Schalke 04,Bundesliga,21.0,1998.0,9.0,8.0,742.0,8.2,18.0,2.18,55.0,37.0,70.9,1.0,3.0,4.0,2.0,25.0,2.0,2.0,0.0,0.0,0.0
175,Alexander Schwolow,de GER,GK,Freiburg,Bundesliga,27.0,1992.0,24.0,24.0,2091.0,23.2,32.0,1.38,118.0,86.0,75.4,9.0,6.0,9.0,4.0,16.7,3.0,3.0,0.0,0.0,0.0
176,Matz Sels,be BEL,GK,Strasbourg,Ligue 1,27.0,1992.0,27.0,27.0,2430.0,27.0,32.0,1.19,104.0,71.0,75.0,11.0,5.0,11.0,8.0,29.6,7.0,6.0,1.0,0.0,14.3
177,Luigi Sepe,it ITA,GK,Parma,Serie A,28.0,1991.0,34.0,34.0,3060.0,34.0,53.0,1.56,193.0,137.0,75.6,13.0,6.0,15.0,5.0,14.7,9.0,6.0,3.0,0.0,33.3
178,Rui Silva,pt POR,GK,Granada,La Liga,25.0,1994.0,35.0,35.0,3150.0,35.0,42.0,1.2,142.0,99.0,73.2,15.0,8.0,12.0,12.0,34.3,5.0,4.0,1.0,0.0,20.0
179,Marco Silvestri,it ITA,GK,Hellas Verona,Serie A,28.0,1991.0,35.0,35.0,3150.0,35.0,43.0,1.23,159.0,117.0,77.4,11.0,13.0,11.0,9.0,25.7,7.0,7.0,0.0,0.0,0.0
180,Unai Simón,es ESP,GK,Athletic Club,La Liga,22.0,1997.0,34.0,34.0,2991.0,33.2,29.0,0.87,109.0,82.0,78.0,13.0,9.0,12.0,12.0,35.3,7.0,5.0,0.0,2.0,0.0
182,Salvatore Sirigu,it ITA,GK,Torino,Serie A,32.0,1987.0,36.0,36.0,3240.0,36.0,64.0,1.78,197.0,135.0,72.1,11.0,6.0,19.0,7.0,19.4,10.0,9.0,1.0,0.0,10.0
183,Antonio Sivera,es ESP,GK,Alavés,La Liga,22.0,1996.0,3.0,3.0,270.0,3.0,3.0,1.0,5.0,2.0,60.0,1.0,1.0,1.0,1.0,33.3,1.0,1.0,0.0,0.0,0.0
184,Łukasz Skorupski,pl POL,GK,Bologna,Serie A,28.0,1991.0,37.0,37.0,3330.0,37.0,64.0,1.73,187.0,123.0,69.0,12.0,10.0,15.0,2.0,5.4,8.0,6.0,1.0,1.0,14.3
185,Dennis Smarsch,de GER,GK,Hertha BSC,Bundesliga,20.0,1999.0,2.0,1.0,151.0,1.7,4.0,2.38,11.0,7.0,63.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
186,Yann Sommer,ch SUI,GK,M'Gladbach,Bundesliga,30.0,1988.0,34.0,34.0,3060.0,34.0,40.0,1.18,158.0,117.0,75.3,20.0,5.0,9.0,7.0,20.6,2.0,1.0,1.0,0.0,50.0
187,David Soria,es ESP,GK,Getafe,La Liga,26.0,1993.0,38.0,38.0,3420.0,38.0,37.0,0.97,109.0,73.0,70.6,14.0,12.0,12.0,15.0,39.5,6.0,5.0,1.0,0.0,16.7
188,Juan Soriano,es ESP,GK,Leganés,La Liga,21.0,1997.0,11.0,11.0,990.0,11.0,18.0,1.64,39.0,22.0,66.7,1.0,3.0,7.0,1.0,9.1,5.0,5.0,0.0,0.0,0.0
189,Marco Sportiello,it ITA,GK,Atalanta,Serie A,27.0,1992.0,6.0,5.0,525.0,5.8,5.0,0.86,18.0,13.0,72.2,4.0,0.0,1.0,2.0,40.0,0.0,0.0,0.0,0.0,
190,Jed Steer,eng ENG,GK,Aston Villa,Premier League,26.0,1992.0,1.0,1.0,7.0,0.1,,,,,,,,1.0,,,,,,,
191,Zack Steffen,us USA,GK,Düsseldorf,Bundesliga,24.0,1995.0,17.0,17.0,1530.0,17.0,36.0,2.12,99.0,63.0,64.6,4.0,3.0,10.0,2.0,11.8,2.0,1.0,1.0,0.0,50.0
192,Thomas Strakosha,al ALB,GK,Lazio,Serie A,24.0,1995.0,38.0,38.0,3420.0,38.0,42.0,1.11,154.0,112.0,77.3,24.0,6.0,8.0,11.0,28.9,9.0,7.0,1.0,1.0,12.5
193,Wojciech Szczęsny,pl POL,GK,Juventus,Serie A,29.0,1990.0,29.0,29.0,2591.0,28.8,33.0,1.15,129.0,95.0,80.6,19.0,4.0,6.0,11.0,37.9,10.0,8.0,1.0,1.0,11.1
194,Ciprian Tătărușanu,ro ROU,GK,Lyon,Ligue 1,33.0,1986.0,2.0,2.0,180.0,2.0,2.0,1.0,11.0,9.0,81.8,1.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,
195,Marc-André ter Stegen,de GER,GK,Barcelona,La Liga,27.0,1992.0,36.0,36.0,3240.0,36.0,36.0,1.0,116.0,79.0,74.1,24.0,6.0,6.0,14.0,38.9,7.0,6.0,1.0,0.0,14.3
196,Pietro Terracciano,it ITA,GK,Fiorentina,Serie A,29.0,1990.0,7.0,7.0,624.0,6.9,5.0,0.72,23.0,18.0,91.3,5.0,1.0,1.0,2.0,28.6,3.0,3.0,0.0,0.0,0.0
197,Demba Thiam,sn SEN,GK,SPAL,Serie A,21.0,1998.0,2.0,2.0,180.0,2.0,4.0,2.0,16.0,12.0,81.3,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
198,Niclas Thiede,de GER,GK,Freiburg,Bundesliga,20.0,1999.0,1.0,0.0,69.0,0.8,1.0,1.3,4.0,3.0,75.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,
199,Kevin Trapp,de GER,GK,Eint Frankfurt,Bundesliga,29.0,1990.0,22.0,22.0,1980.0,22.0,38.0,1.73,105.0,69.0,64.8,11.0,3.0,8.0,4.0,18.2,1.0,1.0,0.0,0.0,0.0
200,Mark Travers,ie IRL,GK,Bournemouth,Premier League,20.0,1999.0,1.0,1.0,90.0,1.0,3.0,3.0,5.0,2.0,40.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
201,Stefano Turati,it ITA,GK,Sassuolo,Serie A,17.0,2001.0,2.0,2.0,180.0,2.0,4.0,2.0,12.0,8.0,75.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
202,Samir Ujkani,xk KVX,GK,Torino,Serie A,31.0,1988.0,1.0,1.0,90.0,1.0,3.0,3.0,6.0,3.0,66.7,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
203,Sven Ulreich,de GER,GK,Bayern Munich,Bundesliga,30.0,1988.0,2.0,2.0,90.0,1.0,1.0,1.0,3.0,2.0,66.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
204,Tomáš Vaclík,cz CZE,GK,Sevilla,La Liga,30.0,1989.0,33.0,33.0,2925.0,32.5,31.0,0.95,96.0,65.0,69.8,15.0,12.0,6.0,12.0,36.4,3.0,2.0,1.0,0.0,33.3
205,Koke Vegas,es ESP,GK,Levante,La Liga,23.0,1995.0,2.0,2.0,180.0,2.0,2.0,1.0,10.0,8.0,80.0,2.0,0.0,0.0,1.0,50.0,1.0,0.0,0.0,1.0,
206,Mauro Vigorito,it ITA,GK,Lecce,Serie A,29.0,1990.0,5.0,4.0,423.0,4.7,9.0,1.91,29.0,20.0,72.4,3.0,0.0,1.0,1.0,25.0,1.0,1.0,0.0,0.0,0.0
208,Iván Villar,es ESP,GK,Celta Vigo,La Liga,22.0,1997.0,4.0,3.0,280.0,3.1,5.0,1.61,11.0,6.0,54.5,0.0,1.0,2.0,1.0,33.3,0.0,0.0,0.0,0.0,
209,Felix Wiedwald,de GER,GK,Eint Frankfurt,Bundesliga,29.0,1990.0,3.0,3.0,270.0,3.0,8.0,2.67,20.0,12.0,60.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,
210,Yoel,es ESP,GK,Eibar,La Liga,30.0,1988.0,4.0,4.0,270.0,3.0,5.0,1.67,16.0,10.0,68.8,2.0,0.0,1.0,1.0,25.0,1.0,0.0,1.0,0.0,100.0
211,Robin Zentner,de GER,GK,Mainz 05,Bundesliga,24.0,1994.0,22.0,22.0,1935.0,21.5,40.0,1.86,115.0,75.0,66.1,8.0,2.0,12.0,3.0,13.6,2.0,1.0,1.0,0.0,50.0
212,Leopold Zingerle,de GER,GK,Paderborn 07,Bundesliga,25.0,1994.0,28.0,28.0,2520.0,28.0,57.0,2.04,152.0,96.0,64.5,4.0,7.0,17.0,5.0,17.9,4.0,3.0,1.0,0.0,25.0
