,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA - SCA,SCA - SCA90,SCA Types - PassLive,SCA Types - PassDead,SCA Types - TO,SCA Types - Sh,SCA Types - Fld,SCA Types - Def,GCA - GCA,GCA - GCA90,GCA Types - PassLive,GCA Types - PassDead,GCA Types - TO,GCA Types - Sh,GCA Types - Fld,GCA Types - Def
755,Lewis Dunk,eng ENG,DF,Brighton,Premier League,25.0,1991.0,38.0,32.0,0.84,21.0,0.0,1.0,6.0,2.0,2.0,3.0,0.08,1.0,0.0,0.0,1.0,1.0,0.0
756,Maxime Dupé,fr FRA,GK,Nantes,Ligue 1,24.0,1993.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
757,Jimmy Durmaz,se SWE,"MF,FW",Toulouse,Ligue 1,28.0,1989.0,11.4,53.0,4.64,25.0,14.0,4.0,2.0,5.0,3.0,6.0,0.53,3.0,1.0,0.0,0.0,1.0,1.0
758,Riza Durmisi,dk DEN,DF,Betis,La Liga,23.0,1994.0,23.1,45.0,1.95,38.0,2.0,3.0,1.0,1.0,0.0,7.0,0.3,6.0,0.0,0.0,0.0,1.0,0.0
759,Hugo Duro,es ESP,FW,Getafe,La Liga,17.0,1999.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
760,Noë Dussenne,be BEL,FW,Crotone,Serie A,25.0,1992.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
761,Paulo Dybala,ar ARG,"MF,FW",Juventus,Serie A,23.0,1993.0,26.1,148.0,5.66,74.0,25.0,18.0,11.0,19.0,1.0,18.0,0.69,9.0,4.0,3.0,0.0,2.0,0.0
762,Nathan Dyer,eng ENG,"MF,FW",Swansea City,Premier League,29.0,1987.0,14.5,29.0,2.0,23.0,0.0,2.0,1.0,2.0,1.0,1.0,0.07,0.0,0.0,0.0,1.0,0.0,0.0
763,Edin Džeko,ba BIH,FW,Roma,Serie A,31.0,1986.0,33.5,122.0,3.64,89.0,1.0,17.0,9.0,6.0,0.0,8.0,0.24,6.0,0.0,1.0,1.0,0.0,0.0
764,Blerim Džemaili,ch SUI,"MF,FW",Bologna,Serie A,31.0,1986.0,13.3,25.0,1.89,19.0,0.0,1.0,2.0,2.0,1.0,2.0,0.15,1.0,0.0,0.0,1.0,0.0,0.0
765,Félix Eboa Eboa,cm CMR,DF,Guingamp,Ligue 1,20.0,1997.0,16.9,13.0,0.77,9.0,2.0,0.0,1.0,0.0,1.0,2.0,0.12,1.0,0.0,0.0,1.0,0.0,0.0
766,Éder,it ITA,"FW,MF",Inter,Serie A,30.0,1986.0,8.9,33.0,3.73,24.0,1.0,2.0,2.0,4.0,0.0,3.0,0.34,1.0,0.0,0.0,0.0,2.0,0.0
767,Simone Edera,it ITA,"FW,MF",Torino,Serie A,20.0,1997.0,3.6,7.0,1.94,5.0,0.0,1.0,1.0,0.0,0.0,2.0,0.55,2.0,0.0,0.0,0.0,0.0,0.0
768,Ederson,br BRA,GK,Manchester City,Premier League,23.0,1993.0,35.5,3.0,0.08,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
769,Tom Edwards,eng ENG,"DF,MF",Stoke City,Premier League,18.0,1999.0,5.3,2.0,0.37,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
770,Mandela Egbo,eng ENG,"DF,MF",M'Gladbach,Bundesliga,19.0,1997.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
771,Johannes Eggestein,de GER,"FW,DF",Werder Bremen,Bundesliga,19.0,1998.0,1.1,6.0,5.45,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
772,Maximilian Eggestein,de GER,MF,Werder Bremen,Bundesliga,20.0,1996.0,29.9,60.0,2.01,45.0,1.0,3.0,7.0,2.0,2.0,6.0,0.2,3.0,0.0,0.0,2.0,0.0,1.0
773,Albin Ekdal,se SWE,MF,Hamburger SV,Bundesliga,28.0,1989.0,12.3,23.0,1.87,19.0,0.0,0.0,1.0,1.0,2.0,2.0,0.16,1.0,0.0,0.0,0.0,0.0,1.0
774,Josip Elez,hr CRO,DF,Hannover 96,Bundesliga,23.0,1994.0,8.6,7.0,0.81,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.12,1.0,0.0,0.0,0.0,0.0,0.0
775,Rob Elliot,ie IRL,GK,Newcastle Utd,Premier League,31.0,1986.0,16.0,2.0,0.12,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
776,Mohamed Elneny,eg EGY,MF,Arsenal,Premier League,25.0,1992.0,9.6,25.0,2.6,22.0,0.0,0.0,2.0,1.0,0.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0
777,Aritz Elustondo,es ESP,DF,Real Sociedad,La Liga,23.0,1994.0,17.7,14.0,0.79,9.0,3.0,0.0,1.0,1.0,0.0,2.0,0.11,1.0,1.0,0.0,0.0,0.0,0.0
778,Nico Elvedi,ch SUI,DF,M'Gladbach,Bundesliga,20.0,1996.0,32.4,50.0,1.54,37.0,1.0,1.0,5.0,5.0,1.0,5.0,0.15,2.0,0.0,0.0,1.0,2.0,0.0
780,Rodrigo Ely,br BRA,DF,Alavés,La Liga,23.0,1993.0,29.9,16.0,0.54,13.0,0.0,0.0,2.0,0.0,1.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0
781,Breel Embolo,ch SUI,"FW,MF",Schalke 04,Bundesliga,20.0,1997.0,10.2,27.0,2.64,10.0,0.0,5.0,2.0,8.0,2.0,6.0,0.59,2.0,0.0,0.0,0.0,3.0,1.0
782,Youssef En-Nesyri,ma MAR,FW,Málaga,La Liga,20.0,1997.0,17.7,28.0,1.58,11.0,0.0,7.0,3.0,5.0,2.0,3.0,0.17,0.0,0.0,1.0,1.0,0.0,1.0
783,Sergi Enrich,es ESP,FW,Eibar,La Liga,27.0,1990.0,14.8,32.0,2.17,23.0,1.0,0.0,2.0,4.0,2.0,3.0,0.2,1.0,0.0,0.0,0.0,1.0,1.0
784,Javier Eraso,es ESP,"MF,FW",Leganés,La Liga,27.0,1990.0,28.1,62.0,2.2,39.0,13.0,2.0,4.0,4.0,0.0,6.0,0.21,2.0,2.0,0.0,2.0,0.0,0.0
785,Christian Eriksen,dk DEN,"MF,FW",Tottenham,Premier League,25.0,1992.0,35.8,181.0,5.06,129.0,33.0,6.0,11.0,2.0,0.0,15.0,0.42,10.0,4.0,0.0,1.0,0.0,0.0
786,Gonzalo Escalante,ar ARG,MF,Eibar,La Liga,24.0,1993.0,17.4,29.0,1.67,23.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
787,Sergio Escudero,es ESP,DF,Sevilla,La Liga,27.0,1989.0,25.9,46.0,1.78,32.0,7.0,0.0,1.0,2.0,4.0,6.0,0.23,3.0,2.0,0.0,1.0,0.0,0.0
788,Bernardo Espinosa,co COL,DF,Girona,La Liga,28.0,1989.0,31.9,20.0,0.63,13.0,0.0,0.0,6.0,1.0,0.0,4.0,0.13,2.0,0.0,0.0,2.0,0.0,0.0
789,Michael Esser,de GER,GK,Hannover 96,Bundesliga,29.0,1987.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
790,Alexander Esswein,de GER,"FW,MF",Hertha BSC,Bundesliga,27.0,1990.0,6.9,14.0,2.04,13.0,0.0,0.0,0.0,1.0,0.0,3.0,0.44,2.0,0.0,0.0,0.0,1.0,0.0
791,Oghenekaro Etebo,ng NGA,MF,Las Palmas,La Liga,21.0,1995.0,13.5,31.0,2.3,20.0,0.0,2.0,1.0,5.0,3.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0
792,Beñat Etxebarria,es ESP,MF,Athletic Club,La Liga,30.0,1987.0,12.4,57.0,4.58,26.0,26.0,2.0,2.0,0.0,1.0,6.0,0.48,3.0,2.0,0.0,1.0,0.0,0.0
793,Xabier Etxeita,es ESP,DF,Athletic Club,La Liga,29.0,1987.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
794,Jonny Evans,nir NIR,DF,West Brom,Premier League,29.0,1988.0,25.2,22.0,0.87,18.0,2.0,0.0,2.0,0.0,0.0,3.0,0.12,2.0,0.0,0.0,1.0,0.0,0.0
795,Franck Evina,cm CMR,FW,Bayern Munich,Bundesliga,17.0,2000.0,1.2,3.0,2.45,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
796,Patrice Evra,fr FRA,"DF,MF",West Ham,Premier League,36.0,1981.0,2.5,2.0,0.79,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
797,Patrice Evra,fr FRA,DF,Marseille,Ligue 1,36.0,1981.0,3.9,4.0,1.03,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
798,Edu Expósito,es ESP,"MF,FW",La Coruña,La Liga,20.0,1996.0,1.1,1.0,0.95,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
799,Erik Expósito,es ESP,FW,Las Palmas,La Liga,21.0,1996.0,5.2,8.0,1.54,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,Valentin Eysseric,fr FRA,"FW,MF",Fiorentina,Serie A,25.0,1992.0,7.8,42.0,5.36,27.0,6.0,3.0,3.0,2.0,1.0,4.0,0.51,3.0,0.0,0.0,1.0,0.0,0.0
801,Valentin Eysseric,fr FRA,FW,Nice,Ligue 1,25.0,1992.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
802,Imoh Ezekiel,ng NGA,"MF,FW",Las Palmas,La Liga,23.0,1993.0,5.2,10.0,1.92,7.0,0.0,1.0,0.0,2.0,0.0,1.0,0.19,0.0,0.0,1.0,0.0,0.0,0.0
803,Marco Fabián,mx MEX,"MF,FW",Eint Frankfurt,Bundesliga,28.0,1989.0,4.7,12.0,2.56,9.0,2.0,0.0,1.0,0.0,0.0,2.0,0.43,2.0,0.0,0.0,0.0,0.0,0.0
804,Łukasz Fabiański,pl POL,GK,Swansea City,Premier League,32.0,1985.0,38.0,5.0,0.13,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
806,Fabinho,br BRA,MF,Monaco,Ligue 1,23.0,1993.0,34.0,92.0,2.71,67.0,0.0,10.0,1.0,9.0,5.0,18.0,0.53,11.0,0.0,4.0,0.0,2.0,1.0
807,Cesc Fàbregas,es ESP,MF,Chelsea,Premier League,30.0,1987.0,25.6,168.0,6.56,110.0,49.0,2.0,5.0,0.0,2.0,13.0,0.51,8.0,5.0,0.0,0.0,0.0,0.0
808,Ralf Fährmann,de GER,GK,Schalke 04,Bundesliga,28.0,1988.0,33.5,7.0,0.21,5.0,2.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0
809,Fayçal Fajr,ma MAR,"MF,FW",Getafe,La Liga,28.0,1988.0,26.5,64.0,2.42,32.0,25.0,2.0,1.0,2.0,2.0,6.0,0.23,2.0,3.0,1.0,0.0,0.0,0.0
810,Radamel Falcao,co COL,FW,Monaco,Ligue 1,31.0,1986.0,23.7,46.0,1.94,28.0,0.0,5.0,7.0,6.0,0.0,9.0,0.38,4.0,0.0,2.0,3.0,0.0,0.0
811,Diego Falcinelli,it ITA,FW,Fiorentina,Serie A,26.0,1991.0,4.9,19.0,3.9,14.0,1.0,1.0,3.0,0.0,0.0,4.0,0.82,4.0,0.0,0.0,0.0,0.0,0.0
812,Diego Falcinelli,it ITA,FW,Sassuolo,Serie A,26.0,1991.0,14.6,30.0,2.05,15.0,1.0,3.0,6.0,5.0,0.0,2.0,0.14,0.0,0.0,0.0,2.0,0.0,0.0
813,Simon Falette,gn GUI,DF,Metz,Ligue 1,25.0,1992.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
814,Simon Falette,gn GUI,DF,Eint Frankfurt,Bundesliga,25.0,1992.0,24.6,23.0,0.94,16.0,1.0,0.0,4.0,2.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0
815,Cesar Falletti,uy URU,"MF,FW",Bologna,Serie A,24.0,1992.0,3.6,8.0,2.26,4.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
816,Iago Falque,es ESP,"FW,MF",Torino,Serie A,27.0,1990.0,31.3,132.0,4.21,92.0,12.0,11.0,9.0,8.0,0.0,14.0,0.45,11.0,1.0,1.0,0.0,1.0,0.0
817,Paolo Faragò,it ITA,DF,Cagliari,Serie A,24.0,1993.0,27.3,69.0,2.53,49.0,3.0,2.0,7.0,7.0,1.0,9.0,0.33,8.0,0.0,0.0,0.0,1.0,0.0
818,Imad Faraj,ma MAR,"MF,DF",Lille,Ligue 1,18.0,1999.0,1.8,9.0,5.0,4.0,1.0,3.0,0.0,1.0,0.0,2.0,1.11,1.0,0.0,1.0,0.0,0.0,0.0
819,Davide Faraoni,it ITA,"DF,MF",Crotone,Serie A,25.0,1991.0,19.5,32.0,1.64,20.0,8.0,1.0,1.0,2.0,0.0,6.0,0.31,5.0,1.0,0.0,0.0,0.0,0.0
820,Mohamed Fares,dz ALG,"DF,MF",Hellas Verona,Serie A,21.0,1996.0,28.9,49.0,1.69,30.0,2.0,9.0,2.0,4.0,2.0,2.0,0.07,1.0,0.0,0.0,0.0,0.0,1.0
821,Diego Farias,br BRA,"FW,MF",Cagliari,Serie A,27.0,1990.0,17.9,51.0,2.85,34.0,4.0,6.0,6.0,1.0,0.0,7.0,0.39,6.0,1.0,0.0,0.0,0.0,0.0
822,Federico Fazio,ar ARG,DF,Roma,Serie A,30.0,1987.0,32.5,23.0,0.71,18.0,0.0,0.0,2.0,0.0,3.0,3.0,0.09,3.0,0.0,0.0,0.0,0.0,0.0
823,Zouhair Feddal,ma MAR,DF,Betis,La Liga,28.0,1989.0,14.0,5.0,0.36,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824,Nabil Fekir,fr FRA,"MF,FW",Lyon,Ligue 1,24.0,1993.0,27.5,150.0,5.45,69.0,26.0,20.0,9.0,21.0,5.0,26.0,0.94,14.0,2.0,5.0,1.0,3.0,1.0
825,Felipe,br BRA,DF,Hannover 96,Bundesliga,30.0,1987.0,5.1,2.0,0.39,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826,Luiz Felipe,it ITA,DF,Lazio,Serie A,20.0,1997.0,13.0,12.0,0.93,10.0,0.0,0.0,0.0,0.0,2.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0
827,Ohis Felix Uduokhai,de GER,DF,Wolfsburg,Bundesliga,19.0,1997.0,17.3,6.0,0.35,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828,Marouane Fellaini,be BEL,MF,Manchester Utd,Premier League,29.0,1987.0,7.6,13.0,1.88,12.0,0.0,0.0,0.0,0.0,1.0,1.0,0.14,0.0,0.0,0.0,0.0,0.0,1.0
829,Kiko Femenía,es ESP,"DF,FW",Watford,Premier League,26.0,1991.0,19.0,38.0,2.0,30.0,1.0,3.0,2.0,2.0,0.0,4.0,0.21,3.0,0.0,1.0,0.0,0.0,0.0
830,Leroy Fer,nl NED,MF,Swansea City,Premier League,27.0,1990.0,15.5,24.0,1.55,17.0,0.0,4.0,1.0,1.0,1.0,2.0,0.13,2.0,0.0,0.0,0.0,0.0,0.0
832,Julien Féret,fr FRA,MF,Caen,Ligue 1,35.0,1982.0,34.0,130.0,3.82,80.0,33.0,4.0,3.0,4.0,6.0,5.0,0.15,4.0,1.0,0.0,0.0,0.0,0.0
833,Edimilson Fernandes,ch SUI,"MF,DF",West Ham,Premier League,21.0,1996.0,9.4,12.0,1.28,8.0,1.0,2.0,0.0,1.0,0.0,2.0,0.21,1.0,0.0,0.0,0.0,1.0,0.0
834,Gelson Fernandes,ch SUI,MF,Eint Frankfurt,Bundesliga,30.0,1986.0,11.5,10.0,0.87,7.0,0.0,0.0,1.0,0.0,2.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0
835,Andrés Fernández,es ESP,GK,Villarreal,La Liga,30.0,1986.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836,Augusto Fernández,ar ARG,MF,Atlético Madrid,La Liga,31.0,1986.0,1.2,2.0,1.68,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
837,Brian Fernández,ar ARG,FW,Metz,Ligue 1,22.0,1994.0,1.4,8.0,5.63,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838,Carlos Fernández,es ESP,FW,Sevilla,La Liga,21.0,1996.0,1.5,4.0,2.63,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839,Enzo Fernández,es ESP,MF,Alavés,La Liga,22.0,1995.0,0.8,2.0,2.57,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840,Federico Fernández,ar ARG,DF,Swansea City,Premier League,28.0,1989.0,29.7,14.0,0.47,13.0,0.0,0.0,1.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0
841,Raúl Fernández,es ESP,GK,Levante,La Liga,29.0,1988.0,11.0,4.0,0.36,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842,Fernandinho,br BRA,MF,Manchester City,Premier League,32.0,1985.0,32.0,74.0,2.31,63.0,0.0,2.0,3.0,3.0,3.0,13.0,0.41,13.0,0.0,0.0,0.0,0.0,0.0
843,Alex Ferrari,it ITA,DF,Hellas Verona,Serie A,23.0,1994.0,23.7,23.0,0.97,13.0,4.0,4.0,0.0,1.0,1.0,4.0,0.17,4.0,0.0,0.0,0.0,0.0,0.0
844,Jordan Ferri,fr FRA,MF,Lyon,Ligue 1,25.0,1992.0,7.1,26.0,3.66,22.0,1.0,2.0,0.0,0.0,1.0,4.0,0.56,4.0,0.0,0.0,0.0,0.0,0.0
845,Sam Field,eng ENG,MF,West Brom,Premier League,19.0,1998.0,6.0,11.0,1.84,7.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846,Afonso Figueiredo,pt POR,"DF,FW",Rennes,Ligue 1,24.0,1993.0,2.5,3.0,1.21,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847,Gian Filippo Felicioli,it ITA,"MF,DF",Hellas Verona,Serie A,19.0,1997.0,3.1,1.0,0.32,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848,Alfreð Finnbogason,is ISL,FW,Augsburg,Bundesliga,28.0,1989.0,20.2,68.0,3.37,47.0,2.0,7.0,8.0,4.0,0.0,7.0,0.35,5.0,0.0,0.0,1.0,1.0,0.0
849,Roberto Firmino,br BRA,FW,Liverpool,Premier League,25.0,1991.0,30.7,133.0,4.33,95.0,1.0,17.0,13.0,3.0,4.0,13.0,0.42,10.0,0.0,1.0,2.0,0.0,0.0
850,Junior Firpo,es ESP,DF,Betis,La Liga,20.0,1996.0,13.2,16.0,1.21,14.0,1.0,0.0,0.0,1.0,0.0,2.0,0.15,2.0,0.0,0.0,0.0,0.0,0.0
851,Viktor Fischer,dk DEN,"FW,MF",Mainz 05,Bundesliga,23.0,1994.0,3.7,13.0,3.49,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
852,Mathieu Flamini,fr FRA,MF,Getafe,La Liga,33.0,1984.0,5.3,3.0,0.56,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.19,0.0,0.0,0.0,0.0,0.0,1.0
853,Darren Fletcher,sct SCO,MF,Stoke City,Premier League,33.0,1984.0,24.7,48.0,1.95,35.0,6.0,1.0,3.0,1.0,2.0,4.0,0.16,2.0,1.0,0.0,1.0,0.0,0.0
854,Sergio Floccari,it ITA,FW,SPAL,Serie A,35.0,1981.0,9.8,20.0,2.04,14.0,0.0,3.0,1.0,2.0,0.0,3.0,0.31,1.0,0.0,0.0,0.0,2.0,0.0
855,Alessandro Florenzi,it ITA,DF,Roma,Serie A,26.0,1991.0,26.5,81.0,3.06,68.0,6.0,4.0,2.0,0.0,1.0,9.0,0.34,8.0,0.0,1.0,0.0,0.0,0.0
856,Phil Foden,eng ENG,"MF,FW",Manchester City,Premier League,17.0,2000.0,0.5,7.0,12.86,4.0,0.0,2.0,0.0,1.0,0.0,3.0,5.51,2.0,0.0,1.0,0.0,0.0,0.0
858,Guessouma Fofana,mr MTN,MF,Amiens,Ligue 1,24.0,1992.0,8.3,4.0,0.48,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
859,Seko Fofana,ci CIV,MF,Udinese,Serie A,22.0,1995.0,20.8,54.0,2.6,34.0,0.0,14.0,1.0,3.0,2.0,6.0,0.29,1.0,0.0,2.0,0.0,2.0,1.0
860,Andreu Fontàs,es ESP,DF,Celta Vigo,La Liga,27.0,1989.0,9.8,9.0,0.92,8.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0
861,José Fonte,pt POR,DF,West Ham,Premier League,33.0,1983.0,7.6,9.0,1.18,7.0,1.0,0.0,1.0,0.0,0.0,2.0,0.26,1.0,0.0,0.0,1.0,0.0,0.0
862,Pablo Fornals,es ESP,"MF,FW",Villarreal,La Liga,21.0,1996.0,29.1,114.0,3.92,95.0,0.0,6.0,5.0,5.0,3.0,17.0,0.58,16.0,0.0,0.0,1.0,0.0,0.0
863,Emil Forsberg,se SWE,MF,RB Leipzig,Bundesliga,25.0,1991.0,15.2,81.0,5.33,50.0,23.0,4.0,2.0,2.0,0.0,6.0,0.39,4.0,2.0,0.0,0.0,0.0,0.0
864,Fraser Forster,eng ENG,GK,Southampton,Premier League,29.0,1988.0,20.0,1.0,0.05,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.05,0.0,1.0,0.0,0.0,0.0,0.0
865,Steven Fortes,cv CPV,DF,Toulouse,Ligue 1,25.0,1992.0,1.7,2.0,1.16,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
866,Marco Fossati,it ITA,MF,Hellas Verona,Serie A,24.0,1992.0,12.2,26.0,2.13,21.0,3.0,0.0,2.0,0.0,0.0,1.0,0.08,0.0,0.0,0.0,1.0,0.0,0.0
867,Iver Fossum,no NOR,MF,Hannover 96,Bundesliga,21.0,1996.0,14.5,49.0,3.38,34.0,6.0,2.0,5.0,1.0,1.0,2.0,0.14,2.0,0.0,0.0,0.0,0.0,0.0
868,Ben Foster,eng ENG,GK,West Brom,Premier League,34.0,1983.0,37.0,12.0,0.32,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
869,Timothy Fosu-Mensah,nl NED,DF,Crystal Palace,Premier League,19.0,1998.0,17.7,19.0,1.07,17.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
870,Dimitri Foulquier,fr FRA,DF,Strasbourg,Ligue 1,24.0,1993.0,13.8,27.0,1.96,19.0,2.0,4.0,2.0,0.0,0.0,3.0,0.22,3.0,0.0,0.0,0.0,0.0,0.0
871,Lilian Fournier,fr FRA,FW,Metz,Ligue 1,19.0,1998.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
872,Raphael Framberger,de GER,DF,Augsburg,Bundesliga,21.0,1995.0,7.7,19.0,2.46,16.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
873,Simon Francis,eng ENG,DF,Bournemouth,Premier League,32.0,1985.0,30.1,46.0,1.53,40.0,2.0,2.0,1.0,0.0,1.0,2.0,0.07,1.0,0.0,0.0,1.0,0.0,0.0
874,Mike Frantz,de GER,MF,Freiburg,Bundesliga,30.0,1986.0,11.6,23.0,1.99,13.0,3.0,0.0,3.0,2.0,2.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0
875,Ryan Fraser,sct SCO,"MF,DF",Bournemouth,Premier League,23.0,1994.0,22.3,71.0,3.19,52.0,12.0,1.0,2.0,4.0,0.0,5.0,0.22,3.0,1.0,0.0,0.0,1.0,0.0
876,Fabian Frei,ch SUI,MF,Mainz 05,Bundesliga,28.0,1989.0,8.9,20.0,2.24,18.0,0.0,1.0,1.0,0.0,0.0,1.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0
877,Remo Freuler,ch SUI,MF,Atalanta,Serie A,25.0,1992.0,33.4,115.0,3.44,92.0,10.0,4.0,7.0,2.0,0.0,7.0,0.21,6.0,1.0,0.0,0.0,0.0,0.0
878,Marco Friedl,at AUT,"DF,MF",Werder Bremen,Bundesliga,19.0,1998.0,6.7,9.0,1.35,5.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
879,Marco Friedl,at AUT,MF,Bayern Munich,Bundesliga,19.0,1998.0,0.5,5.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
880,Christian Fuchs,at AUT,DF,Leicester City,Premier League,31.0,1986.0,21.3,40.0,1.87,21.0,15.0,0.0,3.0,0.0,1.0,4.0,0.19,3.0,1.0,0.0,0.0,0.0,0.0
881,Javi Fuego,es ESP,MF,Villarreal,La Liga,33.0,1984.0,6.0,5.0,0.84,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
882,Javi Fuego,es ESP,MF,Espanyol,La Liga,33.0,1984.0,14.9,11.0,0.74,6.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
884,Chris Führich,de GER,MF,Köln,Bundesliga,19.0,1998.0,1.1,4.0,3.79,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
885,Angelo Fulgini,fr FRA,MF,Angers,Ligue 1,20.0,1996.0,17.0,60.0,3.53,35.0,14.0,3.0,4.0,3.0,1.0,6.0,0.35,2.0,3.0,0.0,0.0,1.0,0.0
