,Player,90s,Touches - Touches,Touches - Def Pen,Touches - Def 3rd,Touches - Mid 3rd,Touches - Att 3rd,Touches - Att Pen,Touches - Live,Take-Ons - Att,Take-Ons - Succ,Take-Ons - Succ%,Take-Ons - Tkld,Take-Ons - Tkld%,Carries - Carries,Carries - TotDist,Carries - PrgDist,Carries - PrgC,Carries - 1/3,Carries - CPA,Carries - Mis,Carries - Dis,Receiving - Rec,Receiving - PrgR
1419,Kevin Lasagna,28.5,811,25,84,326,420,145,811,35,12,34.3,23,65.7,448,2762,1402,66,36,35,79,28,525,139
1420,Jamaal Lascelles,23.1,1076,188,662,386,33,18,1076,6,4,66.7,2,33.3,530,2311,838,3,5,0,6,4,553,1
1421,Paul Lasne,13.6,774,14,113,487,186,30,774,9,6,66.7,3,33.3,431,1965,839,14,9,1,25,16,606,68
1422,Toni Lato,5.2,322,15,99,132,97,5,322,5,3,60.0,2,40.0,114,586,214,6,5,0,5,1,131,15
1423,Danny Latza,15.3,806,44,204,451,160,16,806,28,18,64.3,10,35.7,461,2152,1015,12,13,0,24,18,482,24
1424,Vincent Laurini,9.8,631,38,203,327,110,1,631,13,11,84.6,2,15.4,361,1772,1024,12,14,0,9,14,376,18
1425,Wesley Lautoa,20.8,1224,90,544,641,45,9,1224,18,15,83.3,3,16.7,627,3449,1995,9,4,0,14,6,735,4
1426,Diego Laxalt,6.6,400,20,106,176,127,10,400,10,5,50.0,5,50.0,180,1107,646,21,16,3,11,5,210,28
1427,Diego Laxalt,1.9,134,3,29,75,30,2,134,1,0,0.0,1,100.0,73,476,320,10,2,1,1,1,89,15
1428,Valentino Lazaro,5.3,242,16,91,88,64,6,242,13,8,61.5,5,38.5,142,639,349,7,4,2,4,6,141,14
1430,Valentino Lazaro,3.6,238,5,45,86,109,10,238,14,5,35.7,9,64.3,138,847,416,11,9,7,6,3,150,32
1431,Darko Lazovic,36.0,1962,85,358,851,764,106,1962,84,37,44.0,47,56.0,999,6307,3937,143,69,54,40,18,1219,321
1432,Manuel Lazzari,28.3,1272,42,279,407,599,84,1272,62,32,51.6,30,48.4,790,5909,3870,140,85,40,39,17,853,267
1434,Robin Le Normand,26.6,1951,177,952,967,39,23,1951,3,2,66.7,1,33.3,1279,6864,3861,15,7,0,5,2,1349,2
1435,Damien Le Tallec,27.3,1261,86,389,731,151,38,1261,7,3,42.9,4,57.1,511,2434,1259,11,9,0,16,6,718,26
1436,James Lea Siliki,12.0,538,26,122,316,107,12,538,19,12,63.2,7,36.8,327,1929,930,23,20,3,19,14,347,30
1437,Rafael Leao,15.6,631,5,36,230,379,94,631,61,39,63.9,22,36.1,451,3424,1741,66,45,32,42,21,522,150
1438,Adrien Lebeau,0.1,7,0,3,2,2,0,7,1,1,100.0,0,0.0,2,18,11,0,0,0,0,0,2,0
1439,Mathew Leckie,2.2,117,3,22,53,42,7,117,2,1,50.0,1,50.0,52,288,122,3,2,1,5,1,59,12
1441,Pierre Lees-Melou,25.0,1556,82,364,786,430,47,1556,43,25,58.1,18,41.9,827,4544,2385,57,49,9,44,32,1097,153
1442,Jordan Lefort,9.4,566,38,275,261,32,2,566,6,5,83.3,1,16.7,300,1260,703,2,3,1,7,2,356,8
1443,Wu Lei,19.1,522,17,94,189,248,87,522,27,15,55.6,12,44.4,274,1668,804,26,17,15,37,15,309,99
1444,Toni Leistner,11.2,780,95,433,334,15,8,780,6,6,100.0,0,0.0,448,2219,1160,4,2,0,7,0,446,2
1445,Moritz Leitner,7.6,674,14,148,387,145,11,674,9,7,77.8,2,22.2,472,2543,1327,17,18,1,15,7,508,23
1446,Lucas Leiva,20.1,1354,68,343,870,152,8,1354,10,5,50.0,5,50.0,632,3008,1502,18,16,0,16,9,832,10
1447,Florian Lejeune,4.9,267,21,137,118,13,5,267,5,4,80.0,1,20.0,127,538,197,1,3,0,3,2,121,0
1448,Inigo Lekue,6.9,389,17,79,147,169,9,389,39,13,33.3,26,66.7,185,1363,725,24,17,3,19,9,230,41
1450,Thomas Lemar,10.3,515,6,62,265,196,12,515,31,20,64.5,11,35.5,334,2043,977,21,32,4,30,17,348,34
1451,Tim Lemperle,0.2,7,0,0,1,6,3,7,2,0,0.0,2,100.0,5,31,2,0,0,0,1,1,4,1
1452,Clement Lenglet,26.9,2373,236,964,1354,57,12,2373,10,5,50.0,5,50.0,1610,8366,5480,25,19,0,4,6,1810,0
1453,Aaron Lennon,5.5,182,12,32,77,73,5,182,8,3,37.5,5,62.5,97,599,286,11,8,4,7,4,102,18
1454,Bernd Leno,29.4,1061,950,1055,6,0,0,1061,1,1,100.0,0,0.0,543,3095,2134,0,0,0,1,0,437,0
1456,Christopher Lenz,25.2,1489,93,465,667,374,14,1489,38,23,60.5,15,39.5,611,3378,1650,48,43,6,35,12,636,80
1458,Pedro Leon,21.1,934,12,74,321,546,56,934,31,19,61.3,12,38.7,475,2378,828,30,24,9,47,31,558,179
1459,Sergio Leon,7.5,166,2,12,67,87,24,166,8,3,37.5,5,62.5,101,393,110,7,1,5,20,10,123,38
1460,Lukas Lerager,15.4,738,26,142,414,188,22,738,8,5,62.5,3,37.5,367,1235,467,6,5,1,20,8,486,62
1461,Mehdi Leris,5.7,313,13,57,127,135,12,313,14,11,78.6,3,21.4,201,1171,516,11,15,1,21,7,218,54
1462,Jefferson Lerma,30.0,1732,115,497,1011,241,14,1732,37,26,70.3,11,29.7,1007,4041,1618,16,17,0,29,18,955,13
1463,Karlo Letica,10.0,339,314,339,0,0,0,339,1,1,100.0,0,0.0,163,856,602,0,0,0,1,0,109,0
1464,Robert Lewandowski,30.7,1178,14,43,409,738,250,1173,90,58,64.4,32,35.6,768,3989,1623,70,44,47,81,54,981,245
1465,Jamal Lewis,25.6,1626,117,638,638,357,23,1626,65,34,52.3,31,47.7,931,5940,3418,100,65,12,36,21,937,106
1466,Aaron Leya Iseka,8.6,273,6,19,136,120,37,271,16,9,56.3,7,43.8,170,936,383,11,8,9,24,23,217,51
1467,Stephan Lichtsteiner,14.9,723,64,242,321,168,2,723,9,5,55.6,4,44.4,289,1411,795,21,17,1,8,5,292,19
1468,Dimitri Lienard,16.5,1221,32,205,714,317,8,1221,24,16,66.7,8,33.3,727,3607,1829,34,28,0,24,14,789,45
1469,Philipp Lienhart,20.2,1238,152,678,542,29,5,1238,2,2,100.0,0,0.0,753,5103,2842,30,8,1,9,1,847,4
1470,Matthijs de Ligt,27.2,1807,196,773,983,56,19,1807,2,1,50.0,1,50.0,1106,5243,2673,10,12,0,8,4,1233,2
1471,Isaac Lihadji,0.3,18,0,3,7,8,0,18,1,1,100.0,0,0.0,17,184,68,1,3,0,3,1,18,3
1472,Lillo,2.2,140,7,40,71,29,1,140,3,3,100.0,0,0.0,66,392,202,8,8,1,1,3,81,5
1473,Anderson Lima,0.7,43,1,11,19,15,3,43,3,3,100.0,0,0.0,29,163,124,1,3,0,2,1,27,4
1474,Lucas Lima,3.0,205,3,51,81,76,1,205,3,2,66.7,1,33.3,114,713,458,12,8,0,4,4,122,14
1475,Anthony Limbombe,1.7,74,3,8,36,32,3,74,3,1,33.3,2,66.7,49,373,200,9,5,1,6,0,54,15
1476,Victor Lindelof,34.4,2379,288,1234,1086,65,11,2379,5,4,80.0,1,20.0,1376,7730,4458,16,17,0,13,4,1595,3
1477,Karol Linetty,22.4,1032,27,192,492,366,49,1032,57,37,64.9,20,35.1,557,3363,1940,59,44,11,50,26,633,103
1478,Jesse Lingard,10.4,508,5,30,249,234,32,508,23,13,56.5,10,43.5,284,1577,818,28,23,4,25,11,405,73
1479,Pol Lirola,29.4,1551,72,400,642,533,62,1551,71,46,64.8,25,35.2,857,6129,3890,98,63,23,39,14,952,169
1480,Diego Llorente,25.9,1854,185,940,886,38,14,1854,9,8,88.9,1,11.1,1158,6955,4493,30,7,0,17,2,1266,3
1482,Fernando Llorente,5.6,226,4,9,79,139,59,226,4,2,50.0,2,50.0,118,489,135,5,4,2,16,10,194,51
1483,Marcos Llorente,15.2,658,18,116,359,193,44,658,32,27,84.4,5,15.6,385,2350,1195,39,23,18,28,26,419,75
1486,Giovani Lo Celso,16.6,1266,23,171,691,425,27,1266,51,32,62.7,19,37.3,875,5567,2847,62,55,6,42,31,864,50
1487,Stanislav Lobotka,8.4,685,11,111,480,97,4,685,10,9,90.0,1,10.0,479,2159,993,13,15,3,4,6,576,8
1488,Stanislav Lobotka,15.4,862,20,159,548,167,13,862,16,12,75.0,4,25.0,569,3237,1494,27,26,2,10,14,649,22
1489,Jurgen Locadia,1.0,29,0,1,15,13,4,29,1,1,100.0,0,0.0,12,44,19,1,0,1,5,2,22,6
1490,Jurgen Locadia,5.9,185,3,10,101,75,26,184,2,2,100.0,0,0.0,114,612,179,6,3,3,14,9,149,39
1491,Manuel Locatelli,28.7,2514,103,453,1580,513,33,2514,66,51,77.3,15,22.7,1404,7210,3775,63,61,7,40,29,1917,57
1492,Renan Lodi,26.6,1569,61,449,648,478,39,1569,30,16,53.3,14,46.7,792,4033,1988,70,42,12,38,23,805,162
1493,Ruben Loftus-Cheek,2.3,150,5,17,81,52,11,150,4,4,100.0,0,0.0,94,491,253,4,8,1,2,4,120,11
1494,Enzo Loiodice,2.1,142,1,25,99,21,2,142,2,1,50.0,1,50.0,78,312,193,3,3,0,1,1,102,4
1495,Kevin Long,6.3,257,30,148,108,3,3,257,1,1,100.0,0,0.0,114,420,117,0,0,0,1,0,122,0
1496,Shane Long,15.5,597,15,42,256,301,67,597,13,6,46.2,7,53.8,270,1214,453,23,12,8,58,20,458,105
1497,Matthew Longstaff,6.4,293,8,65,186,43,5,293,4,3,75.0,1,25.0,161,573,207,4,2,2,4,7,192,2
1498,Sean Longstaff,15.3,857,39,203,500,158,7,857,18,7,38.9,11,61.1,450,1936,661,8,5,2,26,16,498,12
1499,Ademola Lookman,3.4,203,0,14,83,111,15,203,18,8,44.4,10,55.6,129,954,473,19,17,4,10,9,144,32
1501,Rony Lopes,1.5,60,0,9,30,22,0,60,5,2,40.0,3,60.0,36,217,70,2,0,0,2,4,44,13
1502,Rony Lopes,0.9,33,0,1,18,14,3,33,1,1,100.0,0,0.0,27,155,41,1,1,1,1,2,29,8
1503,Adrian Lopez,16.0,638,11,33,289,319,65,637,44,23,52.3,21,47.7,400,2713,1412,58,38,23,29,24,511,110
1504,David Lopez,27.3,1634,110,606,897,148,24,1634,6,4,66.7,2,33.3,898,4372,2397,18,12,0,25,14,997,18
1505,Diego Lopez,35.9,1216,1025,1206,11,0,0,1216,3,3,100.0,0,0.0,569,4049,2990,0,0,0,1,0,384,0
1506,Javi Lopez,1.0,47,6,20,15,12,0,47,3,2,66.7,1,33.3,14,81,43,1,0,0,1,0,16,3
1508,Javi Lopez,15.4,866,44,302,376,201,4,866,25,17,68.0,8,32.0,385,1977,965,20,19,1,14,9,386,62
1509,Lluis Lopez,3.3,268,19,123,131,15,2,268,1,1,100.0,0,0.0,178,906,556,3,3,0,1,1,210,0
1510,Maxime Lopez,12.3,999,3,119,595,296,22,999,28,16,57.1,12,42.9,757,4034,2350,54,41,9,24,9,825,71
1512,Roberto Lopez,0.6,55,3,7,27,22,0,55,3,2,66.7,1,33.3,37,160,40,0,3,0,1,1,36,6
1513,Unai Lopez,19.9,1392,20,196,874,339,11,1392,19,13,68.4,6,31.6,743,3889,1566,25,28,1,19,22,917,25
1515,Albert Lottin,0.5,30,4,16,14,0,0,30,3,2,66.7,1,33.3,16,78,44,0,0,0,0,1,19,0
1516,Imran Louza,22.3,1375,13,178,767,445,29,1375,39,23,59.0,16,41.0,748,4149,1879,31,40,3,43,25,938,103
1518,Dejan Lovren,8.6,778,80,339,416,25,16,778,1,1,100.0,0,0.0,502,2395,1443,8,7,0,1,0,518,3
1519,Eduard Lowen,7.5,333,12,59,174,104,7,333,23,11,47.8,12,52.2,194,901,419,9,9,0,23,15,210,23
1520,Eduard Lowen,3.5,189,6,35,126,33,1,189,9,9,100.0,0,0.0,105,591,245,7,5,0,10,3,111,2
1521,Matthew Lowton,17.0,946,78,254,480,216,7,946,15,9,60.0,6,40.0,381,1818,1077,17,15,1,13,2,443,42
1522,Hirving Lozano,11.4,491,3,37,163,305,69,491,37,24,64.9,13,35.1,372,2746,1511,60,43,26,27,16,396,146
1525,Jean Lucas,2.2,194,2,37,120,40,4,194,7,5,71.4,2,28.6,120,498,186,2,4,0,3,6,137,7
1526,Fabio Lucioni,34.8,1942,432,1160,761,42,17,1942,11,8,72.7,3,27.3,1070,5548,3093,7,6,0,9,3,1209,3
1527,Jose Luis Gaya,22.1,1245,76,407,502,352,40,1245,51,28,54.9,23,45.1,697,5105,2846,56,50,5,19,15,729,119
1528,Jose Luis Morales,28.0,951,12,120,333,514,122,951,88,39,44.3,49,55.7,624,4393,2216,90,47,48,70,42,719,207
1529,Jose Luis Palomino,27.6,1707,162,774,883,69,23,1707,8,7,87.5,1,12.5,875,4360,1725,9,4,1,20,4,901,8
1531,David Luiz,31.2,2106,331,1124,933,58,16,2106,8,5,62.5,3,37.5,1370,9179,5310,21,13,1,16,5,1451,4
1532,Douglas Luiz,29.0,1551,104,405,882,287,29,1551,45,35,77.8,10,22.2,821,4977,2605,35,23,2,38,22,922,46
1534,Jordan Lukaku,4.4,198,9,46,68,86,5,198,11,7,63.6,4,36.4,113,650,405,20,6,2,4,4,124,37
1535,Romelu Lukaku,33.1,1116,31,50,467,609,204,1110,38,21,55.3,17,44.7,617,3027,1395,48,35,30,70,67,895,289
1536,Dodi Lukebakio,22.6,885,11,105,405,389,64,885,65,46,70.8,19,29.2,543,3954,1754,68,46,23,68,46,629,166
1537,Sasa Lukic,20.7,1016,33,190,580,258,26,1016,26,17,65.4,9,34.6,601,3656,2090,55,42,8,33,8,670,42
1538,Senad Lulic,17.5,1024,45,274,384,380,32,1024,48,26,54.2,22,45.8,507,3226,1767,66,30,7,15,18,632,108
1539,John Lundstram,27.3,1525,59,244,715,579,51,1525,37,18,48.6,18,48.6,759,3955,1496,36,27,4,41,14,1067,111
1540,Sebastiano Luperto,5.9,429,43,156,257,19,0,429,1,0,0.0,1,100.0,312,1954,1319,13,4,0,0,2,312,3
1541,Arnaud Lusamba,10.9,536,13,88,293,164,10,536,24,19,79.2,5,20.8,284,1143,532,7,18,2,22,19,393,52
1543,Lyanco,13.1,835,99,438,372,29,2,835,15,9,60.0,6,40.0,443,2355,1277,11,8,1,11,3,509,2
1544,Charalambos Lykogiannis,14.9,822,96,291,363,177,10,822,19,12,63.2,7,36.8,350,1764,969,19,21,0,18,5,425,37
1545,Yann M'Vila,21.6,1381,70,433,877,76,5,1381,6,5,83.3,1,16.7,629,3253,1400,4,8,0,13,11,913,8
1546,Alexis Mac Allister,3.9,169,1,26,68,79,7,169,4,2,50.0,2,50.0,73,278,115,2,3,1,7,7,85,13
1547,Darwin Machis,23.7,915,22,120,284,538,80,914,94,54,57.4,40,42.6,567,4454,2542,93,58,32,60,27,543,173
1548,Yvann Macon,1.1,82,1,25,38,19,0,82,4,1,25.0,3,75.0,27,175,113,4,3,0,0,0,36,4
1549,James Maddison,29.2,1995,16,174,1003,838,72,1995,80,51,63.8,29,36.3,1333,6211,2608,53,58,19,56,29,1438,138
1550,Lisandro Magallan,13.3,566,69,312,242,15,10,566,3,2,66.7,1,33.3,275,1281,655,1,2,0,9,2,275,0
1551,Francesco Magnanelli,15.5,1318,65,286,862,181,2,1318,9,6,66.7,3,33.3,640,2822,1291,15,13,0,13,5,942,12
1552,Giangiacomo Magnani,1.3,54,12,32,16,6,6,54,1,1,100.0,0,0.0,24,110,50,0,1,0,0,1,32,1
1554,Hugo Magnetti,2.6,204,6,49,119,40,4,204,2,1,50.0,1,50.0,115,582,340,4,6,1,2,2,129,8
1555,Harry Maguire,38.0,2915,360,1365,1412,166,61,2915,11,7,63.6,4,36.4,1753,12005,7489,69,37,4,11,6,1951,10
1556,Abdallahi Mahmoud,1.7,58,4,18,39,3,0,58,4,3,75.0,1,25.0,35,153,79,2,1,0,6,1,33,3
1557,Riyad Mahrez,21.6,1479,20,119,518,860,132,1478,89,52,58.4,37,41.6,1113,6947,3413,118,75,58,46,33,1161,246
1560,Arne Maier,5.9,375,8,68,223,86,2,375,6,6,100.0,0,0.0,213,1235,632,11,9,1,14,6,272,15
1561,Habib Maiga,25.2,1641,47,330,1070,270,29,1641,53,44,83.0,9,17.0,846,5450,2606,56,49,4,45,28,1070,64
1563,Ainsley Maitland-Niles,15.4,1203,71,442,536,233,15,1203,34,19,55.9,15,44.1,596,3219,1917,38,23,9,17,18,744,34
1564,Josh Maja,8.2,293,6,28,158,117,23,293,17,11,64.7,6,35.3,197,784,298,9,10,5,21,14,213,58
1565,Abdul Majeed Waris,4.1,141,1,17,58,70,12,141,17,6,35.3,11,64.7,110,672,435,14,12,4,13,9,108,36
1566,Zan Majer,18.5,943,42,255,469,227,19,943,19,12,63.2,7,36.8,504,2895,1606,39,24,5,24,18,595,51
1567,Jean-Victor Makengo,11.0,555,10,83,314,161,13,555,29,13,44.8,16,55.2,384,2436,1312,37,21,6,27,14,437,43
1568,Nemanja Maksimovic,32.2,1010,40,187,587,247,46,1010,16,11,68.8,5,31.3,321,1623,665,19,15,3,24,7,366,33
1569,Nikola Maksimovic,20.0,1563,205,707,800,67,21,1563,14,9,64.3,5,35.7,1053,5513,3217,13,6,0,6,3,1149,9
1570,Kevin Malcuit,2.8,206,4,48,99,62,3,206,7,3,42.9,4,57.1,110,600,338,12,7,1,3,3,125,18
1571,Daniel Maldini,0.3,21,0,1,10,11,2,21,1,0,0.0,1,100.0,18,81,49,2,2,0,1,1,17,1
1572,Ruslan Malinovskyi,17.1,1245,6,83,552,630,39,1244,68,49,72.1,19,27.9,905,5116,2365,66,68,16,56,41,962,108
1573,Yunus Malli,7.5,281,4,32,142,111,16,281,12,8,66.7,4,33.3,175,857,393,14,15,3,16,9,199,28
1574,Hugo Mallo,21.8,1568,92,513,684,383,13,1568,8,5,62.5,3,37.5,682,3190,1497,40,40,1,24,7,843,110
1575,Streli Mamba,16.9,421,5,37,225,168,44,421,25,15,60.0,10,40.0,255,1748,773,32,21,17,40,22,279,73
1576,Hianga Mananga Mbock,1.6,105,1,24,67,14,4,105,2,2,100.0,0,0.0,70,428,162,1,2,1,1,2,68,1
1577,Vincent Manceau,22.0,1546,67,506,686,361,12,1546,14,6,42.9,8,57.1,584,2593,1545,30,25,1,21,8,901,69
1578,Gianluca Mancini,30.4,1981,201,859,1015,123,37,1981,14,11,78.6,3,21.4,1121,5735,3308,19,12,1,8,11,1374,14
1579,Marco Mancosu,27.1,1166,29,191,554,439,102,1156,32,19,59.4,13,40.6,692,4013,2222,61,45,15,55,21,847,148
1580,Steve Mandanda,26.3,896,768,893,3,0,0,896,2,1,50.0,1,50.0,517,2664,1639,0,0,0,1,0,392,0
1581,Reinildo Mandava,12.3,799,22,157,447,200,7,799,14,8,57.1,6,42.9,383,1795,1003,31,25,2,11,7,447,58
1582,Aissa Mandi,28.6,2059,265,1056,949,65,22,2059,6,5,83.3,1,16.7,1184,5252,2947,10,12,1,9,6,1458,8
1583,Rolando Mandragora,22.8,1238,32,234,641,376,46,1238,26,13,50.0,13,50.0,637,2091,973,12,21,5,26,15,750,61
1584,Sadio Mane,30.5,1547,15,113,565,897,201,1547,110,69,62.7,41,37.3,1195,7762,3888,159,103,62,100,57,1256,286
1586,Eliaquim Mangala,7.5,354,70,212,139,3,1,354,2,1,50.0,1,50.0,194,711,299,0,1,0,0,1,224,1
1587,Thomas Mangani,20.8,1554,33,269,887,411,26,1554,24,13,54.2,11,45.8,692,3191,1767,31,16,2,26,24,1064,58
1588,Massimiliano Mangraviti,10.8,536,67,268,233,39,3,536,1,1,100.0,0,0.0,261,1429,886,6,2,0,5,1,300,4
1589,Kostas Manolas,24.2,1684,197,718,942,31,24,1684,1,1,100.0,0,0.0,1086,5562,3342,7,4,0,7,3,1221,1
1590,Javier Manquillo,17.8,814,81,305,325,194,11,814,25,13,52.0,12,48.0,362,1899,996,22,24,2,19,2,402,49
1591,Giacomo Manzari,0.2,9,0,2,5,2,0,9,1,1,100.0,0,0.0,6,29,20,1,1,0,1,0,6,1
1592,Myziane Maolida,7.5,402,5,54,184,173,34,402,25,12,48.0,13,52.0,276,1786,1045,36,27,14,17,20,310,120
1593,Faitout Maouassa,20.0,1268,57,424,586,268,11,1268,50,21,42.0,29,58.0,723,4442,2532,74,57,6,25,17,721,73
1594,Fernando Marcal,9.2,869,33,232,480,164,7,869,12,6,50.0,6,50.0,506,2483,1489,27,17,1,6,3,526,50
1595,Marcelo,14.4,1204,41,231,514,467,35,1204,24,18,75.0,6,25.0,783,3906,2261,45,42,9,20,11,863,123
1597,Solly March,12.7,780,23,131,304,355,41,780,28,16,57.1,12,42.9,412,2760,1503,50,30,13,16,30,492,112
1598,Gian Marco Ferrari,21.1,1633,187,630,956,52,22,1633,4,3,75.0,1,25.0,1094,6326,4181,12,8,0,8,5,1271,5
1599,Oscar de Marcos,6.0,267,14,59,119,93,4,267,5,2,40.0,3,60.0,126,752,374,14,6,1,8,3,154,28
1603,Jose Maria Gimenez,19.5,1071,132,526,522,30,18,1071,3,3,100.0,0,0.0,570,2418,1300,1,3,0,5,2,632,2
1604,Mariano,0.5,24,0,2,9,13,6,24,2,1,50.0,1,50.0,13,77,63,2,0,1,0,0,16,2
1605,Adrian Mariappa,16.8,780,89,326,350,106,6,780,1,1,100.0,0,0.0,284,881,356,2,4,0,9,3,331,9
1606,Jordan Marie,2.2,135,4,34,81,24,1,135,4,4,100.0,0,0.0,59,238,93,1,4,0,7,4,81,4
1607,Federico Marigosu,0.3,17,1,4,5,8,1,17,1,1,100.0,0,0.0,16,98,30,1,0,1,1,1,17,2
1608,Adrian Marin,9.5,471,34,163,220,93,5,471,21,9,42.9,12,57.1,211,974,499,13,9,1,7,5,205,17
1610,Guillermo Maripan,19.5,1271,127,570,658,52,17,1271,4,2,50.0,2,50.0,762,3794,2320,12,10,0,7,2,859,6
1612,Marlon,20.2,1656,195,708,927,31,5,1656,3,3,100.0,0,0.0,1008,6024,3663,8,8,0,8,3,1252,1
1614,Gonzalo Maroni,2.0,111,1,10,62,46,4,110,8,7,87.5,1,12.5,75,650,399,12,11,0,4,2,78,11
1615,Marquinhos,16.4,1477,83,415,957,112,17,1477,9,7,77.8,2,22.2,865,3980,2180,8,15,1,8,10,1114,9
1616,Bruno Martella,14.1,722,69,277,270,186,6,722,25,13,52.0,12,48.0,341,1740,1090,32,20,0,18,5,399,54
1617,Roger Marti,25.2,696,14,71,307,324,87,692,22,13,59.1,9,40.9,414,1763,758,29,16,12,72,23,523,132
1618,Anthony Martial,29.2,1042,18,48,329,677,157,1041,97,50,51.5,47,48.5,705,4107,1911,76,54,45,74,61,886,275
1619,Aaron Martin,19.9,1072,48,288,450,351,11,1072,28,19,67.9,9,32.1,527,3129,1546,40,26,3,15,15,514,90
1623,Jonas Martin,2.7,208,4,42,132,35,3,207,4,3,75.0,1,25.0,135,551,212,3,3,0,3,4,150,1
1625,Gabriel Martinelli,7.4,273,11,61,88,132,36,273,32,9,28.1,23,71.9,168,1409,770,31,15,13,29,12,181,65
1628,Inigo Martinez,33.0,1903,180,835,971,120,33,1903,12,7,58.3,5,41.7,943,5925,3611,36,31,0,17,4,1055,21
1630,Javi Martinez,7.5,689,54,283,382,27,4,689,2,2,100.0,0,0.0,397,2117,1237,5,5,0,2,0,483,5
1631,Jose Martinez,13.2,630,55,308,302,25,8,630,5,5,100.0,0,0.0,330,1610,809,10,4,0,7,1,306,2
1632,Lautaro Martinez,27.2,941,13,45,321,591,220,938,84,39,46.4,45,53.6,543,2832,1372,59,38,30,102,45,708,222
1633,Pablo Martinez,0.4,28,4,11,10,7,1,28,2,0,0.0,2,100.0,11,57,9,0,0,0,1,2,11,0
1634,Pablo Martinez,26.0,1344,141,679,646,37,16,1344,6,4,66.7,2,33.3,693,4390,2852,18,7,0,7,3,721,2
1635,Gelson Martins,18.6,1000,16,165,433,421,75,1000,79,53,67.1,26,32.9,677,5355,3073,112,56,38,42,33,689,172
1636,Adam Marusic,10.5,487,26,144,170,175,25,487,16,8,50.0,8,50.0,237,1281,589,11,16,5,3,6,279,64
1638,Omar Mascarell,22.5,1587,90,592,910,100,6,1587,13,12,92.3,1,7.7,832,4719,1868,6,9,1,14,12,941,10
1639,Andrea Masiello,14.7,951,92,395,469,98,13,951,9,6,66.7,3,33.3,554,2755,1472,21,14,4,4,4,614,23
1641,Adam Masina,20.2,1197,88,394,553,259,19,1197,16,9,56.3,7,43.8,468,2177,1037,18,15,2,16,12,516,32
1643,Arthur Masuaku,10.4,767,45,243,365,166,12,767,44,27,61.4,17,38.6,392,2591,1511,41,30,8,15,19,430,37
1644,Jaime Mata,30.5,1098,15,64,435,604,135,1094,32,14,43.8,18,56.3,620,2329,648,25,21,10,107,48,867,224
1645,Juan Mata,8.4,600,3,33,296,273,32,600,12,5,41.7,7,58.3,357,1695,776,17,22,6,13,8,499,65
1646,Ales Mateju,28.3,1447,201,729,592,141,15,1447,15,15,100.0,0,0.0,697,4199,2367,25,16,0,18,9,749,30
1647,Jean-Philippe Mateta,11.7,338,12,25,156,163,53,337,28,17,60.7,11,39.3,197,841,237,11,11,9,42,18,240,63
1648,Nemanja Matic,17.6,1437,60,355,851,237,5,1437,24,20,83.3,4,16.7,842,5169,3053,39,40,3,18,16,1021,8
1649,Joel Matip,7.8,640,54,262,347,33,8,640,2,2,100.0,0,0.0,426,2290,1663,6,14,0,3,2,419,2
1650,Rabbi Matondo,12.9,397,1,36,127,242,48,397,52,29,55.8,23,44.2,278,2359,1096,38,32,25,46,33,290,93
1651,Alessandro Matri,1.0,48,1,2,18,28,12,48,3,2,66.7,1,33.3,24,59,7,1,0,1,4,8,40,11
1652,Federico Mattiello,10.3,537,37,164,223,163,11,537,13,10,76.9,3,23.1,304,1993,1094,34,19,2,14,13,318,53
1653,Blaise Matuidi,24.9,1366,28,193,770,409,38,1366,24,9,37.5,15,62.5,847,2880,1108,22,14,2,40,17,990,118
1654,Neal Maupay,30.7,1044,15,70,429,556,163,1042,68,24,35.3,44,64.7,604,3646,1414,63,37,34,79,56,747,255
1655,Stephy Mavididi,15.5,550,9,73,261,235,53,550,54,29,53.7,25,46.3,346,2844,1282,54,40,20,52,42,401,89
1656,Philipp Max,30.1,1658,69,461,758,465,23,1657,15,8,53.3,7,46.7,761,3960,2047,60,35,2,32,12,789,101
1657,Alexandru Maxim,1.3,97,0,11,37,49,5,97,8,5,62.5,3,37.5,51,325,146,6,10,2,4,2,58,10
1658,Eric Maxim Choupo-Moting,5.0,170,3,15,55,100,30,170,13,9,69.2,4,30.8,89,534,238,8,5,3,15,7,125,45
1660,Borja Mayoral,23.8,746,15,66,349,337,80,746,47,27,57.4,20,42.6,488,2696,982,38,20,14,37,42,604,148
1662,Kevin Mbabu,18.8,1211,74,340,516,367,35,1211,80,49,61.3,31,38.8,574,3593,1804,56,46,12,34,30,586,105
1664,Kylian Mbappe,16.8,910,1,20,312,586,181,910,107,55,51.4,52,48.6,609,4649,2754,115,58,66,47,26,798,260
1665,Ibrahima Mbaye,16.7,984,72,352,478,163,13,984,12,9,75.0,3,25.0,502,2304,1261,22,14,0,11,8,575,27
1667,Isaac Mbenza,0.9,47,0,5,21,22,2,47,3,1,33.3,2,66.7,31,220,132,4,2,1,1,3,36,9
1668,Nathanael Mbuku,4.4,170,1,25,78,70,17,170,19,9,47.4,10,52.6,129,840,414,14,7,5,9,10,125,31
1669,James McArthur,34.3,1980,102,480,1014,505,86,1980,44,29,65.9,15,34.1,979,5402,2436,54,42,16,56,39,1186,123
1670,Oliver McBurnie,23.5,935,46,108,397,440,107,935,44,22,50.0,22,50.0,365,1712,694,26,23,8,43,34,634,109
