Player,Unnamed: 0,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Starts,Playing Time - Min,Playing Time - 90s,Performance - Gls,Performance - Ast,Performance - G+A,Performance - G-PK,Performance - PK,Performance - PKatt,Performance - CrdY,Performance - CrdR,Expected - xG,Expected - npxG,Expected - xAG,Expected - npxG+xAG,Progression - PrgC,Progression - PrgP,Progression - PrgR,Per 90 Minutes - Gls,Per 90 Minutes - Ast,Per 90 Minutes - G+A,Per 90 Minutes - G-PK,Per 90 Minutes - G+A-PK,Per 90 Minutes - xG,Per 90 Minutes - xAG,Per 90 Minutes - xG+xAG,Per 90 Minutes - npxG,Per 90 Minutes - npxG+xAG,90s,Standard - Gls,Standard - Sh,Standard - SoT,Standard - SoT%,Standard - Sh/90,Standard - SoT/90,Standard - G/Sh,Standard - G/SoT,Standard - Dist,Standard - FK,Standard - PK,Standard - PKatt,Expected - npxG/Sh,Expected - G-xG,Expected - np:G-xG,Total - Cmp,Total - Att,Total - Cmp%,Total - TotDist,Total - PrgDist,Short - Cmp,Short - Att,Short - Cmp%,Medium - Cmp,Medium - Att,Medium - Cmp%,Long - Cmp,Long - Att,Long - Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Att,Pass Types - Live,Pass Types - Dead,Pass Types - FK,Pass Types - TB,Pass Types - Sw,Pass Types - Crs,Pass Types - TI,Pass Types - CK,Corner Kicks - In,Corner Kicks - Out,Corner Kicks - Str,Outcomes - Cmp,Outcomes - Off,Outcomes - Blocks,SCA - SCA,SCA - SCA90,SCA Types - PassLive,SCA Types - PassDead,SCA Types - TO,SCA Types - Sh,SCA Types - Fld,SCA Types - Def,GCA - GCA,GCA - GCA90,GCA Types - PassLive,GCA Types - PassDead,GCA Types - TO,GCA Types - Sh,GCA Types - Fld,GCA Types - Def,Tackles - Tkl,Tackles - TklW,Tackles - Def 3rd,Tackles - Mid 3rd,Tackles - Att 3rd,Challenges - Tkl,Challenges - Att,Challenges - Tkl%,Challenges - Lost,Blocks - Blocks,Blocks - Sh,Blocks - Pass,Int,Tkl+Int,Clr,Err,Touches - Touches,Touches - Def Pen,Touches - Def 3rd,Touches - Mid 3rd,Touches - Att 3rd,Touches - Att Pen,Touches - Live,Take-Ons - Att,Take-Ons - Succ,Take-Ons - Succ%,Take-Ons - Tkld,Take-Ons - Tkld%,Carries - Carries,Carries - TotDist,Carries - PrgDist,Carries - PrgC,Carries - 1/3,Carries - CPA,Carries - Mis,Carries - Dis,Receiving - Rec,Receiving - PrgR,Playing Time - Mn/MP,Playing Time - Min%,Starts - Starts,Starts - Mn/Start,Starts - Compl,Subs - Subs,Subs - Mn/Sub,Subs - unSub,Team Success - PPM,Team Success - onG,Team Success - onGA,Team Success - +/-,Team Success - +/-90,Team Success - On-Off,Team Success (xG) - onxG,Team Success (xG) - onxGA,Team Success (xG) - xG+/-,Team Success (xG) - xG+/-90,Team Success (xG) - On-Off,Performance - 2CrdY,Performance - Fls,Performance - Fld,Performance - Off,Performance - Crs,Performance - Int,Performance - TklW,Performance - PKwon,Performance - PKcon,Performance - OG,Performance - Recov,Aerial Duels - Won,Aerial Duels - Lost,Aerial Duels - Won%,Performance - GA,Performance - GA90,Performance - SoTA,Performance - Saves,Performance - Save%,Performance - W,Performance - D,Performance - L,Performance - CS,Performance - CS%,Penalty Kicks - PKatt,Penalty Kicks - PKA,Penalty Kicks - PKsv,Penalty Kicks - PKm,Penalty Kicks - Save%
Lewis Dunk,815,eng ENG,DF,Brighton,Premier League,29.0,1991.0,29.0,29.0,2573.0,28.6,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,1.3,1.3,0.4,1.8,14.0,83.0,3.0,0.03,0.0,0.03,0.03,0.03,0.05,0.01,0.06,0.05,0.06,28.6,1.0,19.0,7.0,36.8,0.66,0.24,0.05,0.14,10.8,0.0,0.0,0.0,0.07,-0.3,-0.3,1726.0,1958.0,88.2,35875.0,11690.0,467.0,508.0,91.9,1019.0,1077.0,94.6,228.0,338.0,67.5,0.0,0.4,0.4,-0.4,3.0,87.0,4.0,1.0,83.0,1958.0,1885.0,69.0,62.0,0.0,16.0,3.0,6.0,0.0,0.0,0.0,0.0,1726.0,4.0,4.0,20.0,0.7,16.0,1.0,0.0,3.0,0.0,0.0,3.0,0.1,2.0,1.0,0.0,0.0,0.0,0.0,10.0,8.0,5.0,5.0,0.0,5.0,11.0,45.5,6.0,32.0,28.0,4.0,27.0,37.0,113.0,3.0,2197.0,281.0,1180.0,949.0,76.0,37.0,2197.0,4.0,4.0,100.0,0.0,0.0,1306.0,5934.0,2863.0,14.0,7.0,2.0,11.0,3.0,1575.0,3.0,89.0,75.2,29.0,89.0,28.0,0.0,,1.0,1.38,32.0,32.0,0.0,0.0,0.21,35.3,32.9,2.4,0.08,-0.01,0.0,9.0,4.0,0.0,3.0,27.0,8.0,0.0,0.0,0.0,170.0,81.0,37.0,68.6,,,,,,,,,,,,,,,
Erik Durm,816,de GER,DF,Eint Frankfurt,Bundesliga,29.0,1992.0,7.0,7.0,474.0,5.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.4,14.0,22.0,20.0,0.0,0.19,0.19,0.0,0.19,0.0,0.08,0.08,0.0,0.08,5.3,0.0,1.0,0.0,0.0,0.19,0.0,0.0,,32.2,0.0,0.0,0.0,0.01,0.0,0.0,183.0,278.0,65.8,3324.0,1157.0,74.0,88.0,84.1,89.0,123.0,72.4,18.0,53.0,34.0,1.0,0.4,0.3,0.6,3.0,15.0,4.0,2.0,22.0,278.0,211.0,66.0,2.0,0.0,1.0,14.0,64.0,0.0,0.0,0.0,0.0,183.0,1.0,10.0,7.0,1.33,6.0,1.0,0.0,0.0,0.0,0.0,3.0,0.57,3.0,0.0,0.0,0.0,0.0,0.0,13.0,7.0,6.0,5.0,2.0,10.0,13.0,76.9,3.0,8.0,1.0,7.0,10.0,23.0,7.0,0.0,334.0,13.0,83.0,181.0,72.0,4.0,334.0,1.0,0.0,0.0,1.0,100.0,162.0,911.0,470.0,14.0,11.0,1.0,6.0,4.0,167.0,20.0,68.0,15.5,7.0,68.0,3.0,0.0,,7.0,1.29,3.0,3.0,0.0,0.0,0.14,4.3,5.6,-1.4,-0.26,-0.12,0.0,2.0,7.0,0.0,14.0,10.0,7.0,0.0,0.0,0.0,25.0,3.0,8.0,27.3,,,,,,,,,,,,,,,
Hugo Duro,817,es ESP,"DF,MF",Getafe,La Liga,21.0,1999.0,1.0,0.0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.61,0.61,0.61,0.1,0.0,2.0,1.0,50.0,15.0,7.5,0.0,0.0,16.8,0.0,0.0,0.0,0.04,-0.1,-0.1,2.0,5.0,40.0,21.0,2.0,0.0,0.0,,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,6.0,4.0,7.0,0.0,0.0,,0.0,,5.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,12.0,0.4,0.0,,0.0,1.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.21,0.6,0.0,0.6,4.17,4.43,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,66.7,,,,,,,,,,,,,,,
Jean-Kevin Duverne,819,fr FRA,DF,Brest,Ligue 1,24.0,1997.0,37.0,33.0,3007.0,33.4,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.2,3.2,76.0,169.0,107.0,0.03,0.09,0.12,0.03,0.12,0.03,0.07,0.1,0.03,0.1,33.4,1.0,12.0,3.0,25.0,0.36,0.09,0.08,0.33,17.1,0.0,0.0,0.0,0.08,0.0,0.0,1326.0,1782.0,74.4,24090.0,10768.0,624.0,743.0,84.0,504.0,661.0,76.2,171.0,306.0,55.9,3.0,2.2,1.9,0.8,25.0,151.0,27.0,17.0,169.0,1782.0,1472.0,307.0,28.0,0.0,13.0,74.0,279.0,0.0,0.0,0.0,0.0,1326.0,3.0,26.0,58.0,1.74,45.0,4.0,5.0,0.0,2.0,2.0,6.0,0.18,5.0,0.0,1.0,0.0,0.0,0.0,71.0,44.0,43.0,21.0,7.0,42.0,90.0,46.7,48.0,40.0,5.0,35.0,53.0,124.0,92.0,0.0,2151.0,126.0,698.0,1036.0,429.0,31.0,2151.0,42.0,19.0,45.2,23.0,54.8,1174.0,6682.0,3680.0,76.0,49.0,6.0,46.0,21.0,1205.0,107.0,81.0,87.9,33.0,89.0,31.0,4.0,18.0,1.0,1.22,44.0,50.0,-6.0,-0.18,0.26,38.5,50.8,-12.3,-0.37,-0.25,0.0,35.0,31.0,3.0,74.0,53.0,44.0,0.0,0.0,1.0,205.0,38.0,35.0,52.1,,,,,,,,,,,,,,,
Paulo Dybala,820,ar ARG,"FW,MF",Juventus,Serie A,27.0,1993.0,29.0,26.0,2061.0,22.9,10.0,5.0,15.0,9.0,1.0,2.0,3.0,0.0,7.6,6.0,4.5,10.5,50.0,103.0,155.0,0.44,0.22,0.66,0.39,0.61,0.33,0.2,0.53,0.26,0.46,22.9,10.0,97.0,36.0,37.1,4.24,1.57,0.09,0.25,23.0,10.0,1.0,2.0,0.06,2.4,3.0,912.0,1137.0,80.2,15325.0,3164.0,475.0,544.0,87.3,299.0,349.0,85.7,106.0,160.0,66.3,5.0,4.5,3.9,0.5,38.0,71.0,27.0,6.0,103.0,1137.0,1010.0,120.0,29.0,9.0,25.0,66.0,10.0,40.0,12.0,20.0,0.0,912.0,7.0,27.0,113.0,4.93,73.0,12.0,10.0,7.0,8.0,3.0,13.0,0.57,10.0,3.0,0.0,0.0,0.0,0.0,30.0,13.0,7.0,14.0,9.0,8.0,35.0,22.9,27.0,19.0,0.0,19.0,9.0,39.0,4.0,3.0,1451.0,5.0,155.0,690.0,628.0,86.0,1449.0,79.0,47.0,59.5,32.0,40.5,909.0,4692.0,1859.0,50.0,42.0,24.0,70.0,28.0,1100.0,155.0,71.0,60.3,26.0,76.0,11.0,3.0,28.0,0.0,1.59,34.0,23.0,11.0,0.48,-0.12,28.9,20.0,9.0,0.39,0.1,0.0,16.0,48.0,6.0,66.0,9.0,13.0,0.0,0.0,0.0,103.0,10.0,19.0,34.5,,,,,,,,,,,,,,,
Edin Džeko,821,ba BIH,FW,Inter,Serie A,35.0,1986.0,36.0,27.0,2469.0,27.4,13.0,6.0,19.0,13.0,0.0,0.0,2.0,0.0,14.8,14.8,3.9,18.7,47.0,107.0,207.0,0.47,0.22,0.69,0.47,0.69,0.54,0.14,0.68,0.54,0.68,27.4,13.0,87.0,37.0,42.5,3.17,1.35,0.15,0.35,11.2,0.0,0.0,0.0,0.17,-1.8,-1.8,568.0,804.0,70.6,9317.0,2428.0,303.0,393.0,77.1,182.0,250.0,72.8,58.0,90.0,64.4,6.0,3.9,2.8,2.1,38.0,60.0,34.0,7.0,107.0,804.0,774.0,29.0,1.0,2.0,11.0,35.0,2.0,0.0,0.0,0.0,0.0,568.0,1.0,28.0,92.0,3.35,76.0,0.0,3.0,7.0,5.0,1.0,17.0,0.62,14.0,0.0,0.0,2.0,1.0,0.0,14.0,8.0,7.0,4.0,3.0,8.0,25.0,32.0,17.0,22.0,5.0,17.0,4.0,18.0,35.0,0.0,1139.0,49.0,121.0,503.0,524.0,178.0,1139.0,41.0,17.0,41.5,24.0,58.5,614.0,3167.0,1454.0,47.0,26.0,23.0,78.0,31.0,891.0,207.0,69.0,72.2,27.0,82.0,13.0,9.0,29.0,2.0,2.17,58.0,20.0,38.0,1.39,0.06,54.6,28.3,26.2,0.96,-0.59,0.0,27.0,39.0,5.0,35.0,4.0,8.0,2.0,0.0,0.0,81.0,84.0,74.0,53.2,,,,,,,,,,,,,,,
Enzo Ebosse,822,cm CMR,DF,Angers,Ligue 1,22.0,1999.0,27.0,21.0,1890.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.6,0.7,26.0,55.0,18.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.03,0.01,0.03,21.0,0.0,3.0,0.0,0.0,0.14,0.0,0.0,,17.5,0.0,0.0,0.0,0.05,-0.1,-0.1,911.0,1086.0,83.9,16592.0,5963.0,359.0,407.0,88.2,439.0,491.0,89.4,96.0,149.0,64.4,0.0,0.6,0.5,-0.6,9.0,45.0,5.0,3.0,55.0,1086.0,1017.0,68.0,30.0,1.0,5.0,16.0,38.0,0.0,0.0,0.0,0.0,911.0,1.0,13.0,26.0,1.24,18.0,0.0,1.0,0.0,6.0,1.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,25.0,14.0,19.0,6.0,0.0,11.0,19.0,57.9,8.0,19.0,9.0,10.0,15.0,40.0,42.0,0.0,1246.0,86.0,536.0,638.0,84.0,6.0,1246.0,15.0,9.0,60.0,6.0,40.0,856.0,4677.0,2469.0,26.0,15.0,0.0,21.0,2.0,844.0,18.0,70.0,55.3,21.0,85.0,17.0,6.0,16.0,4.0,1.0,21.0,32.0,-11.0,-0.52,-0.52,27.2,30.0,-2.8,-0.13,-0.09,0.0,14.0,21.0,0.0,16.0,15.0,14.0,0.0,1.0,0.0,112.0,22.0,22.0,50.0,,,,,,,,,,,,,,,
Tyronne Ebuehi,823,ng NGA,DF,Venezia,Serie A,25.0,1995.0,19.0,12.0,1138.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.6,0.6,0.4,1.0,29.0,29.0,52.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08,12.6,0.0,7.0,1.0,14.3,0.55,0.08,0.0,0.0,14.1,0.0,0.0,0.0,0.08,-0.6,-0.6,392.0,506.0,77.5,6438.0,2173.0,193.0,225.0,85.8,158.0,197.0,80.2,30.0,48.0,62.5,0.0,0.4,0.5,-0.4,5.0,16.0,9.0,5.0,29.0,506.0,407.0,99.0,5.0,0.0,0.0,28.0,94.0,0.0,0.0,0.0,0.0,392.0,0.0,20.0,19.0,1.5,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,12.0,16.0,8.0,4.0,10.0,18.0,55.6,8.0,13.0,3.0,10.0,16.0,44.0,38.0,1.0,655.0,50.0,279.0,225.0,158.0,16.0,655.0,20.0,11.0,55.0,9.0,45.0,293.0,1804.0,924.0,29.0,20.0,3.0,15.0,5.0,330.0,52.0,60.0,33.3,12.0,79.0,5.0,7.0,28.0,4.0,0.68,7.0,18.0,-11.0,-0.87,0.08,10.6,17.7,-7.1,-0.56,0.55,0.0,22.0,4.0,1.0,28.0,16.0,12.0,0.0,0.0,0.0,61.0,15.0,18.0,45.5,,,,,,,,,,,,,,,
Ederson,824,br BRA,GK,Manchester City,Premier League,27.0,1993.0,37.0,37.0,3330.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,1016.0,1128.0,90.1,22789.0,14725.0,280.0,280.0,100.0,519.0,523.0,99.2,212.0,316.0,67.1,0.0,0.0,0.1,0.0,0.0,7.0,1.0,0.0,3.0,1128.0,951.0,175.0,36.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1016.0,2.0,2.0,2.0,0.05,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,1169.0,906.0,1159.0,10.0,0.0,0.0,1169.0,0.0,0.0,,0.0,,795.0,3425.0,2214.0,0.0,0.0,0.0,0.0,0.0,714.0,0.0,90.0,97.4,37.0,90.0,37.0,0.0,,0.0,2.43,97.0,26.0,71.0,1.92,-0.08,86.5,23.7,62.8,1.7,0.47,0.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,43.0,10.0,3.0,76.9,26.0,0.7,83.0,57.0,69.9,28.0,6.0,3.0,20.0,54.1,1.0,1.0,0.0,0.0,0.0
Éderson,825,br BRA,MF,Salernitana,Serie A,22.0,1999.0,15.0,13.0,1147.0,12.7,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,2.0,2.0,1.0,3.1,25.0,34.0,39.0,0.16,0.08,0.24,0.16,0.24,0.16,0.08,0.24,0.16,0.24,12.7,2.0,21.0,9.0,42.9,1.65,0.71,0.1,0.22,18.9,0.0,0.0,0.0,0.1,0.0,0.0,297.0,370.0,80.3,4681.0,1156.0,152.0,177.0,85.9,110.0,126.0,87.3,21.0,30.0,70.0,1.0,1.0,0.5,0.0,9.0,31.0,6.0,0.0,34.0,370.0,366.0,3.0,3.0,1.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,297.0,1.0,13.0,31.0,2.43,21.0,0.0,0.0,2.0,7.0,1.0,2.0,0.16,1.0,0.0,0.0,0.0,1.0,0.0,29.0,18.0,11.0,14.0,4.0,14.0,26.0,53.8,12.0,11.0,2.0,9.0,19.0,48.0,8.0,0.0,547.0,21.0,122.0,293.0,145.0,26.0,547.0,38.0,19.0,50.0,19.0,50.0,341.0,1867.0,948.0,25.0,27.0,4.0,24.0,17.0,353.0,39.0,76.0,33.5,13.0,79.0,7.0,2.0,61.0,1.0,1.27,16.0,18.0,-2.0,-0.16,1.55,16.1,17.5,-1.4,-0.11,0.97,0.0,18.0,34.0,1.0,5.0,19.0,18.0,0.0,0.0,0.0,62.0,11.0,17.0,39.3,,,,,,,,,,,,,,,
Odsonne Édouard,826,fr FRA,FW,Crystal Palace,Premier League,23.0,1998.0,28.0,18.0,1564.0,17.4,6.0,3.0,9.0,5.0,1.0,1.0,4.0,0.0,6.4,5.6,1.9,7.5,42.0,42.0,109.0,0.35,0.17,0.52,0.29,0.46,0.37,0.11,0.48,0.32,0.43,17.4,6.0,39.0,17.0,43.6,2.24,0.98,0.13,0.29,13.3,0.0,1.0,1.0,0.14,-0.4,-0.6,309.0,429.0,72.0,3784.0,791.0,210.0,265.0,79.2,75.0,105.0,71.4,5.0,7.0,71.4,3.0,1.9,1.6,1.1,21.0,24.0,10.0,0.0,42.0,429.0,406.0,19.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,309.0,4.0,13.0,51.0,2.94,33.0,0.0,8.0,9.0,0.0,1.0,4.0,0.23,2.0,0.0,1.0,1.0,0.0,0.0,16.0,10.0,2.0,7.0,7.0,7.0,21.0,33.3,14.0,20.0,5.0,15.0,0.0,16.0,18.0,0.0,679.0,20.0,71.0,303.0,316.0,82.0,678.0,67.0,30.0,44.8,37.0,55.2,381.0,2143.0,1122.0,42.0,24.0,16.0,62.0,27.0,479.0,109.0,56.0,45.7,18.0,78.0,6.0,10.0,15.0,7.0,1.36,25.0,19.0,6.0,0.35,0.44,22.5,19.2,3.3,0.19,0.07,0.0,25.0,6.0,4.0,7.0,0.0,10.0,0.0,0.0,0.0,62.0,38.0,45.0,45.8,,,,,,,,,,,,,,,
CJ Egan-Riley,827,eng ENG,DF,Manchester City,Premier League,18.0,2003.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,1.0,1.0,100.0,29.0,27.0,0.0,0.0,,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.1,0.0,,0.0,1.0,4.0,6.0,3.0,2.0,0.0,2.0,45.0,43.13,1.1,0.0,1.1,24.13,22.47,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,
Maximilian Eggestein,828,de GER,MF,Freiburg,Bundesliga,24.0,1996.0,31.0,26.0,2194.0,24.4,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,1.1,1.1,1.4,2.5,23.0,109.0,52.0,0.04,0.08,0.12,0.04,0.12,0.05,0.06,0.1,0.05,0.1,24.4,1.0,23.0,6.0,26.1,0.94,0.25,0.04,0.17,21.8,0.0,0.0,0.0,0.05,-0.1,-0.1,690.0,942.0,73.2,10366.0,3363.0,387.0,470.0,82.3,232.0,314.0,73.9,42.0,77.0,54.5,2.0,1.4,1.6,0.6,23.0,89.0,21.0,2.0,109.0,942.0,918.0,19.0,13.0,4.0,6.0,11.0,4.0,2.0,0.0,0.0,0.0,690.0,5.0,27.0,50.0,2.05,42.0,2.0,0.0,2.0,2.0,2.0,5.0,0.21,5.0,0.0,0.0,0.0,0.0,0.0,48.0,28.0,17.0,25.0,6.0,22.0,50.0,44.0,28.0,35.0,11.0,24.0,30.0,78.0,32.0,1.0,1208.0,53.0,241.0,662.0,315.0,34.0,1208.0,19.0,7.0,36.8,12.0,63.2,520.0,2303.0,1208.0,23.0,19.0,0.0,42.0,22.0,689.0,52.0,71.0,71.7,26.0,80.0,10.0,5.0,23.0,1.0,1.65,41.0,28.0,13.0,0.53,0.64,36.0,29.9,6.0,0.25,0.21,0.0,32.0,26.0,1.0,11.0,30.0,28.0,0.0,0.0,0.0,145.0,46.0,51.0,47.4,,,,,,,,,,,,,,,
Lilian Egloff,829,de GER,"MF,DF",Stuttgart,Bundesliga,18.0,2002.0,4.0,0.0,31.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.39,0.0,0.39,0.3,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,6.0,9.0,66.7,74.0,30.0,4.0,4.0,100.0,2.0,2.0,100.0,0.0,2.0,0.0,0.0,0.1,0.1,-0.1,1.0,1.0,0.0,0.0,1.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,2.81,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,16.0,0.0,2.0,7.0,7.0,1.0,16.0,0.0,0.0,,0.0,,11.0,16.0,1.0,0.0,0.0,0.0,5.0,0.0,12.0,4.0,8.0,1.0,0.0,,0.0,4.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.53,0.2,0.5,-0.4,-0.99,-0.7,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,33.3,,,,,,,,,,,,,,,
Kingsley Ehizibue,830,nl NED,DF,Köln,Bundesliga,26.0,1995.0,16.0,6.0,681.0,7.6,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,1.0,1.2,22.0,22.0,22.0,0.0,0.13,0.13,0.0,0.13,0.03,0.13,0.16,0.03,0.16,7.6,0.0,6.0,0.0,0.0,0.79,0.0,0.0,,24.9,0.0,0.0,0.0,0.04,-0.2,-0.2,248.0,364.0,68.1,4515.0,1989.0,110.0,126.0,87.3,107.0,145.0,73.8,29.0,66.0,43.9,1.0,1.0,0.7,0.0,9.0,19.0,10.0,6.0,22.0,364.0,287.0,76.0,4.0,0.0,1.0,17.0,72.0,0.0,0.0,0.0,0.0,248.0,1.0,12.0,17.0,2.25,15.0,1.0,1.0,0.0,0.0,0.0,2.0,0.27,2.0,0.0,0.0,0.0,0.0,0.0,32.0,18.0,27.0,5.0,0.0,15.0,24.0,62.5,9.0,13.0,4.0,9.0,9.0,41.0,26.0,0.0,483.0,30.0,195.0,206.0,86.0,4.0,483.0,15.0,5.0,33.3,10.0,66.7,235.0,1275.0,727.0,22.0,12.0,2.0,13.0,6.0,235.0,22.0,43.0,22.3,6.0,74.0,2.0,10.0,24.0,17.0,1.25,12.0,11.0,1.0,0.13,0.06,10.9,16.5,-5.6,-0.75,-0.94,0.0,15.0,16.0,0.0,17.0,9.0,18.0,0.0,0.0,0.0,45.0,13.0,5.0,72.2,,,,,,,,,,,,,,,
Julian Eitschberger,832,de GER,DF,Hertha BSC,Bundesliga,17.0,2004.0,1.0,1.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,20.0,32.0,62.5,268.0,68.0,13.0,20.0,65.0,5.0,6.0,83.3,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,32.0,29.0,3.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,40.0,5.0,18.0,18.0,4.0,1.0,40.0,0.0,0.0,,0.0,,20.0,74.0,57.0,2.0,0.0,0.0,0.0,0.0,19.0,1.0,45.0,1.5,1.0,45.0,0.0,0.0,,1.0,0.0,0.0,1.0,-1.0,-2.0,-1.01,0.3,1.5,-1.2,-2.34,-1.75,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,,,,,,,,,,,,,,,
