,Player,Squad,Playing Time - MP,Playing Time - Min,Playing Time - Mn/MP,Playing Time - Min%,Playing Time - 90s,Starts - Starts,Starts - Mn/Start,Starts - Compl,Subs - Subs,Subs - Mn/Sub,Subs - unSub,Team Success - PPM,Team Success - onG,Team Success - onGA,Team Success - +/-,Team Success - +/-90,Team Success - On-Off,Team Success (xG) - onxG,Team Success (xG) - onxGA,Team Success (xG) - xG+/-,Team Success (xG) - xG+/-90,Team Success (xG) - On-Off
33,Youssef Ait Bennasser,Saint-Étienne,13,936,72,27.4,10.4,11,82,7,2,16,1,1.85,16,9,+7,+0.67,+0.27,13.4,14.2,-0.8,-0.07,-0.33
34,Youssef Ait Bennasser,Monaco,13,1073,83,31.4,11.9,12,88,10,1,20,4,0.85,13,18,-5,-0.42,+0.12,13.9,16.8,-2.8,-0.24,-0.24
35,Rayan Ait Nouri,Angers,3,57,19,1.7,0.6,0,0.0,0,3,19,16,0.33,1,3,-2,-3.16,-3.08,0.9,2.0,-1.1,-1.77,-1.87
36,Ludovic Ajorque,Strasbourg,25,1531,61,44.8,17.0,18,78,6,7,17,3,1.20,22,25,-3,-0.18,-0.80,17.6,23.3,-5.7,-0.33,-0.13
37,Manuel Akanji,Dortmund,25,2205,88,72.1,24.5,25,88,24,0,0.0,0,2.28,60,35,+25,+1.02,-0.24,43.2,30.3,+12.9,+0.52,-0.39
38,Carlos Akapo,Huesca,13,1023,79,29.9,11.4,12,84,10,1,21,5,0.62,9,16,-7,-0.62,-0.05,12.5,15.9,-3.4,-0.31,-0.08
39,Nathan Ake,Bournemouth,38,3411,90,99.7,37.9,38,90,37,0,0.0,0,1.18,56,70,-14,-0.37,-0.37,53.3,57.1,-3.9,-0.10,-0.02
40,Sergio Akieme,Rayo Vallecano,2,180,90,5.3,2.0,2,90,2,0,0.0,11,0.50,3,4,-1,-0.50,+0.28,1.8,2.6,-0.7,-0.36,-0.06
41,Chadrac Akolo,Stuttgart,16,525,33,17.2,5.8,5,66,0,11,18,5,0.94,7,12,-5,-0.86,+0.31,6.4,8.5,-2.2,-0.37,+0.26
42,Paul Akouokou,Betis,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Kevin Akpoguma,Hoffenheim,8,499,62,16.3,5.5,5,86,4,3,24,2,1.63,11,12,-1,-0.18,-0.85,9.9,12.3,-2.4,-0.44,-1.34
44,Kevin Akpoguma,Hannover 96,4,313,78,10.2,3.5,4,78,3,0,0.0,0,0.75,1,9,-8,-2.30,-1.25,2.3,7.1,-4.7,-1.36,-0.51
45,David Alaba,Bayern Munich,31,2530,82,82.7,28.1,29,85,24,2,27,0,2.29,71,27,+44,+1.57,-0.47,68.4,23.6,+44.9,+1.60,-0.70
46,Sofiane Alakouch,Nîmes,25,1895,76,55.4,21.1,23,80,14,2,26,3,1.24,28,36,-8,-0.38,-0.79,23.8,37.3,-13.6,-0.64,-1.06
47,Lucas Alario,Leverkusen,27,1265,47,41.3,14.1,11,83,5,16,22,6,1.70,33,16,+17,+1.21,+1.21,22.9,18.3,+4.7,+0.33,-0.15
48,Jordi Alba,Barcelona,36,2991,83,87.5,33.2,32,90,32,4,27,0,2.39,86,30,+56,+1.69,+2.10,70.0,38.6,+31.4,+0.94,+1.13
49,Luis Alberto,Lazio,27,1990,74,58.2,22.1,25,78,9,2,21,4,1.44,30,22,+8,+0.36,+0.24,35.0,23.3,+11.7,+0.53,+0.42
50,Raul Albiol,Napoli,20,1713,86,50.1,19.0,19,90,19,1,3,6,2.10,33,22,+11,+0.58,-0.85,30.4,21.2,+9.3,+0.49,-0.26
52,Miiko Albornoz,Hannover 96,22,1660,75,54.2,18.4,19,85,16,3,15,6,0.55,19,44,-25,-1.36,-0.39,18.1,37.6,-19.6,-1.06,-0.35
53,Marc Albrighton,Leicester City,27,1625,60,47.5,18.1,18,78,8,9,25,2,1.37,17,17,0,0.00,-0.15,19.9,23.1,-3.2,-0.18,-0.78
54,Paco Alcacer,Dortmund,26,1211,47,39.6,13.5,11,78,3,15,23,2,2.35,42,21,+21,+1.56,+0.78,27.1,12.6,+14.5,+1.08,+0.74
55,Pedro Alcala,Girona,25,1868,75,54.6,20.8,20,88,18,5,23,10,1.16,21,32,-11,-0.53,-0.24,23.7,28.1,-4.5,-0.21,+0.06
56,Thiago Alcantara,Bayern Munich,30,2408,80,78.7,26.8,26,89,23,4,24,0,2.53,74,21,+53,+1.98,+1.57,69.1,19.6,+49.5,+1.85,+0.62
57,Ruben Alcaraz,Valladolid,34,2976,88,87.0,33.1,34,88,31,0,0.0,1,1.18,29,43,-14,-0.42,+0.59,34.7,49.6,-14.9,-0.45,+0.06
58,Toby Alderweireld,Tottenham,34,2922,86,85.4,32.5,33,88,30,1,19,3,1.91,56,31,+25,+0.77,+0.23,46.7,37.0,+9.7,+0.30,+0.64
59,Alex Alegria,Rayo Vallecano,9,140,16,4.1,1.6,0,0.0,0,9,15,4,0.89,0,6,-6,-3.86,-3.23,1.8,3.3,-1.5,-0.97,-0.70
60,Alexis Alegue,Nantes,1,5,5,0.1,0.1,0,0.0,0,1,5,0,0.00,1,0,+1,+18.00,+18.03,0.0,0.0,0.0,+0.21,+0.15
61,Ivan Alejo,Getafe,4,146,37,4.3,1.6,2,59,0,2,15,4,1.00,1,0,+1,+0.62,+0.29,1.1,1.2,-0.1,-0.03,-0.11
62,Carles Alena,Barcelona,17,637,37,18.6,7.1,6,78,1,11,15,10,2.06,16,8,+8,+1.13,-0.36,14.3,11.0,+3.3,+0.46,-0.42
63,Alex,Atlético Madrid,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,Runar Alex Runarsson,Dijon,25,2250,90,65.8,25.0,25,90,25,0,0.0,12,1.04,24,43,-19,-0.76,+0.01,29.2,37.9,-8.7,-0.35,+0.40
65,Alexander,Leganés,1,10,10,0.3,0.1,0,0.0,0,1,9,0,0.00,0,1,-1,-9.00,-8.87,0.0,0.3,-0.3,-2.58,-2.58
66,Trent Alexander-Arnold,Liverpool,29,2462,85,72.0,27.4,27,88,20,2,40,4,2.69,67,14,+53,+1.94,+0.62,58.8,21.2,+37.6,+1.38,+0.69
67,Abdallah Ali Mohamed,Marseille,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,Marco Alia,Lazio,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,Rachid Alioui,Nîmes,27,1252,46,36.6,13.9,11,86,9,16,19,4,1.52,23,21,+2,+0.14,+0.27,19.7,20.0,-0.3,-0.02,+0.24
70,Alisson,Liverpool,38,3420,90,100.0,38.0,38,90,38,0,0.0,0,2.55,89,22,+67,+1.76,0.0,73.7,28.8,+44.9,+1.18,0.0
71,Bobby Allain,Dijon,13,1170,90,34.2,13.0,13,90,13,0,0.0,25,0.62,7,17,-10,-0.77,-0.01,10.6,20.3,-9.7,-0.75,-0.40
72,Allan,Napoli,33,2616,79,76.5,29.1,28,88,26,5,30,0,2.09,57,29,+28,+0.96,-0.16,45.8,30.5,+15.3,+0.53,-0.40
73,Allan,Eint Frankfurt,4,176,44,5.8,2.0,2,69,1,2,20,3,2.00,6,2,+4,+2.05,+1.80,3.9,2.8,+1.0,+0.53,+0.35
74,Dele Alli,Tottenham,25,1825,73,53.4,20.3,22,81,10,3,13,0,1.72,32,21,+11,+0.54,-0.42,28.7,22.1,+6.5,+0.32,+0.25
75,Miguel Almiron,Newcastle Utd,10,759,76,22.2,8.4,9,82,4,1,18,0,1.70,11,11,0,0.00,+0.20,11.3,9.2,+2.0,+0.24,+0.80
76,Julio Alonso,Betis,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,Junior Alonso,Celta Vigo,9,536,60,15.7,6.0,6,82,4,3,14,5,1.11,8,8,0,0.00,+0.28,6.2,7.3,-1.1,-0.18,+0.24
79,Marcos Alonso,Chelsea,31,2759,89,80.7,30.7,31,89,29,0,0.0,1,1.97,52,28,+24,+0.78,+0.78,48.4,29.3,+19.2,+0.63,+0.21
80,Mickael Alphonse,Dijon,11,571,52,16.7,6.3,6,90,6,5,6,11,1.00,7,16,-9,-1.42,-0.79,6.6,10.2,-3.5,-0.55,-0.08
81,Diego Altamirano,Betis,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,Sergio Alvarez,Eibar,19,1069,56,31.3,11.9,12,84,9,7,9,17,1.37,7,14,-7,-0.59,-0.70,11.0,16.2,-5.2,-0.44,-0.98
83,Sergio Alvarez,Celta Vigo,13,1170,90,34.2,13.0,13,90,13,0,0.0,25,1.08,23,22,+1,+0.08,+0.48,13.3,19.5,-6.2,-0.48,-0.15
84,Yeray Alvarez,Athletic Club,30,2613,87,76.4,29.0,30,87,28,0,0.0,3,1.47,32,30,+2,+0.07,+0.74,32.6,31.9,+0.6,+0.02,+0.35
85,Bruno Alves,Parma,33,2922,89,85.4,32.5,33,89,31,0,0.0,0,1.00,36,56,-20,-0.62,-0.62,34.5,57.7,-23.2,-0.71,-0.37
86,Dani Alves,Paris S-G,23,1622,71,47.4,18.0,19,82,12,4,18,0,2.00,45,22,+23,+1.28,-1.08,42.4,19.9,+22.5,+1.25,-0.19
87,Alfons Amade,Hoffenheim,1,9,9,0.3,0.1,0,0.0,0,1,8,1,0.00,0,2,-2,-20.00,-20.59,0.1,1.2,-1.1,-11.20,-11.92
88,Ibrahim Amadou,Sevilla,17,762,45,22.3,8.5,7,79,4,10,21,10,1.41,9,14,-5,-0.59,-1.27,13.7,13.0,+0.7,+0.09,-0.61
89,Romain Amalfitano,Dijon,32,2522,79,73.7,28.0,30,82,21,2,25,2,0.88,20,46,-26,-0.93,-0.63,25.9,43.2,-17.3,-0.62,-0.51
90,Daniel Amartey,Leicester City,9,641,71,18.7,7.1,7,86,6,2,19,1,1.44,10,9,+1,+0.14,+0.08,7.0,8.2,-1.2,-0.17,-0.50
91,Jordi Amat,Rayo Vallecano,31,2763,89,80.8,30.7,31,89,30,0,0.0,3,0.77,34,60,-26,-0.85,-0.44,38.2,48.0,-9.8,-0.32,-0.11
92,Amath,Getafe,15,1002,67,29.3,11.1,13,72,2,2,32,0,1.40,13,10,+3,+0.27,-0.10,15.1,10.7,+4.4,+0.40,+0.46
93,Jordan Amavi,Marseille,28,2177,78,63.7,24.2,24,87,20,4,20,4,1.39,40,34,+6,+0.25,+0.10,33.1,31.0,+2.1,+0.09,-0.28
94,Kelvin Amian,Toulouse,32,2880,90,84.2,32.0,32,90,32,0,0.0,1,1.09,31,47,-16,-0.50,+0.50,40.8,47.8,-7.1,-0.22,+0.38
95,Nadiem Amiri,Hoffenheim,13,754,58,24.6,8.4,10,69,2,3,22,4,1.85,22,8,+14,+1.67,+1.51,22.2,9.3,+12.9,+1.54,+1.13
96,Yanis Ammour,Montpellier,1,2,2,0.1,0.0,0,0.0,0,1,2,2,3.00,0,0,0,0.00,-0.29,0.0,0.1,-0.1,-4.90,-5.12
97,Luke Amos,Tottenham,1,3,3,0.1,0.0,0,0.0,0,1,2,1,3.00,0,0,0,0.00,-0.74,0.0,0.0,0.0,0.00,-0.20
98,Ethan Ampadu,Chelsea,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,Jon Ander Serantes,Leganés,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,Joachim Andersen,Sampdoria,32,2880,90,84.2,32.0,32,90,32,0,0.0,1,1.50,52,42,+10,+0.31,+0.48,41.3,46.2,-5.0,-0.16,-0.24
101,Felipe Anderson,West Ham,36,3043,85,89.0,33.8,36,85,25,0,0.0,0,1.36,48,49,-1,-0.03,+0.45,43.5,54.6,-11.0,-0.33,+0.45
102,Florin Andone,Brighton,23,881,38,25.8,9.8,8,68,0,15,23,5,0.78,7,14,-7,-0.72,-0.08,8.2,14.4,-6.2,-0.63,-0.01
104,Nicolas Andrade,Udinese,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,Benjamin Andre,Rennes,30,2495,83,73.0,27.7,28,87,24,2,35,0,1.20,37,40,-3,-0.11,-0.69,38.5,34.2,+4.3,+0.16,-0.20
106,Marco Andreolli,Cagliari,3,106,35,3.1,1.2,1,90,1,2,8,17,0.33,0,3,-3,-2.55,-2.14,0.4,2.1,-1.8,-1.49,-0.99
107,Marco Andreolli,Chievo,8,646,81,18.9,7.2,7,90,6,1,17,7,0.25,3,19,-16,-2.23,-1.13,3.0,11.3,-8.3,-1.16,-0.64
108,Yoann Andreu,Angers,1,4,4,0.1,0.0,0,0.0,0,1,4,2,0.00,0,1,-1,-22.50,-22.39,0.0,0.4,-0.4,-9.27,-9.36
109,Yhoan Andzouana,Girona,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,Jose Angel,Eibar,35,3028,87,88.5,33.6,34,88,27,1,45,1,1.31,40,43,-3,-0.09,+0.14,49.7,41.3,+8.4,+0.25,+0.13
111,Miguel Angel Moya,Real Sociedad,11,990,90,28.9,11.0,11,90,11,0,0.0,22,1.00,9,11,-2,-0.18,-0.22,13.7,10.2,+3.6,+0.32,+0.41
112,Miguel Angel Rubio,Getafe,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,Cristian Ansaldi,Torino,24,1807,75,52.8,20.1,23,77,13,1,25,4,1.71,23,15,+8,+0.40,+0.01,20.9,26.2,-5.3,-0.26,-0.50
114,Mirco Antenucci,SPAL,35,2133,61,62.4,23.7,22,88,19,13,15,3,1.00,26,35,-9,-0.38,-0.17,27.8,35.0,-7.2,-0.31,-0.30
115,Waldemar Anton,Hannover 96,34,3060,90,100.0,34.0,34,90,34,0,0.0,0,0.62,31,71,-40,-1.18,0.0,37.2,67.8,-30.6,-0.90,0.0
116,Luca Antonelli,Empoli,13,755,58,22.1,8.4,10,67,4,3,27,8,0.92,10,18,-8,-0.95,-0.58,9.1,14.6,-5.5,-0.66,-0.46
117,Mauro Antonio Burruchaga,Chievo,1,58,58,1.7,0.6,0,0.0,0,1,58,24,1.00,0,0,0,0.00,+1.34,0.1,0.6,-0.5,-0.77,-0.13
118,Michail Antonio,West Ham,33,2103,64,61.5,23.4,22,84,15,11,24,2,1.30,29,30,-1,-0.04,+0.09,29.2,41.6,-12.4,-0.53,-0.40
119,Antonito,Valladolid,30,1863,62,54.5,20.7,18,89,16,12,22,6,1.13,19,36,-17,-0.82,-0.71,24.5,36.8,-12.3,-0.59,-0.30
120,Vitorino Antunes,Getafe,28,2181,78,63.8,24.2,25,86,21,3,11,3,1.57,31,21,+10,+0.41,+0.19,27.9,25.6,+2.3,+0.10,+0.08
121,Giorgos Antzoulas,Fiorentina,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,Anuar,Valladolid,19,1081,57,31.6,12.0,12,81,5,7,16,12,1.21,7,13,-6,-0.50,0.00,12.9,21.7,-8.8,-0.74,-0.40
123,Dennis Aogo,Stuttgart,15,1025,68,33.5,11.4,13,76,8,2,16,7,1.13,10,18,-8,-0.70,+0.62,12.5,18.7,-6.1,-0.54,+0.08
124,Houssem Aouar,Lyon,37,3061,83,89.5,34.0,35,87,26,2,12,1,1.86,62,45,+17,+0.50,-1.00,65.3,41.5,+23.9,+0.70,-0.78
125,Javier Aparicio,Valladolid,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,Emmanuel Apeh,Celta Vigo,2,14,7,0.4,0.2,0,0.0,0,2,6,3,0.00,0,0,0,0.00,+0.24,0.0,0.2,-0.1,-0.80,-0.42
127,Mauro Arambarri,Getafe,33,2676,81,78.2,29.7,32,83,20,1,10,2,1.48,32,25,+7,+0.24,-0.49,36.0,32.4,+3.7,+0.12,+0.25
128,Guilherme Arana,Sevilla,9,629,70,18.4,7.0,8,79,4,1,0,14,1.78,12,8,+4,+0.57,+0.22,11.1,7.6,+3.5,+0.50,-0.07
130,Charles Aranguiz,Leverkusen,24,1891,79,61.8,21.0,22,82,15,2,48,2,1.83,43,26,+17,+0.81,+0.81,38.9,22.1,+16.9,+0.80,+1.00
131,Luiz Araujo,Lille,25,781,31,22.8,8.7,6,74,1,19,18,11,1.76,12,11,+1,+0.12,-1.04,12.0,11.0,+1.0,+0.11,-0.45
132,Nestor Araujo,Celta Vigo,32,2682,84,78.4,29.8,30,89,29,2,7,2,1.03,35,47,-12,-0.40,-0.77,34.5,44.0,-9.5,-0.32,+0.28
133,Anaitz Arbilla,Eibar,25,1950,78,57.0,21.7,22,88,19,3,5,2,1.24,26,31,-5,-0.23,-0.29,30.8,25.9,+4.9,+0.22,-0.02
134,Joaquin Ardaiz,Frosinone,1,20,20,0.6,0.2,0,0.0,0,1,20,1,0.00,0,0,0,0.00,+1.06,0.0,0.1,-0.1,-0.24,+0.37
135,Markel Areitio,Eibar,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,Alphonse Areola,Paris S-G,21,1890,90,55.3,21.0,21,90,21,0,0.0,13,2.43,55,17,+38,+1.81,-0.07,48.2,20.4,+27.8,+1.33,-0.05
137,Simone Aresti,Cagliari,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,Santiago Arias,Atlético Madrid,25,1772,71,51.8,19.7,20,83,16,5,21,6,2.28,30,10,+20,+1.02,+0.69,25.7,19.6,+6.1,+0.31,+0.35
139,Lorenzo Ariaudo,Frosinone,19,1682,89,49.2,18.7,19,89,17,0,0.0,10,0.58,13,33,-20,-1.07,-0.03,18.9,28.4,-9.6,-0.51,+0.19
140,Nicolo Armini,Lazio,1,38,38,1.1,0.4,0,0.0,0,1,38,1,1.00,2,1,+1,+2.37,+2.13,0.8,0.7,0.0,+0.12,-0.24
141,Yoel Armougom,Caen,29,1853,64,54.2,20.6,20,86,16,9,16,6,0.97,18,29,-11,-0.53,+0.27,17.7,35.5,-17.8,-0.87,0.00
142,Stuart Armstrong,Southampton,29,1432,49,41.9,15.9,16,75,3,13,18,5,0.93,21,26,-5,-0.31,+0.36,17.7,23.9,-6.2,-0.39,-0.30
143,Jose Arnaiz,Leganés,6,113,19,3.3,1.3,0,0.0,0,6,18,5,1.33,4,0,+4,+3.19,+3.46,0.8,1.6,-0.8,-0.62,-0.62
144,Marko Arnautovic,West Ham,28,1990,71,58.2,22.1,24,78,10,4,28,0,1.43,28,33,-5,-0.23,-0.35,27.4,33.4,-6.0,-0.27,+0.25
145,Maximilian Arnold,Wolfsburg,33,2872,87,93.9,31.9,33,87,26,0,0.0,0,1.58,58,46,+12,+0.38,+0.38,44.7,45.0,-0.3,-0.01,+0.20
146,Kepa Arrizabalaga,Chelsea,36,3240,90,94.7,36.0,36,90,36,0,0.0,2,1.89,61,39,+22,+0.61,-0.39,56.4,35.4,+21.1,+0.59,+0.03
147,Harry Arter,Cardiff City,25,1997,80,58.4,22.2,24,83,12,1,0,2,0.88,20,39,-19,-0.86,+0.16,24.8,30.6,-5.7,-0.26,+0.59
148,Kwadwo Asamoah,Inter,32,2671,83,78.1,29.7,30,87,27,2,25,5,1.84,42,26,+16,+0.54,-0.42,48.8,31.2,+17.6,+0.59,-0.36
149,Takuma Asano,Hannover 96,13,699,54,22.8,7.8,9,63,1,4,33,6,0.46,5,22,-17,-2.19,-1.31,6.0,17.5,-11.6,-1.49,-0.77
150,Santiago Ascacibar,Stuttgart,27,2428,90,79.3,27.0,27,90,25,0,0.0,0,0.78,27,55,-28,-1.04,+0.39,30.5,46.2,-15.7,-0.58,+0.05
151,Sergio Asenjo,Villarreal,32,2880,90,84.2,32.0,32,90,32,0,0.0,4,1.03,40,45,-5,-0.16,-0.49,48.0,46.4,+1.6,+0.05,+0.50
152,Marco Asensio,Real Madrid,30,1779,59,52.0,19.8,19,81,9,11,22,2,1.73,31,26,+5,+0.25,-0.41,33.1,25.7,+7.5,+0.38,-0.29
153,Iago Aspas,Celta Vigo,27,2251,83,65.8,25.0,26,86,14,1,24,1,1.37,44,39,+5,+0.20,+1.28,34.7,36.5,-1.8,-0.07,+0.90
154,Gustavo Assuncao,Atlético Madrid,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,Simon Asta,Augsburg,1,90,90,2.9,1.0,1,90,1,0,0.0,1,0.00,1,8,-7,-7.00,-6.61,1.0,3.6,-2.6,-2.56,-2.16
