,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Total - Cmp,Total - Att,Total - Cmp%,Total - TotDist,Total - PrgDist,Short - Cmp,Short - Att,Short - Cmp%,Medium - Cmp,Medium - Att,Medium - Cmp%,Long - Cmp,Long - Att,Long - Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
1154,Ivo Iličević,hr CRO,MF,Nürnberg,Bundesliga,31.0,1986.0,0.4,11.0,14.0,78.6,115.0,24.0,8.0,9.0,88.9,1.0,2.0,50.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
1155,Josip Iličić,si SVN,"FW,MF",Atalanta,Serie A,30.0,1988.0,23.8,999.0,1295.0,77.1,15676.0,4352.0,548.0,651.0,84.2,284.0,363.0,78.2,107.0,149.0,71.8,7.0,7.5,7.1,-0.5,64.0,93.0,72.0,7.0,181.0
1156,Asier Illarramendi,es ESP,MF,Real Sociedad,La Liga,28.0,1990.0,20.2,1060.0,1267.0,83.7,19327.0,6015.0,429.0,480.0,89.4,483.0,548.0,88.1,120.0,180.0,66.7,1.0,1.4,1.6,-0.4,11.0,117.0,10.0,0.0,144.0
1157,Stefan Ilsanker,at AUT,"DF,MF",RB Leipzig,Bundesliga,29.0,1989.0,10.4,363.0,464.0,78.2,6801.0,2558.0,138.0,166.0,83.1,169.0,201.0,84.1,43.0,78.0,55.1,0.0,0.3,0.2,-0.3,4.0,25.0,1.0,0.0,39.0
1158,Giannelli Imbula,cd COD,MF,Rayo Vallecano,La Liga,25.0,1992.0,19.2,654.0,732.0,89.3,11027.0,3016.0,337.0,358.0,94.1,239.0,257.0,93.0,59.0,83.0,71.1,1.0,0.9,1.1,0.1,22.0,71.0,15.0,2.0,114.0
1159,Ciro Immobile,it ITA,FW,Lazio,Serie A,28.0,1990.0,31.8,727.0,959.0,75.8,9312.0,1769.0,457.0,539.0,84.8,161.0,217.0,74.2,39.0,60.0,65.0,6.0,6.0,4.0,0.0,54.0,36.0,33.0,1.0,74.0
1160,Emmanuel Imorou,bj BEN,DF,Caen,Ligue 1,29.0,1988.0,12.4,425.0,584.0,72.8,6542.0,2745.0,243.0,275.0,88.4,156.0,217.0,71.9,19.0,66.0,28.8,1.0,0.2,0.5,0.8,2.0,22.0,5.0,4.0,23.0
1161,Svante Ingelsson,se SWE,"DF,MF",Udinese,Serie A,20.0,1998.0,1.1,22.0,39.0,56.4,300.0,111.0,12.0,15.0,80.0,6.0,11.0,54.5,1.0,8.0,12.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0
1162,Roberto Inglese,it ITA,FW,Parma,Serie A,26.0,1991.0,21.8,260.0,402.0,64.7,3555.0,637.0,164.0,212.0,77.4,69.0,106.0,65.1,12.0,27.0,44.4,0.0,1.5,0.7,-1.5,13.0,11.0,8.0,2.0,24.0
1163,Danny Ings,eng ENG,FW,Southampton,Premier League,26.0,1992.0,18.3,281.0,409.0,68.7,4061.0,1168.0,157.0,204.0,77.0,92.0,116.0,79.3,17.0,42.0,40.5,3.0,3.1,2.3,-0.1,28.0,30.0,20.0,1.0,56.0
1164,Lorenzo Insigne,it ITA,"FW,MF",Napoli,Serie A,27.0,1991.0,23.0,1087.0,1314.0,82.7,16524.0,3283.0,630.0,694.0,90.8,289.0,344.0,84.0,108.0,164.0,65.9,6.0,4.7,4.0,1.3,64.0,78.0,42.0,3.0,133.0
1165,Emiliano Insúa,ar ARG,DF,Stuttgart,Bundesliga,29.0,1989.0,23.5,991.0,1356.0,73.1,15498.0,5828.0,534.0,612.0,87.3,345.0,454.0,76.0,73.0,193.0,37.8,2.0,2.5,3.5,-0.5,28.0,83.0,34.0,23.0,105.0
1166,Pablo Insua,es ESP,DF,Huesca,La Liga,24.0,1993.0,8.6,192.0,246.0,78.0,4187.0,1458.0,42.0,58.0,72.4,114.0,132.0,86.4,32.0,48.0,66.7,0.0,0.1,0.2,-0.1,1.0,9.0,0.0,0.0,15.0
1167,Takashi Inui,jp JPN,"MF,FW",Alavés,La Liga,30.0,1988.0,9.2,187.0,261.0,71.6,2778.0,688.0,102.0,121.0,84.3,69.0,97.0,71.1,11.0,26.0,42.3,0.0,0.6,0.6,-0.6,4.0,16.0,7.0,2.0,20.0
1168,Takashi Inui,jp JPN,MF,Betis,La Liga,30.0,1988.0,4.2,105.0,131.0,80.2,1453.0,286.0,63.0,71.0,88.7,27.0,31.0,87.1,8.0,11.0,72.7,0.0,0.1,0.2,-0.1,3.0,4.0,5.0,2.0,10.0
1170,Artur Ioniță,md MDA,MF,Cagliari,Serie A,27.0,1990.0,33.0,947.0,1156.0,81.9,13493.0,2612.0,529.0,605.0,87.4,283.0,339.0,83.5,56.0,78.0,71.8,2.0,1.3,1.1,0.7,18.0,57.0,11.0,5.0,67.0
1171,Gorka Iraizoz,es ESP,GK,Girona,La Liga,37.0,1981.0,6.2,156.0,231.0,67.5,5094.0,3857.0,10.0,10.0,100.0,67.0,70.0,95.7,79.0,151.0,52.3,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
1172,Carlos Isaac,es ESP,DF,Atlético Madrid,La Liga,20.0,1998.0,1.0,44.0,54.0,81.5,577.0,113.0,30.0,32.0,93.8,10.0,16.0,62.5,2.0,3.0,66.7,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0
1173,Isco,es ESP,"MF,FW",Real Madrid,La Liga,26.0,1992.0,13.2,834.0,982.0,84.9,12886.0,3190.0,487.0,523.0,93.1,262.0,306.0,85.6,59.0,90.0,65.6,2.0,2.8,2.0,-0.8,26.0,92.0,22.0,2.0,119.0
1174,Mikael Ishak,se SWE,FW,Nürnberg,Bundesliga,25.0,1993.0,21.3,293.0,425.0,68.9,4042.0,721.0,170.0,224.0,75.9,91.0,124.0,73.4,13.0,22.0,59.1,3.0,2.1,2.1,0.9,21.0,11.0,10.0,3.0,27.0
1175,Wilson Isidor,fr FRA,FW,Monaco,Ligue 1,17.0,2000.0,0.5,4.0,10.0,40.0,40.0,6.0,4.0,6.0,66.7,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1176,Gian-Luca Itter,de GER,DF,Wolfsburg,Bundesliga,19.0,1999.0,1.0,41.0,49.0,83.7,670.0,190.0,23.0,24.0,95.8,12.0,13.0,92.3,5.0,8.0,62.5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0
1177,Manuel Iturra,cl CHI,MF,Villarreal,La Liga,34.0,1984.0,0.8,45.0,54.0,83.3,849.0,262.0,20.0,22.0,90.9,21.0,24.0,87.5,4.0,6.0,66.7,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,8.0
1178,Ander Iturraspe,es ESP,MF,Athletic Club,La Liga,29.0,1989.0,1.1,71.0,80.0,88.8,1190.0,385.0,30.0,33.0,90.9,36.0,40.0,90.0,2.0,4.0,50.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0
1179,Ivi,es ESP,"MF,FW",Valladolid,La Liga,24.0,1994.0,0.2,10.0,15.0,66.7,109.0,19.0,8.0,10.0,80.0,2.0,2.0,100.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1180,Alex Iwobi,ng NGA,"FW,MF",Arsenal,Premier League,22.0,1996.0,21.9,767.0,1028.0,74.6,11207.0,3123.0,442.0,515.0,85.8,259.0,332.0,78.0,37.0,81.0,45.7,6.0,7.0,5.6,-1.0,40.0,53.0,65.0,8.0,141.0
1181,José Izquierdo,co COL,"MF,FW",Brighton,Premier League,26.0,1992.0,8.8,156.0,216.0,72.2,2091.0,641.0,97.0,119.0,81.5,48.0,61.0,78.7,5.0,16.0,31.3,1.0,0.4,0.5,0.6,5.0,9.0,4.0,0.0,19.0
1182,Armando Izzo,it ITA,DF,Torino,Serie A,26.0,1992.0,36.3,1452.0,1882.0,77.2,27228.0,9173.0,564.0,644.0,87.6,676.0,811.0,83.4,179.0,351.0,51.0,1.0,1.1,1.1,-0.1,11.0,136.0,6.0,3.0,165.0
1183,Koo Ja-cheol,kr KOR,MF,Augsburg,Bundesliga,29.0,1989.0,18.2,505.0,637.0,79.3,6816.0,1887.0,278.0,313.0,88.8,120.0,149.0,80.5,35.0,53.0,66.0,1.0,0.8,1.0,0.2,23.0,37.0,11.0,0.0,65.0
1184,Lukas Jäger,at AUT,"FW,MF",Nürnberg,Bundesliga,24.0,1994.0,0.3,3.0,8.0,37.5,51.0,6.0,2.0,3.0,66.7,1.0,4.0,25.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1185,Phil Jagielka,eng ENG,DF,Everton,Premier League,35.0,1982.0,3.7,144.0,193.0,74.6,3066.0,918.0,35.0,49.0,71.4,87.0,97.0,89.7,18.0,42.0,42.9,0.0,0.3,0.5,-0.3,2.0,4.0,0.0,0.0,6.0
1186,Alireza Jahanbakhsh,ir IRN,"FW,MF",Brighton,Premier League,24.0,1993.0,11.3,201.0,308.0,65.3,3128.0,913.0,122.0,148.0,82.4,57.0,82.0,69.5,16.0,39.0,41.0,0.0,0.2,0.3,-0.2,5.0,13.0,6.0,2.0,18.0
1187,Christophe Jallet,fr FRA,DF,Nice,Ligue 1,34.0,1983.0,9.8,528.0,631.0,83.7,8726.0,3374.0,271.0,293.0,92.5,221.0,260.0,85.0,30.0,52.0,57.7,0.0,0.2,0.7,-0.2,3.0,43.0,8.0,3.0,83.0
1188,Jandrei,br BRA,GK,Genoa,Serie A,25.0,1993.0,1.0,21.0,32.0,65.6,838.0,692.0,2.0,2.0,100.0,3.0,3.0,100.0,16.0,27.0,59.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1189,Christoph Janker,de GER,"MF,FW",Augsburg,Bundesliga,33.0,1985.0,0.8,24.0,29.0,82.8,283.0,64.0,19.0,20.0,95.0,4.0,6.0,66.7,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1190,Marko Janković,me MNE,"DF,MF",SPAL,Serie A,23.0,1995.0,0.6,23.0,28.0,82.1,299.0,88.0,13.0,14.0,92.9,7.0,8.0,87.5,1.0,3.0,33.3,0.0,0.1,0.1,-0.1,2.0,1.0,1.0,0.0,2.0
1191,Jakub Jankto,cz CZE,MF,Sampdoria,Serie A,22.0,1996.0,10.7,433.0,559.0,77.5,6473.0,1706.0,243.0,278.0,87.4,161.0,201.0,80.1,20.0,44.0,45.5,0.0,0.8,1.3,-0.8,6.0,30.0,17.0,7.0,52.0
1192,Daryl Janmaat,nl NED,DF,Watford,Premier League,29.0,1989.0,16.9,560.0,782.0,71.6,9381.0,4007.0,291.0,328.0,88.7,191.0,280.0,68.2,62.0,137.0,45.3,2.0,0.8,2.1,1.2,12.0,47.0,24.0,12.0,67.0
1193,Vincent Janssen,nl NED,FW,Tottenham,Premier League,24.0,1994.0,0.4,8.0,11.0,72.7,79.0,16.0,6.0,7.0,85.7,1.0,2.0,50.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1194,Tony Jantschke,de GER,DF,M'Gladbach,Bundesliga,28.0,1990.0,10.4,726.0,809.0,89.7,15036.0,5025.0,182.0,200.0,91.0,447.0,472.0,94.7,92.0,123.0,74.8,1.0,0.4,0.1,0.6,1.0,20.0,1.0,0.0,36.0
1196,Adnan Januzaj,be BEL,"FW,MF",Real Sociedad,La Liga,23.0,1995.0,13.9,369.0,557.0,66.2,6946.0,2270.0,191.0,214.0,89.3,91.0,134.0,67.9,68.0,153.0,44.4,3.0,3.0,3.4,0.0,30.0,30.0,33.0,12.0,54.0
1197,Nicolas Janvier,fr FRA,MF,Rennes,Ligue 1,19.0,1998.0,0.0,2.0,2.0,100.0,26.0,0.0,2.0,2.0,100.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1198,Paweł Jaroszyński,pl POL,DF,Chievo,Serie A,23.0,1994.0,15.0,573.0,844.0,67.9,10204.0,4510.0,263.0,310.0,84.8,218.0,305.0,71.5,75.0,171.0,43.9,0.0,1.6,1.3,-1.6,13.0,46.0,21.0,10.0,60.0
1199,Rune Jarstein,no NOR,GK,Hertha BSC,Bundesliga,33.0,1984.0,30.5,702.0,1160.0,60.5,26311.0,23222.0,78.0,78.0,100.0,204.0,206.0,99.0,414.0,861.0,48.1,0.0,0.0,0.1,0.0,0.0,28.0,0.0,0.0,0.0
1200,Jason,es ESP,"DF,FW",Levante,La Liga,24.0,1994.0,25.9,559.0,837.0,66.8,8956.0,3477.0,280.0,342.0,81.9,191.0,269.0,71.0,51.0,126.0,40.5,5.0,4.8,2.5,0.2,30.0,51.0,22.0,9.0,75.0
1201,Dennis Jastrzembski,pl POL,"FW,DF",Hertha BSC,Bundesliga,18.0,2000.0,0.7,13.0,19.0,68.4,165.0,21.0,6.0,8.0,75.0,5.0,7.0,71.4,0.0,0.0,,0.0,0.1,0.0,-0.1,1.0,1.0,0.0,0.0,1.0
1202,Assil Jaziri,tn TUN,FW,Nice,Ligue 1,18.0,1999.0,0.4,17.0,24.0,70.8,271.0,70.0,9.0,12.0,75.0,5.0,7.0,71.4,2.0,4.0,50.0,0.0,0.1,0.1,-0.1,1.0,2.0,4.0,1.0,4.0
1203,Corentin Jean,fr FRA,"FW,MF",Toulouse,Ligue 1,23.0,1995.0,7.0,144.0,204.0,70.6,1893.0,418.0,97.0,121.0,80.2,29.0,42.0,69.0,8.0,20.0,40.0,0.0,1.5,1.0,-1.5,8.0,7.0,4.0,3.0,12.0
1204,Benjamin Jeannot,fr FRA,"FW,MF",Dijon,Ligue 1,26.0,1992.0,16.0,309.0,437.0,70.7,4726.0,1008.0,181.0,225.0,80.4,96.0,134.0,71.6,24.0,41.0,58.5,0.0,0.5,1.0,-0.5,11.0,30.0,6.0,1.0,45.0
1205,Tin Jedvaj,hr CRO,DF,Leverkusen,Bundesliga,22.0,1995.0,12.5,564.0,717.0,78.7,9400.0,3537.0,284.0,330.0,86.1,212.0,251.0,84.5,49.0,83.0,59.0,0.0,0.2,0.8,-0.2,3.0,42.0,6.0,0.0,54.0
1206,Jemerson,br BRA,"DF,MF",Monaco,Ligue 1,25.0,1992.0,24.7,937.0,1081.0,86.7,18622.0,5986.0,293.0,317.0,92.4,526.0,571.0,92.1,105.0,161.0,65.2,1.0,0.3,0.3,0.7,5.0,40.0,2.0,0.0,62.0
1207,Carl Jenkinson,eng ENG,DF,Arsenal,Premier League,26.0,1992.0,1.8,71.0,91.0,78.0,998.0,261.0,33.0,39.0,84.6,31.0,36.0,86.1,1.0,3.0,33.3,0.0,0.0,0.1,0.0,1.0,2.0,1.0,0.0,7.0
1208,Fredrik Jensen,fi FIN,"FW,MF",Augsburg,Bundesliga,20.0,1997.0,2.3,31.0,57.0,54.4,407.0,100.0,20.0,26.0,76.9,7.0,16.0,43.8,2.0,6.0,33.3,0.0,0.8,0.9,-0.8,2.0,1.0,1.0,0.0,3.0
1209,Mathias Jensen,dk DEN,"MF,FW",Celta Vigo,La Liga,22.0,1996.0,2.6,61.0,81.0,75.3,803.0,185.0,44.0,52.0,84.6,14.0,19.0,73.7,2.0,8.0,25.0,0.0,0.1,0.2,-0.1,1.0,4.0,1.0,0.0,7.0
1210,Jesé,es ESP,"FW,MF",Betis,La Liga,25.0,1993.0,8.7,146.0,196.0,74.5,1980.0,267.0,90.0,119.0,75.6,37.0,44.0,84.1,7.0,10.0,70.0,0.0,0.7,0.5,-0.7,7.0,8.0,6.0,0.0,15.0
1211,Gabriel Jesus,br BRA,FW,Manchester City,Premier League,21.0,1997.0,11.5,294.0,362.0,81.2,3182.0,445.0,182.0,210.0,86.7,61.0,73.0,83.6,6.0,10.0,60.0,3.0,2.3,1.2,0.7,21.0,15.0,8.0,0.0,21.0
1212,Juan Jesus,br BRA,DF,Roma,Serie A,27.0,1991.0,15.6,770.0,842.0,91.4,14654.0,5157.0,275.0,288.0,95.5,392.0,407.0,96.3,90.0,124.0,72.6,0.0,0.0,0.2,0.0,1.0,30.0,2.0,1.0,44.0
1213,Raúl Jiménez,mx MEX,FW,Wolves,Premier League,27.0,1991.0,34.6,784.0,1097.0,71.5,10977.0,2009.0,429.0,536.0,80.0,213.0,293.0,72.7,54.0,90.0,60.0,7.0,6.3,4.0,0.7,42.0,48.0,30.0,5.0,82.0
1214,Joaquín,es ESP,"FW,MF",Betis,La Liga,37.0,1981.0,18.8,779.0,976.0,79.8,11616.0,2962.0,441.0,493.0,89.5,249.0,305.0,81.6,48.0,97.0,49.5,0.0,3.5,4.1,-3.5,45.0,43.0,40.0,14.0,85.0
1215,Joelinton,br BRA,"FW,MF",Hoffenheim,Bundesliga,21.0,1996.0,23.7,558.0,711.0,78.5,7047.0,1802.0,359.0,422.0,85.1,140.0,174.0,80.5,14.0,25.0,56.0,5.0,5.2,4.6,-0.2,43.0,42.0,32.0,4.0,72.0
1216,Aron Jóhannsson,us USA,MF,Werder Bremen,Bundesliga,27.0,1990.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1217,Stefan Johansen,no NOR,MF,Fulham,Premier League,27.0,1991.0,4.6,202.0,261.0,77.4,3240.0,1190.0,116.0,134.0,86.6,59.0,74.0,79.7,20.0,34.0,58.8,0.0,0.1,0.2,-0.1,1.0,25.0,3.0,1.0,36.0
1218,Jakob Johansson,se SWE,MF,Rennes,Ligue 1,28.0,1990.0,7.9,341.0,393.0,86.8,5832.0,1408.0,151.0,171.0,88.3,152.0,168.0,90.5,29.0,39.0,74.4,0.0,0.5,0.2,-0.5,4.0,32.0,4.0,1.0,38.0
1219,Ben Johnson,eng ENG,DF,West Ham,Premier League,18.0,2000.0,0.7,19.0,22.0,86.4,221.0,114.0,13.0,13.0,100.0,6.0,8.0,75.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1220,Fabian Johnson,us USA,"DF,FW",M'Gladbach,Bundesliga,30.0,1987.0,11.2,448.0,561.0,79.9,6835.0,1758.0,232.0,262.0,88.5,185.0,212.0,87.3,15.0,39.0,38.5,0.0,0.5,0.5,-0.5,4.0,28.0,9.0,0.0,43.0
1222,Tyreke Johnson,eng ENG,MF,Southampton,Premier League,19.0,1998.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1223,Karl-Johan Johnsson,se SWE,GK,Guingamp,Ligue 1,28.0,1990.0,17.0,284.0,493.0,57.6,11710.0,10139.0,19.0,19.0,100.0,85.0,89.0,95.5,179.0,382.0,46.9,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0
1224,Jonathas,br BRA,FW,Hannover 96,Bundesliga,29.0,1989.0,6.7,97.0,152.0,63.8,1338.0,265.0,56.0,78.0,71.8,30.0,49.0,61.2,5.0,6.0,83.3,1.0,0.1,0.2,0.9,1.0,5.0,2.0,0.0,8.0
1225,Phil Jones,eng ENG,DF,Manchester Utd,Premier League,26.0,1992.0,14.0,702.0,760.0,92.4,13111.0,3972.0,238.0,255.0,93.3,366.0,390.0,93.8,80.0,91.0,87.9,1.0,0.5,0.4,0.5,3.0,19.0,2.0,0.0,35.0
1226,Jony,es ESP,"MF,FW",Alavés,La Liga,27.0,1991.0,33.0,657.0,1192.0,55.1,13032.0,5515.0,283.0,373.0,75.9,215.0,342.0,62.9,140.0,387.0,36.2,11.0,9.6,7.7,1.4,85.0,49.0,60.0,40.0,76.0
1227,Joan Jordán,es ESP,MF,Eibar,La Liga,24.0,1994.0,31.9,1473.0,1875.0,78.6,30052.0,7182.0,563.0,649.0,86.7,587.0,704.0,83.4,282.0,420.0,67.1,4.0,5.0,5.9,-1.0,68.0,165.0,31.0,11.0,184.0
1228,Bruno Jordão,pt POR,"MF,DF",Lazio,Serie A,19.0,1998.0,1.0,36.0,43.0,83.7,449.0,44.0,20.0,25.0,80.0,10.0,12.0,83.3,2.0,2.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1229,Jorginho,it ITA,MF,Chelsea,Premier League,26.0,1991.0,35.1,2785.0,3133.0,88.9,40201.0,13193.0,1611.0,1729.0,93.2,898.0,1005.0,89.4,153.0,204.0,75.0,0.0,3.2,5.2,-3.2,29.0,336.0,44.0,1.0,323.0
1230,Willian José,br BRA,FW,Real Sociedad,La Liga,26.0,1991.0,26.3,569.0,775.0,73.4,9810.0,1574.0,294.0,357.0,82.4,167.0,223.0,74.9,80.0,117.0,68.4,5.0,3.7,3.2,1.3,36.0,35.0,21.0,2.0,60.0
1231,Joselu,es ESP,FW,Newcastle Utd,Premier League,28.0,1990.0,6.6,130.0,212.0,61.3,1653.0,254.0,81.0,126.0,64.3,24.0,38.0,63.2,11.0,17.0,64.7,0.0,0.0,0.2,0.0,1.0,5.0,2.0,0.0,8.0
1232,Evens Joseph,fr FRA,"MF,FW",Caen,Ligue 1,19.0,1999.0,3.8,43.0,58.0,74.1,560.0,92.0,26.0,29.0,89.7,13.0,20.0,65.0,0.0,2.0,0.0,0.0,0.1,0.2,-0.1,2.0,0.0,2.0,1.0,4.0
1233,Diogo Jota,pt POR,"FW,MF",Wolves,Premier League,21.0,1996.0,26.2,574.0,789.0,72.8,8078.0,1773.0,327.0,395.0,82.8,170.0,243.0,70.0,30.0,47.0,63.8,5.0,5.3,3.8,-0.3,27.0,45.0,18.0,3.0,71.0
1234,Aleksandar Jovanović,rs SRB,GK,Huesca,La Liga,25.0,1992.0,12.0,158.0,334.0,47.3,6179.0,5269.0,15.0,16.0,93.8,48.0,50.0,96.0,95.0,266.0,35.7,0.0,0.0,0.1,0.0,0.0,12.0,1.0,0.0,0.0
1235,Vukašin Jovanović,rs SRB,DF,Bordeaux,Ligue 1,22.0,1996.0,15.3,680.0,804.0,84.6,13945.0,5336.0,234.0,257.0,91.1,337.0,384.0,87.8,104.0,144.0,72.2,0.0,0.0,0.1,0.0,1.0,51.0,0.0,0.0,72.0
1236,Stevan Jovetić,me MNE,"MF,FW",Monaco,Ligue 1,28.0,1989.0,4.4,86.0,128.0,67.2,1276.0,271.0,42.0,62.0,67.7,30.0,38.0,78.9,6.0,13.0,46.2,0.0,0.5,0.4,-0.5,6.0,9.0,6.0,0.0,14.0
1237,Luka Jović,rs SRB,"FW,MF",Eint Frankfurt,Bundesliga,20.0,1997.0,24.9,426.0,623.0,68.4,6798.0,1687.0,212.0,287.0,73.9,140.0,188.0,74.5,41.0,67.0,61.2,5.0,3.9,2.4,1.1,26.0,52.0,17.0,4.0,64.0
1238,Jozabed,es ESP,MF,Celta Vigo,La Liga,27.0,1991.0,12.8,597.0,716.0,83.4,11619.0,3291.0,232.0,264.0,87.9,251.0,279.0,90.0,101.0,134.0,75.4,0.0,0.8,0.3,-0.8,8.0,77.0,2.0,0.0,71.0
1239,Miguel Juan Llambrich,es ESP,"DF,FW",Villarreal,La Liga,22.0,1996.0,6.0,169.0,236.0,71.6,2828.0,1112.0,81.0,97.0,83.5,78.0,97.0,80.4,8.0,32.0,25.0,0.0,0.2,0.3,-0.2,3.0,9.0,5.0,3.0,15.0
1240,Juanfran,es ESP,"DF,FW",Leganés,La Liga,29.0,1988.0,16.2,433.0,660.0,65.6,7734.0,3605.0,222.0,252.0,88.1,141.0,228.0,61.8,64.0,145.0,44.1,1.0,1.9,2.6,-0.9,23.0,40.0,31.0,24.0,56.0
1241,Juanfran,es ESP,DF,Atlético Madrid,La Liga,33.0,1985.0,17.9,774.0,973.0,79.5,10659.0,3909.0,497.0,550.0,90.4,200.0,266.0,75.2,43.0,79.0,54.4,2.0,3.5,3.1,-1.5,20.0,41.0,20.0,9.0,57.0
1242,Juanmi,es ESP,"FW,MF",Real Sociedad,La Liga,25.0,1993.0,16.9,295.0,373.0,79.1,4083.0,716.0,182.0,212.0,85.8,81.0,102.0,79.4,13.0,21.0,61.9,2.0,1.5,1.1,0.5,10.0,12.0,8.0,1.0,21.0
1243,Juanpe,es ESP,DF,Girona,La Liga,27.0,1991.0,30.7,1277.0,1579.0,80.9,26167.0,10792.0,385.0,434.0,88.7,708.0,798.0,88.7,176.0,309.0,57.0,0.0,0.2,0.3,-0.2,5.0,63.0,3.0,0.0,91.0
1244,Juanpi,ve VEN,"MF,FW",Huesca,La Liga,24.0,1994.0,7.4,169.0,235.0,71.9,2681.0,808.0,84.0,100.0,84.0,52.0,73.0,71.2,18.0,38.0,47.4,2.0,0.5,0.6,1.5,8.0,22.0,6.0,2.0,20.0
1245,Nathaël Julan,fr FRA,"FW,MF",Guingamp,Ligue 1,22.0,1996.0,4.8,74.0,129.0,57.4,876.0,273.0,53.0,83.0,63.9,12.0,18.0,66.7,2.0,6.0,33.3,0.0,0.5,0.4,-0.5,5.0,9.0,3.0,0.0,11.0
1246,Christopher Jullien,fr FRA,DF,Toulouse,Ligue 1,25.0,1993.0,33.5,1229.0,1484.0,82.8,25577.0,11402.0,390.0,446.0,87.4,632.0,708.0,89.3,196.0,299.0,65.6,0.0,1.2,0.6,-1.2,10.0,67.0,4.0,0.0,124.0
1248,David Juncà,es ESP,DF,Celta Vigo,La Liga,24.0,1993.0,19.5,831.0,1053.0,78.9,13505.0,4946.0,424.0,468.0,90.6,322.0,401.0,80.3,61.0,133.0,45.9,3.0,0.9,1.1,2.1,16.0,46.0,22.0,9.0,64.0
1249,Sebastian Jung,de GER,DF,Wolfsburg,Bundesliga,28.0,1990.0,0.6,47.0,57.0,82.5,701.0,308.0,22.0,23.0,95.7,18.0,21.0,85.7,3.0,7.0,42.9,0.0,0.0,0.2,0.0,1.0,4.0,3.0,3.0,2.0
1250,Hamed Junior Traorè,ci CIV,MF,Empoli,Serie A,18.0,2000.0,25.1,782.0,1007.0,77.7,12932.0,3837.0,407.0,460.0,88.5,292.0,363.0,80.4,62.0,107.0,57.9,2.0,2.9,2.5,-0.9,25.0,86.0,28.0,2.0,136.0
1251,Vinicius Júnior,br BRA,"FW,MF",Real Madrid,La Liga,18.0,2000.0,9.7,224.0,309.0,72.5,3257.0,586.0,147.0,180.0,81.7,62.0,88.0,70.5,11.0,17.0,64.7,0.0,1.5,1.4,-1.5,15.0,5.0,13.0,5.0,17.0
1252,Musa Juwara,gm GAM,FW,Chievo,Serie A,16.0,2001.0,0.1,4.0,6.0,66.7,54.0,1.0,2.0,3.0,66.7,2.0,3.0,66.7,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1253,Mathias Jørgensen,dk DEN,DF,Huddersfield,Premier League,28.0,1990.0,23.9,974.0,1191.0,81.8,17693.0,7632.0,402.0,459.0,87.6,439.0,500.0,87.8,104.0,181.0,57.5,1.0,0.3,0.4,0.7,8.0,76.0,3.0,1.0,93.0
1254,Sory Kaba,gn GUI,"FW,MF",Dijon,Ligue 1,23.0,1995.0,2.6,50.0,71.0,70.4,724.0,172.0,30.0,41.0,73.2,14.0,18.0,77.8,4.0,4.0,100.0,0.0,0.4,0.2,-0.4,3.0,2.0,3.0,0.0,6.0
1255,Ozan Kabak,tr TUR,DF,Stuttgart,Bundesliga,18.0,2000.0,15.0,432.0,563.0,76.7,8559.0,2881.0,141.0,165.0,85.5,230.0,267.0,86.1,55.0,105.0,52.4,0.0,0.1,0.3,-0.1,2.0,39.0,3.0,0.0,44.0
