,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Starts,Playing Time - Min,90s,Performance - GA,Performance - GA90,Performance - SoTA,Performance - Saves,Performance - Save%,Performance - W,Performance - D,Performance - L,Performance - CS,Performance - CS%,Penalty Kicks - PKatt,Penalty Kicks - PKA,Penalty Kicks - PKsv,Penalty Kicks - PKm,Penalty Kicks - Save%
16,Vlada Avramov,rs SRB,GK,Atalanta,Serie A,35.0,1979.0,1.0,1.0,56.0,0.6,1.0,1.61,4.0,3.0,75.0,1.0,0.0,0.0,0.0,0.0,,,,,
17,Mariano Barbosa,ar ARG,GK,Sevilla,La Liga,30.0,1984.0,2.0,1.0,164.0,1.8,2.0,1.1,3.0,1.0,33.3,1.0,1.0,0.0,0.0,0.0,,,,,
18,Francesco Bardi,it ITA,GK,Chievo,Serie A,22.0,1992.0,10.0,10.0,900.0,10.0,17.0,1.7,36.0,19.0,52.8,1.0,1.0,8.0,1.0,10.0,,,,,
19,Davide Bassi,it ITA,GK,Empoli,Serie A,29.0,1985.0,7.0,7.0,630.0,7.0,17.0,2.43,40.0,23.0,57.5,0.0,2.0,5.0,0.0,0.0,,,,,
20,Sacha Bastien,fr FRA,GK,Reims,Ligue 1,20.0,1994.0,1.0,1.0,20.0,0.2,3.0,13.5,5.0,2.0,40.0,0.0,0.0,1.0,0.0,0.0,,,,,
21,Oliver Baumann,de GER,GK,Hoffenheim,Bundesliga,24.0,1990.0,34.0,34.0,3060.0,34.0,55.0,1.62,165.0,110.0,66.7,12.0,8.0,14.0,8.0,23.5,,,,,
22,Asmir Begović,ba BIH,GK,Stoke City,Premier League,27.0,1987.0,35.0,35.0,3150.0,35.0,43.0,1.23,129.0,86.0,66.7,14.0,8.0,13.0,7.0,20.0,,,,,
23,Valentin Belon,fr FRA,GK,Lens,Ligue 1,19.0,1995.0,6.0,5.0,518.0,5.8,11.0,1.91,24.0,13.0,54.2,1.0,0.0,4.0,0.0,0.0,,,,,
24,Diego Benaglio,ch SUI,GK,Wolfsburg,Bundesliga,30.0,1983.0,31.0,31.0,2790.0,31.0,32.0,1.03,130.0,98.0,75.4,20.0,7.0,4.0,8.0,25.8,,,,,
26,Francesco Benussi,it ITA,GK,Hellas Verona,Serie A,32.0,1981.0,16.0,15.0,1423.0,15.8,25.0,1.58,80.0,55.0,68.8,6.0,4.0,6.0,3.0,20.0,,,,,
27,Etrit Berisha,al ALB,GK,Lazio,Serie A,25.0,1989.0,10.0,8.0,810.0,9.0,9.0,1.0,35.0,26.0,74.3,4.0,0.0,6.0,4.0,50.0,,,,,
28,Beto,pt POR,GK,Sevilla,La Liga,32.0,1982.0,18.0,18.0,1444.0,16.0,19.0,1.18,58.0,39.0,67.2,10.0,3.0,5.0,8.0,44.4,,,,,
29,Albano Bizzarri,ar ARG,GK,Chievo,Serie A,36.0,1977.0,28.0,28.0,2520.0,28.0,24.0,0.86,110.0,86.0,78.2,7.0,17.0,4.0,13.0,46.4,,,,,
30,Rubén Blanco,es ESP,GK,Celta Vigo,La Liga,19.0,1995.0,1.0,0.0,70.0,0.8,2.0,2.57,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,
31,Zacharie Boucher,fr FRA,GK,Toulouse,Ligue 1,22.0,1992.0,15.0,15.0,1350.0,15.0,24.0,1.6,57.0,33.0,57.9,4.0,3.0,8.0,3.0,20.0,,,,,
32,Claudio Bravo,cl CHI,GK,Barcelona,La Liga,31.0,1983.0,37.0,37.0,3330.0,37.0,19.0,0.51,89.0,70.0,78.7,30.0,3.0,4.0,23.0,62.2,,,,,
33,Walter Bressan,it ITA,GK,Cesena,Serie A,33.0,1981.0,1.0,1.0,90.0,1.0,5.0,5.0,9.0,4.0,44.4,0.0,0.0,1.0,0.0,0.0,,,,,
34,Željko Brkić,rs SRB,GK,Cagliari,Serie A,28.0,1986.0,21.0,21.0,1890.0,21.0,34.0,1.62,105.0,71.0,67.6,6.0,4.0,11.0,2.0,9.5,,,,,
35,Gianluigi Buffon,it ITA,GK,Juventus,Serie A,36.0,1978.0,33.0,33.0,2970.0,33.0,20.0,0.61,83.0,63.0,75.9,23.0,8.0,2.0,18.0,54.5,,,,,
36,Sascha Burchert,de GER,GK,Hertha BSC,Bundesliga,24.0,1989.0,2.0,1.0,98.0,1.1,1.0,0.92,7.0,6.0,85.7,0.0,1.0,1.0,1.0,100.0,,,,,
37,Roman Bürki,ch SUI,GK,Freiburg,Bundesliga,23.0,1990.0,34.0,34.0,3060.0,34.0,47.0,1.38,208.0,161.0,77.4,7.0,13.0,14.0,9.0,26.5,,,,,
38,Jack Butland,eng ENG,GK,Stoke City,Premier League,21.0,1993.0,3.0,3.0,270.0,3.0,2.0,0.67,10.0,8.0,80.0,1.0,1.0,1.0,2.0,66.7,,,,,
39,Willy Caballero,ar ARG,GK,Manchester City,Premier League,32.0,1981.0,2.0,2.0,180.0,2.0,4.0,2.0,9.0,5.0,55.6,2.0,0.0,0.0,0.0,0.0,,,,,
40,Rafael Cabral,br BRA,GK,Napoli,Serie A,24.0,1990.0,23.0,23.0,2070.0,23.0,30.0,1.3,79.0,49.0,62.0,12.0,6.0,5.0,5.0,21.7,,,,,
41,Juan Carlos,es ESP,GK,Villarreal,La Liga,27.0,1987.0,5.0,4.0,367.0,4.1,6.0,1.47,18.0,12.0,66.7,2.0,1.0,2.0,2.0,50.0,,,,,
42,Juan Carlos,es ESP,GK,Córdoba,La Liga,26.0,1988.0,32.0,32.0,2880.0,32.0,56.0,1.75,150.0,94.0,62.7,3.0,11.0,18.0,7.0,21.9,,,,,
43,Cédric Carrasso,fr FRA,GK,Bordeaux,Ligue 1,32.0,1981.0,37.0,37.0,3251.0,36.1,40.0,1.11,132.0,92.0,69.7,16.0,12.0,8.0,9.0,24.3,,,,,
44,Johann Carrasso,fr FRA,GK,Metz,Ligue 1,26.0,1988.0,21.0,21.0,1795.0,19.9,33.0,1.65,82.0,49.0,59.8,2.0,6.0,12.0,5.0,23.8,,,,,
45,Kiko Casilla,es ESP,GK,Espanyol,La Liga,27.0,1986.0,37.0,37.0,3280.0,36.4,48.0,1.32,160.0,112.0,70.0,13.0,10.0,13.0,13.0,35.1,,,,,
46,Iker Casillas,es ESP,GK,Real Madrid,La Liga,33.0,1981.0,32.0,32.0,2880.0,32.0,35.0,1.09,118.0,83.0,70.3,24.0,2.0,6.0,12.0,37.5,,,,,
47,Koen Casteels,be BEL,GK,Werder Bremen,Bundesliga,22.0,1992.0,6.0,6.0,540.0,6.0,8.0,1.33,30.0,22.0,73.3,2.0,2.0,2.0,2.0,33.3,,,,,
48,Petr Čech,cz CZE,GK,Chelsea,Premier League,32.0,1982.0,7.0,6.0,607.0,6.7,2.0,0.3,18.0,16.0,88.9,7.0,0.0,0.0,5.0,83.3,,,,,
49,David Cobeño,es ESP,GK,Rayo Vallecano,La Liga,32.0,1982.0,3.0,2.0,246.0,2.7,5.0,1.83,13.0,8.0,61.5,1.0,0.0,2.0,1.0,50.0,,,,,
50,Jordi Codina,es ESP,GK,Getafe,La Liga,32.0,1982.0,5.0,5.0,450.0,5.0,14.0,2.8,35.0,21.0,60.0,1.0,0.0,4.0,0.0,0.0,,,,,
52,Simone Colombi,it ITA,GK,Cagliari,Serie A,23.0,1991.0,3.0,3.0,270.0,3.0,8.0,2.67,14.0,6.0,42.9,0.0,1.0,2.0,0.0,0.0,,,,,
53,Andrea Consigli,it ITA,GK,Sassuolo,Serie A,27.0,1987.0,35.0,35.0,3126.0,34.7,53.0,1.53,172.0,119.0,69.2,11.0,11.0,12.0,8.0,22.9,,,,,
54,Benoît Costil,fr FRA,GK,Rennes,Ligue 1,27.0,1987.0,38.0,38.0,3420.0,38.0,42.0,1.11,140.0,98.0,70.0,13.0,11.0,14.0,8.0,21.1,,,,,
55,Thibaut Courtois,be BEL,GK,Chelsea,Premier League,22.0,1992.0,32.0,32.0,2813.0,31.3,30.0,0.96,103.0,73.0,70.9,19.0,9.0,3.0,12.0,37.5,,,,,
56,Alessio Cragno,it ITA,GK,Cagliari,Serie A,20.0,1994.0,14.0,14.0,1260.0,14.0,26.0,1.86,67.0,41.0,61.2,2.0,5.0,7.0,2.0,14.3,,,,,
57,Julián Cuesta,es ESP,GK,Almería,La Liga,23.0,1991.0,15.0,15.0,1350.0,15.0,26.0,1.73,96.0,70.0,72.9,4.0,3.0,8.0,4.0,26.7,,,,,
58,Kelvin Davis,eng ENG,GK,Southampton,Premier League,37.0,1976.0,7.0,6.0,617.0,6.9,9.0,1.31,22.0,13.0,59.1,2.0,1.0,4.0,2.0,33.3,,,,,
59,Morgan De Sanctis,it ITA,GK,Roma,Serie A,37.0,1977.0,35.0,35.0,3150.0,35.0,26.0,0.74,107.0,81.0,75.7,18.0,13.0,4.0,16.0,45.7,,,,,
60,Stole Dimitrievski,mk MKD,GK,Granada,La Liga,20.0,1993.0,1.0,1.0,90.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,
61,Nicolas Douchez,fr FRA,GK,Paris S-G,Ligue 1,34.0,1980.0,5.0,4.0,418.0,4.6,8.0,1.72,14.0,6.0,42.9,4.0,0.0,1.0,1.0,25.0,,,,,
62,Jaroslav Drobný,cz CZE,GK,Hamburger SV,Bundesliga,34.0,1979.0,23.0,23.0,2000.0,22.2,30.0,1.35,120.0,90.0,75.0,6.0,6.0,10.0,8.0,34.8,,,,,
63,Maxime Dupé,fr FRA,GK,Nantes,Ligue 1,21.0,1993.0,6.0,6.0,540.0,6.0,5.0,0.83,17.0,12.0,70.6,3.0,1.0,2.0,2.0,33.3,,,,,
64,Rob Elliot,ie IRL,GK,Newcastle Utd,Premier League,28.0,1986.0,3.0,3.0,225.0,2.5,2.0,0.8,7.0,5.0,71.4,1.0,1.0,1.0,1.0,33.3,,,,,
65,Vincent Enyeama,ng NGA,GK,Lille,Ligue 1,31.0,1982.0,38.0,38.0,3420.0,38.0,42.0,1.11,137.0,95.0,69.3,16.0,8.0,14.0,14.0,36.8,,,,,
66,Łukasz Fabiański,pl POL,GK,Swansea City,Premier League,29.0,1985.0,37.0,37.0,3308.0,36.8,46.0,1.25,181.0,135.0,74.6,16.0,8.0,13.0,13.0,35.1,,,,,
67,Fabricio,es ESP,GK,La Coruña,La Liga,26.0,1987.0,31.0,31.0,2790.0,31.0,41.0,1.32,145.0,104.0,71.7,6.0,13.0,12.0,11.0,35.5,,,,,
68,Ralf Fährmann,de GER,GK,Schalke 04,Bundesliga,25.0,1988.0,25.0,25.0,2250.0,25.0,30.0,1.2,132.0,102.0,77.3,10.0,6.0,9.0,7.0,28.0,,,,,
69,Fraser Forster,eng ENG,GK,Southampton,Premier League,26.0,1988.0,30.0,30.0,2623.0,29.1,21.0,0.72,80.0,59.0,73.8,15.0,5.0,9.0,13.0,43.3,,,,,
70,Ben Foster,eng ENG,GK,West Brom,Premier League,31.0,1983.0,28.0,28.0,2485.0,27.6,34.0,1.23,108.0,74.0,68.5,7.0,8.0,12.0,11.0,39.3,,,,,
71,Giorgio Frezzolini,it ITA,GK,Atalanta,Serie A,38.0,1976.0,1.0,0.0,34.0,0.4,1.0,2.65,3.0,2.0,66.7,0.0,0.0,0.0,0.0,,,,,,
72,Cyriack Garel,fr FRA,GK,Reims,Ligue 1,18.0,1996.0,1.0,0.0,70.0,0.8,2.0,2.57,4.0,2.0,50.0,0.0,0.0,1.0,0.0,,,,,,
73,Paulo Gazzaniga,ar ARG,GK,Southampton,Premier League,22.0,1992.0,2.0,2.0,180.0,2.0,3.0,1.5,7.0,4.0,57.1,1.0,0.0,1.0,0.0,0.0,,,,,
74,David de Gea,es ESP,GK,Manchester Utd,Premier League,23.0,1990.0,37.0,37.0,3313.0,36.8,36.0,0.98,127.0,91.0,71.7,20.0,9.0,8.0,11.0,29.7,,,,,
75,Fabian Giefer,de GER,GK,Schalke 04,Bundesliga,24.0,1990.0,2.0,2.0,135.0,1.5,0.0,0.0,1.0,1.0,100.0,1.0,1.0,0.0,2.0,100.0,,,,,
76,Jean-François Gillet,be BEL,GK,Torino,Serie A,35.0,1979.0,12.0,12.0,1080.0,12.0,14.0,1.17,55.0,41.0,74.5,3.0,4.0,5.0,4.0,33.3,,,,,
78,Shay Given,ie IRL,GK,Aston Villa,Premier League,38.0,1976.0,3.0,3.0,270.0,3.0,8.0,2.67,17.0,9.0,52.9,2.0,0.0,1.0,1.0,33.3,,,,,
79,Pierluigi Gollini,it ITA,GK,Hellas Verona,Serie A,19.0,1995.0,3.0,3.0,270.0,3.0,5.0,1.67,20.0,15.0,75.0,0.0,2.0,1.0,0.0,0.0,,,,,
80,Robert Green,eng ENG,GK,QPR,Premier League,34.0,1980.0,36.0,36.0,3183.0,35.4,65.0,1.84,192.0,127.0,66.1,7.0,6.0,22.0,5.0,13.9,,,,,
81,Max Grün,de GER,GK,Wolfsburg,Bundesliga,27.0,1987.0,3.0,3.0,270.0,3.0,6.0,2.0,15.0,9.0,60.0,0.0,2.0,1.0,0.0,0.0,,,,,
82,Vicente Guaita,es ESP,GK,Getafe,La Liga,27.0,1987.0,29.0,29.0,2610.0,29.0,44.0,1.52,122.0,78.0,63.9,7.0,7.0,15.0,5.0,17.2,,,,,
83,Brad Guzan,us USA,GK,Aston Villa,Premier League,29.0,1984.0,34.0,34.0,3060.0,34.0,48.0,1.41,148.0,100.0,67.6,8.0,8.0,18.0,9.0,26.5,,,,,
84,Ben Hamer,eng ENG,GK,Leicester City,Premier League,26.0,1987.0,8.0,8.0,720.0,8.0,8.0,1.0,29.0,21.0,72.4,3.0,1.0,4.0,3.0,37.5,,,,,
85,Samir Handanović,si SVN,GK,Inter,Serie A,30.0,1984.0,37.0,37.0,3330.0,37.0,47.0,1.27,144.0,97.0,67.4,13.0,13.0,11.0,11.0,29.7,,,,,
86,Jesper Hansen,dk DEN,GK,Evian,Ligue 1,29.0,1985.0,15.0,15.0,1350.0,15.0,24.0,1.6,70.0,46.0,65.7,6.0,1.0,8.0,5.0,33.3,,,,,
87,Steve Harper,eng ENG,GK,Hull City,Premier League,39.0,1975.0,10.0,10.0,852.0,9.5,10.0,1.06,40.0,30.0,75.0,3.0,2.0,5.0,4.0,40.0,,,,,
88,Joe Hart,eng ENG,GK,Manchester City,Premier League,27.0,1987.0,36.0,36.0,3240.0,36.0,34.0,0.94,119.0,85.0,71.4,22.0,7.0,7.0,14.0,38.9,,,,,
89,Mouez Hassen,tn TUN,GK,Nice,Ligue 1,19.0,1995.0,30.0,30.0,2700.0,30.0,42.0,1.4,114.0,72.0,63.2,10.0,7.0,13.0,8.0,26.7,,,,,
90,Tom Heaton,eng ENG,GK,Burnley,Premier League,28.0,1986.0,38.0,38.0,3420.0,38.0,53.0,1.39,178.0,125.0,70.2,7.0,12.0,19.0,10.0,26.3,,,,,
91,Wayne Hennessey,wls WAL,GK,Crystal Palace,Premier League,27.0,1987.0,3.0,2.0,216.0,2.4,2.0,0.83,6.0,4.0,66.7,1.0,1.0,0.0,1.0,50.0,,,,,
92,Manu Herrera,es ESP,GK,Elche,La Liga,32.0,1981.0,7.0,6.0,559.0,6.2,15.0,2.42,41.0,26.0,63.4,1.0,1.0,5.0,0.0,0.0,,,,,
93,Iago Herrerín,es ESP,GK,Athletic Club,La Liga,26.0,1988.0,4.0,4.0,360.0,4.0,3.0,0.75,11.0,8.0,72.7,2.0,2.0,0.0,2.0,50.0,,,,,
94,Timo Hildebrand,de GER,GK,Eint Frankfurt,Bundesliga,35.0,1979.0,3.0,3.0,270.0,3.0,8.0,2.67,18.0,10.0,55.6,0.0,2.0,1.0,0.0,0.0,,,,,
95,Marwin Hitz,ch SUI,GK,Augsburg,Bundesliga,26.0,1987.0,25.0,25.0,2250.0,25.0,28.0,1.12,118.0,90.0,76.3,10.0,3.0,12.0,9.0,36.0,,,,,
96,Timo Horn,de GER,GK,Köln,Bundesliga,21.0,1993.0,33.0,33.0,2970.0,33.0,38.0,1.15,153.0,115.0,75.2,9.0,13.0,11.0,13.0,39.4,,,,,
97,Tim Howard,us USA,GK,Everton,Premier League,35.0,1979.0,32.0,32.0,2835.0,31.5,44.0,1.4,107.0,63.0,58.9,11.0,8.0,12.0,7.0,21.9,,,,,
98,Alessandro Iacobucci,it ITA,GK,Parma,Serie A,23.0,1991.0,7.0,5.0,499.0,5.5,15.0,2.71,32.0,17.0,53.1,0.0,1.0,5.0,0.0,0.0,,,,,
99,Salvador Ichazo,uy URU,GK,Torino,Serie A,22.0,1992.0,1.0,1.0,90.0,1.0,0.0,0.0,1.0,1.0,100.0,1.0,0.0,0.0,1.0,100.0,,,,,
100,Gorka Iraizoz,es ESP,GK,Athletic Club,La Liga,33.0,1981.0,34.0,34.0,3060.0,34.0,38.0,1.12,129.0,91.0,70.5,13.0,8.0,13.0,12.0,35.3,,,,,
101,Xabi Irureta,es ESP,GK,Eibar,La Liga,28.0,1986.0,33.0,33.0,2970.0,33.0,48.0,1.45,166.0,118.0,71.1,9.0,7.0,17.0,7.0,21.2,,,,,
102,Jussi Jääskeläinen,fi FIN,GK,West Ham,Premier League,39.0,1975.0,1.0,0.0,28.0,0.3,0.0,0.0,3.0,3.0,100.0,0.0,1.0,0.0,1.0,,,,,,
104,Jaime,es ESP,GK,Eibar,La Liga,33.0,1980.0,5.0,5.0,450.0,5.0,7.0,1.4,27.0,20.0,74.1,0.0,1.0,4.0,1.0,20.0,,,,,
105,Eldin Jakupović,ch SUI,GK,Hull City,Premier League,29.0,1984.0,3.0,2.0,228.0,2.5,2.0,0.79,11.0,9.0,81.8,0.0,2.0,1.0,1.0,50.0,,,,,
106,Rune Jarstein,no NOR,GK,Hertha BSC,Bundesliga,29.0,1984.0,1.0,1.0,90.0,1.0,4.0,4.0,7.0,3.0,42.9,0.0,0.0,1.0,0.0,0.0,,,,,
107,Jesús,es ESP,GK,Levante,La Liga,26.0,1988.0,6.0,6.0,540.0,6.0,12.0,2.0,30.0,18.0,60.0,1.0,1.0,4.0,2.0,33.3,,,,,
108,Brad Jones,au AUS,GK,Liverpool,Premier League,32.0,1982.0,3.0,3.0,195.0,2.2,5.0,2.31,9.0,4.0,44.4,1.0,1.0,0.0,0.0,0.0,,,,,
109,Geoffrey Jourdren,fr FRA,GK,Montpellier,Ligue 1,28.0,1986.0,29.0,29.0,2610.0,29.0,28.0,0.97,109.0,81.0,74.3,13.0,5.0,11.0,12.0,41.4,,,,,
110,Ažbe Jug,si SVN,GK,Bordeaux,Ligue 1,22.0,1992.0,2.0,1.0,169.0,1.9,4.0,2.13,8.0,4.0,50.0,1.0,0.0,1.0,0.0,0.0,,,,,
111,Carlos Kameni,cm CMR,GK,Málaga,La Liga,30.0,1984.0,38.0,38.0,3420.0,38.0,48.0,1.26,152.0,104.0,68.4,14.0,8.0,16.0,10.0,26.3,,,,,
112,Stefanos Kapino,gr GRE,GK,Mainz 05,Bundesliga,20.0,1994.0,2.0,1.0,148.0,1.6,6.0,3.65,13.0,7.0,53.8,0.0,0.0,2.0,0.0,0.0,,,,,
113,Loris Karius,de GER,GK,Mainz 05,Bundesliga,21.0,1993.0,33.0,33.0,2912.0,32.4,41.0,1.27,165.0,124.0,75.2,9.0,13.0,10.0,10.0,30.3,,,,,
114,Orestis Karnezis,gr GRE,GK,Udinese,Serie A,29.0,1985.0,37.0,37.0,3267.0,36.3,51.0,1.4,182.0,131.0,72.0,10.0,11.0,16.0,8.0,21.6,,,,,
115,Thomas Kessler,de GER,GK,Köln,Bundesliga,28.0,1986.0,1.0,1.0,90.0,1.0,2.0,2.0,6.0,4.0,66.7,0.0,0.0,1.0,0.0,0.0,,,,,
116,Thorsten Kirschbaum,de GER,GK,Stuttgart,Bundesliga,27.0,1987.0,6.0,6.0,540.0,6.0,16.0,2.67,38.0,22.0,57.9,2.0,1.0,3.0,1.0,16.7,,,,,
117,Thomas Kraft,de GER,GK,Hertha BSC,Bundesliga,26.0,1988.0,32.0,32.0,2872.0,31.9,47.0,1.47,139.0,92.0,66.2,9.0,7.0,15.0,9.0,28.1,,,,,
118,Tim Krul,nl NED,GK,Newcastle Utd,Premier League,26.0,1988.0,30.0,30.0,2700.0,30.0,47.0,1.57,131.0,84.0,64.1,7.0,7.0,15.0,7.0,23.3,,,,,
119,Lukas Kruse,de GER,GK,Paderborn 07,Bundesliga,31.0,1983.0,34.0,34.0,3060.0,34.0,65.0,1.91,177.0,112.0,63.3,7.0,10.0,17.0,6.0,17.6,,,,,
120,Eugenio Lamanna,it ITA,GK,Genoa,Serie A,24.0,1989.0,8.0,6.0,640.0,7.1,9.0,1.27,47.0,38.0,80.9,2.0,1.0,4.0,3.0,50.0,,,,,
121,Mitchell Langerak,au AUS,GK,Dortmund,Bundesliga,25.0,1988.0,9.0,9.0,810.0,9.0,10.0,1.11,25.0,15.0,60.0,3.0,2.0,4.0,3.0,33.3,,,,,
122,Nicola Leali,it ITA,GK,Cesena,Serie A,21.0,1993.0,28.0,28.0,2460.0,27.3,49.0,1.79,135.0,86.0,63.7,4.0,9.0,15.0,4.0,14.3,,,,,
123,Jean-Louis Leca,fr FRA,GK,Bastia,Ligue 1,28.0,1985.0,3.0,3.0,270.0,3.0,4.0,1.33,14.0,10.0,71.4,0.0,2.0,1.0,1.0,33.3,,,,,
124,Benjamin Lecomte,fr FRA,GK,Lorient,Ligue 1,23.0,1991.0,38.0,38.0,3416.0,38.0,50.0,1.32,181.0,131.0,72.4,12.0,7.0,19.0,10.0,26.3,,,,,
125,Bernd Leno,de GER,GK,Leverkusen,Bundesliga,22.0,1992.0,34.0,34.0,3060.0,34.0,37.0,1.09,116.0,79.0,68.1,17.0,10.0,7.0,16.0,47.1,,,,,
126,Benjamin Leroy,fr FRA,GK,Evian,Ligue 1,25.0,1989.0,23.0,23.0,2070.0,23.0,38.0,1.65,96.0,58.0,60.4,5.0,3.0,15.0,4.0,17.4,,,,,
127,Jonathan Ligali,fr FRA,GK,Montpellier,Ligue 1,23.0,1991.0,6.0,6.0,540.0,6.0,5.0,0.83,26.0,21.0,80.8,3.0,1.0,2.0,3.0,50.0,,,,,
128,Hugo Lloris,fr FRA,GK,Tottenham,Premier League,27.0,1986.0,35.0,35.0,3063.0,34.0,48.0,1.41,153.0,105.0,68.6,17.0,6.0,11.0,8.0,22.9,,,,,
130,Anthony Lopes,pt POR,GK,Lyon,Ligue 1,23.0,1990.0,38.0,38.0,3420.0,38.0,33.0,0.87,139.0,106.0,76.3,22.0,9.0,7.0,16.0,42.1,,,,,
131,Diego López,es ESP,GK,Milan,Serie A,32.0,1981.0,28.0,28.0,2514.0,27.9,42.0,1.5,136.0,94.0,69.1,8.0,8.0,11.0,5.0,17.9,,,,,
132,Jonathan López,es ESP,GK,Getafe,La Liga,33.0,1981.0,4.0,4.0,360.0,4.0,6.0,1.5,17.0,11.0,64.7,2.0,0.0,2.0,0.0,0.0,,,,,
133,Pau López,es ESP,GK,Espanyol,La Liga,19.0,1994.0,2.0,1.0,140.0,1.6,3.0,1.93,7.0,4.0,57.1,0.0,0.0,2.0,0.0,0.0,,,,,
134,Jonas Lössl,dk DEN,GK,Guingamp,Ligue 1,25.0,1989.0,30.0,30.0,2686.0,29.8,42.0,1.41,139.0,97.0,69.8,12.0,4.0,13.0,7.0,23.3,,,,,
135,Germán Lux,ar ARG,GK,La Coruña,La Liga,32.0,1982.0,7.0,7.0,630.0,7.0,19.0,2.71,40.0,21.0,52.5,1.0,1.0,5.0,1.0,14.3,,,,,
136,Steve Mandanda,fr FRA,GK,Marseille,Ligue 1,29.0,1985.0,38.0,38.0,3420.0,38.0,42.0,1.11,144.0,102.0,70.8,21.0,6.0,11.0,12.0,31.6,,,,,
137,Alex Manninger,at AUT,GK,Augsburg,Bundesliga,37.0,1977.0,9.0,9.0,810.0,9.0,15.0,1.67,44.0,29.0,65.9,5.0,1.0,3.0,1.0,11.1,,,,,
138,Vito Mannone,it ITA,GK,Sunderland,Premier League,26.0,1988.0,10.0,10.0,900.0,10.0,20.0,2.0,52.0,32.0,61.5,1.0,5.0,4.0,2.0,20.0,,,,,
