,Player,Squad,90s,Standard - Gls,Standard - Sh,Standard - SoT,Standard - SoT%,Standard - Sh/90,Standard - SoT/90,Standard - G/Sh,Standard - G/SoT,Standard - Dist,Standard - FK,Standard - PK,Standard - PKatt,Expected - xG,Expected - npxG,Expected - npxG/Sh,Expected - G-xG,Expected - np:G-xG
36,Kristoffer Ajer,Brentford,7.1,0,5,1,20.0,0.71,0.14,0.00,0.00,7.5,0,0,0,0.6,0.6,0.12,-0.6,-0.6
37,Ludovic Ajorque,Mainz 05,5.8,1,8,2,25.0,1.39,0.35,0.13,0.50,15.3,0,0,2,2.2,0.7,0.08,-1.2,+0.3
38,Manuel Akanji,Manchester City,9.0,2,6,3,50.0,0.67,0.33,0.33,0.67,20.2,0,0,0,0.4,0.4,0.07,+1.6,+1.6
39,Marley Ake,Udinese,0.1,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
40,Nathan Ake,Manchester City,6.1,2,8,3,37.5,1.30,0.49,0.25,0.67,7.8,0,0,0,1.1,1.1,0.14,+0.9,+0.9
41,Ilias Akhomach,Villarreal,3.6,0,3,1,33.3,0.84,0.28,0.00,0.00,22.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1
42,Sergio Akieme,Almería,10.0,2,5,4,80.0,0.50,0.40,0.40,0.50,11.9,0,0,0,1.0,1.0,0.21,+1.0,+1.0
43,Maghnes Akliouche,Monaco,3.9,3,12,8,66.7,3.09,2.06,0.25,0.38,15.3,0,0,0,1.8,1.8,0.15,+1.2,+1.2
44,Paul Akouokou,Betis,0.3,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
45,Paul Akouokou,Lyon,1.9,0,2,0,0.0,1.05,0.00,0.00,0.0,15.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1
46,Jean-Daniel Akpa-Akpro,Monza,0.2,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
47,Kevin Akpoguma,Hoffenheim,4.8,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
48,David Alaba,Real Madrid,10.4,0,12,3,25.0,1.15,0.29,0.00,0.00,19.7,5,0,0,0.9,0.9,0.08,-0.9,-0.9
49,Luis Alberto,Lazio,11.2,3,23,7,30.4,2.05,0.62,0.13,0.43,21.0,1,0,0,2.3,2.3,0.10,+0.7,+0.7
50,Raul Albiol,Villarreal,9.8,0,2,1,50.0,0.20,0.10,0.00,0.00,7.9,0,0,0,0.2,0.2,0.11,-0.2,-0.2
52,Ruben Alcaraz,Cádiz,10.0,0,9,1,11.1,0.90,0.10,0.00,0.00,20.7,1,0,0,0.4,0.4,0.04,-0.4,-0.4
53,Omar Alderete,Getafe,5.8,0,3,0,0.0,0.52,0.00,0.00,0.0,13.0,0,0,0,0.1,0.1,0.02,-0.1,-0.1
54,Ivan Alejo,Cádiz,8.0,0,1,0,0.0,0.12,0.00,0.00,0.0,30.7,0,0,0,0.0,0.0,0.02,0.0,0.0
55,Carles Alena,Getafe,6.0,1,9,4,44.4,1.49,0.66,0.11,0.25,16.2,0,0,0,0.9,0.9,0.10,+0.1,+0.1
56,Trent Alexander-Arnold,Liverpool,8.6,0,14,2,14.3,1.62,0.23,0.00,0.00,27.3,2,0,0,0.5,0.5,0.04,-0.5,-0.5
57,Mohamed Ali Cho,Real Sociedad,2.7,0,3,0,0.0,1.12,0.00,0.00,0.0,17.4,0,0,0,0.4,0.4,0.13,-0.4,-0.4
58,Yanis Ali Issoufou,Montpellier,0.1,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
59,Faride Alidou,Köln,2.7,0,4,2,50.0,1.47,0.73,0.00,0.00,17.4,0,0,0,0.2,0.2,0.05,-0.2,-0.2
60,Nabil Alioui,Le Havre,9.1,4,19,6,31.6,2.10,0.66,0.21,0.67,20.4,1,0,0,1.6,1.6,0.09,+2.4,+2.4
61,Alisson,Liverpool,12.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
62,Jim Allevinah,Clermont Foot,8.8,0,10,2,20.0,1.14,0.23,0.00,0.00,18.3,0,0,0,0.6,0.6,0.06,-0.6,-0.6
63,Domingos Andre Ribeiro Almeida,Valencia,5.3,0,5,2,40.0,0.94,0.38,0.00,0.00,20.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2
64,Miguel Almiron,Newcastle Utd,8.3,2,15,5,33.3,1.80,0.60,0.13,0.40,19.6,0,0,0,1.3,1.3,0.08,+0.7,+0.7
65,Pontus Almqvist,Lecce,10.2,2,16,7,43.8,1.57,0.69,0.13,0.29,19.4,0,0,0,0.9,0.9,0.05,+1.1,+1.1
66,Marcos Alonso,Barcelona,1.8,0,3,2,66.7,1.67,1.11,0.00,0.00,20.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1
67,Adria Altimira,Villarreal,3.1,0,1,0,0.0,0.32,0.00,0.00,0.0,27.2,0,0,0,0.0,0.0,0.03,0.0,0.0
68,Sergi Altimira,Betis,1.0,0,1,0,0.0,0.96,0.00,0.00,0.0,23.8,0,0,0,0.0,0.0,0.04,0.0,0.0
69,Edson Alvarez,West Ham,8.4,0,9,1,11.1,1.07,0.12,0.00,0.00,21.6,0,0,0,0.4,0.4,0.04,-0.4,-0.4
70,Gaston Alvarez,Getafe,10.0,1,5,2,40.0,0.50,0.20,0.20,0.50,16.7,0,0,0,0.3,0.3,0.05,+0.7,+0.7
71,Julian Alvarez,Manchester City,10.9,4,34,13,38.2,3.11,1.19,0.12,0.31,19.7,8,0,0,3.3,3.3,0.10,+0.7,+0.7
72,Yeray Alvarez,Athletic Club,2.1,0,3,1,33.3,1.46,0.49,0.00,0.00,11.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1
73,Skelly Alvero,Lyon,3.5,1,7,3,42.9,1.97,0.85,0.14,0.33,24.4,0,0,0,0.4,0.4,0.05,+0.6,+0.6
74,Papa Amadou Diallo,Metz,1.7,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
75,Selim Amallah,Valencia,3.9,0,7,3,42.9,1.82,0.78,0.00,0.00,22.7,0,0,0,0.3,0.3,0.04,-0.3,-0.3
76,Amath,Mallorca,2.9,0,10,2,20.0,3.46,0.69,0.00,0.00,13.7,0,0,0,0.9,0.9,0.09,-0.9,-0.9
78,Lorenzo Amatucci,Fiorentina,0.2,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
79,Zeki Amdouni,Burnley,8.2,1,19,8,42.1,2.31,0.97,0.05,0.13,17.8,0,0,0,1.9,1.9,0.10,-0.9,-0.9
80,Bruno Amione,Hellas Verona,2.9,0,2,1,50.0,0.68,0.34,0.00,0.00,11.3,0,0,0,0.0,0.0,0.02,0.0,0.0
81,Michael Amir Murillo,Marseille,2.6,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
82,Nadiem Amiri,Leverkusen,0.1,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
83,Sofyan Amrabat,Manchester Utd,3.5,0,1,0,0.0,0.29,0.00,0.00,0.0,27.1,0,0,0,0.0,0.0,0.02,0.0,0.0
84,Joachim Andersen,Crystal Palace,12.0,2,10,5,50.0,0.83,0.42,0.20,0.40,12.4,0,0,0,0.7,0.7,0.07,+1.3,+1.3
85,Elliot Anderson,Newcastle Utd,4.6,0,7,2,28.6,1.53,0.44,0.00,0.00,14.0,0,0,0,0.7,0.7,0.11,-0.7,-0.7
86,Felipe Anderson,Lazio,9.9,1,14,3,21.4,1.42,0.30,0.07,0.33,16.4,0,0,0,1.9,1.9,0.14,-0.9,-0.9
87,Benjamin Andre,Lille,12.0,2,10,4,40.0,0.83,0.33,0.20,0.50,19.4,0,0,0,1.2,1.2,0.12,+0.8,+0.8
88,Komnen Andric,Clermont Foot,1.4,0,2,0,0.0,1.43,0.00,0.00,0.0,19.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1
89,Robert Andrich,Leverkusen,1.7,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
90,Miguel Angel Rubio,Granada,6.2,1,2,1,50.0,0.32,0.16,0.50,1.00,7.3,0,0,0,0.5,0.5,0.23,+0.5,+0.5
91,Fabrizio Angileri,Getafe,0.8,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
92,Jaidon Anthony,Bournemouth,1.7,0,2,1,50.0,1.18,0.59,0.00,0.00,24.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1
93,Waldemar Anton,Stuttgart,11.0,0,10,2,20.0,0.91,0.18,0.00,0.00,15.6,0,0,0,0.5,0.5,0.05,-0.5,-0.5
94,Michail Antonio,West Ham,9.0,2,9,4,44.4,1.00,0.44,0.22,0.50,12.8,0,0,0,1.8,1.8,0.21,+0.2,+0.2
95,Antony,Manchester Utd,5.4,0,16,3,18.8,2.94,0.55,0.00,0.00,20.1,0,0,0,0.8,0.8,0.05,-0.8,-0.8
96,Christopher Antwi-Adjei,Bochum,4.7,0,14,4,28.6,2.97,0.85,0.00,0.00,18.2,0,0,0,0.9,0.9,0.06,-0.9,-0.9
97,Houssem Aouar,Roma,4.7,2,7,4,57.1,1.50,0.86,0.29,0.50,13.7,0,0,0,1.2,1.2,0.17,+0.8,+0.8
98,Stredair Appuah,Nantes,0.3,0,3,0,0.0,10.38,0.00,0.00,0.0,20.9,0,0,0,0.4,0.4,0.14,-0.4,-0.4
99,Mauro Arambarri,Getafe,3.8,0,9,2,22.2,2.39,0.53,0.00,0.00,21.7,0,0,0,0.5,0.5,0.06,-0.5,-0.5
100,Julian Araujo,Las Palmas,6.6,0,3,1,33.3,0.46,0.15,0.00,0.00,22.3,0,0,0,0.3,0.3,0.10,-0.3,-0.3
101,Ronald Araujo,Barcelona,6.4,1,6,4,66.7,0.94,0.63,0.17,0.25,18.1,0,0,0,0.6,0.6,0.10,+0.4,+0.4
102,Cameron Archer,Sheffield Utd,7.9,2,10,4,40.0,1.26,0.51,0.20,0.50,19.8,0,0,0,0.6,0.6,0.06,+1.4,+1.4
104,Cameron Archer,Aston Villa,0.1,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
105,Alphonse Areola,West Ham,12.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
106,Adu Ares,Athletic Club,0.3,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
107,Jesus Areso,Osasuna,8.1,0,1,0,0.0,0.12,0.00,0.00,0.0,25.8,0,0,0,0.0,0.0,0.04,0.0,0.0
108,Jose Arnaiz,Osasuna,3.1,1,12,4,33.3,3.93,1.31,0.08,0.25,24.1,3,0,0,0.6,0.6,0.05,+0.4,+0.4
109,Hakon Arnar Haraldsson,Lille,3.5,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
110,Marko Arnautovic,Inter,1.4,0,2,0,0.0,1.42,0.00,0.00,0.0,17.0,0,0,0,0.2,0.2,0.09,-0.2,-0.2
111,Maximilian Arnold,Wolfsburg,8.7,0,8,4,50.0,0.92,0.46,0.00,0.00,29.6,4,0,0,0.3,0.3,0.04,-0.3,-0.3
112,Mohamed El Arouch,Lyon,0.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
113,Sergio Arribas,Almería,8.4,5,23,8,34.8,2.73,0.95,0.22,0.63,15.9,0,0,0,4.2,4.2,0.18,+0.8,+0.8
114,Kepa Arrizabalaga,Real Madrid,10.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
115,Arthur,Leverkusen,0.4,0,1,1,100.0,2.65,2.65,0.00,0.00,28.3,0,0,0,0.0,0.0,0.02,0.0,0.0
116,Takuma Asano,Bochum,9.3,4,25,12,48.0,2.70,1.30,0.16,0.33,13.0,0,0,0,3.5,3.5,0.14,+0.5,+0.5
117,Marco Asensio,Paris S-G,2.6,2,6,3,50.0,2.33,1.16,0.33,0.67,22.1,0,0,0,0.8,0.8,0.13,+1.2,+1.2
118,Kristjan Asllani,Inter,1.0,0,3,0,0.0,3.00,0.00,0.00,0.0,23.0,1,0,0,0.2,0.2,0.05,-0.2,-0.2
119,Joel Asoro,Metz,5.2,2,3,2,66.7,0.57,0.38,0.67,1.00,13.7,0,0,0,0.5,0.5,0.16,+1.5,+1.5
120,Iago Aspas,Celta Vigo,11.1,1,35,10,28.6,3.16,0.90,0.03,0.10,18.5,3,0,2,5.0,3.4,0.10,-4.0,-2.4
121,Lorenz Assignon,Rennes,10.6,1,11,4,36.4,1.04,0.38,0.09,0.25,22.9,0,0,0,0.4,0.4,0.04,+0.6,+0.6
122,Youcef Atal,Nice,4.0,1,4,1,25.0,1.00,0.25,0.25,1.00,22.6,0,0,0,0.1,0.1,0.03,+0.9,+0.9
123,Valentin Atangana Edoa,Reims,1.7,0,2,1,50.0,1.16,0.58,0.00,0.00,22.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1
124,Arthur Atta,Metz,1.3,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
125,Noah Atubolu,Freiburg,11.0,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
126,Pierre-Emerick Aubameyang,Marseille,9.1,1,29,7,24.1,3.20,0.77,0.03,0.14,16.4,1,0,0,4.9,4.9,0.17,-3.9,-3.9
127,Tommaso Augello,Cagliari,8.8,0,4,2,50.0,0.46,0.23,0.00,0.00,25.6,1,0,0,0.1,0.1,0.02,-0.1,-0.1
128,Yann Aurel Bisseck,Inter,0.1,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
130,Serge Aurier,Nott'ham Forest,8.3,0,5,1,20.0,0.61,0.12,0.00,0.00,17.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
131,Ezequiel Avila,Osasuna,6.8,1,19,4,21.1,2.78,0.59,0.05,0.25,20.5,0,0,0,1.5,1.5,0.08,-0.5,-0.5
132,Taiwo Awoniyi,Nott'ham Forest,7.4,4,12,5,41.7,1.62,0.68,0.33,0.80,9.2,0,0,0,3.6,3.6,0.30,+0.4,+0.4
133,Jordan Ayew,Crystal Palace,11.3,1,21,6,28.6,1.86,0.53,0.05,0.17,15.1,0,0,0,1.7,1.7,0.08,-0.7,-0.7
134,Neil El Aynaoui,Lens,1.5,1,7,3,42.9,4.57,1.96,0.14,0.33,9.5,0,0,0,1.7,1.7,0.24,-0.7,-0.7
135,Sardar Azmoun,Roma,0.9,1,4,1,25.0,4.56,1.14,0.25,1.00,14.1,0,0,0,0.4,0.4,0.11,+0.6,+0.6
136,Cesar Azpilicueta,Atlético Madrid,6.5,0,2,2,100.0,0.31,0.31,0.00,0.00,20.3,0,0,0,0.6,0.6,0.32,-0.6,-0.6
137,Paulo Azzi,Cagliari,4.2,0,13,1,7.7,3.13,0.24,0.00,0.00,20.0,0,0,0,0.8,0.8,0.06,-0.8,-0.8
138,Oussama El Azzouzi,Bologna,2.2,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
139,Iddrisu Baba,Almería,8.2,0,4,1,25.0,0.49,0.12,0.00,0.00,26.8,0,0,0,0.5,0.5,0.11,-0.5,-0.5
140,Srdan Babic,Almería,1.0,0,1,0,0.0,1.00,0.00,0.00,0.0,11.6,0,0,0,0.0,0.0,0.04,0.0,0.0
141,Aliou Badara Balde,Nice,0.4,0,2,2,100.0,5.45,5.45,0.00,0.00,20.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1
142,Loic Bade,Sevilla,9.0,0,7,3,42.9,0.77,0.33,0.00,0.00,11.4,0,0,0,0.6,0.6,0.08,-0.6,-0.6
143,Milan Badelj,Genoa,6.8,0,6,2,33.3,0.89,0.30,0.00,0.00,18.4,0,0,0,0.4,0.4,0.06,-0.4,-0.4
144,Matthias Bader,Darmstadt 98,7.7,1,7,1,14.3,0.91,0.13,0.14,1.00,22.5,0,0,0,0.3,0.3,0.04,+0.7,+0.7
145,Alex Baena,Villarreal,8.8,1,24,10,41.7,2.74,1.14,0.04,0.10,19.6,1,0,0,1.6,1.6,0.07,-0.6,-0.6
146,Jaime Baez,Frosinone,5.0,0,8,1,12.5,1.60,0.20,0.00,0.00,24.8,1,0,0,0.2,0.2,0.03,-0.2,-0.2
147,Leon Bailey,Aston Villa,3.8,3,11,3,27.3,2.86,0.78,0.27,1.00,12.2,0,0,0,1.9,1.9,0.17,+1.1,+1.1
148,Nedim Bajrami,Sassuolo,6.1,1,15,5,33.3,2.47,0.82,0.07,0.20,20.6,0,0,0,0.8,0.8,0.06,+0.2,+0.2
149,Tiemoue Bakayoko,Lorient,3.1,0,1,0,0.0,0.32,0.00,0.00,0.0,33.7,0,0,0,0.0,0.0,0.02,0.0,0.0
150,Mitchel Bakker,Atalanta,1.2,0,1,0,0.0,0.81,0.00,0.00,0.0,12.7,0,0,0,0.0,0.0,0.04,0.0,0.0
151,Ridle Baku,Wolfsburg,5.4,0,8,3,37.5,1.47,0.55,0.00,0.00,15.7,0,0,0,0.6,0.6,0.07,-0.6,-0.6
152,Dilane Bakwa,Strasbourg,5.6,0,6,3,50.0,1.08,0.54,0.00,0.00,21.0,0,0,0,0.5,0.5,0.08,-0.5,-0.5
153,Tommaso Baldanzi,Empoli,6.8,1,11,4,36.4,1.62,0.59,0.09,0.25,19.0,0,0,0,2.0,2.0,0.18,-1.0,-1.0
154,Alejandro Balde,Barcelona,10.0,0,2,1,50.0,0.20,0.10,0.00,0.00,26.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1
156,George Baldock,Sheffield Utd,5.0,0,1,0,0.0,0.20,0.00,0.00,0.0,22.2,0,0,0,0.0,0.0,0.02,0.0,0.0
157,Carlos Baleba,Brighton,3.0,0,5,1,20.0,1.69,0.34,0.00,0.00,24.5,0,0,0,0.3,0.3,0.05,-0.3,-0.3
158,Carlos Baleba,Lille,0.7,0,2,1,50.0,2.95,1.48,0.00,0.00,30.4,0,0,0,0.0,0.0,0.02,0.0,0.0
159,Leonardo Balerdi,Marseille,5.2,0,1,1,100.0,0.19,0.19,0.00,0.00,9.3,0,0,0,0.0,0.0,0.03,0.0,0.0
160,Ivan Balliu,Rayo Vallecano,11.0,0,2,2,100.0,0.18,0.18,0.00,0.00,18.7,0,0,0,0.1,0.1,0.05,-0.1,-0.1
161,Folarin Balogun,Monaco,5.6,3,14,6,42.9,2.51,1.08,0.21,0.50,16.1,0,0,2,2.7,1.1,0.08,+0.3,+1.9
162,Jonathan Bamba,Celta Vigo,12.3,2,22,9,40.9,1.79,0.73,0.09,0.22,18.1,0,0,0,2.2,2.2,0.10,-0.2,-0.2
163,Lameck Banda,Lecce,6.1,1,18,12,66.7,2.93,1.96,0.06,0.08,19.0,1,0,0,1.2,1.2,0.06,-0.2,-0.2
164,Mamady Bangre,Toulouse,1.0,0,3,0,0.0,3.14,0.00,0.00,0.0,16.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1
165,Mattia Bani,Genoa,10.0,1,3,2,66.7,0.30,0.20,0.33,0.50,6.6,0,0,0,0.8,0.8,0.25,+0.2,+0.2
166,Leo Baptistao,Almería,4.6,2,9,5,55.6,1.97,1.09,0.22,0.40,20.1,0,0,0,1.0,1.0,0.11,+1.0,+1.0
167,Shandon Baptiste,Brentford,0.2,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
168,Antonin Barak,Fiorentina,1.2,0,4,1,25.0,3.27,0.82,0.00,0.00,24.1,0,0,0,0.3,0.3,0.07,-0.3,-0.3
169,Francisco Barbosa,Betis,1.5,0,0,0,0.0,0.00,0.00,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0
170,Bradley Barcola,Lyon,3.0,0,2,0,0.0,0.67,0.00,0.00,0.0,18.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1
171,Bradley Barcola,Paris S-G,3.8,0,8,2,25.0,2.09,0.52,0.00,0.00,14.3,0,0,0,1.5,1.5,0.19,-1.5,-1.5
172,Melvin Bard,Nice,11.1,0,4,0,0.0,0.36,0.00,0.00,0.0,28.0,0,0,0,0.1,0.1,0.01,-0.1,-0.1
173,Nicolo Barella,Inter,9.9,0,11,2,18.2,1.11,0.20,0.00,0.00,18.7,0,0,0,0.7,0.7,0.06,-0.7,-0.7
174,Kike Barja,Osasuna,2.7,0,3,2,66.7,1.12,0.75,0.00,0.00,15.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1
175,Ross Barkley,Luton Town,4.9,0,12,2,16.7,2.43,0.40,0.00,0.00,21.7,2,0,0,0.6,0.6,0.05,-0.6,-0.6
176,Aymen Barkok,Mainz 05,2.6,1,10,5,50.0,3.88,1.94,0.10,0.20,16.5,0,0,0,0.6,0.6,0.06,+0.4,+0.4
177,Harvey Barnes,Newcastle Utd,2.1,1,6,2,33.3,2.89,0.96,0.17,0.50,21.5,0,0,0,0.7,0.7,0.12,+0.3,+0.3
178,Leandro Barreiro Martins,Mainz 05,10.9,2,12,3,25.0,1.10,0.28,0.17,0.67,15.5,0,0,0,1.5,1.5,0.12,+0.5,+0.5
