,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA - SCA,SCA - SCA90,SCA Types - PassLive,SCA Types - PassDead,SCA Types - TO,SCA Types - Sh,SCA Types - Fld,SCA Types - Def,GCA - GCA,GCA - GCA90,GCA Types - PassLive,GCA Types - PassDead,GCA Types - TO,GCA Types - Sh,GCA Types - Fld,GCA Types - Def
361,Can Bozdogan,de GER,"MF,FW",Schalke 04,Bundesliga,19.0,2001.0,7.2,10.0,1.38,7.0,1.0,1.0,1.0,0.0,0.0,2.0,0.28,1.0,0.0,1.0,0.0,0.0,0.0
362,Umut Bozok,tr TUR,"MF,FW",Lorient,Ligue 1,23.0,1996.0,0.7,4.0,5.9,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364,Jayden Braaf,nl NED,FW,Udinese,Serie A,17.0,2002.0,1.3,4.0,3.1,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.78,0.0,0.0,1.0,0.0,0.0,0.0
365,Domagoj Bradarić,hr CRO,DF,Lille,Ligue 1,20.0,1999.0,14.0,24.0,1.71,22.0,1.0,0.0,0.0,1.0,0.0,5.0,0.36,5.0,0.0,0.0,0.0,0.0,0.0
366,Robbie Brady,ie IRL,MF,Burnley,Premier League,28.0,1992.0,11.7,19.0,1.63,13.0,1.0,1.0,2.0,2.0,0.0,2.0,0.17,0.0,1.0,0.0,0.0,1.0,0.0
367,Martin Braithwaite,dk DEN,FW,Barcelona,La Liga,29.0,1991.0,13.1,26.0,1.99,20.0,0.0,1.0,1.0,3.0,1.0,4.0,0.31,2.0,0.0,0.0,1.0,0.0,1.0
368,Julian Brandt,de GER,"FW,MF",Dortmund,Bundesliga,24.0,1996.0,16.6,76.0,4.57,66.0,3.0,3.0,1.0,3.0,0.0,12.0,0.72,9.0,0.0,2.0,0.0,1.0,0.0
369,Darko Brašanac,rs SRB,MF,Osasuna,La Liga,28.0,1992.0,10.1,18.0,1.78,15.0,0.0,0.0,1.0,2.0,0.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0
370,Lilian Brassier,fr FRA,DF,Brest,Ligue 1,20.0,1999.0,10.7,9.0,0.84,8.0,0.0,0.0,1.0,0.0,0.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0
371,Álvaro Bravo,es ESP,MF,Granada,La Liga,22.0,1998.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
372,Claudio Bravo,cl CHI,GK,Betis,La Liga,37.0,1983.0,20.0,5.0,0.25,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
373,Fabian Bredlow,de GER,GK,Stuttgart,Bundesliga,25.0,1995.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
374,Josip Brekalo,hr CRO,FW,Wolfsburg,Bundesliga,22.0,1998.0,20.2,82.0,4.07,57.0,11.0,8.0,5.0,1.0,0.0,11.0,0.55,7.0,0.0,1.0,2.0,1.0,0.0
375,Gleison Bremer,br BRA,DF,Torino,Serie A,23.0,1997.0,32.6,24.0,0.74,18.0,0.0,1.0,2.0,1.0,2.0,1.0,0.03,0.0,0.0,0.0,0.0,1.0,0.0
376,Joshua Brenet,nl NED,DF,Hoffenheim,Bundesliga,26.0,1994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
377,Rhian Brewster,eng ENG,"FW,MF",Sheffield Utd,Premier League,20.0,2000.0,12.5,23.0,1.83,16.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
378,Anthony Briançon,fr FRA,DF,Nîmes,Ligue 1,25.0,1994.0,13.6,9.0,0.66,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0
379,Jimmy Briand,fr FRA,FW,Bordeaux,Ligue 1,34.0,1985.0,6.3,5.0,0.79,3.0,0.0,0.0,2.0,0.0,0.0,2.0,0.31,2.0,0.0,0.0,0.0,0.0,0.0
380,Yan Brice Eteki,cm CMR,MF,Granada,La Liga,22.0,1997.0,14.7,6.0,0.41,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
381,Nathan Broadhead,wls WAL,FW,Everton,Premier League,22.0,1998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382,Dylan Bronn,tn TUN,DF,Metz,Ligue 1,25.0,1995.0,37.9,35.0,0.92,29.0,2.0,1.0,2.0,0.0,1.0,3.0,0.08,3.0,0.0,0.0,0.0,0.0,0.0
383,John Brooks,us USA,DF,Wolfsburg,Bundesliga,27.0,1993.0,30.8,26.0,0.84,22.0,0.0,1.0,1.0,0.0,2.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0
384,Daniel Brosinski,de GER,"DF,FW",Mainz 05,Bundesliga,32.0,1988.0,15.9,44.0,2.77,29.0,14.0,1.0,0.0,0.0,0.0,3.0,0.19,1.0,2.0,0.0,0.0,0.0,0.0
385,Josh Brownhill,eng ENG,MF,Burnley,Premier League,24.0,1995.0,31.3,59.0,1.89,45.0,0.0,3.0,4.0,6.0,1.0,5.0,0.16,4.0,0.0,0.0,0.0,0.0,1.0
386,Marcelo Brozović,hr CRO,MF,Inter,Serie A,27.0,1992.0,28.7,98.0,3.42,73.0,20.0,2.0,1.0,0.0,2.0,11.0,0.38,8.0,2.0,1.0,0.0,0.0,0.0
387,Gastón Brugman,uy URU,MF,Parma,Serie A,27.0,1992.0,18.0,57.0,3.18,41.0,15.0,0.0,1.0,0.0,0.0,6.0,0.33,5.0,1.0,0.0,0.0,0.0,0.0
388,Juan Brunet,ar ARG,MF,Granada,La Liga,22.0,1998.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390,Juan Brunetta,ar ARG,"FW,MF",Parma,Serie A,23.0,1997.0,5.3,16.0,3.03,5.0,5.0,2.0,2.0,2.0,0.0,2.0,0.38,0.0,2.0,0.0,0.0,0.0,0.0
391,Cédric Brunner,ch SUI,DF,Arminia,Bundesliga,26.0,1994.0,29.5,40.0,1.36,27.0,8.0,2.0,0.0,1.0,2.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0
392,Jacob Bruun Larsen,dk DEN,"MF,FW",Hoffenheim,Bundesliga,21.0,1998.0,1.0,3.0,3.03,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
393,Bryan,es ESP,FW,Sevilla,La Liga,19.0,2001.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
394,Bryan,es ESP,"MF,FW",Eibar,La Liga,19.0,2001.0,25.2,104.0,4.13,68.0,15.0,11.0,3.0,6.0,1.0,8.0,0.32,5.0,1.0,2.0,0.0,0.0,0.0
395,Joe Bryan,eng ENG,"DF,MF",Fulham,Premier League,26.0,1993.0,7.4,21.0,2.83,13.0,2.0,2.0,3.0,1.0,0.0,1.0,0.13,0.0,0.0,0.0,0.0,1.0,0.0
396,Kean Bryan,eng ENG,DF,Sheffield Utd,Premier League,23.0,1996.0,11.2,8.0,0.72,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,Lucas Buadés,fr FRA,MF,Nîmes,Ligue 1,22.0,1997.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
398,Ante Budimir,hr CRO,FW,Osasuna,La Liga,29.0,1991.0,18.1,26.0,1.44,16.0,1.0,1.0,6.0,2.0,0.0,2.0,0.11,1.0,0.0,0.0,1.0,0.0,0.0
399,Gianluigi Buffon,it ITA,GK,Juventus,Serie A,42.0,1978.0,8.0,2.0,0.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,Marius Bülter,de GER,"FW,MF",Union Berlin,Bundesliga,27.0,1993.0,10.9,24.0,2.21,20.0,0.0,1.0,1.0,2.0,0.0,3.0,0.28,3.0,0.0,0.0,0.0,0.0,0.0
401,Alessandro Buongiorno,it ITA,DF,Torino,Serie A,21.0,1999.0,9.5,2.0,0.21,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
402,Esteban Burgos,ar ARG,DF,Eibar,La Liga,28.0,1992.0,12.3,6.0,0.49,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.08,0.0,0.0,0.0,1.0,0.0,0.0
403,Burgui,es ESP,MF,Alavés,La Liga,26.0,1993.0,0.2,1.0,4.29,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404,Jonathan Burkardt,de GER,"FW,MF",Mainz 05,Bundesliga,20.0,2000.0,15.3,35.0,2.29,25.0,0.0,0.0,3.0,7.0,0.0,6.0,0.39,3.0,0.0,0.0,0.0,3.0,0.0
405,Nishan Burkart,ch SUI,MF,Freiburg,Bundesliga,20.0,2000.0,0.2,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406,Oliver Burke,sct SCO,FW,Sheffield Utd,Premier League,23.0,1997.0,14.1,27.0,1.92,19.0,0.0,4.0,3.0,0.0,1.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0
407,Roman Bürki,ch SUI,GK,Dortmund,Bundesliga,29.0,1990.0,18.5,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0
408,Dan Burn,eng ENG,DF,Brighton,Premier League,28.0,1992.0,22.9,25.0,1.09,24.0,0.0,0.0,1.0,0.0,0.0,2.0,0.09,1.0,0.0,0.0,1.0,0.0,0.0
409,Patrick Burner,mq MTQ,DF,Nice,Ligue 1,24.0,1996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410,Patrick Burner,mq MTQ,DF,Nîmes,Ligue 1,24.0,1996.0,14.6,23.0,1.57,17.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411,Maxime Busi,be BEL,DF,Parma,Serie A,20.0,1999.0,13.3,22.0,1.66,19.0,0.0,2.0,1.0,0.0,0.0,2.0,0.15,1.0,0.0,1.0,0.0,0.0,0.0
412,Sergio Busquets,es ESP,MF,Barcelona,La Liga,32.0,1988.0,28.0,74.0,2.65,68.0,1.0,0.0,0.0,3.0,2.0,12.0,0.43,12.0,0.0,0.0,0.0,0.0,0.0
413,Jack Butland,eng ENG,GK,Crystal Palace,Premier League,27.0,1993.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,David Button,eng ENG,GK,West Brom,Premier League,31.0,1989.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416,Oskar Buur,dk DEN,DF,Wolves,Premier League,22.0,1998.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
417,Marcin Bułka,pl POL,GK,Paris S-G,Ligue 1,20.0,1999.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
418,Erick Cabaco,uy URU,DF,Getafe,La Liga,25.0,1995.0,14.7,6.0,0.41,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,Willy Caballero,ar ARG,GK,Chelsea,Premier League,38.0,1981.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,Jimmy Cabot,fr FRA,"FW,MF",Angers,Ligue 1,26.0,1994.0,10.5,20.0,1.91,15.0,0.0,2.0,2.0,1.0,0.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0
421,Martín Cáceres,uy URU,DF,Fiorentina,Serie A,33.0,1987.0,24.9,22.0,0.89,17.0,3.0,0.0,2.0,0.0,0.0,3.0,0.12,2.0,0.0,0.0,1.0,0.0,0.0
422,Anthony Caci,fr FRA,DF,Strasbourg,Ligue 1,23.0,1997.0,31.1,49.0,1.58,38.0,4.0,3.0,2.0,1.0,1.0,3.0,0.1,3.0,0.0,0.0,0.0,0.0,0.0
423,Mathieu Cafaro,fr FRA,"MF,FW",Reims,Ligue 1,23.0,1997.0,23.0,47.0,2.04,30.0,9.0,3.0,1.0,2.0,2.0,7.0,0.3,6.0,0.0,0.0,1.0,0.0,0.0
424,Gary Cahill,eng ENG,DF,Crystal Palace,Premier League,34.0,1985.0,20.0,15.0,0.75,14.0,0.0,0.0,1.0,0.0,0.0,2.0,0.1,2.0,0.0,0.0,0.0,0.0,0.0
425,Yannick Cahuzac,fr FRA,MF,Lens,Ligue 1,35.0,1985.0,25.0,24.0,0.96,22.0,0.0,0.0,2.0,0.0,0.0,1.0,0.04,0.0,0.0,0.0,1.0,0.0,0.0
426,Felipe Caicedo,ec ECU,FW,Lazio,Serie A,31.0,1988.0,10.3,28.0,2.71,17.0,1.0,5.0,2.0,2.0,1.0,2.0,0.19,1.0,0.0,1.0,0.0,0.0,0.0
427,Marc-Aurèle Caillard,fr FRA,GK,Metz,Ligue 1,26.0,1994.0,4.0,1.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428,Tom Cairney,sct SCO,MF,Fulham,Premier League,29.0,1991.0,8.4,38.0,4.51,24.0,8.0,3.0,1.0,2.0,0.0,2.0,0.24,2.0,0.0,0.0,0.0,0.0,0.0
429,Cala,es ESP,DF,Cádiz,La Liga,30.0,1989.0,25.2,8.0,0.32,4.0,0.0,1.0,1.0,2.0,0.0,1.0,0.04,0.0,0.0,0.0,0.0,1.0,0.0
430,Arturo Calabresi,it ITA,"DF,FW",Bologna,Serie A,24.0,1996.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431,Arturo Calabresi,it ITA,DF,Cagliari,Serie A,24.0,1996.0,0.2,1.0,6.43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432,Davide Calabria,it ITA,DF,Milan,Serie A,23.0,1996.0,29.4,55.0,1.87,43.0,6.0,4.0,1.0,1.0,0.0,6.0,0.2,3.0,2.0,0.0,0.0,1.0,0.0
433,Riccardo Calafiori,it ITA,DF,Roma,Serie A,18.0,2002.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
434,Mattia Caldara,it ITA,DF,Atalanta,Serie A,26.0,1994.0,1.2,1.0,0.81,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.81,1.0,0.0,0.0,0.0,0.0,0.0
435,Luca Caldirola,it ITA,DF,Benevento,Serie A,29.0,1991.0,17.5,7.0,0.4,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0
436,Duje Ćaleta-Car,hr CRO,DF,Marseille,Ligue 1,23.0,1996.0,31.3,10.0,0.32,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0
437,Hakan Çalhanoğlu,tr TUR,"MF,FW",Milan,Serie A,26.0,1994.0,29.0,176.0,6.06,98.0,55.0,1.0,14.0,8.0,0.0,19.0,0.65,9.0,8.0,0.0,1.0,1.0,0.0
438,Kerim Calhanoglu,de GER,DF,Schalke 04,Bundesliga,17.0,2002.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439,Fabrizio Caligara,it ITA,"MF,FW",Cagliari,Serie A,20.0,2000.0,2.0,5.0,2.46,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440,Daniel Caligiuri,it ITA,"MF,FW",Augsburg,Bundesliga,32.0,1988.0,29.6,95.0,3.21,44.0,30.0,10.0,2.0,8.0,1.0,8.0,0.27,5.0,2.0,1.0,0.0,0.0,0.0
442,José Callejón,es ESP,"FW,MF",Fiorentina,Serie A,33.0,1987.0,7.4,13.0,1.76,9.0,1.0,0.0,0.0,2.0,1.0,2.0,0.27,2.0,0.0,0.0,0.0,0.0,0.0
443,Jonathan Calleri,ar ARG,FW,Osasuna,La Liga,26.0,1993.0,17.2,28.0,1.63,19.0,0.0,2.0,5.0,1.0,1.0,5.0,0.29,4.0,0.0,0.0,1.0,0.0,0.0
444,Dominic Calvert-Lewin,eng ENG,FW,Everton,Premier League,23.0,1997.0,31.9,55.0,1.72,34.0,0.0,3.0,10.0,7.0,1.0,7.0,0.22,1.0,0.0,0.0,4.0,2.0,0.0
445,Dani Calvo,es ESP,DF,Elche,La Liga,26.0,1994.0,19.8,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
446,Drissa Camara,ci CIV,MF,Parma,Serie A,18.0,2002.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447,Mahdi Camara,fr FRA,"MF,DF",Saint-Étienne,Ligue 1,22.0,1998.0,36.6,67.0,1.83,47.0,4.0,6.0,1.0,4.0,5.0,3.0,0.08,2.0,0.0,1.0,0.0,0.0,0.0
448,Eduardo Camavinga,fr FRA,MF,Rennes,Ligue 1,17.0,2002.0,26.7,55.0,2.06,40.0,0.0,3.0,3.0,8.0,1.0,5.0,0.19,2.0,0.0,0.0,2.0,1.0,0.0
449,José Campaña,es ESP,MF,Levante,La Liga,27.0,1993.0,8.3,29.0,3.49,17.0,7.0,3.0,1.0,0.0,1.0,3.0,0.36,1.0,1.0,1.0,0.0,0.0,0.0
450,Emre Can,de GER,"DF,MF",Dortmund,Bundesliga,26.0,1994.0,23.7,41.0,1.73,34.0,2.0,3.0,0.0,0.0,2.0,8.0,0.34,8.0,0.0,0.0,0.0,0.0,0.0
451,Sergio Canales,es ESP,"MF,FW",Betis,La Liga,29.0,1991.0,27.8,121.0,4.36,89.0,18.0,4.0,7.0,3.0,0.0,15.0,0.54,11.0,2.0,1.0,1.0,0.0,0.0
452,João Cancelo,pt POR,"DF,MF",Manchester City,Premier League,26.0,1994.0,25.5,82.0,3.21,64.0,4.0,12.0,1.0,1.0,0.0,12.0,0.47,8.0,1.0,1.0,1.0,1.0,0.0
453,Antonio Candreva,it ITA,MF,Sampdoria,Serie A,33.0,1987.0,27.8,118.0,4.24,71.0,30.0,4.0,8.0,4.0,1.0,15.0,0.54,9.0,3.0,0.0,2.0,1.0,0.0
454,Álex Cantero,es ESP,FW,Levante,La Liga,20.0,2000.0,2.6,6.0,2.28,5.0,0.0,1.0,0.0,0.0,0.0,2.0,0.76,2.0,0.0,0.0,0.0,0.0,0.0
455,Ander Capa,es ESP,DF,Athletic Club,La Liga,28.0,1992.0,23.7,45.0,1.9,37.0,2.0,3.0,2.0,0.0,1.0,3.0,0.13,2.0,0.0,0.0,1.0,0.0,0.0
456,Pierrick Capelle,fr FRA,"MF,DF",Angers,Ligue 1,33.0,1987.0,22.8,59.0,2.59,44.0,3.0,4.0,2.0,1.0,5.0,5.0,0.22,2.0,2.0,0.0,0.0,0.0,1.0
457,Étienne Capoue,fr FRA,MF,Villarreal,La Liga,32.0,1988.0,13.2,10.0,0.76,7.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
458,Elio Capradossi,it ITA,DF,Spezia,Serie A,24.0,1996.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
459,Gianluca Caprari,it ITA,"MF,FW",Benevento,Serie A,27.0,1993.0,20.7,85.0,4.1,36.0,18.0,12.0,10.0,7.0,2.0,9.0,0.43,4.0,4.0,0.0,0.0,0.0,1.0
460,Francesco Caputo,it ITA,FW,Sassuolo,Serie A,32.0,1987.0,18.9,45.0,2.39,27.0,1.0,3.0,8.0,6.0,0.0,7.0,0.37,4.0,0.0,0.0,0.0,3.0,0.0
461,Maxence Caqueret,fr FRA,MF,Lyon,Ligue 1,20.0,2000.0,19.6,52.0,2.66,45.0,0.0,2.0,2.0,2.0,1.0,3.0,0.15,2.0,0.0,0.0,0.0,1.0,0.0
462,Andrea Carboni,it ITA,DF,Cagliari,Serie A,19.0,2001.0,12.1,9.0,0.75,7.0,0.0,0.0,2.0,0.0,0.0,2.0,0.17,1.0,0.0,0.0,1.0,0.0,0.0
463,Isaac Carcelen,es ESP,DF,Cádiz,La Liga,27.0,1993.0,28.7,43.0,1.5,26.0,11.0,2.0,1.0,2.0,1.0,4.0,0.14,3.0,0.0,1.0,0.0,0.0,0.0
464,Cárdenas,es ESP,GK,Levante,La Liga,23.0,1997.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465,Irvin Cardona,fr FRA,FW,Brest,Ligue 1,22.0,1997.0,22.5,40.0,1.77,30.0,1.0,2.0,4.0,3.0,0.0,3.0,0.13,2.0,0.0,0.0,0.0,1.0,0.0
466,Marc Cardona,es ESP,"FW,DF",Osasuna,La Liga,25.0,1995.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
468,Ian Carlo Poveda,eng ENG,MF,Leeds United,Premier League,20.0,2000.0,3.9,9.0,2.28,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469,Diego Carlos,br BRA,DF,Sevilla,La Liga,27.0,1993.0,31.0,16.0,0.52,12.0,0.0,0.0,4.0,0.0,0.0,1.0,0.03,0.0,0.0,0.0,1.0,0.0,0.0
470,Juan Carlos,es ESP,"MF,FW",Huesca,La Liga,29.0,1991.0,3.2,13.0,4.02,11.0,0.0,1.0,0.0,1.0,0.0,2.0,0.62,1.0,0.0,1.0,0.0,0.0,0.0
471,Lionel Carole,fr FRA,DF,Strasbourg,Ligue 1,29.0,1991.0,14.9,25.0,1.68,23.0,2.0,0.0,0.0,0.0,0.0,4.0,0.27,4.0,0.0,0.0,0.0,0.0,0.0
472,Yannick Carrasco,be BEL,"DF,MF",Atlético Madrid,La Liga,26.0,1993.0,24.2,94.0,3.88,57.0,14.0,16.0,5.0,2.0,0.0,18.0,0.74,11.0,4.0,3.0,0.0,0.0,0.0
473,Sergio Carreira,es ESP,DF,Celta Vigo,La Liga,19.0,2000.0,2.9,2.0,0.69,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474,Guido Carrillo,ar ARG,FW,Elche,La Liga,29.0,1991.0,11.1,15.0,1.35,14.0,0.0,1.0,0.0,0.0,0.0,2.0,0.18,2.0,0.0,0.0,0.0,0.0,0.0
475,Andy Carroll,eng ENG,FW,Newcastle Utd,Premier League,31.0,1989.0,4.4,10.0,2.3,6.0,0.0,2.0,2.0,0.0,0.0,1.0,0.23,1.0,0.0,0.0,0.0,0.0,0.0
476,Scott Carson,eng ENG,GK,Manchester City,Premier League,34.0,1985.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
477,Dani Carvajal,es ESP,DF,Real Madrid,La Liga,28.0,1992.0,10.6,19.0,1.8,15.0,0.0,2.0,1.0,0.0,1.0,5.0,0.47,5.0,0.0,0.0,0.0,0.0,0.0
478,Fabio Carvalho,pt POR,"MF,FW",Fulham,Premier League,17.0,2002.0,2.8,8.0,2.82,5.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
479,William Carvalho,pt POR,MF,Betis,La Liga,28.0,1992.0,13.6,25.0,1.84,19.0,2.0,1.0,3.0,0.0,0.0,3.0,0.22,1.0,1.0,0.0,1.0,0.0,0.0
480,Casemiro,br BRA,MF,Real Madrid,La Liga,28.0,1992.0,32.2,55.0,1.71,49.0,0.0,0.0,2.0,3.0,1.0,8.0,0.25,7.0,0.0,0.0,1.0,0.0,0.0
481,Matty Cash,pl POL,DF,Aston Villa,Premier League,22.0,1997.0,26.4,35.0,1.33,28.0,3.0,2.0,0.0,1.0,1.0,2.0,0.08,2.0,0.0,0.0,0.0,0.0,0.0
482,Kiko Casilla,es ESP,GK,Leeds United,Premier League,33.0,1986.0,3.0,2.0,0.67,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483,Giuseppe Caso,it ITA,"DF,FW",Genoa,Serie A,21.0,1998.0,0.6,2.0,3.33,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.67,1.0,0.0,0.0,0.0,0.0,0.0
484,Moreto Cassamã,gw GNB,MF,Reims,Ligue 1,22.0,1998.0,22.6,40.0,1.77,32.0,6.0,2.0,0.0,0.0,0.0,3.0,0.13,2.0,1.0,0.0,0.0,0.0,0.0
485,Francesco Cassata,it ITA,"DF,FW",Genoa,Serie A,23.0,1997.0,2.5,5.0,1.98,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.4,1.0,0.0,0.0,0.0,0.0,0.0
486,Timothy Castagne,be BEL,DF,Leicester City,Premier League,24.0,1995.0,26.1,49.0,1.88,45.0,3.0,0.0,0.0,0.0,1.0,4.0,0.15,4.0,0.0,0.0,0.0,0.0,0.0
487,Koen Casteels,be BEL,GK,Wolfsburg,Bundesliga,28.0,1992.0,32.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488,Jean-Charles Castelletto,cm CMR,DF,Nantes,Ligue 1,25.0,1995.0,21.6,8.0,0.37,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
489,Samu Castillejo,es ESP,FW,Milan,Serie A,25.0,1995.0,13.1,34.0,2.59,22.0,2.0,1.0,2.0,7.0,0.0,3.0,0.23,2.0,0.0,0.0,0.0,1.0,0.0
490,Gonzalo Castro,de GER,MF,Stuttgart,Bundesliga,33.0,1987.0,19.2,79.0,4.11,49.0,21.0,3.0,5.0,0.0,1.0,6.0,0.31,3.0,2.0,1.0,0.0,0.0,0.0
491,Jonny Castro,es ESP,"MF,DF",Wolves,Premier League,26.0,1994.0,5.5,5.0,0.91,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
492,Gaetano Castrovilli,it ITA,MF,Fiorentina,Serie A,23.0,1997.0,25.9,61.0,2.35,47.0,0.0,1.0,0.0,13.0,0.0,10.0,0.39,8.0,0.0,1.0,0.0,1.0,0.0
