Player,Unnamed: 0,Nation,Pos,Squad,Comp,Age,Born,Playing Time - MP,Playing Time - Starts,Playing Time - Min,Playing Time - 90s,Performance - Gls,Performance - Ast,Performance - G-PK,Performance - PK,Performance - PKatt,Performance - CrdY,Performance - CrdR,Per 90 Minutes - Gls,Per 90 Minutes - Ast,Per 90 Minutes - G+A,Per 90 Minutes - G-PK,Per 90 Minutes - G+A-PK,Expected - xG,Expected - npxG,Expected - xAG,Expected - npxG+xAG,Per 90 Minutes - xG,Per 90 Minutes - xAG,Per 90 Minutes - xG+xAG,Per 90 Minutes - npxG,Per 90 Minutes - npxG+xAG,Unnamed: 0,Nation,Pos,Squad,Comp,Age,Born,90s,Standard - Gls,Standard - Sh,Standard - SoT,Standard - SoT%,Standard - Sh/90,Standard - SoT/90,Standard - G/Sh,Standard - G/SoT,Standard - Dist,Standard - FK,Standard - PK,Standard - PKatt,Expected - xG,Expected - npxG,Expected - npxG/Sh,Expected - G-xG,Expected - np:G-xG
Rabbi Matondo,1619,GB-WLS,"FW,MF",Schalke 04,de Bundesliga,17.0,2000.0,7.0,1.0,189.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.9,0.17,0.26,0.43,0.17,0.43,1619,GB-WLS,"FW,MF",Schalke 04,de Bundesliga,17.0,2000.0,2.1,0.0,3.0,1.0,33.3,1.43,0.48,0.0,0.0,12.0,0.0,0.0,0.0,0.3,0.3,0.12,-0.3,-0.3
Alessandro Matri,1620,ITA,FW,Sassuolo,it Serie A,33.0,1984.0,19.0,6.0,603.0,6.7,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.3,0.0,0.3,0.3,0.3,3.2,3.2,0.4,3.6,0.49,0.05,0.54,0.49,0.54,1620,ITA,FW,Sassuolo,it Serie A,33.0,1984.0,6.7,2.0,15.0,9.0,60.0,2.24,1.34,0.13,0.22,11.0,0.0,0.0,0.0,3.2,3.2,0.23,-1.2,-1.2
Federico Mattiello,1621,ITA,"DF,FW",Bologna,it Serie A,23.0,1995.0,17.0,16.0,1333.0,14.8,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.07,0.07,0.14,0.07,0.14,0.6,0.6,1.5,2.1,0.04,0.1,0.14,0.04,0.14,1621,ITA,"DF,FW",Bologna,it Serie A,23.0,1995.0,14.8,1.0,11.0,5.0,45.5,0.74,0.34,0.09,0.2,23.9,0.0,0.0,0.0,0.6,0.6,0.05,0.4,0.4
Blaise Matuidi,1622,FRA,MF,Juventus,it Serie A,31.0,1987.0,31.0,29.0,2418.0,26.9,3.0,2.0,3.0,0.0,0.0,5.0,0.0,0.11,0.07,0.19,0.11,0.19,1.4,1.4,1.7,3.0,0.05,0.06,0.11,0.05,0.11,1622,FRA,MF,Juventus,it Serie A,31.0,1987.0,26.9,3.0,19.0,6.0,31.6,0.71,0.22,0.16,0.5,14.5,0.0,0.0,0.0,1.4,1.4,0.07,1.6,1.6
José Mauri,1623,ITA,MF,Milan,it Serie A,22.0,1996.0,5.0,2.0,208.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.04,0.05,0.1,0.04,0.1,1623,ITA,MF,Milan,it Serie A,22.0,1996.0,2.3,0.0,4.0,0.0,0.0,1.73,0.0,0.0,,28.5,0.0,0.0,0.0,0.1,0.1,0.02,-0.1,-0.1
Stephy Mavididi,1624,GBR,FW,Juventus,it Serie A,20.0,1998.0,1.0,0.0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1624,GBR,FW,Juventus,it Serie A,20.0,1998.0,0.2,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Konstantinos Mavropanos,1625,GRC,DF,Arsenal,eng Premier League,20.0,1997.0,4.0,3.0,148.0,1.6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.4,0.07,0.17,0.25,0.07,0.25,1625,GRC,DF,Arsenal,eng Premier League,20.0,1997.0,1.6,0.0,2.0,0.0,0.0,1.22,0.0,0.0,,15.1,0.0,0.0,0.0,0.1,0.1,0.06,-0.1,-0.1
Alfie Mawson,1626,GBR,DF,Fulham,eng Premier League,24.0,1994.0,15.0,13.0,1131.0,12.6,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.01,0.0,0.01,0.01,0.01,1626,GBR,DF,Fulham,eng Premier League,24.0,1994.0,12.6,0.0,2.0,1.0,50.0,0.16,0.08,0.0,0.0,11.4,0.0,0.0,0.0,0.1,0.1,0.06,-0.1,-0.1
Philipp Max,1627,DEU,"DF,MF",Augsburg,de Bundesliga,24.0,1993.0,30.0,30.0,2569.0,28.5,4.0,2.0,4.0,0.0,0.0,1.0,0.0,0.14,0.07,0.21,0.14,0.21,2.4,2.4,4.9,7.3,0.08,0.17,0.25,0.08,0.25,1627,DEU,"DF,MF",Augsburg,de Bundesliga,24.0,1993.0,28.5,4.0,24.0,13.0,54.2,0.84,0.46,0.17,0.31,20.2,2.0,0.0,0.0,2.4,2.4,0.1,1.6,1.6
Alexandru Maxim,1628,ROU,"MF,FW",Mainz 05,de Bundesliga,28.0,1990.0,22.0,3.0,579.0,6.4,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.16,0.0,0.16,0.16,0.16,1.1,1.1,2.8,3.9,0.17,0.44,0.61,0.17,0.61,1628,ROU,"MF,FW",Mainz 05,de Bundesliga,28.0,1990.0,6.4,1.0,15.0,3.0,20.0,2.33,0.47,0.07,0.33,19.0,2.0,0.0,0.0,1.1,1.1,0.07,-0.1,-0.1
Eric Maxim Choupo-Moting,1629,CMR,FW,Paris S-G,fr Ligue 1,29.0,1989.0,22.0,8.0,802.0,8.9,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.34,0.0,0.34,0.34,0.34,4.2,4.2,0.3,4.4,0.47,0.03,0.5,0.47,0.5,1629,CMR,FW,Paris S-G,fr Ligue 1,29.0,1989.0,8.9,3.0,25.0,7.0,28.0,2.81,0.79,0.12,0.43,13.7,0.0,0.0,0.0,4.2,4.2,0.17,-1.2,-1.2
Borja Mayoral,1630,ESP,FW,Levante,es La Liga,21.0,1997.0,29.0,16.0,1621.0,18.0,3.0,2.0,3.0,0.0,0.0,1.0,0.0,0.17,0.11,0.28,0.17,0.28,4.7,4.7,3.1,7.8,0.26,0.17,0.43,0.26,0.43,1630,ESP,FW,Levante,es La Liga,21.0,1997.0,18.0,3.0,24.0,15.0,62.5,1.33,0.83,0.13,0.2,11.1,0.0,0.0,0.0,4.7,4.7,0.2,-1.7,-1.7
Róbert Mazáň,1631,SVK,DF,Celta Vigo,es La Liga,24.0,1994.0,1.0,1.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.02,0.09,0.12,0.02,0.12,1631,SVK,DF,Celta Vigo,es La Liga,24.0,1994.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,26.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
Luca Mazzitelli,1632,ITA,MF,Genoa,it Serie A,22.0,1995.0,10.0,3.0,323.0,3.6,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,0.12,0.02,0.14,0.12,0.14,1632,ITA,MF,Genoa,it Serie A,22.0,1995.0,3.6,0.0,5.0,0.0,0.0,1.39,0.0,0.0,,18.0,0.0,0.0,0.0,0.4,0.4,0.09,-0.4,-0.4
Kylian Mbappé,1633,FRA,FW,Paris S-G,fr Ligue 1,19.0,1998.0,29.0,24.0,2343.0,26.0,33.0,7.0,32.0,1.0,2.0,5.0,1.0,1.27,0.27,1.54,1.23,1.5,28.0,26.4,5.4,31.8,1.08,0.21,1.28,1.01,1.22,1633,FRA,FW,Paris S-G,fr Ligue 1,19.0,1998.0,26.0,33.0,123.0,68.0,55.3,4.72,2.61,0.26,0.47,14.4,1.0,1.0,2.0,28.0,26.4,0.21,5.0,5.6
Ibrahima Mbaye,1634,SEN,DF,Bologna,it Serie A,23.0,1994.0,23.0,22.0,2010.0,22.3,2.0,0.0,2.0,0.0,0.0,6.0,0.0,0.09,0.0,0.09,0.09,0.09,2.7,2.7,0.2,2.9,0.12,0.01,0.13,0.12,0.13,1634,SEN,DF,Bologna,it Serie A,23.0,1994.0,22.3,2.0,13.0,3.0,23.1,0.58,0.13,0.15,0.67,11.5,0.0,0.0,0.0,2.7,2.7,0.21,-0.7,-0.7
Loïc Mbe Soh,1635,FRA,DF,Paris S-G,fr Ligue 1,17.0,2001.0,2.0,2.0,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.1,0.0,0.1,0.1,0.1,1635,FRA,DF,Paris S-G,fr Ligue 1,17.0,2001.0,2.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,,3.2,0.0,0.0,0.0,0.2,0.2,0.2,-0.2,-0.2
Nolan Mbemba,1636,COG,"MF,DF",Reims,fr Ligue 1,23.0,1995.0,8.0,4.0,357.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.03,0.01,0.03,0.03,0.03,1636,COG,"MF,DF",Reims,fr Ligue 1,23.0,1995.0,4.0,0.0,4.0,0.0,0.0,1.01,0.0,0.0,,28.1,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1
Adama Mbengue,1638,SEN,DF,Caen,fr Ligue 1,24.0,1993.0,11.0,8.0,739.0,8.2,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,0.02,0.02,0.04,0.02,0.04,1638,SEN,DF,Caen,fr Ligue 1,24.0,1993.0,8.2,0.0,9.0,1.0,11.1,1.1,0.12,0.0,0.0,40.0,0.0,0.0,0.0,0.2,0.2,0.02,-0.2,-0.2
Isaac Mbenza,1639,BEL,"FW,MF",Huddersfield,eng Premier League,22.0,1996.0,22.0,10.0,986.0,11.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.09,0.09,0.18,0.09,0.18,1.0,1.0,0.9,1.9,0.09,0.09,0.17,0.09,0.17,1639,BEL,"FW,MF",Huddersfield,eng Premier League,22.0,1996.0,11.0,1.0,16.0,5.0,31.3,1.46,0.46,0.06,0.2,22.4,0.0,0.0,0.0,1.0,1.0,0.06,0.0,0.0
Stéphane Mbia,1640,CMR,"DF,MF",Toulouse,fr Ligue 1,32.0,1986.0,5.0,5.0,446.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.01,0.01,0.01,0.01,1640,CMR,"DF,MF",Toulouse,fr Ligue 1,32.0,1986.0,5.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,,20.3,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
Kara Mbodji,1641,SEN,DF,Nantes,fr Ligue 1,28.0,1989.0,6.0,6.0,506.0,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,0.04,0.02,0.06,0.04,0.06,1641,SEN,DF,Nantes,fr Ligue 1,28.0,1989.0,5.6,0.0,5.0,1.0,20.0,0.89,0.18,0.0,0.0,20.1,0.0,0.0,0.0,0.2,0.2,0.04,-0.2,-0.2
Jordi Mboula,1642,ESP,"FW,MF",Monaco,fr Ligue 1,19.0,1999.0,7.0,3.0,276.0,3.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,0.1,1.3,0.39,0.02,0.42,0.39,0.42,1642,ESP,"FW,MF",Monaco,fr Ligue 1,19.0,1999.0,3.1,0.0,9.0,2.0,22.2,2.93,0.65,0.0,0.0,14.1,0.0,0.0,0.0,1.2,1.2,0.13,-1.2,-1.2
James McArthur,1643,SYC,MF,Crystal Palace,eng Premier League,30.0,1987.0,38.0,36.0,3058.0,34.0,3.0,6.0,3.0,0.0,0.0,7.0,0.0,0.09,0.18,0.26,0.09,0.26,4.1,4.1,3.3,7.4,0.12,0.1,0.22,0.12,0.22,1643,SYC,MF,Crystal Palace,eng Premier League,30.0,1987.0,34.0,3.0,34.0,8.0,23.5,1.0,0.24,0.09,0.38,15.0,0.0,0.0,0.0,4.1,4.1,0.12,-1.1,-1.1
Alex McCarthy,1644,GBR,GK,Southampton,eng Premier League,28.0,1989.0,25.0,25.0,2250.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1644,GBR,GK,Southampton,eng Premier League,28.0,1989.0,25.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
James McCarthy,1645,IRL,MF,Everton,eng Premier League,27.0,1990.0,1.0,0.0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1645,IRL,MF,Everton,eng Premier League,27.0,1990.0,0.2,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Kevin McDonald,1646,SYC,MF,Fulham,eng Premier League,29.0,1988.0,15.0,10.0,841.0,9.3,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.01,0.01,0.03,0.01,0.03,1646,SYC,MF,Fulham,eng Premier League,29.0,1988.0,9.3,0.0,4.0,0.0,0.0,0.43,0.0,0.0,,28.3,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1
Levan Mchedlidze,1647,GEO,FW,Empoli,it Serie A,28.0,1990.0,11.0,0.0,208.0,2.3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.43,0.43,0.0,0.43,0.2,0.2,0.1,0.3,0.08,0.05,0.14,0.08,0.14,1647,GEO,FW,Empoli,it Serie A,28.0,1990.0,2.3,0.0,4.0,1.0,25.0,1.73,0.43,0.0,0.0,20.1,0.0,0.0,0.0,0.2,0.2,0.05,-0.2,-0.2
Weston McKennie,1648,USA,"MF,FW",Schalke 04,de Bundesliga,19.0,1998.0,24.0,19.0,1746.0,19.4,1.0,4.0,1.0,0.0,0.0,6.0,0.0,0.05,0.21,0.26,0.05,0.26,3.0,3.0,2.3,5.3,0.16,0.12,0.28,0.16,0.28,1648,USA,"MF,FW",Schalke 04,de Bundesliga,19.0,1998.0,19.4,1.0,25.0,7.0,28.0,1.29,0.36,0.04,0.14,13.2,0.0,0.0,0.0,3.0,3.0,0.12,-2.0,-2.0
Dwight McNeil,1649,GBR,MF,Burnley,eng Premier League,18.0,1999.0,21.0,19.0,1591.0,17.7,3.0,5.0,3.0,0.0,0.0,2.0,0.0,0.17,0.28,0.45,0.17,0.45,2.0,2.0,3.4,5.4,0.11,0.19,0.3,0.11,0.3,1649,GBR,MF,Burnley,eng Premier League,18.0,1999.0,17.7,3.0,27.0,6.0,22.2,1.53,0.34,0.11,0.5,20.9,3.0,0.0,0.0,2.0,2.0,0.07,1.0,1.0
Scott McTominay,1650,SYC,"MF,DF",Manchester Utd,eng Premier League,21.0,1996.0,16.0,9.0,867.0,9.6,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.21,0.0,0.21,0.21,0.21,1.5,1.5,0.0,1.5,0.15,0.0,0.16,0.15,0.16,1650,SYC,"MF,DF",Manchester Utd,eng Premier League,21.0,1996.0,9.6,2.0,15.0,6.0,40.0,1.56,0.62,0.13,0.33,17.7,0.0,0.0,0.0,1.5,1.5,0.1,0.5,0.5
Iuri Medeiros,1651,PRT,"MF,FW",Genoa,it Serie A,24.0,1994.0,2.0,2.0,106.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.08,0.17,0.25,0.08,0.25,1651,PRT,"MF,FW",Genoa,it Serie A,24.0,1994.0,1.2,0.0,2.0,0.0,0.0,1.7,0.0,0.0,,22.8,0.0,0.0,0.0,0.1,0.1,0.05,-0.1,-0.1
Nicky Medja,1652,CHE,"FW,MF",Fiorentina,it Serie A,18.0,2000.0,1.0,0.0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1652,CHE,"FW,MF",Fiorentina,it Serie A,18.0,2000.0,0.5,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Álvaro Medrán,1653,ESP,MF,Rayo Vallecano,es La Liga,24.0,1994.0,21.0,12.0,1149.0,12.8,3.0,0.0,3.0,0.0,0.0,8.0,1.0,0.23,0.0,0.23,0.23,0.23,2.3,2.3,1.6,3.9,0.18,0.13,0.31,0.18,0.31,1653,ESP,MF,Rayo Vallecano,es La Liga,24.0,1994.0,12.8,3.0,24.0,9.0,37.5,1.88,0.7,0.13,0.33,24.3,3.0,0.0,0.0,2.3,2.3,0.1,0.7,0.7
Ben Mee,1654,GBR,DF,Burnley,eng Premier League,28.0,1989.0,38.0,38.0,3420.0,38.0,0.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,0.05,0.05,0.0,0.05,1.6,1.6,1.1,2.7,0.04,0.03,0.07,0.04,0.07,1654,GBR,DF,Burnley,eng Premier League,28.0,1989.0,38.0,0.0,21.0,4.0,19.0,0.55,0.11,0.0,0.0,9.8,0.0,0.0,0.0,1.6,1.6,0.08,-1.6,-1.6
Riccardo Meggiorini,1655,ITA,FW,Chievo,it Serie A,32.0,1985.0,24.0,18.0,1548.0,17.2,3.0,1.0,2.0,1.0,1.0,6.0,0.0,0.17,0.06,0.23,0.12,0.17,3.3,2.5,1.5,4.0,0.19,0.08,0.28,0.15,0.23,1655,ITA,FW,Chievo,it Serie A,32.0,1985.0,17.2,3.0,33.0,14.0,42.4,1.92,0.81,0.06,0.14,16.9,1.0,1.0,1.0,3.3,2.5,0.08,-0.3,-0.5
Admir Mehmedi,1656,CHE,"FW,MF",Wolfsburg,de Bundesliga,27.0,1991.0,26.0,20.0,1692.0,18.8,6.0,5.0,6.0,0.0,0.0,1.0,0.0,0.32,0.27,0.59,0.32,0.59,4.0,4.0,3.6,7.6,0.21,0.19,0.41,0.21,0.41,1656,CHE,"FW,MF",Wolfsburg,de Bundesliga,27.0,1991.0,18.8,6.0,36.0,13.0,36.1,1.91,0.69,0.17,0.46,17.1,1.0,0.0,0.0,4.0,4.0,0.11,2.0,2.0
Soualiho Meïté,1657,FRA,MF,Torino,it Serie A,24.0,1994.0,35.0,30.0,2659.0,29.5,2.0,4.0,2.0,0.0,0.0,7.0,1.0,0.07,0.14,0.2,0.07,0.2,1.2,1.2,2.3,3.5,0.04,0.08,0.12,0.04,0.12,1657,FRA,MF,Torino,it Serie A,24.0,1994.0,29.5,2.0,30.0,11.0,36.7,1.02,0.37,0.07,0.18,22.1,0.0,0.0,0.0,1.2,1.2,0.04,0.8,0.8
Farid El Melali,1658,DZA,"MF,FW",Angers,fr Ligue 1,21.0,1997.0,18.0,0.0,328.0,3.6,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.27,0.27,0.0,0.27,0.4,0.4,0.2,0.6,0.11,0.06,0.17,0.11,0.17,1658,DZA,"MF,FW",Angers,fr Ligue 1,21.0,1997.0,3.6,0.0,8.0,1.0,12.5,2.2,0.27,0.0,0.0,18.9,0.0,0.0,0.0,0.4,0.4,0.05,-0.4,-0.4
Óscar Melendo,1659,ESP,"MF,FW",Espanyol,es La Liga,20.0,1997.0,32.0,22.0,1997.0,22.2,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,0.23,0.23,0.0,0.23,0.4,0.4,4.0,4.4,0.02,0.18,0.2,0.02,0.2,1659,ESP,"MF,FW",Espanyol,es La Liga,20.0,1997.0,22.2,0.0,9.0,5.0,55.6,0.41,0.23,0.0,0.0,21.0,0.0,0.0,0.0,0.4,0.4,0.05,-0.4,-0.4
Gonzalo Melero,1660,ESP,MF,Huesca,es La Liga,24.0,1994.0,22.0,14.0,1345.0,14.9,2.0,1.0,1.0,1.0,2.0,3.0,0.0,0.13,0.07,0.2,0.07,0.13,5.1,3.5,1.9,5.4,0.34,0.13,0.47,0.23,0.36,1660,ESP,MF,Huesca,es La Liga,24.0,1994.0,14.9,2.0,20.0,5.0,25.0,1.34,0.33,0.05,0.2,16.6,0.0,1.0,2.0,5.1,3.5,0.18,-3.1,-2.5
Arthur Melo,1661,BRA,MF,Barcelona,es La Liga,21.0,1996.0,27.0,19.0,1430.0,15.9,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.06,0.06,0.0,0.06,0.3,0.3,1.1,1.4,0.02,0.07,0.09,0.02,0.09,1661,BRA,MF,Barcelona,es La Liga,21.0,1996.0,15.9,0.0,6.0,4.0,66.7,0.38,0.25,0.0,0.0,21.9,0.0,0.0,0.0,0.3,0.3,0.05,-0.3,-0.3
Pedro Mendes,1662,PRT,DF,Montpellier,fr Ligue 1,27.0,1990.0,31.0,31.0,2667.0,29.6,1.0,0.0,1.0,0.0,0.0,7.0,0.0,0.03,0.0,0.03,0.03,0.03,0.9,0.9,0.4,1.2,0.03,0.01,0.04,0.03,0.04,1662,PRT,DF,Montpellier,fr Ligue 1,27.0,1990.0,29.6,1.0,8.0,2.0,25.0,0.27,0.07,0.13,0.5,20.1,0.0,0.0,0.0,0.9,0.9,0.11,0.1,0.1
Thiago Mendes,1664,BRA,MF,Lille,fr Ligue 1,26.0,1992.0,35.0,35.0,3074.0,34.2,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.15,0.15,0.0,0.15,1.5,1.5,4.8,6.3,0.04,0.14,0.18,0.04,0.18,1664,BRA,MF,Lille,fr Ligue 1,26.0,1992.0,34.2,0.0,32.0,4.0,12.5,0.94,0.12,0.0,0.0,27.5,5.0,0.0,0.0,1.5,1.5,0.05,-1.5,-1.5
Brais Méndez,1665,ESP,"MF,FW",Celta Vigo,es La Liga,21.0,1997.0,31.0,27.0,2349.0,26.1,6.0,7.0,5.0,1.0,1.0,5.0,0.0,0.23,0.27,0.5,0.19,0.46,5.5,4.7,4.1,8.7,0.21,0.16,0.36,0.18,0.33,1665,ESP,"MF,FW",Celta Vigo,es La Liga,21.0,1997.0,26.1,6.0,70.0,25.0,35.7,2.68,0.96,0.07,0.2,20.2,2.0,1.0,1.0,5.5,4.7,0.07,0.5,0.3
Nathaniel Mendez-Laing,1666,GBR,"MF,FW",Cardiff City,eng Premier League,26.0,1992.0,20.0,11.0,985.0,10.9,4.0,1.0,3.0,1.0,1.0,0.0,0.0,0.37,0.09,0.46,0.27,0.37,2.3,1.5,1.5,2.9,0.21,0.13,0.34,0.13,0.27,1666,GBR,"MF,FW",Cardiff City,eng Premier League,26.0,1992.0,10.9,4.0,19.0,8.0,42.1,1.74,0.73,0.16,0.38,15.6,0.0,1.0,1.0,2.3,1.5,0.08,1.7,1.5
Stiven Mendoza,1667,COL,"FW,MF",Amiens,fr Ligue 1,26.0,1992.0,25.0,22.0,1877.0,20.9,2.0,2.0,2.0,0.0,0.0,4.0,0.0,0.1,0.1,0.19,0.1,0.19,2.9,2.9,1.3,4.2,0.14,0.06,0.2,0.14,0.2,1667,COL,"FW,MF",Amiens,fr Ligue 1,26.0,1992.0,20.9,2.0,42.0,8.0,19.0,2.01,0.38,0.05,0.25,22.5,4.0,0.0,0.0,2.9,2.9,0.07,-0.9,-0.9
Alexandre Mendy,1668,GNB,FW,Guingamp,fr Ligue 1,24.0,1994.0,16.0,8.0,767.0,8.5,3.0,0.0,3.0,0.0,0.0,2.0,0.0,0.35,0.0,0.35,0.35,0.35,3.0,3.0,1.0,3.9,0.35,0.11,0.46,0.35,0.46,1668,GNB,FW,Guingamp,fr Ligue 1,24.0,1994.0,8.5,3.0,22.0,7.0,31.8,2.58,0.82,0.14,0.43,13.2,0.0,0.0,0.0,3.0,3.0,0.13,0.0,0.0
Benjamin Mendy,1669,FRA,DF,Manchester City,eng Premier League,24.0,1994.0,10.0,10.0,900.0,10.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.5,0.2,0.2,1.6,1.8,0.02,0.16,0.18,0.02,0.18,1669,FRA,DF,Manchester City,eng Premier League,24.0,1994.0,10.0,0.0,7.0,3.0,42.9,0.7,0.3,0.0,0.0,24.2,0.0,0.0,0.0,0.2,0.2,0.03,-0.2,-0.2
Edouard Mendy,1670,SEN,GK,Reims,fr Ligue 1,26.0,1992.0,38.0,38.0,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,1670,SEN,GK,Reims,fr Ligue 1,26.0,1992.0,38.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
Ferland Mendy,1671,FRA,DF,Lyon,fr Ligue 1,23.0,1995.0,30.0,27.0,2531.0,28.1,2.0,1.0,2.0,0.0,0.0,2.0,0.0,0.07,0.04,0.11,0.07,0.11,0.9,0.9,3.2,4.1,0.03,0.11,0.14,0.03,0.14,1671,FRA,DF,Lyon,fr Ligue 1,23.0,1995.0,28.1,2.0,23.0,7.0,30.4,0.82,0.25,0.09,0.29,21.9,0.0,0.0,0.0,0.9,0.9,0.04,1.1,1.1
Nampalys Mendy,1672,SEN,MF,Leicester City,eng Premier League,26.0,1992.0,31.0,23.0,2092.0,23.2,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.0,0.01,0.01,0.0,0.01,1672,SEN,MF,Leicester City,eng Premier League,26.0,1992.0,23.2,0.0,2.0,0.0,0.0,0.09,0.0,0.0,,22.5,0.0,0.0,0.0,0.1,0.1,0.03,-0.1,-0.1
Hamza Mendyl,1673,MAR,DF,Schalke 04,de Bundesliga,20.0,1997.0,9.0,7.0,544.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.02,0.0,0.02,0.02,0.02,1673,MAR,DF,Schalke 04,de Bundesliga,20.0,1997.0,6.0,0.0,3.0,2.0,66.7,0.5,0.33,0.0,0.0,23.4,0.0,0.0,0.0,0.1,0.1,0.04,-0.1,-0.1
Chris Mepham,1674,GB-WLS,DF,Bournemouth,eng Premier League,20.0,1997.0,13.0,10.0,850.0,9.4,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.11,0.11,0.0,0.11,0.1,0.1,0.5,0.6,0.01,0.05,0.06,0.01,0.06,1674,GB-WLS,DF,Bournemouth,eng Premier League,20.0,1997.0,9.4,0.0,2.0,0.0,0.0,0.21,0.0,0.0,,8.9,0.0,0.0,0.0,0.1,0.1,0.06,-0.1,-0.1
