,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tackles - Tkl,Tackles - TklW,Tackles - Def 3rd,Tackles - Mid 3rd,Tackles - Att 3rd,Challenges - Tkl,Challenges - Att,Challenges - Tkl%,Challenges - Lost,Blocks - Blocks,Blocks - Sh,Blocks - Pass,Int,Tkl+Int,Clr,Err
1572,Jean Lucas,br BRA,MF,Lyon,Ligue 1,22.0,1998.0,1.9,3.0,2.0,2.0,1.0,0.0,1.0,4.0,25.0,3.0,3.0,1.0,2.0,2.0,5.0,1.0,0.0
1573,Jean Lucas,br BRA,"MF,FW",Brest,Ligue 1,22.0,1998.0,11.2,19.0,13.0,10.0,9.0,0.0,8.0,29.0,27.6,21.0,7.0,0.0,7.0,8.0,27.0,10.0,1.0
1574,Anderson Lucoqui,ao ANG,DF,Arminia,Bundesliga,23.0,1997.0,17.8,40.0,25.0,23.0,17.0,0.0,20.0,40.0,50.0,20.0,30.0,7.0,23.0,27.0,67.0,53.0,0.0
1575,Jeison Lucumí,co COL,MF,Elche,La Liga,25.0,1995.0,0.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1576,Kilian Ludewig,de GER,"DF,FW",Schalke 04,Bundesliga,20.0,2000.0,5.8,16.0,6.0,10.0,5.0,1.0,8.0,25.0,32.0,17.0,7.0,0.0,7.0,3.0,19.0,14.0,0.0
1577,Florentino Luís,pt POR,MF,Monaco,Ligue 1,20.0,1999.0,2.7,7.0,2.0,4.0,2.0,1.0,6.0,10.0,60.0,4.0,1.0,0.0,1.0,6.0,13.0,2.0,1.0
1578,José Luis Gayà,es ESP,DF,Valencia,La Liga,25.0,1995.0,31.6,59.0,33.0,40.0,13.0,6.0,33.0,68.0,48.5,35.0,22.0,3.0,19.0,38.0,97.0,62.0,1.0
1579,José Luis Morales,es ESP,"MF,FW",Levante,La Liga,33.0,1987.0,27.1,18.0,10.0,7.0,9.0,2.0,8.0,36.0,22.2,28.0,17.0,0.0,17.0,11.0,29.0,11.0,0.0
1580,José Luis Palomino,ar ARG,DF,Atalanta,Serie A,30.0,1990.0,27.0,67.0,33.0,41.0,19.0,7.0,24.0,48.0,50.0,24.0,30.0,16.0,14.0,79.0,146.0,60.0,2.0
1581,Luisinho,pt POR,DF,Huesca,La Liga,35.0,1985.0,2.0,3.0,3.0,2.0,1.0,0.0,1.0,3.0,33.3,2.0,3.0,0.0,3.0,4.0,7.0,7.0,0.0
1582,Luismi,es ESP,"MF,DF",Elche,La Liga,28.0,1992.0,1.9,4.0,2.0,1.0,3.0,0.0,1.0,2.0,50.0,1.0,2.0,0.0,2.0,4.0,8.0,0.0,0.0
1583,David Luiz,br BRA,DF,Arsenal,Premier League,33.0,1987.0,15.5,12.0,9.0,5.0,7.0,0.0,4.0,4.0,100.0,0.0,16.0,9.0,7.0,16.0,28.0,50.0,2.0
1584,Douglas Luiz,br BRA,MF,Aston Villa,Premier League,22.0,1998.0,30.9,49.0,18.0,22.0,26.0,1.0,20.0,58.0,34.5,38.0,52.0,17.0,35.0,43.0,92.0,44.0,2.0
1586,Romelu Lukaku,be BEL,FW,Inter,Serie A,27.0,1993.0,32.0,11.0,1.0,1.0,6.0,4.0,6.0,14.0,42.9,8.0,11.0,1.0,10.0,3.0,14.0,34.0,0.0
1587,Dodi Lukebakio,be BEL,"FW,MF",Hertha BSC,Bundesliga,22.0,1997.0,20.6,21.0,14.0,13.0,5.0,3.0,9.0,20.0,45.0,11.0,14.0,1.0,13.0,12.0,33.0,8.0,0.0
1588,Saša Lukić,rs SRB,MF,Torino,Serie A,23.0,1996.0,23.4,32.0,13.0,11.0,18.0,3.0,15.0,50.0,30.0,35.0,23.0,5.0,18.0,17.0,49.0,17.0,0.0
1589,Senad Lulić,ba BIH,DF,Lazio,Serie A,34.0,1986.0,8.0,14.0,7.0,6.0,5.0,3.0,7.0,15.0,46.7,8.0,10.0,1.0,9.0,4.0,18.0,13.0,0.0
1590,John Lundstram,eng ENG,MF,Sheffield Utd,Premier League,26.0,1994.0,22.6,25.0,16.0,12.0,11.0,2.0,13.0,47.0,27.7,34.0,26.0,8.0,18.0,14.0,39.0,29.0,1.0
1591,Sebastiano Luperto,it ITA,DF,Crotone,Serie A,23.0,1996.0,20.9,38.0,20.0,28.0,8.0,2.0,16.0,27.0,59.3,11.0,17.0,7.0,10.0,27.0,65.0,74.0,1.0
1592,Andreas Luthe,de GER,GK,Union Berlin,Bundesliga,33.0,1987.0,30.8,1.0,1.0,1.0,0.0,0.0,1.0,3.0,33.3,2.0,1.0,0.0,1.0,0.0,1.0,8.0,3.0
1593,Lyanco,br BRA,DF,Torino,Serie A,23.0,1997.0,21.8,21.0,14.0,13.0,6.0,2.0,8.0,14.0,57.1,6.0,36.0,26.0,10.0,46.0,67.0,76.0,0.0
1594,Charalambos Lykogiannis,gr GRE,DF,Cagliari,Serie A,26.0,1993.0,26.9,34.0,21.0,22.0,9.0,3.0,22.0,38.0,57.9,16.0,34.0,13.0,21.0,32.0,66.0,94.0,0.0
1595,Yann M'Vila,fr FRA,MF,Saint-Étienne,Ligue 1,30.0,1990.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1596,Alexis Mac Allister,ar ARG,"MF,FW",Brighton,Premier League,21.0,1998.0,12.4,26.0,12.0,6.0,16.0,4.0,11.0,38.0,28.9,27.0,25.0,4.0,21.0,9.0,35.0,4.0,0.0
1597,Darwin Machís,ve VEN,"FW,MF",Granada,La Liga,27.0,1993.0,22.5,30.0,17.0,12.0,10.0,8.0,6.0,19.0,31.6,13.0,21.0,2.0,19.0,22.0,52.0,13.0,0.0
1598,Tim Maciejewski,de GER,FW,Union Berlin,Bundesliga,19.0,2001.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1599,Luca Mack,de GER,MF,Stuttgart,Bundesliga,20.0,2000.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1600,Yvann Macon,fr FRA,DF,Saint-Étienne,Ligue 1,21.0,1998.0,6.0,30.0,20.0,20.0,8.0,2.0,7.0,19.0,36.8,12.0,6.0,2.0,4.0,9.0,39.0,13.0,0.0
1601,James Maddison,eng ENG,MF,Leicester City,Premier League,23.0,1996.0,23.3,32.0,16.0,5.0,16.0,11.0,14.0,41.0,34.1,27.0,14.0,1.0,13.0,9.0,41.0,5.0,0.0
1602,Mikail Maden,no NOR,FW,Schalke 04,Bundesliga,18.0,2002.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1603,Pablo Maffeo,es ESP,DF,Huesca,La Liga,23.0,1997.0,21.8,26.0,17.0,21.0,4.0,1.0,12.0,26.0,46.2,14.0,18.0,6.0,12.0,35.0,61.0,27.0,0.0
1604,Lisandro Magallán,ar ARG,DF,Crotone,Serie A,26.0,1993.0,24.2,54.0,31.0,28.0,24.0,2.0,17.0,42.0,40.5,25.0,29.0,15.0,14.0,44.0,98.0,78.0,1.0
1605,Christian Maggio,it ITA,DF,Benevento,Serie A,38.0,1982.0,3.3,9.0,4.0,2.0,7.0,0.0,3.0,9.0,33.3,6.0,4.0,1.0,3.0,2.0,11.0,6.0,0.0
1606,Giulio Maggiore,it ITA,MF,Spezia,Serie A,22.0,1998.0,24.6,61.0,36.0,26.0,28.0,7.0,21.0,53.0,39.6,32.0,33.0,6.0,27.0,19.0,80.0,25.0,1.0
1607,Francesco Magnanelli,it ITA,MF,Sassuolo,Serie A,35.0,1984.0,4.9,7.0,5.0,2.0,5.0,0.0,3.0,10.0,30.0,7.0,6.0,2.0,4.0,13.0,20.0,10.0,0.0
1608,Giangiacomo Magnani,it ITA,DF,Hellas Verona,Serie A,24.0,1995.0,16.8,26.0,15.0,14.0,9.0,3.0,9.0,16.0,56.3,7.0,25.0,16.0,9.0,44.0,70.0,105.0,1.0
1609,Hugo Magnetti,fr FRA,MF,Brest,Ligue 1,22.0,1998.0,6.7,24.0,12.0,10.0,13.0,1.0,20.0,40.0,50.0,20.0,6.0,1.0,5.0,14.0,38.0,8.0,0.0
1610,Harry Maguire,eng ENG,DF,Manchester Utd,Premier League,27.0,1993.0,33.9,29.0,17.0,19.0,10.0,0.0,18.0,29.0,62.1,11.0,28.0,23.0,5.0,60.0,89.0,122.0,4.0
1612,Abdallahi Mahmoud,mr MTN,MF,Alavés,La Liga,20.0,2000.0,0.7,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0
1613,Hicham Mahou,fr FRA,FW,Nice,Ligue 1,21.0,1999.0,0.4,1.0,1.0,1.0,0.0,0.0,1.0,2.0,50.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0
1614,Riyad Mahrez,dz ALG,FW,Manchester City,Premier League,29.0,1991.0,21.7,20.0,5.0,2.0,10.0,8.0,6.0,30.0,20.0,24.0,19.0,0.0,19.0,8.0,28.0,4.0,0.0
1615,Arne Maier,de GER,MF,Arminia,Bundesliga,21.0,1999.0,11.5,13.0,9.0,5.0,7.0,1.0,4.0,11.0,36.4,7.0,10.0,3.0,7.0,8.0,21.0,11.0,1.0
1616,Arne Maier,de GER,MF,Hertha BSC,Bundesliga,21.0,1999.0,0.3,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1617,Habib Maïga,ci CIV,MF,Metz,Ligue 1,24.0,1996.0,29.9,81.0,52.0,36.0,40.0,5.0,42.0,85.0,49.4,43.0,37.0,6.0,31.0,49.0,130.0,36.0,0.0
1618,Mike Maignan,fr FRA,GK,Lille,Ligue 1,25.0,1995.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0
1619,Ainsley Maitland-Niles,eng ENG,"MF,DF",Arsenal,Premier League,22.0,1997.0,5.4,11.0,7.0,6.0,5.0,0.0,8.0,12.0,66.7,4.0,12.0,2.0,10.0,14.0,25.0,7.0,1.0
1620,Ainsley Maitland-Niles,eng ENG,MF,West Brom,Premier League,22.0,1997.0,13.7,22.0,10.0,7.0,8.0,7.0,9.0,28.0,32.1,19.0,12.0,1.0,11.0,17.0,39.0,24.0,0.0
1621,Josh Maja,ng NGA,FW,Fulham,Premier League,21.0,1998.0,9.0,7.0,4.0,0.0,3.0,4.0,4.0,10.0,40.0,6.0,3.0,1.0,2.0,4.0,11.0,1.0,0.0
1622,Josh Maja,ng NGA,FW,Bordeaux,Ligue 1,21.0,1998.0,8.9,8.0,2.0,3.0,3.0,2.0,3.0,14.0,21.4,11.0,3.0,0.0,3.0,6.0,14.0,9.0,0.0
1623,Radosław Majecki,pl POL,GK,Monaco,Ligue 1,20.0,1999.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1624,Abdul Majeed Waris,gh GHA,"FW,MF",Strasbourg,Ligue 1,28.0,1991.0,6.1,1.0,1.0,1.0,0.0,0.0,1.0,6.0,16.7,5.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0
1625,Marco Majouga,fr FRA,"FW,MF",Nîmes,Ligue 1,19.0,2001.0,1.4,1.0,1.0,1.0,0.0,0.0,1.0,3.0,33.3,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1626,Jean-Victor Makengo,fr FRA,MF,Udinese,Serie A,22.0,1998.0,5.8,8.0,7.0,5.0,3.0,0.0,3.0,13.0,23.1,10.0,7.0,1.0,6.0,5.0,13.0,7.0,0.0
1627,Nemanja Maksimović,rs SRB,MF,Getafe,La Liga,25.0,1995.0,30.3,50.0,28.0,22.0,24.0,4.0,19.0,46.0,41.3,27.0,40.0,9.0,31.0,57.0,107.0,46.0,1.0
1628,Nikola Maksimović,rs SRB,DF,Napoli,Serie A,28.0,1991.0,13.4,18.0,9.0,11.0,6.0,1.0,9.0,18.0,50.0,9.0,15.0,6.0,9.0,21.0,39.0,49.0,3.0
1629,Filip Malbašić,rs SRB,"FW,MF",Cádiz,La Liga,27.0,1992.0,9.6,12.0,7.0,4.0,5.0,3.0,6.0,18.0,33.3,12.0,10.0,0.0,10.0,4.0,16.0,2.0,0.0
1630,Kévin Malcuit,ma MAR,DF,Fiorentina,Serie A,29.0,1991.0,2.3,5.0,3.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,5.0,0.0,5.0,3.0,8.0,6.0,0.0
1631,Kévin Malcuit,ma MAR,"FW,MF",Napoli,Serie A,29.0,1991.0,0.4,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0
1632,Daniel Maldini,it ITA,"FW,DF",Milan,Serie A,18.0,2001.0,0.3,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1633,Ruslan Malinovskyi,ua UKR,"MF,FW",Atalanta,Serie A,27.0,1993.0,20.8,19.0,8.0,2.0,13.0,4.0,8.0,23.0,34.8,15.0,16.0,1.0,15.0,2.0,21.0,4.0,0.0
1634,Yunus Mallı,tr TUR,MF,Wolfsburg,Bundesliga,28.0,1992.0,0.6,1.0,0.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1635,Hugo Mallo,es ESP,DF,Celta Vigo,La Liga,29.0,1991.0,28.9,58.0,40.0,34.0,23.0,1.0,24.0,52.0,46.2,28.0,42.0,11.0,31.0,37.0,95.0,77.0,0.0
1636,Mickael Malsa,mq MTQ,MF,Levante,La Liga,24.0,1995.0,26.0,55.0,26.0,28.0,24.0,3.0,23.0,51.0,45.1,28.0,38.0,9.0,29.0,43.0,98.0,36.0,2.0
1638,Dennis Man,ro ROU,"FW,MF",Parma,Serie A,21.0,1998.0,7.8,12.0,6.0,6.0,4.0,2.0,6.0,21.0,28.6,15.0,5.0,0.0,5.0,2.0,14.0,6.0,0.0
1639,Hianga Mananga Mbock,fr FRA,"MF,FW",Brest,Ligue 1,20.0,1999.0,5.1,4.0,3.0,2.0,2.0,0.0,2.0,9.0,22.2,7.0,2.0,0.0,2.0,3.0,7.0,6.0,0.0
1640,Vincent Manceau,fr FRA,DF,Angers,Ligue 1,31.0,1989.0,25.7,42.0,27.0,23.0,17.0,2.0,30.0,63.0,47.6,33.0,23.0,2.0,21.0,35.0,77.0,61.0,0.0
1641,Gianluca Mancini,it ITA,DF,Roma,Serie A,24.0,1996.0,31.7,50.0,29.0,29.0,19.0,2.0,18.0,31.0,58.1,13.0,38.0,18.0,20.0,72.0,122.0,77.0,3.0
1642,Steve Mandanda,fr FRA,GK,Marseille,Ligue 1,35.0,1985.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,8.0,6.0
1643,Reinildo Mandava,mz MOZ,DF,Lille,Ligue 1,26.0,1994.0,24.2,79.0,43.0,39.0,32.0,8.0,35.0,58.0,60.3,23.0,26.0,3.0,23.0,45.0,124.0,53.0,0.0
1644,Aïssa Mandi,dz ALG,DF,Betis,La Liga,28.0,1991.0,26.6,30.0,17.0,20.0,10.0,0.0,10.0,16.0,62.5,6.0,21.0,13.0,8.0,39.0,69.0,90.0,0.0
1645,Rolando Mandragora,it ITA,MF,Udinese,Serie A,23.0,1997.0,4.4,8.0,5.0,3.0,4.0,1.0,3.0,10.0,30.0,7.0,10.0,3.0,7.0,6.0,14.0,5.0,0.0
1646,Rolando Mandragora,it ITA,MF,Torino,Serie A,23.0,1997.0,16.9,19.0,4.0,4.0,9.0,6.0,7.0,30.0,23.3,23.0,19.0,6.0,13.0,20.0,39.0,19.0,0.0
1647,Mario Mandžukić,hr CRO,FW,Milan,Serie A,34.0,1986.0,2.4,7.0,6.0,2.0,4.0,1.0,2.0,3.0,66.7,1.0,0.0,0.0,0.0,2.0,9.0,3.0,0.0
1648,Sadio Mané,sn SEN,FW,Liverpool,Premier League,28.0,1992.0,31.2,48.0,30.0,6.0,22.0,20.0,12.0,33.0,36.4,21.0,30.0,0.0,30.0,15.0,63.0,11.0,0.0
1649,Niccolò Manfredini,it ITA,GK,Benevento,Serie A,32.0,1988.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
1650,Eliaquim Mangala,fr FRA,DF,Valencia,La Liga,29.0,1991.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,6.0,2.0,6.0,6.0,12.0,0.0
1651,Orel Mangala,be BEL,MF,Stuttgart,Bundesliga,22.0,1998.0,23.4,27.0,15.0,13.0,11.0,3.0,17.0,28.0,60.7,11.0,27.0,10.0,17.0,26.0,53.0,30.0,0.0
1652,Thomas Mangani,fr FRA,MF,Angers,Ligue 1,33.0,1987.0,29.9,54.0,37.0,25.0,26.0,3.0,30.0,90.0,33.3,60.0,31.0,8.0,23.0,38.0,92.0,39.0,0.0
1653,Vito Mannone,it ITA,GK,Monaco,Ligue 1,32.0,1988.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
1654,Kostas Manolas,gr GRE,DF,Napoli,Serie A,29.0,1991.0,25.5,31.0,18.0,24.0,7.0,0.0,17.0,24.0,70.8,7.0,22.0,13.0,9.0,23.0,54.0,82.0,2.0
1655,Javier Manquillo,es ESP,DF,Newcastle Utd,Premier League,26.0,1994.0,9.2,24.0,14.0,8.0,14.0,2.0,11.0,17.0,64.7,6.0,8.0,1.0,7.0,9.0,33.0,15.0,1.0
1656,Juan Manuel Ramos,uy URU,DF,Spezia,Serie A,23.0,1996.0,3.3,5.0,0.0,3.0,0.0,2.0,4.0,7.0,57.1,3.0,1.0,0.0,1.0,2.0,7.0,6.0,0.0
1657,Myziane Maolida,fr FRA,"FW,MF",Nice,Ligue 1,21.0,1999.0,12.0,13.0,8.0,4.0,4.0,5.0,4.0,11.0,36.4,7.0,6.0,1.0,5.0,6.0,19.0,4.0,0.0
1658,Faitout Maouassa,fr FRA,DF,Rennes,Ligue 1,22.0,1998.0,13.0,20.0,11.0,10.0,8.0,2.0,11.0,19.0,57.9,8.0,9.0,1.0,8.0,17.0,37.0,36.0,0.0
1659,Sekou Mara,fr FRA,"FW,MF",Bordeaux,Ligue 1,18.0,2002.0,2.5,5.0,3.0,1.0,3.0,1.0,2.0,10.0,20.0,8.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0
1660,Maranhão,br BRA,FW,Valladolid,La Liga,23.0,1996.0,13.1,8.0,2.0,2.0,2.0,4.0,0.0,8.0,0.0,8.0,15.0,2.0,13.0,2.0,10.0,9.0,0.0
1661,Fernando Marçal,br BRA,"DF,MF",Wolves,Premier League,31.0,1989.0,6.9,13.0,5.0,6.0,7.0,0.0,6.0,11.0,54.5,5.0,11.0,2.0,9.0,12.0,25.0,25.0,0.0
1662,Fernando Marçal,br BRA,DF,Lyon,Ligue 1,31.0,1989.0,0.9,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0
1664,Marcelo,br BRA,"DF,MF",Real Madrid,La Liga,32.0,1988.0,11.7,25.0,21.0,11.0,6.0,8.0,11.0,24.0,45.8,13.0,13.0,1.0,12.0,10.0,35.0,15.0,0.0
1665,Marcelo,br BRA,DF,Lyon,Ligue 1,33.0,1987.0,32.3,44.0,29.0,30.0,12.0,2.0,26.0,37.0,70.3,11.0,35.0,25.0,10.0,49.0,93.0,122.0,2.0
1666,Solly March,eng ENG,"DF,MF",Brighton,Premier League,26.0,1994.0,18.6,49.0,23.0,24.0,15.0,10.0,18.0,34.0,52.9,16.0,30.0,5.0,25.0,22.0,71.0,30.0,0.0
1667,Federico Marchetti,it ITA,GK,Genoa,Serie A,37.0,1983.0,3.7,1.0,0.0,1.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0
1668,Riccardo Marchizza,it ITA,DF,Spezia,Serie A,22.0,1998.0,17.3,20.0,11.0,12.0,5.0,3.0,12.0,21.0,57.1,9.0,13.0,4.0,9.0,11.0,31.0,27.0,0.0
1669,Gian Marco Ferrari,it ITA,DF,Sassuolo,Serie A,28.0,1992.0,33.5,32.0,20.0,15.0,14.0,3.0,10.0,23.0,43.5,13.0,46.0,37.0,9.0,50.0,82.0,100.0,1.0
1670,Iván Marcone,ar ARG,MF,Elche,La Liga,30.0,1990.0,29.4,64.0,41.0,42.0,17.0,5.0,35.0,84.0,41.7,49.0,27.0,8.0,19.0,36.0,100.0,33.0,3.0
1671,Óscar de Marcos,es ESP,"DF,MF",Athletic Club,La Liga,31.0,1989.0,16.9,28.0,17.0,12.0,10.0,6.0,10.0,25.0,40.0,15.0,12.0,1.0,11.0,12.0,40.0,38.0,0.0
1672,Dario Maresic,at AUT,DF,Reims,Ligue 1,20.0,1999.0,5.7,12.0,7.0,8.0,4.0,0.0,8.0,14.0,57.1,6.0,7.0,2.0,5.0,10.0,22.0,17.0,1.0
1673,José Mari,es ESP,MF,Cádiz,La Liga,32.0,1987.0,16.1,32.0,17.0,13.0,18.0,1.0,14.0,31.0,45.2,17.0,16.0,7.0,9.0,27.0,59.0,33.0,1.0
1674,Pablo Marí,es ESP,DF,Arsenal,Premier League,26.0,1993.0,10.0,15.0,9.0,12.0,3.0,0.0,5.0,10.0,50.0,5.0,8.0,7.0,1.0,9.0,24.0,30.0,2.0
1675,José María Giménez,uy URU,DF,Atlético Madrid,La Liga,25.0,1995.0,19.6,20.0,7.0,14.0,5.0,1.0,12.0,17.0,70.6,5.0,17.0,11.0,6.0,21.0,41.0,65.0,0.0
1676,Mariano,do DOM,FW,Real Madrid,La Liga,26.0,1993.0,5.7,4.0,2.0,2.0,1.0,1.0,0.0,9.0,0.0,9.0,3.0,1.0,2.0,0.0,4.0,3.0,0.0
1677,Jordan Marié,fr FRA,MF,Dijon,Ligue 1,28.0,1991.0,15.9,34.0,17.0,9.0,23.0,2.0,23.0,56.0,41.1,33.0,14.0,5.0,9.0,23.0,57.0,12.0,2.0
1678,Adrián Marín,es ESP,"DF,MF",Alavés,La Liga,23.0,1997.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,2.0,3.0,2.0,0.0
1679,Adrián Marín,es ESP,"DF,MF",Granada,La Liga,23.0,1997.0,3.0,5.0,2.0,1.0,3.0,1.0,2.0,3.0,66.7,1.0,5.0,2.0,3.0,4.0,9.0,9.0,0.0
1680,Răzvan Marin,ro ROU,MF,Cagliari,Serie A,24.0,1996.0,32.9,54.0,33.0,26.0,22.0,6.0,27.0,53.0,50.9,26.0,29.0,10.0,19.0,29.0,83.0,15.0,0.0
1681,Guillermo Maripán,cl CHI,DF,Monaco,Ligue 1,26.0,1994.0,23.2,26.0,11.0,17.0,9.0,0.0,15.0,27.0,55.6,12.0,18.0,11.0,7.0,27.0,53.0,66.0,1.0
1682,Marlon,br BRA,DF,Sassuolo,Serie A,24.0,1995.0,19.4,19.0,13.0,13.0,6.0,0.0,13.0,18.0,72.2,5.0,23.0,17.0,6.0,27.0,46.0,44.0,2.0
1683,Omar Marmoush,eg EGY,FW,Wolfsburg,Bundesliga,21.0,1999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1684,Marquinhos,br BRA,DF,Paris S-G,Ligue 1,26.0,1994.0,23.6,27.0,21.0,14.0,10.0,3.0,15.0,26.0,57.7,11.0,21.0,9.0,12.0,27.0,54.0,75.0,2.0
1685,Luca Marrone,it ITA,DF,Crotone,Serie A,30.0,1990.0,17.6,25.0,18.0,16.0,9.0,0.0,13.0,21.0,61.9,8.0,22.0,11.0,11.0,26.0,51.0,56.0,1.0
1686,Roger Martí,es ESP,FW,Levante,La Liga,29.0,1991.0,24.4,11.0,7.0,5.0,4.0,2.0,6.0,23.0,26.1,17.0,10.0,3.0,7.0,4.0,15.0,6.0,0.0
1687,Anthony Martial,fr FRA,FW,Manchester Utd,Premier League,24.0,1995.0,16.4,2.0,1.0,1.0,1.0,0.0,0.0,10.0,0.0,10.0,17.0,3.0,14.0,1.0,3.0,8.0,0.0
1688,Aarón Martín,es ESP,DF,Celta Vigo,La Liga,23.0,1997.0,17.1,34.0,20.0,15.0,16.0,3.0,10.0,33.0,30.3,23.0,15.0,4.0,11.0,13.0,47.0,37.0,0.0
1690,Aarón Martín,es ESP,"DF,FW",Mainz 05,Bundesliga,23.0,1997.0,2.9,3.0,2.0,2.0,1.0,0.0,2.0,4.0,50.0,2.0,1.0,0.0,1.0,2.0,5.0,2.0,0.0
1691,Álex Martín,es ESP,DF,Cádiz,La Liga,22.0,1998.0,1.1,2.0,0.0,1.0,1.0,0.0,2.0,4.0,50.0,2.0,1.0,1.0,0.0,0.0,2.0,6.0,0.0
1692,Jonas Martin,fr FRA,MF,Rennes,Ligue 1,30.0,1990.0,5.4,11.0,9.0,5.0,4.0,2.0,5.0,14.0,35.7,9.0,11.0,2.0,9.0,13.0,24.0,2.0,1.0
1693,Martinelli,br BRA,FW,Arsenal,Premier League,19.0,2001.0,6.5,7.0,1.0,2.0,3.0,2.0,4.0,10.0,40.0,6.0,6.0,0.0,6.0,8.0,15.0,4.0,0.0
1694,Emiliano Martínez,ar ARG,GK,Aston Villa,Premier League,27.0,1992.0,38.0,3.0,3.0,3.0,0.0,0.0,3.0,4.0,75.0,1.0,0.0,0.0,0.0,2.0,5.0,10.0,2.0
1695,Iñigo Martínez,es ESP,DF,Athletic Club,La Liga,29.0,1991.0,28.0,22.0,15.0,16.0,6.0,0.0,9.0,27.0,33.3,18.0,17.0,7.0,10.0,28.0,50.0,96.0,0.0
1696,Javi Martínez,es ESP,"MF,FW",Osasuna,La Liga,20.0,1999.0,5.1,9.0,4.0,1.0,6.0,2.0,5.0,12.0,41.7,7.0,9.0,0.0,9.0,5.0,14.0,4.0,0.0
1697,Javi Martínez,es ESP,"DF,MF",Bayern Munich,Bundesliga,31.0,1988.0,5.2,10.0,5.0,4.0,4.0,2.0,7.0,9.0,77.8,2.0,8.0,4.0,4.0,13.0,23.0,19.0,0.0
1698,Josep Martinez,es ESP,GK,RB Leipzig,Bundesliga,22.0,1998.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1699,Lautaro Martínez,ar ARG,FW,Inter,Serie A,22.0,1997.0,28.5,25.0,12.0,5.0,11.0,9.0,7.0,24.0,29.2,17.0,31.0,1.0,30.0,27.0,52.0,16.0,0.0
1700,Pablo Martinez,fr FRA,DF,Nîmes,Ligue 1,31.0,1989.0,6.0,10.0,7.0,7.0,3.0,0.0,7.0,7.0,100.0,0.0,6.0,4.0,2.0,11.0,21.0,28.0,0.0
1701,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,Serie A,24.0,1996.0,16.5,32.0,20.0,17.0,11.0,4.0,18.0,41.0,43.9,23.0,27.0,9.0,18.0,39.0,71.0,48.0,0.0
1702,Gelson Martins,pt POR,"MF,FW",Monaco,Ligue 1,25.0,1995.0,17.2,41.0,26.0,12.0,16.0,13.0,15.0,37.0,40.5,22.0,20.0,0.0,20.0,13.0,54.0,8.0,0.0
