,Player,Squad,90s,Tackles - Tkl,Tackles - TklW,Tackles - Def 3rd,Tackles - Mid 3rd,Tackles - Att 3rd,Challenges - Tkl,Challenges - Att,Challenges - Tkl%,Challenges - Lost,Blocks - Blocks,Blocks - Sh,Blocks - Pass,Int,Tkl+Int,Clr,Err
1573,Lois Openda,RB Leipzig,5.2,0,0,0,0,0,0,1,0.0,1,4,0,4,0,0,0,0
1574,Christopher Operi,Le Havre,6.0,4,3,1,1,2,1,3,33.3,2,7,2,5,6,10,13,0
1575,Victor Orakpo,Nice,0.3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
1576,Gift Orban,Lyon,2.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
1577,Willi Orban,RB Leipzig,3.9,8,5,4,4,0,6,7,85.7,1,6,4,2,4,12,17,0
1578,Ivan Ordets,Bochum,1.0,0,0,0,0,0,0,0,0.0,0,1,1,0,1,1,3,0
1579,Gaetano Oristanio,Venezia,5.0,6,4,3,2,1,3,4,75.0,1,6,0,6,2,8,3,0
1580,Aimar Oroz,Osasuna,7.7,13,8,5,5,3,6,13,46.2,7,8,1,7,6,19,1,0
1581,Riccardo Orsolini,Bologna,4.2,2,2,1,0,1,1,2,50.0,1,2,0,2,2,4,1,0
1582,Gabriel Osei Misehouy,Girona,0.7,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
1583,Gabriel Osho,Auxerre,6.4,6,5,6,0,0,3,6,50.0,3,16,11,5,4,10,35,0
1584,Yordan Osorio,Parma,1.9,5,3,4,1,0,2,2,100.0,0,3,1,2,4,9,6,1
1586,Patrick Osterhage,Freiburg,4.9,12,8,5,6,1,4,10,40.0,6,4,0,4,9,21,4,0
1587,William Osula,Newcastle Utd,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
1588,Jibril Othman,Saint-Étienne,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
1589,David Otorbi,Valencia,0.2,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,0,0
1590,Dango Ouattara,Bournemouth,2.9,9,9,2,4,3,5,9,55.6,4,4,0,4,2,11,8,0
1591,Kassoum Ouattara,Monaco,1.8,5,3,2,3,0,3,5,60.0,2,2,0,2,2,7,0,0
1592,Remi Oudin,Lecce,1.1,1,0,1,0,0,1,3,33.3,2,0,0,0,1,2,0,0
1593,Zinedine Ould Khaled,Angers,0.6,1,1,1,0,0,0,1,0.0,1,2,0,2,0,1,1,0
1594,Beres Owusu,Saint-Étienne,1.0,2,2,1,1,0,2,2,100.0,0,2,2,0,0,2,5,0
1595,Elisha Owusu,Auxerre,6.6,25,14,9,16,0,11,17,64.7,6,9,2,7,12,37,10,0
1596,Mikel Oyarzabal,Real Sociedad,4.6,2,0,2,0,0,1,3,33.3,2,2,0,2,0,2,2,0
1597,Salih Ozcan,Wolfsburg,1.4,1,1,0,0,1,0,4,0.0,4,5,1,4,2,3,1,0
1598,Cenk Ozkacar,Valladolid,1.2,2,2,2,0,0,2,5,40.0,3,2,1,1,3,5,7,0
1599,Jon Pacheco,Real Sociedad,3.8,3,2,2,1,0,2,3,66.7,1,5,4,1,3,6,20,1
1600,Willian Pacho,Paris S-G,6.3,11,6,8,3,0,4,6,66.7,2,11,6,5,13,24,25,0
1601,Alex Padilla,Athletic Club,3.6,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,1
1602,Exequiel Palacios,Leverkusen,0.9,0,0,0,0,0,0,0,0.0,0,1,0,1,0,0,0,0
1603,Isaac Palazon Camacho,Rayo Vallecano,5.6,5,4,3,2,0,3,10,30.0,7,4,1,3,3,8,3,0
1604,Alberto Paleari,Torino,1.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0
1605,Marco Palestra,Atalanta,0.5,2,1,1,1,0,1,1,100.0,0,0,0,0,0,2,0,0
1606,Joao Palhinha,Bayern Munich,1.4,1,1,1,0,0,0,2,0.0,2,4,0,4,2,3,2,0
1607,Nicolas Pallois,Nantes,4.0,11,3,9,2,0,8,11,72.7,3,3,2,1,6,17,29,0
1608,Cole Palmer,Chelsea,6.6,7,5,3,4,0,3,6,50.0,3,2,1,1,2,9,5,0
1609,Emerson Palmieri,West Ham,5.6,14,7,8,6,0,4,10,40.0,6,7,1,6,6,20,11,0
1610,Mats Pannewig,Bochum,0.4,0,0,0,0,0,0,0,0.0,0,3,0,3,0,0,2,0
1612,Lucas Paqueta,West Ham,5.8,10,5,5,4,1,5,9,55.6,4,7,1,6,4,14,5,2
1613,Aitor Paredes,Athletic Club,4.9,3,2,1,2,0,2,5,40.0,3,8,6,2,4,7,33,1
1614,Leandro Paredes,Roma,1.2,1,1,0,1,0,0,1,0.0,1,2,1,1,2,3,1,1
1615,Daniel Parejo,Villarreal,6.4,9,7,5,3,1,3,13,23.1,10,4,1,3,4,13,10,1
1616,Fabiano Parisi,Fiorentina,1.4,4,2,1,2,1,0,1,0.0,1,1,0,1,1,5,2,0
1617,Thomas Partey,Arsenal,6.9,20,13,8,6,6,11,17,64.7,6,6,4,2,11,31,14,1
1618,Mario Pasalic,Atalanta,4.9,3,2,0,3,0,1,4,25.0,3,3,1,2,2,5,6,0
1619,Felix Passlack,Bochum,6.0,12,7,8,2,2,7,14,50.0,7,12,5,7,5,17,12,0
1620,Patric,Lazio,2.5,4,2,3,1,0,3,6,50.0,3,0,0,0,2,6,6,0
1621,Benjamin Pavard,Inter,4.5,8,3,4,3,1,4,6,66.7,2,3,2,1,3,11,15,0
1622,Aleksandar Pavlovic,Bayern Munich,4.6,11,6,2,6,3,5,8,62.5,3,6,1,5,0,11,6,0
1623,Strahinja Pavlovic,Milan,3.0,11,7,7,4,0,6,11,54.5,5,3,2,1,3,14,16,0
1624,Leonardo Pavoletti,Cagliari,1.1,0,0,0,0,0,0,0,0.0,0,1,1,0,0,0,1,0
1625,Martin Payero,Udinese,2.4,4,2,1,2,1,1,2,50.0,1,1,1,0,3,7,4,0
1626,Nicolas Paz,Como,4.6,8,7,3,3,2,4,6,66.7,2,9,1,8,4,12,2,0
1627,Mads Pedersen,Augsburg,1.8,5,4,3,1,1,3,3,100.0,0,3,0,3,1,6,5,0
1628,Marcus Pedersen,Torino,2.3,4,2,2,1,1,3,5,60.0,2,2,0,2,0,4,6,0
1629,Pedri,Barcelona,6.5,15,9,5,9,1,5,15,33.3,10,8,1,7,6,21,7,1
1630,Pedro,Lazio,0.5,2,1,0,2,0,1,1,100.0,0,2,0,2,0,2,1,0
1631,Kevin Pedro,Saint-Étienne,0.1,3,0,2,1,0,3,3,100.0,0,1,0,1,2,5,1,0
1632,Adria Pedrosa,Sevilla,5.7,9,3,6,1,2,8,11,72.7,3,12,2,10,4,13,15,0
1633,Jordan Pefok,Union Berlin,4.0,3,2,2,0,1,0,2,0.0,2,2,0,2,3,6,5,0
1634,Pejino,Las Palmas,0.2,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0
1635,Pietro Pellegri,Empoli,0.8,1,0,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0
1636,Lorenzo Pellegrini,Roma,5.8,7,4,1,4,2,1,3,33.3,2,1,0,1,0,7,7,0
1638,Luca Pellegrini,Lazio,0.3,2,2,0,2,0,1,1,100.0,0,2,0,2,0,2,2,0
1639,Theo Pellenard,Auxerre,0.5,3,2,2,1,0,1,3,33.3,2,1,0,1,0,3,3,0
1640,Andy Pelmard,Lecce,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
1641,Faris Pemi Moumbagna,Marseille,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
1642,Inaki Pena,Barcelona,3.5,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,6,0
1643,Ruben Pena,Osasuna,2.3,4,0,1,1,2,1,4,25.0,3,6,0,6,1,5,3,0
1644,Nicolas Pepe,Villarreal,4.2,3,0,1,1,1,0,3,0.0,3,2,1,1,3,6,2,0
1645,Peque,Sevilla,4.9,5,2,1,4,0,2,7,28.6,5,7,0,7,3,8,1,0
1646,Andreas Pereira,Fulham,6.0,3,1,1,1,1,1,8,12.5,7,4,1,3,2,5,2,0
1647,Mathias Pereira Lage,Brest,3.0,4,2,1,2,1,0,1,0.0,1,4,0,4,4,8,5,0
1648,Pedro Pereira,Monza,4.6,6,2,3,3,0,2,4,50.0,2,7,3,4,5,11,9,0
1649,Ayoze Perez,Villarreal,4.6,4,2,1,3,0,1,6,16.7,5,4,0,4,2,6,5,0
1650,Carles Perez,Getafe,6.7,14,10,3,6,5,11,23,47.8,12,10,1,9,2,16,7,0
1651,Francisco Perez,Valencia,0.3,1,1,0,1,0,0,1,0.0,1,1,0,1,0,1,1,0
1652,Kike Perez,Valladolid,5.8,18,12,6,12,0,6,14,42.9,8,7,3,4,4,22,3,0
1653,Luis Perez,Valladolid,8.6,16,10,8,4,4,9,13,69.2,4,13,2,11,9,25,21,0
1654,Nehuen Perez,Udinese,2.0,1,1,0,0,1,0,1,0.0,1,2,2,0,1,2,7,0
1655,Mattia Perin,Juventus,2.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
1656,Romain Perraud,Betis,5.3,9,4,5,1,3,6,17,35.3,11,3,0,3,4,13,14,0
1657,Lucas Perri,Lyon,7.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,5,1
1658,Gaetan Perrin,Auxerre,4.0,11,3,8,1,2,6,11,54.5,5,0,0,0,2,13,1,0
1659,Maximo Perrone,Como,5.3,9,6,6,3,0,3,16,18.8,13,3,0,3,6,15,13,0
1660,Matteo Pessina,Monza,6.5,13,4,2,10,1,8,11,72.7,3,5,0,5,9,22,7,0
1661,Andrea Petagna,Monza,2.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,1,0
1662,Leo Petrot,Saint-Étienne,2.7,5,2,3,2,0,4,4,100.0,0,6,2,4,4,9,16,0
1664,Dorde Petrovic,Strasbourg,4.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0
1665,Giuseppe Pezzella,Empoli,6.0,15,9,10,5,0,11,18,61.1,7,4,2,2,1,16,18,0
1666,Kalvin Phillips,Ipswich Town,3.3,9,3,2,6,1,4,11,36.4,7,8,1,7,6,15,6,0
1667,Jaden Philogene Bidace,Aston Villa,1.5,5,3,1,4,0,2,3,66.7,1,0,0,0,0,5,2,0
1668,Pica,Alavés,1.5,2,2,2,0,0,2,4,50.0,2,4,4,0,2,4,5,0
1669,Roberto Piccoli,Cagliari,6.4,1,0,0,0,1,1,1,100.0,0,2,1,1,1,2,6,0
1670,Benedikt Pichler,Holstein Kiel,5.1,3,2,1,0,2,1,2,50.0,1,4,2,2,1,4,6,0
1671,Jordan Pickford,Everton,7.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,7,1
1672,Amos Pieper,Werder Bremen,1.2,2,1,1,0,1,0,3,0.0,3,2,2,0,5,7,4,0
1673,Marvin Pieringer,Heidenheim,4.7,2,0,0,1,1,1,2,50.0,1,5,0,5,2,4,5,0
1674,Nicholas Pierini,Venezia,0.9,0,0,0,0,0,0,1,0.0,1,2,0,2,0,0,0,0
1675,Santiago Pierotti,Lecce,1.7,5,4,3,2,0,4,6,66.7,2,2,1,1,2,7,1,0
1676,Balthazar Pierret,Lecce,4.5,12,5,8,4,0,2,6,33.3,4,6,1,5,3,15,4,0
1677,Andrea Pinamonti,Genoa,4.9,1,1,0,1,0,0,1,0.0,1,1,0,1,1,2,4,0
1678,Ethan Pinnock,Brentford,7.0,19,10,9,7,3,7,10,70.0,3,9,5,4,10,29,34,2
1679,Yeremi Pino,Villarreal,3.6,9,6,2,5,2,5,11,45.5,6,5,1,4,1,10,3,0
1680,Niccolo Pisilli,Roma,2.7,5,3,2,3,0,2,2,100.0,0,4,0,4,1,6,3,0
1681,Semuel Pizzignacco,Monza,3.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0
1682,Alassane Plea,Gladbach,3.9,1,1,0,1,0,1,1,100.0,0,1,0,1,0,1,1,1
1683,Tommaso Pobega,Bologna,1.0,5,3,3,0,2,2,4,50.0,2,3,1,2,0,5,1,0
1684,Daniel Podence,Wolves,0.5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
1685,Joel Pohjanpalo,Venezia,4.4,1,1,1,0,0,0,0,0.0,0,1,1,0,2,3,3,0
1686,Matteo Politano,Napoli,6.2,4,2,2,2,0,4,5,80.0,1,2,0,2,2,6,10,0
1687,Marin Pongracic,Fiorentina,1.0,1,1,1,0,0,1,3,33.3,2,0,0,0,2,3,4,0
1688,Nick Pope,Newcastle Utd,7.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,7,2
1690,Finn Porath,Holstein Kiel,4.7,13,7,11,1,1,10,15,66.7,5,8,4,4,4,17,10,0
1691,Pedro Porro,Tottenham,7.0,18,12,9,5,4,12,18,66.7,6,12,5,7,10,28,16,0
1692,Portu,Girona,1.8,3,2,1,1,1,2,2,100.0,0,3,0,3,0,3,1,0
1693,Stefan Posch,Bologna,5.1,17,11,7,6,4,9,18,50.0,9,12,3,9,3,20,11,0
1694,Yussuf Poulsen,RB Leipzig,1.2,2,1,1,1,0,2,4,50.0,2,2,2,0,0,2,1,0
1695,Benat Prados,Athletic Club,4.8,8,8,2,6,0,3,13,23.1,10,8,1,7,7,15,5,0
1696,Alexander Prass,Hoffenheim,4.9,8,5,7,1,0,6,15,40.0,9,6,2,4,1,9,11,1
1697,Matteo Prati,Cagliari,1.9,4,2,1,2,1,2,6,33.3,4,0,0,0,2,6,2,1
1698,Abdon Prats,Mallorca,1.5,1,1,1,0,0,0,0,0.0,0,1,0,1,0,1,2,0
1699,Grischa Promel,Hoffenheim,1.9,0,0,0,0,0,0,1,0.0,1,1,1,0,2,2,4,0
1700,Ivan Provedel,Lazio,7.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,5,3
1701,Javi Puado,Espanyol,7.3,6,5,2,2,2,1,1,100.0,0,4,0,4,1,7,8,0
1702,Tymoteusz Puchacz,Holstein Kiel,1.6,3,2,2,1,0,1,2,50.0,1,4,1,3,0,3,5,0
1703,Christian Pulisic,Milan,6.1,12,7,4,5,3,3,7,42.9,4,2,0,2,0,12,2,0
1704,Jarell Quansah,Liverpool,0.5,2,2,1,1,0,0,0,0.0,0,1,1,0,1,3,3,0
1705,Leopold Querfeld,Union Berlin,1.2,2,0,2,0,0,2,3,66.7,1,2,1,1,1,3,13,0
1706,Dani Raba,Leganés,1.6,6,4,3,3,0,3,6,50.0,3,2,0,2,4,10,3,0
1707,Adrien Rabiot,Marseille,0.6,1,0,1,0,0,0,0,0.0,0,0,0,0,1,2,2,0
1708,Hamza Rafia,Lecce,2.5,8,5,4,3,1,2,7,28.6,5,2,1,1,1,9,4,0
1709,Antonio Raillo,Mallorca,9.0,9,5,4,3,2,4,5,80.0,1,11,10,1,13,22,45,0
1710,Antonio Raimondo,Venezia,0.9,2,1,1,1,0,0,0,0.0,0,0,0,0,0,2,0,1
1711,Ylber Ramadani,Lecce,6.5,14,8,6,8,0,7,10,70.0,3,9,3,6,6,20,8,2
1712,Benito Ramirez,Las Palmas,2.4,2,1,2,0,0,2,8,25.0,6,5,2,3,1,3,7,0
1713,Sandro Ramirez,Las Palmas,4.5,6,5,3,3,0,4,8,50.0,4,0,0,0,8,14,4,0
1714,Goncalo Ramos,Paris S-G,0.2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
1716,Aaron Ramsdale,Southampton,5.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,5,1
1717,Jacob Ramsey,Aston Villa,3.7,6,2,2,3,1,2,4,50.0,2,1,0,1,0,6,1,0
1718,Luca Ranieri,Fiorentina,5.4,3,2,2,0,1,0,1,0.0,1,9,6,3,6,9,20,0
1719,Grant Ranos,Gladbach,0.1,1,0,0,1,0,0,1,0.0,1,1,0,1,0,1,0,0
1720,Lilian Raolisoa,Angers,1.1,3,2,1,1,1,1,3,33.3,2,1,1,0,1,4,3,0
1721,Raphinha,Barcelona,8.4,12,6,3,8,1,4,9,44.4,5,5,0,5,2,14,7,0
1722,Marcus Rashford,Manchester Utd,5.3,4,2,1,1,2,2,6,33.3,4,4,0,4,3,7,3,0
1723,Giacomo Raspadori,Napoli,2.2,2,0,1,1,0,1,2,50.0,1,3,1,2,2,4,0,0
1724,Andrei Ratiu,Rayo Vallecano,6.9,12,9,8,1,3,8,9,88.9,1,5,1,4,5,17,16,0
1725,Raul,Osasuna,2.8,2,2,0,1,1,0,1,0.0,1,1,0,1,0,2,2,0
1726,David Raum,RB Leipzig,5.4,11,8,5,4,2,2,6,33.3,4,5,1,4,2,13,10,0
1727,Federico Ravaglia,Bologna,2.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
1728,Rayan Raveloson,Auxerre,4.4,3,2,1,2,0,2,10,20.0,8,2,1,1,2,5,9,0
1729,David Raya,Arsenal,7.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,2,0
1730,Abderrahman Rebbach,Alavés,2.3,0,0,0,0,0,0,3,0.0,3,2,0,2,0,0,3,0
1731,Ante Rebic,Lecce,2.9,2,2,1,0,1,1,4,25.0,3,1,1,0,0,2,1,0
1732,Harrison Reed,Fulham,0.5,5,2,2,2,1,0,2,0.0,2,1,0,1,1,6,1,0
1733,Bobby Reid,Leicester City,1.8,1,1,0,1,0,0,3,0.0,3,4,1,3,0,1,3,0
1734,Tijjani Reijnders,Milan,5.8,1,1,0,1,0,1,8,12.5,7,0,0,0,7,8,4,0
1735,Pepe Reina,Como,3.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1
1736,Rocco Reitz,Gladbach,2.7,9,3,6,3,0,6,6,100.0,0,4,2,2,8,17,5,0
1737,Nicolai Remberg,Holstein Kiel,1.8,6,3,3,3,0,2,4,50.0,2,3,0,3,0,6,4,0
1738,Alex Remiro,Real Sociedad,9.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,3
1739,Guillaume Restes,Toulouse,7.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,0
1740,Mateo Retegui,Atalanta,5.3,5,3,0,1,4,2,4,50.0,2,1,0,1,1,6,4,0
1742,Elvis Rexhbecaj,Augsburg,5.6,8,7,1,5,2,5,13,38.5,8,9,1,8,4,12,6,0
1743,Gio Reyna,Dortmund,0.1,1,0,0,0,1,1,1,100.0,0,0,0,0,0,1,0,0
1744,Chadi Riad,Crystal Palace,1.0,5,2,2,2,1,2,3,66.7,1,0,0,0,2,7,0,0
1745,Alexsandro Ribeiro,Lille,6.0,9,8,4,4,1,8,11,72.7,3,1,0,1,6,15,25,0
1746,Samuele Ricci,Torino,6.6,5,3,2,2,1,4,5,80.0,1,6,3,3,3,8,13,1
1747,Declan Rice,Arsenal,5.5,4,2,0,4,0,3,6,50.0,3,6,4,2,5,9,9,0
1748,Chris Richards,Crystal Palace,3.8,10,5,5,4,1,6,11,54.5,5,7,1,6,3,13,17,0
1749,Amir Richardson,Fiorentina,1.4,6,2,5,1,0,2,5,40.0,3,1,0,1,0,6,4,0
1750,Richarlison,Tottenham,0.3,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0
1751,Diego Rico,Getafe,8.0,28,13,18,7,3,15,23,65.2,8,6,0,6,5,33,13,1
1752,Fabian Rieder,Stuttgart,2.8,5,4,1,2,2,2,6,33.3,4,3,0,3,3,8,0,0
1753,Luis Rioja,Alavés,0.3,2,1,0,1,1,1,2,50.0,1,2,0,2,0,2,0,0
1754,Luis Rioja,Valencia,6.9,6,4,0,3,3,2,10,20.0,8,8,0,8,11,17,7,0
1755,Rodrigo Riquelme,Atlético Madrid,2.7,3,2,3,0,0,2,2,100.0,0,0,0,0,1,4,3,0
1756,Alberto Risco,Getafe,0.8,4,4,2,0,2,1,6,16.7,5,2,0,2,0,4,0,0
1757,Lars Ritzka,St. Pauli,2.3,11,8,3,5,3,5,10,50.0,5,6,0,6,0,11,6,0
1758,Gorka Rivera Alonso,Getafe,0.2,2,0,0,2,0,2,2,100.0,0,0,0,0,0,2,0,0
1759,Sergi Roberto,Como,4.5,9,6,3,3,3,4,5,80.0,1,3,1,2,9,18,6,0
1760,Andrew Robertson,Liverpool,5.7,5,3,3,1,1,3,6,50.0,3,1,0,1,3,8,3,0
1761,Antonee Robinson,Fulham,7.0,25,16,13,11,1,13,20,65.0,7,7,1,6,10,35,25,0
1762,Marc Roca,Betis,8.1,14,8,8,6,0,8,15,53.3,7,16,5,11,8,22,9,1
1763,Rodri,Manchester City,0.7,2,1,1,1,0,0,0,0.0,0,1,0,1,1,3,0,0
1764,Rodri,Betis,1.3,2,1,1,1,0,1,2,50.0,1,2,1,1,1,3,1,1
1765,Alvaro Rodriguez,Getafe,0.2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
1766,Oscar Rodriguez Arnaiz,Leganés,3.5,5,2,1,3,1,1,4,25.0,3,1,0,1,3,8,1,0
1768,Damian Rodriguez,Celta Vigo,5.8,7,4,2,4,1,2,7,28.6,5,3,1,2,4,11,8,0
1769,Dani Rodriguez,Mallorca,6.1,14,12,6,5,3,6,7,85.7,1,3,0,3,2,16,6,0
1770,Guido Rodriguez,West Ham,5.9,16,6,11,5,0,6,15,40.0,9,8,2,6,8,24,11,0
1771,James Rodriguez,Rayo Vallecano,1.1,3,2,1,2,0,0,2,0.0,2,2,0,2,1,4,0,0
1772,Javi Rodriguez,Celta Vigo,5.9,8,5,7,1,0,6,8,75.0,2,4,1,3,4,12,17,0
1773,Kirian Rodriguez,Las Palmas,7.4,12,7,4,8,0,8,20,40.0,12,8,1,7,2,14,6,0
1774,Ricardo Rodriguez,Betis,3.7,9,7,6,1,2,5,9,55.6,4,2,0,2,3,12,11,0
1775,Rodrygo,Real Madrid,6.9,6,4,4,2,0,3,8,37.5,5,7,1,6,0,6,2,0
1776,Mads Roerslev,Brentford,2.9,3,1,3,0,0,1,4,25.0,3,2,0,2,2,5,5,0
1777,Morgan Rogers,Aston Villa,6.7,5,3,2,1,2,2,5,40.0,3,7,2,5,1,6,5,0
1778,Merlin Rohl,Freiburg,1.8,3,3,1,2,0,1,1,100.0,0,1,0,1,1,4,0,0
1779,Alessio Romagnoli,Lazio,6.0,8,5,3,5,0,4,5,80.0,1,4,3,1,8,16,14,0
1780,Leo Roman,Mallorca,3.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
1781,Carlos Romero,Espanyol,7.8,19,14,12,6,1,10,19,52.6,9,8,1,7,6,25,20,0
1782,Cristian Romero,Tottenham,7.0,14,14,11,3,0,9,12,75.0,3,12,3,9,7,21,21,0
1783,Isaac Romero,Sevilla,5.0,2,0,0,1,1,0,3,0.0,3,6,1,5,0,2,5,0
1784,Luka Romero,Alavés,1.7,4,4,1,1,2,2,3,66.7,1,1,0,1,1,5,0,0
1785,Oriol Romeu,Girona,3.5,12,7,3,9,0,5,6,83.3,1,6,2,4,2,14,0,0
1786,Valentin Rongier,Marseille,1.8,6,3,4,2,0,1,4,25.0,3,4,1,3,2,8,7,0
1787,Marten de Roon,Atalanta,7.0,22,12,11,10,1,9,15,60.0,6,17,2,15,11,33,13,0
1788,Vitor Roque,Betis,3.4,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,1,0
1789,Pablo Rosario,Nice,4.9,3,2,0,3,0,2,4,50.0,2,6,4,2,6,9,12,1
1790,Lasse Rosenboom,Holstein Kiel,1.7,4,3,4,0,0,2,3,66.7,1,3,1,2,2,6,7,0
1791,Max Rosenfelder,Freiburg,3.3,7,4,6,1,0,5,5,100.0,0,4,1,3,2,9,20,0
1792,Valentin Rosier,Leganés,8.4,27,23,19,8,0,16,24,66.7,8,12,1,11,11,38,37,0
1794,Tom Rothe,Union Berlin,4.2,17,8,12,5,0,9,14,64.3,5,9,3,6,5,22,10,1
1795,Anthony Rouault,Stuttgart,2.8,2,1,1,1,0,2,2,100.0,0,4,1,3,3,5,9,0
1796,Jonas Rouhi,Juventus,1.0,0,0,0,0,0,0,0,0.0,0,1,0,1,1,1,2,0
1797,Nicolo Rovella,Lazio,4.9,21,16,6,12,3,11,14,78.6,3,2,0,2,6,27,7,1
1798,Jon Rowe,Marseille,1.7,6,6,0,2,4,4,6,66.7,2,1,1,0,0,6,0,0
1799,Amir Rrahmani,Napoli,7.0,5,3,4,1,0,2,6,33.3,4,4,1,3,3,8,26,0
1800,Antonio Rudiger,Real Madrid,8.1,6,4,4,2,0,3,5,60.0,2,12,9,3,3,9,28,0
1801,Matteo Ruggeri,Atalanta,4.6,5,2,1,3,1,2,2,100.0,0,4,0,4,5,10,5,1
1802,Aitor Ruibal,Betis,3.8,3,2,0,1,2,2,6,33.3,4,2,1,1,3,6,2,0
1803,Abel Ruiz,Girona,7.3,2,0,1,0,1,2,5,40.0,3,4,1,3,2,4,3,0
1804,Fabian Ruiz Pena,Paris S-G,3.4,13,7,7,3,3,5,11,45.5,6,4,0,4,3,16,1,0
1805,Geronimo Rulli,Marseille,7.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,6,1
1806,Georginio Rutter,Brighton,3.3,2,0,1,1,0,1,8,12.5,7,6,0,6,2,4,1,1
1807,Julian Ryerson,Dortmund,5.3,4,4,1,2,1,4,7,57.1,3,4,1,3,8,12,5,0
1808,Frederik Ronnow,Union Berlin,6.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,5,0
1809,Jose Sa,Wolves,2.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0
1810,Elias Saad,St. Pauli,3.8,12,7,4,5,3,6,11,54.5,5,6,0,6,1,13,1,0
1811,Youssouf Sabaly,Betis,3.7,8,5,5,2,1,5,6,83.3,1,3,0,3,2,10,13,0
1812,Emmanuel Sabbi,Le Havre,1.7,4,2,3,1,0,1,2,50.0,1,2,0,2,1,5,0,0
1813,Stefano Sabelli,Genoa,3.3,5,4,2,1,2,2,11,18.2,9,6,0,6,1,6,4,0
1814,Marcel Sabitzer,Dortmund,3.4,5,3,0,5,0,3,6,50.0,3,6,3,3,1,6,4,0
1815,Falaye Sacko,Montpellier,6.5,10,5,8,1,1,6,13,46.2,7,8,3,5,8,18,6,0
1816,Umar Sadiq,Real Sociedad,2.1,2,1,1,1,0,1,2,50.0,1,2,1,1,1,3,2,0
1817,Alexis Saelemaekers,Roma,1.2,4,2,3,1,0,2,2,100.0,0,1,0,1,0,4,1,0
1818,Alexis Saelemaekers,Milan,1.0,1,1,0,0,1,1,1,100.0,0,0,0,0,1,2,0,0
1820,Jorge Saenz,Leganés,5.3,13,10,5,7,1,3,5,60.0,2,4,2,2,8,21,36,0
1821,Matvei Safonov,Paris S-G,2.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
1822,Modibo Sagnan,Montpellier,7.0,17,8,8,7,2,10,16,62.5,6,7,4,3,13,30,26,1
1823,Richie Sagrado,Venezia,0.6,1,1,0,1,0,0,0,0.0,0,0,0,0,0,1,1,0
1824,Osame Sahraoui,Lille,4.7,4,3,2,1,1,1,4,25.0,3,6,0,6,3,7,3,1
1825,Wesley Said,Lens,3.9,3,2,1,2,0,1,2,50.0,1,0,0,0,0,3,1,0
1826,Bukayo Saka,Arsenal,6.3,12,8,5,2,5,7,15,46.7,8,10,0,10,1,13,5,0
1827,Marco Sala,Como,1.0,3,2,1,1,1,1,1,100.0,0,1,0,1,1,4,2,0
1828,Ibrahim Salah,Brest,1.4,1,0,0,0,1,1,1,100.0,0,0,0,0,1,2,0,0
1829,Mohamed Salah,Liverpool,6.7,4,4,1,1,2,2,3,66.7,1,1,0,1,1,5,4,0
