,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Performance - CrdY,Performance - CrdR,Performance - 2CrdY,Performance - Fls,Performance - Fld,Performance - Off,Performance - Crs,Performance - Int,Performance - TklW,Performance - PKwon,Performance - PKcon,Performance - OG,Performance - Recov,Aerial Duels - Won,Aerial Duels - Lost,Aerial Duels - Won%
799,Aritz Elustondo,es ESP,DF,Real Sociedad,La Liga,25.0,1994.0,16.8,4.0,0.0,0.0,12.0,9.0,0.0,6.0,15.0,17.0,0.0,0.0,0.0,66.0,64.0,35.0,64.6
800,Nico Elvedi,ch SUI,DF,M'Gladbach,Bundesliga,22.0,1996.0,29.1,5.0,0.0,0.0,22.0,20.0,1.0,1.0,62.0,27.0,0.0,1.0,0.0,169.0,81.0,56.0,59.1
801,Rodrigo Ely,br BRA,DF,Alavés,La Liga,25.0,1993.0,23.6,9.0,1.0,0.0,34.0,12.0,2.0,2.0,32.0,13.0,0.0,0.0,0.0,97.0,87.0,36.0,70.7
802,Adri Embarba,es ESP,"MF,FW",Espanyol,La Liga,27.0,1992.0,15.2,4.0,0.0,0.0,24.0,27.0,1.0,110.0,16.0,22.0,0.0,0.0,0.0,92.0,10.0,36.0,21.7
803,Breel Embolo,ch SUI,"FW,MF",M'Gladbach,Bundesliga,22.0,1997.0,17.2,4.0,0.0,0.0,42.0,47.0,13.0,3.0,8.0,11.0,2.0,0.0,0.0,57.0,21.0,41.0,33.9
804,Emerson,br BRA,DF,Betis,La Liga,20.0,1999.0,31.5,11.0,0.0,0.0,46.0,95.0,1.0,80.0,31.0,46.0,0.0,0.0,0.0,138.0,63.0,36.0,63.6
806,Renaud Emond,be BEL,FW,Nantes,Ligue 1,27.0,1991.0,3.2,1.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,10.0,24.0,29.4
807,Alan Empereur,br BRA,DF,Hellas Verona,Serie A,25.0,1994.0,9.5,3.0,0.0,0.0,18.0,9.0,0.0,2.0,22.0,8.0,0.0,1.0,0.0,44.0,22.0,17.0,56.4
808,Youssef En-Nesyri,ma MAR,FW,Leganés,La Liga,22.0,1997.0,15.4,2.0,0.0,0.0,21.0,19.0,17.0,9.0,5.0,7.0,1.0,0.0,0.0,30.0,70.0,102.0,40.7
809,Youssef En-Nesyri,ma MAR,FW,Sevilla,La Liga,22.0,1997.0,8.8,1.0,0.0,0.0,16.0,11.0,12.0,6.0,5.0,5.0,0.0,0.0,0.0,24.0,34.0,40.0,45.9
810,Björn Engels,be BEL,DF,Aston Villa,Premier League,24.0,1994.0,16.1,1.0,0.0,0.0,5.0,5.0,1.0,2.0,28.0,6.0,0.0,2.0,0.0,53.0,54.0,27.0,66.7
811,Sergi Enrich,es ESP,FW,Eibar,La Liga,29.0,1990.0,20.7,6.0,0.0,0.0,61.0,23.0,17.0,8.0,9.0,6.0,0.0,0.0,0.0,71.0,112.0,174.0,39.2
812,Javier Eraso,es ESP,MF,Leganés,La Liga,29.0,1990.0,9.1,3.0,0.0,0.0,18.0,15.0,3.0,34.0,7.0,5.0,0.0,0.0,0.0,40.0,12.0,27.0,30.8
813,Christian Eriksen,dk DEN,"MF,FW",Tottenham,Premier League,27.0,1992.0,12.2,5.0,0.0,0.0,9.0,6.0,2.0,72.0,12.0,9.0,0.0,0.0,0.0,82.0,6.0,10.0,37.5
814,Christian Eriksen,dk DEN,MF,Inter,Serie A,27.0,1992.0,7.8,0.0,0.0,0.0,6.0,2.0,0.0,59.0,0.0,6.0,0.0,0.0,0.0,47.0,3.0,4.0,42.9
815,Gonzalo Escalante,ar ARG,MF,Eibar,La Liga,26.0,1993.0,18.6,9.0,1.0,1.0,31.0,30.0,2.0,16.0,29.0,22.0,2.0,1.0,0.0,105.0,57.0,60.0,48.7
816,Aarón Escandell,es ESP,GK,Granada,La Liga,23.0,1995.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,
817,Sergio Escudero,es ESP,DF,Sevilla,La Liga,29.0,1989.0,8.6,2.0,0.0,0.0,11.0,8.0,0.0,17.0,13.0,16.0,0.0,1.0,0.0,37.0,25.0,13.0,65.8
818,Bernardo Espinosa,co COL,DF,Espanyol,La Liga,30.0,1989.0,25.1,5.0,1.0,0.0,33.0,18.0,3.0,1.0,24.0,16.0,0.0,1.0,0.0,126.0,115.0,56.0,67.3
819,Sebastiano Esposito,it ITA,FW,Inter,Serie A,17.0,2002.0,2.2,2.0,0.0,0.0,7.0,4.0,1.0,7.0,3.0,2.0,0.0,0.0,0.0,5.0,0.0,6.0,0.0
820,Vicente Esquerdo,es ESP,"MF,FW",Valencia,La Liga,20.0,1999.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,100.0
821,Alexander Esswein,de GER,"FW,MF",Hertha BSC,Bundesliga,29.0,1990.0,2.4,1.0,0.0,0.0,5.0,6.0,0.0,6.0,7.0,4.0,0.0,0.0,0.0,6.0,5.0,1.0,83.3
822,Pervis Estupiñán,ec ECU,DF,Osasuna,La Liga,21.0,1998.0,33.1,8.0,0.0,0.0,42.0,40.0,4.0,162.0,58.0,45.0,0.0,0.0,0.0,277.0,43.0,44.0,49.4
823,Oghenekaro Etebo,ng NGA,MF,Getafe,La Liga,23.0,1995.0,6.4,4.0,0.0,0.0,8.0,7.0,0.0,14.0,11.0,4.0,0.0,0.0,0.0,43.0,22.0,14.0,61.1
824,Beñat Etxebarria,es ESP,MF,Athletic Club,La Liga,32.0,1987.0,4.4,0.0,0.0,0.0,2.0,2.0,0.0,20.0,4.0,1.0,0.0,0.0,0.0,25.0,4.0,5.0,44.4
825,Xabier Etxeita,es ESP,DF,Getafe,La Liga,31.0,1987.0,16.1,7.0,0.0,0.0,16.0,12.0,0.0,0.0,17.0,11.0,0.0,0.0,0.0,58.0,49.0,37.0,57.0
826,Antony Evans,eng ENG,"MF,DF",Paderborn 07,Bundesliga,20.0,1998.0,1.7,0.0,0.0,0.0,5.0,1.0,0.0,16.0,2.0,4.0,0.0,0.0,0.0,8.0,2.0,2.0,50.0
827,Jonny Evans,nir NIR,DF,Leicester City,Premier League,31.0,1988.0,37.6,8.0,1.0,0.0,35.0,27.0,2.0,8.0,57.0,34.0,1.0,1.0,1.0,230.0,126.0,70.0,64.3
828,Edu Expósito,es ESP,MF,Eibar,La Liga,22.0,1996.0,25.7,3.0,0.0,0.0,29.0,18.0,0.0,19.0,31.0,28.0,0.0,0.0,0.0,191.0,42.0,62.0,40.4
829,Valentin Eysseric,fr FRA,"MF,FW",Hellas Verona,Serie A,27.0,1992.0,3.9,3.0,0.0,0.0,11.0,3.0,1.0,14.0,1.0,4.0,0.0,0.0,0.0,16.0,8.0,7.0,53.3
830,Valentin Eysseric,fr FRA,"FW,MF",Fiorentina,Serie A,27.0,1992.0,0.5,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,33.3
832,Łukasz Fabiański,pl POL,GK,West Ham,Premier League,34.0,1985.0,23.5,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,12.0,11.0,0.0,100.0
833,Fabinho,br BRA,MF,Liverpool,Premier League,25.0,1993.0,23.1,6.0,0.0,0.0,32.0,20.0,0.0,9.0,34.0,35.0,0.0,0.0,0.0,157.0,41.0,28.0,59.4
834,Fábio,br BRA,DF,Nantes,Ligue 1,29.0,1990.0,9.3,4.0,0.0,0.0,12.0,3.0,0.0,20.0,18.0,22.0,0.0,0.0,0.0,52.0,15.0,19.0,44.1
835,Cesc Fàbregas,es ESP,MF,Monaco,Ligue 1,32.0,1987.0,10.3,1.0,1.0,0.0,11.0,8.0,1.0,30.0,7.0,4.0,0.0,0.0,0.0,48.0,15.0,5.0,75.0
836,Fabricio,es ESP,GK,Mallorca,La Liga,31.0,1987.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,
837,Ralf Fährmann,de GER,GK,Norwich City,Premier League,30.0,1988.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,
838,Fayçal Fajr,ma MAR,MF,Getafe,La Liga,30.0,1988.0,4.5,2.0,0.0,0.0,3.0,5.0,0.0,32.0,4.0,1.0,0.0,0.0,0.0,19.0,9.0,11.0,45.0
839,Luca Falbo,it ITA,DF,Lazio,Serie A,19.0,2000.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
840,Filippo Falco,it ITA,"FW,MF",Lecce,Serie A,27.0,1992.0,22.4,0.0,0.0,0.0,13.0,84.0,7.0,127.0,2.0,7.0,0.0,0.0,0.0,90.0,4.0,17.0,19.0
841,Eliseo Falcon,es ESP,DF,Levante,La Liga,22.0,1997.0,0.8,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,100.0
842,Wladimiro Falcone,it ITA,GK,Sampdoria,Serie A,24.0,1995.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,
843,Simon Falette,gn GUI,DF,Eint Frankfurt,Bundesliga,27.0,1992.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,4.0,1.0,80.0
844,Iago Falque,es ESP,"FW,MF",Torino,Serie A,29.0,1990.0,1.1,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0
845,Iago Falque,es ESP,MF,Genoa,Serie A,29.0,1990.0,5.8,0.0,0.0,0.0,3.0,2.0,3.0,31.0,1.0,3.0,0.0,0.0,0.0,21.0,3.0,7.0,30.0
846,Akin Famewo,eng ENG,MF,Norwich City,Premier League,20.0,1998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
847,Andri Fannar Baldursson,is ISL,MF,Bologna,Serie A,17.0,2002.0,1.6,0.0,0.0,0.0,4.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,8.0,3.0,1.0,75.0
848,Paolo Faragò,it ITA,"DF,MF",Cagliari,Serie A,26.0,1993.0,14.9,3.0,0.0,0.0,21.0,15.0,0.0,44.0,10.0,28.0,0.0,0.0,1.0,88.0,29.0,24.0,54.7
849,Davide Faraoni,it ITA,DF,Hellas Verona,Serie A,27.0,1991.0,35.9,6.0,0.0,0.0,31.0,40.0,4.0,130.0,36.0,37.0,0.0,1.0,0.0,242.0,34.0,48.0,41.5
850,Mohamed Fares,dz ALG,"DF,MF",SPAL,Serie A,23.0,1996.0,4.7,2.0,0.0,0.0,10.0,8.0,0.0,19.0,5.0,4.0,0.0,0.0,0.0,15.0,6.0,6.0,50.0
851,Diego Farias,br BRA,"MF,FW",Lecce,Serie A,29.0,1990.0,9.2,3.0,1.0,0.0,17.0,16.0,1.0,24.0,4.0,6.0,1.0,0.0,0.0,38.0,2.0,6.0,25.0
852,Ansu Fati,es ESP,FW,Barcelona,La Liga,16.0,2002.0,11.4,2.0,1.0,0.0,19.0,19.0,4.0,21.0,8.0,8.0,0.0,0.0,0.0,41.0,6.0,11.0,35.3
853,Julien Faussurier,fr FRA,DF,Brest,Ligue 1,32.0,1987.0,22.0,1.0,0.0,0.0,17.0,15.0,2.0,80.0,33.0,22.0,0.0,0.0,0.0,118.0,18.0,24.0,42.9
854,Andrea Favilli,it ITA,FW,Genoa,Serie A,22.0,1997.0,7.3,4.0,0.0,0.0,28.0,17.0,4.0,1.0,0.0,7.0,1.0,0.0,0.0,21.0,29.0,34.0,46.0
855,Federico Fazio,ar ARG,DF,Roma,Serie A,32.0,1987.0,13.5,2.0,1.0,0.0,11.0,7.0,1.0,2.0,19.0,11.0,0.0,0.0,0.0,70.0,33.0,22.0,60.0
856,Aleix Febas,es ESP,"MF,FW",Mallorca,La Liga,23.0,1996.0,18.8,4.0,0.0,0.0,19.0,48.0,0.0,3.0,17.0,24.0,1.0,0.0,0.0,92.0,4.0,15.0,21.1
858,Zouhair Feddal,ma MAR,DF,Betis,La Liga,30.0,1989.0,15.9,10.0,2.0,0.0,23.0,9.0,0.0,0.0,23.0,13.0,0.0,0.0,0.0,67.0,45.0,29.0,60.8
859,Ljubomir Fejsa,rs SRB,MF,Alavés,La Liga,30.0,1988.0,8.7,2.0,0.0,0.0,24.0,7.0,0.0,0.0,6.0,13.0,0.0,1.0,0.0,54.0,18.0,11.0,62.1
860,Nabil Fekir,fr FRA,"MF,FW",Betis,La Liga,26.0,1993.0,29.3,10.0,2.0,2.0,69.0,113.0,14.0,51.0,10.0,26.0,5.0,0.0,0.0,121.0,29.0,41.0,41.4
861,Felipe,br BRA,DF,Atlético Madrid,La Liga,30.0,1989.0,23.4,7.0,0.0,0.0,30.0,14.0,1.0,1.0,40.0,19.0,0.0,1.0,0.0,99.0,92.0,32.0,74.2
862,Luiz Felipe,it ITA,DF,Lazio,Serie A,22.0,1997.0,22.5,6.0,0.0,0.0,18.0,15.0,2.0,6.0,41.0,24.0,0.0,1.0,0.0,98.0,22.0,29.0,43.1
863,Lucas Felippe,br BRA,"MF,DF",Hellas Verona,Serie A,19.0,2000.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,
864,João Félix,pt POR,"FW,MF",Atlético Madrid,La Liga,19.0,1999.0,19.4,6.0,0.0,0.0,33.0,39.0,6.0,18.0,10.0,3.0,1.0,0.0,0.0,58.0,17.0,45.0,27.4
865,Ohis Felix Uduokhai,de GER,DF,Augsburg,Bundesliga,21.0,1997.0,21.8,3.0,0.0,0.0,14.0,15.0,1.0,0.0,36.0,26.0,0.0,0.0,0.0,123.0,79.0,46.0,63.2
866,Kiko Femenía,es ESP,DF,Watford,Premier League,28.0,1991.0,24.9,5.0,0.0,0.0,26.0,12.0,1.0,69.0,36.0,38.0,1.0,0.0,0.0,150.0,13.0,13.0,50.0
867,Zinedine Ferhat,dz ALG,"FW,MF",Nîmes,Ligue 1,26.0,1993.0,25.0,1.0,0.0,0.0,17.0,54.0,8.0,165.0,16.0,16.0,0.0,0.0,0.0,114.0,68.0,45.0,60.2
868,Bruno Fernandes,pt POR,MF,Manchester Utd,Premier League,24.0,1994.0,13.2,2.0,0.0,0.0,9.0,14.0,2.0,75.0,11.0,12.0,2.0,0.0,0.0,67.0,3.0,11.0,21.4
869,Edimilson Fernandes,ch SUI,"MF,DF",Mainz 05,Bundesliga,23.0,1996.0,16.5,7.0,1.0,1.0,19.0,5.0,0.0,15.0,32.0,20.0,0.0,0.0,0.0,113.0,15.0,14.0,51.7
870,Gedson Fernandes,pt POR,"MF,DF",Tottenham,Premier League,20.0,1999.0,0.8,0.0,0.0,0.0,0.0,2.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0
871,Gelson Fernandes,ch SUI,MF,Eint Frankfurt,Bundesliga,32.0,1986.0,8.6,5.0,1.0,1.0,25.0,2.0,0.0,2.0,16.0,18.0,0.0,0.0,0.0,56.0,14.0,22.0,38.9
872,Matheus Fernandes,br BRA,"MF,FW",Valladolid,La Liga,21.0,1998.0,1.8,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,11.0,6.0,9.0,40.0
873,Aitor Fernández,es ESP,GK,Levante,La Liga,28.0,1991.0,36.0,2.0,0.0,0.0,1.0,4.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,45.0,10.0,1.0,90.9
874,Andrés Fernández,es ESP,GK,Villarreal,La Liga,32.0,1986.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,3.0,0.0,100.0
875,Carlos Fernández,es ESP,"FW,MF",Granada,La Liga,23.0,1996.0,24.5,8.0,0.0,0.0,60.0,45.0,8.0,12.0,11.0,15.0,2.0,0.0,0.0,74.0,97.0,146.0,39.9
876,Federico Fernández,ar ARG,DF,Newcastle Utd,Premier League,30.0,1989.0,29.1,8.0,0.0,0.0,17.0,20.0,2.0,29.0,24.0,25.0,0.0,0.0,1.0,128.0,60.0,51.0,54.1
877,Gabriel Fernández,uy URU,"FW,MF",Celta Vigo,La Liga,25.0,1994.0,6.2,5.0,1.0,1.0,17.0,8.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,14.0,22.0,30.0,42.3
878,Joaquín Fernández,es ESP,"MF,DF",Valladolid,La Liga,23.0,1996.0,18.4,9.0,0.0,0.0,32.0,8.0,5.0,0.0,32.0,24.0,0.0,0.0,0.0,77.0,54.0,35.0,60.7
879,Fernandinho,br BRA,DF,Manchester City,Premier League,34.0,1985.0,26.6,9.0,2.0,1.0,26.0,17.0,1.0,4.0,25.0,35.0,0.0,1.0,1.0,148.0,74.0,47.0,61.2
880,Fernando,br BRA,MF,Sevilla,La Liga,32.0,1987.0,29.5,13.0,0.0,0.0,39.0,22.0,2.0,2.0,67.0,33.0,0.0,0.0,0.0,187.0,76.0,60.0,55.9
881,Juan Ferney Otero,co COL,"FW,MF",Amiens,Ligue 1,24.0,1995.0,13.4,0.0,1.0,0.0,19.0,18.0,6.0,36.0,19.0,10.0,1.0,0.0,0.0,59.0,34.0,46.0,42.5
882,Alex Ferrari,it ITA,DF,Sampdoria,Serie A,25.0,1994.0,11.2,4.0,0.0,0.0,16.0,13.0,0.0,1.0,12.0,13.0,0.0,0.0,0.0,69.0,14.0,13.0,51.9
884,Facundo Ferreyra,ar ARG,"FW,MF",Espanyol,La Liga,28.0,1991.0,6.4,2.0,0.0,0.0,25.0,8.0,5.0,3.0,2.0,4.0,0.0,0.0,0.0,17.0,23.0,34.0,40.4
885,Jordan Ferri,fr FRA,MF,Montpellier,Ligue 1,27.0,1992.0,12.8,1.0,1.0,0.0,21.0,29.0,0.0,30.0,10.0,13.0,0.0,0.0,0.0,104.0,10.0,10.0,50.0
886,Oliver Fink,de GER,"MF,FW",Düsseldorf,Bundesliga,37.0,1982.0,7.5,2.0,0.0,0.0,13.0,16.0,0.0,8.0,15.0,12.0,1.0,0.0,0.0,55.0,44.0,39.0,53.0
887,Alfreð Finnbogason,is ISL,FW,Augsburg,Bundesliga,30.0,1989.0,10.7,1.0,0.0,0.0,14.0,10.0,6.0,1.0,3.0,6.0,0.0,0.0,0.0,31.0,17.0,37.0,31.5
888,Roberto Firmino,br BRA,FW,Liverpool,Premier League,27.0,1991.0,33.2,0.0,0.0,0.0,29.0,16.0,6.0,9.0,7.0,19.0,0.0,0.0,0.0,136.0,26.0,74.0,26.0
889,Junior Firpo,es ESP,DF,Barcelona,La Liga,22.0,1996.0,11.3,5.0,0.0,0.0,35.0,16.0,2.0,8.0,17.0,15.0,0.0,0.0,0.0,36.0,11.0,12.0,47.8
890,John Fleck,sct SCO,MF,Sheffield Utd,Premier League,27.0,1991.0,28.0,8.0,0.0,0.0,25.0,22.0,1.0,149.0,24.0,25.0,0.0,0.0,0.0,169.0,13.0,23.0,36.1
891,Mark Flekken,nl NED,GK,Freiburg,Bundesliga,26.0,1993.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,0.0,100.0
892,Sergio Floccari,it ITA,FW,SPAL,Serie A,37.0,1981.0,10.5,3.0,0.0,0.0,21.0,18.0,9.0,16.0,5.0,3.0,0.0,0.0,0.0,23.0,30.0,57.0,34.5
893,Alessandro Florenzi,it ITA,"DF,FW",Roma,Serie A,28.0,1991.0,11.1,5.0,0.0,0.0,11.0,12.0,2.0,29.0,16.0,11.0,0.0,0.0,0.0,68.0,12.0,14.0,46.2
894,Alessandro Florenzi,it ITA,DF,Valencia,La Liga,28.0,1991.0,8.4,1.0,1.0,0.0,7.0,5.0,0.0,31.0,14.0,9.0,0.0,0.0,0.0,45.0,4.0,7.0,36.4
895,Phil Foden,eng ENG,"FW,MF",Manchester City,Premier League,19.0,2000.0,10.0,0.0,0.0,0.0,12.0,13.0,1.0,29.0,6.0,10.0,0.0,0.0,0.0,36.0,10.0,18.0,35.7
896,Mamadou Fofana,ml MLI,"DF,MF",Metz,Ligue 1,21.0,1998.0,17.6,4.0,0.0,0.0,21.0,4.0,0.0,1.0,22.0,35.0,0.0,1.0,0.0,98.0,19.0,31.0,38.0
897,Seko Fofana,ci CIV,MF,Udinese,Serie A,24.0,1995.0,25.0,4.0,0.0,0.0,20.0,20.0,0.0,21.0,17.0,12.0,0.0,0.0,0.0,160.0,7.0,17.0,29.2
898,Wesley Fofana,fr FRA,DF,Saint-Étienne,Ligue 1,18.0,2000.0,13.5,4.0,0.0,0.0,14.0,15.0,0.0,2.0,36.0,15.0,0.0,0.0,0.0,86.0,62.0,24.0,72.1
899,Youssouf Fofana,fr FRA,MF,Strasbourg,Ligue 1,20.0,1999.0,11.2,0.0,0.0,0.0,11.0,6.0,2.0,8.0,14.0,17.0,0.0,0.0,0.0,56.0,17.0,8.0,68.0
900,Youssouf Fofana,fr FRA,MF,Monaco,Ligue 1,20.0,1999.0,6.8,1.0,0.0,0.0,12.0,7.0,1.0,6.0,8.0,9.0,0.0,0.0,0.0,49.0,8.0,8.0,50.0
901,Thomas Foket,be BEL,DF,Reims,Ligue 1,24.0,1994.0,27.0,3.0,0.0,0.0,26.0,32.0,0.0,48.0,39.0,36.0,0.0,1.0,0.0,126.0,21.0,29.0,42.0
902,Lamine Fomba,fr FRA,MF,Nîmes,Ligue 1,21.0,1998.0,15.3,5.0,0.0,0.0,43.0,8.0,0.0,6.0,25.0,31.0,0.0,0.0,0.0,102.0,40.0,41.0,49.4
903,José Fonte,pt POR,DF,Lille,Ligue 1,35.0,1983.0,24.5,4.0,0.0,0.0,18.0,14.0,0.0,3.0,28.0,11.0,0.0,2.0,0.0,131.0,64.0,41.0,61.0
904,Pablo Fornals,es ESP,"MF,FW",West Ham,Premier League,23.0,1996.0,24.1,3.0,0.0,0.0,18.0,16.0,7.0,61.0,25.0,28.0,0.0,0.0,0.0,155.0,10.0,48.0,17.2
905,Emil Forsberg,se SWE,MF,RB Leipzig,Bundesliga,27.0,1991.0,12.7,1.0,0.0,0.0,12.0,19.0,2.0,24.0,5.0,10.0,0.0,0.0,0.0,63.0,9.0,16.0,36.0
906,Hernâni Fortes,pt POR,"MF,FW",Levante,La Liga,27.0,1991.0,7.3,3.0,1.0,1.0,5.0,17.0,5.0,47.0,4.0,2.0,0.0,0.0,0.0,37.0,1.0,9.0,10.0
907,Ben Foster,eng ENG,GK,Watford,Premier League,36.0,1983.0,38.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,54.0,9.0,0.0,100.0
908,Lyle Foster,za RSA,FW,Monaco,Ligue 1,18.0,2000.0,0.7,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,66.7
910,Timothy Fosu-Mensah,nl NED,DF,Manchester Utd,Premier League,21.0,1998.0,1.5,1.0,0.0,0.0,5.0,0.0,1.0,2.0,4.0,1.0,0.0,0.0,0.0,7.0,1.0,2.0,33.3
911,Dimitri Foulquier,fr FRA,"DF,MF",Watford,Premier League,26.0,1993.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0
912,Dimitri Foulquier,fr FRA,"DF,MF",Granada,La Liga,26.0,1993.0,12.4,4.0,0.0,0.0,20.0,17.0,0.0,19.0,16.0,11.0,0.0,0.0,0.0,76.0,15.0,21.0,41.7
913,Juan Foyth,ar ARG,DF,Tottenham,Premier League,21.0,1998.0,0.8,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,9.0,2.0,1.0,66.7
914,Gianluca Frabotta,it ITA,DF,Juventus,Serie A,20.0,1999.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,4.0,3.0,0.0,100.0
915,Raphael Framberger,de GER,DF,Augsburg,Bundesliga,23.0,1995.0,13.1,3.0,0.0,0.0,17.0,9.0,1.0,22.0,20.0,25.0,0.0,1.0,0.0,65.0,18.0,21.0,46.2
916,Simon Francis,eng ENG,DF,Bournemouth,Premier League,34.0,1985.0,10.8,5.0,1.0,1.0,7.0,1.0,0.0,16.0,20.0,9.0,0.0,0.0,0.0,62.0,48.0,32.0,60.0
917,Mike Frantz,de GER,MF,Freiburg,Bundesliga,32.0,1986.0,3.9,2.0,0.0,0.0,7.0,6.0,0.0,7.0,1.0,2.0,0.0,0.0,0.0,13.0,7.0,8.0,46.7
918,Ryan Fraser,sct SCO,"MF,FW",Bournemouth,Premier League,25.0,1994.0,23.0,2.0,0.0,0.0,10.0,36.0,1.0,174.0,15.0,6.0,0.0,0.0,0.0,97.0,6.0,25.0,19.4
919,Fred,br BRA,MF,Manchester Utd,Premier League,26.0,1993.0,24.0,8.0,0.0,0.0,42.0,36.0,1.0,63.0,38.0,32.0,0.0,0.0,0.0,234.0,9.0,19.0,32.1
920,Ryan Fredericks,eng ENG,DF,West Ham,Premier League,26.0,1992.0,24.9,7.0,0.0,0.0,25.0,21.0,0.0,59.0,24.0,56.0,0.0,0.0,0.0,113.0,35.0,36.0,49.3
921,Kieron Freeman,wls WAL,FW,Sheffield Utd,Premier League,27.0,1992.0,0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
922,Luke Freeman,eng ENG,MF,Sheffield Utd,Premier League,27.0,1992.0,4.1,2.0,0.0,0.0,6.0,5.0,0.0,15.0,10.0,4.0,0.0,0.0,0.0,20.0,4.0,6.0,40.0
923,Remo Freuler,ch SUI,MF,Atalanta,Serie A,27.0,1992.0,26.0,3.0,0.0,0.0,40.0,34.0,0.0,30.0,28.0,30.0,0.0,0.0,0.0,161.0,14.0,25.0,35.9
924,Marco Friedl,at AUT,"DF,MF",Werder Bremen,Bundesliga,21.0,1998.0,24.3,9.0,0.0,0.0,32.0,44.0,0.0,86.0,34.0,39.0,0.0,0.0,0.0,134.0,22.0,22.0,50.0
925,Marvin Friedrich,de GER,DF,Union Berlin,Bundesliga,23.0,1995.0,31.0,11.0,1.0,1.0,38.0,16.0,0.0,6.0,42.0,31.0,0.0,0.0,0.0,189.0,94.0,74.0,56.0
926,Samúel Friðjónsson,is ISL,MF,Paderborn 07,Bundesliga,23.0,1996.0,2.1,1.0,0.0,0.0,2.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,15.0,1.0,3.0,25.0
927,Jorge de Frutos,es ESP,"MF,DF",Valladolid,La Liga,22.0,1997.0,0.7,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0
928,Christian Fuchs,at AUT,DF,Leicester City,Premier League,33.0,1986.0,8.6,0.0,0.0,0.0,2.0,0.0,1.0,16.0,17.0,9.0,0.0,0.0,0.0,45.0,19.0,18.0,51.4
929,Angelo Fulgini,fr FRA,MF,Angers,Ligue 1,22.0,1996.0,17.5,3.0,1.0,1.0,28.0,56.0,1.0,60.0,19.0,18.0,0.0,0.0,0.0,101.0,19.0,25.0,43.2
