,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Total - Cmp,Total - Att,Total - Cmp%,Total - TotDist,Total - PrgDist,Short - Cmp,Short - Att,Short - Cmp%,Medium - Cmp,Medium - Att,Medium - Cmp%,Long - Cmp,Long - Att,Long - Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP
737,Kasper Dolberg,dk DEN,FW,Nice,Ligue 1,21.0,1997.0,21.0,221.0,290.0,76.2,3024.0,255.0,132.0,163.0,81.0,75.0,87.0,86.2,3.0,4.0,75.0,3.0,2.3,0.5,0.7,12.0,7.0,2.0,0.0,10.0
738,Keagan Dolly,za RSA,MF,Montpellier,Ligue 1,26.0,1993.0,1.6,60.0,75.0,80.0,884.0,251.0,32.0,37.0,86.5,24.0,25.0,96.0,2.0,7.0,28.6,0.0,0.2,0.2,-0.2,4.0,10.0,1.0,0.0,8.0
739,Jaume Doménech,es ESP,GK,Valencia,La Liga,28.0,1990.0,14.7,304.0,461.0,65.9,9100.0,7476.0,77.0,77.0,100.0,96.0,102.0,94.1,125.0,276.0,45.3,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0
740,Nicolás Domínguez,ar ARG,MF,Bologna,Serie A,21.0,1998.0,7.8,337.0,407.0,82.8,5621.0,1595.0,161.0,179.0,89.9,127.0,147.0,86.4,33.0,50.0,66.0,1.0,1.1,0.5,-0.1,11.0,30.0,8.0,1.0,40.0
741,Giulio Donati,it ITA,DF,Lecce,Serie A,29.0,1990.0,19.6,841.0,993.0,84.7,14318.0,5427.0,416.0,446.0,93.3,340.0,397.0,85.6,74.0,118.0,62.7,0.0,2.1,2.0,-2.1,25.0,51.0,28.0,19.0,73.0
742,Ji Dong-won,kr KOR,"FW,MF",Mainz 05,Bundesliga,28.0,1991.0,1.1,14.0,26.0,53.8,188.0,28.0,9.0,13.0,69.2,3.0,7.0,42.9,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
743,Anastasios Donis,gr GRE,FW,Reims,Ligue 1,22.0,1996.0,6.8,66.0,122.0,54.1,1074.0,159.0,33.0,50.0,66.0,28.0,49.0,57.1,5.0,14.0,35.7,0.0,0.3,0.2,-0.3,6.0,1.0,1.0,1.0,3.0
744,Alfredo Donnarumma,it ITA,FW,Brescia,Serie A,28.0,1990.0,18.7,296.0,437.0,67.7,4290.0,996.0,152.0,207.0,73.4,92.0,121.0,76.0,17.0,29.0,58.6,2.0,0.9,1.3,1.1,14.0,29.0,14.0,0.0,52.0
745,Gianluigi Donnarumma,it ITA,GK,Milan,Serie A,20.0,1999.0,35.6,880.0,1139.0,77.3,23874.0,17594.0,166.0,167.0,99.4,419.0,426.0,98.4,291.0,540.0,53.9,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0
746,Gabriel Dos Santos,br BRA,DF,Lille,Ligue 1,21.0,1997.0,23.2,1236.0,1510.0,81.9,24124.0,8741.0,379.0,428.0,88.6,707.0,777.0,91.0,125.0,251.0,49.8,0.0,0.1,0.4,-0.1,3.0,88.0,2.0,0.0,107.0
747,Mathieu Dossevi,tg TOG,"MF,FW",Toulouse,Ligue 1,31.0,1988.0,19.5,460.0,737.0,62.4,7463.0,2489.0,252.0,317.0,79.5,131.0,198.0,66.2,56.0,136.0,41.2,2.0,5.1,5.3,-3.1,49.0,26.0,30.0,18.0,57.0
748,Bas Dost,nl NED,FW,Eint Frankfurt,Bundesliga,30.0,1989.0,16.4,271.0,460.0,58.9,3916.0,949.0,150.0,240.0,62.5,83.0,145.0,57.2,14.0,25.0,56.0,2.0,2.2,2.0,-0.2,19.0,36.0,5.0,0.0,42.0
749,Abdoulaye Doucouré,ml MLI,MF,Watford,Premier League,26.0,1993.0,35.1,1320.0,1712.0,77.1,19007.0,4672.0,714.0,862.0,82.8,456.0,548.0,83.2,61.0,101.0,60.4,2.0,3.9,2.8,-1.9,38.0,120.0,27.0,2.0,161.0
750,Mamadou Doucouré,fr FRA,MF,M'Gladbach,Bundesliga,21.0,1998.0,0.0,9.0,9.0,100.0,143.0,3.0,6.0,6.0,100.0,2.0,2.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
751,Moussa Doumbia,ml MLI,"FW,MF",Reims,Ligue 1,24.0,1994.0,19.1,532.0,689.0,77.2,8457.0,1732.0,310.0,369.0,84.0,148.0,185.0,80.0,54.0,82.0,65.9,1.0,2.1,1.9,-1.1,25.0,41.0,17.0,4.0,79.0
752,Souleyman Doumbia,ci CIV,DF,Angers,Ligue 1,22.0,1996.0,5.0,226.0,298.0,75.8,3327.0,1475.0,118.0,132.0,89.4,88.0,110.0,80.0,8.0,32.0,25.0,1.0,0.2,0.2,0.8,4.0,11.0,4.0,2.0,19.0
754,Souleyman Doumbia,ci CIV,DF,Rennes,Ligue 1,22.0,1996.0,1.0,38.0,47.0,80.9,576.0,196.0,19.0,20.0,95.0,17.0,22.0,77.3,1.0,2.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0
755,Thomas Doyle,eng ENG,MF,Manchester City,Premier League,17.0,2001.0,0.2,20.0,20.0,100.0,305.0,29.0,11.0,11.0,100.0,6.0,6.0,100.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
756,Mohamed Dräger,tn TUN,DF,Paderborn 07,Bundesliga,23.0,1996.0,16.2,621.0,821.0,75.6,11118.0,3465.0,275.0,328.0,83.8,256.0,321.0,79.8,73.0,101.0,72.3,3.0,1.2,1.1,1.8,15.0,27.0,12.0,3.0,45.0
757,Aleksandar Dragović,at AUT,DF,Leverkusen,Bundesliga,28.0,1991.0,11.4,847.0,956.0,88.6,16458.0,5325.0,304.0,333.0,91.3,429.0,466.0,92.1,107.0,138.0,77.5,0.0,0.1,0.2,-0.1,2.0,60.0,3.0,0.0,73.0
758,Bartłomiej Drągowski,pl POL,GK,Fiorentina,Serie A,21.0,1997.0,31.0,645.0,900.0,71.7,17176.0,12430.0,126.0,126.0,100.0,318.0,325.0,97.8,196.0,441.0,44.4,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
759,Julian Draxler,de GER,MF,Paris S-G,Ligue 1,25.0,1993.0,7.6,429.0,485.0,88.5,6251.0,1370.0,236.0,257.0,91.8,154.0,170.0,90.6,18.0,24.0,75.0,4.0,1.8,1.7,2.2,12.0,26.0,18.0,0.0,61.0
760,Dominick Drexler,de GER,"MF,FW",Köln,Bundesliga,29.0,1990.0,17.6,483.0,667.0,72.4,7632.0,2432.0,234.0,288.0,81.3,181.0,238.0,76.1,39.0,76.0,51.3,4.0,3.5,4.4,0.5,27.0,36.0,28.0,12.0,64.0
761,Danny Drinkwater,eng ENG,MF,Aston Villa,Premier League,29.0,1990.0,2.9,138.0,169.0,81.7,2447.0,567.0,67.0,79.0,84.8,54.0,59.0,91.5,16.0,22.0,72.7,0.0,0.0,0.1,0.0,1.0,18.0,1.0,0.0,20.0
762,Danny Drinkwater,eng ENG,MF,Burnley,Premier League,29.0,1990.0,0.6,14.0,24.0,58.3,201.0,25.0,5.0,7.0,71.4,8.0,9.0,88.9,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
763,Josip Drmić,ch SUI,FW,Norwich City,Premier League,26.0,1992.0,7.2,125.0,165.0,75.8,1474.0,163.0,81.0,98.0,82.7,26.0,33.0,78.8,3.0,10.0,30.0,0.0,1.1,0.2,-1.1,4.0,2.0,1.0,0.0,4.0
764,Domingos Duarte,pt POR,DF,Granada,La Liga,24.0,1995.0,34.3,988.0,1278.0,77.3,21341.0,7870.0,245.0,292.0,83.9,574.0,658.0,87.2,159.0,293.0,54.3,1.0,0.1,0.5,0.9,1.0,67.0,5.0,1.0,90.0
765,Léo Duarte,br BRA,DF,Milan,Serie A,23.0,1996.0,4.5,172.0,198.0,86.9,3362.0,978.0,52.0,58.0,89.7,102.0,111.0,91.9,16.0,22.0,72.7,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0
766,Óscar Duarte,cr CRC,DF,Levante,La Liga,30.0,1989.0,5.4,196.0,239.0,82.0,4336.0,1914.0,52.0,58.0,89.7,107.0,116.0,92.2,35.0,58.0,60.3,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,9.0
767,Rubén Duarte,es ESP,DF,Alavés,La Liga,23.0,1995.0,29.6,912.0,1356.0,67.3,15201.0,7662.0,451.0,533.0,84.6,355.0,516.0,68.8,80.0,226.0,35.4,1.0,1.4,1.8,-0.4,13.0,87.0,17.0,9.0,107.0
768,Edgaras Dubickas,lt LTU,DF,Lecce,Serie A,21.0,1998.0,0.0,1.0,2.0,50.0,29.0,17.0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
769,Leo Dubois,fr FRA,DF,Lyon,Ligue 1,24.0,1994.0,15.0,758.0,964.0,78.6,12408.0,4473.0,391.0,440.0,88.9,282.0,350.0,80.6,67.0,119.0,56.3,0.0,1.2,1.6,-1.2,13.0,49.0,12.0,6.0,68.0
770,Martin Dúbravka,sk SVK,GK,Newcastle Utd,Premier League,30.0,1989.0,38.0,609.0,1097.0,55.5,23225.0,19598.0,62.0,62.0,100.0,206.0,210.0,98.1,340.0,814.0,41.8,0.0,0.0,0.1,0.0,0.0,12.0,1.0,0.0,0.0
771,Ondrej Duda,sk SVK,MF,Norwich City,Premier League,24.0,1994.0,8.0,295.0,382.0,77.2,4158.0,1077.0,177.0,204.0,86.8,62.0,80.0,77.5,27.0,54.0,50.0,0.0,1.5,1.3,-1.5,16.0,15.0,9.0,2.0,25.0
772,Ondrej Duda,sk SVK,MF,Hertha BSC,Bundesliga,24.0,1994.0,5.0,144.0,187.0,77.0,2232.0,508.0,80.0,88.0,90.9,43.0,52.0,82.7,14.0,27.0,51.9,1.0,0.3,0.4,0.7,5.0,15.0,3.0,0.0,17.0
773,Shane Duffy,ie IRL,DF,Brighton,Premier League,27.0,1992.0,13.8,521.0,647.0,80.5,10654.0,3802.0,158.0,186.0,84.9,297.0,337.0,88.1,63.0,110.0,57.3,0.0,0.2,0.1,-0.2,2.0,23.0,3.0,1.0,29.0
774,Haris Duljević,ba BIH,"FW,MF",Nîmes,Ligue 1,25.0,1993.0,5.8,108.0,157.0,68.8,1556.0,328.0,62.0,79.0,78.5,31.0,45.0,68.9,8.0,18.0,44.4,3.0,1.0,0.4,2.0,11.0,8.0,6.0,1.0,20.0
775,Paul Dummett,wls WAL,DF,Newcastle Utd,Premier League,27.0,1991.0,13.6,359.0,506.0,70.9,5789.0,2765.0,181.0,204.0,88.7,135.0,170.0,79.4,31.0,95.0,32.6,0.0,0.2,0.2,-0.2,4.0,31.0,4.0,2.0,31.0
776,Alfred Duncan,gh GHA,MF,Fiorentina,Serie A,26.0,1993.0,9.9,341.0,407.0,83.8,5920.0,1707.0,159.0,174.0,91.4,135.0,152.0,88.8,37.0,52.0,71.2,1.0,0.5,0.6,0.5,6.0,40.0,16.0,2.0,54.0
777,Alfred Duncan,gh GHA,MF,Sassuolo,Serie A,26.0,1993.0,9.4,375.0,474.0,79.1,5873.0,1785.0,199.0,231.0,86.1,144.0,181.0,79.6,24.0,39.0,61.5,5.0,1.1,1.0,3.9,12.0,36.0,10.0,1.0,51.0
778,Lewis Dunk,eng ENG,DF,Brighton,Premier League,27.0,1991.0,35.9,1991.0,2298.0,86.6,41568.0,14759.0,569.0,624.0,91.2,1157.0,1214.0,95.3,255.0,427.0,59.7,3.0,1.5,0.6,1.5,14.0,127.0,4.0,0.0,110.0
780,Erik Durm,de GER,"DF,FW",Eint Frankfurt,Bundesliga,27.0,1992.0,5.7,145.0,238.0,60.9,2272.0,892.0,72.0,90.0,80.0,54.0,88.0,61.4,10.0,30.0,33.3,0.0,0.2,0.6,-0.2,4.0,6.0,4.0,1.0,15.0
781,Riza Durmisi,dk DEN,"DF,MF",Nice,Ligue 1,25.0,1994.0,1.8,80.0,99.0,80.8,1353.0,187.0,39.0,41.0,95.1,37.0,41.0,90.2,4.0,15.0,26.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
782,Hugo Duro,es ESP,"FW,MF",Getafe,La Liga,19.0,1999.0,4.2,40.0,75.0,53.3,448.0,142.0,25.0,37.0,67.6,10.0,18.0,55.6,1.0,4.0,25.0,1.0,0.2,0.2,0.8,3.0,3.0,1.0,0.0,5.0
783,Jean-Kevin Duverne,fr FRA,DF,Brest,Ligue 1,22.0,1997.0,13.1,725.0,863.0,84.0,15147.0,4880.0,223.0,256.0,87.1,380.0,414.0,91.8,118.0,179.0,65.9,0.0,0.1,0.2,-0.1,2.0,53.0,1.0,0.0,70.0
784,Paulo Dybala,ar ARG,"FW,MF",Juventus,Serie A,25.0,1993.0,23.9,1264.0,1524.0,82.9,18830.0,4267.0,712.0,785.0,90.7,342.0,403.0,84.9,120.0,181.0,66.3,6.0,6.7,5.7,-0.7,68.0,97.0,49.0,7.0,135.0
785,Edin Džeko,ba BIH,FW,Roma,Serie A,33.0,1986.0,31.7,543.0,793.0,68.5,9513.0,2044.0,260.0,358.0,72.6,196.0,268.0,73.1,73.0,97.0,75.3,7.0,5.7,3.4,1.3,54.0,66.0,30.0,2.0,107.0
786,Blerim Džemaili,ch SUI,MF,Bologna,Serie A,33.0,1986.0,7.8,289.0,353.0,81.9,4869.0,1472.0,141.0,157.0,89.8,103.0,118.0,87.3,31.0,50.0,62.0,1.0,1.3,0.7,-0.3,19.0,32.0,11.0,0.0,58.0
787,Bruno Ecuele Manga,ga GAB,DF,Dijon,Ligue 1,31.0,1988.0,28.0,1151.0,1366.0,84.3,24668.0,9656.0,298.0,344.0,86.6,662.0,725.0,91.3,181.0,272.0,66.5,0.0,0.3,0.5,-0.3,5.0,50.0,6.0,0.0,48.0
788,Simone Edera,it ITA,"MF,FW",Torino,Serie A,22.0,1997.0,4.4,94.0,131.0,71.8,1635.0,446.0,42.0,55.0,76.4,35.0,40.0,87.5,10.0,12.0,83.3,1.0,0.7,0.4,0.3,6.0,6.0,4.0,0.0,19.0
789,Ederson,br BRA,GK,Manchester City,Premier League,25.0,1993.0,34.1,949.0,1082.0,87.7,21002.0,13346.0,276.0,277.0,99.6,481.0,487.0,98.8,190.0,312.0,60.9,0.0,0.1,0.2,-0.1,1.0,10.0,0.0,0.0,0.0
790,John Egan,ie IRL,DF,Sheffield Utd,Premier League,26.0,1992.0,35.4,1040.0,1302.0,79.9,22170.0,7127.0,298.0,349.0,85.4,556.0,644.0,86.3,177.0,279.0,63.4,0.0,0.4,0.5,-0.4,1.0,56.0,1.0,0.0,66.0
791,Johannes Eggestein,de GER,"MF,FW",Werder Bremen,Bundesliga,21.0,1998.0,5.7,144.0,202.0,71.3,1990.0,418.0,86.0,107.0,80.4,43.0,55.0,78.2,6.0,14.0,42.9,0.0,0.4,0.7,-0.4,6.0,6.0,3.0,1.0,11.0
792,Maximilian Eggestein,de GER,MF,Werder Bremen,Bundesliga,22.0,1996.0,31.7,1125.0,1459.0,77.1,17789.0,6040.0,589.0,688.0,85.6,428.0,529.0,80.9,76.0,125.0,60.8,3.0,2.2,2.6,0.8,31.0,137.0,39.0,3.0,209.0
793,Kingsley Ehizibue,nl NED,DF,Köln,Bundesliga,24.0,1995.0,25.9,829.0,1128.0,73.5,13982.0,5457.0,408.0,482.0,84.6,328.0,432.0,75.9,78.0,146.0,53.4,1.0,1.3,1.6,-0.3,15.0,44.0,19.0,12.0,65.0
794,Albin Ekdal,se SWE,MF,Sampdoria,Serie A,30.0,1989.0,26.5,991.0,1165.0,85.1,15865.0,5322.0,502.0,568.0,88.4,393.0,437.0,89.9,67.0,97.0,69.1,2.0,1.2,1.3,0.8,23.0,113.0,21.0,2.0,137.0
795,Harvey Elliott,eng ENG,DF,Liverpool,Premier League,16.0,2003.0,0.1,11.0,15.0,73.3,159.0,29.0,9.0,10.0,90.0,1.0,4.0,25.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0
796,Elif Elmas,mk MKD,MF,Napoli,Serie A,19.0,1999.0,12.6,612.0,676.0,90.5,7678.0,1351.0,404.0,434.0,93.1,144.0,152.0,94.7,17.0,27.0,63.0,1.0,1.0,0.5,0.0,15.0,35.0,6.0,0.0,46.0
797,Ilay Elmkies,il ISR,MF,Hoffenheim,Bundesliga,19.0,2000.0,0.0,3.0,4.0,75.0,22.0,6.0,1.0,2.0,50.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
798,Ahmed Elmohamady,eg EGY,DF,Aston Villa,Premier League,31.0,1987.0,11.5,496.0,657.0,75.5,8552.0,3169.0,246.0,268.0,91.8,182.0,251.0,72.5,57.0,104.0,54.8,1.0,2.8,2.1,-1.8,22.0,44.0,25.0,18.0,47.0
799,Aritz Elustondo,es ESP,DF,Real Sociedad,La Liga,25.0,1994.0,16.8,811.0,991.0,81.8,15659.0,5064.0,284.0,331.0,85.8,431.0,495.0,87.1,84.0,136.0,61.8,1.0,0.9,0.7,0.1,5.0,54.0,4.0,4.0,68.0
800,Nico Elvedi,ch SUI,DF,M'Gladbach,Bundesliga,22.0,1996.0,29.1,1598.0,1741.0,91.8,29382.0,7944.0,538.0,586.0,91.8,913.0,959.0,95.2,123.0,146.0,84.2,0.0,0.1,0.3,-0.1,1.0,44.0,0.0,0.0,70.0
801,Rodrigo Ely,br BRA,DF,Alavés,La Liga,25.0,1993.0,23.6,671.0,893.0,75.1,14374.0,5942.0,199.0,241.0,82.6,350.0,416.0,84.1,113.0,206.0,54.9,0.0,0.2,0.1,-0.2,2.0,26.0,0.0,0.0,40.0
802,Adri Embarba,es ESP,"MF,FW",Espanyol,La Liga,27.0,1992.0,15.2,239.0,436.0,54.8,4043.0,1124.0,123.0,161.0,76.4,78.0,129.0,60.5,25.0,101.0,24.8,4.0,3.4,2.5,0.6,24.0,18.0,17.0,9.0,31.0
803,Breel Embolo,ch SUI,"FW,MF",M'Gladbach,Bundesliga,22.0,1997.0,17.2,288.0,384.0,75.0,3996.0,832.0,176.0,210.0,83.8,80.0,101.0,79.2,14.0,19.0,73.7,5.0,4.3,3.1,0.7,21.0,28.0,17.0,1.0,43.0
804,Emerson,br BRA,DF,Betis,La Liga,20.0,1999.0,31.5,1265.0,1615.0,78.3,19097.0,6176.0,708.0,814.0,87.0,387.0,488.0,79.3,109.0,170.0,64.1,6.0,5.0,4.8,1.0,28.0,54.0,45.0,13.0,108.0
806,Renaud Emond,be BEL,FW,Nantes,Ligue 1,27.0,1991.0,3.2,55.0,79.0,69.6,864.0,173.0,30.0,41.0,73.2,17.0,24.0,70.8,5.0,7.0,71.4,0.0,0.1,0.0,-0.1,2.0,5.0,0.0,0.0,10.0
807,Alan Empereur,br BRA,DF,Hellas Verona,Serie A,25.0,1994.0,9.5,394.0,468.0,84.2,7141.0,3168.0,149.0,173.0,86.1,192.0,214.0,89.7,42.0,63.0,66.7,0.0,0.0,0.1,0.0,1.0,29.0,1.0,0.0,32.0
808,Youssef En-Nesyri,ma MAR,FW,Leganés,La Liga,22.0,1997.0,15.4,153.0,270.0,56.7,2183.0,416.0,88.0,142.0,62.0,35.0,59.0,59.3,13.0,25.0,52.0,2.0,0.6,0.5,1.4,8.0,7.0,7.0,2.0,16.0
809,Youssef En-Nesyri,ma MAR,FW,Sevilla,La Liga,22.0,1997.0,8.8,96.0,156.0,61.5,1274.0,139.0,61.0,79.0,77.2,25.0,42.0,59.5,4.0,6.0,66.7,0.0,0.1,0.2,-0.1,3.0,4.0,1.0,0.0,6.0
810,Björn Engels,be BEL,DF,Aston Villa,Premier League,24.0,1994.0,16.1,548.0,653.0,83.9,11293.0,4152.0,170.0,191.0,89.0,301.0,334.0,90.1,74.0,118.0,62.7,0.0,0.3,0.2,-0.3,2.0,46.0,1.0,1.0,43.0
811,Sergi Enrich,es ESP,FW,Eibar,La Liga,29.0,1990.0,20.7,370.0,540.0,68.5,4787.0,655.0,251.0,331.0,75.8,77.0,125.0,61.6,18.0,26.0,69.2,4.0,1.8,1.3,2.2,11.0,11.0,6.0,0.0,30.0
812,Javier Eraso,es ESP,MF,Leganés,La Liga,29.0,1990.0,9.1,209.0,282.0,74.1,2943.0,593.0,131.0,154.0,85.1,50.0,68.0,73.5,14.0,33.0,42.4,0.0,0.7,1.1,-0.7,8.0,6.0,6.0,5.0,19.0
813,Christian Eriksen,dk DEN,"MF,FW",Tottenham,Premier League,27.0,1992.0,12.2,563.0,761.0,74.0,8861.0,2703.0,316.0,362.0,87.3,162.0,226.0,71.7,57.0,117.0,48.7,2.0,1.9,1.8,0.1,24.0,51.0,23.0,1.0,74.0
814,Christian Eriksen,dk DEN,MF,Inter,Serie A,27.0,1992.0,7.8,353.0,473.0,74.6,5762.0,1646.0,184.0,200.0,92.0,118.0,154.0,76.6,36.0,80.0,45.0,2.0,2.8,2.4,-0.8,22.0,42.0,8.0,2.0,52.0
815,Gonzalo Escalante,ar ARG,MF,Eibar,La Liga,26.0,1993.0,18.6,447.0,666.0,67.1,7471.0,2157.0,227.0,289.0,78.5,160.0,240.0,66.7,46.0,81.0,56.8,1.0,1.1,0.9,-0.1,9.0,52.0,9.0,3.0,68.0
816,Aarón Escandell,es ESP,GK,Granada,La Liga,23.0,1995.0,3.0,73.0,126.0,57.9,2385.0,1855.0,15.0,15.0,100.0,24.0,24.0,100.0,34.0,87.0,39.1,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
817,Sergio Escudero,es ESP,DF,Sevilla,La Liga,29.0,1989.0,8.6,461.0,582.0,79.2,7198.0,2956.0,255.0,285.0,89.5,152.0,185.0,82.2,36.0,70.0,51.4,0.0,0.7,0.9,-0.7,6.0,25.0,8.0,3.0,38.0
818,Bernardo Espinosa,co COL,DF,Espanyol,La Liga,30.0,1989.0,25.1,827.0,1122.0,73.7,17130.0,6785.0,217.0,259.0,83.8,500.0,620.0,80.6,97.0,198.0,49.0,0.0,0.5,0.7,-0.5,4.0,36.0,3.0,0.0,56.0
819,Sebastiano Esposito,it ITA,FW,Inter,Serie A,17.0,2002.0,2.2,41.0,67.0,61.2,653.0,171.0,29.0,40.0,72.5,6.0,9.0,66.7,6.0,12.0,50.0,0.0,0.1,0.1,-0.1,4.0,3.0,2.0,0.0,5.0
820,Vicente Esquerdo,es ESP,"MF,FW",Valencia,La Liga,20.0,1999.0,0.2,8.0,12.0,66.7,116.0,59.0,5.0,5.0,100.0,1.0,4.0,25.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
821,Alexander Esswein,de GER,"FW,MF",Hertha BSC,Bundesliga,29.0,1990.0,2.4,53.0,85.0,62.4,831.0,268.0,29.0,34.0,85.3,20.0,29.0,69.0,3.0,15.0,20.0,0.0,1.4,1.1,-1.4,3.0,4.0,1.0,1.0,4.0
822,Pervis Estupiñán,ec ECU,DF,Osasuna,La Liga,21.0,1998.0,33.1,1311.0,1831.0,71.6,20958.0,8923.0,714.0,832.0,85.8,447.0,596.0,75.0,116.0,259.0,44.8,5.0,3.6,3.3,1.4,44.0,94.0,58.0,35.0,132.0
823,Oghenekaro Etebo,ng NGA,MF,Getafe,La Liga,23.0,1995.0,6.4,127.0,218.0,58.3,2313.0,638.0,57.0,76.0,75.0,47.0,78.0,60.3,17.0,36.0,47.2,0.0,0.6,0.4,-0.6,3.0,13.0,2.0,1.0,20.0
824,Beñat Etxebarria,es ESP,MF,Athletic Club,La Liga,32.0,1987.0,4.4,162.0,199.0,81.4,2984.0,862.0,68.0,74.0,91.9,64.0,75.0,85.3,24.0,42.0,57.1,0.0,0.7,0.7,-0.7,10.0,13.0,3.0,1.0,18.0
825,Xabier Etxeita,es ESP,DF,Getafe,La Liga,31.0,1987.0,16.1,237.0,439.0,54.0,5322.0,2652.0,56.0,105.0,53.3,126.0,197.0,64.0,48.0,113.0,42.5,0.0,0.1,0.1,-0.1,2.0,25.0,0.0,0.0,39.0
826,Antony Evans,eng ENG,"MF,DF",Paderborn 07,Bundesliga,20.0,1998.0,1.7,41.0,65.0,63.1,893.0,473.0,15.0,20.0,75.0,12.0,19.0,63.2,11.0,22.0,50.0,0.0,0.7,0.6,-0.7,4.0,1.0,3.0,2.0,6.0
827,Jonny Evans,nir NIR,DF,Leicester City,Premier League,31.0,1988.0,37.6,2178.0,2518.0,86.5,43936.0,15190.0,618.0,680.0,90.9,1333.0,1454.0,91.7,219.0,354.0,61.9,1.0,0.7,0.7,0.3,8.0,131.0,3.0,1.0,157.0
828,Edu Expósito,es ESP,MF,Eibar,La Liga,22.0,1996.0,25.7,743.0,928.0,80.1,13396.0,3307.0,344.0,411.0,83.7,289.0,343.0,84.3,92.0,130.0,70.8,1.0,0.9,0.9,0.1,20.0,80.0,13.0,4.0,104.0
829,Valentin Eysseric,fr FRA,"MF,FW",Hellas Verona,Serie A,27.0,1992.0,3.9,117.0,153.0,76.5,1855.0,469.0,68.0,77.0,88.3,31.0,43.0,72.1,13.0,18.0,72.2,0.0,0.5,0.5,-0.5,10.0,6.0,7.0,2.0,18.0
830,Valentin Eysseric,fr FRA,"FW,MF",Fiorentina,Serie A,27.0,1992.0,0.5,15.0,26.0,57.7,271.0,68.0,7.0,9.0,77.8,7.0,9.0,77.8,1.0,4.0,25.0,0.0,0.0,0.1,0.0,0.0,3.0,0.0,0.0,5.0
832,Łukasz Fabiański,pl POL,GK,West Ham,Premier League,34.0,1985.0,23.5,386.0,678.0,56.9,15775.0,13749.0,28.0,28.0,100.0,109.0,116.0,94.0,248.0,525.0,47.2,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0
833,Fabinho,br BRA,MF,Liverpool,Premier League,25.0,1993.0,23.1,1381.0,1593.0,86.7,23882.0,5652.0,588.0,641.0,91.7,647.0,731.0,88.5,107.0,153.0,69.9,3.0,1.6,1.4,1.4,19.0,129.0,19.0,3.0,129.0
834,Fábio,br BRA,DF,Nantes,Ligue 1,29.0,1990.0,9.3,422.0,533.0,79.2,6432.0,2916.0,245.0,271.0,90.4,144.0,189.0,76.2,25.0,46.0,54.3,0.0,0.4,0.3,-0.4,7.0,30.0,8.0,4.0,36.0
835,Cesc Fàbregas,es ESP,MF,Monaco,Ligue 1,32.0,1987.0,10.3,636.0,776.0,82.0,10794.0,4001.0,313.0,341.0,91.8,245.0,292.0,83.9,58.0,97.0,59.8,3.0,2.1,3.2,0.9,23.0,83.0,22.0,2.0,116.0
836,Fabricio,es ESP,GK,Mallorca,La Liga,31.0,1987.0,1.0,25.0,33.0,75.8,814.0,630.0,0.0,0.0,,13.0,13.0,100.0,12.0,20.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
837,Ralf Fährmann,de GER,GK,Norwich City,Premier League,30.0,1988.0,0.2,7.0,10.0,70.0,94.0,38.0,6.0,6.0,100.0,1.0,2.0,50.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838,Fayçal Fajr,ma MAR,MF,Getafe,La Liga,30.0,1988.0,4.5,115.0,190.0,60.5,2699.0,893.0,41.0,56.0,73.2,28.0,44.0,63.6,39.0,76.0,51.3,0.0,0.6,0.5,-0.6,9.0,22.0,3.0,2.0,23.0
839,Luca Falbo,it ITA,DF,Lazio,Serie A,19.0,2000.0,0.0,1.0,2.0,50.0,26.0,23.0,0.0,0.0,,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
