,Player,Squad,90s,SCA - SCA,SCA - SCA90,SCA Types - PassLive,SCA Types - PassDead,SCA Types - TO,SCA Types - Sh,SCA Types - Fld,SCA Types - Def,GCA - GCA,GCA - GCA90,GCA Types - PassLive,GCA Types - PassDead,GCA Types - TO,GCA Types - Sh,GCA Types - Fld,GCA Types - Def
682,Fabian Delph,Everton,3.0,4,1.35,2,1,0,0,1,0,0,0.00,0,0,0,0,0,0
683,Moussa Dembele,Atlético Madrid,1.1,3,2.70,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
684,Moussa Dembele,Lyon,7.5,24,3.19,15,0,2,5,2,0,1,0.13,1,0,0,0,0,0
685,Ousmane Dembele,Barcelona,19.7,82,4.16,57,9,6,6,3,1,8,0.41,6,0,0,2,0,0
686,Merih Demiral,Juventus,10.4,9,0.86,6,1,0,2,0,0,1,0.10,0,0,0,1,0,0
687,Kerem Demirbay,Leverkusen,19.4,81,4.17,50,20,3,5,3,0,7,0.36,3,2,1,1,0,0
688,Ermedin Demirovic,Freiburg,16.6,34,2.04,20,0,4,4,6,0,9,0.54,5,0,1,2,1,0
689,Diego Demme,Napoli,17.7,34,1.92,31,0,0,0,0,3,2,0.11,2,0,0,0,0,0
690,Jason Denayer,Lyon,29.0,14,0.48,14,0,0,0,0,0,0,0.00,0,0,0,0,0,0
691,Leander Dendoncker,Wolves,27.8,46,1.65,39,0,0,4,1,2,6,0.22,4,0,0,2,0,0
692,Kevin Denkey,Nîmes,5.8,8,1.37,4,0,0,3,1,0,1,0.17,1,0,0,0,0,0
693,Emmanuel Dennis,Köln,5.3,7,1.33,5,0,1,0,1,0,0,0.00,0,0,0,0,0,0
694,Stefano Denswil,Bologna,1.3,2,1.57,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
695,Fabio Depaoli,Benevento,12.4,15,1.21,9,2,1,3,0,0,1,0.08,0,0,0,1,0,0
696,Fabio Depaoli,Sampdoria,0.9,2,2.34,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0
697,Fabio Depaoli,Atalanta,2.1,3,1.41,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
698,Clement Depres,Nîmes,0.2,1,6.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
699,Mike van der Hoorn,Arminia,15.1,5,0.33,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0
700,Kastriot Dermaku,Parma,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
702,Kiril Despodov,Cagliari,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
703,Sergino Dest,Barcelona,21.2,43,2.03,39,1,1,1,0,1,2,0.09,2,0,0,0,0,0
704,Mattia Destro,Genoa,17.8,17,0.95,9,0,4,2,1,1,2,0.11,2,0,0,0,0,0
705,Gerard Deulofeu,Udinese,6.6,20,3.01,15,1,1,0,3,0,4,0.60,2,0,1,0,1,0
706,Deyverson,Alavés,9.7,21,2.16,15,0,1,1,3,1,4,0.41,1,0,0,1,1,1
707,Jacopo Dezi,Parma,0.9,2,2.28,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
708,Samuel Di Carmine,Hellas Verona,5.6,14,2.98,8,0,0,2,4,0,2,0.43,1,0,0,1,0,0
709,Samuel Di Carmine,Crotone,5.3,4,0.76,0,0,0,0,4,0,2,0.38,0,0,0,0,2,0
710,Giovanni Di Lorenzo,Napoli,36.0,116,3.22,94,6,7,3,5,1,18,0.50,12,1,2,1,2,0
711,Angel Di Maria,Paris S-G,20.6,132,6.41,82,24,9,7,9,1,18,0.87,13,1,1,1,2,0
712,Alessandro Di Pardo,Juventus,0.2,2,12.86,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0
713,Giuseppe Di Serio,Benevento,3.2,8,2.47,5,0,0,2,1,0,1,0.31,1,0,0,0,0,0
714,Boulaye Dia,Reims,32.6,75,2.30,48,0,11,8,7,1,9,0.28,1,0,5,2,1,0
715,Abdoulay Diaby,Getafe,0.2,2,10.00,1,0,0,1,0,0,1,5.00,0,0,0,1,0,0
716,Moussa Diaby,Leverkusen,26.5,82,3.09,59,0,14,6,2,1,19,0.72,11,0,5,2,1,0
717,Mbaye Diagne,West Brom,13.2,22,1.67,16,0,2,1,2,1,5,0.38,3,0,0,1,0,1
718,Mouctar Diakhaby,Valencia,23.1,7,0.30,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0
719,Abdou Diallo,Paris S-G,16.6,6,0.36,4,0,0,1,0,1,1,0.06,1,0,0,0,0,0
720,Amad Diallo,Manchester Utd,1.8,3,1.63,3,0,0,0,0,0,1,0.54,1,0,0,0,0,0
721,Amad Diallo,Atalanta,0.2,2,12.86,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
722,Habib Diallo,Strasbourg,25.8,45,1.74,32,0,4,7,2,0,8,0.31,4,0,0,4,0,0
723,Habib Diallo,Metz,1.6,1,0.63,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
724,Ibrahima Diallo,Southampton,11.3,19,1.68,15,0,2,1,0,1,1,0.09,1,0,0,0,0,0
725,Ibrahima Diallo,Brest,4.9,7,1.43,4,0,0,0,1,2,0,0.00,0,0,0,0,0,0
726,Amadou Diambo,Benevento,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
728,Grady Diangana,West Brom,13.7,26,1.89,15,2,0,3,5,1,1,0.07,0,1,0,0,0,0
729,Stephane Diarra,Lorient,2.2,9,4.11,7,0,2,0,0,0,0,0.00,0,0,0,0,0,0
730,Ruben Dias,Manchester City,31.6,22,0.70,20,0,0,1,1,0,2,0.06,1,0,0,1,0,0
731,Krepin Diatta,Monaco,4.3,7,1.62,5,0,0,0,2,0,1,0.23,1,0,0,0,0,0
732,Amadou Diawara,Roma,7.3,7,1.10,7,0,0,0,0,0,1,0.16,1,0,0,0,0,0
733,Brahim Diaz,Milan,13.6,48,3.51,29,5,3,3,8,0,10,0.73,7,1,1,0,1,0
734,Victor Diaz,Granada,9.2,11,1.20,7,3,0,1,0,0,3,0.33,2,0,0,1,0,0
735,Daniel Didavi,Stuttgart,10.8,40,3.72,31,4,1,2,2,0,5,0.46,3,1,0,1,0,0
736,Bamba Dieng,Marseille,1.4,2,1.40,1,0,0,0,1,0,2,1.40,1,0,0,0,1,0
737,Eric Dier,Tottenham,28.0,24,0.86,21,0,0,2,1,0,0,0.00,0,0,0,0,0,0
738,Daan Dierckx,Parma,5.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
739,Lucas Digne,Everton,29.8,76,2.55,52,18,0,5,1,0,12,0.40,7,3,0,2,0,0
740,Mitchell Dijks,Bologna,16.5,19,1.15,14,2,0,0,1,2,0,0.00,0,0,0,0,0,0
741,Javairo Dilrosun,Hertha BSC,5.9,12,2.04,6,1,4,0,0,1,1,0.17,1,0,0,0,0,0
742,Federico Dimarco,Hellas Verona,29.0,117,4.17,51,54,3,5,4,0,6,0.21,5,1,0,0,0,0
743,Junior Dina Ebimbe,Dijon,23.8,65,2.73,49,0,8,5,3,0,3,0.13,2,0,0,1,0,0
744,Tristan Dingome,Reims,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
745,Eren Dinkci,Werder Bremen,1.2,3,2.48,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
746,Sinaly Diomande,Lyon,12.6,8,0.64,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0
747,Lois Diony,Angers,19.4,34,1.75,23,0,2,5,4,0,2,0.10,1,0,0,0,1,0
748,Issa Diop,West Ham,15.3,4,0.26,4,0,0,0,0,0,1,0.07,1,0,0,0,0,0
749,Papakouli Diop,Eibar,25.8,31,1.20,25,1,0,3,1,1,1,0.04,1,0,0,0,0,0
750,Sofiane Diop,Monaco,22.5,68,3.03,51,3,4,5,2,3,11,0.49,6,0,1,2,0,2
751,Andy Diouf,Rennes,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
752,Yehvann Diouf,Reims,1.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
754,Assane Diousse,Saint-Étienne,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
755,Jonas Dirkner,Hertha BSC,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
756,Axel Disasi,Monaco,22.3,8,0.36,7,0,0,1,0,0,0,0.00,0,0,0,0,0,0
757,Tiago Djalo,Lille,9.7,11,1.14,10,0,0,0,0,1,0,0.00,0,0,0,0,0,0
758,Djene,Getafe,32.7,16,0.49,12,0,1,0,2,1,3,0.09,1,0,1,0,1,0
759,Moussa Djenepo,Southampton,13.8,31,2.25,19,0,6,1,4,1,4,0.29,2,0,1,0,1,0
760,Koffi Djidji,Crotone,16.9,9,0.53,9,0,0,0,0,0,1,0.06,1,0,0,0,0,0
761,Alexander Djiku,Strasbourg,28.4,22,0.78,15,0,0,5,1,1,0,0.00,0,0,0,0,0,0
762,Berat Djimsiti,Atalanta,29.2,40,1.37,32,2,1,5,0,0,7,0.24,4,1,0,2,0,0
763,Marko Dmitrovic,Eibar,34.7,11,0.32,8,2,0,1,0,0,0,0.00,0,0,0,0,0,0
764,Ritsu Doan,Arminia,30.8,99,3.22,42,23,20,7,6,1,7,0.23,4,0,2,1,0,0
765,Mihai Dobre,Dijon,5.9,13,2.20,7,0,1,2,1,2,1,0.17,0,0,0,0,0,1
766,Matt Doherty,Tottenham,13.8,21,1.53,18,0,1,0,2,0,2,0.15,2,0,0,0,0,0
767,Jeremy Doku,Rennes,25.7,108,4.20,79,0,12,4,12,1,10,0.39,9,0,0,0,0,1
768,Kasper Dolberg,Nice,21.4,35,1.63,22,0,3,4,6,0,4,0.19,2,0,1,0,1,0
769,Keagan Dolly,Montpellier,5.0,14,2.79,10,4,0,0,0,0,0,0.00,0,0,0,0,0,0
770,Jaume Domenech,Valencia,28.0,2,0.07,2,0,0,0,0,0,1,0.04,1,0,0,0,0,0
771,Carlos Dominguez,Celta Vigo,4.0,3,0.75,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
772,Nicolas Dominguez,Bologna,13.9,48,3.44,34,1,3,3,3,4,0,0.00,0,0,0,0,0,0
773,John Donald,Elche,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
774,Ji Dong-won,Mainz 05,0.7,2,2.86,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
775,Anastasios Donis,Reims,1.1,1,0.93,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
776,Gianluigi Donnarumma,Milan,37.0,8,0.22,7,1,0,0,0,0,0,0.00,0,0,0,0,0,0
777,Gabriel Dos Santos,Arsenal,22.2,13,0.59,8,1,1,3,0,0,0,0.00,0,0,0,0,0,0
778,Bas Dost,Eint Frankfurt,9.1,20,2.20,18,0,0,2,0,0,3,0.33,3,0,0,0,0,0
780,Abdoulaye Doucoure,Everton,27.1,50,1.84,42,1,2,2,0,3,7,0.26,7,0,0,0,0,0
781,Cheick Doucoure,Lens,29.2,70,2.40,59,0,7,3,1,0,7,0.24,7,0,0,0,0,0
782,Fode Doucoure,Reims,3.7,9,2.43,8,0,1,0,0,0,0,0.00,0,0,0,0,0,0
783,Mahamadou Doucoure,Nîmes,0.5,1,1.96,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
784,Cheick Doukoure,Levante,1.1,1,0.87,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
785,Idrissa Doumbia,Huesca,8.7,8,0.92,6,0,0,0,0,2,0,0.00,0,0,0,0,0,0
786,Moussa Doumbia,Reims,10.0,35,3.50,27,2,1,3,2,0,4,0.40,3,1,0,0,0,0
787,Souleyman Doumbia,Angers,24.7,36,1.46,31,1,2,0,2,0,3,0.12,2,0,0,0,1,0
788,Aleksandar Dragovic,Leverkusen,12.6,20,1.59,16,2,1,1,0,0,1,0.08,1,0,0,0,0,0
789,Bartlomiej Dragowski,Fiorentina,35.0,4,0.11,2,2,0,0,0,0,2,0.06,1,1,0,0,0,0
790,Denis Dragus,Crotone,2.0,1,0.50,1,0,0,0,0,0,1,0.50,1,0,0,0,0,0
791,Radu Dragusin,Juventus,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
792,Mouhamadou Drammeh,Reims,1.9,4,2.08,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0
793,Julian Draxler,Paris S-G,11.8,47,3.98,36,8,0,1,1,1,5,0.42,4,1,0,0,0,0
794,Dominick Drexler,Köln,13.7,34,2.48,31,0,1,1,1,0,1,0.07,0,0,0,1,0,0
795,Matthieu Dreyer,Lorient,15.0,1,0.07,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0
796,Domingos Duarte,Granada,26.3,16,0.61,14,0,0,2,0,0,0,0.00,0,0,0,0,0,0
797,Leo Duarte,Milan,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
798,Oscar Duarte,Levante,22.9,13,0.57,10,1,0,2,0,0,1,0.04,1,0,0,0,0,0
799,Ruben Duarte,Alavés,28.3,62,2.19,39,20,0,1,1,1,3,0.11,3,0,0,0,0,0
800,Leo Dubois,Lyon,32.3,126,3.91,70,40,5,4,7,0,10,0.31,4,2,1,1,2,0
801,Martin Dubravka,Newcastle Utd,13.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
802,Ondrej Duda,Köln,28.2,94,3.33,49,24,9,7,5,0,8,0.28,5,2,0,0,1,0
803,Unai Dufur,Eibar,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
804,Haris Duljevic,Nîmes,8.6,25,2.91,21,0,1,2,0,1,1,0.12,1,0,0,0,0,0
806,Paul Dummett,Newcastle Utd,13.9,8,0.57,6,1,0,1,0,0,1,0.07,1,0,0,0,0,0
807,Alfred Duncan,Fiorentina,1.8,6,3.33,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
808,Alfred Duncan,Cagliari,11.9,20,1.69,16,2,1,1,0,0,2,0.17,2,0,0,0,0,0
809,Lewis Dunk,Brighton,32.6,26,0.80,20,1,0,5,0,0,0,0.00,0,0,0,0,0,0
810,Jimmy Dunne,Burnley,3.0,3,1.00,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
811,Erik Durm,Eint Frankfurt,16.4,29,1.76,20,1,2,6,0,0,6,0.37,2,0,1,3,0,0
812,Hugo Duro,Real Madrid,0.6,1,1.64,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
813,Jean-Kevin Duverne,Brest,22.5,14,0.62,12,0,2,0,0,0,3,0.13,3,0,0,0,0,0
814,Paulo Dybala,Juventus,12.6,70,5.56,42,13,6,5,4,0,3,0.24,2,0,0,1,0,0
815,Edin Dzeko,Roma,20.3,64,3.16,46,0,4,7,6,1,8,0.39,6,0,1,0,1,0
816,Steeve-Mike Ebongue,Genoa,0.6,1,1.73,0,0,0,0,0,1,1,1.73,0,0,0,0,0,1
817,Enzo Ebosse,Angers,2.9,1,0.34,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
818,Bruno Ecuele Manga,Dijon,38.0,11,0.29,9,1,0,1,0,0,1,0.03,1,0,0,0,0,0
819,Simone Edera,Torino,0.6,3,5.19,0,3,0,0,0,0,0,0.00,0,0,0,0,0,0
820,Ederson,Manchester City,36.0,6,0.17,5,1,0,0,0,0,1,0.03,1,0,0,0,0,0
821,Kyle Edwards,West Brom,1.3,2,1.55,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
822,John Egan,Sheffield Utd,29.2,16,0.55,15,0,0,0,0,1,1,0.03,1,0,0,0,0,0
823,Johannes Eggestein,Werder Bremen,0.4,2,5.45,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
824,Maximilian Eggestein,Werder Bremen,32.7,79,2.42,66,1,0,3,5,4,8,0.24,8,0,0,0,0,0
825,Lilian Egloff,Stuttgart,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
826,Kingsley Ehizibue,Köln,12.6,20,1.59,14,1,2,1,2,0,3,0.24,1,0,1,1,0,0
827,Albin Ekdal,Sampdoria,25.5,26,1.02,19,0,2,2,1,2,1,0.04,1,0,0,0,0,0
828,Hugo Ekitike,Reims,1.0,1,1.02,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
829,Anthony Elanga,Manchester Utd,1.7,2,1.16,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0
830,Niclas Eliasson,Nîmes,20.0,58,2.90,26,23,4,1,3,1,3,0.15,2,1,0,0,0,0
832,Elif Elmas,Napoli,8.2,23,2.80,18,0,3,1,1,0,6,0.73,2,0,3,1,0,0
833,Ahmed Elmohamady,Aston Villa,9.3,27,2.90,22,2,0,1,0,2,1,0.11,0,1,0,0,0,0
834,Mohamed Elneny,Arsenal,17.2,19,1.11,16,1,0,2,0,0,1,0.06,1,0,0,0,0,0
835,Aritz Elustondo,Real Sociedad,20.9,14,0.67,14,0,0,0,0,0,1,0.05,1,0,0,0,0,0
836,Nico Elvedi,M'Gladbach,28.2,12,0.43,9,0,0,2,0,1,3,0.11,2,0,0,1,0,0
837,Rodrigo Ely,Alavés,5.2,4,0.77,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0
838,Breel Embolo,M'Gladbach,16.0,54,3.38,33,0,4,10,6,1,10,0.63,4,0,0,3,3,0
839,Emerson,Betis,33.2,70,2.11,57,7,1,0,4,1,4,0.12,3,0,0,0,1,0
840,Renaud Emond,Nantes,3.9,7,1.78,1,0,0,2,4,0,1,0.25,0,0,0,0,1,0
841,Alan Empereur,Hellas Verona,2.4,2,0.90,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
842,Youssef En-Nesyri,Sevilla,25.7,36,1.40,19,0,4,6,4,3,8,0.31,1,0,4,1,2,0
843,Keita Endo,Union Berlin,5.1,16,3.16,8,0,1,1,4,2,0,0.00,0,0,0,0,0,0
844,Wataru Endo,Stuttgart,32.8,74,2.25,62,1,0,2,4,5,6,0.18,5,0,0,0,1,0
845,Sergi Enrich,Eibar,15.6,45,2.89,32,0,0,9,2,2,3,0.19,2,0,0,1,0,0
846,Christian Eriksen,Inter,15.4,59,3.83,34,21,0,4,0,0,2,0.13,2,0,0,0,0,0
847,Martin Erlic,Spezia,20.0,7,0.35,7,0,0,0,0,0,2,0.10,2,0,0,0,0,0
848,Patrick Erras,Werder Bremen,0.3,1,3.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
849,Gonzalo Escalante,Lazio,8.1,14,1.72,11,0,0,1,1,1,3,0.37,2,0,0,1,0,0
850,Aaron Escandell,Granada,5.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
851,Dani Escriche,Huesca,9.5,25,2.63,20,0,0,1,3,1,2,0.21,2,0,0,0,0,0
852,Sergio Escudero,Sevilla,6.3,11,1.76,10,1,0,0,0,0,0,0.00,0,0,0,0,0,0
853,Alfonso Espino,Cádiz,28.9,23,0.80,19,4,0,0,0,0,4,0.14,4,0,0,0,0,0
854,Vicente Esquerdo,Valencia,2.6,2,0.78,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
855,Nahuel Estevez,Spezia,19.6,55,2.80,39,10,0,6,0,0,9,0.46,4,2,0,3,0,0
856,Pervis Estupinan,Villarreal,13.0,32,2.47,27,0,0,1,3,1,2,0.15,1,0,0,0,1,0
858,Yoann Etienne,Lorient,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
859,Xabier Etxeita,Getafe,9.8,3,0.31,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0
860,Jonny Evans,Leicester City,27.5,19,0.69,19,0,0,0,0,0,4,0.15,4,0,0,0,0,0
861,Edu Exposito,Eibar,27.3,88,3.23,56,18,4,3,6,1,5,0.18,4,0,0,1,0,0
862,Valentin Eysseric,Fiorentina,8.1,20,2.46,15,2,0,2,1,0,1,0.12,0,0,0,1,0,0
863,Eberechi Eze,Crystal Palace,28.4,95,3.34,60,15,11,2,6,1,12,0.42,5,2,3,1,1,0
864,Jokin Ezkieta,Athletic Club,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
865,Lukasz Fabianski,West Ham,35.0,4,0.11,1,3,0,0,0,0,0,0.00,0,0,0,0,0,0
866,Fabinho,Liverpool,28.5,30,1.05,26,0,1,0,2,1,6,0.21,5,0,0,0,1,0
867,Fabio,Nantes,16.7,27,1.61,22,3,0,0,2,0,3,0.18,2,0,0,0,1,0
868,Cesc Fabregas,Monaco,9.7,59,6.05,35,18,3,0,2,1,6,0.62,6,0,0,0,0,0
869,Bandiougou Fadiga,Paris S-G,0.7,2,2.81,0,0,0,0,2,0,0,0.00,0,0,0,0,0,0
870,Bandiougou Fadiga,Brest,0.5,2,4.29,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
871,Wout Faes,Reims,32.2,10,0.31,8,0,0,1,0,1,1,0.03,0,0,0,1,0,0
872,Nicolo Fagioli,Juventus,0.2,2,8.57,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
873,Ralf Fahrmann,Schalke 04,20.8,6,0.29,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
874,Romain Faivre,Brest,32.1,152,4.73,74,40,9,10,17,2,15,0.47,7,4,0,2,2,0
875,Fali,Cádiz,29.3,21,0.72,17,0,1,1,1,1,2,0.07,1,0,0,1,0,0
876,Iago Falque,Benevento,4.0,28,7.04,21,2,3,2,0,0,1,0.25,1,0,0,0,0,0
877,Andri Fannar Baldursson,Bologna,2.4,4,1.65,4,0,0,0,0,0,1,0.41,1,0,0,0,0,0
878,Paolo Farago,Bologna,0.3,2,7.83,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
879,Paolo Farago,Cagliari,4.1,10,2.44,10,0,0,0,0,0,0,0.00,0,0,0,0,0,0
880,Davide Faraoni,Hellas Verona,32.1,49,1.57,37,3,5,1,2,1,8,0.26,6,1,1,0,0,0
881,Mohamed Fares,Lazio,12.7,32,2.53,26,2,2,1,0,1,3,0.24,2,0,0,1,0,0
882,Diego Farias,Spezia,16.8,59,3.50,46,0,5,4,3,1,4,0.24,2,0,0,2,0,0
884,Wuilker Farinez,Lens,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
885,Noah Fatar,Angers,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
886,Ansu Fati,Barcelona,4.8,21,4.37,13,1,2,0,5,0,4,0.83,2,0,1,0,1,0
887,Julien Faussurier,Brest,10.6,31,2.92,27,3,0,0,0,1,6,0.56,6,0,0,0,0,0
888,Andrea Favilli,Hellas Verona,3.8,7,1.86,6,0,1,0,0,0,1,0.27,1,0,0,0,0,0
889,Federico Fazio,Roma,4.5,3,0.67,1,0,0,2,0,0,0,0.00,0,0,0,0,0,0
890,Nabil Fekir,Betis,29.1,148,5.08,85,19,20,9,12,3,19,0.65,11,3,2,0,2,1
891,Felipe,Atlético Madrid,22.9,11,0.48,11,0,0,0,0,0,0,0.00,0,0,0,0,0,0
892,Luiz Felipe,Lazio,10.1,9,0.89,8,0,0,1,0,0,0,0.00,0,0,0,0,0,0
893,Joao Felix,Atlético Madrid,17.5,46,2.63,32,0,5,5,4,0,11,0.63,8,0,1,1,1,0
894,Ohis Felix Uduokhai,Augsburg,29.0,16,0.55,13,1,0,1,0,1,2,0.07,2,0,0,0,0,0
895,Zinedine Ferhat,Nîmes,32.9,111,3.38,73,9,14,4,10,1,20,0.61,14,0,2,1,3,0
896,Bruno Fernandes,Manchester Utd,34.4,184,5.34,136,21,3,14,9,1,25,0.73,22,1,0,2,0,0
897,Edimilson Fernandes,Mainz 05,9.3,20,2.14,14,5,0,1,0,0,1,0.11,0,1,0,0,0,0
898,Aitor Fernandez,Levante,29.0,2,0.07,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
899,Alex Fernandez,Cádiz,21.6,51,2.36,27,23,0,0,1,0,5,0.23,3,2,0,0,0,0
900,Alvaro Fernandez,Huesca,22.0,6,0.27,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0
901,Andres Fernandez,Huesca,16.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
902,Augusto Fernandez,Cádiz,4.1,5,1.22,3,0,1,0,0,1,0,0.00,0,0,0,0,0,0
903,Carlos Fernandez,Sevilla,1.6,4,2.52,2,0,0,2,0,0,0,0.00,0,0,0,0,0,0
904,Carlos Fernandez,Real Sociedad,4.3,10,2.30,8,0,1,0,1,0,2,0.46,2,0,0,0,0,0
905,Federico Fernandez,Newcastle Utd,23.1,15,0.65,11,4,0,0,0,0,1,0.04,1,0,0,0,0,0
906,Joaquin Fernandez,Valladolid,23.0,15,0.65,11,0,0,2,1,1,2,0.09,1,0,0,0,1,0
907,Fernandinho,Manchester City,13.2,31,2.35,26,0,3,0,0,2,3,0.23,2,0,0,0,0,1
908,Fernando,Sevilla,28.3,37,1.31,34,1,2,0,0,0,9,0.32,8,0,1,0,0,0
910,Alex Ferrari,Sampdoria,9.8,9,0.92,7,0,0,0,2,0,1,0.10,1,0,0,0,0,0
911,David Ferreiro,Huesca,28.1,121,4.31,73,32,7,4,4,1,10,0.36,7,1,0,1,0,1
912,Salvador Ferrer,Spezia,13.2,27,2.04,24,2,0,0,0,1,3,0.23,2,1,0,0,0,0
913,Facundo Ferreyra,Celta Vigo,3.3,2,0.60,0,0,0,1,1,0,0,0.00,0,0,0,0,0,0
914,Jordan Ferri,Montpellier,28.6,65,2.27,60,0,0,1,1,3,6,0.21,6,0,0,0,0,0
915,Marco Festa,Crotone,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
916,Fidel,Elche,26.6,79,2.97,42,28,4,1,4,0,7,0.26,4,3,0,0,0,0
917,Sam Field,West Brom,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
918,Alfred Finnbogason,Augsburg,6.0,20,3.30,15,0,2,2,1,0,2,0.33,2,0,0,0,0,0
919,Roberto Firmino,Liverpool,31.5,111,3.52,84,1,13,11,2,0,11,0.35,10,0,0,1,0,0
920,Junior Firpo,Barcelona,3.2,8,2.49,7,0,0,0,1,0,2,0.62,2,0,0,0,0,0
921,John Fleck,Sheffield Utd,28.6,72,2.52,51,15,2,2,2,0,3,0.10,2,1,0,0,0,0
922,Mark Flekken,Freiburg,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
923,Florian Flick,Schalke 04,4.0,1,0.25,1,0,0,0,0,0,1,0.25,1,0,0,0,0,0
924,Alexis Flips,Reims,0.5,1,2.09,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0
925,Alessandro Florenzi,Paris S-G,17.1,28,1.64,21,4,0,2,0,1,2,0.12,1,1,0,0,0,0
926,Kingsley Fobi,Granada,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
927,Phil Foden,Manchester City,18.0,66,3.68,45,8,7,4,2,0,12,0.67,8,0,1,3,0,0
928,Mamadou Fofana,Metz,11.9,8,0.67,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0
929,Seko Fofana,Lens,25.7,60,2.34,47,0,5,2,5,1,8,0.31,6,0,1,0,1,0
930,Wesley Fofana,Leicester City,25.1,19,0.76,16,0,0,1,2,0,1,0.04,0,0,0,0,1,0
931,Wesley Fofana,Saint-Étienne,3.5,4,1.14,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0
932,Youssouf Fofana,Monaco,31.9,69,2.16,51,7,4,2,3,2,9,0.28,6,1,1,0,1,0
933,Thomas Foket,Reims,36.9,49,1.33,43,4,1,0,1,0,5,0.14,4,0,0,0,1,0
